State,FMR_Area,Rent50_0Bed,Rent50_1Bed,Rent50_2Bed,Rent50_3Bed,Rent50_4Bed,MSAName,msa,State_Alpha,pop2000
28,280000081,412,457,518,713,817,Lee County,9999,MS,75755
28,280000083,394,395,491,605,674,Leflore County,9999,MS,37947
28,280000085,301,382,423,589,746,Lincoln County,9999,MS,33166
28,280000087,420,421,507,713,849,Lowndes County,9999,MS,61586
28,280000091,324,395,439,555,770,Marion County,9999,MS,25595
28,280000093,294,354,452,658,677,Marshall County,9999,MS,34993
28,280000095,373,385,450,552,568,Monroe County,9999,MS,38014
28,280000097,338,358,424,582,691,Montgomery County,9999,MS,12189
28,280000099,299,412,461,559,810,Neshoba County,9999,MS,28684
28,280000101,412,438,503,674,695,Newton County,9999,MS,21838
28,280000103,396,408,477,673,693,Noxubee County,9999,MS,12548
28,280000105,383,451,563,728,875,Oktibbeha County,9999,MS,42902
28,280000107,285,396,440,530,585,Panola County,9999,MS,34274
28,280000109,407,408,491,603,808,Pearl River County,9999,MS,48621
28,280000111,334,371,456,594,610,Perry County,9999,MS,12138
28,280000113,373,400,450,574,591,Pike County,9999,MS,38940
28,280000115,376,377,454,592,609,Pontotoc County,9999,MS,26726
28,280000117,276,338,425,508,524,Prentiss County,9999,MS,25556
28,280000119,367,423,503,602,881,Quitman County,9999,MS,10117
28,280000123,370,384,447,534,551,Scott County,9999,MS,28423
28,280000125,411,481,536,641,660,Sharkey County,9999,MS,6580
28,280000127,373,379,450,590,729,Simpson County,9999,MS,27639
28,280000129,357,384,453,543,576,Smith County,9999,MS,16182
28,280000131,433,436,522,702,799,Stone County,9999,MS,13622
28,280000133,299,377,438,622,642,Sunflower County,9999,MS,34369
28,280000135,294,343,452,592,666,Tallahatchie County,9999,MS,14903
28,280000137,348,445,493,667,865,Tate County,9999,MS,25370
28,280000139,346,375,417,513,618,Tippah County,9999,MS,20826
28,280000141,273,355,421,530,574,Tishomingo County,9999,MS,19163
28,280000143,440,515,677,810,858,Tunica County,9999,MS,9227
28,280000145,314,437,486,615,676,Union County,9999,MS,25362
28,280000147,357,409,455,545,594,Walthall County,9999,MS,15156
28,280000149,472,519,583,698,720,Warren County,9999,MS,49644
28,280000151,374,452,513,674,796,Washington County,9999,MS,62977
28,280000153,334,371,456,594,610,Wayne County,9999,MS,21216
28,280000155,338,358,424,582,691,Webster County,9999,MS,10294
28,280000157,357,409,455,545,594,Wilkinson County,9999,MS,10312
28,280000159,370,438,521,625,672,Winston County,9999,MS,20160
28,280000161,338,358,424,582,691,Yalobusha County,9999,MS,13051
28,280000163,369,396,445,543,611,Yazoo County,9999,MS,28149
29,1740,400,469,581,847,1006,"Columbia, MO MSA",1740,MO,135454
29,3710,347,410,521,671,691,"Joplin, MO MSA",3710,MO,157322
29,3760,499,601,691,938,989,"Kansas City, MO--KS MSA",3760,MO,1070052
29,7000,350,433,539,676,787,"St. Joseph, MO MSA",7000,MO,102490
29,7040,545,594,741,969,1039,"St. Louis, MO--IL MSA",7040,MO,2005086
29,7920,370,427,551,800,931,"Springfield, MO MSA",7920,MO,325721
29,290000001,340,397,523,683,817,Adair County,9999,MO,24977
29,290000005,403,404,485,596,810,Atchison County,9999,MO,6430
29,290000007,390,391,470,617,727,Audrain County,9999,MO,25853
29,290000009,305,379,470,597,614,Barry County,9999,MO,34010
29,290000011,297,347,457,559,576,Barton County,9999,MO,12541
29,290000013,308,399,475,690,711,Bates County,9999,MO,16653
29,290000015,304,364,467,632,649,Benton County,9999,MO,17180
29,290000017,343,389,513,674,825,Bollinger County,9999,MO,12029
29,290000023,376,377,453,606,626,Butler County,9999,MO,40867
29,290000025,403,404,485,596,810,Caldwell County,9999,MO,8969
29,290000027,423,424,511,725,891,Callaway County,9999,MO,40766
29,290000029,421,435,549,799,824,Camden County,9999,MO,37051
29,290000031,354,415,546,725,958,Cape Girardeau County,9999,MO,68693
29,290000033,404,416,526,687,779,Carroll County,9999,MO,10285
29,290000035,360,361,431,584,615,Carter County,9999,MO,5941
29,290000039,304,364,467,632,649,Cedar County,9999,MO,13733
29,290000041,404,416,526,687,779,Chariton County,9999,MO,8438
29,290000045,341,359,470,594,676,Clark County,9999,MO,7416
29,290000051,364,416,530,772,865,Cole County,9999,MO,71397
29,290000053,383,405,527,709,853,Cooper County,9999,MO,16670
29,290000055,309,374,477,603,836,Crawford County,9999,MO,21480
29,290000057,403,404,508,649,719,Dade County,9999,MO,7923
29,290000059,272,359,419,571,588,Dallas County,9999,MO,15661
29,290000061,403,404,485,596,810,Daviess County,9999,MO,8016
29,290000063,403,404,485,596,810,DeKalb County,9999,MO,11597
29,290000065,359,370,456,622,792,Dent County,9999,MO,14927
29,290000067,298,342,426,546,653,Douglas County,9999,MO,13084
29,290000069,323,345,410,558,576,Dunklin County,9999,MO,33155
29,290000073,360,370,471,623,793,Gasconade County,9999,MO,15342
29,290000075,403,404,485,596,810,Gentry County,9999,MO,6861
29,290000079,403,404,485,596,810,Grundy County,9999,MO,10432
29,290000081,403,404,485,596,810,Harrison County,9999,MO,8850
29,290000083,344,402,529,633,650,Henry County,9999,MO,21997
29,290000085,304,364,467,632,649,Hickory County,9999,MO,8940
29,290000087,403,404,485,596,810,Holt County,9999,MO,5351
29,290000089,383,405,516,710,854,Howard County,9999,MO,10212
29,290000091,314,370,453,562,773,Howell County,9999,MO,37238
29,290000093,343,389,513,674,825,Iron County,9999,MO,10697
29,290000101,413,446,542,748,851,Johnson County,9999,MO,48258
29,290000103,341,359,470,594,676,Knox County,9999,MO,4361
29,290000105,364,365,460,602,766,Laclede County,9999,MO,32513
29,290000109,390,395,470,651,719,Lawrence County,9999,MO,35204
29,290000111,341,359,470,594,676,Lewis County,9999,MO,10494
29,290000115,341,359,470,594,676,Linn County,9999,MO,13754
29,290000117,351,363,477,611,836,Livingston County,9999,MO,14558
29,290000119,359,360,455,644,665,McDonald County,9999,MO,21681
29,290000121,333,365,454,543,558,Macon County,9999,MO,15762
29,290000123,343,389,513,674,825,Madison County,9999,MO,11800
29,290000125,359,370,456,622,792,Maries County,9999,MO,8903
29,290000127,314,370,486,623,641,Marion County,9999,MO,28289
29,290000129,403,404,485,596,810,Mercer County,9999,MO,3757
29,290000131,387,388,465,592,609,Miller County,9999,MO,23564
29,290000133,303,338,446,588,650,Mississippi County,9999,MO,13427
29,290000135,334,389,513,614,757,Moniteau County,9999,MO,14827
29,290000137,316,371,488,617,640,Monroe County,9999,MO,9311
29,290000139,316,371,488,617,640,Montgomery County,9999,MO,12136
29,290000141,406,407,489,690,746,Morgan County,9999,MO,19309
29,290000143,298,353,452,591,609,New Madrid County,9999,MO,19760
29,290000147,408,410,519,660,911,Nodaway County,9999,MO,21912
29,290000149,298,342,426,546,653,Oregon County,9999,MO,10344
29,290000151,359,370,456,622,792,Osage County,9999,MO,13062
29,290000153,298,342,426,546,653,Ozark County,9999,MO,9542
29,290000155,388,389,466,566,584,Pemiscot County,9999,MO,20047
29,290000157,342,378,497,595,873,Perry County,9999,MO,18132
29,290000159,403,423,530,688,792,Pettis County,9999,MO,39403
29,290000161,371,390,481,669,810,Phelps County,9999,MO,39825
29,290000163,307,361,474,630,664,Pike County,9999,MO,18351
29,290000167,312,367,482,666,830,Polk County,9999,MO,26992
29,290000169,405,438,487,708,755,Pulaski County,9999,MO,41165
29,290000171,341,359,470,594,676,Putnam County,9999,MO,5223
29,290000173,316,371,488,617,640,Ralls County,9999,MO,9626
29,290000175,332,387,511,622,641,Randolph County,9999,MO,24663
29,290000179,360,361,431,584,615,Reynolds County,9999,MO,6689
29,290000181,360,361,431,584,615,Ripley County,9999,MO,13509
29,290000185,304,364,467,632,649,St. Clair County,9999,MO,9652
29,290000186,343,389,513,674,825,Ste. Genevieve County,9999,MO,17842
29,290000187,408,409,496,686,742,St. Francois County,9999,MO,55641
29,290000195,327,379,500,634,720,Saline County,9999,MO,23756
29,290000197,341,359,470,594,676,Schuyler County,9999,MO,4170
29,290000199,341,359,470,594,676,Scotland County,9999,MO,4983
29,290000201,379,387,495,636,759,Scott County,9999,MO,40422
29,290000203,298,342,426,546,653,Shannon County,9999,MO,8324
29,290000205,341,359,470,594,676,Shelby County,9999,MO,6799
29,290000207,318,358,428,573,602,Stoddard County,9999,MO,29705
29,290000209,349,410,540,709,756,Stone County,9999,MO,28658
29,290000211,341,359,470,594,676,Sullivan County,9999,MO,7219
29,290000213,438,449,583,760,860,Taney County,9999,MO,39703
29,290000215,299,324,392,553,649,Texas County,9999,MO,23003
29,290000217,323,386,483,704,725,Vernon County,9999,MO,20454
29,290000221,325,389,437,594,621,Washington County,9999,MO,23344
29,290000223,360,361,431,584,615,Wayne County,9999,MO,13259
29,290000227,403,404,485,596,810,Worth County,9999,MO,2382
29,290000229,295,325,426,527,543,Wright County,9999,MO,17955
30,880,406,452,581,817,962,"Billings, MT MSA",880,MT,129352
30,3040,352,416,542,734,853,"Great Falls, MT MSA",3040,MT,80357
30,5140,446,523,649,867,1025,"Missoula, MT MSA",5140,MT,95802
30,300000001,420,492,648,862,1124,Beaverhead County,9999,MT,9202
30,300000003,355,398,490,610,636,Big Horn County,9999,MT,12671
30,300000005,338,409,520,701,830,Blaine County,9999,MT,7009
30,300000007,398,435,550,755,779,Broadwater County,9999,MT,4385
30,300000009,356,405,534,639,658,Carbon County,9999,MT,9552
30,300000011,355,398,455,610,636,Carter County,9999,MT,1360
30,300000015,338,409,520,701,830,Chouteau County,9999,MT,5970
30,300000017,281,391,434,633,762,Custer County,9999,MT,11696
30,300000019,355,398,455,610,636,Daniels County,9999,MT,2017
30,300000021,355,398,455,610,636,Dawson County,9999,MT,9059
30,300000023,398,435,550,755,779,Deer Lodge County,9999,MT,9417
30,300000025,355,398,455,610,636,Fallon County,9999,MT,2837
30,300000027,356,399,507,611,637,Fergus County,9999,MT,11893
30,300000029,388,466,597,846,1025,Flathead County,9999,MT,74471
30,300000031,432,526,664,907,1166,Gallatin County,9999,MT,67831
30,300000033,355,398,455,610,636,Garfield County,9999,MT,1279
30,300000035,338,409,520,701,830,Glacier County,9999,MT,13247
30,300000037,355,398,455,610,636,Golden Valley County,9999,MT,1042
30,300000039,398,435,550,755,779,Granite County,9999,MT,2830
30,300000041,305,385,470,685,704,Hill County,9999,MT,16673
30,300000043,398,435,550,755,779,Jefferson County,9999,MT,10049
30,300000045,338,409,520,701,830,Judith Basin County,9999,MT,2329
30,300000047,444,445,561,734,808,Lake County,9999,MT,26507
30,300000049,421,462,569,824,848,Lewis and Clark County,9999,MT,55716
30,300000051,338,409,520,701,830,Liberty County,9999,MT,2158
30,300000053,380,446,572,785,872,Lincoln County,9999,MT,18837
30,300000055,355,398,455,610,636,McCone County,9999,MT,1977
30,300000057,420,492,648,862,1124,Madison County,9999,MT,6851
30,300000059,420,492,648,862,1124,Meagher County,9999,MT,1932
30,300000061,445,515,644,846,993,Mineral County,9999,MT,3884
30,300000065,355,398,455,610,636,Musselshell County,9999,MT,4497
30,300000067,410,480,632,754,936,Park County,9999,MT,15694
30,300000069,355,398,455,610,636,Petroleum County,9999,MT,493
30,300000071,355,398,455,610,636,Phillips County,9999,MT,4601
30,300000073,338,409,520,701,830,Pondera County,9999,MT,6424
30,300000075,355,398,455,610,636,Powder River County,9999,MT,1858
30,300000077,398,435,550,755,779,Powell County,9999,MT,7180
30,300000079,355,398,455,610,636,Prairie County,9999,MT,1199
30,300000081,413,469,597,775,939,Ravalli County,9999,MT,36070
30,300000083,355,398,455,610,636,Richland County,9999,MT,9667
30,300000085,355,398,455,610,636,Roosevelt County,9999,MT,10620
30,300000087,355,398,497,610,636,Rosebud County,9999,MT,9383
30,300000089,380,446,572,785,872,Sanders County,9999,MT,10227
30,300000091,355,398,455,610,636,Sheridan County,9999,MT,4105
30,300000093,360,403,513,690,712,Silver Bow County,9999,MT,34606
30,300000095,355,398,455,610,636,Stillwater County,9999,MT,8195
30,300000097,355,398,455,610,636,Sweet Grass County,9999,MT,3609
30,300000099,338,409,520,701,830,Teton County,9999,MT,6445
30,300000101,338,409,520,701,830,Toole County,9999,MT,5267
30,300000103,355,398,455,610,636,Treasure County,9999,MT,861
30,300000105,355,398,455,610,636,Valley County,9999,MT,7675
30,300000107,355,398,455,610,636,Wheatland County,9999,MT,2259
30,300000109,355,398,455,610,636,Wibaux County,9999,MT,1068
31,4360,437,496,632,887,1092,"Lincoln, NE MSA",4360,NE,250291
31,5920,491,557,688,943,990,"Omaha, NE--IA MSA",5920,NE,629294
31,7720,404,474,622,784,854,"Sioux City, IA--NE MSA",7720,NE,20253
31,310000001,363,423,557,680,851,Adams County,9999,NE,31151
31,310000003,429,430,518,663,691,Antelope County,9999,NE,7452
31,310000005,363,435,501,643,672,Arthur County,9999,NE,444
31,310000007,353,370,480,616,725,Banner County,9999,NE,819
31,310000009,438,439,531,665,747,Blaine County,9999,NE,583
31,310000011,429,430,518,663,691,Boone County,9999,NE,6259
31,310000013,353,370,480,616,725,Box Butte County,9999,NE,12158
31,310000015,353,370,480,616,725,Boyd County,9999,NE,2438
31,310000017,353,370,480,616,725,Brown County,9999,NE,3525
31,310000019,387,453,596,830,980,Buffalo County,9999,NE,42259
31,310000021,429,430,518,663,691,Burt County,9999,NE,7791
31,310000023,416,418,501,630,662,Butler County,9999,NE,8767
31,310000027,429,430,518,663,691,Cedar County,9999,NE,9615
31,310000029,363,435,501,643,672,Chase County,9999,NE,4068
31,310000031,353,370,480,616,725,Cherry County,9999,NE,6148
31,310000033,353,376,495,615,724,Cheyenne County,9999,NE,9830
31,310000035,367,429,565,722,875,Clay County,9999,NE,7039
31,310000037,429,430,518,663,691,Colfax County,9999,NE,10441
31,310000039,429,430,518,663,691,Cuming County,9999,NE,10203
31,310000041,438,439,531,665,747,Custer County,9999,NE,11793
31,310000045,318,373,490,587,720,Dawes County,9999,NE,9060
31,310000047,443,479,531,652,672,Dawson County,9999,NE,24365
31,310000049,353,370,480,616,725,Deuel County,9999,NE,2098
31,310000051,429,430,518,663,691,Dixon County,9999,NE,6339
31,310000053,417,487,641,766,891,Dodge County,9999,NE,36160
31,310000057,363,435,501,643,672,Dundy County,9999,NE,2292
31,310000059,416,418,501,630,662,Fillmore County,9999,NE,6634
31,310000061,367,429,565,722,875,Franklin County,9999,NE,3574
31,310000063,363,435,501,643,672,Frontier County,9999,NE,3099
31,310000065,363,435,501,643,672,Furnas County,9999,NE,5324
31,310000067,430,433,519,634,653,Gage County,9999,NE,22993
31,310000069,353,370,480,616,725,Garden County,9999,NE,2292
31,310000071,438,439,531,665,747,Garfield County,9999,NE,1902
31,310000073,363,435,501,643,672,Gosper County,9999,NE,2143
31,310000075,363,435,501,643,672,Grant County,9999,NE,747
31,310000077,438,439,531,665,747,Greeley County,9999,NE,2714
31,310000079,438,444,558,701,878,Hall County,9999,NE,53534
31,310000081,438,439,531,665,747,Hamilton County,9999,NE,9403
31,310000083,367,429,565,722,875,Harlan County,9999,NE,3786
31,310000085,363,435,501,643,672,Hayes County,9999,NE,1068
31,310000087,363,435,501,643,672,Hitchcock County,9999,NE,3111
31,310000089,353,370,480,616,725,Holt County,9999,NE,11551
31,310000091,363,435,501,643,672,Hooker County,9999,NE,783
31,310000093,438,439,531,665,747,Howard County,9999,NE,6567
31,310000095,416,418,501,630,662,Jefferson County,9999,NE,8333
31,310000097,416,418,501,630,662,Johnson County,9999,NE,4488
31,310000099,367,429,565,722,875,Kearney County,9999,NE,6882
31,310000101,363,435,501,643,672,Keith County,9999,NE,8875
31,310000103,353,370,480,616,725,Keya Paha County,9999,NE,983
31,310000105,353,370,480,616,725,Kimball County,9999,NE,4089
31,310000107,429,430,518,663,691,Knox County,9999,NE,9374
31,310000111,369,423,544,662,801,Lincoln County,9999,NE,34632
31,310000113,363,435,501,643,672,Logan County,9999,NE,774
31,310000115,438,439,531,665,747,Loup County,9999,NE,712
31,310000117,363,435,501,643,672,McPherson County,9999,NE,533
31,310000119,371,408,537,728,750,Madison County,9999,NE,35226
31,310000121,438,439,531,665,747,Merrick County,9999,NE,8204
31,310000123,353,370,480,616,725,Morrill County,9999,NE,5440
31,310000125,429,430,518,663,691,Nance County,9999,NE,4038
31,310000127,416,418,501,630,662,Nemaha County,9999,NE,7576
31,310000129,367,429,565,722,875,Nuckolls County,9999,NE,5057
31,310000131,429,430,518,629,661,Otoe County,9999,NE,15396
31,310000133,416,418,501,630,662,Pawnee County,9999,NE,3087
31,310000135,363,435,501,643,672,Perkins County,9999,NE,3200
31,310000137,367,429,565,722,875,Phelps County,9999,NE,9747
31,310000139,429,430,518,663,691,Pierce County,9999,NE,7857
31,310000141,425,426,514,745,770,Platte County,9999,NE,31662
31,310000143,416,418,501,630,662,Polk County,9999,NE,5639
31,310000145,296,398,443,643,706,Red Willow County,9999,NE,11448
31,310000147,416,418,501,630,662,Richardson County,9999,NE,9531
31,310000149,353,370,480,616,725,Rock County,9999,NE,1756
31,310000151,492,493,592,708,729,Saline County,9999,NE,13843
31,310000155,520,521,665,864,889,Saunders County,9999,NE,19830
31,310000157,429,430,518,659,854,Scotts Bluff County,9999,NE,36951
31,310000159,326,391,499,654,811,Seward County,9999,NE,16496
31,310000161,353,370,480,616,725,Sheridan County,9999,NE,6198
31,310000163,438,439,531,665,747,Sherman County,9999,NE,3318
31,310000165,353,370,480,616,725,Sioux County,9999,NE,1475
31,310000167,429,430,518,663,691,Stanton County,9999,NE,6455
31,310000169,416,418,501,630,662,Thayer County,9999,NE,6055
31,310000171,363,435,501,643,672,Thomas County,9999,NE,729
31,310000173,429,430,518,663,691,Thurston County,9999,NE,7171
31,310000175,438,439,531,665,747,Valley County,9999,NE,4647
31,310000179,429,430,518,663,691,Wayne County,9999,NE,9851
31,310000181,367,429,565,722,875,Webster County,9999,NE,4061
31,310000183,438,439,531,665,747,Wheeler County,9999,NE,886
31,310000185,372,500,572,683,917,York County,9999,NE,14598
32,4120,665,773,907,1234,1550,"Las Vegas, NV--AZ MSA",4120,NV,1408250
32,6720,612,729,900,1310,1578,"Reno, NV MSA",6720,NV,339486
32,320000001,567,568,717,986,1142,Churchill County,9999,NV,23982
32,320000005,635,759,887,1254,1346,Douglas County,9999,NV,41259
32,320000007,510,571,723,926,1152,Elko County,9999,NV,45291
32,320000009,493,540,689,897,1017,Esmeralda County,9999,NV,971
32,320000011,493,540,689,897,1017,Eureka County,9999,NV,1651
32,320000013,456,552,701,839,864,Humboldt County,9999,NV,16106
32,320000015,493,540,689,897,1017,Lander County,9999,NV,5794
32,320000017,493,540,689,897,1017,Lincoln County,9999,NV,4165
32,320000019,464,572,702,1022,1102,Lyon County,9999,NV,34501
32,320000021,493,540,689,897,1017,Mineral County,9999,NV,5071
32,320000027,493,540,689,897,1017,Pershing County,9999,NV,6693
32,320000029,554,640,809,1169,1337,Storey County,9999,NV,3399
32,320000033,493,540,689,897,1017,White Pine County,9999,NV,9181
32,320000510,522,633,788,1149,1341,Carson City,9999,NV,52457
33,1120,1066,1120,1308,1593,1898,"Boston, MA--NH PMSA",1120,NH,8778
33,4160,699,878,1075,1284,1323,"Lawrence, MA--NH PMSA",4160,NH,131357
33,4560,749,884,1152,1381,1515,"Lowell, MA--NH PMSA",4560,NH,10914
33,4760,672,816,992,1187,1222,"Manchester, NH PMSA",4760,NH,198378
33,5350,735,891,1112,1486,1628,"Nashua, NH PMSA",5350,NH,190949
33,6450,694,790,983,1344,1464,"Portsmouth--Rochester, NH--ME PMSA",6450,NH,199323
33,330000001,497,592,730,1012,1208,Belknap County,9999,NH,56325
33,330000003,525,564,743,1000,1304,Carroll County,9999,NH,43666
33,330000005,572,629,791,960,1201,Cheshire County,9999,NH,73825
33,330000007,340,445,525,740,847,Coos County,9999,NH,33111
33,330000009,559,594,742,1030,1153,Grafton County,9999,NH,81743
33,330000011,590,605,798,1160,1399,Hillsborough County,9999,NH,28993
33,330000013,527,624,806,994,1302,Merrimack County,9999,NH,119661
33,330000015,616,750,946,1265,1304,Rockingham County,9999,NH,11019
33,330000017,583,648,809,1135,1329,Strafford County,9999,NH,7286
33,330000019,441,552,677,904,964,Sullivan County,9999,NH,40458
34,560,706,761,900,1154,1268,"Atlantic--Cape May, NJ PMSA",560,NJ,354878
34,875,906,990,1132,1428,1729,"Bergen--Passaic, NJ PMSA",875,NJ,1373167
34,3640,984,1025,1187,1426,1530,"Jersey City, NJ PMSA",3640,NJ,608975
34,5015,1011,1053,1262,1645,1917,"Middlesex--Somerset--Hunterdon, NJ PMSA",5015,NJ,1169641
34,5190,756,868,1077,1410,1562,"Monmouth--Ocean, NJ PMSA",5190,NJ,1126217
34,5640,735,891,1020,1242,1403,"Newark, NJ PMSA",5640,NJ,2032989
34,6160,698,801,962,1153,1398,"Philadelphia, PA--NJ PMSA",6160,NJ,1251284
34,8480,746,869,1045,1274,1383,"Trenton, NJ PMSA",8480,NJ,350761
34,8760,694,695,844,1023,1108,"Vineland--Millville--Bridgeton, NJ PMSA",8760,NJ,146438
35,200,470,553,699,1017,1224,"Albuquerque, NM MSA",200,NM,712738
35,4100,428,465,516,739,782,"Las Cruces, NM MSA",4100,NM,174682
35,7490,560,707,861,1200,1288,"Santa Fe, NM MSA",7490,NM,147635
35,350000003,346,383,456,663,683,Catron County,9999,NM,3543
35,350000005,389,390,485,629,650,Chaves County,9999,NM,61382
35,350000006,345,375,417,606,730,Cibola County,9999,NM,25595
35,350000007,433,458,523,629,650,Colfax County,9999,NM,14189
35,350000009,391,404,470,636,826,Curry County,9999,NM,45044
35,350000011,390,402,469,631,791,De Baca County,9999,NM,2240
35,350000015,297,396,456,598,801,Eddy County,9999,NM,51658
35,350000017,397,420,500,689,710,Grant County,9999,NM,31002
35,350000019,481,509,580,697,718,Guadalupe County,9999,NM,4680
35,350000021,390,402,469,631,791,Harding County,9999,NM,810
35,350000023,346,383,456,663,683,Hidalgo County,9999,NM,5932
35,350000025,372,402,448,590,608,Lea County,9999,NM,55511
35,350000027,362,459,556,718,978,Lincoln County,9999,NM,19411
35,350000029,337,366,406,584,603,Luna County,9999,NM,25016
35,350000031,369,431,568,679,845,McKinley County,9999,NM,74798
35,350000033,481,509,580,697,718,Mora County,9999,NM,5180
35,350000035,383,428,475,691,833,Otero County,9999,NM,62298
35,350000037,390,402,469,631,791,Quay County,9999,NM,10155
35,350000039,427,430,515,672,692,Rio Arriba County,9999,NM,41190
35,350000041,364,372,437,594,706,Roosevelt County,9999,NM,18018
35,350000045,459,466,553,746,814,San Juan County,9999,NM,113801
35,350000047,378,439,524,673,767,San Miguel County,9999,NM,30126
35,350000051,311,379,478,676,800,Sierra County,9999,NM,13270
35,350000053,380,381,457,662,739,Socorro County,9999,NM,18078
35,350000055,595,624,723,865,892,Taos County,9999,NM,29979
35,350000057,346,383,456,663,683,Torrance County,9999,NM,16911
35,350000059,390,402,469,631,791,Union County,9999,NM,4174
36,160,569,600,719,862,927,"Albany--Schenectady--Troy, NY MSA",160,NY,875583
36,960,459,460,553,721,871,"Binghamton, NY MSA",960,NY,252320
36,1280,538,542,648,806,899,"Buffalo--Niagara Falls, NY MSA",1280,NY,1170111
36,2281,729,860,1010,1292,1413,"Dutchess County, NY PMSA",2281,NY,280150
36,2335,503,504,606,775,862,"Elmira, NY MSA",2335,NY,91070
36,2975,457,506,642,803,924,"Glens Falls, NY MSA",2975,NY,124345
36,3610,448,449,541,691,756,"Jamestown, NY MSA",3610,NY,139750
36,5380,954,1097,1292,1743,1915,"Nassau--Suffolk, NY PMSA",5380,NY,2753913
36,5600,916,988,1102,1379,1428,"New York, NY PMSA",5600,NY,9314235
36,5660,718,812,993,1233,1309,"Newburgh, NY--PA PMSA",5660,NY,341367
36,6840,540,597,726,889,938,"Rochester, NY MSA",6840,NY,1098201
36,8160,577,578,693,894,991,"Syracuse, NY MSA",8160,NY,732117
36,8680,474,475,572,712,803,"Utica--Rome, NY MSA",8680,NY,299896
36,360000003,453,454,545,657,821,Allegany County,9999,NY,49927
36,360000009,449,450,540,700,800,Cattaraugus County,9999,NY,83955
36,360000017,457,458,550,682,966,Chenango County,9999,NY,51401
36,360000019,515,516,622,781,1091,Clinton County,9999,NY,79894
36,360000021,553,565,667,811,882,Columbia County,9999,NY,63094
36,360000023,467,469,584,772,997,Cortland County,9999,NY,48599
36,360000025,464,466,559,686,885,Delaware County,9999,NY,48055
36,360000031,481,482,579,770,812,Essex County,9999,NY,38851
36,360000033,434,435,523,675,776,Franklin County,9999,NY,51134
36,360000035,374,461,575,687,734,Fulton County,9999,NY,55073
36,360000039,463,537,633,859,885,Greene County,9999,NY,48195
36,360000041,486,488,585,748,902,Hamilton County,9999,NY,5379
36,360000045,498,499,600,787,832,Jefferson County,9999,NY,111738
36,360000049,442,443,533,667,735,Lewis County,9999,NY,26944
36,360000077,481,490,579,788,828,Otsego County,9999,NY,61676
36,360000089,450,451,542,689,804,St. Lawrence County,9999,NY,111931
36,360000097,494,495,595,777,868,Schuyler County,9999,NY,19224
36,360000099,519,520,625,812,1039,Seneca County,9999,NY,33342
36,360000101,474,475,571,744,813,Steuben County,9999,NY,98726
36,360000105,474,550,706,915,1036,Sullivan County,9999,NY,73966
36,360000109,629,634,759,905,1065,Tompkins County,9999,NY,96501
36,360000111,581,651,781,989,1194,Ulster County,9999,NY,177749
36,360000121,458,472,551,803,857,Wyoming County,9999,NY,43424
36,360000123,475,491,574,731,753,Yates County,9999,NY,24621
37,480,505,577,647,889,1135,"Asheville, NC MSA",480,NC,225965
37,1520,642,695,773,986,1209,"Charlotte--Gastonia--Rock Hill, NC--SC MSA",1520,NC,1334679
37,2560,508,549,611,876,1025,"Fayetteville, NC MSA",2560,NC,302963
37,2980,379,482,549,701,868,"Goldsboro, NC MSA",2980,NC,113329
37,3120,523,575,645,864,944,"Greensboro--Winston-Salem--High Point, NC MSA",3120,NC,1251509
37,3150,458,461,589,851,874,"Greenville, NC MSA",3150,NC,133798
37,3290,462,484,558,711,797,"Hickory--Morganton--Lenoir, NC MSA",3290,NC,341851
37,3605,464,488,561,790,976,"Jacksonville, NC MSA",3605,NC,150355
37,5720,653,686,788,1087,1361,"Norfolk--Virginia Beach--Newport News, VA--NC MSA",5720,NC,18190
37,6640,636,740,829,1097,1249,"Raleigh--Durham--Chapel Hill, NC MSA",6640,NC,1187941
37,6895,421,489,593,786,810,"Rocky Mount, NC MSA",6895,NC,143026
37,9200,525,589,716,1019,1050,"Wilmington, NC MSA",9200,NC,233450
37,370000005,350,419,480,632,651,Alleghany County,9999,NC,10677
37,370000007,384,416,461,644,664,Anson County,9999,NC,25275
37,370000009,369,370,445,585,729,Ashe County,9999,NC,24384
37,370000011,395,491,591,707,871,Avery County,9999,NC,17167
37,370000013,335,407,515,615,646,Beaufort County,9999,NC,44958
37,370000015,335,411,489,590,655,Bertie County,9999,NC,19773
37,370000017,356,357,428,619,639,Bladen County,9999,NC,32278
37,370000029,391,495,602,804,861,Camden County,9999,NC,6885
37,370000031,463,464,559,814,981,Carteret County,9999,NC,59383
37,370000033,437,439,526,673,694,Caswell County,9999,NC,23501
37,370000039,267,344,412,600,723,Cherokee County,9999,NC,24298
37,370000041,391,495,602,804,861,Chowan County,9999,NC,14526
37,370000043,422,423,510,675,826,Clay County,9999,NC,8775
37,370000045,453,455,546,720,783,Cleveland County,9999,NC,96287
37,370000047,335,420,466,577,596,Columbus County,9999,NC,54749
37,370000049,416,507,568,808,997,Craven County,9999,NC,91436
37,370000055,556,583,722,966,1084,Dare County,9999,NC,29967
37,370000061,378,412,457,559,575,Duplin County,9999,NC,49063
37,370000073,391,495,602,804,861,Gates County,9999,NC,10516
37,370000075,422,423,510,675,826,Graham County,9999,NC,7993
37,370000077,476,477,573,704,854,Granville County,9999,NC,48498
37,370000079,389,390,467,673,694,Greene County,9999,NC,18974
