"city","state","fips_msa","year","quarter","hpi","error"
"Lubbock","TX","31180",2004,2,136.75,1.49
"Lubbock","TX","31180",2004,3,138.42,1.58
"Lubbock","TX","31180",2004,4,139,1.65
"Lubbock","TX","31180",2005,1,139.38,1.68
"Lubbock","TX","31180",2005,2,142.58,1.63
"Lubbock","TX","31180",2005,3,143.88,1.64
"Lubbock","TX","31180",2005,4,144.3,1.75
"Lubbock","TX","31180",2006,1,145.92,1.81
"Lubbock","TX","31180",2006,2,147.99,1.72
"Lubbock","TX","31180",2006,3,149.94,1.74
"Lubbock","TX","31180",2006,4,150.9,1.85
"Lubbock","TX","31180",2007,1,149.15,1.85
"Lubbock","TX","31180",2007,2,152.77,1.77
"Lubbock","TX","31180",2007,3,152.35,1.8
"Lubbock","TX","31180",2007,4,152.75,1.91
"Lubbock","TX","31180",2008,1,155.92,1.89
"Lubbock","TX","31180",2008,2,157.27,1.92
"Lubbock","TX","31180",2008,3,156.7,1.9
"Lubbock","TX","31180",2008,4,158.44,2.19
"Lubbock","TX","31180",2009,1,159.58,1.81
"Lynchburg","VA","31340",2000,1,118.05,1.67
"Lynchburg","VA","31340",2000,2,118.77,1.57
"Lynchburg","VA","31340",2000,3,118.79,1.58
"Lynchburg","VA","31340",2000,4,121.3,1.61
"Lynchburg","VA","31340",2001,1,125.12,1.6
"Lynchburg","VA","31340",2001,2,125.64,1.58
"Lynchburg","VA","31340",2001,3,127.96,1.62
"Lynchburg","VA","31340",2001,4,129.06,1.6
"Lynchburg","VA","31340",2002,1,129.11,1.62
"Lynchburg","VA","31340",2002,2,129.73,1.64
"Lynchburg","VA","31340",2002,3,132.2,1.64
"Lynchburg","VA","31340",2002,4,133.57,1.65
"Lynchburg","VA","31340",2003,1,135.81,1.68
"Lynchburg","VA","31340",2003,2,136.27,1.68
"Lynchburg","VA","31340",2003,3,137.5,1.7
"Lynchburg","VA","31340",2003,4,139.43,1.8
"Lynchburg","VA","31340",2004,1,140.79,1.84
"Lynchburg","VA","31340",2004,2,143.24,1.84
"Lynchburg","VA","31340",2004,3,144.73,1.89
"Lynchburg","VA","31340",2004,4,148.15,1.95
"Lynchburg","VA","31340",2005,1,152.4,2.04
"Lynchburg","VA","31340",2005,2,155.61,2.05
"Lynchburg","VA","31340",2005,3,160.73,2.1
"Lynchburg","VA","31340",2005,4,165.69,2.21
"Lynchburg","VA","31340",2006,1,168.1,2.26
"Lynchburg","VA","31340",2006,2,173.01,2.3
"Lynchburg","VA","31340",2006,3,179.99,2.38
"Lynchburg","VA","31340",2006,4,183.35,2.43
"Lynchburg","VA","31340",2007,1,187.74,2.52
"Lynchburg","VA","31340",2007,2,189.3,2.49
"Lynchburg","VA","31340",2007,3,189.83,2.48
"Lynchburg","VA","31340",2007,4,194.39,2.58
"Lynchburg","VA","31340",2008,1,194.6,2.52
"Lynchburg","VA","31340",2008,2,195.32,2.57
"Lynchburg","VA","31340",2008,3,192.72,2.68
"Lynchburg","VA","31340",2008,4,195.3,2.75
"Lynchburg","VA","31340",2009,1,195.12,2.54
"Macon","GA","31420",2000,1,119.64,1.23
"Macon","GA","31420",2000,2,120.45,1.2
"Macon","GA","31420",2000,3,121.84,1.19
"Macon","GA","31420",2000,4,123.08,1.25
"Macon","GA","31420",2001,1,126.61,1.2
"Macon","GA","31420",2001,2,128.77,1.19
"Macon","GA","31420",2001,3,129.57,1.21
"Macon","GA","31420",2001,4,131.66,1.19
"Macon","GA","31420",2002,1,130.89,1.22
"Macon","GA","31420",2002,2,131.12,1.23
"Macon","GA","31420",2002,3,133.04,1.22
"Macon","GA","31420",2002,4,135.55,1.23
"Macon","GA","31420",2003,1,136.98,1.25
"Macon","GA","31420",2003,2,137.29,1.23
"Macon","GA","31420",2003,3,138.42,1.25
"Macon","GA","31420",2003,4,141.55,1.41
"Macon","GA","31420",2004,1,142.5,1.4
"Macon","GA","31420",2004,2,141.88,1.39
"Macon","GA","31420",2004,3,144.84,1.54
"Macon","GA","31420",2004,4,146.72,1.53
"Macon","GA","31420",2005,1,147.32,1.58
"Macon","GA","31420",2005,2,146.01,1.51
"Macon","GA","31420",2005,3,150.84,1.53
"Macon","GA","31420",2005,4,151.15,1.6
"Macon","GA","31420",2006,1,153.01,1.66
"Macon","GA","31420",2006,2,152.26,1.6
"Macon","GA","31420",2006,3,156.95,1.64
"Macon","GA","31420",2006,4,157.34,1.83
"Macon","GA","31420",2007,1,161.8,1.82
"Macon","GA","31420",2007,2,158.72,1.68
"Macon","GA","31420",2007,3,162.41,1.73
"Macon","GA","31420",2007,4,163.88,1.81
"Macon","GA","31420",2008,1,164.99,1.8
"Macon","GA","31420",2008,2,162.12,1.9
"Macon","GA","31420",2008,3,165.15,2.08
"Macon","GA","31420",2008,4,160.51,2.43
"Macon","GA","31420",2009,1,164.17,1.82
"Madera-Chowchilla","CA","31460",2000,1,106.58,1.99
"Madera-Chowchilla","CA","31460",2000,2,104.34,1.87
"Madera-Chowchilla","CA","31460",2000,3,107.79,1.91
"Madera-Chowchilla","CA","31460",2000,4,107.23,1.92
"Madera-Chowchilla","CA","31460",2001,1,110.69,1.87
"Madera-Chowchilla","CA","31460",2001,2,114.17,1.87
"Madera-Chowchilla","CA","31460",2001,3,115.5,1.9
"Madera-Chowchilla","CA","31460",2001,4,118.58,1.92
"Madera-Chowchilla","CA","31460",2002,1,122.31,1.97
"Madera-Chowchilla","CA","31460",2002,2,126.98,2.06
"Madera-Chowchilla","CA","31460",2002,3,133.2,2.14
"Madera-Chowchilla","CA","31460",2002,4,137.04,2.17
"Madera-Chowchilla","CA","31460",2003,1,141.21,2.24
"Madera-Chowchilla","CA","31460",2003,2,147.31,2.33
"Madera-Chowchilla","CA","31460",2003,3,154.33,2.44
"Madera-Chowchilla","CA","31460",2003,4,164.32,2.69
"Madera-Chowchilla","CA","31460",2004,1,172.13,2.8
"Madera-Chowchilla","CA","31460",2004,2,184.89,3.02
"Madera-Chowchilla","CA","31460",2004,3,195.74,3.25
"Madera-Chowchilla","CA","31460",2004,4,209.4,3.49
"Madera-Chowchilla","CA","31460",2005,1,221.46,3.67
"Madera-Chowchilla","CA","31460",2005,2,232.49,3.88
"Madera-Chowchilla","CA","31460",2005,3,251.32,4.15
"Madera-Chowchilla","CA","31460",2005,4,260.8,4.41
"Madera-Chowchilla","CA","31460",2006,1,274.54,4.68
"Madera-Chowchilla","CA","31460",2006,2,275.2,4.69
"Madera-Chowchilla","CA","31460",2006,3,278.85,4.79
"Madera-Chowchilla","CA","31460",2006,4,280.94,4.75
"Madera-Chowchilla","CA","31460",2007,1,278.14,4.73
"Madera-Chowchilla","CA","31460",2007,2,273.96,4.64
"Madera-Chowchilla","CA","31460",2007,3,262.47,4.66
"Madera-Chowchilla","CA","31460",2007,4,253.15,4.37
"Madera-Chowchilla","CA","31460",2008,1,243.65,4.2
"Madera-Chowchilla","CA","31460",2008,2,222.26,4.06
"Madera-Chowchilla","CA","31460",2008,3,196.31,4.11
"Madera-Chowchilla","CA","31460",2008,4,185.55,4.12
"Madera-Chowchilla","CA","31460",2009,1,195.66,3.86
"Madison","WI","31540",2000,1,128.06,0.61
"Madison","WI","31540",2000,2,125.86,0.55
"Madison","WI","31540",2000,3,127.44,0.55
"Madison","WI","31540",2000,4,129.06,0.55
"Madison","WI","31540",2001,1,130.82,0.53
"Madison","WI","31540",2001,2,132.33,0.53
"Madison","WI","31540",2001,3,134.73,0.54
"Madison","WI","31540",2001,4,135.43,0.53
"Madison","WI","31540",2002,1,137.69,0.55
"Madison","WI","31540",2002,2,140.57,0.57
"Madison","WI","31540",2002,3,142.11,0.56
"Madison","WI","31540",2002,4,143.36,0.56
"Madison","WI","31540",2003,1,144.98,0.57
"Madison","WI","31540",2003,2,146.02,0.57
"Madison","WI","31540",2003,3,148.74,0.59
"Madison","WI","31540",2003,4,154.4,0.65
"Madison","WI","31540",2004,1,154.75,0.64
"Madison","WI","31540",2004,2,159.22,0.66
"Madison","WI","31540",2004,3,164.69,0.71
"Madison","WI","31540",2004,4,167.59,0.73
"Madison","WI","31540",2005,1,170.75,0.76
"Madison","WI","31540",2005,2,175.14,0.77
"Madison","WI","31540",2005,3,178.4,0.78
"Madison","WI","31540",2005,4,179.58,0.83
"Madison","WI","31540",2006,1,180.71,0.88
"Madison","WI","31540",2006,2,181.66,0.81
"Madison","WI","31540",2006,3,183.32,0.81
"Madison","WI","31540",2006,4,185.09,0.83
"Madison","WI","31540",2007,1,185.72,0.84
"Madison","WI","31540",2007,2,185.78,0.82
"Madison","WI","31540",2007,3,186.01,0.81
"Madison","WI","31540",2007,4,187.52,0.82
"Madison","WI","31540",2008,1,188.53,0.8
"Madison","WI","31540",2008,2,186.26,0.83
"Madison","WI","31540",2008,3,184.09,0.85
"Madison","WI","31540",2008,4,186.67,0.84
"Madison","WI","31540",2009,1,186.09,0.77
"Manchester-Nashua","NH","31700",2000,1,136.21,1.05
"Manchester-Nashua","NH","31700",2000,2,141.65,1.03
"Manchester-Nashua","NH","31700",2000,3,147.29,1.06
"Manchester-Nashua","NH","31700",2000,4,152,1.08
"Manchester-Nashua","NH","31700",2001,1,155.32,1.07
"Manchester-Nashua","NH","31700",2001,2,161.11,1.1
"Manchester-Nashua","NH","31700",2001,3,167.32,1.15
"Manchester-Nashua","NH","31700",2001,4,170.02,1.16
"Manchester-Nashua","NH","31700",2002,1,175,1.2
"Manchester-Nashua","NH","31700",2002,2,181.47,1.24
"Manchester-Nashua","NH","31700",2002,3,187.34,1.27
"Manchester-Nashua","NH","31700",2002,4,191.65,1.29
"Manchester-Nashua","NH","31700",2003,1,194.82,1.32
"Manchester-Nashua","NH","31700",2003,2,197.21,1.33
"Manchester-Nashua","NH","31700",2003,3,202.04,1.37
"Manchester-Nashua","NH","31700",2003,4,209.62,1.46
"Manchester-Nashua","NH","31700",2004,1,212.28,1.47
"Manchester-Nashua","NH","31700",2004,2,218.34,1.51
"Manchester-Nashua","NH","31700",2004,3,228.28,1.62
"Manchester-Nashua","NH","31700",2004,4,232.19,1.64
"Manchester-Nashua","NH","31700",2005,1,238.42,1.7
"Manchester-Nashua","NH","31700",2005,2,243.07,1.74
"Manchester-Nashua","NH","31700",2005,3,248.49,1.77
"Manchester-Nashua","NH","31700",2005,4,251.38,1.84
"Manchester-Nashua","NH","31700",2006,1,253.82,1.92
"Manchester-Nashua","NH","31700",2006,2,252.33,1.88
"Manchester-Nashua","NH","31700",2006,3,250.03,1.85
"Manchester-Nashua","NH","31700",2006,4,252.02,1.85
"Manchester-Nashua","NH","31700",2007,1,251.27,1.88
"Manchester-Nashua","NH","31700",2007,2,249.71,1.85
"Manchester-Nashua","NH","31700",2007,3,244.88,1.82
"Manchester-Nashua","NH","31700",2007,4,245.9,1.84
"Manchester-Nashua","NH","31700",2008,1,247.1,1.8
"Manchester-Nashua","NH","31700",2008,2,240.33,1.83
"Manchester-Nashua","NH","31700",2008,3,230.81,1.85
"Manchester-Nashua","NH","31700",2008,4,234.82,1.95
"Manchester-Nashua","NH","31700",2009,1,233.42,1.73
"Manhattan","KS","31740",2000,1,125.64,2.96
"Manhattan","KS","31740",2000,2,121.7,2.56
"Manhattan","KS","31740",2000,3,123.26,2.53
"Manhattan","KS","31740",2000,4,124.4,2.59
"Manhattan","KS","31740",2001,1,127.15,2.57
"Manhattan","KS","31740",2001,2,129.38,2.56
"Manhattan","KS","31740",2001,3,130.88,2.6
"Manhattan","KS","31740",2001,4,132.22,2.6
"Manhattan","KS","31740",2002,1,132.96,2.65
"Manhattan","KS","31740",2002,2,134.34,2.68
"Manhattan","KS","31740",2002,3,136.18,2.67
"Manhattan","KS","31740",2002,4,137.98,2.7
"Manhattan","KS","31740",2003,1,139.79,2.75
"Manhattan","KS","31740",2003,2,140.04,2.74
"Manhattan","KS","31740",2003,3,141.89,2.78
"Manhattan","KS","31740",2003,4,142.58,2.94
"Manhattan","KS","31740",2004,1,145.99,3.04
"Manhattan","KS","31740",2004,2,153.76,3.11
"Manhattan","KS","31740",2004,3,158.04,3.26
"Manhattan","KS","31740",2004,4,157.42,3.31
"Manhattan","KS","31740",2005,1,158.27,3.32
"Manhattan","KS","31740",2005,2,168.74,3.49
"Manhattan","KS","31740",2005,3,174.17,3.56
"Manhattan","KS","31740",2005,4,181.63,3.77
"Manhattan","KS","31740",2006,1,185.32,3.92
"Manhattan","KS","31740",2006,2,196.46,4.09
"Manhattan","KS","31740",2006,3,196.48,4.04
"Manhattan","KS","31740",2006,4,199.08,4.19
"Manhattan","KS","31740",2007,1,201.09,4.29
"Manhattan","KS","31740",2007,2,208.87,4.32
"Manhattan","KS","31740",2007,3,205.68,4.27
"Manhattan","KS","31740",2007,4,201.87,4.27
"Manhattan","KS","31740",2008,1,208.66,4.32
"Manhattan","KS","31740",2008,2,203.86,4.31
"Manhattan","KS","31740",2008,3,201.83,4.34
"Manhattan","KS","31740",2008,4,200.68,4.5
"Manhattan","KS","31740",2009,1,203.13,4.17
"Mankato-North Mankato","MN","31860",2000,1,127.82,2.35
"Mankato-North Mankato","MN","31860",2000,2,133.3,2.22
"Mankato-North Mankato","MN","31860",2000,3,136.79,2.27
"Mankato-North Mankato","MN","31860",2000,4,137.96,2.28
"Mankato-North Mankato","MN","31860",2001,1,140.45,2.26
"Mankato-North Mankato","MN","31860",2001,2,143.88,2.28
"Mankato-North Mankato","MN","31860",2001,3,147.51,2.34
"Mankato-North Mankato","MN","31860",2001,4,146.6,2.29
"Mankato-North Mankato","MN","31860",2002,1,150.47,2.39
"Mankato-North Mankato","MN","31860",2002,2,151.98,2.43
"Mankato-North Mankato","MN","31860",2002,3,155,2.43
"Mankato-North Mankato","MN","31860",2002,4,157.33,2.45
"Mankato-North Mankato","MN","31860",2003,1,158.22,2.48
"Mankato-North Mankato","MN","31860",2003,2,159.08,2.48
"Mankato-North Mankato","MN","31860",2003,3,162.84,2.54
"Mankato-North Mankato","MN","31860",2003,4,168.68,2.76
"Mankato-North Mankato","MN","31860",2004,1,167.15,2.69
"Mankato-North Mankato","MN","31860",2004,2,173.09,2.78
"Mankato-North Mankato","MN","31860",2004,3,178.72,2.92
"Mankato-North Mankato","MN","31860",2004,4,178.73,2.95
"Mankato-North Mankato","MN","31860",2005,1,184.21,3.12
"Mankato-North Mankato","MN","31860",2005,2,186.75,3.13
"Mankato-North Mankato","MN","31860",2005,3,189.39,3.13
"Mankato-North Mankato","MN","31860",2005,4,193.69,3.31
"Mankato-North Mankato","MN","31860",2006,1,192.67,3.4
"Mankato-North Mankato","MN","31860",2006,2,195.26,3.34
"Mankato-North Mankato","MN","31860",2006,3,194.71,3.32
"Mankato-North Mankato","MN","31860",2006,4,198.05,3.46
"Mankato-North Mankato","MN","31860",2007,1,201.77,3.51
"Mankato-North Mankato","MN","31860",2007,2,198.67,3.43
"Mankato-North Mankato","MN","31860",2007,3,197.11,3.33
"Mankato-North Mankato","MN","31860",2007,4,197.52,3.39
"Mankato-North Mankato","MN","31860",2008,1,197.02,3.25
"Mankato-North Mankato","MN","31860",2008,2,196.99,3.44
"Mankato-North Mankato","MN","31860",2008,3,197.15,3.69
"Mankato-North Mankato","MN","31860",2008,4,197.37,3.95
"Mankato-North Mankato","MN","31860",2009,1,199.33,3.27
"Mansfield","OH","31900",2000,1,128.02,2.01
"Mansfield","OH","31900",2000,2,128.24,1.83
"Mansfield","OH","31900",2000,3,130.19,1.82
"Mansfield","OH","31900",2000,4,133.99,1.89
"Mansfield","OH","31900",2001,1,137.01,1.81
"Mansfield","OH","31900",2001,2,138.17,1.79
"Mansfield","OH","31900",2001,3,139.96,1.84
"Mansfield","OH","31900",2001,4,141.36,1.81
"Mansfield","OH","31900",2002,1,142.63,1.87
"Mansfield","OH","31900",2002,2,143.23,1.87
"Mansfield","OH","31900",2002,3,144.78,1.86
"Mansfield","OH","31900",2002,4,145.09,1.85
"Mansfield","OH","31900",2003,1,147.66,1.9
"Mansfield","OH","31900",2003,2,148.72,1.91
"Mansfield","OH","31900",2003,3,150.78,1.94
"Mansfield","OH","31900",2003,4,154.45,2.17
"Mansfield","OH","31900",2004,1,153.79,2.13
"Mansfield","OH","31900",2004,2,153.4,2.12
"Mansfield","OH","31900",2004,3,157.04,2.34
"Mansfield","OH","31900",2004,4,155.11,2.34
"Mansfield","OH","31900",2005,1,158.85,2.46
"Mansfield","OH","31900",2005,2,153.61,2.31
"Mansfield","OH","31900",2005,3,158.45,2.37
"Mansfield","OH","31900",2005,4,163.35,2.56
"Mansfield","OH","31900",2006,1,156.15,2.53
"Mansfield","OH","31900",2006,2,158.7,2.56
"Mansfield","OH","31900",2006,3,157.98,2.56
"Mansfield","OH","31900",2006,4,158.39,2.52
"Mansfield","OH","31900",2007,1,161.58,2.9
"Mansfield","OH","31900",2007,2,158.57,2.6
"Mansfield","OH","31900",2007,3,152.89,2.5
"Mansfield","OH","31900",2007,4,153.71,2.75
"Mansfield","OH","31900",2008,1,157.73,2.56
"Mansfield","OH","31900",2008,2,154.53,2.84
"Mansfield","OH","31900",2008,3,152.63,3.27
"Mansfield","OH","31900",2008,4,150.01,3.84
"Mansfield","OH","31900",2009,1,154.74,2.46
"McAllen-Edinburg-Mission","TX","32580",2000,1,107.54,1.55
"McAllen-Edinburg-Mission","TX","32580",2000,2,109.73,1.57
"McAllen-Edinburg-Mission","TX","32580",2000,3,109.49,1.59
"McAllen-Edinburg-Mission","TX","32580",2000,4,108.39,1.55
"McAllen-Edinburg-Mission","TX","32580",2001,1,112.14,1.64
"McAllen-Edinburg-Mission","TX","32580",2001,2,113.12,1.57
"McAllen-Edinburg-Mission","TX","32580",2001,3,114.34,1.59
"McAllen-Edinburg-Mission","TX","32580",2001,4,114.76,1.56
"McAllen-Edinburg-Mission","TX","32580",2002,1,115.91,1.56
"McAllen-Edinburg-Mission","TX","32580",2002,2,118.03,1.6
"McAllen-Edinburg-Mission","TX","32580",2002,3,118.07,1.6
"McAllen-Edinburg-Mission","TX","32580",2002,4,120.94,1.62
"McAllen-Edinburg-Mission","TX","32580",2003,1,122.14,1.64
"McAllen-Edinburg-Mission","TX","32580",2003,2,123.38,1.6
"McAllen-Edinburg-Mission","TX","32580",2003,3,124.46,1.63
"McAllen-Edinburg-Mission","TX","32580",2003,4,123.83,1.78
"McAllen-Edinburg-Mission","TX","32580",2004,1,126.38,1.85
"McAllen-Edinburg-Mission","TX","32580",2004,2,127.96,1.79
"McAllen-Edinburg-Mission","TX","32580",2004,3,129.68,1.92
"McAllen-Edinburg-Mission","TX","32580",2004,4,130.22,2
"McAllen-Edinburg-Mission","TX","32580",2005,1,129.43,2.05
"McAllen-Edinburg-Mission","TX","32580",2005,2,133.66,2.01
"McAllen-Edinburg-Mission","TX","32580",2005,3,132.87,2
"McAllen-Edinburg-Mission","TX","32580",2005,4,136.35,2.2
"McAllen-Edinburg-Mission","TX","32580",2006,1,136.78,2.26
"McAllen-Edinburg-Mission","TX","32580",2006,2,140.47,2.23
"McAllen-Edinburg-Mission","TX","32580",2006,3,139.92,2.21
"McAllen-Edinburg-Mission","TX","32580",2006,4,145.54,2.38
"McAllen-Edinburg-Mission","TX","32580",2007,1,143.49,2.34
"McAllen-Edinburg-Mission","TX","32580",2007,2,149.31,2.33
"McAllen-Edinburg-Mission","TX","32580",2007,3,147.56,2.26
"McAllen-Edinburg-Mission","TX","32580",2007,4,148.67,2.47
"McAllen-Edinburg-Mission","TX","32580",2008,1,147.77,2.35
"McAllen-Edinburg-Mission","TX","32580",2008,2,149.84,2.49
"McAllen-Edinburg-Mission","TX","32580",2008,3,151.88,2.63
"McAllen-Edinburg-Mission","TX","32580",2008,4,146.58,2.88
"McAllen-Edinburg-Mission","TX","32580",2009,1,149.94,2.52
"Medford","OR","32780",2000,1,128.42,1.24
"Medford","OR","32780",2000,2,129.85,1.19
"Medford","OR","32780",2000,3,131.31,1.2
"Medford","OR","32780",2000,4,135.68,1.24
"Medford","OR","32780",2001,1,140.06,1.22
"Medford","OR","32780",2001,2,142.39,1.22
"Medford","OR","32780",2001,3,144.66,1.25
"Medford","OR","32780",2001,4,145.75,1.24
"Medford","OR","32780",2002,1,149.24,1.28
"Medford","OR","32780",2002,2,151.08,1.31
"Medford","OR","32780",2002,3,154.37,1.32
"Medford","OR","32780",2002,4,156.98,1.33
"Medford","OR","32780",2003,1,159.89,1.36
"Medford","OR","32780",2003,2,163.16,1.38
"Medford","OR","32780",2003,3,169.08,1.44
"Medford","OR","32780",2003,4,177.18,1.59
"Medford","OR","32780",2004,1,182.82,1.63
"Medford","OR","32780",2004,2,192.26,1.72
"Medford","OR","32780",2004,3,207.19,1.89
"Medford","OR","32780",2004,4,214.4,1.95
"Medford","OR","32780",2005,1,227.35,2.13
"Medford","OR","32780",2005,2,243.41,2.25
"Medford","OR","32780",2005,3,256.24,2.35
"Medford","OR","32780",2005,4,266.68,2.52
"Medford","OR","32780",2006,1,272.53,2.71
"Medford","OR","32780",2006,2,277.26,2.68
"Medford","OR","32780",2006,3,271.78,2.63
"Medford","OR","32780",2006,4,273.25,2.66
"Medford","OR","32780",2007,1,275.77,2.71
"Medford","OR","32780",2007,2,275.39,2.65
"Medford","OR","32780",2007,3,266.32,2.66
"Medford","OR","32780",2007,4,261.13,2.62
"Medford","OR","32780",2008,1,260.01,2.55
"Medford","OR","32780",2008,2,251.52,2.67
"Medford","OR","32780",2008,3,238.34,2.81
"Medford","OR","32780",2008,4,237.35,2.87
"Medford","OR","32780",2009,1,233.04,2.28
"Memphis","TN-MS-AR","32820",2000,1,125.05,0.56
"Memphis","TN-MS-AR","32820",2000,2,125.14,0.53
"Memphis","TN-MS-AR","32820",2000,3,126.41,0.53
"Memphis","TN-MS-AR","32820",2000,4,127.22,0.54
"Memphis","TN-MS-AR","32820",2001,1,130.23,0.52
"Memphis","TN-MS-AR","32820",2001,2,131.05,0.52
"Memphis","TN-MS-AR","32820",2001,3,131.96,0.53
"Memphis","TN-MS-AR","32820",2001,4,132.96,0.51
"Memphis","TN-MS-AR","32820",2002,1,132.75,0.53
"Memphis","TN-MS-AR","32820",2002,2,133.17,0.53
"Memphis","TN-MS-AR","32820",2002,3,134.9,0.52
"Memphis","TN-MS-AR","32820",2002,4,136.04,0.52
"Memphis","TN-MS-AR","32820",2003,1,136.88,0.53
"Memphis","TN-MS-AR","32820",2003,2,137.54,0.53
"Memphis","TN-MS-AR","32820",2003,3,137.93,0.53
"Memphis","TN-MS-AR","32820",2003,4,138.95,0.59
"Memphis","TN-MS-AR","32820",2004,1,139.44,0.59
"Memphis","TN-MS-AR","32820",2004,2,140.9,0.59
"Memphis","TN-MS-AR","32820",2004,3,142.61,0.61
"Memphis","TN-MS-AR","32820",2004,4,143.83,0.63
"Memphis","TN-MS-AR","32820",2005,1,145.26,0.65
"Memphis","TN-MS-AR","32820",2005,2,147.13,0.65
"Memphis","TN-MS-AR","32820",2005,3,150.49,0.66
"Memphis","TN-MS-AR","32820",2005,4,149.95,0.68
"Memphis","TN-MS-AR","32820",2006,1,152.94,0.71
"Memphis","TN-MS-AR","32820",2006,2,153.86,0.69
"Memphis","TN-MS-AR","32820",2006,3,154.26,0.69
"Memphis","TN-MS-AR","32820",2006,4,157.24,0.73
"Memphis","TN-MS-AR","32820",2007,1,157.55,0.74
"Memphis","TN-MS-AR","32820",2007,2,159.05,0.71
"Memphis","TN-MS-AR","32820",2007,3,157.7,0.71
"Memphis","TN-MS-AR","32820",2007,4,159.42,0.75
"Memphis","TN-MS-AR","32820",2008,1,160.13,0.72
"Memphis","TN-MS-AR","32820",2008,2,158.93,0.78
"Memphis","TN-MS-AR","32820",2008,3,156.68,0.83
"Memphis","TN-MS-AR","32820",2008,4,156.53,0.84
"Memphis","TN-MS-AR","32820",2009,1,158.82,0.72
"Merced","CA","32900",2000,1,115.92,1.83
"Merced","CA","32900",2000,2,119.35,1.81
"Merced","CA","32900",2000,3,123.74,1.84
"Merced","CA","32900",2000,4,130.49,1.91
"Merced","CA","32900",2001,1,137.38,1.96
"Merced","CA","32900",2001,2,143.11,1.99
"Merced","CA","32900",2001,3,145.79,2.04
"Merced","CA","32900",2001,4,149.44,2.08
"Merced","CA","32900",2002,1,152.46,2.13
"Merced","CA","32900",2002,2,157.32,2.21
"Merced","CA","32900",2002,3,163.46,2.27
"Merced","CA","32900",2002,4,168.1,2.32
"Merced","CA","32900",2003,1,172.12,2.37
"Merced","CA","32900",2003,2,177,2.43
"Merced","CA","32900",2003,3,183.61,2.53
"Merced","CA","32900",2003,4,190.59,2.68
"Merced","CA","32900",2004,1,198.11,2.78
"Merced","CA","32900",2004,2,208.29,2.95
"Merced","CA","32900",2004,3,224.63,3.21
"Merced","CA","32900",2004,4,240.16,3.4
"Merced","CA","32900",2005,1,255.51,3.66
"Merced","CA","32900",2005,2,275.57,3.91
"Merced","CA","32900",2005,3,295.83,4.21
"Merced","CA","32900",2005,4,312.81,4.51
"Merced","CA","32900",2006,1,319.79,4.68
"Merced","CA","32900",2006,2,321.29,4.73
"Merced","CA","32900",2006,3,319.79,4.75
"Merced","CA","32900",2006,4,313.83,4.61
"Merced","CA","32900",2007,1,306.41,4.54
"Merced","CA","32900",2007,2,291.27,4.35
"Merced","CA","32900",2007,3,268.51,4.17
"Merced","CA","32900",2007,4,247.81,3.86
"Merced","CA","32900",2008,1,225.72,3.52
"Merced","CA","32900",2008,2,184.07,3.07
"Merced","CA","32900",2008,3,150.41,2.81
"Merced","CA","32900",2008,4,129.6,2.43
"Merced","CA","32900",2009,1,140.4,2.57
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2000,1,121.21,0.59
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2000,2,122.77,0.56
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2000,3,125.15,0.57
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2000,4,127.94,0.58
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2001,1,132.26,0.58
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2001,2,136.59,0.57
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2001,3,140.08,0.59
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2001,4,145.13,0.59
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2002,1,149.38,0.62
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2002,2,154.37,0.65
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2002,3,160.93,0.67
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2002,4,165.87,0.67
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2003,1,170.79,0.7
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2003,2,176.07,0.71
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2003,3,180.34,0.73
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2003,4,190.53,0.83
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2004,1,196.83,0.86
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2004,2,206.2,0.89
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2004,3,219.63,1.01
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2004,4,229.29,1.05
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2005,1,240.79,1.12
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2005,2,257.71,1.18
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2005,3,275.56,1.27
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2005,4,293.92,1.41
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2006,1,308.36,1.48
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2006,2,321.01,1.53
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2006,3,330.8,1.63
"Miami-Miami Beach-Kendall","FL  MSAD","33124",2006,4,338.76,1.64
