CONTROL,SMSA,RMOV,XCOND,XCOOP,XCOST,XHEAD,XINUS,XPER,XREL,XTEN,XUNIT,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'77472194801','7320',1,'2','-6','-7','1','-9',2,'-6','1','2','1','-9','-9','-9','-9','-9'
'77472195501','7320',1,'3','-6','-7','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472198902','7320',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472203701','7320',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472203702','7320',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472207802','7320',1,'2','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472212801','7320',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472212802','7320',1,'3','-6','3','2','-9',8,'1','1','1','1','-9','-9','-9','-9','-9'
'77472213601','7320',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472216901','7320',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472216901','7320',2,'3','-6','3','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'77472218501','7320',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'77472218502','7320',1,'3','-6','2','-9','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'77472219301','7320',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'77472219302','7320',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472221901','7320',1,'4','-6','-7','-7','-9',-7,'-6','2','-7','1','-9','1','-9','-9','-9'
'77472221901','7320',2,'4','-6','-7','-7','-9',-7,'-6','1','1','2','-9','1','1','-9','-9'
'77472221902','7320',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'77472227601','7320',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472227602','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472228401','7320',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'77472230001','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472231801','7320',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472231802','7320',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'77472234201','7320',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'77472236702','7320',1,'3','-6','1','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472240901','7320',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472240902','7320',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'77472242502','7320',1,'3','-6','1','1','-9',1,'-6','1','3','1','-9','-9','-9','-9','1'
'77472243302','7320',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472246601','7320',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472248201','7320',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472249001','7320',1,'4','-6','1','2','-9',5,'2','2','2','1','-9','-9','-9','-9','-9'
'77472252401','7320',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472254001','7320',1,'3','-6','1','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'77472254002','7320',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472258102','7320',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472259901','7320',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'77472260702','7320',1,'2','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472261502','7320',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'77472262301','7320',1,'3','-6','3','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472264901','7320',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472268001','7320',1,'2','-6','1','2','-9',4,'2','2','2','1','-9','-9','-9','-9','-9'
'77472268001','7320',2,'2','-6','1','2','-9',3,'1','1','1','2','-9','-9','-9','-9','-9'
'77472272201','7320',1,'3','-6','1','2','-9',6,'2','2','1','1','-9','-9','-9','-9','-9'
'77472272202','7320',1,'3','-6','1','2','-9',6,'2','2','2','1','-9','-9','-9','-9','-9'
'77472274801','7320',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472274802','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472276301','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472276302','7320',1,'2','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472277101','7320',1,'3','-6','2','2','-9',3,'2','2','1','1','-9','-9','-9','-9','-9'
'77472278901','7320',1,'3','-6','2','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472280501','7320',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472280502','7320',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'77472286201','7320',1,'3','-6','1','2','-9',7,'1','1','1','1','-9','-9','-9','-9','-9'
'77472287002','7320',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'77472288801','7320',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472289601','7320',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'77472289602','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472290401','7320',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'77472294602','7320',1,'3','-6','3','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472295301','7320',1,'3','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'77472295302','7320',1,'3','-6','2','2','-9',6,'2','2','2','1','-9','-9','-9','-9','-9'
'77472297902','7320',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472300101','7320',1,'3','-6','3','1','-9',1,'-6','1','3','1','-9','-9','-9','-9','1'
'77472306802','7320',1,'2','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'77472306802','7320',2,'3','-6','3','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'77472306802','7320',3,'-6','-6','-6','-6','-9',-6,'-6','-6','4','3','-9','-9','-9','1','-9'
'77472307602','7320',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'77472307602','7320',2,'3','-6','1','2','-9',4,'1','1','1','2','-9','-9','-9','-9','-9'
'77472308401','7320',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472312601','7320',1,'3','-6','3','2','-9',4,'2','1','1','1','-9','-9','-9','-9','-9'
'77472312602','7320',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472312602','7320',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'77472313401','7320',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472314201','7320',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472314202','7320',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472314202','7320',2,'3','-6','1','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'77472317501','7320',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'77472317502','7320',1,'3','-6','3','1','-9',6,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472318302','7320',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472322501','7320',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472322501','7320',2,'3','-6','1','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'77472322502','7320',1,'3','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472323301','7320',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472323302','7320',1,'2','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'77472324101','7320',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472324102','7320',1,'3','-6','3','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'77472324102','7320',2,'3','-6','3','2','-9',4,'2','2','1','2','-9','-9','-9','-9','-9'
'77472325802','7320',1,'3','-6','1','2','-9',6,'2','2','1','1','-9','-9','-9','-9','-9'
'77472328202','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472330801','7320',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472330802','7320',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'77472331601','7320',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'77472331602','7320',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472332402','7320',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'77472332402','7320',2,'3','-6','1','2','-9',3,'1','1','1','2','-9','-9','-9','-9','-9'
'77472335702','7320',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472340701','7320',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472340702','7320',1,'3','-6','1','1','-9',2,'-6','3','1','1','-9','-9','-9','-9','-9'
'77472340702','7320',2,'3','-6','1','1','-9',5,'-6','3','1','2','-9','-9','-9','-9','-9'
'77472345601','7320',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472345602','7320',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472346402','7320',1,'2','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'77472346402','7320',2,'3','-6','1','1','-9',3,'-6','2','2','2','-9','-9','-9','-9','-9'
'77472349802','7320',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472353002','7320',1,'3','-6','1','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472354801','7320',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472354802','7320',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'77472355502','7320',1,'3','-6','-7','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472355502','7320',2,'3','-6','3','1','-9',4,'-6','2','2','2','-9','-9','-9','-9','-9'
'77472355503','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472355504','7320',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'77472357101','7320',1,'-9','-6','-9','-9','-9',-7,'-6','3','-9','1','-9','1','-9','1','-9'
'77472357102','7320',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472358902','7320',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'77472360501','7320',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472360502','7320',1,'3','-6','1','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'77472361301','7320',1,'3','-6','3','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'77472361301','7320',2,'3','-6','2','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'77472362101','7320',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'77472364701','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472370402','7320',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'77472371201','7320',1,'3','-6','3','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'77472373801','7320',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'77472373801','7320',2,'3','-6','1','2','-9',2,'2','2','1','2','-9','-9','-9','-9','-9'
'77472373801','7320',3,'3','-6','1','1','-9',2,'-6','2','1','3','-9','-9','-9','-9','-9'
'77472382901','7320',1,'3','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472384502','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472386002','7320',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'77472396901','7320',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'77472396902','7320',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472396902','7320',2,'3','-6','-7','1','-9',2,'-6','2','1','2','-9','-9','-9','-9','-9'
'77472396902','7320',3,'3','-6','3','1','-9',1,'-6','2','1','3','-9','-9','-9','-9','1'
'77472397701','7320',1,'3','-6','1','1','-9',2,'-6','3','1','1','-9','-9','-9','-9','-9'
'77472399301','7320',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472400901','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472403302','7320',1,'3','-6','1','2','-9',3,'1','2','2','1','-9','-9','-9','-9','-9'
'77472403302','7320',2,'3','-6','1','2','-9',2,'1','2','2','2','-9','-9','-9','-9','-9'
'77472405801','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472406601','7320',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'77472411602','7320',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472412401','7320',1,'3','-6','1','2','-9',4,'2','2','1','1','-9','-9','-9','-9','-9'
'77472412402','7320',1,'2','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472413202','7320',1,'2','-6','1','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472417302','7320',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'77472418101','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472418102','7320',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472426401','7320',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472426402','7320',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472430601','7320',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472431401','7320',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472432201','7320',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'77472432202','7320',1,'2','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472433001','7320',1,'2','-6','1','2','-9',3,'2','3','1','1','-9','-9','-9','-9','-9'
'77472433001','7320',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'77472433002','7320',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472435501','7320',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472435501','7320',2,'3','-6','1','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'77472436301','7320',1,'3','-6','1','2','-9',7,'1','1','1','1','-9','-9','-9','-9','-9'
'77472436302','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472438901','7320',1,'3','-6','-7','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472440501','7320',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472441301','7320',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472442102','7320',1,'3','-6','3','2','-9',4,'1','2','1','1','-9','-9','-9','-9','-9'
'77472443902','7320',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472447001','7320',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'77472448802','7320',1,'3','-6','1','1','-9',9,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472453801','7320',1,'3','-6','1','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472456101','7320',1,'2','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472459501','7320',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'77472459502','7320',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472465202','7320',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472465202','7320',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'77472468601','7320',1,'3','-6','3','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'77472468601','7320',2,'3','-6','3','2','-9',5,'1','1','1','2','-9','-9','-9','-9','-9'
'77472469401','7320',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472469402','7320',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472470201','7320',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472471001','7320',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'77472471002','7320',1,'2','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472472802','7320',1,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','-9','1','-9','1','-9'
'77472475102','7320',1,'2','-6','1','2','-9',3,'1','2','1','1','-9','-9','-9','-9','-9'
'77472476901','7320',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472481902','7320',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472487602','7320',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'77472487602','7320',2,'2','-6','1','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'77472488401','7320',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472488402','7320',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472489202','7320',1,'3','-6','3','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472499102','7320',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472503001','7320',1,'2','-6','1','1','-9',4,'-6','1','2','1','-9','-9','-9','-9','-9'
'77472504801','7320',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'77472508902','7320',1,'3','-6','3','2','-9',5,'2','3','1','1','-9','-9','-9','-9','-9'
'77472512102','7320',1,'-8','-6','-7','-8','-9',-8,'-6','2','-8','1','-9','1','-9','-9','-9'
'77472515401','7320',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'77472515402','7320',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472517001','7320',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472517002','7320',1,'3','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'77472519602','7320',1,'2','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472520402','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472521202','7320',1,'3','-6','3','1','-9',1,'-6','3','2','1','-9','-9','-9','-9','1'
'77472522001','7320',1,'3','-6','3','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472524601','7320',1,'2','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472526101','7320',1,'3','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472528701','7320',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472528702','7320',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472528702','7320',2,'3','-6','1','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'77472529502','7320',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'77472531102','7320',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472533701','7320',1,'4','-6','1','2','-9',3,'2','2','1','1','-9','-9','-9','-9','-9'
'77472534501','7320',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472537801','7320',1,'3','-6','1','1','-9',2,'-6','3','1','1','-9','-9','-9','-9','-9'
'77472537801','7320',2,'3','-6','1','1','-9',5,'-6','3','1','2','-9','-9','-9','-9','-9'
'77472538601','7320',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472538602','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472539401','7320',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472539402','7320',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472540201','7320',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472550101','7320',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472550102','7320',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'77472551902','7320',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472553501','7320',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472556802','7320',1,'4','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472562601','7320',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'77472562601','7320',2,'-6','-6','-6','-6','-9',-6,'-6','-6','4','2','-9','-9','-9','1','-9'
'77472565901','7320',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472566701','7320',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'77472567501','7320',1,'2','-6','1','2','-9',2,'2','1','1','1','-9','-9','-9','-9','-9'
'77472571702','7320',1,'2','-6','1','2','-9',2,'2','1','2','1','-9','-9','-9','-9','-9'
'77472574102','7320',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472580802','7320',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472580802','7320',2,'3','-6','1','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'77472586502','7320',1,'4','-6','-7','-7','-9',-7,'-6','1','1','1','-9','1','1','-9','-9'
'77472586503','7320',1,'4','-6','-7','-7','-9',-7,'-6','1','1','1','-9','-9','1','-9','-9'
'77472588101','7320',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472591502','7320',1,'1','1','1','1','-9',1,'-6','1','2','1','-9','-9','-9','-9','1'
'77472592302','7320',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472596401','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472603801','7320',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472606101','7320',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'77472612901','7320',1,'3','-6','1','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'77472612902','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472616002','7320',1,'3','-6','3','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472618601','7320',1,'4','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'77472621001','7320',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'77472621002','7320',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'77472621002','7320',2,'3','-6','1','2','-9',5,'1','1','1','2','-9','-9','-9','-9','-9'
'77472622802','7320',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'77472622802','7320',2,'-6','-6','-6','-6','-9',-6,'-6','-6','4','2','-9','-9','-9','1','-9'
'77472623601','7320',1,'2','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472624401','7320',1,'3','-6','1','1','-9',1,'-6','2','3','1','-9','-9','-9','-9','1'
'77472624401','7320',2,'4','-6','1','2','-9',4,'1','1','1','2','-9','-9','-9','-9','-9'
'77472629301','7320',1,'4','-6','3','2','-9',3,'1','2','2','1','-9','-9','-9','-9','-9'
'77472633502','7320',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472633502','7320',2,'3','-6','1','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'77472634302','7320',1,'2','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'77472636801','7320',1,'3','-6','2','2','-9',-7,'2','2','2','1','-9','-9','-9','1','-9'
'77472637601','7320',1,'3','-6','2','1','-9',1,'-6','1','3','1','-9','-9','-9','-9','1'
'77472638401','7320',1,'3','-6','1','1','-9',-7,'-6','2','3','1','-9','-9','-9','1','-9'
'77472640002','7320',1,'2','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472641801','7320',1,'3','-6','1','1','-9',6,'-6','2','1','1','-9','-9','-9','-9','-9'
'77472641802','7320',1,'3','-6','-7','2','-9',5,'2','2','1','1','-9','-9','-9','-9','-9'
'77472646701','7320',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'77472646702','7320',1,'3','-6','3','1','-9',2,'-6','1','2','1','-9','-9','-9','-9','-9'
