"state","puma5","cbsa","stab","cbsaname","pop2k","afact"
"FIPS state","puma5","cbsa","State Postal Code","CBSA Name","Total Pop, 2000 census","puma5 to cbsa alloc factor"
"27","02200","40340","MN","Rochester, MN Metropolitan Statistical Area",21610,0.192 
"27","02200","49100","MN","Winona, MN Micropolitan Statistical Area",49985,0.445 
"27","02300","40340","MN","Rochester, MN Metropolitan Statistical Area",124277,1 
"27","02400","10660","MN","Albert Lea, MN Micropolitan Statistical Area",32584,0.266 
"27","02400","12380","MN","Austin, MN Micropolitan Statistical Area",38603,0.315 
"27","02400","36940","MN","Owatonna, MN Micropolitan Statistical Area",33680,0.275 
"27","02400","40340","MN","Rochester, MN Metropolitan Statistical Area",17731,0.145 
"27","02500"," ","MN"," ",80273,0.653 
"27","02500","21860","MN","Fairmont, MN Micropolitan Statistical Area",21802,0.177 
"27","02500","49380","MN","Worthington, MN Micropolitan Statistical Area",20832,0.169 
"28","00100","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area",107199,1 
"28","00200"," ","MS"," ",28852,0.281 
"28","00200","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area",34993,0.341 
"28","00200","37060","MS","Oxford, MS Micropolitan Statistical Area",38744,0.378 
"28","00300"," ","MS"," ",44719,0.438 
"28","00300","18420","MS","Corinth, MS Micropolitan Statistical Area",34558,0.339 
"28","00300","46180","MS","Tupelo, MS Micropolitan Statistical Area",22770,0.223 
"28","00400"," ","MS"," ",25362,0.198 
"28","00400","46180","MS","Tupelo, MS Micropolitan Statistical Area",102481,0.802 
"28","00500"," ","MS"," ",44391,0.405 
"28","00500","17260","MS","Clarksdale, MS Micropolitan Statistical Area",30622,0.279 
"28","00500","32820","MS","Memphis, TN-MS-AR Metropolitan Statistical Area",34597,0.316 
"28","00600","17380","MS","Cleveland, MS Micropolitan Statistical Area",40633,0.392 
"28","00600","24740","MS","Greenville, MS Micropolitan Statistical Area",62977,0.608 
"28","00700"," ","MS"," ",26109,0.239 
"28","00700","24900","MS","Greenwood, MS Micropolitan Statistical Area",48716,0.446 
"28","00700","26940","MS","Indianola, MS Micropolitan Statistical Area",34369,0.315 
"28","00800"," ","MS"," ",80022,0.775 
"28","00800","24980","MS","Grenada, MS Micropolitan Statistical Area",23263,0.225 
"28","00900"," ","MS"," ",39600,0.379 
"28","00900","44260","MS","Starkville, MS Micropolitan Statistical Area",42902,0.411 
"28","00900","48500","MS","West Point, MS Micropolitan Statistical Area",21979,0.21 
"28","01000"," ","MS"," ",50562,0.451 
"28","01000","18060","MS","Columbus, MS Micropolitan Statistical Area",61586,0.549 
"28","01100"," ","MS"," ",21838,0.17 
"28","01100","32940","MS","Meridian, MS Micropolitan Statistical Area",106569,0.83 
"28","01200"," ","MS"," ",94229,0.839 
"28","01200","29860","MS","Laurel, MS Micropolitan Statistical Area",18149,0.161 
"28","01300","27140","MS","Jackson, MS Metropolitan Statistical Area",115327,1 
"28","01400","27140","MS","Jackson, MS Metropolitan Statistical Area",183723,1 
"28","01500","27140","MS","Jackson, MS Metropolitan Statistical Area",141751,1 
"28","01600"," ","MS"," ",30463,0.281 
"28","01600","46980","MS","Vicksburg, MS Micropolitan Statistical Area",49644,0.459 
"28","01600","49540","MS","Yazoo City, MS Micropolitan Statistical Area",28149,0.26 
"28","01700"," ","MS"," ",68198,0.432 
"28","01700","15020","MS","Brookhaven, MS Micropolitan Statistical Area",33166,0.21 
"28","01700","27140","MS","Jackson, MS Metropolitan Statistical Area",56396,0.357 
"28","01800"," ","MS"," ",34515,0.309 
"28","01800","25620","MS","Hattiesburg, MS Metropolitan Statistical Area",12138,0.109 
"28","01800","29860","MS","Laurel, MS Micropolitan Statistical Area",64958,0.582 
"28","01900","25620","MS","Hattiesburg, MS Metropolitan Statistical Area",111674,1 
"28","02000"," ","MS"," ",59511,0.407 
"28","02000","32620","MS","McComb, MS Micropolitan Statistical Area",52539,0.359 
"28","02000","35020","MS","Natchez, MS-LA Micropolitan Statistical Area",34340,0.235 
"28","02100","25060","MS","Gulfport-Biloxi, MS Metropolitan Statistical Area",56589,0.455 
"28","02100","37700","MS","Pascagoula, MS Metropolitan Statistical Area",19144,0.154 
"28","02100","38100","MS","Picayune, MS Micropolitan Statistical Area",48621,0.391 
"28","02200","25060","MS","Gulfport-Biloxi, MS Metropolitan Statistical Area",189601,1 
"28","02300","37700","MS","Pascagoula, MS Metropolitan Statistical Area",131420,1 
"29","00100"," ","MO"," ",66637,0.611 
"29","00100","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area",8969,0.082 
"29","00100","32340","MO","Maryville, MO Micropolitan Statistical Area",21912,0.201 
"29","00100","41140","MO","St. Joseph, MO-KS Metropolitan Statistical Area",11597,0.106 
"29","00200","41140","MO","St. Joseph, MO-KS Metropolitan Statistical Area",102490,1 
"29","00300"," ","MO"," ",58101,0.553 
"29","00300","22800","MO","Fort Madison-Keokuk, IA-MO Micropolitan Statistical Area",7416,0.071 
"29","00300","28860","MO","Kirksville, MO Micropolitan Statistical Area",29147,0.277 
"29","00300","39500","MO","Quincy, IL-MO Micropolitan Statistical Area",10494,0.1 
"29","00400"," ","MO"," ",39798,0.389 
"29","00400","25300","MO","Hannibal, MO Micropolitan Statistical Area",37915,0.37 
"29","00400","33620","MO","Moberly, MO Micropolitan Statistical Area",24663,0.241 
"29","00500"," ","MO"," ",16670,0.093 
"29","00500","17860","MO","Columbia, MO Metropolitan Statistical Area",10212,0.057 
"29","00500","27620","MO","Jefferson City, MO Metropolitan Statistical Area",126990,0.707 
"29","00500","33020","MO","Mexico, MO Micropolitan Statistical Area",25853,0.144 
"29","00600","17860","MO","Columbia, MO Metropolitan Statistical Area",135454,1 
"29","00700"," ","MO"," ",18723,0.144 
"29","00700","32180","MO","Marshall, MO Micropolitan Statistical Area",23756,0.183 
"29","00700","42740","MO","Sedalia, MO Micropolitan Statistical Area",39403,0.303 
"29","00700","47660","MO","Warrensburg, MO Micropolitan Statistical Area",48258,0.371 
"29","00800","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area",158131,1 
"29","00901","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area",180150,1 
"29","00902","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area",176938,1 
"29","01001","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area",118635,1 
"29","01002","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area",105662,1 
"29","01003","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area",114495,1 
"29","01004","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area",102753,1 
"29","01100","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area",113288,1 
"29","01200"," ","MO"," ",104497,0.638 
"29","01200","28140","MO","Kansas City, MO-KS Metropolitan Statistical Area",16653,0.102 
"29","01200","44180","MO","Springfield, MO Metropolitan Statistical Area",42653,0.26 
"29","01300"," ","MO"," ",79924,0.52 
"29","01300","22780","MO","Fort Leonard Wood, MO Micropolitan Statistical Area",41165,0.268 
"29","01300","30060","MO","Lebanon, MO Micropolitan Statistical Area",32513,0.212 
"29","01400"," ","MO"," ",60652,0.439 
"29","01400","27620","MO","Jefferson City, MO Metropolitan Statistical Area",13062,0.095 
"29","01400","40620","MO","Rolla, MO Micropolitan Statistical Area",39825,0.288 
"29","01400","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area",24668,0.178 
"29","01500","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area",157276,1 
"29","01601","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area",142422,1 
"29","01602","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area",141461,1 
"29","01701","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area",130072,1 
"29","01702","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area",135192,1 
"29","01703","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area",118417,1 
"29","01704","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area",108842,1 
"29","01705","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area",119318,1 
"29","01706","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area",114732,1 
"29","01707","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area",160962,1 
"29","01708","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area",128780,1 
"29","01801","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area",111779,1 
"29","01802","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area",100814,1 
"29","01803","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area",135596,1 
"29","01900","41180","MO","St. Louis, MO-IL Metropolitan Statistical Area",198099,1 
"29","02000"," ","MO"," ",58471,0.3 
"29","02000","16020","MO","Cape Girardeau-Jackson, MO-IL Micropolitan Statistical Area",80722,0.414 
"29","02000","22100","MO","Farmington, MO Micropolitan Statistical Area",55641,0.286 
"29","02100"," ","MO"," ",53234,0.42 
"29","02100","28380","MO","Kennett, MO Micropolitan Statistical Area",33155,0.261 
"29","02100","43460","MO","Sikeston, MO Micropolitan Statistical Area",40422,0.319 
"29","02200"," ","MO"," ",69103,0.628 
"29","02200","38740","MO","Poplar Bluff, MO Micropolitan Statistical Area",40867,0.372 
"29","02300"," ","MO"," ",82252,0.688 
"29","02300","48460","MO","West Plains, MO Micropolitan Statistical Area",37238,0.312 
"29","02400","44180","MO","Springfield, MO Metropolitan Statistical Area",174145,1 
"29","02500","44180","MO","Springfield, MO Metropolitan Statistical Area",151576,1 
"29","02600"," ","MO"," ",77137,0.461 
"29","02600","14700","MO","Branson, MO Micropolitan Statistical Area",68361,0.409 
"29","02600","22220","MO","Fayetteville-Springdale-Rogers, AR-MO Metropolitan Statistical Area",21681,0.13 
"29","02700","27900","MO","Joplin, MO Metropolitan Statistical Area",157322,1 
"30","00100"," ","MT"," ",55571,0.427 
"30","00100","28060","MT","Kalispell, MT Micropolitan Statistical Area",74471,0.573 
"30","00200"," ","MT"," ",48849,0.335 
"30","00200","24500","MT","Great Falls, MT Metropolitan Statistical Area",80357,0.551 
"30","00200","25660","MT","Havre, MT Micropolitan Statistical Area",16673,0.114 
"30","00300"," ","MT"," ",125921,0.929 
"30","00300","13740","MT","Billings, MT Metropolitan Statistical Area",9552,0.071 
"30","00400","13740","MT","Billings, MT Metropolitan Statistical Area",129352,1 
"30","00500"," ","MT"," ",33679,0.332 
"30","00500","14580","MT","Bozeman, MT Micropolitan Statistical Area",67831,0.668 
"30","00600"," ","MT"," ",23812,0.192 
"30","00600","15580","MT","Butte-Silver Bow, MT Micropolitan Statistical Area",34606,0.279 
"30","00600","25740","MT","Helena, MT Micropolitan Statistical Area",65765,0.53 
"30","00700"," ","MT"," ",39954,0.294 
"30","00700","33540","MT","Missoula, MT Metropolitan Statistical Area",95802,0.706 
"31","00100"," ","NE"," ",79041,0.677 
"31","00100","42420","NE","Scottsbluff, NE Micropolitan Statistical Area",37770,0.323 
"31","00200"," ","NE"," ",82195,0.433 
"31","00200","18100","NE","Columbus, NE Micropolitan Statistical Area",31662,0.167 
"31","00200","35740","NE","Norfolk, NE Micropolitan Statistical Area",49538,0.261 
"31","00200","43580","NE","Sioux City, IA-NE-SD Metropolitan Statistical Area",26592,0.14 
"31","00300"," ","NE"," ",35958,0.345 
"31","00300","24260","NE","Grand Island, NE Micropolitan Statistical Area",68305,0.655 
"31","00400"," ","NE"," ",45188,0.42 
"31","00400","30420","NE","Lexington, NE Micropolitan Statistical Area",26508,0.246 
"31","00400","35820","NE","North Platte, NE Micropolitan Statistical Area",35939,0.334 
"31","00500"," ","NE"," ",26225,0.231 
"31","00500","25580","NE","Hastings, NE Micropolitan Statistical Area",38190,0.336 
"31","00500","28260","NE","Kearney, NE Micropolitan Statistical Area",49141,0.433 
"31","00600"," ","NE"," ",103947,0.725 
"31","00600","13100","NE","Beatrice, NE Micropolitan Statistical Area",22993,0.16 
"31","00600","30700","NE","Lincoln, NE Metropolitan Statistical Area",16496,0.115 
"31","00701","23340","NE","Fremont, NE Micropolitan Statistical Area",36160,0.358 
"31","00701","36540","NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",64705,0.642 
"31","00702","36540","NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",120834,1 
"31","00801","30700","NE","Lincoln, NE Metropolitan Statistical Area",138439,1 
"31","00802","30700","NE","Lincoln, NE Metropolitan Statistical Area",111852,1 
"31","00901","36540","NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",128997,1 
"31","00902","36540","NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",118996,1 
"31","00903","36540","NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",106720,1 
"31","00904","36540","NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",108872,1 
"32","00100","39900","NV","Reno-Sparks, NV Metropolitan Statistical Area",159006,1 
"32","00200","39900","NV","Reno-Sparks, NV Metropolitan Statistical Area",180480,1 
"32","00300"," ","NV"," ",47981,0.317 
"32","00300","21220","NV","Elko, NV Micropolitan Statistical Area",46942,0.31 
"32","00300","21980","NV","Fallon, NV Micropolitan Statistical Area",23982,0.158 
"32","00300","37220","NV","Pahrump, NV Micropolitan Statistical Area",32485,0.215 
"32","00400","16180","NV","Carson City, NV Metropolitan Statistical Area",52457,0.399 
"32","00400","22280","NV","Fernley, NV Micropolitan Statistical Area",34501,0.262 
"32","00400","23820","NV","Gardnerville Ranchos, NV Micropolitan Statistical Area",41259,0.313 
"32","00400","39900","NV","Reno-Sparks, NV Metropolitan Statistical Area",3399,0.026 
"32","00501","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area",110470,1 
"32","00502","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area",102681,1 
"32","00503","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area",113878,1 
"32","00504","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area",140052,1 
"32","00505","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area",115608,1 
"32","00506","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area",109653,1 
"32","00507","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area",110870,1 
"32","00508","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area",135478,1 
"32","00509","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area",137362,1 
"32","00510","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area",121992,1 
"32","00511","29820","NV","Las Vegas-Paradise, NV Metropolitan Statistical Area",177721,1 
"33","00100","13620","NH","Berlin, NH-VT Micropolitan Statistical Area",33111,0.288 
"33","00100","30100","NH","Lebanon, NH-VT Micropolitan Statistical Area",81743,0.712 
"33","00200"," ","NH"," ",43666,0.387 
"33","00200","18180","NH","Concord, NH Micropolitan Statistical Area",12953,0.115 
"33","00200","29060","NH","Laconia, NH Micropolitan Statistical Area",56325,0.499 
"33","00300","14460","NH","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",112233,1 
"33","00400","18180","NH","Concord, NH Micropolitan Statistical Area",123272,1 
"33","00500","17200","NH","Claremont, NH Micropolitan Statistical Area",40458,0.354 
"33","00500","28300","NH","Keene, NH Micropolitan Statistical Area",73825,0.646 
"33","00600","31700","NH","Manchester-Nashua, NH Metropolitan Statistical Area",110825,1 
"33","00700","14460","NH","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",72648,0.674 
"33","00700","31700","NH","Manchester-Nashua, NH Metropolitan Statistical Area",35203,0.326 
"33","00800","31700","NH","Manchester-Nashua, NH Metropolitan Statistical Area",107006,1 
"33","00900","31700","NH","Manchester-Nashua, NH Metropolitan Statistical Area",116893,1 
"33","01000","14460","NH","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",91406,0.893 
"33","01000","31700","NH","Manchester-Nashua, NH Metropolitan Statistical Area",10914,0.107 
"33","01100","14460","NH","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",113305,1 
"34","00101","12100","NJ","Atlantic City-Hammonton, NJ Metropolitan Statistical Area",114098,1 
"34","00102","12100","NJ","Atlantic City-Hammonton, NJ Metropolitan Statistical Area",138454,1 
"34","00200","36140","NJ","Ocean City, NJ Metropolitan Statistical Area",102326,1 
"34","00301","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",116389,1 
"34","00302","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",114017,1 
"34","00303","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",129090,1 
"34","00304","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",196856,1 
"34","00305","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",178406,1 
"34","00306","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",149360,1 
"34","00400","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",149222,1 
"34","00501","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",146533,1 
"34","00502","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",193294,1 
"34","00601","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",125006,1 
"34","00602","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",115049,1 
"34","00701","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",130598,1 
"34","00702","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",119166,1 
"34","00703","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",119156,1 
"34","00800","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",121989,1 
"34","00901","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",152475,1 
"34","00902","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",166541,1 
"34","00903","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",133594,1 
"34","00904","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",132337,1 
"34","00905","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",165215,1 
"34","01001","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",143238,1 
"34","01002","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",154252,1 
"34","01101","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",115100,1 
"34","01102","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",144257,1 
"34","01103","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",122039,1 
"34","01104","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",124816,1 
"34","01105","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",109089,1 
"34","01201","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",190598,1 
"34","01202","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",157566,1 
"34","01203","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",162752,1 
"34","01301","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",147927,1 
"34","01302","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",125619,1 
"34","01401","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",118244,1 
"34","01402","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",119656,1 
"34","01403","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",132916,1 
"34","01404","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",149271,1 
"34","01501","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",122601,1 
"34","01502","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",122397,1 
"34","01503","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",110850,1 
"34","01504","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",114364,1 
"34","01600","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",144166,1 
"34","01700","10900","NJ","Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",102437,1 
"34","01800","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",120568,1 
"34","01901","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",157776,1 
"34","01902","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",120017,1 
"34","01903","35620","NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",124180,1 
"34","02001","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",115301,1 
"34","02002","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",147018,1 
"34","02003","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",161075,1 
"34","02101","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",129479,1 
"34","02102","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",121773,1 
"34","02103","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",141670,1 
"34","02104","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",116010,1 
"34","02201","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",122722,1 
"34","02202","37980","NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",196236,1 
"34","02301","45940","NJ","Trenton-Ewing, NJ Metropolitan Statistical Area",201671,1 
"34","02302","45940","NJ","Trenton-Ewing, NJ Metropolitan Statistical Area",149090,1 
"34","02400","47220","NJ","Vineland-Millville-Bridgeton, NJ Metropolitan Statistical Area",146438,1 
"35","00100","22140","NM","Farmington, NM Metropolitan Statistical Area",113801,1 
"35","00200"," ","NM"," ",9860,0.089 
"35","00200","21580","NM","Espanola, NM Micropolitan Statistical Area",41190,0.371 
"35","00200","29780","NM","Las Vegas, NM Micropolitan Statistical Area",30126,0.271 
"35","00200","45340","NM","Taos, NM Micropolitan Statistical Area",29979,0.27 
"35","00300"," ","NM"," ",31568,0.277 
"35","00300","17580","NM","Clovis, NM Micropolitan Statistical Area",45044,0.395 
"35","00300","38780","NM","Portales, NM Micropolitan Statistical Area",18018,0.158 
"35","00300","40760","NM","Ruidoso, NM Micropolitan Statistical Area",19411,0.17 
"35","00400","31060","NM","Los Alamos, NM Micropolitan Statistical Area",18343,0.124 
"35","00400","42140","NM","Santa Fe, NM Metropolitan Statistical Area",129292,0.876 
"35","00500","10740","NM","Albuquerque, NM Metropolitan Statistical Area",156060,1 
"35","00601","10740","NM","Albuquerque, NM Metropolitan Statistical Area",146456,1 
"35","00602","10740","NM","Albuquerque, NM Metropolitan Statistical Area",100005,1 
"35","00603","10740","NM","Albuquerque, NM Metropolitan Statistical Area",103234,1 
"35","00604","10740","NM","Albuquerque, NM Metropolitan Statistical Area",102444,1 
"35","00605","10740","NM","Albuquerque, NM Metropolitan Statistical Area",104539,1 
"35","00700","23700","NM","Gallup, NM Micropolitan Statistical Area",74798,0.745 
"35","00700","24380","NM","Grants, NM Micropolitan Statistical Area",25595,0.255 
"35","00800"," ","NM"," ",40823,0.359 
"35","00800","10740","NM","Albuquerque, NM Metropolitan Statistical Area",16911,0.149 
"35","00800","19700","NM","Deming, NM Micropolitan Statistical Area",25016,0.22 
"35","00800","43500","NM","Silver City, NM Micropolitan Statistical Area",31002,0.273 
"35","00900","29740","NM","Las Cruces, NM Metropolitan Statistical Area",174682,1 
"35","01000","10460","NM","Alamogordo, NM Micropolitan Statistical Area",62298,0.504 
"35","01000","40740","NM","Roswell, NM Micropolitan Statistical Area",61382,0.496 
"35","01100","16100","NM","Carlsbad-Artesia, NM Micropolitan Statistical Area",51658,0.482 
"35","01100","26020","NM","Hobbs, NM Micropolitan Statistical Area",55511,0.518 
"36","00100","36300","NY","Ogdensburg-Massena, NY Micropolitan Statistical Area",111931,1 
"36","00200"," ","NY"," ",44230,0.252 
"36","00200","31660","NY","Malone, NY Micropolitan Statistical Area",51134,0.292 
"36","00200","38460","NY","Plattsburgh, NY Micropolitan Statistical Area",79894,0.456 
"36","00300","24020","NY","Glens Falls, NY Metropolitan Statistical Area",124345,1 
"36","00401","46540","NY","Utica-Rome, NY Metropolitan Statistical Area",152644,1 
"36","00402","46540","NY","Utica-Rome, NY Metropolitan Statistical Area",147252,1 
"36","00500"," ","NY"," ",26944,0.194 
"36","00500","48060","NY","Watertown-Fort Drum, NY Micropolitan Statistical Area",111738,0.806 
"36","00600","45060","NY","Syracuse, NY Metropolitan Statistical Area",122377,1 
"36","00700","45060","NY","Syracuse, NY Metropolitan Statistical Area",147306,1 
"36","00801","45060","NY","Syracuse, NY Metropolitan Statistical Area",100878,1 
"36","00802","45060","NY","Syracuse, NY Metropolitan Statistical Area",124401,1 
"36","00803","45060","NY","Syracuse, NY Metropolitan Statistical Area",134303,1 
"36","00804","12180","NY","Auburn, NY Micropolitan Statistical Area",81963,0.797 
"36","00804","45060","NY","Syracuse, NY Metropolitan Statistical Area",20889,0.203 
"36","00901","40380","NY","Rochester, NY Metropolitan Statistical Area",105203,1 
"36","00902","40380","NY","Rochester, NY Metropolitan Statistical Area",114570,1 
"36","01001","40380","NY","Rochester, NY Metropolitan Statistical Area",118511,1 
"36","01002","40380","NY","Rochester, NY Metropolitan Statistical Area",123403,1 
"36","01003","40380","NY","Rochester, NY Metropolitan Statistical Area",100179,1 
"36","01004","40380","NY","Rochester, NY Metropolitan Statistical Area",166548,1 
"36","01005","40380","NY","Rochester, NY Metropolitan Statistical Area",100694,1 
"36","01100","40380","NY","Rochester, NY Metropolitan Statistical Area",100224,1 
"36","01200"," ","NY"," ",43424,0.403 
"36","01200","40380","NY","Rochester, NY Metropolitan Statistical Area",64328,0.597 
"36","01300","12860","NY","Batavia, NY Micropolitan Statistical Area",60370,0.577 
"36","01300","40380","NY","Rochester, NY Metropolitan Statistical Area",44171,0.423 
"36","01401","15380","NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area",182705,1 
"36","01402","15380","NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area",109943,1 
"36","01501","15380","NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area",107927,1 
"36","01502","15380","NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area",111919,1 
"36","01601","15380","NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area",112912,1 
"36","01602","15380","NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area",116510,1 
"36","01603","15380","NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area",101039,1 
"36","01604","15380","NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area",159003,1 
