"cbsatype","state","puma5","stab","pop2k","afact"
"cbsatype","FIPS state","puma5","State Postal Code","Total Pop, 2000 census","cbsatype to puma5 alloc factor"
"Metro","32","00503","NV",113878,0 
"Metro","32","00504","NV",140052,0.001 
"Metro","32","00505","NV",115608,0 
"Metro","32","00506","NV",109653,0 
"Metro","32","00507","NV",110870,0 
"Metro","32","00508","NV",135478,0.001 
"Metro","32","00509","NV",137362,0.001 
"Metro","32","00510","NV",121992,0.001 
"Metro","32","00511","NV",177721,0.001 
"Metro","33","00300","NH",112233,0 
"Metro","33","00600","NH",110825,0 
"Metro","33","00700","NH",107851,0 
"Metro","33","00800","NH",107006,0 
"Metro","33","00900","NH",116893,0.001 
"Metro","33","01000","NH",102320,0 
"Metro","33","01100","NH",113305,0 
"Metro","34","00101","NJ",114098,0 
"Metro","34","00102","NJ",138454,0.001 
"Metro","34","00200","NJ",102326,0 
"Metro","34","00301","NJ",116389,0 
"Metro","34","00302","NJ",114017,0 
"Metro","34","00303","NJ",129090,0.001 
"Metro","34","00304","NJ",196856,0.001 
"Metro","34","00305","NJ",178406,0.001 
"Metro","34","00306","NJ",149360,0.001 
"Metro","34","00400","NJ",149222,0.001 
"Metro","34","00501","NJ",146533,0.001 
"Metro","34","00502","NJ",193294,0.001 
"Metro","34","00601","NJ",125006,0.001 
"Metro","34","00602","NJ",115049,0 
"Metro","34","00701","NJ",130598,0.001 
"Metro","34","00702","NJ",119166,0.001 
"Metro","34","00703","NJ",119156,0.001 
"Metro","34","00800","NJ",121989,0.001 
"Metro","34","00901","NJ",152475,0.001 
"Metro","34","00902","NJ",166541,0.001 
"Metro","34","00903","NJ",133594,0.001 
"Metro","34","00904","NJ",132337,0.001 
"Metro","34","00905","NJ",165215,0.001 
"Metro","34","01001","NJ",143238,0.001 
"Metro","34","01002","NJ",154252,0.001 
"Metro","34","01101","NJ",115100,0 
"Metro","34","01102","NJ",144257,0.001 
"Metro","34","01103","NJ",122039,0.001 
"Metro","34","01104","NJ",124816,0.001 
"Metro","34","01105","NJ",109089,0 
"Metro","34","01201","NJ",190598,0.001 
"Metro","34","01202","NJ",157566,0.001 
"Metro","34","01203","NJ",162752,0.001 
"Metro","34","01301","NJ",147927,0.001 
"Metro","34","01302","NJ",125619,0.001 
"Metro","34","01401","NJ",118244,0.001 
"Metro","34","01402","NJ",119656,0.001 
"Metro","34","01403","NJ",132916,0.001 
"Metro","34","01404","NJ",149271,0.001 
"Metro","34","01501","NJ",122601,0.001 
"Metro","34","01502","NJ",122397,0.001 
"Metro","34","01503","NJ",110850,0 
"Metro","34","01504","NJ",114364,0 
"Metro","34","01600","NJ",144166,0.001 
"Metro","34","01700","NJ",102437,0 
"Metro","34","01800","NJ",120568,0.001 
"Metro","34","01901","NJ",157776,0.001 
"Metro","34","01902","NJ",120017,0.001 
"Metro","34","01903","NJ",124180,0.001 
"Metro","34","02001","NJ",115301,0 
"Metro","34","02002","NJ",147018,0.001 
"Metro","34","02003","NJ",161075,0.001 
"Metro","34","02101","NJ",129479,0.001 
"Metro","34","02102","NJ",121773,0.001 
"Metro","34","02103","NJ",141670,0.001 
"Metro","34","02104","NJ",116010,0 
"Metro","34","02201","NJ",122722,0.001 
"Metro","34","02202","NJ",196236,0.001 
"Metro","34","02301","NJ",201671,0.001 
"Metro","34","02302","NJ",149090,0.001 
"Metro","34","02400","NJ",146438,0.001 
"Metro","35","00100","NM",113801,0 
"Metro","35","00400","NM",129292,0.001 
"Metro","35","00500","NM",156060,0.001 
"Metro","35","00601","NM",146456,0.001 
"Metro","35","00602","NM",100005,0 
"Metro","35","00603","NM",103234,0 
"Metro","35","00604","NM",102444,0 
"Metro","35","00605","NM",104539,0 
"Metro","35","00800","NM",16911,0 
"Metro","35","00900","NM",174682,0.001 
"Metro","36","00300","NY",124345,0.001 
"Metro","36","00401","NY",152644,0.001 
"Metro","36","00402","NY",147252,0.001 
"Metro","36","00600","NY",122377,0.001 
"Metro","36","00700","NY",147306,0.001 
"Metro","36","00801","NY",100878,0 
"Metro","36","00802","NY",124401,0.001 
"Metro","36","00803","NY",134303,0.001 
"Metro","36","00804","NY",20889,0 
"Metro","36","00901","NY",105203,0 
"Metro","36","00902","NY",114570,0 
"Metro","36","01001","NY",118511,0.001 
"Metro","36","01002","NY",123403,0.001 
"Metro","36","01003","NY",100179,0 
"Metro","36","01004","NY",166548,0.001 
"Metro","36","01005","NY",100694,0 
"Metro","36","01100","NY",100224,0 
"Metro","36","01200","NY",64328,0 
"Metro","36","01300","NY",44171,0 
"Metro","36","01401","NY",182705,0.001 
"Metro","36","01402","NY",109943,0 
"Metro","36","01501","NY",107927,0 
"Metro","36","01502","NY",111919,0 
"Metro","36","01601","NY",112912,0 
"Metro","36","01602","NY",116510,0.001 
"Metro","36","01603","NY",101039,0 
"Metro","36","01604","NY",159003,0.001 
"Metro","36","01605","NY",168153,0.001 
"Metro","36","01700","NY",96501,0 
"Metro","36","01900","NY",31582,0 
"Metro","36","02100","NY",146555,0.001 
"Metro","36","02201","NY",100247,0 
"Metro","36","02202","NY",100388,0 
"Metro","36","02300","NY",152538,0.001 
"Metro","36","02401","NY",104291,0 
"Metro","36","02402","NY",190274,0.001 
"Metro","36","02601","NY",125897,0.001 
"Metro","36","02602","NY",126423,0.001 
"Metro","36","02700","NY",91070,0 
"Metro","36","03101","NY",28445,0 
"Metro","36","03102","NY",149304,0.001 
"Metro","36","03201","NY",121573,0.001 
"Metro","36","03202","NY",158577,0.001 
"Metro","36","03301","NY",111905,0 
"Metro","36","03302","NY",112518,0 
"Metro","36","03303","NY",116944,0.001 
"Metro","36","03400","NY",196086,0.001 
"Metro","36","03501","NY",127008,0.001 
"Metro","36","03502","NY",140663,0.001 
"Metro","36","03503","NY",157664,0.001 
"Metro","36","03504","NY",111956,0 
"Metro","36","03505","NY",183747,0.001 
"Metro","36","03506","NY",102080,0 
"Metro","36","03601","NY",129793,0.001 
"Metro","36","03602","NY",156960,0.001 
"Metro","36","03701","NY",108492,0 
"Metro","36","03702","NY",136494,0.001 
"Metro","36","03703","NY",111661,0 
"Metro","36","03704","NY",119960,0.001 
"Metro","36","03705","NY",141685,0.001 
"Metro","36","03706","NY",129363,0.001 
"Metro","36","03707","NY",133890,0.001 
"Metro","36","03708","NY",132445,0.001 
"Metro","36","03709","NY",175432,0.001 
"Metro","36","03710","NY",143228,0.001 
"Metro","36","03801","NY",216234,0.001 
"Metro","36","03802","NY",129533,0.001 
"Metro","36","03803","NY",109091,0 
"Metro","36","03804","NY",115433,0 
"Metro","36","03805","NY",217063,0.001 
"Metro","36","03806","NY",192213,0.001 
"Metro","36","03807","NY",122241,0.001 
"Metro","36","03808","NY",143441,0.001 
"Metro","36","03809","NY",166379,0.001 
"Metro","36","03810","NY",125567,0.001 
"Metro","36","03901","NY",152942,0.001 
"Metro","36","03902","NY",128177,0.001 
"Metro","36","03903","NY",162609,0.001 
"Metro","36","04001","NY",142098,0.001 
"Metro","36","04002","NY",120710,0.001 
"Metro","36","04003","NY",121054,0.001 
"Metro","36","04004","NY",115106,0 
"Metro","36","04005","NY",105555,0 
"Metro","36","04006","NY",123117,0.001 
"Metro","36","04007","NY",116790,0.001 
"Metro","36","04008","NY",146857,0.001 
"Metro","36","04009","NY",194836,0.001 
"Metro","36","04010","NY",145263,0.001 
"Metro","36","04011","NY",112670,0 
"Metro","36","04012","NY",139269,0.001 
"Metro","36","04013","NY",119871,0.001 
"Metro","36","04014","NY",158548,0.001 
"Metro","36","04015","NY",166315,0.001 
"Metro","36","04016","NY",149351,0.001 
"Metro","36","04017","NY",171778,0.001 
"Metro","36","04018","NY",116138,0 
"Metro","36","04101","NY",192689,0.001 
"Metro","36","04102","NY",181370,0.001 
"Metro","36","04103","NY",243690,0.001 
"Metro","36","04104","NY",116749,0.001 
"Metro","36","04105","NY",196428,0.001 
"Metro","36","04106","NY",148712,0.001 
"Metro","36","04107","NY",142022,0.001 
"Metro","36","04108","NY",113422,0 
"Metro","36","04109","NY",130166,0.001 
"Metro","36","04110","NY",167201,0.001 
"Metro","36","04111","NY",143120,0.001 
"Metro","36","04112","NY",218993,0.001 
"Metro","36","04113","NY",128079,0.001 
"Metro","36","04114","NY",106738,0 
"Metro","36","04201","NY",110327,0 
"Metro","36","04202","NY",114185,0 
"Metro","36","04203","NY",104032,0 
"Metro","36","04204","NY",112284,0 
"Metro","36","04205","NY",112145,0 
"Metro","36","04206","NY",140215,0.001 
"Metro","36","04207","NY",115021,0 
"Metro","36","04208","NY",102330,0 
"Metro","36","04209","NY",105890,0 
"Metro","36","04210","NY",104950,0 
"Metro","36","04211","NY",106500,0 
"Metro","36","04212","NY",106665,0 
"Metro","36","04301","NY",195289,0.001 
"Metro","36","04302","NY",115715,0 
"Metro","36","04303","NY",110166,0 
"Metro","36","04304","NY",125442,0.001 
"Metro","36","04305","NY",116448,0.001 
"Metro","36","04306","NY",110886,0 
"Metro","36","04307","NY",106612,0 
"Metro","36","04308","NY",105363,0 
"Metro","36","04309","NY",115597,0 
"Metro","36","04310","NY",106387,0 
"Metro","36","04311","NY",101878,0 
"Metro","36","04312","NY",109586,0 
"Metro","37","00100","NC",54033,0 
"Metro","37","00201","NC",120871,0.001 
"Metro","37","00202","NC",105094,0 
"Metro","37","00300","NC",89173,0 
"Metro","37","00700","NC",141685,0.001 
"Metro","37","00800","NC",200166,0.001 
"Metro","37","00901","NC",100238,0 
"Metro","37","00902","NC",102718,0 
"Metro","37","00903","NC",103408,0 
"Metro","37","00904","NC",100665,0 
"Metro","37","00905","NC",133799,0.001 
"Metro","37","01000","NC",154626,0.001 
"Metro","37","01100","NC",190365,0.001 
"Metro","37","01300","NC",131063,0.001 
"Metro","37","01400","NC",123677,0.001 
"Metro","37","01601","NC",104982,0 
"Metro","37","01602","NC",118909,0.001 
"Metro","37","01700","NC",197157,0.001 
"Metro","37","01800","NC",185776,0.001 
"Metro","37","01900","NC",120291,0.001 
"Metro","37","02000","NC",130454,0.001 
"Metro","37","02100","NC",115894,0 
"Metro","37","02300","NC",130800,0.001 
"Metro","37","02400","NC",127551,0.001 
"Metro","37","02500","NC",25275,0 
"Metro","37","02601","NC",138841,0.001 
"Metro","37","02602","NC",137252,0.001 
"Metro","37","02701","NC",109366,0 
"Metro","37","02702","NC",123051,0.001 
"Metro","37","02703","NC",119336,0.001 
"Metro","37","02801","NC",113874,0 
"Metro","37","02802","NC",109440,0 
"Metro","37","02900","NC",167556,0.001 
"Metro","37","03000","NC",169225,0.001 
"Metro","37","03400","NC",143026,0.001 
"Metro","37","03600","NC",121015,0.001 
"Metro","37","03700","NC",181948,0.001 
"Metro","37","03900","NC",33646,0 
"Metro","37","04000","NC",233450,0.001 
"Metro","37","04100","NC",41082,0 
"Metro","37","04200","NC",150355,0.001 
"Metro","37","04300","NC",113329,0 
"Metro","37","04400","NC",18974,0 
"Metro","37","04600","NC",133798,0.001 
"Metro","37","04800","NC",18190,0 
"Metro","38","00100","ND",25303,0 
"Metro","38","00200","ND",69416,0 
"Metro","38","00400","ND",123138,0.001 
"Metro","38","00500","ND",66109,0 
"Metro","39","00201","OH",157310,0.001 
"Metro","39","00202","OH",147274,0.001 
"Metro","39","00301","OH",101457,0 
"Metro","39","00302","OH",111238,0 
"Metro","39","00303","OH",100924,0 
"Metro","39","00400","OH",120536,0.001 
"Metro","39","00501","OH",141250,0.001 
"Metro","39","00502","OH",143414,0.001 
"Metro","39","00601","OH",121180,0.001 
"Metro","39","00602","OH",129959,0.001 
"Metro","39","00603","OH",104941,0 
"Metro","39","00604","OH",119017,0.001 
"Metro","39","00605","OH",125623,0.001 
"Metro","39","00606","OH",102936,0 
"Metro","39","00607","OH",137949,0.001 
"Metro","39","00608","OH",133914,0.001 
"Metro","39","00609","OH",108325,0 
"Metro","39","00610","OH",106580,0 
"Metro","39","00611","OH",101344,0 
"Metro","39","00612","OH",102210,0 
"Metro","39","00701","OH",103415,0 
"Metro","39","00702","OH",105692,0 
"Metro","39","00703","OH",109299,0 
"Metro","39","00901","OH",137257,0.001 
"Metro","39","00902","OH",129429,0.001 
"Metro","39","00903","OH",105767,0 
"Metro","39","00904","OH",110218,0 
"Metro","39","01000","OH",152061,0.001 
"Metro","39","01101","OH",100779,0 
"Metro","39","01102","OH",118826,0.001 
"Metro","39","01103","OH",106220,0 
"Metro","39","01201","OH",110662,0 
"Metro","39","01202","OH",106412,0 
"Metro","39","01300","OH",151095,0.001 
"Metro","39","01700","OH",108473,0 
"Metro","39","01900","OH",31628,0 
"Metro","39","02000","OH",128852,0.001 
"Metro","39","02201","OH",137297,0.001 
"Metro","39","02202","OH",144560,0.001 
"Metro","39","02203","OH",125077,0.001 
"Metro","39","02400","OH",144120,0.001 
"Metro","39","02700","OH",109989,0 
"Metro","39","02800","OH",133849,0.001 
"Metro","39","02900","OH",42337,0 
"Metro","39","03001","OH",102837,0 
"Metro","39","03002","OH",140773,0.001 
"Metro","39","03101","OH",100985,0 
"Metro","39","03102","OH",132151,0.001 
"Metro","39","03103","OH",102397,0 
"Metro","39","03104","OH",147051,0.001 
"Metro","39","03105","OH",147537,0.001 
"Metro","39","03106","OH",111941,0 
"Metro","39","03107","OH",100967,0 
"Metro","39","03108","OH",120156,0.001 
"Metro","39","03109","OH",105793,0 
"Metro","39","03200","OH",145491,0.001 
"Metro","39","03300","OH",122759,0.001 
"Metro","39","03500","OH",63251,0 
"Metro","39","03900","OH",147886,0.001 
"Metro","39","04000","OH",166179,0.001 
"Metro","39","04101","OH",120561,0.001 
"Metro","39","04102","OH",117937,0.001 
"Metro","39","04103","OH",154385,0.001 
"Metro","39","04200","OH",158383,0.001 
"Metro","39","04301","OH",136384,0.001 
"Metro","39","04302","OH",196423,0.001 
"Metro","39","04401","OH",105929,0 
"Metro","39","04402","OH",153971,0.001 
"Metro","39","04403","OH",142498,0.001 
"Metro","39","04404","OH",111620,0 
"Metro","39","04501","OH",123557,0.001 
"Metro","39","04502","OH",104712,0 
"Metro","39","04503","OH",103016,0 
"Metro","39","04601","OH",104464,0 
"Metro","39","04602","OH",115798,0 
"Metro","39","04800","OH",62319,0 
"Metro","40","00400","OK",114996,0 
"Metro","40","00600","OK",122786,0.001 
"Metro","40","00700","OK",48109,0 
"Metro","40","00800","OK",78657,0 
"Metro","40","01000","OK",128132,0.001 
"Metro","40","01100","OK",393049,0.002 
"Metro","40","01200","OK",175880,0.001 
"Metro","40","01301","OK",274630,0.001 
"Metro","40","01302","OK",231450,0.001 
"Metro","40","01400","OK",227950,0.001 
"Metro","40","01500","OK",160745,0.001 
"Metro","40","01600","OK",66004,0 
"Metro","40","01700","OK",134642,0.001 
"Metro","41","00400","OR",115367,0 
"Metro","41","00500","OR",43560,0 
"Metro","41","00600","OR",78153,0 
"Metro","41","00701","OR",109575,0 
"Metro","41","00702","OR",213384,0.001 
"Metro","41","00900","OR",181269,0.001 
"Metro","41","01101","OR",169460,0.001 
"Metro","41","01102","OR",115374,0 
"Metro","41","01200","OR",147372,0.001 
"Metro","41","01301","OR",101197,0 
"Metro","41","01302","OR",106539,0 
"Metro","41","01303","OR",101076,0 
"Metro","41","01304","OR",106403,0 
"Metro","41","01305","OR",110276,0 
"Metro","41","01306","OR",118328,0.001 
"Metro","41","01307","OR",104245,0 
"Metro","41","01308","OR",119190,0.001 
"Metro","41","01309","OR",111144,0 
"Metro","41","01310","OR",109461,0 
"Metro","41","01311","OR",142121,0.001 
"Metro","41","01312","OR",113187,0 
"Metro","41","01313","OR",101052,0 
"Metro","42","00100","PA",103717,0 
"Metro","42","00200","PA",177126,0.001 
"Metro","42","00600","PA",46302,0 
"Metro","42","00801","PA",111281,0 
"Metro","42","00802","PA",130094,0.001 
"Metro","42","00901","PA",110185,0 
"Metro","42","00902","PA",113408,0 
"Metro","42","00903","PA",95657,0 
"Metro","42","01000","PA",120044,0.001 
"Metro","42","01300","PA",135758,0.001 
"Metro","42","01600","PA",120293,0.001 
"Metro","42","01701","PA",109554,0 
"Metro","42","01702","PA",102711,0 
"Metro","42","01703","PA",122298,0.001 
"Metro","42","01801","PA",146335,0.001 
"Metro","42","01802","PA",104604,0 
"Metro","42","01803","PA",129336,0.001 
"Metro","42","01804","PA",194140,0.001 
"Metro","42","01805","PA",117953,0.001 
"Metro","42","01806","PA",105862,0 
"Metro","42","01807","PA",148873,0.001 
"Metro","42","01900","PA",174083,0.001 
"Metro","42","02001","PA",17985,0 
"Metro","42","02002","PA",163427,0.001 
"Metro","42","02101","PA",103871,0 
"Metro","42","02102","PA",155846,0.001 
"Metro","42","02103","PA",110276,0 
"Metro","42","02201","PA",142634,0.001 
"Metro","42","02202","PA",60263,0 
"Metro","42","02300","PA",148644,0.001 
"Metro","42","02400","PA",72392,0 
"Metro","42","02501","PA",132258,0.001 
"Metro","42","02502","PA",20340,0 
"Metro","42","02600","PA",129144,0.001 
"Metro","42","02900","PA",120327,0.001 
"Metro","42","03001","PA",131562,0.001 
"Metro","42","03002","PA",120236,0.001 
"Metro","42","03101","PA",130105,0.001 
"Metro","42","03102","PA",127171,0.001 
"Metro","42","03201","PA",107315,0 
"Metro","42","03202","PA",167845,0.001 
"Metro","42","03203","PA",106591,0 
"Metro","42","03301","PA",163988,0.001 
"Metro","42","03302","PA",142287,0.001 
"Metro","42","03303","PA",164383,0.001 
"Metro","42","03401","PA",196767,0.001 
"Metro","42","03402","PA",176871,0.001 
"Metro","42","03600","PA",106632,0 
"Metro","42","03701","PA",152669,0.001 
"Metro","42","03702","PA",111591,0 
"Metro","42","03801","PA",121515,0.001 
"Metro","42","03802","PA",145551,0.001 
"Metro","42","03901","PA",194480,0.001 
"Metro","42","03902","PA",146817,0.001 
"Metro","42","03903","PA",132460,0.001 
"Metro","42","03904","PA",123878,0.001 
"Metro","42","04001","PA",109556,0 
"Metro","42","04002","PA",158623,0.001 
"Metro","42","04003","PA",155299,0.001 
"Metro","42","04004","PA",109747,0 
"Metro","42","04005","PA",111564,0 
"Metro","42","04006","PA",105308,0 
"Metro","42","04101","PA",158123,0.001 
"Metro","42","04102","PA",127076,0.001 
"Metro","42","04103","PA",114789,0 
"Metro","42","04104","PA",171538,0.001 
"Metro","42","04105","PA",167220,0.001 
"Metro","42","04106","PA",141720,0.001 
"Metro","42","04107","PA",116116,0 
"Metro","42","04108","PA",130546,0.001 
"Metro","42","04109","PA",110243,0 
"Metro","42","04110","PA",125879,0.001 
"Metro","42","04111","PA",154300,0.001 
"Metro","42","04201","PA",130855,0.001 
"Metro","42","04202","PA",162586,0.001 
"Metro","42","04203","PA",150563,0.001 
"Metro","42","04204","PA",106860,0 
"Metro","42","04301","PA",138030,0.001 
"Metro","42","04302","PA",164248,0.001 
"Metro","42","04303","PA",131223,0.001 
"Metro","44","00100","RI",173618,0.001 
"Metro","44","00200","RI",156152,0.001 
"Metro","44","00300","RI",114797,0 
"Metro","44","00400","RI",177035,0.001 
"Metro","44","00500","RI",136081,0.001 
"Metro","44","00600","RI",167090,0.001 
"Metro","44","00700","RI",123546,0.001 
"Metro","45","00100","SC",110757,0 
"Metro","45","00201","SC",232890,0.001 
"Metro","45","00202","SC",146726,0.001 
"Metro","45","00301","SC",111486,0 
"Metro","45","00302","SC",142305,0.001 
"Metro","45","00500","SC",164614,0.001 
"Metro","45","00600","SC",93021,0 
"Metro","45","00700","SC",165740,0.001 
"Metro","45","00800","SC",43776,0 
"Metro","45","00900","SC",142552,0.001 
"Metro","45","01001","SC",103055,0 
"Metro","45","01002","SC",112557,0 
"Metro","45","01100","SC",116278,0 
"Metro","45","01200","SC",204801,0.001 
"Metro","45","01300","SC",52647,0 
"Metro","45","01400","SC",67394,0 
"Metro","45","01500","SC",196629,0.001 
"Metro","45","01600","SC",125761,0.001 
"Metro","45","01700","SC",104646,0 
"Metro","45","01800","SC",15185,0 
"Metro","45","02000","SC",96413,0 
"Metro","45","02101","SC",181936,0.001 
"Metro","45","02102","SC",128033,0.001 
"Metro","45","02200","SC",142651,0.001 
"Metro","46","00100","SD",88565,0 
"Metro","46","00200","SD",24253,0 
"Metro","46","00400","SD",5832,0 
"Metro","46","00600","SD",69870,0 
"Metro","46","00700","SD",123975,0.001 
"Metro","47","00200","TN",12370,0 
"Metro","47","00300","TN",134768,0.001 
"Metro","47","00400","TN",133501,0.001 
"Metro","47","00501","TN",113172,0 
"Metro","47","00502","TN",106086,0 
"Metro","47","00600","TN",58183,0 
"Metro","47","00801","TN",103176,0 
"Metro","47","00802","TN",103435,0 
"Metro","47","00900","TN",74409,0 
"Metro","47","01000","TN",107198,0 
"Metro","47","01100","TN",78787,0 
"Metro","47","01200","TN",44294,0 
"Metro","47","01301","TN",194578,0.001 
"Metro","47","01302","TN",102702,0 
"Metro","47","01400","TN",173890,0.001 
"Metro","47","01500","TN",105823,0 
"Metro","47","01600","TN",39086,0 
"Metro","47","01700","TN",104015,0 
"Metro","47","01800","TN",155554,0.001 
"Metro","47","01900","TN",152342,0.001 
"Metro","47","02000","TN",39146,0 
"Metro","47","02201","TN",119185,0.001 
"Metro","47","02202","TN",102188,0 
"Metro","47","02203","TN",131144,0.001 
"Metro","47","02204","TN",113959,0 
"Metro","47","02205","TN",103415,0 
"Metro","47","02300","TN",182023,0.001 
"Metro","47","02400","TN",126638,0.001 
"Metro","47","02700","TN",22295,0 
"Metro","47","02900","TN",107377,0 
"Metro","47","03000","TN",80077,0 
"Metro","47","03101","TN",165412,0.001 
"Metro","47","03102","TN",131020,0.001 
"Metro","47","03103","TN",127949,0.001 
"Metro","47","03104","TN",120682,0.001 
"Metro","47","03105","TN",105037,0 
"Metro","47","03201","TN",143012,0.001 
"Metro","47","03202","TN",104360,0 
"Metro","48","00100","TX",8664,0 
"Metro","48","00200","TX",113546,0 
"Metro","48","00300","TX",104312,0 
"Metro","48","00400","TX",7072,0 
"Metro","48","00501","TX",109885,0 
"Metro","48","00502","TX",132743,0.001 
"Metro","48","00600","TX",68653,0 
"Metro","48","00700","TX",131664,0.001 
"Metro","48","00800","TX",110595,0 
"Metro","48","00900","TX",76596,0 
"Metro","48","01000","TX",5327,0 
"Metro","48","01100","TX",89306,0 
"Metro","48","01200","TX",35291,0 
"Metro","48","01300","TX",111379,0 
"Metro","48","01400","TX",174706,0.001 
"Metro","48","01500","TX",47372,0 
"Metro","48","02000","TX",114393,0 
"Metro","48","02101","TX",118908,0.001 
"Metro","48","02102","TX",152874,0.001 
"Metro","48","02103","TX",112401,0 
"Metro","48","02104","TX",107492,0 
"Metro","48","02201","TX",243769,0.001 
"Metro","48","02202","TX",189207,0.001 
"Metro","48","02301","TX",102559,0 
"Metro","48","02302","TX",135393,0.001 
"Metro","48","02303","TX",138726,0.001 
"Metro","48","02304","TX",185969,0.001 
"Metro","48","02305","TX",132772,0.001 
"Metro","48","02306","TX",195592,0.001 
"Metro","48","02307","TX",140986,0.001 
"Metro","48","02308","TX",163249,0.001 
"Metro","48","02309","TX",114363,0 
"Metro","48","02310","TX",105698,0 
"Metro","48","02311","TX",191615,0.001 
"Metro","48","02312","TX",135008,0.001 
"Metro","48","02313","TX",105722,0 
"Metro","48","02314","TX",160667,0.001 
"Metro","48","02315","TX",210580,0.001 
"Metro","48","02400","TX",111360,0 
"Metro","48","02501","TX",122626,0.001 
"Metro","48","02502","TX",127119,0.001 
"Metro","48","02503","TX",188741,0.001 
"Metro","48","02504","TX",163535,0.001 
"Metro","48","02505","TX",155753,0.001 
"Metro","48","02506","TX",182037,0.001 
"Metro","48","02507","TX",142778,0.001 
"Metro","48","02508","TX",100914,0 
"Metro","48","02509","TX",142626,0.001 
"Metro","48","02510","TX",106529,0 
"Metro","48","02511","TX",102056,0 
"Metro","48","02600","TX",126811,0.001 
"Metro","48","02700","TX",12905,0 
"Metro","48","02800","TX",20785,0 
"Metro","48","02900","TX",126555,0.001 
"Metro","48","03000","TX",104010,0 
"Metro","48","03100","TX",1771,0 
"Metro","48","03200","TX",116009,0 
"Metro","48","03300","TX",121123,0.001 
"Metro","48","03501","TX",100908,0 
"Metro","48","03502","TX",118664,0.001 
"Metro","48","03503","TX",104782,0 
"Metro","48","03504","TX",191546,0.001 
"Metro","48","03505","TX",163722,0.001 
"Metro","48","03600","TX",17762,0 
"Metro","48","03701","TX",105351,0 
"Metro","48","03702","TX",106591,0 
"Metro","48","03703","TX",101010,0 
"Metro","48","03801","TX",102610,0 
"Metro","48","03802","TX",110907,0 
"Metro","48","03900","TX",56060,0 
"Metro","48","04000","TX",152415,0.001 
"Metro","48","04100","TX",22246,0 
"Metro","48","04200","TX",133039,0.001 
"Metro","48","04300","TX",113866,0 
"Metro","48","04400","TX",138185,0.001 
"Metro","48","04501","TX",131142,0.001 
"Metro","48","04502","TX",177767,0.001 
"Metro","48","04503","TX",113707,0 
"Metro","48","04601","TX",127994,0.001 
"Metro","48","04602","TX",146966,0.001 
"Metro","48","04603","TX",112240,0 
"Metro","48","04604","TX",131899,0.001 
"Metro","48","04605","TX",121881,0.001 
"Metro","48","04606","TX",133599,0.001 
"Metro","48","04607","TX",135809,0.001 
"Metro","48","04608","TX",112952,0 
"Metro","48","04609","TX",123652,0.001 
"Metro","48","04610","TX",124409,0.001 
"Metro","48","04611","TX",133154,0.001 
"Metro","48","04612","TX",118845,0.001 
"Metro","48","04613","TX",132397,0.001 
"Metro","48","04614","TX",146951,0.001 
"Metro","48","04615","TX",146298,0.001 
"Metro","48","04616","TX",124534,0.001 
"Metro","48","04617","TX",147862,0.001 
"Metro","48","04618","TX",164847,0.001 
"Metro","48","04619","TX",157770,0.001 
"Metro","48","04620","TX",108898,0 
"Metro","48","04621","TX",161648,0.001 
"Metro","48","04622","TX",156588,0.001 
"Metro","48","04623","TX",155011,0.001 
"Metro","48","04624","TX",132700,0.001 
"Metro","48","04625","TX",141674,0.001 
"Metro","48","04701","TX",176264,0.001 
"Metro","48","04702","TX",178188,0.001 
"Metro","48","04801","TX",132703,0.001 
"Metro","48","04802","TX",109064,0 
"Metro","48","04901","TX",115536,0 
"Metro","48","04902","TX",134622,0.001 
"Metro","48","05100","TX",89927,0 
"Metro","48","05201","TX",130230,0.001 
"Metro","48","05202","TX",119737,0.001 
"Metro","48","05301","TX",167656,0.001 
"Metro","48","05302","TX",159117,0.001 
"Metro","48","05303","TX",159944,0.001 
"Metro","48","05304","TX",158035,0.001 
"Metro","48","05401","TX",163946,0.001 
"Metro","48","05402","TX",101171,0 
"Metro","48","05500","TX",167044,0.001 
"Metro","48","05601","TX",102340,0 
"Metro","48","05602","TX",113367,0 
"Metro","48","05603","TX",105949,0 
"Metro","48","05604","TX",121247,0.001 
"Metro","48","05605","TX",154732,0.001 
"Metro","48","05606","TX",172439,0.001 
"Metro","48","05607","TX",171968,0.001 
"Metro","48","05608","TX",108322,0 
"Metro","48","05609","TX",128363,0.001 
"Metro","48","05610","TX",101012,0 
"Metro","48","05611","TX",113192,0 
"Metro","48","05700","TX",77964,0 
"Metro","48","05800","TX",80692,0 
"Metro","48","06000","TX",193117,0.001 
"Metro","48","06100","TX",22497,0 
"Metro","48","06200","TX",104735,0 
"Metro","48","06301","TX",121832,0.001 
"Metro","48","06302","TX",155622,0.001 
"Metro","48","06400","TX",103329,0 
"Metro","48","06600","TX",106414,0 
"Metro","48","06701","TX",115186,0 
"Metro","48","06702","TX",100637,0 
"Metro","48","06703","TX",122312,0.001 
"Metro","48","06704","TX",124914,0.001 
"Metro","48","06800","TX",139722,0.001 
"Metro","48","06900","TX",195505,0.001 
"Metro","49","00100","UT",132126,0.001 
"Metro","49","00200","UT",196533,0.001 
"Metro","49","00301","UT",132800,0.001 
"Metro","49","00302","UT",106194,0 
"Metro","49","00400","UT",36865,0 
"Metro","49","00501","UT",181105,0.001 
"Metro","49","00502","UT",102784,0 
