CONTROL,SMSA,RCARP,RCLOT,RCOST,RGROC,RKIDC,RMEDI,RUTIL
'000000003714','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003714','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003715','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003715','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003716','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003717','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003717','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003717','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003717','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003718','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003718','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003718','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003718','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003719','5775','1','1','1','1','-9','-9','-9'
'000000003719','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003719','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003720','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003720','1000','-9','-9','-9','-9','-9','-9','-9'
'000000003720','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003720','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003720','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003721','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003721','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003722','6840','-9','-9','-9','1','-9','-9','-9'
'000000003722','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003722','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003722','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003723','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003723','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003723','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003723','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003723','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003724','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003724','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003725','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003725','6480','-9','-9','-9','-9','-9','-9','-9'
'000000003725','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003725','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003726','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003726','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003726','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003727','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003727','6480','-9','-9','-9','-9','-9','-9','-9'
'000000003727','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003728','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003728','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003728','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003729','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003729','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003729','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003730','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003730','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003730','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003730','7400','-9','-9','-9','-9','-9','-9','-9'
'000000003730','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003731','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003731','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003731','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003732','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003732','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003732','7360','-9','-9','1','-9','-9','-9','-9'
'000000003733','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003733','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003733','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003734','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003735','5680','1','-9','-9','-9','-9','-9','-9'
'000000003735','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003735','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003735','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003736','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003736','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003736','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003737','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003737','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003738','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003738','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003738','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003739','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003741','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003741','6480','1','-9','1','1','-9','1','-9'
'000000003741','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003741','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003742','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003742','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003742','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003742','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003742','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003743','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003743','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003743','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003743','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003744','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003744','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003744','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003744','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003744','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003745','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003745','6480','-9','-9','-9','-9','-9','-9','-9'
'000000003746','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003746','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003746','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003746','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003747','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003747','7360','-9','-9','1','-9','-9','1','1'
'000000003748','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003748','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003748','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003748','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003748','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003749','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003749','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003749','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003750','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003750','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003750','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003750','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003751','1000','-9','-9','-9','-9','-9','-9','-9'
'000000003751','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003751','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003751','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003751','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003752','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003752','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003752','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003752','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003752','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003753','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003753','7400','-9','-9','-9','-9','-9','-9','-9'
'000000003753','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003754','0720','-9','-9','1','-9','-9','-9','-9'
'000000003754','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003754','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003755','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003755','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003755','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003756','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003756','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003756','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003756','7360','-9','-9','1','1','-9','-9','-9'
'000000003756','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003757','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003757','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003757','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003758','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003758','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003758','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003759','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003760','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003760','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003760','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003761','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003761','6480','-9','-9','-9','-9','-9','-9','-9'
'000000003761','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003761','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003762','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003762','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003763','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003763','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003764','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003764','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003764','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003764','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003764','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003765','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003765','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003766','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003767','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003767','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003767','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003767','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003767','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003767','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003768','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003768','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003768','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003768','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003768','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003769','1120','1','1','-9','1','-9','-9','-9'
'000000003769','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003769','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003770','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003770','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003770','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003770','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003770','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003770','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003771','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003771','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003771','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003772','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003772','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003772','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003772','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003773','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003774','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003774','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003774','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003775','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003776','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003776','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003776','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003777','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003777','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003777','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003777','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003777','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003777','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003777','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003778','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003778','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003778','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003778','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003779','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003779','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003779','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003779','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003779','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003780','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003780','1000','1','-9','1','1','-9','-9','1'
'000000003780','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003780','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003780','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003780','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003781','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003782','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003782','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003782','6480','-9','-9','-9','-9','-9','-9','-9'
'000000003782','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003782','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003782','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003783','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003783','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003783','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003783','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003784','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003784','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003784','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003785','1120','-9','-9','1','-9','-9','-9','-9'
'000000003785','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003785','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003785','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003786','0720','1','-9','-9','-9','-9','-9','-9'
'000000003786','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003786','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003786','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003786','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003787','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003787','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003788','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003788','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003788','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003788','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003788','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003789','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003789','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003789','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003789','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003790','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003790','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003791','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003792','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003792','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003792','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003792','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003792','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003793','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003793','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003793','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003794','1000','-9','-9','-9','-9','-9','-9','-9'
'000000003794','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003795','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003795','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003795','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003795','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003795','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003796','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003796','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003796','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003797','1000','1','-9','-9','1','-9','-9','1'
'000000003797','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003797','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003797','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003797','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003797','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003797','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003798','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003798','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003798','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003798','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003798','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003799','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003800','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003800','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003801','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003801','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003801','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003801','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003801','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003801','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003802','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003802','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003802','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003802','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003802','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003802','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003803','1000','-9','-9','-9','-9','-9','-9','-9'
'000000003803','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003803','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003803','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003803','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003804','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003804','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003804','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003804','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003804','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003804','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003805','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003805','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003805','7160','-9','-9','1','-9','-9','1','1'
'000000003805','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003806','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003806','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003806','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003806','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003807','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003807','5775','-9','-9','1','-9','-9','-9','-9'
'000000003807','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003808','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003808','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003809','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003809','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003809','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003809','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003809','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003810','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003810','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003811','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003811','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003811','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003811','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003812','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003812','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003812','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003813','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003813','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003813','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003813','5775','-9','-9','1','-9','-9','-9','-9'
'000000003813','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003814','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003814','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003814','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003815','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003816','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003816','1120','1','1','1','1','-9','1','1'
'000000003816','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003816','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003816','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003816','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003817','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003817','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003817','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003817','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003818','1000','-9','-9','-9','-9','-9','-9','-9'
'000000003818','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003818','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003818','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003818','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003819','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003819','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003819','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003820','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003820','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003821','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003821','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003821','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003821','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003821','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003822','1000','-9','-9','-9','-9','-9','-9','-9'
'000000003822','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003822','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003822','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003823','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003823','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003823','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003823','7400','-9','-9','-9','-9','-9','-9','-9'
'000000003824','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003824','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003824','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003825','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003825','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003825','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003825','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003825','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003825','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003826','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003826','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003826','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003826','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003827','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003827','1640','-9','-9','-9','-9','-9','-9','-9'
'000000003827','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003827','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003827','6480','-9','-9','-9','-9','-9','-9','-9'
'000000003827','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003827','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003827','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003828','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003828','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003828','7360','-9','-9','1','1','-9','1','1'
'000000003828','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003829','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003829','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003829','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003830','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003830','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003830','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003830','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003831','1000','-9','-9','-9','-9','-9','-9','-9'
'000000003831','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003831','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003831','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003832','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003832','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003832','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003832','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003832','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003832','8280','-9','-9','-9','-9','-9','-9','-9'
'000000003833','5120','-9','-9','-9','-9','-9','-9','-9'
'000000003833','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003833','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003833','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003834','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003834','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003834','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003834','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003834','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003835','5680','-9','-9','-9','-9','-9','-9','-9'
'000000003835','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003835','6480','-9','-9','-9','-9','-9','-9','-9'
'000000003836','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003836','5775','-9','-9','-9','-9','-9','-9','-9'
'000000003836','7160','-9','-9','-9','-9','-9','-9','-9'
'000000003836','8840','-9','-9','-9','-9','-9','-9','-9'
'000000003837','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003837','5680','1','-9','1','1','-9','1','1'
'000000003837','6840','-9','-9','-9','-9','-9','-9','-9'
'000000003837','7360','-9','-9','-9','-9','-9','-9','-9'
'000000003838','0720','-9','-9','-9','-9','-9','-9','-9'
'000000003838','1120','-9','-9','-9','-9','-9','-9','-9'
'000000003838','3360','-9','-9','-9','-9','-9','-9','-9'
'000000003839','5680','-9','-9','-9','-9','-9','-9','-9'
