CONTROL,SMSA,RCARP,RCLOT,RCOST,RGROC,RKIDC,RMEDI,RUTIL
'000000004234','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004234','8280','1','-9','1','1','-9','-9','-9'
'000000004235','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004235','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004235','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004235','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004235','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004236','0720','1','1','1','1','1','-9','1'
'000000004236','1000','-9','-9','-9','-9','-9','-9','-9'
'000000004236','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004236','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004236','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004236','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004236','8280','-9','-9','1','-9','-9','1','1'
'000000004236','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004237','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004237','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004237','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004237','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004238','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004238','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004238','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004238','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004238','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004238','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004239','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004239','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004239','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004239','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004239','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004239','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004240','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004240','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004240','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004240','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004240','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004240','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004240','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004240','8840','-9','-9','-9','1','-9','1','-9'
'000000004241','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004241','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004241','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004241','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004241','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004241','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004242','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004242','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004242','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004242','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004242','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004242','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004243','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004243','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004243','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004243','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004243','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004243','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004243','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004244','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004244','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004244','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004244','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004244','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004244','7360','-9','-9','1','1','-9','-9','1'
'000000004244','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004244','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004245','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004245','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004245','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004245','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004245','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004245','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004246','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004246','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004246','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004246','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004246','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004246','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004246','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004246','8280','-9','-9','1','-9','-9','-9','-9'
'000000004246','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004247','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004247','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004247','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004247','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004247','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004247','7360','-9','-9','-9','-9','-9','1','-9'
'000000004247','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004247','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004248','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004248','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004248','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004248','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004248','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004248','8280','-9','-9','-9','-9','-9','1','-9'
'000000004248','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004249','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004249','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004249','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004249','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004249','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004250','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004250','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004250','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004250','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004250','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004250','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004251','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004251','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004251','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004251','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004251','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004251','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004252','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004252','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004252','3360','-9','-9','1','-9','1','1','-9'
'000000004252','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004252','7360','1','1','-9','1','1','1','1'
'000000004252','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004252','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004252','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004253','0720','-9','-9','-9','-9','-9','1','1'
'000000004253','1000','-9','-9','-9','-9','-9','-9','-9'
'000000004253','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004253','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004253','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004253','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004253','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004254','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004254','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004254','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004254','7360','-9','-9','-9','1','-9','-9','-9'
'000000004254','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004255','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004255','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004255','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004255','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004255','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004255','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004256','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004256','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004256','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004256','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004256','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004256','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004256','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004257','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004257','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004257','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004257','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004257','7360','1','1','1','1','-9','1','1'
'000000004257','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004257','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004258','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004258','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004258','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004258','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004259','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004259','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004259','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004259','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004259','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004259','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004259','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004260','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004260','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004260','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004261','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004261','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004262','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004262','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004262','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004262','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004262','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004262','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004262','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004262','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004262','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004262','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004263','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004263','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004263','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004263','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004263','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004263','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004263','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004264','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004264','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004264','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004264','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004264','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004264','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004264','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004264','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004265','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004265','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004265','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004265','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004265','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004265','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004265','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004266','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004266','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004266','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004266','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004266','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004266','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004267','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004267','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004267','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004267','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004268','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004268','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004268','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004268','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004268','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004268','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004268','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004268','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004268','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004268','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004269','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004269','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004269','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004269','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004270','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004270','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004270','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004270','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004270','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004270','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004270','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004270','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004271','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004271','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004271','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004271','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004271','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004272','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004272','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004272','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004272','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004272','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004272','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004272','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004273','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004273','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004273','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004273','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004274','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004274','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004274','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004274','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004274','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004274','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004275','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004275','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004275','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004275','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004275','8840','1','1','1','1','-9','1','1'
'000000004276','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004276','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004276','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004276','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004276','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004276','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004277','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004277','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004277','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004277','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004277','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004278','0720','-9','-9','-9','-9','-9','1','-9'
'000000004278','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004278','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004278','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004278','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004279','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004279','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004279','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004279','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004279','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004279','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004280','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004280','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004280','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004280','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004280','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004280','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004280','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004281','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004281','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004281','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004281','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004282','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004282','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004282','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004282','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004282','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004282','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004283','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004283','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004283','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004283','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004283','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004283','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004284','3360','-9','-9','-9','-9','-9','-9','-9'
'000000004284','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004284','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004284','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004284','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004284','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004285','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004285','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004286','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004286','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004286','3360','-9','-9','-9','1','-9','-9','-9'
'000000004286','5775','-9','-9','-9','-9','-9','-9','-9'
'000000004286','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004286','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004286','7160','-9','-9','-9','-9','-9','-9','-9'
'000000004286','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004286','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004287','1640','-9','-9','-9','-9','-9','-9','-9'
'000000004287','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004287','6840','-9','-9','-9','-9','-9','-9','-9'
'000000004287','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004287','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004288','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004288','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004288','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004288','8280','-9','-9','-9','-9','-9','-9','-9'
'000000004288','8840','-9','-9','-9','-9','-9','-9','-9'
'000000004289','0720','-9','1','1','1','-9','1','1'
'000000004289','6480','-9','-9','-9','-9','-9','-9','-9'
'000000004289','7400','-9','-9','-9','-9','-9','-9','-9'
'000000004290','0720','-9','-9','-9','-9','-9','-9','-9'
'000000004290','1120','-9','-9','-9','-9','-9','-9','-9'
'000000004290','7360','-9','-9','-9','-9','-9','-9','-9'
'000000004291','5120','-9','-9','-9','-9','-9','-9','-9'
'000000004291','5680','-9','-9','-9','-9','-9','-9','-9'
'000000004291','7400','-9','-9','-9','-9','-9','-9','-9'
