CONTROL,SMSA,PWT,WEIGHT
'000000003594','6840',96.7736,101.81444933
'000000003594','7360',150.6233,159.02170397
'000000003594','7400',123.1232,138.51541861
'000000003594','8280',238.897,282.63904119
'000000003594','8840',385.0634,383.97074562
'000000003595','0720',223.5291,233.93358036
'000000003595','1000',80.0639,96.028404897
'000000003595','1640',130.8343,143.62787273
'000000003595','3360',322.27002,0
'000000003595','5120',246.0386,268.23941761
'000000003595','5680',131.9648,130.36414423
'000000003595','5775',188.917,197.84918362
'000000003595','6480',90.5129,91.128415202
'000000003595','6840',96.7736,118.70996714
'000000003595','7160',92.2085067,107.4000611
'000000003595','7360',150.6233,169.74877551
'000000003595','7400',123.1232,138.51541861
'000000003595','8280',238.897,242.98602209
'000000003595','8840',385.0634,466.79285295
'000000003596','0720',223.5291,214.55912942
'000000003596','1000',80.0639,96.028404897
'000000003596','1120',305.76015,350.59640343
'000000003596','1640',130.8343,136.0891353
'000000003596','3360',322.27002,349.72104518
'000000003596','5120',246.0386,269.12238494
'000000003596','5680',131.9648,146.1637051
'000000003596','5775',188.917,220.73492589
'000000003596','6480',90.5129,91.128415202
'000000003596','6840',96.7736,147.62701065
'000000003596','7160',92.2085067,93.681067565
'000000003596','7360',150.6233,170.32026793
'000000003596','7400',123.1232,138.51541861
'000000003596','8280',238.897,252.22476005
'000000003596','8840',385.0634,399.20291993
'000000003597','0720',223.5291,261.88295272
'000000003597','1000',80.0639,96.028404897
'000000003597','1640',130.8343,134.07461241
'000000003597','5120',246.0386,260.46062135
'000000003597','5680',131.9648,144.31546666
'000000003597','5775',188.917,213.79288419
'000000003597','6480',90.5129,0
'000000003597','6840',96.7736,101.81444933
'000000003597','7160',92.2085067,98.926330808
'000000003597','7360',150.6233,0
'000000003597','7400',123.1232,138.51541861
'000000003597','8280',238.897,0
'000000003597','8840',385.0634,446.49280576
'000000003598','0720',223.5291,299.27283247
'000000003598','1000',80.0639,96.028404897
'000000003598','1120',305.76015,362.76689665
'000000003598','1640',130.8343,143.62787273
'000000003598','3360',322.27002,349.72104518
'000000003598','5120',246.0386,357.27127343
'000000003598','5680',131.9648,131.95153642
'000000003598','5775',188.917,195.34300099
'000000003598','6480',90.5129,0
'000000003598','6840',96.7736,96.78841476
'000000003598','7160',92.2085067,107.4000611
'000000003598','7360',150.6233,169.74877551
'000000003598','7400',123.1232,138.51541861
'000000003598','8280',238.897,315.18925777
'000000003598','8840',385.0634,403.80774814
'000000003599','0720',223.5291,242.6978138
'000000003599','1000',80.0639,0
'000000003599','1120',305.76015,351.10565748
'000000003599','1640',130.8343,136.0891353
'000000003599','5120',246.0386,0
'000000003599','5680',131.9648,166.43895296
'000000003599','5775',188.917,213.79288419
'000000003599','6480',90.5129,110.62869642
'000000003599','6840',96.7736,103.78220487
'000000003599','7160',92.2085067,93.681067565
'000000003599','7360',150.6233,170.32026793
'000000003599','7400',123.1232,138.51541861
'000000003599','8280',238.897,252.22476005
'000000003599','8840',385.0634,403.12025838
'000000003600','0720',223.5291,222.88848018
'000000003600','1000',80.0639,96.028404897
'000000003600','1640',130.8343,134.07461241
'000000003600','3360',322.27002,349.72104518
'000000003600','5120',246.0386,268.23941761
'000000003600','5680',131.9648,140.4372978
'000000003600','5775',188.917,220.73492589
'000000003600','6480',90.5129,110.62869642
'000000003600','6840',96.7736,101.81444933
'000000003600','7160',92.2085067,98.926330808
'000000003600','7360',150.6233,159.02170397
'000000003600','7400',123.1232,138.51541861
'000000003600','8280',238.897,282.63904119
'000000003600','8840',385.0634,419.57143468
'000000003601','0720',223.5291,213.78454772
'000000003601','1000',80.0639,96.028404897
'000000003601','1120',305.76015,439.55163259
'000000003601','1640',130.8343,143.62787273
'000000003601','5120',246.0386,269.12238494
'000000003601','5680',131.9648,136.68600021
'000000003601','5775',188.917,213.79288419
'000000003601','6480',90.5129,100.38529861
'000000003601','6840',96.7736,96.78841476
'000000003601','7160',92.2085067,107.4000611
'000000003601','7360',150.6233,0
'000000003601','7400',123.1232,138.51541861
'000000003601','8280',238.897,344.00459128
'000000003601','8840',385.0634,473.95229867
'000000003602','0720',223.5291,264.42627155
'000000003602','1000',80.0639,96.028404897
'000000003602','1120',305.76015,362.76689665
'000000003602','1640',130.8343,139.71843931
'000000003602','3360',322.27002,349.72104518
'000000003602','5120',246.0386,260.46062135
'000000003602','5680',131.9648,135.50449166
'000000003602','5775',188.917,220.73492589
'000000003602','6480',90.5129,0
'000000003602','6840',96.7736,100.22307645
'000000003602','7160',92.2085067,93.681067565
'000000003602','7360',150.6233,170.32026793
'000000003602','7400',123.1232,127.466021
'000000003602','8280',238.897,252.22476005
'000000003602','8840',385.0634,412.42060364
'000000003603','0720',223.5291,205.99705267
'000000003603','1000',80.0639,96.028404897
'000000003603','1120',305.76015,0
'000000003603','1640',130.8343,141.94831929
'000000003603','5120',246.0386,357.27127343
'000000003603','5680',131.9648,144.31546666
'000000003603','5775',188.917,213.79288419
'000000003603','6480',90.5129,0
'000000003603','6840',96.7736,101.81444933
'000000003603','7160',92.2085067,0
'000000003603','7360',150.6233,159.02170397
'000000003603','7400',123.1232,138.51541861
'000000003603','8280',238.897,282.63904119
'000000003603','8840',385.0634,466.79285295
'000000003604','0720',223.5291,274.23361401
'000000003604','1000',80.0639,96.028404897
'000000003604','1120',305.76015,351.10565748
'000000003604','1640',130.8343,143.62787273
'000000003604','3360',322.27002,349.72104518
'000000003604','5120',246.0386,263.09016687
'000000003604','5680',131.9648,132.3147891
'000000003604','5775',188.917,220.73492589
'000000003604','6480',90.5129,102.48766556
'000000003604','6840',96.7736,114.46501885
'000000003604','7160',92.2085067,107.4000611
'000000003604','7360',150.6233,172.45985817
'000000003604','7400',123.1232,138.51541861
'000000003604','8280',238.897,265.2003682
'000000003604','8840',385.0634,399.20291993
'000000003605','0720',223.5291,222.88848018
'000000003605','1000',80.0639,96.028404897
'000000003605','1120',305.76015,439.55163259
'000000003605','1640',130.8343,139.71843931
'000000003605','3360',322.27002,349.72104518
'000000003605','5120',246.0386,268.23941761
'000000003605','5680',131.9648,166.43895296
'000000003605','5775',188.917,213.79288419
'000000003605','6480',90.5129,112.94559062
'000000003605','6840',96.7736,0
'000000003605','7160',92.2085067,93.681067565
'000000003605','7360',150.6233,170.32026793
'000000003605','7400',123.1232,138.51541861
'000000003605','8280',238.897,252.22476005
'000000003605','8840',385.0634,446.49280576
'000000003606','0720',223.5291,213.78454772
'000000003606','1000',80.0639,96.028404897
'000000003606','1640',130.8343,141.94831929
'000000003606','5120',246.0386,269.12238494
'000000003606','5680',131.9648,140.4372978
'000000003606','5775',188.917,342.95076738
'000000003606','6480',90.5129,0
'000000003606','6840',96.7736,101.81444933
'000000003606','7160',92.2085067,98.926330808
'000000003606','7360',150.6233,159.02170397
'000000003606','7400',123.1232,0
'000000003606','8280',238.897,0
'000000003606','8840',385.0634,389.06874743
'000000003607','0720',223.5291,264.42627155
'000000003607','1000',80.0639,96.028404897
'000000003607','1120',305.76015,351.10565748
'000000003607','1640',130.8343,143.62787273
'000000003607','3360',322.27002,0
'000000003607','5120',246.0386,260.46062135
'000000003607','5680',131.9648,136.68600021
'000000003607','5775',188.917,213.79288419
'000000003607','6480',90.5129,112.94559062
'000000003607','6840',96.7736,104.62053272
'000000003607','7160',92.2085067,107.4000611
'000000003607','7360',150.6233,153.65849845
'000000003607','7400',123.1232,138.51541861
'000000003607','8280',238.897,0
'000000003607','8840',385.0634,403.12025838
'000000003608','0720',223.5291,205.99705267
'000000003608','1000',80.0639,0
'000000003608','1640',130.8343,127.01676301
'000000003608','5120',246.0386,278.26822719
'000000003608','5680',131.9648,135.50449166
'000000003608','5775',188.917,221.76646599
'000000003608','6480',90.5129,0
'000000003608','6840',96.7736,109.58036165
'000000003608','7160',92.2085067,93.084745977
'000000003608','7360',150.6233,170.32026793
'000000003608','7400',123.1232,138.51541861
'000000003608','8280',238.897,252.22476005
'000000003608','8840',385.0634,400.69478473
'000000003609','0720',223.5291,274.23361401
'000000003609','1000',80.0639,96.028404897
'000000003609','1640',130.8343,141.94831929
'000000003609','5120',246.0386,263.09016687
'000000003609','5680',131.9648,0
'000000003609','5775',188.917,213.79288419
'000000003609','6480',90.5129,0
'000000003609','6840',96.7736,101.81444933
'000000003609','7160',92.2085067,98.926330808
'000000003609','7360',150.6233,159.02170397
'000000003609','7400',123.1232,138.51541861
'000000003609','8280',238.897,282.63904119
'000000003609','8840',385.0634,473.95229867
'000000003610','0720',223.5291,222.88848018
'000000003610','1000',80.0639,96.028404897
'000000003610','1120',305.76015,362.76689665
'000000003610','1640',130.8343,143.62787273
'000000003610','3360',322.27002,411.50396717
'000000003610','5120',246.0386,268.23941761
'000000003610','5680',131.9648,223.89370787
'000000003610','5775',188.917,0
'000000003610','6480',90.5129,112.94559062
'000000003610','6840',96.7736,158.12551281
'000000003610','7160',92.2085067,107.4000611
'000000003610','7360',150.6233,172.45985817
'000000003610','7400',123.1232,138.51541861
'000000003610','8280',238.897,265.2003682
'000000003610','8840',385.0634,481.86679162
'000000003611','0720',223.5291,213.78454772
'000000003611','1000',80.0639,0
'000000003611','1640',130.8343,127.01676301
'000000003611','5120',246.0386,269.12238494
'000000003611','5680',131.9648,166.43895296
'000000003611','5775',188.917,213.79288419
'000000003611','6480',90.5129,112.94559062
'000000003611','6840',96.7736,131.8401339
'000000003611','7160',92.2085067,95.355105635
'000000003611','7360',150.6233,170.32026793
'000000003611','7400',123.1232,138.51541861
'000000003611','8280',238.897,289.69510423
'000000003611','8840',385.0634,466.79285295
'000000003612','0720',223.5291,264.42627155
'000000003612','1000',80.0639,85.91561267
'000000003612','1120',305.76015,350.59640343
'000000003612','1640',130.8343,132.57438014
'000000003612','3360',322.27002,0
'000000003612','5120',246.0386,260.46062135
'000000003612','5680',131.9648,140.4372978
'000000003612','5775',188.917,221.76646599
'000000003612','6480',90.5129,88.481388205
'000000003612','6840',96.7736,109.58036165
'000000003612','7160',92.2085067,98.926330808
'000000003612','7360',150.6233,159.02170397
'000000003612','7400',123.1232,0
'000000003612','8280',238.897,282.63904119
'000000003612','8840',385.0634,399.20291993
'000000003613','0720',223.5291,262.16991555
'000000003613','1000',80.0639,85.91561267
'000000003613','1120',305.76015,0
'000000003613','1640',130.8343,143.62787273
'000000003613','3360',322.27002,411.50396717
'000000003613','5120',246.0386,0
'000000003613','5680',131.9648,148.86024845
'000000003613','5775',188.917,213.79288419
'000000003613','6480',90.5129,85.321338626
'000000003613','6840',96.7736,101.81444933
'000000003613','7160',92.2085067,107.4000611
'000000003613','7360',150.6233,0
'000000003613','7400',123.1232,138.51541861
'000000003613','8280',238.897,265.2003682
'000000003613','8840',385.0634,446.49280576
'000000003614','0720',223.5291,242.6978138
'000000003614','1000',80.0639,85.91561267
'000000003614','1640',130.8343,129.68515384
'000000003614','5120',246.0386,263.09016687
'000000003614','5680',131.9648,146.1637051
'000000003614','5775',188.917,221.76646599
'000000003614','6480',90.5129,85.321338626
'000000003614','6840',96.7736,146.65578573
'000000003614','7160',92.2085067,93.084745977
'000000003614','7360',150.6233,0
'000000003614','7400',123.1232,138.51541861
'000000003614','8280',238.897,289.69510423
'000000003614','8840',385.0634,435.63250192
'000000003615','0720',223.5291,222.88848018
'000000003615','1000',80.0639,85.91561267
'000000003615','1120',305.76015,351.10565748
'000000003615','1640',130.8343,132.57438014
'000000003615','3360',322.27002,411.50396717
'000000003615','5120',246.0386,268.23941761
'000000003615','5680',131.9648,144.71275631
'000000003615','5775',188.917,213.79288419
'000000003615','6480',90.5129,85.321338626
'000000003615','6840',96.7736,110.96520127
'000000003615','7160',92.2085067,98.926330808
'000000003615','7360',150.6233,159.02170397
'000000003615','7400',123.1232,138.51541861
'000000003615','8280',238.897,282.63904119
'000000003615','8840',385.0634,403.12025838
'000000003616','0720',223.5291,214.55912942
'000000003616','1000',80.0639,85.91561267
'000000003616','1120',305.76015,350.59640343
'000000003616','1640',130.8343,137.46148424
'000000003616','5120',246.0386,0
'000000003616','5680',131.9648,136.67507789
'000000003616','5775',188.917,221.76646599
'000000003616','6480',90.5129,85.321338626
'000000003616','6840',96.7736,97.626140379
'000000003616','7160',92.2085067,107.4000611
'000000003616','7360',150.6233,169.74877551
'000000003616','7400',123.1232,138.51541861
'000000003616','8280',238.897,265.2003682
'000000003616','8840',385.0634,400.69478473
'000000003617','0720',223.5291,264.42627155
'000000003617','1000',80.0639,85.91561267
'000000003617','1640',130.8343,129.68515384
'000000003617','3360',322.27002,411.50396717
'000000003617','5120',246.0386,260.46062135
'000000003617','5680',131.9648,166.43895296
'000000003617','5775',188.917,213.79288419
'000000003617','6480',90.5129,90.334451842
'000000003617','6840',96.7736,101.81444933
'000000003617','7160',92.2085067,95.355105635
'000000003617','7360',150.6233,170.32026793
'000000003617','7400',123.1232,138.51541861
'000000003617','8280',238.897,289.69510423
'000000003617','8840',385.0634,0
'000000003618','0720',223.5291,0
'000000003618','1000',80.0639,85.91561267
'000000003618','1120',305.76015,370.08314041
'000000003618','1640',130.8343,132.57438014
'000000003618','5120',246.0386,278.26822719
'000000003618','5680',131.9648,140.4372978
'000000003618','5775',188.917,221.76646599
'000000003618','6480',90.5129,87.108221419
