CONTROL,SMSA,PWT,WEIGHT
'000000003237','8280',238.897,354.71992752
'000000003237','8840',385.0634,396.03386661
'000000003238','0720',223.5291,262.16991555
'000000003238','1000',80.0639,81.352179282
'000000003238','1120',305.76015,350.22862988
'000000003238','1640',130.8343,140.48390721
'000000003238','3360',322.27002,361.21461432
'000000003238','5120',246.0386,252.08356521
'000000003238','5680',131.9648,134.30920756
'000000003238','5775',188.917,203.09139487
'000000003238','6480',90.5129,0
'000000003238','6840',96.7736,109.00334042
'000000003238','7160',92.2085067,95.82837631
'000000003238','7360',150.6233,164.84393224
'000000003238','7400',123.1232,147.61106052
'000000003238','8280',238.897,246.08041649
'000000003238','8840',385.0634,408.22978184
'000000003239','0720',223.5291,225.89801299
'000000003239','1000',80.0639,86.459734126
'000000003239','1120',305.76015,403.3843031
'000000003239','1640',130.8343,140.48390721
'000000003239','5120',246.0386,254.87728758
'000000003239','5680',131.9648,0
'000000003239','5775',188.917,208.21623999
'000000003239','6480',90.5129,105.67622728
'000000003239','6840',96.7736,0
'000000003239','7160',92.2085067,95.82837631
'000000003239','7360',150.6233,187.18901776
'000000003239','7400',123.1232,147.61106052
'000000003239','8280',238.897,260.48989929
'000000003239','8840',385.0634,0
'000000003240','0720',223.5291,245.44719702
'000000003240','1000',80.0639,86.459734126
'000000003240','1120',305.76015,339.74244908
'000000003240','1640',130.8343,145.10370581
'000000003240','3360',322.27002,329.87978362
'000000003240','5120',246.0386,261.65981331
'000000003240','5680',131.9648,141.93476381
'000000003240','5775',188.917,203.09139487
'000000003240','6480',90.5129,105.67622728
'000000003240','6840',96.7736,109.00334042
'000000003240','7160',92.2085067,95.82837631
'000000003240','7360',150.6233,166.81752276
'000000003240','7400',123.1232,147.61106052
'000000003240','8280',238.897,273.46104607
'000000003240','8840',385.0634,386.99264426
'000000003241','0720',223.5291,258.94897133
'000000003241','1000',80.0639,86.459734126
'000000003241','1640',130.8343,145.10370581
'000000003241','5120',246.0386,260.80030486
'000000003241','5680',131.9648,142.43608082
'000000003241','5775',188.917,208.21623999
'000000003241','6480',90.5129,105.67622728
'000000003241','6840',96.7736,96.891858152
'000000003241','7160',92.2085067,95.82837631
'000000003241','7360',150.6233,164.84393224
'000000003241','7400',123.1232,147.61106052
'000000003241','8280',238.897,246.08041649
'000000003241','8840',385.0634,372.16521437
'000000003242','0720',223.5291,273.48152519
'000000003242','1000',80.0639,86.459734126
'000000003242','1640',130.8343,0
'000000003242','3360',322.27002,329.87978362
'000000003242','5120',246.0386,252.08356521
'000000003242','5680',131.9648,143.63274741
'000000003242','5775',188.917,203.09139487
'000000003242','6480',90.5129,105.67622728
'000000003242','6840',96.7736,0
'000000003242','7160',92.2085067,95.82837631
'000000003242','7360',150.6233,187.18901776
'000000003242','7400',123.1232,0
'000000003242','8280',238.897,260.48989929
'000000003242','8840',385.0634,0
'000000003243','0720',223.5291,255.05292921
'000000003243','1000',80.0639,86.459734126
'000000003243','1640',130.8343,145.10370581
'000000003243','5120',246.0386,292.63688574
'000000003243','5680',131.9648,151.51155706
'000000003243','5775',188.917,208.21623999
'000000003243','6480',90.5129,105.67622728
'000000003243','6840',96.7736,95.81597168
'000000003243','7160',92.2085067,95.82837631
'000000003243','7360',150.6233,166.81752276
'000000003243','7400',123.1232,147.61106052
'000000003243','8280',238.897,273.46104607
'000000003243','8840',385.0634,426.80019461
'000000003244','0720',223.5291,251.23948483
'000000003244','1000',80.0639,86.459734126
'000000003244','1120',305.76015,350.22862988
'000000003244','1640',130.8343,145.10370581
'000000003244','3360',322.27002,329.87978362
'000000003244','5120',246.0386,266.93703703
'000000003244','5680',131.9648,134.30920756
'000000003244','5775',188.917,203.09139487
'000000003244','6480',90.5129,105.67622728
'000000003244','6840',96.7736,95.81597168
'000000003244','7160',92.2085067,0
'000000003244','7360',150.6233,164.84393224
'000000003244','7400',123.1232,0
'000000003244','8280',238.897,246.08041649
'000000003244','8840',385.0634,372.10710392
'000000003245','0720',223.5291,245.44719702
'000000003245','1000',80.0639,86.459734126
'000000003245','1120',305.76015,403.3843031
'000000003245','1640',130.8343,145.10370581
'000000003245','5120',246.0386,260.80030486
'000000003245','5680',131.9648,153.50646491
'000000003245','5775',188.917,208.21623999
'000000003245','6480',90.5129,105.67622728
'000000003245','6840',96.7736,95.81597168
'000000003245','7160',92.2085067,95.82837631
'000000003245','7360',150.6233,187.18901776
'000000003245','7400',123.1232,136.06501726
'000000003245','8280',238.897,0
'000000003245','8840',385.0634,0
'000000003246','0720',223.5291,0
'000000003246','1000',80.0639,86.459734126
'000000003246','1120',305.76015,339.74244908
'000000003246','1640',130.8343,145.10370581
'000000003246','3360',322.27002,330.95664907
'000000003246','5120',246.0386,252.08356521
'000000003246','5680',131.9648,141.93476381
'000000003246','5775',188.917,203.09139487
'000000003246','6480',90.5129,0
'000000003246','6840',96.7736,95.81597168
'000000003246','7160',92.2085067,95.82837631
'000000003246','7360',150.6233,166.81752276
'000000003246','7400',123.1232,136.06501726
'000000003246','8280',238.897,273.46104607
'000000003246','8840',385.0634,372.86739559
'000000003247','0720',223.5291,273.48152519
'000000003247','1000',80.0639,86.459734126
'000000003247','1120',305.76015,350.22862988
'000000003247','1640',130.8343,133.47412646
'000000003247','3360',322.27002,329.87978362
'000000003247','5120',246.0386,292.63688574
'000000003247','5680',131.9648,136.79529237
'000000003247','5775',188.917,208.21623999
'000000003247','6480',90.5129,0
'000000003247','6840',96.7736,95.81597168
'000000003247','7160',92.2085067,0
'000000003247','7360',150.6233,164.84393224
'000000003247','7400',123.1232,136.06501726
'000000003247','8280',238.897,246.08041649
'000000003247','8840',385.0634,400.69478473
'000000003248','0720',223.5291,247.1621103
'000000003248','1000',80.0639,151.99580386
'000000003248','1120',305.76015,403.3843031
'000000003248','1640',130.8343,145.10370581
'000000003248','5120',246.0386,266.93703703
'000000003248','5680',131.9648,143.63274741
'000000003248','5775',188.917,203.09139487
'000000003248','6480',90.5129,105.67622728
'000000003248','6840',96.7736,95.81597168
'000000003248','7360',150.6233,187.18901776
'000000003248','7400',123.1232,136.06501726
'000000003248','8280',238.897,446.19288529
'000000003248','8840',385.0634,427.13088686
'000000003249','0720',223.5291,251.23948483
'000000003249','1000',80.0639,86.459734126
'000000003249','1640',130.8343,145.10370581
'000000003249','3360',322.27002,0
'000000003249','5120',246.0386,260.80030486
'000000003249','5680',131.9648,148.67827386
'000000003249','5775',188.917,0
'000000003249','6480',90.5129,108.45127653
'000000003249','6840',96.7736,95.81597168
'000000003249','7160',92.2085067,106.62124886
'000000003249','7360',150.6233,166.81752276
'000000003249','7400',123.1232,136.06501726
'000000003249','8280',238.897,273.46104607
'000000003249','8840',385.0634,426.80019461
'000000003250','0720',223.5291,245.44719702
'000000003250','1000',80.0639,81.352179282
'000000003250','1640',130.8343,145.10370581
'000000003250','5120',246.0386,267.63967808
'000000003250','5680',131.9648,134.30920756
'000000003250','5775',188.917,203.09139487
'000000003250','6480',90.5129,108.45127653
'000000003250','6840',96.7736,105.72796875
'000000003250','7160',92.2085067,106.62124886
'000000003250','7360',150.6233,162.51682863
'000000003250','7400',123.1232,136.06501726
'000000003250','8280',238.897,246.08041649
'000000003250','8840',385.0634,380.32235074
'000000003251','0720',223.5291,242.56137942
'000000003251','1000',80.0639,86.459734126
'000000003251','1120',305.76015,0
'000000003251','1640',130.8343,0
'000000003251','3360',322.27002,329.87978362
'000000003251','5120',246.0386,292.63688574
'000000003251','5680',131.9648,153.50646491
'000000003251','5775',188.917,208.21623999
'000000003251','6480',90.5129,108.45127653
'000000003251','6840',96.7736,105.72796875
'000000003251','7160',92.2085067,106.62124886
'000000003251','7360',150.6233,187.18901776
'000000003251','7400',123.1232,136.06501726
'000000003251','8280',238.897,260.48989929
'000000003251','8840',385.0634,446.5059269
'000000003252','0720',223.5291,273.48152519
'000000003252','1000',80.0639,81.352179282
'000000003252','1120',305.76015,339.74244908
'000000003252','1640',130.8343,145.10370581
'000000003252','5120',246.0386,266.93703703
'000000003252','5680',131.9648,141.93476381
'000000003252','5775',188.917,203.09139487
'000000003252','6480',90.5129,108.45127653
'000000003252','6840',96.7736,105.72796875
'000000003252','7360',150.6233,166.81752276
'000000003252','7400',123.1232,136.06501726
'000000003252','8280',238.897,273.46104607
'000000003252','8840',385.0634,417.492172
'000000003253','0720',223.5291,262.95097347
'000000003253','1000',80.0639,151.99580386
'000000003253','1120',305.76015,350.22862988
'000000003253','1640',130.8343,145.10370581
'000000003253','5120',246.0386,256.15894505
'000000003253','5680',131.9648,136.79529237
'000000003253','5775',188.917,208.21623999
'000000003253','6480',90.5129,108.45127653
'000000003253','6840',96.7736,0
'000000003253','7160',92.2085067,0
'000000003253','7360',150.6233,0
'000000003253','7400',123.1232,136.06501726
'000000003253','8280',238.897,352.01294843
'000000003253','8840',385.0634,419.57143468
'000000003254','0720',223.5291,251.23948483
'000000003254','1000',80.0639,151.99580386
'000000003254','1640',130.8343,145.10370581
'000000003254','3360',322.27002,340.52106696
'000000003254','5120',246.0386,267.63967808
'000000003254','5680',131.9648,134.0951812
'000000003254','5775',188.917,0
'000000003254','6480',90.5129,108.45127653
'000000003254','6840',96.7736,105.72796875
'000000003254','7160',92.2085067,106.62124886
'000000003254','7360',150.6233,187.18901776
'000000003254','7400',123.1232,136.06501726
'000000003254','8280',238.897,260.48989929
'000000003254','8840',385.0634,427.13088686
'000000003255','0720',223.5291,245.44719702
'000000003255','1000',80.0639,151.99580386
'000000003255','1120',305.76015,339.74244908
'000000003255','1640',130.8343,0
'000000003255','3360',322.27002,340.52106696
'000000003255','5120',246.0386,297.36703608
'000000003255','5680',131.9648,148.67827386
'000000003255','5775',188.917,208.21623999
'000000003255','6480',90.5129,110.72256907
'000000003255','6840',96.7736,105.72796875
'000000003255','7160',92.2085067,106.62124886
'000000003255','7360',150.6233,166.81752276
'000000003255','7400',123.1232,136.06501726
'000000003255','8280',238.897,0
'000000003255','8840',385.0634,448.18285792
'000000003256','0720',223.5291,258.94897133
'000000003256','1000',80.0639,86.459734126
'000000003256','1640',130.8343,145.10370581
'000000003256','5120',246.0386,266.93703703
'000000003256','5680',131.9648,134.30920756
'000000003256','5775',188.917,203.09139487
'000000003256','6480',90.5129,110.72256907
'000000003256','6840',96.7736,105.72796875
'000000003256','7360',150.6233,154.42106592
'000000003256','7400',123.1232,136.06501726
'000000003256','8280',238.897,312.78172358
'000000003256','8840',385.0634,380.32235074
'000000003257','0720',223.5291,273.48152519
'000000003257','1000',80.0639,86.459734126
'000000003257','1120',305.76015,403.3843031
'000000003257','1640',130.8343,0
'000000003257','3360',322.27002,340.52106696
'000000003257','5120',246.0386,256.15894505
'000000003257','5680',131.9648,153.50646491
'000000003257','5775',188.917,0
'000000003257','6480',90.5129,0
'000000003257','6840',96.7736,105.72796875
'000000003257','7160',92.2085067,106.62124886
'000000003257','7360',150.6233,187.18901776
'000000003257','7400',123.1232,136.06501726
'000000003257','8280',238.897,260.48989929
'000000003257','8840',385.0634,446.5059269
'000000003258','0720',223.5291,266.27955282
'000000003258','1000',80.0639,86.459734126
'000000003258','1120',305.76015,339.74244908
'000000003258','1640',130.8343,145.10370581
'000000003258','5120',246.0386,267.63967808
'000000003258','5680',131.9648,141.93476381
'000000003258','5775',188.917,203.09139487
'000000003258','6480',90.5129,110.72256907
'000000003258','6840',96.7736,95.81597168
'000000003258','7160',92.2085067,98.754820869
'000000003258','7360',150.6233,166.81752276
'000000003258','7400',123.1232,136.06501726
'000000003258','8280',238.897,354.71992752
'000000003258','8840',385.0634,411.66779335
'000000003259','0720',223.5291,251.23948483
'000000003259','1000',80.0639,88.044863348
'000000003259','1120',305.76015,361.20035412
'000000003259','1640',130.8343,133.47412646
'000000003259','3360',322.27002,340.52106696
'000000003259','5120',246.0386,264.29320524
'000000003259','5680',131.9648,131.68500437
'000000003259','5775',188.917,208.21623999
'000000003259','6480',90.5129,0
'000000003259','6840',96.7736,105.72796875
'000000003259','7160',92.2085067,106.62124886
'000000003259','7360',150.6233,162.51682863
'000000003259','7400',123.1232,136.06501726
'000000003259','8280',238.897,271.37417901
'000000003259','8840',385.0634,411.3168917
'000000003260','0720',223.5291,245.44719702
'000000003260','1000',80.0639,88.044863348
'000000003260','1120',305.76015,403.3843031
'000000003260','1640',130.8343,145.10370581
'000000003260','5120',246.0386,266.93703703
'000000003260','5680',131.9648,0
'000000003260','5775',188.917,0
'000000003260','6480',90.5129,0
'000000003260','6840',96.7736,105.72796875
'000000003260','7160',92.2085067,91.934111473
'000000003260','7360',150.6233,187.18901776
'000000003260','7400',123.1232,136.06501726
'000000003260','8280',238.897,0
'000000003260','8840',385.0634,427.13088686
'000000003261','0720',223.5291,258.94897133
'000000003261','1000',80.0639,154.78245354
'000000003261','1640',130.8343,145.10370581
'000000003261','3360',322.27002,340.52106696
'000000003261','5120',246.0386,256.15894505
'000000003261','5680',131.9648,148.67827386
'000000003261','5775',188.917,208.21623999
'000000003261','6480',90.5129,110.72256907
'000000003261','6840',96.7736,105.72796875
'000000003261','7160',92.2085067,106.62124886
'000000003261','7360',150.6233,166.81752276
'000000003261','7400',123.1232,136.06501726
'000000003261','8280',238.897,320.54523003
'000000003261','8840',385.0634,448.18285792
'000000003262','0720',223.5291,273.48152519
'000000003262','1000',80.0639,88.044863348
'000000003262','1120',305.76015,0
'000000003262','1640',130.8343,145.10370581
'000000003262','5120',246.0386,272.80514298
'000000003262','5680',131.9648,134.30920756
'000000003262','5775',188.917,203.09139487
'000000003262','6480',90.5129,110.72256907
'000000003262','6840',96.7736,105.72796875
'000000003262','7160',92.2085067,91.934111473
'000000003262','7360',150.6233,162.51682863
'000000003262','7400',123.1232,136.06501726
'000000003262','8280',238.897,352.01294843
'000000003262','8840',385.0634,380.32235074
'000000003263','0720',223.5291,266.27955282
'000000003263','1000',80.0639,88.044863348
'000000003263','1640',130.8343,135.15451258
'000000003263','3360',322.27002,340.52106696
'000000003263','5120',246.0386,0
'000000003263','5680',131.9648,153.50646491
'000000003263','5775',188.917,208.21623999
'000000003263','6480',90.5129,0
'000000003263','6840',96.7736,95.81597168
'000000003263','7160',92.2085067,106.62124886
'000000003263','7360',150.6233,187.18901776
'000000003263','7400',123.1232,136.06501726
'000000003263','8280',238.897,260.48989929
'000000003263','8840',385.0634,446.5059269
'000000003264','0720',223.5291,251.23948483
'000000003264','1000',80.0639,154.78245354
'000000003264','1120',305.76015,339.74244908
'000000003264','1640',130.8343,135.15451258
'000000003264','3360',322.27002,340.52106696
'000000003264','5120',246.0386,266.93703703
'000000003264','5680',131.9648,141.93476381
'000000003264','5775',188.917,203.09139487
'000000003264','6480',90.5129,0
'000000003264','6840',96.7736,95.81597168
'000000003264','7160',92.2085067,98.754820869
'000000003264','7360',150.6233,166.81752276
'000000003264','7400',123.1232,136.06501726
'000000003264','8280',238.897,304.72013929
'000000003264','8840',385.0634,411.66779335
'000000003265','0720',223.5291,222.39618303
'000000003265','1000',80.0639,88.044863348
'000000003265','1640',130.8343,135.15451258
'000000003265','5120',246.0386,0
'000000003265','5680',131.9648,137.6154755
'000000003265','5775',188.917,208.21623999
'000000003265','6480',90.5129,110.72256907
'000000003265','6840',96.7736,105.72796875
'000000003265','7160',92.2085067,94.318797068
'000000003265','7360',150.6233,162.51682863
'000000003265','7400',123.1232,136.06501726
'000000003265','8280',238.897,271.37417901
'000000003265','8840',385.0634,411.3168917
'000000003266','0720',223.5291,258.94897133
'000000003266','1000',80.0639,83.307622217
'000000003266','1120',305.76015,403.3843031
'000000003266','1640',130.8343,135.15451258
'000000003266','3360',322.27002,340.52106696
'000000003266','5120',246.0386,267.63967808
'000000003266','5680',131.9648,0
'000000003266','5775',188.917,203.09139487
'000000003266','6480',90.5129,110.72256907
'000000003266','6840',96.7736,0
'000000003266','7160',92.2085067,0
'000000003266','7360',150.6233,187.18901776
'000000003266','7400',123.1232,136.06501726
'000000003266','8280',238.897,446.19288529
'000000003266','8840',385.0634,427.13088686
'000000003267','0720',223.5291,0
'000000003267','1000',80.0639,88.044863348
'000000003267','1640',130.8343,135.15451258
'000000003267','5120',246.0386,296.62075775
'000000003267','5680',131.9648,147.15137174
'000000003267','5775',188.917,208.21623999
'000000003267','6480',90.5129,110.72256907
'000000003267','6840',96.7736,105.72796875
'000000003267','7160',92.2085067,106.62124886
'000000003267','7360',150.6233,166.81752276
'000000003267','7400',123.1232,0
'000000003267','8280',238.897,247.11505365
'000000003267','8840',385.0634,448.18285792
'000000003268','0720',223.5291,266.27955282
'000000003268','1000',80.0639,83.307622217
'000000003268','1120',305.76015,361.20035412
'000000003268','1640',130.8343,0
'000000003268','3360',322.27002,340.52106696
'000000003268','5120',246.0386,266.93703703
'000000003268','5680',131.9648,132.11363738
'000000003268','5775',188.917,203.09139487
'000000003268','6480',90.5129,110.72256907
'000000003268','6840',96.7736,105.72796875
'000000003268','7160',92.2085067,98.754820869
'000000003268','7360',150.6233,162.51682863
'000000003268','7400',123.1232,0
'000000003268','8280',238.897,312.78172358
'000000003268','8840',385.0634,380.32235074
'000000003269','0720',223.5291,251.23948483
'000000003269','1000',80.0639,146.45440602
'000000003269','1640',130.8343,135.15451258
'000000003269','5120',246.0386,271.96655019
'000000003269','5680',131.9648,153.50646491
'000000003269','5775',188.917,208.21623999
'000000003269','6480',90.5129,110.72256907
'000000003269','6840',96.7736,105.72796875
'000000003269','7160',92.2085067,106.62124886
'000000003269','7360',150.6233,187.18901776
'000000003269','7400',123.1232,136.06501726
'000000003269','8280',238.897,298.73611907
'000000003269','8840',385.0634,446.5059269
'000000003270','0720',223.5291,245.44719702
'000000003270','1000',80.0639,154.78245354
'000000003270','1120',305.76015,339.74244908
'000000003270','1640',130.8343,135.15451258
'000000003270','3360',322.27002,340.52106696
'000000003270','5120',246.0386,267.63967808
'000000003270','5680',131.9648,0
'000000003270','5775',188.917,203.09139487
'000000003270','6480',90.5129,110.72256907
'000000003270','6840',96.7736,105.72796875
'000000003270','7160',92.2085067,98.754820869
'000000003270','7360',150.6233,166.81752276
'000000003270','7400',123.1232,136.06501726
'000000003270','8280',238.897,320.54523003
'000000003270','8840',385.0634,411.66779335
'000000003271','0720',223.5291,258.94897133
'000000003271','1000',80.0639,154.78245354
'000000003271','1640',130.8343,135.15451258
'000000003271','5120',246.0386,262.23048712
'000000003271','5680',131.9648,137.6154755
'000000003271','5775',188.917,208.21623999
'000000003271','6480',90.5129,0
'000000003271','6840',96.7736,95.81597168
'000000003271','7160',92.2085067,0
'000000003271','7360',150.6233,162.51682863
'000000003271','7400',123.1232,0
'000000003271','8280',238.897,312.78172358
'000000003271','8840',385.0634,411.3168917
'000000003272','0720',223.5291,273.48152519
'000000003272','1000',80.0639,154.78245354
'000000003272','1120',305.76015,403.3843031
'000000003272','1640',130.8343,135.15451258
'000000003272','3360',322.27002,340.52106696
'000000003272','5120',246.0386,266.93703703
'000000003272','5680',131.9648,134.0951812
'000000003272','5775',188.917,0
'000000003272','6480',90.5129,122.72964558
'000000003272','6840',96.7736,0
'000000003272','7160',92.2085067,0
'000000003272','7360',150.6233,187.18901776
'000000003272','7400',123.1232,0
'000000003272','8280',238.897,298.73611907
'000000003272','8840',385.0634,427.13088686
'000000003273','0720',223.5291,266.27955282
'000000003273','1000',80.0639,154.78245354
'000000003273','1120',305.76015,0
'000000003273','1640',130.8343,0
'000000003273','3360',322.27002,330.95664907
'000000003273','5120',246.0386,277.21552404
'000000003273','5680',131.9648,148.67827386
'000000003273','5775',188.917,208.21623999
'000000003273','6480',90.5129,122.72964558
'000000003273','6840',96.7736,105.24728888
'000000003273','7160',92.2085067,0
'000000003273','7360',150.6233,166.81752276
'000000003273','7400',123.1232,136.06501726
'000000003273','8280',238.897,234.91515865
'000000003273','8840',385.0634,0
'000000003274','0720',223.5291,225.89801299
'000000003274','1000',80.0639,154.78245354
'000000003274','1120',305.76015,361.20035412
'000000003274','1640',130.8343,135.15451258
'000000003274','5120',246.0386,266.02860319
'000000003274','5680',131.9648,134.30920756
'000000003274','5775',188.917,0
'000000003274','6480',90.5129,122.72964558
'000000003274','6840',96.7736,118.40319999
'000000003274','7160',92.2085067,98.754820869
'000000003274','7360',150.6233,162.51682863
'000000003274','7400',123.1232,136.06501726
'000000003274','8280',238.897,312.78172358
'000000003274','8840',385.0634,380.32235074
'000000003275','0720',223.5291,245.44719702
'000000003275','1000',80.0639,154.78245354
'000000003275','1120',305.76015,403.3843031
'000000003275','1640',130.8343,135.15451258
'000000003275','3360',322.27002,340.52106696
'000000003275','5120',246.0386,262.23048712
'000000003275','5680',131.9648,129.89008569
'000000003275','5775',188.917,208.21623999
'000000003275','6480',90.5129,0
'000000003275','6840',96.7736,118.40319999
'000000003275','7160',92.2085067,106.62124886
'000000003275','7360',150.6233,0
'000000003275','7400',123.1232,136.06501726
'000000003275','8280',238.897,0
'000000003275','8840',385.0634,446.5059269
'000000003276','0720',223.5291,258.94897133
'000000003276','1000',80.0639,83.307622217
'000000003276','1120',305.76015,339.74244908
'000000003276','1640',130.8343,135.15451258
'000000003276','5120',246.0386,266.93703703
'000000003276','5680',131.9648,141.93476381
'000000003276','5775',188.917,209.07527735
'000000003276','6480',90.5129,0
'000000003276','6840',96.7736,0
'000000003276','7160',92.2085067,97.035946889
'000000003276','7360',150.6233,166.81752276
'000000003276','7400',123.1232,136.06501726
'000000003276','8280',238.897,316.92650874
'000000003276','8840',385.0634,378.4126329
'000000003277','0720',223.5291,258.56381868
'000000003277','1000',80.0639,146.45440602
'000000003277','1120',305.76015,361.20035412
'000000003277','1640',130.8343,135.15451258
'000000003277','3360',322.27002,340.52106696
'000000003277','5120',246.0386,271.41899954
'000000003277','5680',131.9648,137.6154755
'000000003277','5775',188.917,208.21623999
'000000003277','6480',90.5129,96.792780198
'000000003277','6840',96.7736,118.40319999
'000000003277','7160',92.2085067,95.089877481
'000000003277','7360',150.6233,162.51682863
'000000003277','7400',123.1232,137.72667518
'000000003277','8280',238.897,352.01294843
'000000003277','8840',385.0634,413.53815953
'000000003278','0720',223.5291,258.96315945
'000000003278','1000',80.0639,154.78245354
'000000003278','1120',305.76015,403.3843031
'000000003278','1640',130.8343,157.10310487
'000000003278','5120',246.0386,251.19081988
'000000003278','5680',131.9648,134.0951812
'000000003278','5775',188.917,209.07527735
'000000003278','6480',90.5129,99.622018774
'000000003278','6840',96.7736,118.40319999
'000000003278','7160',92.2085067,97.035946889
'000000003278','7360',150.6233,187.18901776
'000000003278','7400',123.1232,0
'000000003278','8280',238.897,298.73611907
'000000003278','8840',385.0634,427.13088686
'000000003279','0720',223.5291,251.23948483
'000000003279','1000',80.0639,88.044863348
'000000003279','1640',130.8343,157.10310487
'000000003279','3360',322.27002,340.52106696
'000000003279','5120',246.0386,271.27291771
'000000003279','5680',131.9648,148.67827386
'000000003279','5775',188.917,208.21623999
'000000003279','6480',90.5129,99.622018774
'000000003279','6840',96.7736,118.40319999
'000000003279','7160',92.2085067,95.089877481
'000000003279','7360',150.6233,0
'000000003279','7400',123.1232,137.72667518
'000000003279','8280',238.897,366.86838952
'000000003279','8840',385.0634,448.18285792
'000000003280','0720',223.5291,245.44719702
'000000003280','1000',80.0639,0
'000000003280','1120',305.76015,361.20035412
'000000003280','1640',130.8343,157.10310487
'000000003280','5120',246.0386,266.93703703
'000000003280','5680',131.9648,138.12973267
'000000003280','5775',188.917,209.07527735
'000000003280','6480',90.5129,99.622018774
'000000003280','6840',96.7736,118.40319999
'000000003280','7160',92.2085067,97.035946889
'000000003280','7360',150.6233,162.51682863
'000000003280','7400',123.1232,137.72667518
'000000003280','8280',238.897,312.78172358
'000000003280','8840',385.0634,380.32235074
'000000003281','0720',223.5291,258.94897133
'000000003281','1000',80.0639,88.044863348
'000000003281','1640',130.8343,0
'000000003281','3360',322.27002,344.10923677
'000000003281','5120',246.0386,277.21552404
'000000003281','5680',131.9648,153.50646491
'000000003281','5775',188.917,208.21623999
'000000003281','6480',90.5129,112.41668106
'000000003281','6840',96.7736,105.24728888
'000000003281','7160',92.2085067,95.089877481
'000000003281','7360',150.6233,187.18901776
'000000003281','7400',123.1232,137.72667518
'000000003281','8280',238.897,298.73611907
'000000003281','8840',385.0634,446.5059269
'000000003282','0720',223.5291,258.56381868
'000000003282','1000',80.0639,88.044863348
'000000003282','1120',305.76015,0
'000000003282','1640',130.8343,157.10310487
'000000003282','5120',246.0386,266.02860319
'000000003282','5680',131.9648,141.93476381
'000000003282','5775',188.917,209.07527735
'000000003282','6480',90.5129,112.41668106
'000000003282','6840',96.7736,118.40319999
'000000003282','7160',92.2085067,97.035946889
'000000003282','7360',150.6233,0
'000000003282','7400',123.1232,137.72667518
'000000003282','8280',238.897,302.50223219
'000000003282','8840',385.0634,401.0600767
'000000003283','0720',223.5291,258.96315945
'000000003283','1000',80.0639,154.78245354
'000000003283','1640',130.8343,153.06277552
'000000003283','3360',322.27002,344.10923677
'000000003283','5120',246.0386,271.27291771
'000000003283','5680',131.9648,137.6154755
'000000003283','5775',188.917,0
'000000003283','6480',90.5129,0
'000000003283','6840',96.7736,105.24728888
'000000003283','7160',92.2085067,95.089877481
'000000003283','7360',150.6233,162.51682863
'000000003283','7400',123.1232,137.72667518
'000000003283','8280',238.897,241.13000338
'000000003283','8840',385.0634,413.53815953
'000000003284','0720',223.5291,251.23948483
'000000003284','1000',80.0639,154.78245354
'000000003284','1120',305.76015,403.3843031
'000000003284','1640',130.8343,153.06277552
'000000003284','5120',246.0386,266.93703703
'000000003284','5680',131.9648,143.63274741
'000000003284','5775',188.917,209.07527735
'000000003284','6480',90.5129,122.239346
'000000003284','6840',96.7736,0
'000000003284','7160',92.2085067,104.7022213
'000000003284','7360',150.6233,187.18901776
'000000003284','7400',123.1232,137.72667518
'000000003284','8280',238.897,298.73611907
'000000003284','8840',385.0634,398.49474622
'000000003285','0720',223.5291,245.44719702
'000000003285','1000',80.0639,88.044863348
'000000003285','1640',130.8343,130.36839972
'000000003285','3360',322.27002,344.10923677
'000000003285','5120',246.0386,271.96655019
'000000003285','5680',131.9648,135.15975001
'000000003285','5775',188.917,198.91673274
'000000003285','6480',90.5129,89.273238446
'000000003285','6840',96.7736,118.40319999
'000000003285','7160',92.2085067,95.089877481
'000000003285','7360',150.6233,0
'000000003285','7400',123.1232,137.72667518
'000000003285','8280',238.897,380.8902887
'000000003285','8840',385.0634,0
'000000003286','0720',223.5291,258.94897133
'000000003286','1000',80.0639,154.78245354
'000000003286','1120',305.76015,0
'000000003286','1640',130.8343,150.31727188
'000000003286','5120',246.0386,266.02860319
'000000003286','5680',131.9648,138.12973267
'000000003286','5775',188.917,209.07527735
'000000003286','6480',90.5129,98.843114549
'000000003286','6840',96.7736,118.40319999
'000000003286','7360',150.6233,0
'000000003286','7400',123.1232,137.72667518
'000000003286','8280',238.897,271.37417901
'000000003286','8840',385.0634,380.32235074
'000000003287','0720',223.5291,258.56381868
'000000003287','1000',80.0639,88.044863348
'000000003287','1120',305.76015,403.3843031
'000000003287','1640',130.8343,150.31727188
'000000003287','3360',322.27002,344.10923677
'000000003287','5120',246.0386,264.29320524
'000000003287','5680',131.9648,0
'000000003287','5775',188.917,208.21623999
'000000003287','6480',90.5129,90.635902339
'000000003287','6840',96.7736,118.40319999
'000000003287','7160',92.2085067,95.089877481
'000000003287','7360',150.6233,187.18901776
'000000003287','7400',123.1232,137.72667518
'000000003287','8280',238.897,298.73611907
'000000003287','8840',385.0634,446.5059269
'000000003288','0720',223.5291,258.96315945
'000000003288','1000',80.0639,88.044863348
'000000003288','1120',305.76015,0
'000000003288','1640',130.8343,150.31727188
'000000003288','5120',246.0386,259.05433566
'000000003288','5680',131.9648,141.93476381
'000000003288','5775',188.917,0
'000000003288','6480',90.5129,90.635902339
'000000003288','6840',96.7736,118.40319999
