CONTROL,SMSA,RMOV,XUNIT,XTEN,XCOND,XCOOP,XPER,XHEAD,XREL,XCOST,XINUS,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'000000004632','5120',1,'1','1','3','-6',8,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004632','6480',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004632','6480',2,'1','1','3','-6',1,'1','-6','2','-9','2','-9','-9','-9','-9','1'
'000000004632','8280',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004633','0720',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004633','5120',1,'3','2','3','-6',5,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004633','5120',2,'1','1','3','-6',5,'2','1','1','-9','2','-9','-9','-9','-9','-9'
'000000004633','5775',1,'1','2','3','-6',8,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004633','6840',1,'1','3','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004634','1120',1,'1','3','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004634','3360',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004634','5680',1,'2','2','2','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004634','5775',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004634','6480',1,'2','2','3','-6',8,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004634','7360',1,'1','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004634','7360',2,'2','2','3','-6',1,'1','-6','2','-9','2','-9','-9','-9','-9','1'
'000000004635','0720',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004635','5120',1,'1','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004635','6840',1,'2','2','2','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004636','0720',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004636','1000',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004636','3360',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004636','5680',1,'1','1','3','-6',5,'2','2','3','-9','1','-9','-9','-9','-9','-9'
'000000004636','5775',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004636','6840',1,'1','3','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004636','7400',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004637','1640',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004637','5775',1,'1','1','3','-6',5,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004637','6480',1,'2','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004637','7160',1,'2','2','3','-6',2,'2','2','3','-9','1','-9','-9','-9','-9','-9'
'000000004638','1000',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004638','5775',1,'1','1','3','-6',5,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004638','6840',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004638','7400',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000004638','8840',1,'1','1','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004639','1000',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004639','1640',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004639','5680',1,'1','2','3','-6',4,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000004639','5775',1,'2','2','3','-6',6,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004639','7400',1,'1','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004639','8840',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004640','0720',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004640','5680',1,'2','2','3','-6',7,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004640','5775',1,'1','1','3','-6',4,'2','1','2','-9','1','-9','-9','-9','-9','-9'
'000000004640','6480',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004640','6840',1,'3','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004640','7160',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004640','7360',1,'1','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004641','0720',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004641','1120',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004641','3360',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004641','5120',1,'1','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000004641','7400',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004642','6480',1,'1','1','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004642','6840',1,'3','1','3','-6',5,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000004642','7360',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004642','7400',1,'2','2','4','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004643','3360',1,'2','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004643','5120',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004643','8840',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004643','8840',2,'1','2','3','-6',2,'1','-6','2','-9','2','-9','-9','-9','-9','-9'
'000000004644','5775',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004644','6840',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004644','8280',1,'1','1','3','-6',2,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004644','8840',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000004645','3360',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004645','5775',1,'1','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004645','7360',1,'1','1','3','-6',2,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000004645','7400',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004646','1640',1,'1','2','3','-6',-7,'1','-6','3','-9','1','-9','-9','-9','1','-9'
'000000004646','8840',1,'1','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004647','0720',1,'2','2','2','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004647','1120',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004647','1640',1,'3','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004647','3360',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004647','5680',1,'1','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004647','6840',1,'1','2','3','-6',5,'2','2','2','-9','1','-9','-9','-9','-9','-9'
'000000004647','7400',1,'2','2','4','-6',2,'1','-6','4','-9','1','-9','-9','-9','-9','-9'
'000000004647','8280',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004647','8840',1,'1','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004648','0720',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004648','3360',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004648','5120',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004648','5680',1,'2','1','3','-6',2,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004648','6840',1,'2','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004648','7400',1,'1','1','4','-6',-7,'2','1','4','-9','1','-9','-9','-9','-9','-9'
'000000004648','7400',2,'1','2','4','-6',-7,'2','1','4','-9','2','-9','-9','-9','-9','-9'
'000000004649','1120',1,'2','2','3','-6',2,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004649','1120',2,'2','2','3','-6',2,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000004649','6840',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004650','0720',1,'-7','2','-8','-6',-8,'-8','-6','4','-9','1','-9','1','-9','-9','-9'
'000000004650','1120',1,'2','2','2','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004650','1640',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004650','3360',1,'1','1','3','-6',2,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004650','5775',1,'2','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004650','8280',1,'3','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004650','8840',1,'1','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004651','1000',1,'2','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004651','1640',1,'1','2','3','-6',3,'2','2','2','-9','1','-9','-9','-9','-9','-9'
'000000004651','5120',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004651','5680',1,'1','2','3','-6',7,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004651','6840',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004651','7400',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004651','8280',1,'1','2','3','-6',5,'2','2','2','-9','1','-9','-9','-9','-9','-9'
'000000004651','8840',1,'2','2','3','-6',6,'2','2','3','-9','1','-9','-9','-9','-9','-9'
'000000004652','3360',1,'1','1','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004652','3360',2,'2','2','3','-6',1,'1','-6','1','-9','2','-9','-9','-9','-9','1'
'000000004652','5775',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004652','5775',2,'-6','-6','-6','-6',-6,'-6','-6','-6','1','2','-9','-9','-9','1','-9'
'000000004652','6480',1,'2','2','3','-6',-7,'-9','-6','2','-9','1','-9','-9','-9','1','-9'
'000000004653','1000',1,'2','3','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004653','5680',1,'2','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004653','5775',1,'2','2','4','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004653','8840',1,'2','2','3','-6',7,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004654','1000',1,'1','1','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004654','1120',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004654','1640',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004654','5120',1,'1','1','3','-6',8,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004654','5775',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004654','6840',1,'1','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004654','7360',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004654','8280',1,'1','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004654','8840',1,'1','1','3','-6',3,'1','-6','4','-9','1','-9','-9','-9','-9','-9'
'000000004655','5775',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004655','7160',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004655','8280',1,'1','1','3','-6',4,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000004655','8280',2,'3','2','3','-6',2,'2','1','3','-9','2','-9','-9','-9','-9','-9'
'000000004656','0720',1,'1','1','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004656','3360',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004656','5680',1,'1','1','3','-6',5,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004656','5775',1,'1','1','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004656','7160',-9,'-9','3','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004656','7400',1,'2','2','2','-6',5,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004657','1000',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004657','6480',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004657','7400',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004658','0720',1,'1','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004658','1120',1,'1','2','3','-6',3,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004658','5120',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004658','5120',2,'2','2','3','-6',2,'1','-6','2','-9','2','-9','-9','-9','-9','-9'
'000000004658','5680',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004658','5775',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004658','6840',1,'3','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004658','7160',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004658','7400',1,'1','1','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004659','1000',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004659','1120',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004659','1120',2,'2','2','3','-6',3,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000004659','5680',1,'1','2','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004659','7400',1,'1','2','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004659','7400',2,'1','2','3','-6',4,'2','1','1','-9','2','-9','-9','-9','-9','-9'
'000000004659','8280',1,'1','1','3','-6',-7,'-9','-6','3','-9','1','-9','-9','-9','1','-9'
'000000004660','1640',1,'1','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004660','5775',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004660','8840',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004661','0720',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004661','1000',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000004661','5120',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004661','5680',1,'1','2','3','-6',8,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000004661','6840',1,'2','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004661','7160',1,'1','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004661','7360',1,'1','1','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004661','7360',2,'1','1','3','-6',6,'2','1','1','-9','2','-9','-9','-9','-9','-9'
'000000004661','8280',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004661','8840',1,'2','2','2','-6',2,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004662','7360',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004662','7400',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004663','0720',1,'1','1','3','-6',2,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000004663','5775',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004663','7360',1,'2','2','3','-6',2,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004663','7400',1,'2','2','3','-6',5,'2','2','3','-9','1','-9','-9','-9','-9','-9'
'000000004664','0720',1,'1','1','3','-6',4,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004664','5680',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004664','5775',1,'2','2','3','-6',6,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004664','6840',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000004664','8840',1,'2','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004665','1640',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004665','3360',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000004665','3360',2,'1','2','3','-6',1,'1','-6','3','-9','2','-9','-9','-9','-9','1'
'000000004665','7400',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004665','8280',1,'1','3','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004665','8840',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004666','1000',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004666','5120',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004666','5775',1,'1','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004666','6480',1,'1','3','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004666','8280',1,'1','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004666','8840',1,'1','1','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004666','8840',2,'1','1','3','-6',3,'2','1','1','-9','2','-9','-9','-9','-9','-9'
'000000004667','0720',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004667','0720',2,'1','1','3','-6',2,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000004667','1000',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004667','1640',1,'2','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004667','5120',1,'2','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004667','5680',1,'1','1','3','-6',6,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004667','6480',1,'1','3','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004667','7160',1,'1','1','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004667','7400',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004667','8840',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004668','5680',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004668','6840',1,'1','2','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004668','6840',2,'1','1','3','-6',3,'2','1','1','-9','2','-9','-9','-9','-9','-9'
'000000004668','8840',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000004669','1640',1,'1','2','4','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004669','5680',1,'2','2','3','-6',-7,'-9','-6','1','-9','1','-9','-9','-9','1','-9'
'000000004669','7360',1,'2','2','4','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004669','8280',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004670','3360',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000004670','5680',1,'1','1','3','-6',2,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004670','7400',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004670','8280',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004670','8840',1,'1','1','3','-6',5,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000004671','1000',1,'2','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004671','1000',2,'2','2','3','-6',2,'1','-6','2','-9','2','-9','-9','-9','-9','-9'
'000000004671','5120',1,'1','1','3','-6',2,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004671','6840',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000004671','7160',1,'1','1','2','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004671','7400',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004671','8280',1,'3','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004672','3360',1,'1','2','3','-6',2,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000004672','5120',1,'3','1','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000004672','5680',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000004672','5775',1,'1','3','3','-6',3,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000004672','6480',1,'2','2','3','-6',-7,'-9','-6','1','-9','1','-9','-9','-9','1','-9'
'000000004672','6840',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004672','7160',1,'1','1','3','-6',6,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004673','1640',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004673','5120',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004673','5775',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000004673','7360',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000004673','7400',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000004674','0720',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000004674','3360',1,'-8','2','-8','-6',4,'1','-6','4','-9','1','-9','1','-9','-9','-9'
'000000004674','5775',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
