CONTROL,SMSA,RMOV,XUNIT,XTEN,XCOND,XCOOP,XPER,XHEAD,XREL,XCOST,XINUS,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'000000003054','7360',1,'2','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003054','8840',1,'1','2','4','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003055','1000',1,'1','1','3','-6',7,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003055','5680',1,'1','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003055','6480',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000003055','7400',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003055','8280',1,'-8','3','-8','-6',-8,'-8','-6','4','-9','1','-9','1','-9','-9','-9'
'000000003056','1000',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003056','1640',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003056','7360',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000003056','8840',1,'1','2','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003057','1000',1,'1','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000003057','5680',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000003057','5775',1,'1','1','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003058','1000',1,'1','1','3','-6',5,'2','1','2','-9','1','-9','-9','-9','-9','-9'
'000000003058','1120',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000003058','7360',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003059','1000',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000003059','1120',1,'1','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003059','1120',2,'2','2','3','-6',-7,'-9','-6','1','-9','2','-9','-9','-9','1','-9'
'000000003059','3360',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003059','5775',1,'1','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003059','7400',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003059','8840',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003060','1000',1,'2','2','3','-6',3,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000003060','1640',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000003060','5775',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003060','8280',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000003060','8840',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003060','8840',2,'1','1','3','-6',-7,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000003061','5680',1,'1','1','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000003061','5775',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003061','6840',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000003062','1000',1,'3','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003062','1120',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003062','5775',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003062','6480',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003062','6840',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003062','7160',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003062','8280',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003063','1640',1,'1','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003063','7360',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003064','5120',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003064','5680',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000003064','5680',2,'1','1','3','-6',6,'2','1','3','-9','2','-9','-9','-9','-9','-9'
'000000003064','7400',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003064','8280',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003064','8840',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000003065','6480',1,'1','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000003065','7360',1,'1','1','3','-6',6,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003065','8280',1,'3','3','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003066','1000',1,'1','1','3','-6',2,'2','2','2','-9','1','-9','-9','-9','-9','-9'
'000000003066','5680',1,'-8','2','-8','-6',-8,'-8','-6','4','-9','1','-9','1','-9','-9','-9'
'000000003066','6480',1,'1','1','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000003066','7360',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003067','1000',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003067','7160',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003067','7360',1,'1','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003068','1000',1,'1','2','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003068','7360',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003069','6840',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003069','7360',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000003070','1120',1,'1','2','2','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003070','5120',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003070','7160',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003070','7400',1,'1','2','3','-6',4,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000003070','7400',2,'2','1','2','-6',2,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000003070','8840',1,'1','1','3','-6',6,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003071','1000',1,'1','1','3','-6',2,'2','2','3','-9','1','-9','-9','-9','-9','-9'
'000000003071','8840',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003071','8840',2,'2','2','3','-6',3,'2','1','3','-9','2','-9','-9','-9','-9','-9'
'000000003072','1000',1,'1','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003072','6480',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003072','7360',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003073','6480',1,'1','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003073','7360',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003074','1000',1,'1','2','3','-6',3,'2','2','2','-9','1','-9','-9','-9','-9','-9'
'000000003074','1640',1,'1','2','4','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003074','5775',1,'1','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003074','6840',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003074','7400',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003075','5680',1,'1','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003075','5775',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003075','7360',1,'1','3','3','-6',10,'2','1','4','-9','1','-9','-9','-9','-9','-9'
'000000003076','1000',1,'1','1','3','-6',6,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003076','1640',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003076','7360',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000003077','5680',1,'2','2','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003077','6840',1,'1','1','3','-6',6,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003077','7160',1,'1','1','3','-6',2,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003078','0720',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003078','1000',1,'2','2','3','-6',2,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003078','5120',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003078','5680',1,'3','1','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003078','5680',2,'-6','-6','-6','-6',-6,'-6','-6','-6','1','2','-9','-9','-9','1','-9'
'000000003078','6480',1,'1','1','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000003078','7360',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003079','1640',1,'2','2','3','-6',5,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003080','1640',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000003080','5680',1,'2','2','3','-6',5,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003080','6840',1,'1','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003080','7360',1,'1','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003080','8840',1,'1','1','1','1',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003081','5680',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003081','7400',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003081','8280',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003081','8840',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003082','5680',1,'1','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003082','7400',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000003083','1000',1,'2','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003084','0720',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003084','1000',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003084','6480',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000003084','7360',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003084','7400',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000003084','8840',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000003085','7160',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003085','8840',1,'1','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003086','1000',1,'2','2','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003086','1120',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003086','6840',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003086','7160',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003086','7160',2,'1','1','3','-6',4,'1','-6','2','-9','2','-9','-9','-9','-9','-9'
'000000003086','7360',1,'1','1','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003086','8840',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003087','8280',1,'1','3','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003088','1000',1,'2','2','3','-6',2,'1','-6','4','-9','1','-9','-9','-9','-9','-9'
'000000003088','5680',1,'2','2','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003088','6480',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000003089','5680',1,'1','2','3','-6',3,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000003090','0720',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003090','1000',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003090','1640',1,'1','1','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003090','5120',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003090','6480',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003091','1640',1,'2','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003091','3360',1,'1','2','3','-6',4,'1','-6','4','-9','1','-9','-9','-9','-9','-9'
'000000003091','5680',-9,'-9','3','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003091','7160',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003091','7400',1,'1','1','3','-6',3,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000003092','1000',1,'-8','2','-8','-6',-8,'-8','-6','4','-9','1','-9','1','-9','-9','-9'
'000000003092','7160',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000003092','7360',1,'2','2','4','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003093','1000',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000003093','5680',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003093','5680',2,'2','2','3','-6',1,'1','-6','1','-9','2','-9','-9','-9','-9','1'
'000000003093','7400',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003094','0720',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003094','1000',1,'2','2','3','-6',4,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000003094','7160',1,'1','1','3','-6',-7,'1','-6','1','-9','1','-9','-9','-9','1','-9'
'000000003095','5680',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003095','8840',1,'-8','2','-8','-6',3,'1','-6','1','-9','1','-9','1','-9','-9','-9'
'000000003096','5680',1,'-8','2','-8','-6',-8,'-8','-6','4','-9','1','-9','1','-9','-9','-9'
'000000003096','7360',1,'2','2','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003097','3360',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000003097','5120',1,'1','1','3','-6',7,'2','1','3','-9','1','-9','-9','-9','-9','-9'
'000000003097','5680',1,'1','2','3','-6',3,'1','-6','2','-9','1','-9','1','-9','-9','-9'
'000000003097','5775',1,'1','2','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003098','0720',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003098','5680',1,'2','2','3','-6',6,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003099','7400',1,'1','1','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003099','7400',2,'1','1','4','-6',-7,'2','2','4','-9','2','-9','1','1','-9','-9'
'000000003099','8280',1,'2','2','2','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003099','8840',1,'2','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000003099','8840',2,'2','2','3','-6',1,'1','-6','2','-9','2','-9','-9','-9','-9','1'
'000000003100','1000',1,'1','3','3','-6',6,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003100','1120',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000003100','3360',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000003100','3360',2,'4','-6','-6','-6',-6,'-6','-6','-6','-9','2','-9','-9','-9','1','-9'
'000000003100','3360',3,'2','2','3','-6',1,'1','-6','3','-9','3','-9','-9','-9','-9','1'
'000000003100','7360',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000003100','7400',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003100','8280',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003101','0720',1,'2','2','3','-6',2,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000003101','1000',1,'2','2','3','-6',5,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003102','0720',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000003102','1000',1,'2','2','3','-6',5,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003102','5120',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003102','5120',2,'1','1','3','-6',4,'2','1','1','-9','2','-9','-9','-9','-9','-9'
'000000003102','5680',1,'2','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003103','6480',1,'1','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003103','7160',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003103','7400',1,'2','2','3','-6',3,'2','2','3','-9','1','-9','-9','-9','-9','-9'
'000000003104','1000',1,'2','2','3','-6',1,'1','-6','3','-9','1','-9','-9','-9','-9','1'
'000000003104','6840',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003105','0720',1,'2','2','3','-6',4,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003105','0720',2,'2','2','3','-6',2,'-7','-6','2','-9','2','-9','-9','-9','-9','-9'
'000000003105','5680',1,'3','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003105','8840',1,'2','1','2','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003106','1000',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003107','1640',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003107','5680',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003108','3360',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003108','3360',2,'2','2','3','-6',3,'1','-6','4','-9','2','-9','-9','-9','-9','-9'
'000000003108','5680',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003108','6480',1,'1','1','3','-6',3,'2','1','1','-9','1','-9','-9','-9','-9','-9'
'000000003108','7360',1,'2','2','3','-6',2,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000003109','1000',1,'1','1','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003109','6480',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003109','7160',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003110','0720',1,'2','2','3','-6',5,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003110','5680',1,'1','1','1','1',4,'2','1','4','-9','1','-9','-9','-9','-9','-9'
'000000003111','1120',1,'2','2','3','-6',3,'2','1','4','-9','1','-9','-9','-9','-9','-9'
'000000003111','5120',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003111','5120',2,'2','2','3','-6',2,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000003111','7400',1,'1','1','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003111','7400',2,'-6','-6','-6','-6',-6,'-6','-6','-6','1','2','-9','-9','-9','1','-9'
'000000003112','1640',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003112','6480',1,'1','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003112','8840',1,'1','2','3','-6',4,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000003113','0720',1,'1','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003113','0720',2,'1','2','3','-6',2,'1','-6','2','-9','2','-9','-9','-9','-9','-9'
'000000003113','0720',3,'2','2','3','-6',1,'1','-6','1','-9','3','-9','-9','-9','-9','1'
'000000003113','1640',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003113','5120',1,'1','1','3','-6',2,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000003113','5120',2,'1','1','3','-6',3,'2','2','3','-9','2','-9','-9','-9','-9','-9'
'000000003113','7400',1,'1','1','3','-6',6,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003113','7400',2,'-6','-6','-6','-6',-6,'-6','-6','-6','1','2','-9','-9','-9','1','-9'
'000000003114','5680',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003114','5775',1,'1','2','-9','-6',-7,'-9','-6','-9','-9','1','-9','-9','-9','1','-9'
'000000003115','5120',1,'1','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003115','7400',1,'1','3','4','-6',3,'2','2','4','-9','1','-9','-9','-9','-9','-9'
'000000003116','1000',1,'1','3','3','-6',5,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003116','5775',1,'1','1','3','-6',5,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003116','7160',1,'-6','-6','-6','-6',-6,'-6','-6','-6','1','1','-9','-9','-9','1','-9'
'000000003116','7160',2,'2','2','3','-6',1,'1','-6','2','-9','2','-9','-9','-9','-9','1'
'000000003116','8840',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000003117','1000',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003117','1000',2,'1','1','3','-6',7,'2','1','3','-9','2','-9','-9','-9','-9','-9'
'000000003117','8840',1,'1','1','3','-6',2,'2','1','2','-9','1','-9','-9','-9','-9','-9'
'000000003118','1640',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003119','6840',-9,'-9','3','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003119','7360',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000003119','8280',1,'3','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003120','3360',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003120','5120',1,'2','2','1','1',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000003120','6840',1,'1','2','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003120','8840',1,'1','2','3','-6',-7,'1','-6','1','-9','1','-9','-9','-9','1','-9'
'000000003121','6480',1,'2','2','3','-6',3,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003121','6840',1,'1','1','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003121','7360',1,'1','1','3','-6',6,'2','2','1','-9','1','-9','-9','-9','-9','-9'
'000000003121','7400',1,'-7','2','4','-6',-7,'-7','-6','1','-9','1','-9','1','-9','-9','-9'
'000000003121','7400',2,'2','2','3','-6',-7,'1','-6','1','-9','2','-9','-9','-9','-9','-9'
'000000003122','5680',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003122','8840',1,'2','2','3','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003123','0720',1,'1','3','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
'000000003123','1120',1,'1','2','3','-6',2,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003123','5680',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003123','7360',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000003124','5775',1,'1','1','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003124','5775',2,'1','1','3','-6',1,'1','-6','3','-9','2','-9','-9','-9','-9','1'
'000000003125','1000',1,'4','-6','-6','-6',-6,'-6','-6','-6','-9','1','-9','-9','-9','1','-9'
'000000003125','5120',1,'1','1','3','-6',4,'1','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003125','7160',-9,'-9','2','-9','-6',-7,'-9','-6','-9','-9','1','1','1','-9','1','-9'
'000000003125','7360',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003126','5680',1,'2','2','3','-6',4,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003126','7360',1,'2','2','3','-6',2,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003127','5775',1,'2','2','3','-6',3,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003128','8840',1,'2','2','2','-6',-8,'-8','-6','2','-9','1','-9','-9','-9','-9','-9'
'000000003129','5680',1,'2','2','3','-6',2,'2','2','2','-9','1','-9','-9','-9','-9','-9'
'000000003130','0720',-9,'1','1','-9','-6',-7,'-9','-6','-9','-9','1','1','1','1','1','-9'
'000000003130','8840',1,'1','2','3','-6',1,'1','-6','2','-9','1','-9','-9','-9','-9','1'
'000000003130','8840',2,'2','2','3','-6',1,'1','-6','2','-9','2','-9','-9','-9','-9','1'
'000000003131','1640',1,'2','2','2','-6',4,'1','-6','1','-9','1','-9','-9','-9','-9','-9'
'000000003131','5775',1,'1','1','3','-6',3,'1','-6','3','-9','1','-9','-9','-9','-9','-9'
'000000003131','6480',1,'2','2','3','-6',1,'1','-6','1','-9','1','-9','-9','-9','-9','1'
