CONTROL,SMSA,OWNHERE,JWNHER
'000000003481','7240','2','-9'
'000000003481','6920','1','-9'
'000000003482','2080','-6','-9'
'000000003482','4920','2','-9'
'000000003482','7240','1','-9'
'000000003483','4920','1','-9'
'000000003483','5560','2','-9'
'000000003484','2080','2','-9'
'000000003484','4920','2','-9'
'000000003484','6280','-6','-9'
'000000003484','7240','2','-9'
'000000003485','0520','1','-9'
'000000003485','3280','2','-9'
'000000003485','4920','2','-9'
'000000003485','5560','2','-9'
'000000003485','7240','-6','-9'
'000000003485','6920','-6','-9'
'000000003486','1680','2','-9'
'000000003486','5560','2','-9'
'000000003486','6280','1','-9'
'000000003486','7240','-6','-9'
'000000003487','0520','2','-9'
'000000003487','1680','-6','-9'
'000000003487','3480','-6','-9'
'000000003487','5560','-6','-9'
'000000003487','7240','-6','-9'
'000000003487','7600','1','-9'
'000000003487','7040','-6','-9'
'000000003487','6920','2','-9'
'000000003488','0520','2','-9'
'000000003488','1680','1','-9'
'000000003488','3480','2','-9'
'000000003488','4920','2','-9'
'000000003488','5560','1','-9'
'000000003488','7240','2','2'
'000000003489','3280','2','-9'
'000000003489','4920','2','-9'
'000000003489','6280','2','-9'
'000000003489','7240','2','-9'
'000000003489','7040','-6','-9'
'000000003489','6920','2','2'
'000000003490','1680','2','-9'
'000000003490','2080','2','-9'
'000000003490','4920','1','-9'
'000000003490','5560','2','-9'
'000000003490','5880','-6','-9'
'000000003490','7240','-6','-9'
'000000003491','0520','2','-9'
'000000003491','2080','-6','-9'
'000000003491','4920','2','-9'
'000000003492','4920','2','-9'
'000000003492','6920','-6','-9'
'000000003493','2080','2','-9'
'000000003493','3280','2','-9'
'000000003493','4920','2','-9'
'000000003493','5560','-6','-9'
'000000003493','6280','-6','-9'
'000000003493','6920','-6','-9'
'000000003494','0520','2','-9'
'000000003494','1680','2','-9'
'000000003494','5560','2','-9'
'000000003494','7040','2','-9'
'000000003495','0520','2','-9'
'000000003495','6280','-6','-9'
'000000003495','7040','1','-9'
'000000003495','6920','-6','-9'
'000000003496','0520','-6','-9'
'000000003496','2080','2','-9'
'000000003496','3280','2','-9'
'000000003496','4920','2','-9'
'000000003496','5560','1','-9'
'000000003496','6280','2','-9'
'000000003497','0520','2','-9'
'000000003497','4920','2','-9'
'000000003497','5560','1','-9'
'000000003497','5880','-6','-9'
'000000003497','7240','2','-9'
'000000003497','6920','1','-9'
'000000003498','0520','2','-9'
'000000003498','1680','-6','-9'
'000000003498','2080','2','-9'
'000000003498','4920','2','-9'
'000000003498','5560','1','-9'
'000000003498','7240','2','-9'
'000000003499','1680','-6','-9'
'000000003499','2080','2','-9'
'000000003499','4920','2','-9'
'000000003499','5560','2','2'
'000000003499','7240','2','-9'
'000000003499','6920','1','-9'
'000000003500','1680','-6','-9'
'000000003500','2080','1','-9'
'000000003500','3480','-6','-9'
'000000003500','4920','2','-9'
'000000003500','5560','2','-9'
'000000003500','6280','2','-9'
'000000003500','7240','2','-9'
'000000003500','7040','2','-9'
'000000003501','3280','2','-9'
'000000003501','4920','-6','-9'
'000000003501','5560','2','-9'
'000000003501','7040','2','-9'
'000000003501','6920','1','-9'
'000000003502','1680','-6','-9'
'000000003502','3280','1','-9'
'000000003502','5560','2','-9'
'000000003502','5880','-6','-9'
'000000003503','0520','-6','-9'
'000000003503','1680','2','-9'
'000000003503','4920','2','-9'
'000000003503','5560','2','-9'
'000000003503','6280','2','-9'
'000000003503','7240','2','-9'
'000000003503','7040','-6','-9'
'000000003503','6920','1','-9'
'000000003504','7600','-6','-9'
'000000003504','7040','2','-9'
'000000003505','1680','-6','-9'
'000000003505','2080','2','-9'
'000000003505','5560','2','-9'
'000000003505','7240','1','-9'
'000000003505','6920','2','-9'
'000000003506','7240','1','-9'
'000000003507','3280','2','-9'
'000000003507','5560','2','2'
'000000003507','6280','2','-9'
'000000003507','7240','1','-9'
'000000003507','6920','2','-9'
'000000003508','2080','1','-9'
'000000003508','5560','-6','-9'
'000000003509','0520','1','-9'
'000000003509','1680','2','-9'
'000000003509','2080','-6','-9'
'000000003509','5560','1','-9'
'000000003509','7240','1','2'
'000000003509','7040','2','-9'
'000000003509','6920','2','-9'
'000000003510','0520','2','-9'
'000000003510','2080','2','-9'
'000000003510','3280','2','-9'
'000000003510','4920','-6','-9'
'000000003510','7240','-6','-9'
'000000003510','7040','1','-9'
'000000003511','1680','1','-9'
'000000003511','2080','1','-9'
'000000003511','3280','1','-9'
'000000003511','4920','-6','-9'
'000000003511','6280','1','2'
'000000003511','6920','2','-9'
'000000003512','1680','2','-9'
'000000003512','2080','-6','-9'
'000000003512','4920','2','-9'
'000000003512','5560','1','2'
'000000003513','2080','1','-9'
'000000003513','3280','-6','-9'
'000000003513','5560','2','-9'
'000000003513','6280','-6','-9'
'000000003513','7240','2','-9'
'000000003514','2080','-6','-9'
'000000003514','4920','-6','-9'
'000000003514','7240','-6','-9'
'000000003515','0520','2','-9'
'000000003515','1680','2','-9'
'000000003515','2080','2','-9'
'000000003515','6280','2','-9'
'000000003515','6920','2','-9'
'000000003516','0520','1','-9'
'000000003516','2080','2','2'
'000000003516','3480','-6','-9'
'000000003516','5560','2','-9'
'000000003516','6280','-6','-9'
'000000003516','7240','-6','-9'
'000000003517','1680','-6','-9'
'000000003517','2080','2','-9'
'000000003517','4920','2','-9'
'000000003517','7240','-6','-9'
'000000003517','7040','2','-9'
'000000003518','7240','-6','-9'
'000000003519','1680','-6','-9'
'000000003519','2080','2','-9'
'000000003519','5560','2','-9'
'000000003519','5880','-6','-9'
'000000003519','7240','2','-9'
'000000003519','6920','1','-9'
'000000003520','2080','2','-9'
'000000003520','4920','2','-9'
'000000003520','7240','2','-9'
'000000003521','0520','-6','-9'
'000000003521','4920','2','-9'
'000000003521','5560','2','-9'
'000000003521','7240','2','-9'
'000000003521','6920','1','-9'
'000000003522','2080','1','-9'
'000000003522','5560','-6','-9'
'000000003522','7240','2','-9'
'000000003523','2080','1','-9'
'000000003523','7240','2','-9'
'000000003523','7040','2','2'
'000000003523','6920','2','-9'
'000000003524','0520','2','-9'
'000000003524','1680','2','-9'
'000000003524','4920','-6','-9'
'000000003524','5560','2','-9'
'000000003525','1680','1','-9'
'000000003525','2080','2','-9'
'000000003525','4920','2','-9'
'000000003525','5560','2','2'
'000000003525','6280','-6','-9'
'000000003525','7240','2','-9'
'000000003525','6920','2','-9'
'000000003526','2080','1','-9'
'000000003526','3280','-6','-9'
'000000003526','4920','2','-9'
'000000003526','5560','-6','-9'
'000000003526','7040','-6','-9'
'000000003527','0520','-6','-9'
'000000003527','2080','2','-9'
'000000003527','3280','1','-9'
'000000003527','5560','2','-9'
'000000003527','7240','2','-9'
'000000003527','6920','2','-9'
'000000003528','1680','2','-9'
'000000003528','2080','-6','-9'
'000000003528','7240','-6','-9'
'000000003528','7040','1','-9'
'000000003529','2080','1','-9'
'000000003529','7040','2','-9'
'000000003529','6920','2','2'
'000000003530','4920','2','-9'
'000000003530','5560','2','-9'
'000000003530','5880','-6','-9'
'000000003531','1680','-6','-9'
'000000003531','2080','-6','-9'
'000000003531','3280','-6','-9'
'000000003531','7240','2','-9'
'000000003531','6920','2','-9'
'000000003532','1680','1','-9'
'000000003532','2080','2','-9'
'000000003532','4920','2','-9'
'000000003532','7240','2','-9'
'000000003533','7240','2','-9'
'000000003533','7040','-6','-9'
'000000003533','6920','1','-9'
'000000003534','1680','2','-9'
'000000003534','2080','2','-9'
'000000003534','5880','-6','-9'
'000000003534','7240','2','-9'
'000000003534','7040','-6','-9'
'000000003535','1680','-6','-9'
'000000003535','3280','-6','-9'
'000000003535','5560','1','-9'
'000000003535','6920','1','-9'
'000000003536','2080','2','-9'
'000000003536','4920','2','2'
'000000003536','5560','2','-9'
'000000003536','6280','-6','-9'
'000000003536','7240','2','-9'
'000000003536','7040','1','-9'
'000000003537','1680','1','-9'
'000000003537','2080','1','-9'
'000000003537','4920','-6','-9'
'000000003537','5560','2','-9'
'000000003537','7040','-6','-9'
'000000003537','6920','2','-9'
'000000003538','2080','-6','-9'
'000000003538','3280','2','-9'
'000000003538','5560','-6','-9'
'000000003538','7240','-6','-9'
'000000003538','7600','-6','-9'
'000000003539','0520','2','-9'
'000000003539','1680','2','-9'
'000000003539','2080','2','-9'
'000000003539','4920','2','-9'
'000000003539','5560','2','-9'
'000000003539','7240','-6','-9'
'000000003539','6920','-6','-9'
'000000003540','1680','2','-9'
'000000003540','5560','-6','-9'
'000000003540','6280','2','-9'
'000000003541','2080','1','2'
'000000003541','5560','2','2'
'000000003541','7240','2','-9'
'000000003541','7600','-6','-9'
'000000003542','4920','-6','-9'
'000000003542','5560','2','-9'
'000000003542','7240','-6','-9'
'000000003543','0520','2','-9'
'000000003543','2080','1','-9'
'000000003543','3280','2','-9'
'000000003543','3480','-6','-9'
'000000003543','7240','2','-9'
'000000003543','7040','2','-9'
'000000003543','6920','-6','-9'
'000000003544','0520','2','-9'
'000000003544','1680','2','-9'
'000000003544','2080','-6','-9'
'000000003544','4920','2','-9'
'000000003544','6280','1','-9'
'000000003544','7240','1','-9'
'000000003545','1680','2','-9'
'000000003545','2080','2','-9'
'000000003545','7240','2','-9'
'000000003545','6920','1','2'
'000000003546','1680','2','-9'
'000000003546','2080','2','2'
'000000003546','3280','2','-9'
'000000003546','4920','-6','-9'
'000000003546','7240','2','-9'
'000000003546','7040','2','-9'
'000000003547','2080','2','-9'
'000000003547','5560','2','2'
'000000003547','7240','2','-9'
'000000003547','7600','-6','-9'
'000000003547','7040','2','-9'
'000000003548','1680','2','-9'
'000000003548','3280','-6','-9'
'000000003548','4920','2','-9'
'000000003548','6280','2','-9'
'000000003548','7600','-6','-9'
'000000003549','1680','2','-9'
'000000003549','3280','-6','-9'
'000000003549','5560','2','-9'
'000000003549','6920','1','-9'
'000000003550','0520','1','-9'
'000000003550','2080','2','-9'
'000000003550','5560','-6','-9'
'000000003550','7240','2','-9'
'000000003551','1680','1','-9'
'000000003551','2080','-6','-9'
'000000003551','3480','-6','-9'
'000000003551','5560','1','-9'
'000000003551','6280','1','-9'
'000000003551','7240','2','-9'
'000000003551','7600','-6','-9'
'000000003551','6920','1','-9'
'000000003552','1680','2','-9'
'000000003552','7240','2','-9'
'000000003553','0520','2','-9'
'000000003553','1680','-6','-9'
'000000003553','2080','2','-9'
'000000003553','4920','2','-9'
'000000003553','5560','1','-9'
'000000003553','6280','2','-9'
'000000003553','7240','2','-9'
'000000003554','0520','2','-9'
'000000003554','4920','1','-9'
'000000003554','7040','2','-9'
'000000003555','0520','-6','-9'
'000000003555','2080','1','-9'
'000000003555','5560','2','-9'
'000000003555','7240','2','2'
'000000003555','6920','2','-9'
'000000003556','1680','2','-9'
'000000003556','2080','1','-9'
'000000003556','4920','2','-9'
'000000003556','7600','-6','-9'
'000000003557','1680','1','-9'
'000000003557','2080','2','-9'
'000000003557','3480','-6','-9'
'000000003557','4920','2','2'
'000000003557','6280','1','-9'
'000000003557','7240','2','-9'
'000000003557','7040','1','-9'
'000000003558','0520','2','-9'
'000000003558','3280','-6','-9'
'000000003558','3480','-6','-9'
'000000003558','7240','2','-9'
'000000003559','0520','2','-9'
'000000003559','2080','2','-9'
'000000003559','5560','1','-9'
'000000003559','6280','-6','-9'
'000000003559','6920','1','-9'
'000000003560','1680','2','-9'
'000000003560','7240','2','-9'
'000000003561','1680','2','-9'
'000000003561','2080','1','-9'
'000000003561','4920','-6','-9'
'000000003561','5560','2','-9'
'000000003561','6280','-6','-9'
'000000003561','7240','2','-9'
'000000003561','6920','2','-9'
'000000003562','6920','-6','-9'
'000000003563','2080','2','-9'
'000000003563','3480','-6','-9'
'000000003563','4920','2','-9'
'000000003563','5560','2','-9'
'000000003563','7240','-6','-9'
'000000003563','6920','1','-9'
'000000003564','1680','-6','-9'
'000000003564','5560','1','-9'
'000000003564','7600','-6','-9'
'000000003565','0520','-6','-9'
'000000003565','1680','2','-9'
'000000003565','2080','1','-9'
'000000003565','6280','2','-9'
'000000003565','7240','2','-9'
'000000003565','6920','-6','-9'
'000000003566','2080','2','2'
'000000003566','5560','2','-9'
'000000003566','7600','-6','-9'
'000000003567','0520','-6','-9'
'000000003567','1680','2','-9'
'000000003567','2080','1','-9'
'000000003567','7240','2','-9'
'000000003567','6920','1','-9'
'000000003568','1680','2','2'
'000000003568','5560','2','-9'
'000000003568','7240','2','-9'
'000000003569','1680','2','-9'
'000000003569','2080','1','-9'
'000000003569','3480','-6','-9'
'000000003569','7240','-6','-9'
'000000003570','1680','2','-9'
'000000003570','2080','1','-9'
'000000003570','4920','2','-9'
'000000003570','5560','-6','-9'
'000000003570','6280','2','-9'
'000000003570','7240','-6','-9'
'000000003570','6920','-6','-9'
'000000003571','1680','2','2'
'000000003571','2080','-6','-9'
'000000003571','4920','2','-9'
'000000003571','7240','2','-9'
'000000003571','7600','-6','-9'
'000000003571','6920','1','-9'
'000000003572','0520','1','-9'
'000000003572','4920','2','-9'
'000000003572','7600','2','-9'
'000000003573','0520','2','-9'
'000000003573','1680','-6','-9'
'000000003573','2080','1','-9'
'000000003573','5560','2','-9'
'000000003573','7240','2','-9'
'000000003573','7040','2','-9'
'000000003573','6920','1','-9'
'000000003574','1680','-6','-9'
'000000003574','2080','1','-9'
'000000003574','7040','1','-9'
'000000003575','0520','2','2'
'000000003575','1680','1','-9'
'000000003575','4920','2','-9'
'000000003575','5560','2','-9'
'000000003575','6280','1','-9'
'000000003575','6920','2','-9'
'000000003576','0520','1','-9'
'000000003576','1680','-6','-9'
'000000003576','2080','2','-9'
'000000003576','5560','2','-9'
'000000003576','7240','-6','-9'
'000000003577','7240','2','-9'
'000000003578','0520','2','-9'
'000000003578','3280','-6','-9'
'000000003578','4920','2','-9'
'000000003578','6280','-6','-9'
'000000003578','7240','-6','-9'
'000000003578','7600','2','-9'
'000000003579','0520','-6','-9'
'000000003579','1680','2','-9'
'000000003579','4920','2','-9'
'000000003579','7040','2','-9'
'000000003580','4920','2','2'
'000000003581','3280','2','-9'
'000000003581','3480','-6','-9'
'000000003581','4920','2','-9'
'000000003581','5560','2','2'
'000000003581','7240','1','-9'
'000000003581','6920','1','-9'
'000000003582','1680','1','-9'
'000000003582','2080','1','-9'
'000000003582','4920','2','-9'
'000000003582','5560','1','-9'
'000000003582','7240','1','-9'
'000000003583','0520','1','-9'
'000000003583','4920','2','2'
'000000003583','7040','2','-9'
'000000003583','6920','1','-9'
'000000003584','5560','2','-9'
'000000003584','7240','2','-9'
'000000003584','7040','2','-9'
'000000003584','6920','-6','-9'
'000000003585','1680','2','-9'
'000000003585','2080','2','-9'
'000000003585','3280','1','-9'
'000000003585','7240','-6','-9'
'000000003585','6920','2','2'
'000000003586','0520','2','-9'
'000000003586','2080','1','-9'
'000000003587','0520','2','2'
'000000003587','2080','2','-9'
'000000003587','4920','2','-9'
'000000003587','5560','2','-9'
'000000003587','7600','-6','-9'
'000000003588','1680','2','-9'
'000000003588','5560','2','-9'
'000000003589','0520','2','-9'
'000000003589','2080','2','-9'
'000000003589','3480','-6','-9'
'000000003589','5560','2','-9'
'000000003589','6920','1','-9'
'000000003590','0520','-6','-9'
'000000003590','1680','2','-9'
'000000003590','5560','1','-9'
'000000003590','6280','2','-9'
'000000003590','7600','-6','-9'
'000000003591','1680','1','-9'
'000000003591','2080','1','-9'
'000000003591','7240','2','-9'
'000000003591','7040','2','-9'
'000000003592','1680','2','-9'
'000000003592','4920','1','-9'
'000000003592','5560','1','-9'
'000000003593','0520','2','-9'
'000000003593','1680','1','-9'
'000000003593','2080','1','-9'
'000000003593','5560','2','-9'
'000000003593','6920','-6','-9'
'000000003594','2080','2','-9'
'000000003594','3280','2','-9'
'000000003594','5560','2','-9'
'000000003594','7240','1','-9'
'000000003595','1680','2','-9'
'000000003595','2080','2','-9'
'000000003595','3280','2','-9'
'000000003595','6920','1','-9'
'000000003596','0520','-6','-9'
'000000003596','1680','2','-9'
'000000003596','4920','-6','-9'
'000000003596','5560','-6','-9'
'000000003596','7040','2','-9'
'000000003597','1680','-6','-9'
'000000003597','5560','2','2'
'000000003597','7040','1','-9'
'000000003598','0520','2','-9'
'000000003598','1680','1','-9'
'000000003598','2080','1','-9'
'000000003598','5560','2','-9'
'000000003598','6280','-6','-9'
'000000003599','0520','2','-9'
'000000003599','2080','1','2'
'000000003599','3280','2','-9'
'000000003599','6920','2','-9'
'000000003600','0520','2','-9'
'000000003600','1680','2','-9'
'000000003601','3480','-6','-9'
'000000003601','4920','2','-9'
'000000003601','5560','-6','-9'
'000000003601','7040','2','2'
'000000003602','0520','-6','-9'
'000000003602','1680','2','-9'
'000000003602','4920','2','-9'
'000000003602','5560','2','-9'
'000000003603','0520','2','-9'
'000000003603','1680','2','-9'
'000000003603','2080','-6','-9'
'000000003604','0520','2','-9'
'000000003604','2080','2','-9'
'000000003604','4920','-6','-9'
'000000003604','5560','2','2'
'000000003604','6280','2','-9'
'000000003604','7240','2','-9'
'000000003605','1680','2','-9'
'000000003605','2080','2','-9'
'000000003605','3480','2','-9'
'000000003605','4920','2','-9'
'000000003606','0520','2','-9'
'000000003606','1680','1','-9'
'000000003606','2080','1','-9'
'000000003606','3280','2','-9'
'000000003606','4920','2','-9'
'000000003606','5560','2','-9'
'000000003607','1680','2','-9'
'000000003607','2080','2','-9'
'000000003607','4920','2','-9'
'000000003607','7040','2','-9'
'000000003607','6920','2','-9'
'000000003608','1680','2','-9'
'000000003608','5560','2','-9'
'000000003609','1680','2','-9'
'000000003609','2080','2','-9'
'000000003609','3280','-6','-9'
'000000003609','4920','2','-9'
'000000003609','6280','2','-9'
'000000003609','7600','-6','-9'
'000000003609','6920','1','-9'
'000000003610','0520','2','-9'
'000000003610','1680','1','-9'
'000000003610','4920','1','-9'
'000000003611','2080','1','-9'
'000000003611','3280','2','-9'
'000000003611','4920','-6','-9'
'000000003611','6920','2','-9'
'000000003612','0520','2','-9'
'000000003612','1680','1','-9'
'000000003612','6920','-6','-9'
'000000003613','2080','-6','-9'
'000000003613','3280','1','-9'
'000000003613','5560','1','-9'
'000000003613','6920','1','-9'
'000000003614','1680','-6','-9'
'000000003614','2080','1','-9'
'000000003614','4920','2','-9'
'000000003614','5560','-6','-9'
'000000003614','7600','2','-9'
'000000003615','2080','2','-9'
'000000003615','5560','-6','-9'
'000000003616','2080','-6','-9'
'000000003616','5560','2','-9'
'000000003617','1680','-6','-9'
'000000003617','3480','-6','-9'
'000000003617','7040','-6','-9'
'000000003617','6920','1','-9'
'000000003618','2080','1','-9'
'000000003618','4920','1','-9'
'000000003618','6280','-6','-9'
'000000003618','7600','1','-9'
'000000003618','6920','-6','-9'
'000000003619','0520','2','-9'
'000000003619','1680','2','-9'
'000000003619','2080','1','-9'
'000000003619','5560','2','-9'
'000000003619','6920','2','-9'
'000000003620','1680','2','-9'
'000000003620','4920','2','-9'
'000000003620','6920','1','-9'
'000000003621','0520','2','-9'
'000000003621','1680','2','-9'
'000000003621','3480','1','-9'
'000000003621','5560','2','2'
'000000003621','6920','2','-9'
'000000003622','2080','2','-9'
'000000003622','3480','2','-9'
'000000003622','4920','2','-9'
'000000003622','6920','2','-9'
'000000003623','0520','2','-9'
'000000003623','1680','1','-9'
'000000003623','2080','2','-9'
'000000003623','5560','-6','-9'
'000000003623','6280','2','-9'
'000000003623','7240','-6','-9'
'000000003623','7040','-6','-9'
'000000003623','6920','1','-9'
'000000003624','1680','2','-9'
'000000003624','2080','2','-9'
'000000003624','4920','-6','-9'
'000000003624','7600','-6','-9'
'000000003624','6920','1','-9'
'000000003625','0520','-6','-9'
'000000003625','1680','-6','-9'
'000000003625','3280','2','-9'
'000000003625','3480','-6','-9'
'000000003625','5560','1','-9'
'000000003625','6920','1','-9'
'000000003626','1680','2','-9'
'000000003626','2080','1','-9'
'000000003626','3280','2','-9'
'000000003626','3480','-6','-9'
'000000003626','4920','2','-9'
'000000003626','5560','1','-9'
'000000003626','6920','2','-9'
'000000003627','1680','1','-9'
'000000003627','2080','1','-9'
'000000003627','5880','-6','-9'
'000000003627','6920','2','-9'
'000000003628','0520','-6','-9'
'000000003628','2080','2','-9'
'000000003628','4920','2','-9'
'000000003628','6280','-6','-9'
'000000003628','7040','2','2'
'000000003628','6920','2','-9'
'000000003629','0520','2','-9'
'000000003629','1680','1','-9'
'000000003629','2080','1','-9'
'000000003629','5560','2','-9'
'000000003629','6920','2','-9'
'000000003630','1680','-6','-9'
'000000003630','5560','-6','-9'
'000000003630','6920','2','2'
'000000003631','0520','2','-9'
'000000003631','3480','-6','-9'
'000000003632','1680','2','-9'
'000000003632','2080','1','-9'
'000000003632','4920','1','-9'
'000000003632','5560','2','2'
'000000003632','5880','-6','-9'
'000000003632','6280','2','-9'
'000000003632','7600','2','-9'
'000000003633','0520','2','-9'
'000000003633','1680','2','-9'
'000000003633','2080','2','-9'
'000000003633','4920','2','-9'
'000000003633','5560','2','-9'
'000000003633','7600','2','-9'
'000000003633','7040','2','-9'
'000000003633','6920','1','-9'
'000000003634','0520','2','-9'
'000000003634','2080','2','-9'
'000000003634','3280','-6','-9'
'000000003634','7600','-6','-9'
'000000003634','7040','-6','-9'
'000000003635','0520','-6','-9'
'000000003635','2080','2','-9'
'000000003635','3280','2','-9'
'000000003635','5560','1','-9'
'000000003635','7240','2','-9'
'000000003635','6920','2','-9'
'000000003636','1680','2','-9'
'000000003636','2080','2','-9'
'000000003636','3280','1','-9'
'000000003636','5560','-6','-9'
'000000003636','6280','-6','-9'
'000000003637','0520','2','-9'
'000000003637','1680','-6','-9'
'000000003637','5560','2','-9'
'000000003637','6280','2','-9'
'000000003637','6920','2','-9'
'000000003638','1680','-6','-9'
'000000003638','2080','1','-9'
'000000003638','4920','2','-9'
'000000003638','6920','2','-9'
'000000003639','2080','2','-9'
'000000003639','5880','-6','-9'
'000000003639','7240','-6','-9'
'000000003639','6920','2','-9'
'000000003640','1680','2','-9'
'000000003640','2080','1','-9'
'000000003640','3280','-6','-9'
'000000003640','5880','-6','-9'
'000000003640','7040','2','-9'
'000000003641','1680','1','-9'
'000000003641','2080','1','2'
'000000003641','3280','2','-9'
'000000003641','3480','-6','-9'
'000000003641','4920','2','-9'
'000000003641','6280','2','-9'
'000000003642','0520','-6','-9'
'000000003642','2080','2','-9'
'000000003642','3480','2','-9'
'000000003642','5560','2','-9'
'000000003642','7240','-6','-9'
'000000003642','6920','1','-9'
'000000003643','2080','2','-9'
'000000003643','5880','-6','-9'
'000000003643','7240','-6','-9'
'000000003643','6920','1','-9'
'000000003644','0520','-6','-9'
'000000003644','2080','2','-9'
'000000003644','3280','-6','-9'
'000000003644','4920','1','-9'
'000000003644','5560','2','-9'
'000000003644','7240','-6','-9'
'000000003645','1680','-6','-9'
'000000003645','2080','-6','-9'
'000000003645','3280','-6','-9'
'000000003645','5560','2','-9'
'000000003645','5880','-6','-9'
'000000003645','7240','-6','-9'
'000000003645','7040','2','-9'
'000000003645','6920','-6','-9'
'000000003646','0520','2','2'
'000000003646','1680','-6','-9'
'000000003646','2080','2','-9'
'000000003646','3280','1','-9'
'000000003646','3480','2','2'
'000000003646','6280','2','2'
'000000003646','7600','-6','-9'
'000000003647','0520','2','-9'
'000000003647','1680','-6','-9'
'000000003647','2080','-6','-9'
'000000003647','5560','2','-9'
'000000003647','5880','2','-9'
'000000003647','6920','2','-9'
'000000003648','0520','-6','-9'
'000000003648','1680','-6','-9'
'000000003648','2080','1','-9'
'000000003648','3280','-6','-9'
'000000003648','6920','-6','-9'
'000000003649','0520','2','-9'
'000000003649','2080','2','-9'
'000000003649','5880','-6','-9'
'000000003649','6920','2','-9'
'000000003650','2080','1','-9'
'000000003650','3280','2','-9'
'000000003650','6920','1','-9'
'000000003651','1680','1','-9'
'000000003651','2080','2','-9'
'000000003651','4920','2','-9'
'000000003651','5560','2','-9'
'000000003651','5880','-6','-9'
'000000003651','6280','2','-9'
'000000003651','7040','2','-9'
'000000003652','0520','2','-9'
'000000003652','1680','2','-9'
'000000003652','5880','-6','-9'
'000000003652','7600','-6','-9'
'000000003652','7040','2','-9'
'000000003652','6920','-6','-9'
'000000003653','1680','-6','-9'
'000000003653','3280','-6','-9'
'000000003653','4920','2','-9'
'000000003653','6920','-6','-9'
'000000003654','1680','2','-9'
'000000003654','2080','1','-9'
'000000003654','4920','-6','-9'
'000000003654','5560','2','-9'
'000000003654','7240','-6','-9'
'000000003654','7600','-6','-9'
'000000003655','1680','-6','-9'
'000000003655','2080','1','-9'
'000000003655','5880','-6','-9'
'000000003655','6920','2','-9'
'000000003656','1680','2','-9'
'000000003656','2080','2','-9'
'000000003656','5560','2','-9'
'000000003656','6280','1','-9'
'000000003656','6920','1','-9'
'000000003657','0520','2','2'
'000000003657','1680','-6','-9'
'000000003657','2080','1','-9'
'000000003657','5880','-6','-9'
'000000003657','7040','2','-9'
'000000003657','6920','1','-9'
'000000003658','2080','-6','-9'
'000000003658','5560','-6','-9'
'000000003658','7240','-6','-9'
'000000003658','7040','1','-9'
'000000003659','5560','2','-9'
'000000003659','5880','1','-9'
'000000003659','6920','2','-9'
'000000003660','5560','2','-9'
'000000003660','6280','-6','-9'
'000000003660','6920','1','-9'
'000000003661','2080','-6','-9'
'000000003661','3280','2','-9'
'000000003661','6280','2','-9'
'000000003661','7600','2','-9'
'000000003661','6920','2','-9'
'000000003662','1680','-6','-9'
'000000003662','7040','2','-9'
'000000003662','6920','1','-9'
'000000003663','2080','-6','-9'
'000000003663','3480','-6','-9'
'000000003663','5560','-6','-9'
'000000003663','7600','-6','-9'
'000000003663','7040','2','-9'
'000000003664','0520','2','2'
'000000003664','1680','-6','-9'
'000000003664','2080','1','-9'
'000000003664','4920','-6','-9'
'000000003665','1680','2','-9'
'000000003665','7600','1','-9'
'000000003666','0520','2','2'
'000000003666','1680','-6','-9'
'000000003666','3480','-6','-9'
'000000003666','4920','-6','-9'
'000000003666','6920','1','-9'
'000000003667','0520','2','-9'
'000000003667','2080','2','-9'
'000000003667','3480','-6','-9'
'000000003667','6920','-6','-9'
'000000003668','1680','-6','-9'
'000000003668','2080','2','-9'
'000000003668','6280','-6','-9'
'000000003668','7040','2','-9'
'000000003668','6920','-6','-9'
'000000003669','0520','2','-9'
'000000003669','5560','2','2'
'000000003669','5880','2','-9'
'000000003669','7040','2','-9'
'000000003669','6920','1','-9'
'000000003670','1680','2','-9'
'000000003670','4920','2','-9'
'000000003670','7600','2','-9'
'000000003670','6920','1','-9'
'000000003671','0520','2','-9'
'000000003671','5560','2','-9'
'000000003671','7600','-6','-9'
'000000003671','7040','-6','-9'
'000000003672','1680','2','-9'
'000000003672','2080','-6','-9'
'000000003672','5560','2','-9'
'000000003672','7240','-6','-9'
'000000003672','6920','1','-9'
'000000003673','0520','2','-9'
'000000003673','1680','-6','-9'
'000000003673','2080','2','-9'
'000000003673','5880','-6','-9'
'000000003673','6920','1','-9'
'000000003674','1680','2','-9'
'000000003674','2080','2','-9'
'000000003674','4920','-6','-9'
'000000003674','5560','1','-9'
'000000003674','7040','2','2'
'000000003674','6920','1','-9'
'000000003675','0520','2','-9'
'000000003675','2080','-6','-9'
'000000003675','5560','2','-9'
'000000003675','5880','2','-9'
'000000003675','6280','2','2'
'000000003675','6920','1','-9'
'000000003676','2080','-6','-9'
'000000003676','3480','-6','-9'
'000000003676','5560','1','2'
'000000003676','7240','-6','-9'
'000000003677','1680','2','-9'
'000000003677','2080','2','-9'
'000000003677','3280','2','-9'
'000000003677','7600','-6','-9'
'000000003677','7040','1','-9'
'000000003677','6920','2','-9'
'000000003678','0520','2','-9'
'000000003678','2080','-6','-9'
'000000003678','6920','1','-9'
'000000003679','0520','2','-9'
'000000003679','1680','-6','-9'
'000000003679','2080','1','-9'
'000000003679','6920','1','-9'
'000000003680','0520','-6','-9'
