CONTROL,SMSA,OWNHERE,JWNHER
'000000000146','7600','1','-9'
'000000000147','0520','-6','-9'
'000000000147','3480','2','-9'
'000000000147','4920','2','-9'
'000000000147','5560','1','-9'
'000000000148','4920','-6','-9'
'000000000148','7240','1','-9'
'000000000149','7600','2','-9'
'000000000151','5880','-6','-9'
'000000000151','7040','2','-9'
'000000000153','0520','2','-9'
'000000000154','2080','2','-9'
'000000000155','0520','-6','-9'
'000000000155','5560','2','-9'
'000000000156','2080','2','2'
'000000000158','0520','-6','-9'
'000000000158','3280','2','-9'
'000000000158','6280','2','-9'
'000000000158','7240','2','-9'
'000000000158','7600','1','-9'
'000000000159','2080','2','-9'
'000000000159','7240','2','2'
'000000000160','5560','-6','-9'
'000000000160','5880','-6','-9'
'000000000160','7600','1','-9'
'000000000161','4920','2','-9'
'000000000162','0520','2','-9'
'000000000162','2080','2','-9'
'000000000162','7240','1','-9'
'000000000163','2080','2','-9'
'000000000164','5560','-6','-9'
'000000000164','7600','1','-9'
'000000000164','6920','-6','-9'
'000000000165','1680','1','2'
'000000000165','2080','2','-9'
'000000000165','4920','2','-9'
'000000000166','3480','2','-9'
'000000000167','4920','2','-9'
'000000000167','5880','1','-9'
'000000000167','7240','1','2'
'000000000167','6920','-6','-9'
'000000000168','0520','2','2'
'000000000168','5560','-6','-9'
'000000000168','6280','2','-9'
'000000000168','7240','2','-9'
'000000000169','5880','-6','-9'
'000000000169','7240','1','-9'
'000000000170','7240','2','-9'
'000000000171','0520','2','-9'
'000000000171','3480','1','-9'
'000000000171','5560','-6','-9'
'000000000172','0520','-6','-9'
'000000000172','1680','2','-9'
'000000000172','2080','1','-9'
'000000000174','7240','2','-9'
'000000000174','6920','1','-9'
'000000000175','7240','2','-9'
'000000000176','7600','2','2'
'000000000176','6920','1','-9'
'000000000177','7240','1','-9'
'000000000178','0520','-6','-9'
'000000000178','5560','2','-9'
'000000000179','0520','2','2'
'000000000180','0520','2','2'
'000000000180','6280','2','-9'
'000000000181','3280','-6','-9'
'000000000182','0520','2','-9'
'000000000182','7240','1','-9'
'000000000183','7240','2','-9'
'000000000183','7600','2','-9'
'000000000183','7040','-6','-9'
'000000000184','1680','-6','-9'
'000000000185','5560','2','-9'
'000000000187','0520','2','-9'
'000000000187','7600','2','-9'
'000000000189','6280','2','2'
'000000000189','7600','1','-9'
'000000000190','7600','1','-9'
'000000000192','4920','2','2'
'000000000192','6280','1','-9'
'000000000192','7600','1','-9'
'000000000193','6280','-6','-9'
'000000000194','4920','2','2'
'000000000195','7240','2','-9'
'000000000196','4920','2','2'
'000000000196','6920','1','-9'
'000000000197','0520','2','-9'
'000000000197','1680','-6','-9'
'000000000197','3280','-6','-9'
'000000000198','3480','-6','-9'
'000000000198','5560','-6','-9'
'000000000201','3480','2','2'
'000000000201','4920','-6','-9'
'000000000202','0520','-6','-9'
'000000000202','2080','2','-9'
'000000000202','6280','2','-9'
'000000000203','0520','2','-9'
'000000000203','6280','2','-9'
'000000000203','7240','1','-9'
'000000000204','7240','1','2'
'000000000204','6920','-6','-9'
'000000000205','3480','-6','-9'
'000000000205','4920','2','2'
'000000000205','6280','-6','-9'
'000000000206','2080','2','-9'
'000000000206','5880','1','-9'
'000000000206','7240','2','-9'
'000000000206','7600','1','-9'
'000000000207','3480','-6','-9'
'000000000207','5560','-6','-9'
'000000000208','5560','2','-9'
'000000000210','5560','2','2'
'000000000210','6920','1','-9'
'000000000211','1680','2','-9'
'000000000212','3280','1','-9'
'000000000212','6280','-6','-9'
'000000000213','5880','1','-9'
'000000000213','7240','2','-9'
'000000000214','7600','-6','-9'
'000000000214','7040','2','-9'
'000000000215','2080','2','-9'
'000000000215','3480','-6','-9'
'000000000215','4920','1','-9'
'000000000216','5560','2','-9'
'000000000217','0520','-6','-9'
'000000000217','4920','1','-9'
'000000000218','7600','1','-9'
'000000000219','5560','-6','-9'
'000000000219','6280','2','-9'
'000000000220','5880','2','-9'
'000000000221','7600','2','-9'
'000000000222','2080','2','2'
'000000000224','1680','1','-9'
'000000000224','3480','2','-9'
'000000000224','7240','-6','-9'
'000000000225','3480','-6','-9'
'000000000225','6280','2','-9'
'000000000226','7600','-6','-9'
'000000000227','5560','2','-9'
'000000000229','6920','1','-9'
'000000000230','6920','1','-9'
'000000000231','4920','-6','-9'
'000000000231','6280','2','2'
'000000000232','2080','2','-9'
'000000000232','5560','2','-9'
'000000000232','7240','-6','-9'
'000000000233','0520','1','-9'
'000000000233','6280','-6','-9'
'000000000234','3480','1','-9'
'000000000234','5880','1','-9'
'000000000234','6280','-6','-9'
'000000000236','2080','1','-9'
'000000000236','4920','-6','-9'
'000000000237','3480','2','-9'
'000000000237','4920','-6','-9'
'000000000237','7040','-6','-9'
'000000000238','1680','-6','-9'
'000000000238','5560','2','2'
'000000000238','7600','-6','-9'
'000000000239','1680','2','-9'
'000000000239','5560','-6','-9'
'000000000239','6280','-6','-9'
'000000000241','3480','2','-9'
'000000000241','6280','-6','-9'
'000000000241','7600','1','-9'
'000000000241','6920','-6','-9'
'000000000242','0520','2','-9'
'000000000243','6280','-6','-9'
'000000000243','7040','-6','-9'
'000000000244','2080','2','-9'
'000000000244','7240','-6','-9'
'000000000245','6280','2','-9'
'000000000246','4920','1','-9'
'000000000247','3280','-6','-9'
'000000000247','4920','-6','-9'
'000000000248','4920','1','-9'
'000000000248','6920','-6','-9'
'000000000249','3280','-6','-9'
'000000000251','3280','-6','-9'
'000000000252','5560','-6','-9'
'000000000253','1680','1','-9'
'000000000253','2080','2','-9'
'000000000253','3280','2','-9'
'000000000253','3480','-6','-9'
'000000000253','7600','1','-9'
'000000000254','3280','2','-9'
'000000000254','5560','1','-9'
'000000000254','6920','-6','-9'
'000000000256','2080','2','-9'
'000000000256','3280','2','-9'
'000000000257','3280','1','-9'
'000000000257','7600','1','-9'
'000000000258','1680','-6','-9'
'000000000258','6920','-6','-9'
'000000000259','5560','2','2'
'000000000259','7240','2','-9'
'000000000259','7040','-6','-9'
'000000000260','7240','1','-9'
'000000000261','7240','2','2'
'000000000261','6920','-6','-9'
'000000000262','1680','2','-9'
'000000000262','7240','1','-9'
'000000000263','1680','2','-9'
'000000000263','7240','2','-9'
'000000000264','5560','-6','-9'
'000000000264','7240','-6','-9'
'000000000265','6280','2','-9'
'000000000265','7240','2','2'
'000000000266','7240','2','-9'
'000000000267','3280','2','-9'
'000000000267','5560','-6','-9'
'000000000268','6280','2','-9'
'000000000268','7240','2','-9'
'000000000269','7240','-6','-9'
'000000000270','7040','-6','-9'
'000000000271','7240','2','-9'
'000000000272','1680','1','-9'
'000000000272','7240','2','-9'
'000000000273','1680','2','-9'
'000000000273','3280','2','-9'
'000000000273','7240','2','-9'
'000000000274','3480','1','-9'
'000000000274','6280','-6','-9'
'000000000274','6920','-6','-9'
'000000000275','5560','-6','-9'
'000000000275','7240','1','-9'
'000000000276','7240','2','-9'
'000000000276','7040','2','-9'
'000000000277','6280','-6','-9'
'000000000277','7240','2','-9'
'000000000278','1680','2','-9'
'000000000278','6280','-6','-9'
'000000000278','7240','2','-9'
'000000000278','7600','-6','-9'
'000000000279','7240','1','2'
'000000000280','0520','-6','-9'
'000000000280','4920','-6','-9'
'000000000281','1680','-6','-9'
'000000000281','3480','2','2'
'000000000281','5560','2','-9'
'000000000281','7240','2','-9'
'000000000282','6280','-6','-9'
'000000000282','7240','1','-9'
'000000000282','7600','1','-9'
'000000000283','5880','-6','-9'
'000000000284','1680','2','-9'
'000000000284','4920','-6','-9'
'000000000285','3480','1','-9'
'000000000285','5880','-6','-9'
'000000000286','6280','-6','-9'
'000000000286','7240','2','-9'
'000000000286','6920','1','-9'
'000000000287','1680','-6','-9'
'000000000287','6280','1','-9'
'000000000287','7240','2','-9'
'000000000288','5560','-6','-9'
'000000000288','6280','-6','-9'
'000000000288','7240','2','-9'
'000000000290','4920','1','-9'
'000000000290','5880','1','-9'
'000000000290','6920','2','-9'
'000000000291','0520','-6','-9'
'000000000292','3280','-6','-9'
'000000000292','4920','-6','-9'
'000000000293','3280','-6','-9'
'000000000293','7600','2','-9'
'000000000294','3280','-6','-9'
'000000000295','1680','1','-9'
'000000000295','3480','2','-9'
'000000000296','3280','2','-9'
'000000000296','5560','1','-9'
'000000000297','4920','2','-9'
'000000000297','5560','1','-9'
'000000000298','1680','2','-9'
'000000000298','5560','2','-9'
'000000000299','5560','2','-9'
'000000000299','5880','-6','-9'
'000000000299','6280','-6','-9'
'000000000300','3280','-6','-9'
'000000000300','7240','-6','-9'
'000000000301','1680','1','-9'
'000000000301','3280','-6','-9'
'000000000301','5880','2','-9'
'000000000301','6280','-6','-9'
'000000000301','6920','-6','-9'
'000000000303','2080','2','-9'
'000000000303','5880','-6','-9'
'000000000303','6280','-6','-9'
'000000000304','0520','-6','-9'
'000000000304','2080','-6','-9'
'000000000304','6920','1','2'
'000000000305','6280','-6','-9'
'000000000305','7240','-6','-9'
'000000000305','6920','-6','-9'
'000000000307','1680','1','-9'
'000000000307','7240','-6','-9'
'000000000308','1680','2','-9'
'000000000308','5560','-6','-9'
'000000000308','7600','2','-9'
'000000000308','6920','-6','-9'
'000000000309','5560','1','-9'
'000000000309','7240','-6','-9'
'000000000310','5880','-6','-9'
'000000000311','1680','2','-9'
'000000000311','2080','-6','-9'
'000000000312','1680','-6','-9'
'000000000312','2080','2','-9'
'000000000312','3480','-6','-9'
'000000000313','1680','-6','-9'
'000000000313','6920','-6','-9'
'000000000314','2080','1','-9'
'000000000315','7600','-6','-9'
'000000000316','4920','2','-9'
'000000000316','5880','2','-9'
'000000000317','1680','1','-9'
'000000000317','3280','-6','-9'
'000000000317','5880','2','-9'
'000000000318','3480','2','-9'
'000000000318','5560','-6','-9'
'000000000318','5880','2','-9'
'000000000319','1680','-6','-9'
'000000000319','5880','1','-9'
'000000000320','5880','2','-9'
'000000000322','6280','-6','-9'
'000000000323','5880','-6','-9'
'000000000325','1680','1','-9'
'000000000325','2080','2','-9'
'000000000326','2080','-6','-9'
'000000000326','3280','1','-9'
'000000000327','3280','2','-9'
'000000000327','7240','-6','-9'
'000000000328','2080','2','2'
'000000000328','3280','2','-9'
'000000000328','3480','2','-9'
'000000000329','3480','2','-9'
'000000000329','7600','1','-9'
'000000000330','2080','-6','-9'
'000000000330','3280','2','-9'
'000000000331','3280','2','-9'
'000000000332','2080','2','2'
'000000000332','7240','-6','-9'
'000000000333','1680','1','-9'
'000000000333','2080','2','2'
'000000000333','3280','1','-9'
'000000000333','5880','2','-9'
'000000000334','5560','-6','-9'
'000000000334','7240','2','-9'
'000000000335','5560','-6','-9'
'000000000335','7600','2','-9'
'000000000336','1680','2','-9'
'000000000336','7240','-6','-9'
'000000000337','0520','2','-9'
'000000000337','1680','2','-9'
'000000000337','5880','-6','-9'
'000000000337','7240','-6','-9'
'000000000338','7240','-6','-9'
'000000000338','7600','2','-9'
'000000000338','6920','-6','-9'
'000000000339','2080','2','-9'
'000000000339','6920','-6','-9'
'000000000340','0520','-6','-9'
'000000000340','4920','-6','-9'
'000000000340','7240','-6','-9'
'000000000341','3280','1','-9'
'000000000341','5560','2','-9'
'000000000341','5880','-6','-9'
'000000000341','6280','-6','-9'
'000000000342','2080','2','-9'
'000000000342','3280','1','-9'
'000000000342','3480','1','-9'
'000000000342','6920','-6','-9'
'000000000343','4920','2','-9'
'000000000343','5560','2','-9'
'000000000344','2080','1','-9'
'000000000344','3280','2','-9'
'000000000344','3480','2','-9'
'000000000345','0520','-6','-9'
'000000000345','2080','2','-9'
'000000000345','3280','2','-9'
'000000000345','5880','2','-9'
'000000000347','2080','-6','-9'
'000000000348','2080','1','-9'
'000000000349','7600','2','-9'
'000000000349','7040','2','-9'
'000000000349','6920','-6','-9'
'000000000350','2080','1','-9'
'000000000350','5560','-6','-9'
'000000000351','7040','2','-9'
'000000000352','2080','-6','-9'
'000000000352','3280','2','-9'
'000000000352','5560','-6','-9'
'000000000352','6920','-6','-9'
'000000000353','5880','-6','-9'
'000000000353','7240','-6','-9'
'000000000353','6920','-6','-9'
'000000000354','0520','-6','-9'
'000000000354','2080','1','-9'
'000000000354','7240','1','-9'
'000000000354','7040','-6','-9'
'000000000356','2080','2','-9'
'000000000357','3280','-6','-9'
'000000000357','7040','-6','-9'
'000000000358','5880','-6','-9'
'000000000359','3480','-6','-9'
'000000000359','5560','-6','-9'
'000000000359','6920','2','-9'
'000000000360','0520','-6','-9'
'000000000360','3280','1','-9'
'000000000361','3480','1','-9'
'000000000361','5880','1','-9'
'000000000363','7600','1','-9'
'000000000364','5560','-6','-9'
'000000000364','5880','-6','-9'
'000000000364','7040','2','-9'
'000000000365','0520','2','-9'
'000000000365','2080','2','-9'
'000000000365','3280','2','-9'
'000000000365','7600','1','-9'
'000000000365','6920','-6','-9'
'000000000367','5560','-6','-9'
'000000000369','1680','2','-9'
'000000000369','3280','1','-9'
'000000000369','5560','-6','-9'
'000000000369','7600','1','-9'
'000000000370','7600','-6','-9'
'000000000370','7040','2','-9'
'000000000371','1680','2','-9'
'000000000371','2080','-6','-9'
'000000000371','7240','-6','-9'
'000000000371','7600','2','-9'
'000000000371','7040','1','-9'
'000000000373','1680','2','2'
'000000000373','5560','1','-9'
'000000000373','5880','-6','-9'
'000000000373','7240','-6','-9'
'000000000373','7600','1','-9'
'000000000373','7040','2','-9'
'000000000373','6920','-6','-9'
'000000000374','1680','2','-9'
'000000000374','7600','2','2'
'000000000375','1680','-6','-9'
'000000000375','3480','-6','-9'
'000000000376','1680','1','-9'
'000000000376','2080','1','-9'
'000000000376','3280','2','-9'
'000000000376','5560','-6','-9'
'000000000376','6920','-6','-9'
'000000000377','2080','2','-9'
'000000000377','5560','2','-9'
'000000000377','6280','1','-9'
'000000000377','7040','-6','-9'
'000000000377','6920','-6','-9'
'000000000378','7240','2','-9'
'000000000378','7600','2','-9'
'000000000379','2080','-6','-9'
'000000000379','5560','1','2'
'000000000379','6280','2','-9'
'000000000379','7240','-6','-9'
'000000000380','2080','2','-9'
'000000000380','5880','-6','-9'
'000000000380','6280','-6','-9'
'000000000381','1680','2','-9'
'000000000381','2080','1','-9'
'000000000381','6280','2','-9'
'000000000382','2080','1','-9'
'000000000382','3280','2','-9'
'000000000382','6920','2','-9'
'000000000383','6280','-6','-9'
'000000000383','7240','-6','-9'
'000000000384','2080','-6','-9'
'000000000384','6280','-6','-9'
'000000000385','6280','-6','-9'
'000000000386','0520','2','-9'
'000000000386','2080','1','-9'
'000000000386','5560','2','-9'
'000000000387','0520','2','-9'
'000000000387','1680','2','-9'
'000000000387','5560','2','-9'
'000000000387','6280','1','-9'
'000000000388','1680','-6','-9'
'000000000388','2080','2','-9'
'000000000388','4920','-6','-9'
'000000000388','5880','1','-9'
'000000000388','7600','1','-9'
'000000000389','4920','2','-9'
'000000000389','7240','1','2'
'000000000390','1680','-6','-9'
'000000000390','2080','2','-9'
'000000000390','7240','1','-9'
'000000000391','2080','1','-9'
'000000000391','7240','2','-9'
'000000000392','1680','1','-9'
'000000000392','7240','1','-9'
'000000000393','1680','2','-9'
'000000000393','6280','2','-9'
'000000000393','7040','-6','-9'
'000000000394','0520','-6','-9'
'000000000394','1680','2','-9'
'000000000394','2080','2','-9'
'000000000394','3480','2','-9'
'000000000394','7240','1','2'
'000000000395','6280','2','-9'
'000000000395','7240','2','-9'
'000000000396','1680','-6','-9'
'000000000396','3480','2','-9'
'000000000396','7240','2','-9'
'000000000397','0520','-6','-9'
'000000000397','1680','2','-9'
'000000000397','2080','1','-9'
'000000000397','5560','2','-9'
'000000000397','5880','-6','-9'
'000000000397','7240','2','-9'
'000000000398','1680','-6','-9'
'000000000398','3280','-6','-9'
'000000000398','7240','1','-9'
'000000000399','1680','-6','-9'
'000000000399','7240','1','-9'
'000000000400','0520','-6','-9'
'000000000400','1680','2','-9'
'000000000400','3280','-6','-9'
'000000000401','7240','2','-9'
'000000000402','5560','2','-9'
'000000000402','7240','2','2'
'000000000402','7040','-6','-9'
'000000000403','4920','2','-9'
'000000000403','7240','2','-9'
'000000000403','6920','-6','-9'
'000000000405','3280','2','-9'
'000000000405','5560','-6','-9'
'000000000405','6280','-6','-9'
'000000000406','6280','-6','-9'
'000000000406','7240','2','-9'
'000000000407','1680','2','-9'
'000000000407','3280','2','-9'
'000000000407','7240','2','2'
'000000000407','6920','-6','-9'
'000000000408','1680','-6','-9'
'000000000408','2080','2','-9'
'000000000408','7240','1','-9'
'000000000408','7600','2','-9'
'000000000408','7040','-6','-9'
'000000000408','6920','-6','-9'
'000000000409','2080','1','-9'
'000000000409','3280','2','-9'
'000000000409','6280','1','-9'
'000000000409','7240','1','-9'
'000000000409','7040','2','-9'
'000000000410','2080','2','-9'
'000000000410','7240','1','-9'
'000000000411','7240','1','-9'
'000000000412','2080','1','-9'
'000000000412','3280','-6','-9'
'000000000412','5880','2','-9'
'000000000412','7240','1','-9'
'000000000412','6920','1','-9'
'000000000413','7240','1','-9'
'000000000413','6920','-6','-9'
'000000000414','2080','2','-9'
'000000000414','7240','2','-9'
'000000000415','2080','2','-9'
'000000000415','7240','2','-9'
'000000000416','6920','2','-9'
'000000000417','3280','2','-9'
'000000000417','3480','1','-9'
'000000000417','5560','-6','-9'
'000000000417','7600','2','-9'
'000000000417','7040','2','-9'
'000000000418','1680','1','-9'
'000000000418','4920','1','-9'
'000000000418','6280','2','-9'
'000000000418','7240','2','-9'
'000000000419','2080','1','-9'
'000000000420','2080','1','-9'
'000000000420','3280','1','-9'
'000000000420','6280','-6','-9'
'000000000420','7240','1','-9'
'000000000420','7040','-6','-9'
'000000000421','1680','1','-9'
'000000000421','2080','-6','-9'
'000000000421','4920','-6','-9'
'000000000421','5560','-6','-9'
'000000000421','5880','-6','-9'
'000000000421','6280','2','-9'
'000000000421','7240','-6','-9'
'000000000421','7600','2','-9'
'000000000422','2080','1','-9'
'000000000422','5560','2','-9'
'000000000422','6280','-6','-9'
'000000000422','7240','1','-9'
'000000000422','7600','2','-9'
'000000000423','3280','2','-9'
'000000000423','3480','1','-9'
'000000000423','7240','2','-9'
'000000000424','0520','2','2'
'000000000424','2080','2','-9'
'000000000424','7240','-6','-9'
'000000000424','7600','1','-9'
'000000000425','6280','2','2'
'000000000426','1680','-6','-9'
'000000000426','2080','2','-9'
'000000000426','7240','-6','-9'
'000000000427','4920','-6','-9'
'000000000427','7040','1','-9'
'000000000428','2080','1','-9'
'000000000428','4920','-6','-9'
'000000000428','5560','-6','-9'
'000000000428','6280','2','-9'
'000000000429','5560','-6','-9'
'000000000429','7600','1','-9'
'000000000429','6920','-6','-9'
'000000000430','5560','1','-9'
'000000000431','1680','1','-9'
'000000000431','3280','2','-9'
'000000000431','7040','-6','-9'
'000000000432','2080','2','-9'
'000000000432','7600','2','-9'
'000000000433','7600','1','2'
'000000000434','0520','-6','-9'
'000000000435','1680','2','-9'
'000000000435','5560','-6','-9'
'000000000435','7240','-6','-9'
'000000000437','4920','-6','-9'
'000000000438','7240','-6','-9'
'000000000438','7040','2','-9'
'000000000441','7240','2','-9'
'000000000442','1680','1','2'
'000000000442','3280','-6','-9'
'000000000442','6280','1','-9'
'000000000444','3280','1','-9'
'000000000444','7040','2','-9'
'000000000445','3280','-6','-9'
'000000000445','4920','2','-9'
'000000000445','6280','2','-9'
'000000000446','1680','1','-9'
'000000000446','4920','2','-9'
'000000000446','5880','2','-9'
'000000000447','5880','1','-9'
'000000000447','7240','1','-9'
'000000000448','4920','2','2'
'000000000448','5880','2','-9'
'000000000448','6280','-6','-9'
'000000000449','2080','2','-9'
'000000000449','4920','2','2'
'000000000449','5880','2','2'
'000000000449','6280','2','-9'
'000000000450','2080','2','-9'
