CONTROL,SMSA,RMOV,XCOND,XCOOP,XCOST,XHEAD,XINUS,XPER,XREL,XTEN,XUNIT,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'000000004105','6280',1,'2','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004105','7600',1,'3','-6','1','2','-9',3,'2','1','1','1','-9','-9','-9','-9','-9'
'000000004105','7040',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004106','1680',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004107','6920',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004108','2080',1,'3','-6','1','2','-9',3,'2','3','1','1','-9','-9','-9','-9','-9'
'000000004109','7600',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004109','7040',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004110','0520',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'000000004110','3280',1,'2','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000004110','3480',1,'2','-6','1','1','-9',-7,'-6','2','1','1','-9','-9','-9','1','-9'
'000000004110','5880',1,'3','-6','1','2','-9',4,'1','1','3','1','-9','-9','-9','-9','-9'
'000000004111','5560',1,'3','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004111','5560',2,'3','-6','1','2','-9',5,'1','1','1','2','-9','-9','-9','-9','-9'
'000000004111','7040',1,'3','-6','1','2','-9',3,'1','2','1','1','-9','-9','-9','-9','-9'
'000000004112','1680',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004112','6280',1,'3','-6','2','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004112','7600',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004113','3480',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'000000004113','4920',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004113','5880',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004113','7040',1,'3','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000004114','0520',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004114','3280',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004114','6280',1,'3','-6','2','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004114','6920',1,'2','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004115','2080',1,'2','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004115','3280',1,'3','-6','-7','2','-9',-7,'1','2','2','1','-9','-9','-9','-9','-9'
'000000004115','5560',1,'3','-6','1','1','-9',3,'-6','2','3','1','-9','-9','-9','-9','-9'
'000000004116','0520',1,'3','-6','3','2','-9',4,'1','3','1','1','-9','1','-9','-9','-9'
'000000004116','2080',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004116','5560',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004117','0520',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004117','2080',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004117','3480',1,'3','-6','1','2','-9',8,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004117','5880',1,'4','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004117','5880',2,'4','-6','2','1','-9',3,'-6','2','2','2','-9','-9','-9','-9','-9'
'000000004118','2080',1,'3','-6','1','1','-9',-7,'-6','1','1','1','-9','-9','-9','1','-9'
'000000004118','5880',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004118','7600',1,'2','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004118','6920',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004120','1680',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'000000004120','3480',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004120','5560',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004120','7240',1,'3','-6','1','1','-9',3,'-6','1','3','1','-9','-9','-9','-9','-9'
'000000004121','2080',1,'3','-6','2','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004121','2080',2,'3','-6','1','2','-9',3,'1','1','1','2','-9','-9','-9','-9','-9'
'000000004121','5560',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004121','5880',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004122','7040',1,'3','-6','3','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004123','0520',1,'3','-6','3','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004123','7240',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004123','6920',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004124','2080',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004124','4920',1,'3','-6','1','-9','-9',-7,'-6','1','1','1','-9','-9','-9','1','-9'
'000000004125','4920',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004125','5560',1,'2','-6','1','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'000000004125','5880',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004126','0520',1,'2','-6','3','2','-9',2,'1','2','1','1','-9','1','-9','-9','-9'
'000000004126','2080',1,'3','-6','1','1','-9',2,'-6','2','3','1','-9','-9','-9','-9','-9'
'000000004127','2080',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000004127','6280',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004127','7600',1,'3','-6','1','2','-9',6,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004127','7600',2,'3','-6','3','1','-9',3,'-6','2','2','2','-9','-9','-9','-9','-9'
'000000004127','6920',1,'2','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004128','0520',1,'-8','-6','-7','-8','-9',-8,'-6','2','-8','1','-9','1','-9','-9','-9'
'000000004128','5560',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004128','6920',1,'3','-6','3','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004129','1680',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000004129','2080',1,'3','-6','1','2','-9',3,'1','2','2','1','-9','-9','-9','-9','-9'
'000000004130','2080',1,'3','-6','2','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004130','5880',1,'3','-6','2','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004130','6280',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004131','2080',1,'3','-6','2','2','-9',2,'2','1','1','1','-9','-9','-9','-9','-9'
'000000004131','2080',2,'3','-6','1','2','-9',5,'1','2','1','2','-9','-9','-9','-9','-9'
'000000004131','4920',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004132','7240',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004133','7600',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004134','5560',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'000000004134','7240',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004135','0520',1,'2','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004135','2080',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004135','4920',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004135','7240',1,'3','-6','1','1','-9',2,'-6','1','3','1','-9','-9','-9','-9','-9'
'000000004135','7040',1,'3','-6','1','2','-9',6,'2','1','1','1','-9','-9','-9','-9','-9'
'000000004136','2080',1,'3','-6','2','2','-9',3,'2','1','1','1','-9','-9','-9','-9','-9'
'000000004136','5560',1,'3','-6','1','1','-9',6,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004136','6280',1,'2','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004136','7240',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004136','6920',1,'3','-6','1','2','-9',4,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004137','5560',1,'3','-6','2','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004138','2080',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004139','2080',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004139','3280',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004139','5880',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004139','7040',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004139','6920',1,'3','-6','2','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004139','6920',2,'3','-6','2','2','-9',4,'1','1','1','2','-9','-9','-9','-9','-9'
'000000004140','0520',1,'3','-6','-7','2','-9',-7,'2','2','2','1','-9','-9','-9','-9','-9'
'000000004140','3480',1,'2','-6','3','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004140','5880',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004140','6920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000004141','0520',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004141','2080',1,'2','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'000000004141','6920',1,'3','-6','1','2','-9',7,'2','1','1','1','-9','-9','-9','-9','-9'
'000000004143','6280',1,'3','-6','1','1','-9',5,'-6','1','3','1','-9','-9','-9','-9','-9'
'000000004143','6280',2,'3','-6','1','1','-9',5,'-6','1','3','2','-9','-9','-9','-9','-9'
'000000004143','6920',1,'3','-6','3','1','-9',-7,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004144','0520',1,'3','-6','1','2','-9',5,'2','2','1','1','-9','-9','-9','-9','-9'
'000000004144','0520',2,'3','-6','1','1','-9',1,'-6','2','2','2','-9','-9','-9','-9','1'
'000000004144','7600',1,'3','-6','3','2','-9',3,'1','2','2','1','-9','-9','-9','-9','-9'
'000000004144','6920',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000004145','2080',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000004145','5560',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'000000004146','0520',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004146','7600',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004146','6920',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004147','3280',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004147','6280',1,'3','-6','-7','2','-9',11,'1','2','2','1','-9','-9','-9','-9','-9'
'000000004147','6280',2,'3','-6','-7','2','-9',11,'1','2','2','2','-9','-9','-9','-9','-9'
'000000004147','7040',1,'3','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004148','6280',1,'3','-6','1','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'000000004148','6920',1,'3','-6','1','1','-9',1,'-6','2','3','1','-9','-9','-9','-9','1'
'000000004149','2080',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000004149','5560',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000004150','2080',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004150','5880',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004151','0520',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000004151','3280',1,'3','-6','3','1','-9',4,'-6','3','2','1','-9','-9','-9','-9','-9'
'000000004151','3480',1,'3','-6','1','2','-9',3,'1','3','1','1','-9','-9','-9','-9','-9'
'000000004151','5880',1,'3','-6','1','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004151','5880',2,'3','-6','2','2','-9',4,'2','2','1','2','-9','-9','-9','-9','-9'
'000000004151','7040',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004152','1680',1,'2','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004152','2080',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004153','1680',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004153','2080',1,'3','-6','2','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004153','6280',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004155','1680',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'000000004155','2080',1,'3','-6','3','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004155','7240',1,'3','-6','1','2','-9',5,'2','3','1','1','-9','-9','-9','-9','-9'
'000000004156','3480',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004157','2080',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000004157','6280',1,'3','-6','2','1','-9',6,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004158','3480',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004158','7600',1,'2','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004159','2080',1,'3','-6','3','2','-9',3,'2','2','2','1','-9','-9','-9','-9','-9'
'000000004159','6280',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004160','4920',1,'2','-6','2','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004160','7600',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004161','4920',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004162','6280',1,'3','-6','3','-8','-9',-8,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004163','2080',1,'1','1','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004163','6280',1,'3','-6','2','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004163','7240',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004164','6280',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000004165','1680',1,'4','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004165','5880',1,'3','-6','1','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004166','0520',1,'3','-6','1','2','-9',2,'2','1','1','1','-9','-9','-9','-9','-9'
'000000004166','3280',1,'3','-6','-7','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004166','3480',1,'3','-6','1','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'000000004166','7600',1,'3','-6','1','1','-9',6,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004166','7600',2,'3','-6','2','2','-9',4,'1','1','1','2','-9','-9','-9','-9','-9'
'000000004167','3480',1,'3','-6','-7','2','-9',2,'2','1','1','1','-9','-9','-9','-9','-9'
'000000004167','5560',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000004167','5880',1,'3','-6','2','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004167','7240',1,'3','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000004167','7240',2,'3','-6','2','1','-9',2,'-6','2','1','2','-9','-9','-9','-9','-9'
'000000004167','7240',3,'3','-6','2','2','-9',2,'1','2','2','3','-9','-9','-9','-9','-9'
'000000004168','5880',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004169','2080',1,'3','-6','1','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004169','6280',1,'3','-6','3','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004170','5560',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004172','3280',1,'4','-6','3','1','-9',1,'-6','3','2','1','-9','-9','-9','-9','1'
'000000004172','7240',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004173','6280',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004173','7240',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004174','1680',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004174','6280',1,'3','-6','3','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004174','7040',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004174','7040',2,'-6','-6','-6','-6','-9',-6,'-6','-6','4','2','-9','-9','-9','1','-9'
'000000004175','0520',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004176','2080',1,'4','-6','1','1','-9',5,'-6','3','1','1','-9','-9','-9','-9','-9'
'000000004176','2080',2,'-6','-6','-6','-6','1',-6,'-6','-6','-6','2','-9','-9','-9','1','-9'
'000000004176','3280',1,'3','-6','1','2','-9',2,'1','2','2','1','-9','-9','-9','-9','-9'
'000000004176','7240',1,'3','-6','2','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004176','7240',2,'3','-6','1','1','-9',1,'-6','1','1','2','-9','-9','-9','-9','1'
'000000004176','7600',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004177','2080',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004178','5560',1,'3','-6','3','1','-9',6,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004178','5560',2,'3','-6','3','1','-9',6,'-6','2','3','2','-9','-9','-9','-9','-9'
'000000004178','6280',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004179','5560',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004179','7600',1,'3','-6','3','1','-9',6,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004179','7040',1,'3','-6','3','1','-9',3,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004180','2080',1,'3','-6','3','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004180','5560',1,'3','-6','3','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004180','5880',1,'3','-6','1','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004181','5560',1,'3','-6','2','1','-9',1,'-6','2','1','1','-9','-9','-9','-9','1'
'000000004182','2080',1,'3','-6','2','1','-9',5,'-6','2','3','1','-9','-9','-9','-9','-9'
'000000004182','5880',1,'3','-6','3','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004182','7240',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004182','7240',2,'3','-6','1','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'000000004182','7600',1,'3','-6','3','1','-9',-7,'-6','2','2','1','-9','-9','-9','1','-9'
'000000004182','7040',1,'3','-6','3','1','-9',2,'-6','1','3','1','-9','-9','-9','-9','-9'
'000000004183','3280',1,'3','-6','3','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004183','3480',1,'3','-6','2','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004183','5560',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004184','3480',1,'2','-6','2','1','-9',-7,'-6','1','2','1','-9','-9','-9','1','-9'
'000000004184','5560',1,'4','-6','1','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000004184','5880',1,'3','-6','2','2','-9',6,'1','3','1','1','-9','-9','-9','-9','-9'
'000000004184','6280',1,'3','-6','-7','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004185','4920',1,'3','-6','2','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004185','5560',1,'3','-6','2','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004186','0520',1,'3','-6','2','1','-9',5,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004186','5560',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000004187','2080',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004187','7240',-9,'-9','-6','-9','-9','-9',-7,'-6','2','-9','1','1','1','-9','1','-9'
'000000004187','7600',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004188','3480',1,'3','-6','1','2','-9',5,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004188','7040',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000004189','5880',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004189','5880',2,'3','-6','1','1','-9',2,'-6','2','2','2','-9','-9','-9','-9','-9'
'000000004190','2080',1,'3','-6','2','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004192','2080',1,'3','-6','-7','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000004192','3280',1,'3','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000004192','6280',1,'2','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000004192','7240',1,'-6','-6','-6','-6','1',-6,'-6','-6','-6','1','-9','-9','-9','1','-9'
'000000004193','5880',-9,'-9','-6','-9','-9','-9',-7,'-6','1','1','1','1','1','1','1','-9'
'000000004193','7600',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004193','7040',1,'3','-6','3','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004194','3480',1,'3','-6','1','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004194','5560',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004194','5880',1,'3','-6','3','2','-9',4,'1','2','3','1','-9','-9','-9','-9','-9'
'000000004195','0520',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000004195','3480',1,'3','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004196','2080',1,'3','-6','2','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004196','5560',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000004196','6280',1,'3','-6','2','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
'000000004196','7040',1,'3','-6','1','1','-9',4,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004197','5560',1,'3','-6','1','1','-9',1,'-6','2','2','1','-9','-9','-9','-9','1'
'000000004197','6280',1,'3','-6','2','1','-9',6,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004198','2080',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004198','7040',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004199','0520',1,'3','-6','3','2','-9',3,'2','3','1','1','-9','-9','-9','-9','-9'
'000000004199','3280',1,'3','-6','3','2','-9',5,'2','1','1','1','-9','-9','-9','-9','-9'
'000000004199','5560',1,'3','-6','3','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004199','7240',1,'3','-6','2','1','-9',2,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004200','7040',1,'3','-6','2','1','-9',3,'-6','2','1','1','-9','-9','-9','-9','-9'
'000000004201','3280',1,'3','-6','1','2','-9',7,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004201','3280',2,'3','-6','1','2','-9',3,'1','1','1','2','-9','-9','-9','-9','-9'
'000000004201','3480',1,'3','-6','2','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004202','0520',1,'3','-6','1','1','-9',4,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004202','2080',1,'3','-6','1','2','-9',5,'2','1','1','1','-9','-9','-9','-9','-9'
'000000004202','5560',1,'3','-6','-7','2','-9',-7,'1','1','1','1','-9','-9','-9','1','-9'
'000000004202','5880',1,'3','-6','1','1','-9',2,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004203','2080',1,'-6','-6','-6','-6','-9',-6,'-6','-6','4','1','-9','-9','-9','1','-9'
'000000004203','3480',1,'2','-6','1','1','-9',4,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004203','5560',1,'3','-6','1','2','-9',2,'2','2','2','1','-9','-9','-9','-9','-9'
'000000004203','5560',2,'3','-6','1','2','-9',3,'2','2','2','2','-9','-9','-9','-9','-9'
'000000004203','5880',1,'3','-6','1','1','-9',2,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004203','7240',1,'3','-6','1','1','-9',5,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004204','5560',1,'3','-6','3','1','-9',3,'-6','2','2','1','-9','-9','-9','-9','-9'
'000000004204','5560',2,'-6','-6','-6','-6','-9',-6,'-6','-6','4','2','-9','-9','-9','1','-9'
'000000004204','6280',1,'3','-6','1','2','-9',3,'1','1','1','1','-9','-9','-9','-9','-9'
'000000004204','7040',1,'3','-6','3','1','-9',5,'-6','1','1','1','-9','-9','-9','-9','-9'
'000000004205','0520',1,'3','-6','3','1','-9',1,'-6','1','1','1','-9','-9','-9','-9','1'
