"county","cbsa","cntyname","cbsaname","pop2k","afact"
"county","cbsa","cntyname","CBSA Name","Total Pop, 2000 census","county to cbsa alloc factor"
"31011"," ","Boone NE"," ",6259,1 
"31013"," ","Box Butte NE"," ",12158,1 
"31015"," ","Boyd NE"," ",2438,1 
"31017"," ","Brown NE"," ",3525,1 
"31019","28260","Buffalo NE","Kearney, NE Micropolitan Statistical Area",42259,1 
"31021"," ","Burt NE"," ",7791,1 
"31023"," ","Butler NE"," ",8767,1 
"31025","36540","Cass NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",24334,1 
"31027"," ","Cedar NE"," ",9615,1 
"31029"," ","Chase NE"," ",4068,1 
"31031"," ","Cherry NE"," ",6148,1 
"31033"," ","Cheyenne NE"," ",9830,1 
"31035","25580","Clay NE","Hastings, NE Micropolitan Statistical Area",7039,1 
"31037"," ","Colfax NE"," ",10441,1 
"31039"," ","Cuming NE"," ",10203,1 
"31041"," ","Custer NE"," ",11793,1 
"31043","43580","Dakota NE","Sioux City, IA-NE-SD Metropolitan Statistical Area",20253,1 
"31045"," ","Dawes NE"," ",9060,1 
"31047","30420","Dawson NE","Lexington, NE Micropolitan Statistical Area",24365,1 
"31049"," ","Deuel NE"," ",2098,1 
"31051","43580","Dixon NE","Sioux City, IA-NE-SD Metropolitan Statistical Area",6339,1 
"31053","23340","Dodge NE","Fremont, NE Micropolitan Statistical Area",36160,1 
"31055","36540","Douglas NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",463585,1 
"31057"," ","Dundy NE"," ",2292,1 
"31059"," ","Fillmore NE"," ",6634,1 
"31061"," ","Franklin NE"," ",3574,1 
"31063"," ","Frontier NE"," ",3099,1 
"31065"," ","Furnas NE"," ",5324,1 
"31067","13100","Gage NE","Beatrice, NE Micropolitan Statistical Area",22993,1 
"31069"," ","Garden NE"," ",2292,1 
"31071"," ","Garfield NE"," ",1902,1 
"31073","30420","Gosper NE","Lexington, NE Micropolitan Statistical Area",2143,1 
"31075"," ","Grant NE"," ",747,1 
"31077"," ","Greeley NE"," ",2714,1 
"31079","24260","Hall NE","Grand Island, NE Micropolitan Statistical Area",53534,1 
"31081"," ","Hamilton NE"," ",9403,1 
"31083"," ","Harlan NE"," ",3786,1 
"31085"," ","Hayes NE"," ",1068,1 
"31087"," ","Hitchcock NE"," ",3111,1 
"31089"," ","Holt NE"," ",11551,1 
"31091"," ","Hooker NE"," ",783,1 
"31093","24260","Howard NE","Grand Island, NE Micropolitan Statistical Area",6567,1 
"31095"," ","Jefferson NE"," ",8333,1 
"31097"," ","Johnson NE"," ",4488,1 
"31099","28260","Kearney NE","Kearney, NE Micropolitan Statistical Area",6882,1 
"31101"," ","Keith NE"," ",8875,1 
"31103"," ","Keya Paha NE"," ",983,1 
"31105"," ","Kimball NE"," ",4089,1 
"31107"," ","Knox NE"," ",9374,1 
"31109","30700","Lancaster NE","Lincoln, NE Metropolitan Statistical Area",250291,1 
"31111","35820","Lincoln NE","North Platte, NE Micropolitan Statistical Area",34632,1 
"31113","35820","Logan NE","North Platte, NE Micropolitan Statistical Area",774,1 
"31115"," ","Loup NE"," ",712,1 
"31117","35820","McPherson NE","North Platte, NE Micropolitan Statistical Area",533,1 
"31119","35740","Madison NE","Norfolk, NE Micropolitan Statistical Area",35226,1 
"31121","24260","Merrick NE","Grand Island, NE Micropolitan Statistical Area",8204,1 
"31123"," ","Morrill NE"," ",5440,1 
"31125"," ","Nance NE"," ",4038,1 
"31127"," ","Nemaha NE"," ",7576,1 
"31129"," ","Nuckolls NE"," ",5057,1 
"31131"," ","Otoe NE"," ",15396,1 
"31133"," ","Pawnee NE"," ",3087,1 
"31135"," ","Perkins NE"," ",3200,1 
"31137"," ","Phelps NE"," ",9747,1 
"31139","35740","Pierce NE","Norfolk, NE Micropolitan Statistical Area",7857,1 
"31141","18100","Platte NE","Columbus, NE Micropolitan Statistical Area",31662,1 
"31143"," ","Polk NE"," ",5639,1 
"31145"," ","Red Willow NE"," ",11448,1 
"31147"," ","Richardson NE"," ",9531,1 
"31149"," ","Rock NE"," ",1756,1 
"31151"," ","Saline NE"," ",13843,1 
"31153","36540","Sarpy NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",122595,1 
"31155","36540","Saunders NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",19830,1 
"31157","42420","Scotts Bluff NE","Scottsbluff, NE Micropolitan Statistical Area",36951,1 
"31159","30700","Seward NE","Lincoln, NE Metropolitan Statistical Area",16496,1 
"31161"," ","Sheridan NE"," ",6198,1 
"31163"," ","Sherman NE"," ",3318,1 
"31165"," ","Sioux NE"," ",1475,1 
"31167","35740","Stanton NE","Norfolk, NE Micropolitan Statistical Area",6455,1 
"31169"," ","Thayer NE"," ",6055,1 
"31171"," ","Thomas NE"," ",729,1 
"31173"," ","Thurston NE"," ",7171,1 
"31175"," ","Valley NE"," ",4647,1 
"31177","36540","Washington NE","Omaha-Council Bluffs, NE-IA Metropolitan Statistical Area",18780,1 
"31179"," ","Wayne NE"," ",9851,1 
"31181"," ","Webster NE"," ",4061,1 
"31183"," ","Wheeler NE"," ",886,1 
"31185"," ","York NE"," ",14598,1 
"32001","21980","Churchill NV","Fallon, NV Micropolitan Statistical Area",23982,1 
"32003","29820","Clark NV","Las Vegas-Paradise, NV Metropolitan Statistical Area",1375765,1 
"32005","23820","Douglas NV","Gardnerville Ranchos, NV Micropolitan Statistical Area",41259,1 
"32007","21220","Elko NV","Elko, NV Micropolitan Statistical Area",45291,1 
"32009"," ","Esmeralda NV"," ",971,1 
"32011","21220","Eureka NV","Elko, NV Micropolitan Statistical Area",1651,1 
"32013"," ","Humboldt NV"," ",16106,1 
"32015"," ","Lander NV"," ",5794,1 
"32017"," ","Lincoln NV"," ",4165,1 
"32019","22280","Lyon NV","Fernley, NV Micropolitan Statistical Area",34501,1 
"32021"," ","Mineral NV"," ",5071,1 
"32023","37220","Nye NV","Pahrump, NV Micropolitan Statistical Area",32485,1 
"32027"," ","Pershing NV"," ",6693,1 
"32029","39900","Storey NV","Reno-Sparks, NV Metropolitan Statistical Area",3399,1 
"32031","39900","Washoe NV","Reno-Sparks, NV Metropolitan Statistical Area",339486,1 
"32033"," ","White Pine NV"," ",9181,1 
"32510","16180","Carson City NV","Carson City, NV Metropolitan Statistical Area",52457,1 
"33001","29060","Belknap NH","Laconia, NH Micropolitan Statistical Area",56325,1 
"33003"," ","Carroll NH"," ",43666,1 
"33005","28300","Cheshire NH","Keene, NH Micropolitan Statistical Area",73825,1 
"33007","13620","Coos NH","Berlin, NH-VT Micropolitan Statistical Area",33111,1 
"33009","30100","Grafton NH","Lebanon, NH-VT Micropolitan Statistical Area",81743,1 
"33011","31700","Hillsborough NH","Manchester-Nashua, NH Metropolitan Statistical Area",380841,1 
"33013","18180","Merrimack NH","Concord, NH Micropolitan Statistical Area",136225,1 
"33015","14460","Rockingham NH","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",277359,1 
"33017","14460","Strafford NH","Boston-Cambridge-Quincy, MA-NH Metropolitan Statistical Area",112233,1 
"33019","17200","Sullivan NH","Claremont, NH Micropolitan Statistical Area",40458,1 
"34001","12100","Atlantic NJ","Atlantic City-Hammonton, NJ Metropolitan Statistical Area",252552,1 
"34003","35620","Bergen NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",884118,1 
"34005","37980","Burlington NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",423394,1 
"34007","37980","Camden NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",508932,1 
"34009","36140","Cape May NJ","Ocean City, NJ Metropolitan Statistical Area",102326,1 
"34011","47220","Cumberland NJ","Vineland-Millville-Bridgeton, NJ Metropolitan Statistical Area",146438,1 
"34013","35620","Essex NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",793633,1 
"34015","37980","Gloucester NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",254673,1 
"34017","35620","Hudson NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",608975,1 
"34019","35620","Hunterdon NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",121989,1 
"34021","45940","Mercer NJ","Trenton-Ewing, NJ Metropolitan Statistical Area",350761,1 
"34023","35620","Middlesex NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",750162,1 
"34025","35620","Monmouth NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",615301,1 
"34027","35620","Morris NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",470212,1 
"34029","35620","Ocean NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",510916,1 
"34031","35620","Passaic NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",489049,1 
"34033","37980","Salem NJ","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",64285,1 
"34035","35620","Somerset NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",297490,1 
"34037","35620","Sussex NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",144166,1 
"34039","35620","Union NJ","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",522541,1 
"34041","10900","Warren NJ","Allentown-Bethlehem-Easton, PA-NJ Metropolitan Statistical Area",102437,1 
"35001","10740","Bernalillo NM","Albuquerque, NM Metropolitan Statistical Area",556678,1 
"35003"," ","Catron NM"," ",3543,1 
"35005","40740","Chaves NM","Roswell, NM Micropolitan Statistical Area",61382,1 
"35006","24380","Cibola NM","Grants, NM Micropolitan Statistical Area",25595,1 
"35007"," ","Colfax NM"," ",14189,1 
"35009","17580","Curry NM","Clovis, NM Micropolitan Statistical Area",45044,1 
"35011"," ","DeBaca NM"," ",2240,1 
"35013","29740","Dona Ana NM","Las Cruces, NM Metropolitan Statistical Area",174682,1 
"35015","16100","Eddy NM","Carlsbad-Artesia, NM Micropolitan Statistical Area",51658,1 
"35017","43500","Grant NM","Silver City, NM Micropolitan Statistical Area",31002,1 
"35019"," ","Guadalupe NM"," ",4680,1 
"35021"," ","Harding NM"," ",810,1 
"35023"," ","Hidalgo NM"," ",5932,1 
"35025","26020","Lea NM","Hobbs, NM Micropolitan Statistical Area",55511,1 
"35027","40760","Lincoln NM","Ruidoso, NM Micropolitan Statistical Area",19411,1 
"35028","31060","Los Alamos NM","Los Alamos, NM Micropolitan Statistical Area",18343,1 
"35029","19700","Luna NM","Deming, NM Micropolitan Statistical Area",25016,1 
"35031","23700","McKinley NM","Gallup, NM Micropolitan Statistical Area",74798,1 
"35033"," ","Mora NM"," ",5180,1 
"35035","10460","Otero NM","Alamogordo, NM Micropolitan Statistical Area",62298,1 
"35037"," ","Quay NM"," ",10155,1 
"35039","21580","Rio Arriba NM","Espanola, NM Micropolitan Statistical Area",41190,1 
"35041","38780","Roosevelt NM","Portales, NM Micropolitan Statistical Area",18018,1 
"35043","10740","Sandoval NM","Albuquerque, NM Metropolitan Statistical Area",89908,1 
"35045","22140","San Juan NM","Farmington, NM Metropolitan Statistical Area",113801,1 
"35047","29780","San Miguel NM","Las Vegas, NM Micropolitan Statistical Area",30126,1 
"35049","42140","Santa Fe NM","Santa Fe, NM Metropolitan Statistical Area",129292,1 
"35051"," ","Sierra NM"," ",13270,1 
"35053"," ","Socorro NM"," ",18078,1 
"35055","45340","Taos NM","Taos, NM Micropolitan Statistical Area",29979,1 
"35057","10740","Torrance NM","Albuquerque, NM Metropolitan Statistical Area",16911,1 
"35059"," ","Union NM"," ",4174,1 
"35061","10740","Valencia NM","Albuquerque, NM Metropolitan Statistical Area",66152,1 
"36001","10580","Albany NY","Albany-Schenectady-Troy, NY Metropolitan Statistical Area",294565,1 
"36003"," ","Allegany NY"," ",49927,1 
"36005","35620","Bronx NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",1332650,1 
"36007","13780","Broome NY","Binghamton, NY Metropolitan Statistical Area",200536,1 
"36009","36460","Cattaraugus NY","Olean, NY Micropolitan Statistical Area",83955,1 
"36011","12180","Cayuga NY","Auburn, NY Micropolitan Statistical Area",81963,1 
"36013","27460","Chautauqua NY","Jamestown-Dunkirk-Fredonia, NY Micropolitan Statistical Area",139750,1 
"36015","21300","Chemung NY","Elmira, NY Metropolitan Statistical Area",91070,1 
"36017"," ","Chenango NY"," ",51401,1 
"36019","38460","Clinton NY","Plattsburgh, NY Micropolitan Statistical Area",79894,1 
"36021","26460","Columbia NY","Hudson, NY Micropolitan Statistical Area",63094,1 
"36023","18660","Cortland NY","Cortland, NY Micropolitan Statistical Area",48599,1 
"36025"," ","Delaware NY"," ",48055,1 
"36027","39100","Dutchess NY","Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",280150,1 
"36029","15380","Erie NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area",950265,1 
"36031"," ","Essex NY"," ",38851,1 
"36033","31660","Franklin NY","Malone, NY Micropolitan Statistical Area",51134,1 
"36035","24100","Fulton NY","Gloversville, NY Micropolitan Statistical Area",55073,1 
"36037","12860","Genesee NY","Batavia, NY Micropolitan Statistical Area",60370,1 
"36039"," ","Greene NY"," ",48195,1 
"36041"," ","Hamilton NY"," ",5379,1 
"36043","46540","Herkimer NY","Utica-Rome, NY Metropolitan Statistical Area",64427,1 
"36045","48060","Jefferson NY","Watertown-Fort Drum, NY Micropolitan Statistical Area",111738,1 
"36047","35620","Kings NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",2465326,1 
"36049"," ","Lewis NY"," ",26944,1 
"36051","40380","Livingston NY","Rochester, NY Metropolitan Statistical Area",64328,1 
"36053","45060","Madison NY","Syracuse, NY Metropolitan Statistical Area",69441,1 
"36055","40380","Monroe NY","Rochester, NY Metropolitan Statistical Area",735343,1 
"36057","11220","Montgomery NY","Amsterdam, NY Micropolitan Statistical Area",49708,1 
"36059","35620","Nassau NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",1334544,1 
"36061","35620","New York NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",1537195,1 
"36063","15380","Niagara NY","Buffalo-Niagara Falls, NY Metropolitan Statistical Area",219846,1 
"36065","46540","Oneida NY","Utica-Rome, NY Metropolitan Statistical Area",235469,1 
"36067","45060","Onondaga NY","Syracuse, NY Metropolitan Statistical Area",458336,1 
"36069","40380","Ontario NY","Rochester, NY Metropolitan Statistical Area",100224,1 
"36071","39100","Orange NY","Poughkeepsie-Newburgh-Middletown, NY Metropolitan Statistical Area",341367,1 
"36073","40380","Orleans NY","Rochester, NY Metropolitan Statistical Area",44171,1 
"36075","45060","Oswego NY","Syracuse, NY Metropolitan Statistical Area",122377,1 
"36077","36580","Otsego NY","Oneonta, NY Micropolitan Statistical Area",61676,1 
"36079","35620","Putnam NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",95745,1 
"36081","35620","Queens NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",2229379,1 
"36083","10580","Rensselaer NY","Albany-Schenectady-Troy, NY Metropolitan Statistical Area",152538,1 
"36085","35620","Richmond NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",443728,1 
"36087","35620","Rockland NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",286753,1 
"36089","36300","St. Lawrence NY","Ogdensburg-Massena, NY Micropolitan Statistical Area",111931,1 
"36091","10580","Saratoga NY","Albany-Schenectady-Troy, NY Metropolitan Statistical Area",200635,1 
"36093","10580","Schenectady NY","Albany-Schenectady-Troy, NY Metropolitan Statistical Area",146555,1 
"36095","10580","Schoharie NY","Albany-Schenectady-Troy, NY Metropolitan Statistical Area",31582,1 
"36097"," ","Schuyler NY"," ",19224,1 
"36099","42900","Seneca NY","Seneca Falls, NY Micropolitan Statistical Area",33342,1 
"36101","18500","Steuben NY","Corning, NY Micropolitan Statistical Area",98726,1 
"36103","35620","Suffolk NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",1419369,1 
"36105"," ","Sullivan NY"," ",73966,1 
"36107","13780","Tioga NY","Binghamton, NY Metropolitan Statistical Area",51784,1 
"36109","27060","Tompkins NY","Ithaca, NY Metropolitan Statistical Area",96501,1 
"36111","28740","Ulster NY","Kingston, NY Metropolitan Statistical Area",177749,1 
"36113","24020","Warren NY","Glens Falls, NY Metropolitan Statistical Area",63303,1 
"36115","24020","Washington NY","Glens Falls, NY Metropolitan Statistical Area",61042,1 
"36117","40380","Wayne NY","Rochester, NY Metropolitan Statistical Area",93765,1 
"36119","35620","Westchester NY","New York-Northern New Jersey-Long Island, NY-NJ-PA Metropolitan Statistical",923459,1 
"36121"," ","Wyoming NY"," ",43424,1 
"36123"," ","Yates NY"," ",24621,1 
"37001","15500","Alamance NC","Burlington, NC Metropolitan Statistical Area",130800,1 
"37003","25860","Alexander NC","Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",33603,1 
"37005"," ","Alleghany NC"," ",10677,1 
"37007","16740","Anson NC","Charlotte-Gastonia-Concord, NC-SC Metropolitan Statistical Area",25275,1 
"37009"," ","Ashe NC"," ",24384,1 
"37011"," ","Avery NC"," ",17167,1 
"37013","47820","Beaufort NC","Washington, NC Micropolitan Statistical Area",44958,1 
"37015"," ","Bertie NC"," ",19773,1 
"37017"," ","Bladen NC"," ",32278,1 
"37019","48900","Brunswick NC","Wilmington, NC Metropolitan Statistical Area",73143,1 
"37021","11700","Buncombe NC","Asheville, NC Metropolitan Statistical Area",206330,1 
"37023","25860","Burke NC","Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",89148,1 
"37025","16740","Cabarrus NC","Charlotte-Gastonia-Concord, NC-SC Metropolitan Statistical Area",131063,1 
"37027","25860","Caldwell NC","Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",77415,1 
"37029","21020","Camden NC","Elizabeth City, NC Micropolitan Statistical Area",6885,1 
"37031","33980","Carteret NC","Morehead City, NC Micropolitan Statistical Area",59383,1 
"37033"," ","Caswell NC"," ",23501,1 
"37035","25860","Catawba NC","Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",141685,1 
"37037","20500","Chatham NC","Durham, NC Metropolitan Statistical Area",49329,1 
"37039"," ","Cherokee NC"," ",24298,1 
"37041"," ","Chowan NC"," ",14526,1 
"37043"," ","Clay NC"," ",8775,1 
"37045","43140","Cleveland NC","Shelby, NC Micropolitan Statistical Area",96287,1 
"37047"," ","Columbus NC"," ",54749,1 
"37049","35100","Craven NC","New Bern, NC Micropolitan Statistical Area",91436,1 
"37051","22180","Cumberland NC","Fayetteville, NC Metropolitan Statistical Area",302963,1 
"37053","47260","Currituck NC","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",18190,1 
"37055","28620","Dare NC","Kill Devil Hills, NC Micropolitan Statistical Area",29967,1 
"37057","45640","Davidson NC","Thomasville-Lexington, NC Micropolitan Statistical Area",147246,1 
"37059","49180","Davie NC","Winston-Salem, NC Metropolitan Statistical Area",34835,1 
"37061"," ","Duplin NC"," ",49063,1 
"37063","20500","Durham NC","Durham, NC Metropolitan Statistical Area",223314,1 
"37065","40580","Edgecombe NC","Rocky Mount, NC Metropolitan Statistical Area",55606,1 
"37067","49180","Forsyth NC","Winston-Salem, NC Metropolitan Statistical Area",306067,1 
"37069","39580","Franklin NC","Raleigh-Cary, NC Metropolitan Statistical Area",47260,1 
"37071","16740","Gaston NC","Charlotte-Gastonia-Concord, NC-SC Metropolitan Statistical Area",190365,1 
"37073"," ","Gates NC"," ",10516,1 
"37075"," ","Graham NC"," ",7993,1 
"37077"," ","Granville NC"," ",48498,1 
"37079","24780","Greene NC","Greenville, NC Metropolitan Statistical Area",18974,1 
"37081","24660","Guilford NC","Greensboro-High Point, NC Metropolitan Statistical Area",421048,1 
"37083","40260","Halifax NC","Roanoke Rapids, NC Micropolitan Statistical Area",57370,1 
"37085","20380","Harnett NC","Dunn, NC Micropolitan Statistical Area",91025,1 
"37087","11700","Haywood NC","Asheville, NC Metropolitan Statistical Area",54033,1 
"37089","11700","Henderson NC","Asheville, NC Metropolitan Statistical Area",89173,1 
"37091"," ","Hertford NC"," ",22601,1 
"37093","22180","Hoke NC","Fayetteville, NC Metropolitan Statistical Area",33646,1 
"37095"," ","Hyde NC"," ",5826,1 
"37097","44380","Iredell NC","Statesville-Mooresville, NC Micropolitan Statistical Area",122660,1 
"37099"," ","Jackson NC"," ",33121,1 
"37101","39580","Johnston NC","Raleigh-Cary, NC Metropolitan Statistical Area",121965,1 
"37103","35100","Jones NC","New Bern, NC Micropolitan Statistical Area",10381,1 
"37105","41820","Lee NC","Sanford, NC Micropolitan Statistical Area",49040,1 
"37107","28820","Lenoir NC","Kinston, NC Micropolitan Statistical Area",59648,1 
"37109","30740","Lincoln NC","Lincolnton, NC Micropolitan Statistical Area",63780,1 
"37111"," ","McDowell NC"," ",42151,1 
"37113"," ","Macon NC"," ",29811,1 
"37115","11700","Madison NC","Asheville, NC Metropolitan Statistical Area",19635,1 
"37117"," ","Martin NC"," ",25593,1 
"37119","16740","Mecklenburg NC","Charlotte-Gastonia-Concord, NC-SC Metropolitan Statistical Area",695454,1 
"37121"," ","Mitchell NC"," ",15687,1 
"37123"," ","Montgomery NC"," ",26822,1 
"37125","43860","Moore NC","Southern Pines-Pinehurst, NC Micropolitan Statistical Area",74769,1 
"37127","40580","Nash NC","Rocky Mount, NC Metropolitan Statistical Area",87420,1 
"37129","48900","New Hanover NC","Wilmington, NC Metropolitan Statistical Area",160307,1 
"37131","40260","Northampton NC","Roanoke Rapids, NC Micropolitan Statistical Area",22086,1 
"37133","27340","Onslow NC","Jacksonville, NC Metropolitan Statistical Area",150355,1 
"37135","20500","Orange NC","Durham, NC Metropolitan Statistical Area",118227,1 
"37137","35100","Pamlico NC","New Bern, NC Micropolitan Statistical Area",12934,1 
"37139","21020","Pasquotank NC","Elizabeth City, NC Micropolitan Statistical Area",34897,1 
"37141","48900","Pender NC","Wilmington, NC Metropolitan Statistical Area",41082,1 
"37143","21020","Perquimans NC","Elizabeth City, NC Micropolitan Statistical Area",11368,1 
"37145","20500","Person NC","Durham, NC Metropolitan Statistical Area",35623,1 
"37147","24780","Pitt NC","Greenville, NC Metropolitan Statistical Area",133798,1 
"37149"," ","Polk NC"," ",18324,1 
"37151","24660","Randolph NC","Greensboro-High Point, NC Metropolitan Statistical Area",130454,1 
"37153","40460","Richmond NC","Rockingham, NC Micropolitan Statistical Area",46564,1 
"37155","31300","Robeson NC","Lumberton, NC Micropolitan Statistical Area",123339,1 
"37157","24660","Rockingham NC","Greensboro-High Point, NC Metropolitan Statistical Area",91928,1 
"37159","41580","Rowan NC","Salisbury, NC Micropolitan Statistical Area",130340,1 
"37161","22580","Rutherford NC","Forest City, NC Micropolitan Statistical Area",62899,1 
"37163"," ","Sampson NC"," ",60161,1 
"37165","29900","Scotland NC","Laurinburg, NC Micropolitan Statistical Area",35998,1 
"37167","10620","Stanly NC","Albemarle, NC Micropolitan Statistical Area",58100,1 
"37169","49180","Stokes NC","Winston-Salem, NC Metropolitan Statistical Area",44711,1 
"37171","34340","Surry NC","Mount Airy, NC Micropolitan Statistical Area",71219,1 
"37173"," ","Swain NC"," ",12968,1 
"37175","14820","Transylvania NC","Brevard, NC Micropolitan Statistical Area",29334,1 
"37177"," ","Tyrrell NC"," ",4149,1 
"37179","16740","Union NC","Charlotte-Gastonia-Concord, NC-SC Metropolitan Statistical Area",123677,1 
"37181","25780","Vance NC","Henderson, NC Micropolitan Statistical Area",42954,1 
"37183","39580","Wake NC","Raleigh-Cary, NC Metropolitan Statistical Area",627846,1 
"37185"," ","Warren NC"," ",19972,1 
"37187"," ","Washington NC"," ",13723,1 
"37189","14380","Watauga NC","Boone, NC Micropolitan Statistical Area",42695,1 
"37191","24140","Wayne NC","Goldsboro, NC Metropolitan Statistical Area",113329,1 
"37193","35900","Wilkes NC","North Wilkesboro, NC Micropolitan Statistical Area",65632,1 
"37195","48980","Wilson NC","Wilson, NC Micropolitan Statistical Area",73814,1 
"37197","49180","Yadkin NC","Winston-Salem, NC Metropolitan Statistical Area",36348,1 
"37199"," ","Yancey NC"," ",17774,1 
"38001"," ","Adams ND"," ",2593,1 
"38003"," ","Barnes ND"," ",11775,1 
"38005"," ","Benson ND"," ",6964,1 
"38007","19860","Billings ND","Dickinson, ND Micropolitan Statistical Area",888,1 
"38009"," ","Bottineau ND"," ",7149,1 
"38011"," ","Bowman ND"," ",3242,1 
"38013"," ","Burke ND"," ",2242,1 
"38015","13900","Burleigh ND","Bismarck, ND Metropolitan Statistical Area",69416,1 
"38017","22020","Cass ND","Fargo, ND-MN Metropolitan Statistical Area",123138,1 
"38019"," ","Cavalier ND"," ",4831,1 
"38021"," ","Dickey ND"," ",5757,1 
"38023"," ","Divide ND"," ",2283,1 
"38025"," ","Dunn ND"," ",3600,1 
"38027"," ","Eddy ND"," ",2757,1 
"38029"," ","Emmons ND"," ",4331,1 
"38031"," ","Foster ND"," ",3759,1 
"38033"," ","Golden Valley ND"," ",1924,1 
"38035","24220","Grand Forks ND","Grand Forks, ND-MN Metropolitan Statistical Area",66109,1 
"38037"," ","Grant ND"," ",2841,1 
"38039"," ","Griggs ND"," ",2754,1 
"38041"," ","Hettinger ND"," ",2715,1 
"38043"," ","Kidder ND"," ",2753,1 
"38045"," ","LaMoure ND"," ",4701,1 
"38047"," ","Logan ND"," ",2308,1 
"38049","33500","McHenry ND","Minot, ND Micropolitan Statistical Area",5987,1 
"38051"," ","McIntosh ND"," ",3390,1 
"38053"," ","McKenzie ND"," ",5737,1 
"38055"," ","McLean ND"," ",9311,1 
"38057"," ","Mercer ND"," ",8644,1 
"38059","13900","Morton ND","Bismarck, ND Metropolitan Statistical Area",25303,1 
"38061"," ","Mountrail ND"," ",6631,1 
"38063"," ","Nelson ND"," ",3715,1 
"38065"," ","Oliver ND"," ",2065,1 
"38067"," ","Pembina ND"," ",8585,1 
"38069"," ","Pierce ND"," ",4675,1 
"38071"," ","Ramsey ND"," ",12066,1 
"38073"," ","Ransom ND"," ",5890,1 
"38075","33500","Renville ND","Minot, ND Micropolitan Statistical Area",2610,1 
"38077","47420","Richland ND","Wahpeton, ND-MN Micropolitan Statistical Area",17998,1 
"38079"," ","Rolette ND"," ",13674,1 
"38081"," ","Sargent ND"," ",4366,1 
"38083"," ","Sheridan ND"," ",1710,1 
"38085"," ","Sioux ND"," ",4044,1 
"38087"," ","Slope ND"," ",767,1 
"38089","19860","Stark ND","Dickinson, ND Micropolitan Statistical Area",22636,1 
"38091"," ","Steele ND"," ",2258,1 
"38093","27420","Stutsman ND","Jamestown, ND Micropolitan Statistical Area",21908,1 
"38095"," ","Towner ND"," ",2876,1 
"38097"," ","Traill ND"," ",8477,1 
"38099"," ","Walsh ND"," ",12389,1 
"38101","33500","Ward ND","Minot, ND Micropolitan Statistical Area",58795,1 
"38103"," ","Wells ND"," ",5102,1 
"38105","48780","Williams ND","Williston, ND Micropolitan Statistical Area",19761,1 
"39001"," ","Adams OH"," ",27330,1 
"39003","30620","Allen OH","Lima, OH Metropolitan Statistical Area",108473,1 
"39005","11740","Ashland OH","Ashland, OH Micropolitan Statistical Area",52523,1 
"39007","11780","Ashtabula OH","Ashtabula, OH Micropolitan Statistical Area",102728,1 
"39009","11900","Athens OH","Athens, OH Micropolitan Statistical Area",62223,1 
