"county","cbsa","cntyname","cbsaname","pop2k","afact"
"county","cbsa","cntyname","CBSA Name","Total Pop, 2000 census","county to cbsa alloc factor"
"12107","37260","Putnam FL","Palatka, FL Micropolitan Statistical Area",70423,1 
"12109","27260","St. Johns FL","Jacksonville, FL Metropolitan Statistical Area",123135,1 
"12111","38940","St. Lucie FL","Port St. Lucie, FL Metropolitan Statistical Area",192695,1 
"12113","37860","Santa Rosa FL","Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",117743,1 
"12115","14600","Sarasota FL","Bradenton-Sarasota-Venice, FL Metropolitan Statistical Area",325957,1 
"12117","36740","Seminole FL","Orlando-Kissimmee, FL Metropolitan Statistical Area",365196,1 
"12119","45540","Sumter FL","The Villages, FL Micropolitan Statistical Area",53345,1 
"12121"," ","Suwannee FL"," ",34844,1 
"12123"," ","Taylor FL"," ",19256,1 
"12125"," ","Union FL"," ",13442,1 
"12127","19660","Volusia FL","Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",443343,1 
"12129","45220","Wakulla FL","Tallahassee, FL Metropolitan Statistical Area",22863,1 
"12131"," ","Walton FL"," ",40601,1 
"12133"," ","Washington FL"," ",20973,1 
"13001"," ","Appling GA"," ",17419,1 
"13003","20060","Atkinson GA","Douglas, GA Micropolitan Statistical Area",7609,1 
"13005"," ","Bacon GA"," ",10103,1 
"13007","10500","Baker GA","Albany, GA Metropolitan Statistical Area",4074,1 
"13009","33300","Baldwin GA","Milledgeville, GA Micropolitan Statistical Area",44700,1 
"13011"," ","Banks GA"," ",14422,1 
"13013","12060","Barrow GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",46144,1 
"13015","12060","Bartow GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",76019,1 
"13017","22340","Ben Hill GA","Fitzgerald, GA Micropolitan Statistical Area",17484,1 
"13019"," ","Berrien GA"," ",16235,1 
"13021","31420","Bibb GA","Macon, GA Metropolitan Statistical Area",153887,1 
"13023"," ","Bleckley GA"," ",11666,1 
"13025","15260","Brantley GA","Brunswick, GA Metropolitan Statistical Area",14629,1 
"13027","46660","Brooks GA","Valdosta, GA Metropolitan Statistical Area",16450,1 
"13029","42340","Bryan GA","Savannah, GA Metropolitan Statistical Area",23417,1 
"13031","44340","Bulloch GA","Statesboro, GA Micropolitan Statistical Area",55983,1 
"13033","12260","Burke GA","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",22243,1 
"13035","12060","Butts GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",19522,1 
"13037"," ","Calhoun GA"," ",6320,1 
"13039","41220","Camden GA","St. Marys, GA Micropolitan Statistical Area",43664,1 
"13043"," ","Candler GA"," ",9577,1 
"13045","12060","Carroll GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",87268,1 
"13047","16860","Catoosa GA","Chattanooga, TN-GA Metropolitan Statistical Area",53282,1 
"13049"," ","Charlton GA"," ",10282,1 
"13051","42340","Chatham GA","Savannah, GA Metropolitan Statistical Area",232048,1 
"13053","17980","Chattahoochee GA","Columbus, GA-AL Metropolitan Statistical Area",14882,1 
"13055","44900","Chattooga GA","Summerville, GA Micropolitan Statistical Area",25470,1 
"13057","12060","Cherokee GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",141903,1 
"13059","12020","Clarke GA","Athens-Clarke County, GA Metropolitan Statistical Area",101489,1 
"13061"," ","Clay GA"," ",3357,1 
"13063","12060","Clayton GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",236517,1 
"13065"," ","Clinch GA"," ",6878,1 
"13067","12060","Cobb GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",607751,1 
"13069","20060","Coffee GA","Douglas, GA Micropolitan Statistical Area",37413,1 
"13071","34220","Colquitt GA","Moultrie, GA Micropolitan Statistical Area",42053,1 
"13073","12260","Columbia GA","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",89288,1 
"13075"," ","Cook GA"," ",15771,1 
"13077","12060","Coweta GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",89215,1 
"13079","31420","Crawford GA","Macon, GA Metropolitan Statistical Area",12495,1 
"13081","18380","Crisp GA","Cordele, GA Micropolitan Statistical Area",21996,1 
"13083","16860","Dade GA","Chattanooga, TN-GA Metropolitan Statistical Area",15154,1 
"13085","12060","Dawson GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",15999,1 
"13087","12460","Decatur GA","Bainbridge, GA Micropolitan Statistical Area",28240,1 
"13089","12060","DeKalb GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",665865,1 
"13091"," ","Dodge GA"," ",19171,1 
"13093"," ","Dooly GA"," ",11525,1 
"13095","10500","Dougherty GA","Albany, GA Metropolitan Statistical Area",96065,1 
"13097","12060","Douglas GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",92174,1 
"13099"," ","Early GA"," ",12354,1 
"13101","46660","Echols GA","Valdosta, GA Metropolitan Statistical Area",3754,1 
"13103","42340","Effingham GA","Savannah, GA Metropolitan Statistical Area",37535,1 
"13105"," ","Elbert GA"," ",20511,1 
"13107"," ","Emanuel GA"," ",21837,1 
"13109"," ","Evans GA"," ",10495,1 
"13111"," ","Fannin GA"," ",19798,1 
"13113","12060","Fayette GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",91263,1 
"13115","40660","Floyd GA","Rome, GA Metropolitan Statistical Area",90565,1 
"13117","12060","Forsyth GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",98407,1 
"13119"," ","Franklin GA"," ",20285,1 
"13121","12060","Fulton GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",816006,1 
"13123"," ","Gilmer GA"," ",23456,1 
"13125"," ","Glascock GA"," ",2556,1 
"13127","15260","Glynn GA","Brunswick, GA Metropolitan Statistical Area",67568,1 
"13129","15660","Gordon GA","Calhoun, GA Micropolitan Statistical Area",44104,1 
"13131"," ","Grady GA"," ",23659,1 
"13133"," ","Greene GA"," ",14406,1 
"13135","12060","Gwinnett GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",588448,1 
"13137","18460","Habersham GA","Cornelia, GA Micropolitan Statistical Area",35902,1 
"13139","23580","Hall GA","Gainesville, GA Metropolitan Statistical Area",139277,1 
"13141","33300","Hancock GA","Milledgeville, GA Micropolitan Statistical Area",10076,1 
"13143","12060","Haralson GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",25690,1 
"13145","17980","Harris GA","Columbus, GA-AL Metropolitan Statistical Area",23695,1 
"13147"," ","Hart GA"," ",22997,1 
"13149","12060","Heard GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",11012,1 
"13151","12060","Henry GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",119341,1 
"13153","47580","Houston GA","Warner Robins, GA Metropolitan Statistical Area",110765,1 
"13155","22340","Irwin GA","Fitzgerald, GA Micropolitan Statistical Area",9931,1 
"13157"," ","Jackson GA"," ",41589,1 
"13159","12060","Jasper GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",11426,1 
"13161"," ","Jeff Davis GA"," ",12684,1 
"13163"," ","Jefferson GA"," ",17266,1 
"13165"," ","Jenkins GA"," ",8575,1 
"13167","20140","Johnson GA","Dublin, GA Micropolitan Statistical Area",8560,1 
"13169","31420","Jones GA","Macon, GA Metropolitan Statistical Area",23639,1 
"13171","12060","Lamar GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",15912,1 
"13173","46660","Lanier GA","Valdosta, GA Metropolitan Statistical Area",7241,1 
"13175","20140","Laurens GA","Dublin, GA Micropolitan Statistical Area",44874,1 
"13177","10500","Lee GA","Albany, GA Metropolitan Statistical Area",24757,1 
"13179","25980","Liberty GA","Hinesville-Fort Stewart, GA Metropolitan Statistical Area",61610,1 
"13181"," ","Lincoln GA"," ",8348,1 
"13183","25980","Long GA","Hinesville-Fort Stewart, GA Metropolitan Statistical Area",10304,1 
"13185","46660","Lowndes GA","Valdosta, GA Metropolitan Statistical Area",92115,1 
"13187"," ","Lumpkin GA"," ",21016,1 
"13189","12260","McDuffie GA","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",21231,1 
"13191","15260","McIntosh GA","Brunswick, GA Metropolitan Statistical Area",10847,1 
"13193"," ","Macon GA"," ",14074,1 
"13195","12020","Madison GA","Athens-Clarke County, GA Metropolitan Statistical Area",25730,1 
"13197","17980","Marion GA","Columbus, GA-AL Metropolitan Statistical Area",7144,1 
"13199","12060","Meriwether GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",22534,1 
"13201"," ","Miller GA"," ",6383,1 
"13205"," ","Mitchell GA"," ",23932,1 
"13207","31420","Monroe GA","Macon, GA Metropolitan Statistical Area",21757,1 
"13209","47080","Montgomery GA","Vidalia, GA Micropolitan Statistical Area",8270,1 
"13211"," ","Morgan GA"," ",15457,1 
"13213","19140","Murray GA","Dalton, GA Metropolitan Statistical Area",36506,1 
"13215","17980","Muscogee GA","Columbus, GA-AL Metropolitan Statistical Area",186291,1 
"13217","12060","Newton GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",62001,1 
"13219","12020","Oconee GA","Athens-Clarke County, GA Metropolitan Statistical Area",26225,1 
"13221","12020","Oglethorpe GA","Athens-Clarke County, GA Metropolitan Statistical Area",12635,1 
"13223","12060","Paulding GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",81678,1 
"13225","22980","Peach GA","Fort Valley, GA Micropolitan Statistical Area",23668,1 
"13227","12060","Pickens GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",22983,1 
"13229","48180","Pierce GA","Waycross, GA Micropolitan Statistical Area",15636,1 
"13231","12060","Pike GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",13688,1 
"13233","16340","Polk GA","Cedartown, GA Micropolitan Statistical Area",38127,1 
"13235"," ","Pulaski GA"," ",9588,1 
"13237"," ","Putnam GA"," ",18812,1 
"13239","21640","Quitman GA","Eufaula, AL-GA Micropolitan Statistical Area",2598,1 
"13241"," ","Rabun GA"," ",15050,1 
"13243"," ","Randolph GA"," ",7791,1 
"13245","12260","Richmond GA","Augusta-Richmond County, GA-SC Metropolitan Statistical Area",199775,1 
"13247","12060","Rockdale GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",70111,1 
"13249","11140","Schley GA","Americus, GA Micropolitan Statistical Area",3766,1 
"13251"," ","Screven GA"," ",15374,1 
"13253"," ","Seminole GA"," ",9369,1 
"13255","12060","Spalding GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",58417,1 
"13257","45740","Stephens GA","Toccoa, GA Micropolitan Statistical Area",25435,1 
"13259"," ","Stewart GA"," ",5252,1 
"13261","11140","Sumter GA","Americus, GA Micropolitan Statistical Area",33200,1 
"13263"," ","Talbot GA"," ",6498,1 
"13265"," ","Taliaferro GA"," ",2077,1 
"13267"," ","Tattnall GA"," ",22305,1 
"13269"," ","Taylor GA"," ",8815,1 
"13271"," ","Telfair GA"," ",11794,1 
"13273","10500","Terrell GA","Albany, GA Metropolitan Statistical Area",10970,1 
"13275","45620","Thomas GA","Thomasville, GA Micropolitan Statistical Area",42737,1 
"13277","45700","Tift GA","Tifton, GA Micropolitan Statistical Area",38407,1 
"13279","47080","Toombs GA","Vidalia, GA Micropolitan Statistical Area",26067,1 
"13281"," ","Towns GA"," ",9319,1 
"13283"," ","Treutlen GA"," ",6854,1 
"13285","29300","Troup GA","LaGrange, GA Micropolitan Statistical Area",58779,1 
"13287"," ","Turner GA"," ",9504,1 
"13289","31420","Twiggs GA","Macon, GA Metropolitan Statistical Area",10590,1 
"13291"," ","Union GA"," ",17289,1 
"13293","45580","Upson GA","Thomaston, GA Micropolitan Statistical Area",27597,1 
"13295","16860","Walker GA","Chattanooga, TN-GA Metropolitan Statistical Area",61053,1 
"13297","12060","Walton GA","Atlanta-Sandy Springs-Marietta, GA Metropolitan Statistical Area",60687,1 
"13299","48180","Ware GA","Waycross, GA Micropolitan Statistical Area",35483,1 
"13301"," ","Warren GA"," ",6336,1 
"13303"," ","Washington GA"," ",21176,1 
"13305","27700","Wayne GA","Jesup, GA Micropolitan Statistical Area",26565,1 
"13307"," ","Webster GA"," ",2390,1 
"13309"," ","Wheeler GA"," ",6179,1 
"13311"," ","White GA"," ",19944,1 
"13313","19140","Whitfield GA","Dalton, GA Metropolitan Statistical Area",83525,1 
"13315"," ","Wilcox GA"," ",8577,1 
"13317"," ","Wilkes GA"," ",10687,1 
"13319"," ","Wilkinson GA"," ",10220,1 
"13321","10500","Worth GA","Albany, GA Metropolitan Statistical Area",21967,1 
"15001","25900","Hawaii HI","Hilo, HI Micropolitan Statistical Area",148677,1 
"15003","26180","Honolulu HI","Honolulu, HI Metropolitan Statistical Area",876156,1 
"15005"," ","Kalawao HI"," ",147,1 
"15007","28180","Kauai HI","Kapaa, HI Micropolitan Statistical Area",58463,1 
"15009","27980","Maui HI","Kahului-Wailuku, HI Micropolitan Statistical Area",128094,1 
"16001","14260","Ada ID","Boise City-Nampa, ID Metropolitan Statistical Area",300904,1 
"16003"," ","Adams ID"," ",3476,1 
"16005","38540","Bannock ID","Pocatello, ID Metropolitan Statistical Area",75565,1 
"16007"," ","Bear Lake ID"," ",6411,1 
"16009"," ","Benewah ID"," ",9171,1 
"16011","13940","Bingham ID","Blackfoot, ID Micropolitan Statistical Area",41735,1 
"16013"," ","Blaine ID"," ",18991,1 
"16015","14260","Boise ID","Boise City-Nampa, ID Metropolitan Statistical Area",6670,1 
"16017"," ","Bonner ID"," ",36835,1 
"16019","26820","Bonneville ID","Idaho Falls, ID Metropolitan Statistical Area",82522,1 
"16021"," ","Boundary ID"," ",9871,1 
"16023"," ","Butte ID"," ",2899,1 
"16025"," ","Camas ID"," ",991,1 
"16027","14260","Canyon ID","Boise City-Nampa, ID Metropolitan Statistical Area",131441,1 
"16029"," ","Caribou ID"," ",7304,1 
"16031","15420","Cassia ID","Burley, ID Micropolitan Statistical Area",21416,1 
"16033"," ","Clark ID"," ",1022,1 
"16035"," ","Clearwater ID"," ",8930,1 
"16037"," ","Custer ID"," ",4342,1 
"16039","34300","Elmore ID","Mountain Home, ID Micropolitan Statistical Area",29130,1 
"16041","30860","Franklin ID","Logan, UT-ID Metropolitan Statistical Area",11329,1 
"16043","39940","Fremont ID","Rexburg, ID Micropolitan Statistical Area",11819,1 
"16045","14260","Gem ID","Boise City-Nampa, ID Metropolitan Statistical Area",15181,1 
"16047"," ","Gooding ID"," ",14155,1 
"16049"," ","Idaho ID"," ",15511,1 
"16051","26820","Jefferson ID","Idaho Falls, ID Metropolitan Statistical Area",19155,1 
"16053","46300","Jerome ID","Twin Falls, ID Micropolitan Statistical Area",18342,1 
"16055","17660","Kootenai ID","Coeur dAlene, ID Metropolitan Statistical Area",108685,1 
"16057","34140","Latah ID","Moscow, ID Micropolitan Statistical Area",34935,1 
"16059"," ","Lemhi ID"," ",7806,1 
"16061"," ","Lewis ID"," ",3747,1 
"16063"," ","Lincoln ID"," ",4044,1 
"16065","39940","Madison ID","Rexburg, ID Micropolitan Statistical Area",27467,1 
"16067","15420","Minidoka ID","Burley, ID Micropolitan Statistical Area",20174,1 
"16069","30300","Nez Perce ID","Lewiston, ID-WA Metropolitan Statistical Area",37410,1 
"16071"," ","Oneida ID"," ",4125,1 
"16073","14260","Owyhee ID","Boise City-Nampa, ID Metropolitan Statistical Area",10644,1 
"16075","36620","Payette ID","Ontario, OR-ID Micropolitan Statistical Area",20578,1 
"16077","38540","Power ID","Pocatello, ID Metropolitan Statistical Area",7538,1 
"16079"," ","Shoshone ID"," ",13771,1 
"16081","27220","Teton ID","Jackson, WY-ID Micropolitan Statistical Area",5999,1 
"16083","46300","Twin Falls ID","Twin Falls, ID Micropolitan Statistical Area",64284,1 
"16085"," ","Valley ID"," ",7651,1 
"16087"," ","Washington ID"," ",9977,1 
"17001","39500","Adams IL","Quincy, IL-MO Micropolitan Statistical Area",68277,1 
"17003","16020","Alexander IL","Cape Girardeau-Jackson, MO-IL Micropolitan Statistical Area",9590,1 
"17005","41180","Bond IL","St. Louis, MO-IL Metropolitan Statistical Area",17633,1 
"17007","40420","Boone IL","Rockford, IL Metropolitan Statistical Area",41786,1 
"17009"," ","Brown IL"," ",6950,1 
"17011","36860","Bureau IL","Ottawa-Streator, IL Micropolitan Statistical Area",35503,1 
"17013","41180","Calhoun IL","St. Louis, MO-IL Metropolitan Statistical Area",5084,1 
"17015"," ","Carroll IL"," ",16674,1 
"17017"," ","Cass IL"," ",13695,1 
"17019","16580","Champaign IL","Champaign-Urbana, IL Metropolitan Statistical Area",179669,1 
"17021","45380","Christian IL","Taylorville, IL Micropolitan Statistical Area",35372,1 
"17023"," ","Clark IL"," ",17008,1 
"17025"," ","Clay IL"," ",14560,1 
"17027","41180","Clinton IL","St. Louis, MO-IL Metropolitan Statistical Area",35535,1 
"17029","16660","Coles IL","Charleston-Mattoon, IL Micropolitan Statistical Area",53196,1 
"17031","16980","Cook IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",5376741,1 
"17033"," ","Crawford IL"," ",20452,1 
"17035","16660","Cumberland IL","Charleston-Mattoon, IL Micropolitan Statistical Area",11253,1 
"17037","16980","DeKalb IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",88969,1 
"17039"," ","De Witt IL"," ",16798,1 
"17041"," ","Douglas IL"," ",19922,1 
"17043","16980","DuPage IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",904161,1 
"17045"," ","Edgar IL"," ",19704,1 
"17047"," ","Edwards IL"," ",6971,1 
"17049","20820","Effingham IL","Effingham, IL Micropolitan Statistical Area",34264,1 
"17051"," ","Fayette IL"," ",21802,1 
"17053","16580","Ford IL","Champaign-Urbana, IL Metropolitan Statistical Area",14241,1 
"17055"," ","Franklin IL"," ",39018,1 
"17057","15900","Fulton IL","Canton, IL Micropolitan Statistical Area",38250,1 
"17059"," ","Gallatin IL"," ",6445,1 
"17061"," ","Greene IL"," ",14761,1 
"17063","16980","Grundy IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",37535,1 
"17065","34500","Hamilton IL","Mount Vernon, IL Micropolitan Statistical Area",8621,1 
"17067"," ","Hancock IL"," ",20121,1 
"17069"," ","Hardin IL"," ",4800,1 
"17071","15460","Henderson IL","Burlington, IA-IL Micropolitan Statistical Area",8213,1 
"17073","19340","Henry IL","Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",51020,1 
"17075"," ","Iroquois IL"," ",31334,1 
"17077","16060","Jackson IL","Carbondale, IL Micropolitan Statistical Area",59612,1 
"17079"," ","Jasper IL"," ",10117,1 
"17081","34500","Jefferson IL","Mount Vernon, IL Micropolitan Statistical Area",40045,1 
"17083","41180","Jersey IL","St. Louis, MO-IL Metropolitan Statistical Area",21668,1 
"17085"," ","Jo Daviess IL"," ",22289,1 
"17087"," ","Johnson IL"," ",12878,1 
"17089","16980","Kane IL","Chicago-Naperville-Joliet, IL-IN-WI Metropolitan Statistical Area",404119,1 
"17091","28100","Kankakee IL","Kankakee-Bradley, IL Metropolitan Statistical Area",103833,1 
