CONTROL,SMSA,RAS,RAH,RAD,JRAS
'000000002882','8840','57','2',5000,'-9'
'000000002884','1120','47','2',1000,'-9'
'000000002884','1120','53','2',2000,'-9'
'000000002884','5000','47','2',-7,'-9'
'000000002884','5000','66','2',-7,'-9'
'000000002885','5120','37','2',-7,'-9'
'000000002885','8280','62','2',800,'-9'
'000000002885','8280','63','2',100,'-9'
'000000002885','8280','67','2',300,'-9'
'000000002885','8280','71','2',300,'-9'
'000000002885','8280','72','1',10000,'-9'
'000000002885','8840','36','2',80000,'-9'
'000000002885','8840','42','2',-7,'-9'
'000000002885','8840','53','2',6000,'-9'
'000000002885','8840','62','2',0,'-9'
'000000002885','8840','63','2',0,'-9'
'000000002885','8840','72','1',40000,'-9'
'000000002885','8840','52','2',5000,'-9'
'000000002885','8840','55','2',0,'-9'
'000000002886','5000','01','2',6400,'-9'
'000000002886','5000','66','1',300,'-9'
'000000002887','8280','42','2',150,'-9'
'000000002890','5000','01','2',10000,'-9'
'000000002890','5000','37','2',10000,'-9'
'000000002890','5000','61','2',700,'-9'
'000000002890','5000','71','2',800,'-9'
'000000002890','5000','64','2',-7,'-9'
'000000002891','1120','40','2',200,'-9'
'000000002891','1120','42','2',200,'-9'
'000000002891','5000','01','2',-7,'-9'
'000000002891','8280','06','2',31667,'-9'
'000000002891','8280','37','2',5000,'-9'
'000000002891','8280','49','2',500,'-9'
'000000002891','8280','61','2',-7,'-9'
'000000002893','8280','37','2',9000,'-9'
'000000002893','8280','45','2',7800,'-9'
'000000002893','8280','53','1',1400,'-9'
'000000002893','8280','57','2',6200,'-9'
'000000002893','8280','61','1',200,'-9'
'000000002893','8280','65','2',10400,'-9'
'000000002893','8280','68','2',10200,'-9'
'000000002893','8280','64','2',3500,'-9'
'000000002894','1120','57','2',16750,'-9'
'000000002894','1120','58','2',8000,'-9'
'000000002899','0720','10','2',30000,'-9'
'000000002899','0720','13','2',2000,'-9'
'000000002899','0720','37','2',1,'-9'
'000000002899','0720','38','2',1,'-9'
'000000002899','0720','42','2',1,'-9'
'000000002899','0720','45','2',1,'-9'
'000000002899','0720','49','2',1,'-9'
'000000002899','0720','52','2',1,'-9'
'000000002899','0720','55','2',1,'-9'
'000000002900','1120','61','2',-7,'-9'
'000000002900','5120','01','2',19000,'-9'
'000000002900','5120','06','1',-7,'-9'
'000000002900','5120','37','2',7000,'-9'
'000000002900','5120','65','2',10000,'-9'
'000000002900','5120','52','2',200,'-9'
'000000002900','5120','64','2',700,'-9'
'000000002900','5120','64','2',700,'-9'
'000000002900','8280','45','2',0,'-9'
'000000002901','5000','01','1',7000,'-9'
'000000002901','5000','42','2',0,'-9'
'000000002901','5000','53','1',350,'-9'
'000000002901','5000','61','1',450,'-9'
'000000002901','5000','65','2',1800,'-9'
'000000002901','5000','69','1',200,'-9'
'000000002901','5000','72','2',600,'-9'
'000000002903','5000','01','2',30000,'-9'
'000000002903','5000','53','2',3000,'-9'
'000000002903','5000','57','2',1900,'-9'
'000000002903','5000','61','2',500,'-9'
'000000002903','5000','65','2',9000,'-9'
'000000002903','5000','71','2',4500,'-9'
'000000002903','5000','72','2',3500,'-9'
'000000002903','8840','37','2',7000,'-9'
'000000002903','8840','38','2',150,'-9'
'000000002903','8840','49','1',1000,'-9'
'000000002903','8840','57','2',66667,'-9'
'000000002903','8840','61','2',-7,'-9'
'000000002903','8840','66','2',2000,'-9'
'000000002903','8840','55','2',300,'-9'
'000000002904','1120','40','2',-7,'-9'
'000000002904','1120','42','2',400,'-9'
'000000002904','1120','61','2',500,'-9'
'000000002904','8280','37','2',6000,'-9'
'000000002904','8280','38','2',10833,'-9'
'000000002904','8280','49','2',0,'-9'
'000000002905','0720','38','2',2000,'-9'
'000000002905','8280','47','2',68,'-9'
'000000002905','8840','08','2',282333,'-9'
'000000002905','8840','37','2',1,'-9'
'000000002905','8840','67','2',1,'-9'
'000000002905','8840','72','2',1,'-9'
'000000002906','3360','36','1',2033,'-9'
'000000002906','3360','47','1',1,'-9'
'000000002906','3360','71','1',1000,'-9'
'000000002906','3360','72','1',2000,'-9'
'000000002906','3360','52','1',1,'-9'
'000000002906','5120','37','2',7200,'-9'
'000000002906','5120','47','2',1800,'-9'
'000000002906','5120','53','2',15000,'-9'
'000000002906','5120','61','2',300,'-9'
'000000002906','5120','63','1',125,'-9'
'000000002906','5120','71','1',1000,'-9'
'000000002906','5120','72','1',15000,'-9'
'000000002906','5120','52','2',2000,'-9'
'000000002906','5120','55','1',100,'-9'
'000000002906','8840','15','2',2000,'-9'
'000000002906','8840','53','1',3000,'-9'
'000000002906','8840','61','2',400,'-9'
'000000002906','8840','65','2',4000,'-9'
'000000002906','8840','67','2',2100,'-9'
'000000002906','8840','71','2',1800,'-9'
'000000002906','8840','72','2',5600,'-9'
'000000002906','8840','74','2',120,'-9'
'000000002907','0720','13','1',2000,'-9'
'000000002907','0720','37','1',1000,'-9'
'000000002907','0720','45','2',5000,'-9'
'000000002907','0720','47','1',750,'-9'
'000000002907','0720','53','1',750,'-9'
'000000002907','0720','58','2',5000,'-9'
'000000002907','0720','63','1',60,'-9'
'000000002907','0720','71','1',1500,'-9'
'000000002907','0720','55','1',300,'-9'
'000000002907','8840','58','2',1000,'-9'
'000000002910','8840','37','2',1500,'-9'
'000000002910','8840','45','2',2000,'-9'
'000000002910','8840','47','2',1000,'-9'
'000000002910','8840','53','2',2000,'-9'
'000000002910','8840','57','2',2000,'-9'
'000000002910','8840','61','2',700,'-9'
'000000002910','8840','62','2',700,'-9'
'000000002910','8840','63','2',300,'-9'
'000000002910','8840','71','2',2000,'-9'
'000000002910','8840','72','2',1000,'-9'
'000000002910','8840','52','2',1000,'-9'
'000000002910','8840','55','2',1000,'-9'
'000000002911','5000','01','2',2000,'-9'
'000000002911','5000','45','2',70,'-9'
'000000002911','5000','49','1',80,'-9'
'000000002912','5120','01','2',15000,'-9'
'000000002912','5120','37','2',20000,'-9'
'000000002912','5120','45','2',-7,'-9'
'000000002912','5120','47','2',-7,'-9'
'000000002912','5120','72','2',10000,'-9'
'000000002912','5120','52','2',3000,'-9'
'000000002913','5120','42','2',2200,'-9'
'000000002913','5120','45','1',1200,'-9'
'000000002913','5120','47','1',550,'-9'
'000000002913','5120','49','1',900,'-9'
'000000002913','5120','58','2',1250,'-9'
'000000002913','5120','62','1',525,'-9'
'000000002913','5120','72','1',6000,'-9'
'000000002913','5120','55','1',350,'-9'
'000000002913','5120','64','1',400,'-9'
'000000002913','8840','10','2',-7,'-9'
'000000002913','8840','71','2',-7,'-9'
'000000002913','8840','72','2',-7,'-9'
'000000002914','0720','13','2',7000,'-9'
'000000002914','0720','45','2',7000,'-9'
'000000002914','0720','53','1',500,'-9'
'000000002914','0720','57','2',1000,'-9'
'000000002914','0720','58','2',1200,'-9'
'000000002914','0720','62','2',400,'-9'
'000000002914','0720','66','2',3000,'-9'
'000000002914','0720','67','2',1000,'-9'
'000000002914','0720','52','2',1600,'-9'
'000000002914','0720','70','2',700,'-9'
'000000002914','1120','38','2',25000,'-9'
'000000002914','1120','40','2',50,'-9'
'000000002914','1120','45','2',3000,'-9'
'000000002914','1120','49','2',2000,'-9'
'000000002915','8840','62','2',400,'-9'
'000000002915','8840','55','2',8000,'-9'
'000000002916','5120','62','2',477,'-9'
'000000002917','1120','42','2',3000,'-9'
'000000002917','1120','49','1',100,'-9'
'000000002917','5000','01','2',25000,'-9'
'000000002917','5000','37','2',10500,'-9'
'000000002917','5000','47','2',1,'-9'
'000000002917','5000','53','2',1800,'-9'
'000000002917','5000','57','2',900,'-9'
'000000002917','5000','62','2',-7,'-9'
'000000002917','5000','63','2',-7,'-9'
'000000002917','5000','71','2',8000,'-9'
'000000002917','5000','72','2',10000,'-9'
'000000002917','5000','55','2',2500,'-9'
'000000002917','8840','66','2',9000,'-9'
'000000002919','8840','37','2',23000,'-9'
'000000002919','8840','45','2',1000,'-9'
'000000002919','8840','53','2',3500,'-9'
'000000002919','8840','61','2',800,'-9'
'000000002919','8840','62','2',500,'-9'
'000000002919','8840','63','2',200,'-9'
'000000002919','8840','67','2',20000,'-9'
'000000002919','8840','68','2',8000,'-9'
'000000002919','8840','64','2',1,'-9'
'000000002920','1120','61','2',300,'-9'
'000000002921','5000','01','2',830,'-9'
'000000002921','5000','57','2',3350,'-9'
'000000002921','8280','01','2',7000,'-9'
'000000002921','8280','47','1',55,'-9'
'000000002921','8280','58','2',3500,'-9'
'000000002922','3360','45','2',600,'-9'
'000000002922','3360','53','2',370,'-9'
'000000002922','3360','65','2',75,'-9'
'000000002922','3360','71','2',600,'-9'
'000000002922','3360','55','2',200,'-9'
'000000002922','5000','45','2',-8,'-9'
'000000002922','5000','47','1',-7,'-9'
'000000002922','5000','72','2',-8,'-9'
'000000002922','5120','53','1',300,'-9'
'000000002922','8280','45','1',2000,'-9'
'000000002922','8280','49','1',300,'-9'
'000000002922','8280','57','2',1000,'-9'
'000000002922','8280','61','2',300,'-9'
'000000002923','5000','71','2',-8,'-9'
'000000002923','5000','74','2',-8,'-9'
'000000002924','8280','65','1',1300,'-9'
'000000002926','8280','45','2',-7,'-9'
'000000002927','1120','06','2',20000,'-9'
'000000002927','1120','13','2',7000,'-9'
'000000002927','1120','38','2',15000,'-9'
'000000002927','1120','42','2',2000,'-9'
'000000002927','1120','45','2',1,'-9'
'000000002927','1120','49','2',1,'-9'
'000000002927','1120','61','2',500,'-9'
'000000002927','8280','45','2',-8,'-9'
'000000002928','8280','40','2',230,'-9'
'000000002929','0720','42','1',500,'-9'
'000000002929','0720','49','1',200,'-9'
'000000002929','0720','53','1',200,'-9'
'000000002929','0720','55','1',650,'-9'
'000000002929','3360','58','2',1500,'-9'
'000000002930','5000','45','1',500,'-9'
'000000002930','5000','47','1',1000,'-9'
'000000002930','5000','49','1',90,'-9'
'000000002931','5120','42','2',0,'-9'
'000000002931','5120','47','2',35000,'-9'
'000000002931','5120','53','2',0,'-9'
'000000002931','5120','62','2',0,'-9'
'000000002931','5120','63','2',0,'-9'
'000000002931','5120','71','2',0,'-9'
'000000002931','5120','55','2',0,'-9'
'000000002932','0720','13','2',18750,'-9'
'000000002932','0720','45','2',1200,'-9'
'000000002932','0720','53','2',7800,'-9'
'000000002932','0720','58','2',350,'-9'
'000000002932','0720','63','2',500,'-9'
'000000002932','0720','65','2',1500,'-9'
'000000002932','0720','64','2',38667,'-9'
'000000002933','1120','37','2',9000,'-9'
'000000002933','1120','57','2',10000,'-9'
'000000002934','8840','57','2',1900,'-9'
'000000002934','8840','74','2',150,'-9'
'000000002936','1120','62','2',-7,'-9'
'000000002936','5120','53','2',2000,'-9'
'000000002936','5120','62','2',700,'-9'
'000000002936','5120','63','2',300,'-9'
'000000002936','5120','52','2',2000,'-9'
'000000002938','0720','61','2',700,'-9'
'000000002938','0720','65','2',3700,'-9'
'000000002938','0720','67','2',1500,'-9'
'000000002938','1120','45','2',-7,'-9'
'000000002938','1120','63','2',-8,'-9'
'000000002941','0720','61','2',800,'-9'
'000000002941','5120','01','2',3000,'-9'
'000000002941','5120','53','2',1200,'-9'
'000000002941','5120','52','2',1400,'-9'
'000000002942','5000','01','2',0,'-9'
'000000002943','5000','01','2',25000,'-9'
'000000002943','5000','37','2',1,'-9'
'000000002943','5120','65','2',3000,'-9'
'000000002943','5120','67','2',12500,'-9'
'000000002943','8280','37','2',7000,'-9'
'000000002943','8280','53','2',2395,'-9'
'000000002943','8280','57','2',1700,'-9'
'000000002943','8280','58','2',-7,'-9'
'000000002943','8840','37','2',7000,'-9'
'000000002943','8840','53','2',4000,'-9'
'000000002943','8840','63','2',60,'-9'
'000000002943','8840','70','2',16333,'-9'
'000000002944','5120','09','2',75000,'-9'
'000000002944','5120','13','2',2000,'-9'
'000000002944','5120','37','2',3000,'-9'
'000000002944','5120','38','2',5000,'-9'
'000000002944','5120','42','2',500,'-9'
'000000002944','5120','45','2',12000,'-9'
'000000002944','5120','49','2',7983,'-9'
'000000002944','5120','53','2',3000,'-9'
'000000002944','5120','62','2',700,'-9'
'000000002944','5120','72','2',15000,'-9'
'000000002944','5120','52','2',2000,'-9'
'000000002944','5120','55','2',200,'-9'
'000000002945','8280','45','2',1500,'-9'
'000000002945','8280','66','2',24750,'-9'
'000000002947','1120','37','1',5000,'-9'
'000000002947','1120','47','1',500,'-9'
'000000002947','1120','53','1',200,'-9'
'000000002947','1120','66','1',2500,'-9'
'000000002947','1120','71','1',1500,'-9'
'000000002947','3360','37','2',2600,'-9'
'000000002947','3360','62','2',300,'-9'
'000000002947','3360','71','2',4400,'-9'
'000000002947','5000','53','1',-7,'-9'
'000000002947','5120','57','2',-7,'-9'
'000000002947','5120','58','2',-7,'-9'
'000000002947','8840','37','1',71667,'-9'
'000000002947','8840','42','1',1,'-9'
'000000002947','8840','47','1',1,'-9'
'000000002947','8840','53','1',1,'-9'
'000000002947','8840','71','1',15000,'-9'
'000000002947','8840','55','1',1,'-9'
'000000002948','5000','01','2',16000,'-9'
'000000002948','5000','72','2',7000,'-9'
'000000002948','5120','61','1',250,'-9'
'000000002948','5120','67','1',300,'-9'
'000000002948','5120','71','1',3000,'-9'
'000000002948','5120','72','1',500,'-9'
'000000002948','8280','53','1',300,'-9'
'000000002948','8280','66','1',600,'-9'
'000000002948','8280','74','2',1116,'-9'
'000000002948','8280','52','2',2500,'-9'
'000000002949','5120','62','2',500,'-9'
'000000002949','5120','69','2',7000,'-9'
'000000002949','8280','07','1',-7,'-9'
'000000002949','8280','09','1',15000,'-9'
'000000002949','8280','37','1',-7,'-9'
'000000002949','8280','38','1',6000,'-9'
'000000002949','8280','40','1',-7,'-9'
'000000002949','8280','42','1',-7,'-9'
'000000002949','8280','45','1',-7,'-9'
'000000002949','8280','47','1',-7,'-9'
'000000002949','8280','49','1',-7,'-9'
'000000002949','8280','53','1',-7,'-9'
'000000002949','8280','57','2',2500,'-9'
'000000002949','8280','58','2',2500,'-9'
'000000002949','8280','62','1',300,'-9'
'000000002949','8280','65','1',2000,'-9'
'000000002949','8280','71','1',-7,'-9'
'000000002949','8280','72','1',5000,'-9'
'000000002949','8280','55','1',-7,'-9'
'000000002949','8840','45','2',2500,'-9'
'000000002949','8840','65','2',2500,'-9'
'000000002949','8840','70','2',3000,'-9'
'000000002950','5000','37','2',22000,'-9'
'000000002951','5120','45','2',600,'-9'
'000000002951','5120','61','2',-7,'-9'
'000000002951','8840','61','2',-7,'-9'
'000000002953','5000','53','2',3500,'-9'
'000000002953','5000','61','2',600,'-9'
'000000002953','5000','62','2',600,'-9'
'000000002953','5000','72','2',25000,'-9'
'000000002953','8840','53','2',5000,'-9'
'000000002953','8840','61','2',100,'-9'
'000000002954','1120','40','2',1000,'-9'
'000000002954','1120','58','2',-7,'-9'
'000000002954','1120','61','2',-7,'-9'
'000000002954','8280','47','1',1,'-9'
'000000002954','8280','49','1',300,'-9'
'000000002954','8280','53','1',1,'-9'
'000000002954','8280','65','2',1100,'-9'
'000000002954','8280','71','1',3500,'-9'
'000000002954','8280','72','1',17000,'-9'
'000000002957','3360','65','2',3000,'-9'
'000000002957','3360','66','2',250,'-9'
'000000002957','8840','74','2',1100,'-9'
'000000002959','0720','13','2',1500,'-9'
'000000002959','0720','53','1',-7,'-9'
'000000002959','0720','61','1',300,'-9'
'000000002959','0720','62','2',-7,'-9'
'000000002959','0720','74','2',400,'-9'
'000000002959','0720','52','2',-7,'-9'
'000000002960','1120','47','2',1200,'-9'
'000000002960','1120','53','2',950,'-9'
'000000002960','1120','65','1',1,'-9'
'000000002960','1120','71','1',3200,'-9'
'000000002962','1120','71','2',9000,'-9'
'000000002963','8840','01','2',15000,'-9'
'000000002963','8840','38','2',200,'-9'
'000000002963','8840','49','2',50,'-9'
'000000002963','8840','53','1',300,'-9'
'000000002963','8840','63','2',200,'-9'
'000000002963','8840','66','2',2500,'-9'
'000000002963','8840','67','2',4000,'-9'
'000000002963','8840','52','2',2200,'-9'
'000000002963','8840','55','2',100,'-9'
'000000002965','1120','13','2',15000,'-9'
'000000002965','1120','37','2',6000,'-9'
'000000002965','1120','42','2',-7,'-9'
'000000002965','1120','45','2',1000,'-9'
'000000002965','1120','65','2',2000,'-9'
'000000002965','1120','66','2',10000,'-9'
'000000002965','1120','69','2',5000,'-9'
'000000002965','1120','70','2',28333,'-9'
'000000002965','5120','62','2',500,'-9'
'000000002965','5120','63','2',100,'-9'
'000000002966','1120','45','2',4000,'-9'
'000000002966','1120','71','1',1500,'-9'
'000000002967','0720','37','2',-7,'-9'
'000000002967','0720','42','2',-7,'-9'
'000000002967','0720','45','2',-7,'-9'
'000000002967','0720','47','2',-7,'-9'
'000000002967','0720','53','2',-7,'-9'
'000000002967','0720','57','2',-7,'-9'
'000000002967','0720','58','2',-7,'-9'
'000000002967','0720','62','2',-7,'-9'
'000000002967','0720','63','2',-7,'-9'
'000000002967','0720','71','2',-7,'-9'
'000000002967','0720','72','2',-7,'-9'
'000000002967','0720','52','2',-7,'-9'
'000000002967','0720','55','2',-7,'-9'
'000000002967','8840','36','1',0,'-9'
'000000002968','0720','37','2',9000,'-9'
'000000002968','0720','42','2',50,'-9'
'000000002968','0720','45','2',800,'-9'
'000000002968','0720','47','1',400,'-9'
'000000002968','0720','61','2',1200,'-9'
'000000002968','0720','62','1',400,'-9'
'000000002968','0720','63','1',80,'-9'
'000000002968','0720','74','2',100,'-9'
'000000002969','1120','45','2',800,'-9'
'000000002969','1120','53','2',1000,'-9'
'000000002969','1120','61','2',400,'-9'
'000000002970','5000','01','2',22000,'-9'
'000000002970','5000','37','2',10000,'-9'
'000000002970','5000','61','2',295,'-9'
'000000002970','5000','63','2',125,'-9'
'000000002970','5000','71','2',5500,'-9'
'000000002970','5000','72','2',6700,'-9'
'000000002970','5000','52','2',1,'-9'
'000000002971','1120','61','2',850,'-9'
'000000002971','1120','63','2',90,'-9'
'000000002973','3360','37','2',5300,'-9'
'000000002973','3360','57','2',2000,'-9'
'000000002973','5000','01','2',18000,'-9'
'000000002973','5000','12','2',16667,'-9'
'000000002973','5000','42','2',-7,'-9'
'000000002973','5000','47','2',-7,'-9'
'000000002973','5000','62','2',600,'-9'
'000000002973','5000','63','2',250,'-9'
'000000002973','5000','71','2',10000,'-9'
'000000002973','8280','37','2',3000,'-9'
'000000002973','8280','40','1',0,'-9'
'000000002973','8280','47','2',500,'-9'
'000000002973','8280','53','2',1000,'-9'
'000000002973','8280','57','2',0,'-9'
'000000002973','8280','58','2',0,'-9'
'000000002973','8280','62','1',400,'-9'
'000000002973','8280','71','1',8000,'-9'
'000000002973','8280','55','2',0,'-9'
'000000002974','5000','01','2',2500,'-9'
'000000002974','5000','10','1',31333,'-9'
'000000002974','5000','37','2',7000,'-9'
'000000002974','5000','47','2',400,'-9'
'000000002974','5000','53','2',6000,'-9'
'000000002974','5000','61','2',150,'-9'
'000000002974','5000','65','2',150,'-9'
'000000002974','5000','66','2',5000,'-9'
'000000002974','5000','67','2',600,'-9'
'000000002974','5000','71','2',900,'-9'
'000000002974','5000','55','2',1000,'-9'
'000000002974','5120','13','2',3000,'-9'
'000000002974','5120','47','1',400,'-9'
'000000002974','5120','66','1',2000,'-9'
'000000002974','5120','67','2',500,'-9'
'000000002975','5000','01','2',40000,'-9'
'000000002975','5000','40','2',1000,'-9'
'000000002975','5000','45','2',17000,'-9'
'000000002975','5000','49','2',200,'-9'
'000000002975','5000','57','2',6000,'-9'
'000000002975','5000','65','2',41000,'-9'
'000000002975','5000','67','2',25500,'-9'
'000000002975','5000','68','2',20000,'-9'
'000000002975','5120','53','1',100,'-9'
'000000002975','5120','52','2',2800,'-9'
'000000002976','1120','49','1',10,'-9'
'000000002976','8280','42','2',800,'-9'
'000000002976','8280','45','2',3000,'-9'
'000000002976','8280','53','2',200,'-9'
'000000002976','8280','68','2',5000,'-9'
'000000002976','8280','52','2',500,'-9'
'000000002977','3360','37','2',3000,'-9'
'000000002977','3360','53','2',1500,'-9'
'000000002977','3360','65','2',4800,'-9'
'000000002977','3360','72','2',2000,'-9'
'000000002977','8840','09','2',16000,'-9'
'000000002977','8840','10','2',27000,'-9'
'000000002977','8840','37','2',5000,'-9'
'000000002977','8840','53','2',1200,'-9'
'000000002977','8840','62','2',620,'-9'
'000000002977','8840','63','2',-7,'-9'
'000000002977','8840','55','2',-7,'-9'
'000000002978','8840','40','2',225,'-9'
'000000002978','8840','45','2',850,'-9'
'000000002978','8840','61','2',900,'-9'
'000000002978','8840','66','2',500,'-9'
'000000002978','8840','69','2',3000,'-9'
'000000002978','8840','74','2',145,'-9'
'000000002979','5120','01','2',-7,'-9'
'000000002979','5120','03','2',1500,'-9'
'000000002979','5120','37','2',-7,'-9'
'000000002979','5120','38','2',-7,'-9'
'000000002979','5120','45','2',-7,'-9'
'000000002979','5120','49','2',-7,'-9'
'000000002979','5120','52','2',-7,'-9'
'000000002979','8280','45','1',2000,'-9'
'000000002979','8280','47','1',200,'-9'
'000000002979','8280','53','2',4000,'-9'
'000000002979','8280','57','2',3000,'-9'
'000000002979','8280','62','2',350,'-9'
'000000002979','8280','66','1',2000,'-9'
'000000002979','8280','69','1',1000,'-9'
'000000002980','1120','65','2',3400,'-9'
'000000002980','1120','72','2',3700,'-9'
'000000002980','3360','01','2',6000,'-9'
'000000002980','3360','37','2',6000,'-9'
'000000002980','3360','58','2',4000,'-9'
'000000002980','3360','52','2',1050,'-9'
'000000002981','8280','37','2',8800,'-9'
'000000002981','8280','47','2',329,'-9'
'000000002981','8280','66','2',1900,'-9'
'000000002981','8280','74','2',350,'-9'
'000000002983','5120','37','2',7200,'-9'
'000000002983','5120','40','1',100,'-9'
'000000002983','5120','57','1',900,'-9'
'000000002983','5120','58','1',900,'-9'
'000000002983','5120','61','1',350,'-9'
'000000002983','5120','65','2',9000,'-9'
'000000002983','5120','74','2',4167,'-9'
'000000002983','8840','53','1',100,'-9'
'000000002984','3360','57','2',4809,'-9'
'000000002984','8280','40','2',250,'-9'
'000000002984','8280','74','1',100,'-9'
'000000002985','8840','45','1',3000,'-9'
'000000002987','0720','13','2',8000,'-9'
'000000002987','0720','36','2',55000,'-9'
'000000002987','0720','37','2',3500,'-9'
'000000002987','0720','38','2',3000,'-9'
'000000002987','0720','40','2',4000,'-9'
'000000002987','0720','42','2',7000,'-9'
'000000002987','0720','45','2',33500,'-9'
'000000002987','0720','47','2',3000,'-9'
'000000002987','0720','49','2',11267,'-9'
'000000002987','0720','53','2',2000,'-9'
'000000002987','0720','58','2',2500,'-9'
'000000002987','0720','61','2',1500,'-9'
'000000002987','0720','62','2',500,'-9'
'000000002987','0720','63','2',250,'-9'
'000000002987','0720','71','2',9000,'-9'
'000000002987','0720','72','2',35000,'-9'
'000000002987','0720','73','2',5000,'-9'
'000000002987','0720','74','2',500,'-9'
'000000002987','0720','52','2',450,'-9'
'000000002987','0720','55','2',44000,'-9'
'000000002987','5120','64','1',600,'-9'
'000000002989','0720','61','2',800,'-9'
'000000002989','0720','62','2',400,'-9'
'000000002989','8840','53','2',3000,'-9'
'000000002989','8840','62','2',600,'-9'
'000000002989','8840','63','2',400,'-9'
'000000002989','8840','72','1',7000,'-9'
'000000002990','5000','37','2',9000,'-9'
'000000002990','8280','37','1',7300,'-9'
'000000002990','8280','38','1',3500,'-9'
'000000002990','8280','45','1',1200,'-9'
'000000002990','8280','49','2',500,'-9'
'000000002990','8280','65','2',500,'-9'
'000000002990','8280','68','2',4300,'-9'
'000000002992','0720','58','2',3033,'-9'
'000000002993','8840','45','2',1200,'-9'
'000000002994','5120','53','2',1,'-9'
'000000002994','5120','62','2',1,'-9'
'000000002994','5120','63','2',1,'-9'
'000000002994','5120','72','2',-7,'-9'
'000000002995','0720','03','1',1000,'-9'
'000000002995','0720','42','-8',-8,'-9'
'000000002995','0720','45','1',400,'-9'
'000000002995','0720','47','1',300,'-9'
'000000002995','0720','53','1',300,'-9'
'000000002995','0720','66','1',750,'-9'
'000000002995','0720','55','1',500,'-9'
'000000002996','5000','53','2',1500,'-9'
'000000002996','5120','58','2',1500,'-9'
'000000002996','5120','63','1',100,'-9'
'000000002996','5120','67','1',150,'-9'
'000000002996','5120','55','1',200,'-9'
'000000002996','8280','62','1',200,'-9'
'000000002996','8280','67','2',2000,'-9'
'000000002996','8280','72','1',3000,'-9'
'000000002997','5000','45','2',3950,'-9'
'000000002997','5000','53','2',1300,'-9'
'000000002997','5000','61','1',190,'-9'
'000000002997','5000','63','1',60,'-9'
'000000002997','5000','65','2',8200,'-9'
'000000002997','8840','63','2',200,'-9'
'000000002998','0720','45','1',150,'-9'
'000000002998','0720','55','1',100,'-9'
'000000002998','8840','02','2',96667,'-9'
'000000002998','8840','03','2',105000,'-9'
'000000002998','8840','07','2',56250,'-9'
'000000002998','8840','09','2',150000,'-9'
'000000002998','8840','15','2',182000,'-9'
'000000002998','8840','35','2',92667,'-9'
'000000002998','8840','36','2',80000,'-9'
'000000002998','8840','37','2',71667,'-9'
'000000002998','8840','38','2',300000,'-9'
'000000002998','8840','40','2',73667,'-9'
'000000002998','8840','42','2',56333,'-9'
'000000002998','8840','45','2',62000,'-9'
'000000002998','8840','47','2',60333,'-9'
'000000002998','8840','49','2',43750,'-9'
'000000002998','8840','53','2',68333,'-9'
'000000002998','8840','57','2',66667,'-9'
'000000002998','8840','58','2',60000,'-9'
'000000002998','8840','62','2',51333,'-9'
'000000002998','8840','63','2',50600,'-9'
'000000002998','8840','65','2',74000,'-9'
'000000002998','8840','67','2',71667,'-9'
'000000002998','8840','71','2',110000,'-9'
'000000002998','8840','72','2',93333,'-9'
'000000002998','8840','73','2',72667,'-9'
'000000002998','8840','55','2',63333,'-9'
'000000002999','5000','53','2',3000,'-9'
'000000002999','5120','37','2',9000,'-9'
'000000002999','5120','52','2',2500,'-9'
'000000003000','5000','01','2',10000,'-9'
'000000003000','5000','74','2',24,'-9'
'000000003000','5120','45','2',11000,'-9'
'000000003000','5120','47','1',1,'-9'
'000000003000','5120','53','1',1,'-9'
'000000003000','5120','66','1',500,'-9'
'000000003000','5120','71','1',1000,'-9'
'000000003001','1120','52','2',800,'-9'
'000000003001','8280','61','2',-7,'-9'
'000000003002','5000','01','2',19000,'-9'
'000000003002','5000','61','2',0,'-9'
'000000003003','8840','42','2',2000,'-9'
'000000003003','8840','47','2',3000,'-9'
'000000003003','8840','53','2',5000,'-9'
'000000003003','8840','57','2',5000,'-9'
'000000003003','8840','58','2',5500,'-9'
'000000003003','8840','62','2',51333,'-9'
'000000003003','8840','63','2',500,'-9'
'000000003003','8840','71','2',5000,'-9'
'000000003003','8840','72','2',8000,'-9'
'000000003004','5120','71','1',300,'-9'
'000000003005','5000','01','2',18000,'-9'
'000000003005','5000','62','1',300,'-9'
'000000003005','5000','68','2',6000,'-9'
'000000003005','5000','52','2',6833,'-9'
'000000003007','5120','57','2',2500,'-9'
'000000003007','5120','58','2',4000,'-9'
'000000003007','5120','63','1',80,'-9'
'000000003007','5120','65','2',4000,'-9'
'000000003007','5120','52','2',4000,'-9'
'000000003007','5120','55','2',800,'-9'
'000000003009','3360','45','2',12000,'-9'
'000000003009','5120','01','2',8000,'-9'
'000000003009','5120','37','2',8000,'-9'
'000000003009','8280','53','2',800,'-9'
'000000003009','8280','69','1',3500,'-9'
'000000003009','8280','71','2',6000,'-9'
'000000003010','5120','40','1',300,'-9'
'000000003010','5120','65','1',1100,'-9'
'000000003010','5120','69','1',3000,'-9'
'000000003011','5120','61','2',211,'-9'
'000000003011','8840','12','2',2500,'-9'
'000000003011','8840','53','2',2600,'-9'
'000000003011','8840','62','2',500,'-9'
'000000003014','5000','47','2',-7,'-9'
'000000003014','5000','61','1',200,'-9'
'000000003015','8280','47','2',500,'-9'
'000000003015','8280','53','2',1200,'-9'
