CONTROL,SMSA,PERSON,PASS,TRAN,TIMEJ,DISTJ,WHHRW,WHHRB,AMPM,HJOB,VEHCL,WHDY,WHOME,WINUS,WTIME,JTRAN,JVEHCL,JPASS,JTIMEJ,JDISTJ,JWTIME,JWHHRW,JWHHRB,JWHDY
'000000003247','1120',1,-6,1,30,20,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003247','1120',2,-6,1,40,18,-6,0,'1','2','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003247','1120',3,-6,1,30,14,-6,40,'-7','2','1','-6','-7','-9','-7','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000003248','5120',1,-6,1,25,25,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003249','5120',1,-6,1,30,25,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003249','8280',1,-6,2,40,10,-6,20,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003249','8280',2,-6,2,30,7,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003250','5000',1,-6,1,23,15,-6,0,'2','1','1','-6','2','-9','0400','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003250','5000',2,-6,1,60,25,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003250','8840',1,-6,11,10,0,-6,0,'1','1','-6','-6','2','-9','0630','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000003252','0720',1,-6,1,15,10,-6,-8,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003252','5000',1,-6,1,40,22,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003252','8280',1,-6,2,30,30,-6,2,'1','1','1','-6','2','-9','-7','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000003252','8840',1,-6,1,45,11,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003253','5000',1,-6,12,996,996,-7,5,'-6','1','-6','-7','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000003253','5000',2,-6,12,996,996,-6,8,'-6','1','-6','-6','2','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000003253','5120',1,-6,2,40,35,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003253','5120',2,-6,1,15,10,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003253','5120',3,-6,1,5,5,-6,0,'2','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003253','8840',1,-6,1,30,20,-6,20,'2','1','1','-6','2','-9','0230','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003253','8840',2,-6,1,50,30,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003254','0720',1,-6,1,45,30,-6,0,'2','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003254','0720',2,-6,1,45,30,-6,0,'1','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003254','3360',1,-6,2,5,2,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003254','3360',2,-6,1,15,6,-6,0,'1','2','1','-6','2','-9','-7','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000003254','3360',3,-6,1,5,1,-6,0,'1','1','1','-6','2','-9','0530','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003254','3360',4,2,1,30,20,-6,0,'1','2','2','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003255','3360',1,-6,2,10,6,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003255','3360',3,3,2,60,60,-6,0,'1','1','2','-6','2','-9','0430','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000003255','5120',1,-6,1,8,3,-6,0,'1','1','1','-6','2','-9','0845','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003256','1120',2,-6,1,3,1,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003256','8840',1,-6,12,996,996,4,4,'-6','1','-6','1','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000003256','8840',2,-6,5,50,7,-6,0,'1','1','-6','-6','2','-9','0850','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003257','0720',1,-6,2,30,20,-6,0,'2','1','1','-6','2','-9','0130','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003257','0720',2,-6,1,20,15,3,0,'2','1','1','0','1','-9','0200','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003257','1120',2,-6,6,30,15,-6,0,'1','1','-6','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003257','8280',3,-6,2,30,25,-6,2,'1','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003258','5000',1,-6,1,60,45,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003258','8280',1,-6,1,9,5,2,0,'2','1','1','0','1','-9','1230','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003258','8840',1,-6,1,15,4,-6,0,'1','1','1','-6','2','-9','0610','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003259','1120',1,-6,1,3,1,30,3,'-7','2','1','3','1','-9','-7','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000003259','1120',2,-6,1,60,25,8,0,'1','1','1','1','1','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003259','8280',1,-6,2,15,12,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003260','1120',1,-6,1,35,22,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003260','1120',2,-6,1,25,15,6,0,'1','1','1','0','1','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003261','3360',1,-6,2,75,55,8,2,'1','2','1','1','1','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003261','3360',2,-6,1,45,32,-6,2,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003261','5000',1,-6,2,15,4,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003261','5120',1,-6,2,30,23,-6,2,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003261','5120',2,-6,1,30,20,-6,2,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003261','8840',1,-6,5,30,7,-6,0,'1','1','-6','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003261','8840',2,-6,5,25,7,-6,0,'1','1','-6','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003262','0720',1,-6,1,60,48,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003263','5000',1,-6,3,20,10,8,2,'1','1','1','1','1','-9','0845','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003263','5000',2,2,1,35,14,8,0,'1','1','2','1','1','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003263','8280',1,-6,1,15,9,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003263','8280',2,-6,1,25,13,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003263','8280',3,-6,2,15,5,-6,0,'-7','1','1','-6','2','-9','-7','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003263','8280',4,-6,2,15,5,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003264','8840',2,-6,1,10,10,-6,0,'-8','1','1','-6','2','-9','-8','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003267','8840',1,2,1,45,30,-6,0,'1','1','2','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003267','8840',2,2,1,45,30,-6,0,'1','1','2','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003267','8840',3,-6,1,30,20,-6,0,'2','1','1','-6','2','-9','-7','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000003268','0720',1,-6,1,12,8,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003268','0720',2,-6,1,40,12,-6,0,'1','1','1','-6','2','-9','0440','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003268','5120',1,-6,1,15,2,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003268','5120',7,-6,1,60,8,-6,2,'1','1','1','-6','2','-9','0500','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000003269','1120',1,-6,1,30,15,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003269','1120',2,-6,1,30,15,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003272','8840',1,-6,1,15,15,-6,2,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000003273','0720',1,-6,2,2,1,-6,0,'1','1','1','-6','2','-9','0745','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003273','8280',1,-6,1,10,8,-6,0,'2','1','1','-6','2','-9','0945','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003273','8840',1,-6,1,30,15,12,15,'1','1','1','0','1','-9','0710','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003274','1120',1,-6,1,25,13,-6,0,'1','1','1','-6','2','-9','1030','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003274','1120',2,-6,6,45,19,-6,0,'1','1','-6','-6','2','-9','0550','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003274','8840',1,-6,1,5,2,40,0,'1','1','1','0','1','-9','0745','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003274','8840',2,-6,1,30,30,-6,0,'1','1','1','-6','2','-9','1000','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003275','0720',1,-6,1,60,35,-6,0,'1','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003275','0720',2,-6,1,20,16,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003275','0720',4,-6,1,15,10,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003275','1120',1,-6,2,2,2,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003275','1120',3,-6,1,30,20,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003276','1120',1,3,1,20,12,-6,0,'-8','1','2','-6','2','-9','-8','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000003278','0720',1,-6,1,15,15,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003278','5000',3,-6,1,30,15,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003278','5120',1,-6,1,5,5,-6,0,'1','1','1','-6','2','-9','1100','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000003278','5120',2,-6,2,15,12,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003278','8840',1,-6,1,5,1,-6,0,'1','1','1','-6','2','-9','0715','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003280','5120',1,-6,1,5,5,-6,0,'1','2','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003281','8840',1,-6,1,20,2,-6,30,'1','1','1','-6','2','-9','0930','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003282','5000',1,2,1,5,2,-6,0,'1','1','2','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003282','5000',2,2,1,5,5,-6,0,'1','1','2','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003283','0720',1,-6,1,10,10,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003283','0720',2,-6,1,20,20,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003283','5000',8,-6,1,20,12,-6,0,'2','1','1','-6','2','-9','0400','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003284','0720',1,-6,1,38,25,-6,35,'-7','1','1','-6','2','-9','-7','-9','-9','-9','2','-9','-9','-9','-9','-9'
'000000003284','5000',1,-6,1,15,5,20,20,'1','2','1','2','1','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003284','5120',1,-6,2,4,2,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003284','5120',2,-6,1,15,11,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003284','8840',2,-6,4,30,15,-6,0,'1','1','-6','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003285','1120',1,2,1,60,60,-6,2,'1','2','2','-6','2','-9','0500','-9','-9','2','-9','1','-9','-9','-9','-9'
'000000003285','3360',2,-6,1,25,15,-6,2,'2','1','1','-6','2','-9','0615','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003285','5120',1,-6,1,30,27,-6,0,'1','1','1','-6','2','-9','0500','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003285','5120',2,-6,1,5,5,-6,0,'2','1','1','-6','2','-9','0500','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000003285','8840',1,-6,1,45,18,5,0,'1','1','1','0','1','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003286','5120',1,-6,3,20,12,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003286','5120',2,-6,1,5,4,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003287','0720',1,-6,2,45,36,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003287','0720',2,-6,1,35,23,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003287','5120',1,-6,4,35,15,-6,0,'1','1','-6','-6','2','-9','0545','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003287','8280',1,-6,1,20,8,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003288','1120',1,-6,6,25,5,-6,0,'1','1','-6','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003288','8280',1,-6,2,7,5,-6,3,'1','1','1','-6','2','-9','0815','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003288','8280',2,-6,1,10,10,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003289','0720',1,-6,1,10,6,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003289','3360',1,-6,1,15,9,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003290','5000',1,2,3,40,20,-6,0,'1','1','2','-6','2','-9','0645','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003290','8280',1,-6,1,30,11,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003291','5120',1,-6,11,10,0,-6,0,'1','1','-6','-6','2','-9','0745','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003291','5120',2,-6,1,15,12,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003292','0720',1,-6,1,20,6,-6,0,'1','2','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003292','0720',2,-6,1,20,6,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003293','1120',1,-6,1,15,7,-6,1,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003293','1120',2,-6,1,40,10,10,0,'1','1','1','1','1','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003293','5000',2,-6,1,25,15,-6,2,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003293','8280',1,-6,1,60,35,-6,0,'2','1','1','-6','2','-9','0130','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003295','5000',1,-6,2,20,12,-6,0,'1','1','1','-6','2','-9','0300','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000003295','5000',3,-6,1,40,18,-6,0,'1','1','1','-6','2','-9','0900','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003296','0720',1,-6,1,20,9,-6,0,'1','1','1','-6','2','-9','0715','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003296','1120',1,-6,1,10,4,-6,2,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003296','1120',2,-6,12,996,996,-6,1,'-6','1','-6','-6','2','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000003296','8280',1,-6,12,996,996,46,0,'-6','1','-6','5','1','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000003297','8280',1,-6,3,60,60,10,2,'1','2','1','0','1','-9','0730','-9','-9','-9','2','-9','-9','-9','-9','-9'
'000000003300','5120',2,-6,3,20,5,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003300','8840',1,-6,3,60,30,-6,0,'1','2','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003300','8840',2,-6,1,60,30,-6,5,'1','2','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003301','8840',1,-6,1,35,9,-6,2,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003302','0720',2,-6,1,25,20,30,0,'1','1','1','3','1','-9','0930','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003302','5000',2,-6,1,15,3,-6,2,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003302','8840',2,5,2,40,8,-6,0,'1','1','2','-6','2','-9','0600','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000003302','8840',5,3,3,30,6,-6,0,'1','-7','2','-6','2','-9','0630','-9','-9','2','2','2','-9','-9','-9','-9'
'000000003302','8840',6,4,3,30,6,-6,2,'1','-7','2','-6','2','-9','0430','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000003303','5120',1,-6,1,20,18,4,0,'1','1','1','1','1','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003304','0720',1,2,2,30,25,-6,0,'1','1','2','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003304','0720',2,-6,1,45,35,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003304','5120',1,-6,1,30,20,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003305','3360',1,-6,2,40,20,-6,0,'2','1','1','-6','2','-9','1000','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003305','3360',2,-6,1,30,10,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003307','0720',1,-6,2,45,30,-6,2,'1','2','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003307','5000',2,-6,1,60,30,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003307','5000',5,-6,12,996,996,-6,50,'-6','1','-6','-6','2','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000003307','5000',8,-6,1,10,4,-6,0,'1','1','1','-6','2','-9','1130','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003307','5000',9,-6,1,10,5,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003307','5000',11,-6,1,45,23,-6,0,'-7','2','1','-6','2','-9','-7','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000003307','5000',12,-6,1,10,5,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003307','5120',1,-6,9,15,2,-6,0,'2','1','-6','-6','2','-9','0400','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003307','8280',1,2,2,60,50,-6,18,'1','2','2','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003307','8280',2,2,2,60,50,-6,0,'1','2','2','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003307','8840',1,3,2,15,4,-6,-8,'1','1','2','-6','2','-9','0700','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000003308','0720',1,-6,1,15,5,-6,0,'2','1','1','-6','2','-9','0415','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003308','1120',1,-6,1,15,5,-6,0,'1','1','1','-6','2','-9','0715','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003308','1120',2,-6,1,15,5,-6,0,'1','1','1','-6','2','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003308','5120',1,-6,1,30,18,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003308','5120',2,-6,12,996,996,-6,45,'-6','1','-6','-6','2','-9','-6','-9','-9','-9','1','1','-9','-9','-9','-9'
'000000003308','5120',4,-6,1,15,10,-6,0,'1','1','1','-6','2','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003309','0720',1,-6,1,15,12,-6,0,'1','1','1','-6','2','-9','0400','-9','-9','-9','-9','2','-9','-9','-9','-9'
'000000003309','5120',1,-6,4,30,15,-6,0,'1','1','-6','-6','2','-9','0700','-9','-9','-9','-9','1','-9','-9','-9','-9'
'000000003309','5120',2,-6,2,20,15,-6,2,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003310','3360',1,-6,1,30,15,-6,0,'2','1','1','-6','2','-9','1214','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003310','5000',2,-6,2,20,6,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003311','1120',1,-6,11,1,0,25,0,'1','1','-6','5','1','-9','0830','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003313','0720',1,-6,1,45,15,-6,0,'2','1','1','-6','2','-9','0500','-9','-9','-9','2','2','-9','-9','-9','-9'
'000000003313','5000',1,-6,1,25,15,-6,0,'1','1','1','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003313','5000',2,-6,1,15,4,-6,0,'1','1','1','-6','2','-9','0730','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003313','5120',1,-6,1,30,15,5,0,'1','1','1','2','1','-9','0700','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003313','5120',2,-6,1,30,20,-6,0,'1','1','1','-6','2','-9','0600','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003313','5120',3,-6,1,5,2,-6,0,'2','1','1','-6','2','-9','0300','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003314','1120',1,-6,6,30,10,-6,0,'1','1','-6','-6','2','-9','0750','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003314','1120',2,-6,6,30,10,-6,0,'1','1','-6','-6','2','-9','0630','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003314','5000',1,-6,1,25,6,-6,0,'1','1','1','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003314','8840',1,2,1,20,10,-6,0,'1','1','2','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
'000000003314','8840',2,2,1,20,10,-6,0,'1','1','2','-6','2','-9','0800','-9','-9','-9','-9','-9','-9','-9','-9','-9'
