CONTROL,SMSA,XINUS,XPER,XCOND,XCOOP,XCOST,XHEAD,XREL,XTEN,XUNIT,RMOV,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'000000003566','8840','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003568','8840','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003569','5120','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003570','5120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003570','8280','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000003574','8840','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003576','8280','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003576','8280','-9',4,'3','-6','1','2','1','3','1',2,'2','-9','-9','-9','-9','-9'
'000000003576','8280','-9',3,'3','-6','1','1','-6','1','1',3,'3','-9','-9','-9','-9','-9'
'000000003576','8840','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003578','5000','-9',-7,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000003578','8840','-9',1,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'000000003579','5120','-9',6,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003580','3360','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003581','5120','-9',1,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'000000003581','8840','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003582','1120','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000003586','1120','-9',3,'2','-6','3','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003587','0720','-9',2,'3','-6','3','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003589','8840','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003590','1120','-9',3,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003592','1120','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003594','8280','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003595','0720','-9',2,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003596','1120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003597','0720','-9',-7,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000003597','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000003598','1120','-9',5,'2','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003598','1120','-9',4,'3','-6','3','2','1','2','2',2,'2','-9','-9','-9','-9','-9'
'000000003599','1120','-9',2,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003599','8840','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003603','1120','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003604','1120','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003606','8840','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003607','8280','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003610','8840','-9',-7,'3','-6','1','-9','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000003611','5120','-9',2,'3','-6','3','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'000000003612','8280','-9',4,'4','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003613','5000','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003620','8280','-9',5,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003624','5120','-9',5,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003626','8840','-9',2,'2','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003629','0720','-9',6,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003630','5120','-9',8,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003632','1120','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000003633','3360','-9',4,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003633','5120','-9',1,'4','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000003634','1120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003635','5120','-9',3,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003643','5120','-9',5,'4','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003645','8840','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003646','5000','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003649','5000','-9',6,'1','1','3','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003649','8840','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003651','8840','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003657','8840','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003659','3360','-9',2,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003661','8280','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003662','1120','-9',2,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003664','8280','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003666','1120','-9',2,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003666','8840','-9',8,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003666','8840','-9',7,'3','-6','1','2','1','2','2',2,'2','-9','-9','-9','-9','-9'
'000000003667','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003668','0720','-9',2,'2','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003668','8280','-9',2,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003668','8840','-9',2,'3','-6','3','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003670','0720','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003670','1120','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003670','5120','-9',-8,'3','-6','2','1','-6','1','1',1,'1','-9','1','-9','-9','-9'
'000000003672','5000','-9',-7,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003674','1120','-9',-7,'4','-6','2','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'000000003674','8280','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003675','5000','-9',7,'3','-6','1','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003675','5000','-9',-7,'-7','-6','-7','-7','-6','2','-7',2,'2','-9','1','-9','-9','-9'
'000000003677','5120','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003678','5120','-9',-7,'4','-6','1','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'000000003680','0720','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003681','5000','-9',8,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003681','8840','-9',2,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003682','0720','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003685','8280','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003686','3360','-9',5,'2','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003688','1120','-9',-7,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'000000003688','5000','-9',4,'3','-6','1','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'000000003688','5120','-9',2,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003688','8840','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003692','8840','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003694','5000','-9',1,'2','-6','1','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'000000003694','5000','-9',3,'2','-6','1','1','-6','3','2',2,'2','-9','-9','-9','-9','-9'
'000000003697','8280','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000003698','8280','-9',4,'3','-6','4','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003701','5000','-9',-7,'-7','-6','-7','-7','-6','2','-7',1,'1','-9','1','-9','-9','-9'
'000000003703','5120','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000003706','3360','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000003708','1120','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003711','0720','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003713','5120','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003713','8840','-9',4,'3','-6','2','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003718','1120','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000003718','1120','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','-9'
'000000003721','5000','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003721','8840','-9',2,'3','-6','1','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003722','0720','-9',1,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003722','8840','-9',4,'3','-6','3','1','-6','3','2',1,'1','-9','-9','-9','-9','-9'
'000000003723','8840','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003725','8840','-9',2,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003726','1120','-9',1,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003726','1120','-9',2,'3','-6','3','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000003726','5000','-9',-7,'2','-6','2','-9','-6','1','2',1,'1','-9','-9','-9','1','-9'
'000000003727','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003727','8280','-9',-7,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000003730','0720','-9',2,'3','-6','3','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'000000003732','0720','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003732','1120','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000003732','1120','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','-9'
'000000003734','8280','-9',-7,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'000000003736','0720','-9',4,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000003736','0720','-9',1,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'000000003738','0720','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003740','8280','-9',3,'2','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003740','8280','-9',2,'3','-6','3','1','-6','2','1',2,'2','-9','-9','-9','-9','-9'
'000000003743','8280','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003743','8840','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003744','3360','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000003746','5000','-9',4,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000003746','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',2,'2','-9','-9','-9','1','-9'
'000000003750','1120','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000003750','8840','-9',2,'2','-6','1','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'000000003752','1120','-9',2,'2','-6','1','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'000000003752','5000','-9',7,'3','-6','1','2','1','3','1',1,'1','-9','-9','-9','-9','-9'
'000000003752','8840','-9',-7,'-7','-6','-7','-7','-6','2','-7',1,'1','-9','1','-9','-9','-9'
'000000003753','5120','-9',-7,'-7','-6','-7','-7','-6','2','-7',1,'1','-9','1','-9','-9','-9'
'000000003754','0720','-9',5,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003754','8840','-9',2,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003755','0720','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003756','1120','-9',5,'4','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003756','1120','-9',4,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000003756','1120','-9',4,'3','-6','1','2','1','1','1',3,'3','-9','-9','-9','-9','-9'
'000000003756','5120','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003757','0720','-9',-7,'4','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003757','5000','-9',3,'4','-6','3','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003758','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003763','5120','-9',3,'4','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003764','8280','-9',2,'3','-6','1','2','1','1','3',1,'1','-9','-9','-9','-9','-9'
'000000003765','3360','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000003767','8840','-9',-7,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','1','-9'
'000000003768','5120','-9',2,'2','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003768','5120','-9',2,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000003773','0720','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003780','8840','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000003782','1120','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003783','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000003784','8840','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003785','8840','-9',4,'4','-6','1','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003787','8840','-9',3,'3','-6','2','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003788','8840','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000003788','8840','1',-6,'-6','-6','-6','-6','-6','-6','-6',2,'2','-9','-9','-9','1','-9'
'000000003788','8840','1',-6,'-6','-6','-6','-6','-6','-6','-6',3,'3','-9','-9','-9','1','-9'
'000000003791','5000','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003792','5120','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003793','0720','-9',3,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003793','8840','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003794','1120','-9',3,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003794','1120','-9',4,'3','-6','1','2','2','2','2',2,'2','-9','-9','-9','-9','-9'
'000000003795','5120','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003798','8840','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003800','3360','-9',1,'2','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003800','5000','-9',-7,'2','-6','2','2','2','1','2',1,'1','-9','-9','-9','-9','-9'
'000000003801','8840','-9',2,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000003803','1120','-9',5,'3','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003806','3360','-9',2,'2','-6','1','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003806','8280','-9',6,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003807','8280','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003808','8840','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003809','8280','-9',4,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003810','8280','-9',-7,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'000000003812','1120','-9',3,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003812','1120','-9',3,'3','-6','2','2','2','2','2',2,'2','-9','-9','-9','-9','-9'
'000000003812','5000','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003813','5120','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000003814','8280','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003815','5000','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000003815','8840','-9',4,'3','-6','2','1','-6','1','3',1,'1','-9','-9','-9','-9','-9'
'000000003816','8280','-9',5,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003817','8840','-9',3,'3','-6','2','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003818','0720','-9',4,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003818','0720','-9',3,'3','-6','2','2','2','2','1',2,'2','-9','-9','-9','-9','-9'
'000000003818','5120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003820','8280','-9',3,'3','-6','1','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'000000003825','0720','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003825','8840','-9',5,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003826','5000','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003828','8280','-9',3,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003831','8280','-9',2,'2','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003831','8840','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003835','5000','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003836','8280','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003836','8840','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000003836','8840','1',-6,'-6','-6','-6','-6','-6','-6','-6',2,'2','-9','-9','-9','1','-9'
'000000003839','8840','-9',4,'3','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'000000003840','8840','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000003842','8840','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003847','0720','-9',6,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003848','1120','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003848','8840','-9',2,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003849','8280','-9',2,'3','-6','1','2','1','3','1',1,'1','-9','-9','-9','-9','-9'
'000000003850','0720','-9',4,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003850','1120','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000003852','8280','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003852','8840','-9',5,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000003852','8840','-9',3,'3','-6','1','2','2','2','1',2,'2','-9','-9','-9','-9','-9'
'000000003856','0720','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003857','5000','-9',4,'3','-6','2','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003857','5000','-9',3,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000003861','3360','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003861','8280','-9',2,'2','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003862','0720','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003863','5000','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003863','8840','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003864','1120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003866','8280','-9',-7,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','1','-9'
'000000003868','0720','-9',1,'3','-6','1','1','-6','3','2',1,'1','-9','-9','-9','-9','1'
'000000003868','1120','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000003868','1120','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','-9'
'000000003868','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000003871','8840','-9',1,'2','-6','2','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'000000003872','1120','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003876','5000','-9',2,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003876','8280','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000003879','8840','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003880','8280','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003886','1120','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003886','5000','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003890','8280','-9',5,'2','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003893','5000','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000003894','1120','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000003894','1120','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','-9'
'000000003896','8280','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000003897','8280','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003898','5120','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003898','5120','-9',2,'3','-6','3','1','-6','1','1',2,'2','-9','-9','-9','-9','-9'
'000000003899','5120','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003904','8840','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000003908','5000','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003910','5120','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003911','0720','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000003912','8280','-9',-7,'3','-6','3','2','1','2','2',1,'1','-9','-9','-9','1','-9'
'000000003914','8840','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003915','8280','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003916','1120','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003916','8840','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003917','8280','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000003918','5120','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000003918','8280','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000003922','0720','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000003922','8280','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003922','8840','-9',4,'4','-6','4','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000003924','8280','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003926','1120','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000003926','8840','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003926','8840','1',-6,'-6','-6','-6','-6','-6','-6','-6',2,'2','-9','-9','-9','1','-9'
'000000003926','8840','1',-6,'-6','-6','-6','-6','-6','-6','-6',3,'3','-9','-9','-9','1','-9'
'000000003928','1120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000003928','1120','-9',5,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
