CONTROL,SMSA,XINUS,XPER,XCOND,XCOOP,XCOST,XHEAD,XREL,XTEN,XUNIT,RMOV,MOVGRP,JOVGRP,JXTEN,JXUNIT,JXPER,JXHEAD
'000000000325','5000','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000000327','8840','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000328','8840','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000329','8280','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000333','5000','-9',4,'3','-6','-7','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000336','0720','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000000336','1120','-9',3,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000340','5120','-9',2,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000342','5120','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000342','8840','-9',-7,'3','-6','1','2','2','2','2',1,'1','-9','-9','-9','1','-9'
'000000000344','8280','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000000345','8840','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000346','5000','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000347','8280','-9',2,'3','-6','3','2','2','1','3',1,'1','-9','-9','-9','-9','-9'
'000000000348','0720','-9',4,'3','-6','4','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000350','5120','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000351','5120','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000358','8280','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000359','8840','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000361','0720','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000361','5000','-9',-7,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000362','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000000362','5120','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000000364','8280','-9',2,'2','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000365','0720','-9',-7,'-7','-6','-7','-7','-6','3','-7',1,'1','-9','1','-9','-9','-9'
'000000000367','1120','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000000368','8840','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000000369','3360','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000370','5120','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000375','8280','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000376','1120','-9',2,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000376','1120','-9',3,'2','-6','2','2','2','1','1',2,'2','-9','-9','-9','-9','-9'
'000000000376','5120','-9',4,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000385','1120','-9',6,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000385','8280','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000385','8840','-9',4,'3','-6','3','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000000387','8280','-9',1,'3','-6','1','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'000000000388','8280','-9',2,'3','-6','1','2','2','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000389','3360','-9',3,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000389','5120','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000000390','8280','-9',1,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000000390','8840','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000395','3360','-9',-7,'3','-6','3','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000000395','3360','1',-6,'-6','-6','-6','-6','-6','-6','-6',2,'2','-9','-9','-9','1','-9'
'000000000395','8280','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000397','5000','-9',2,'2','-6','3','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'000000000403','8840','-9',5,'3','-6','-7','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000407','8280','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000408','8280','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000000410','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000413','5000','-9',1,'2','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000414','5000','-9',-7,'3','-6','4','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000415','0720','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000415','5000','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000000417','5120','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000417','8840','-9',2,'4','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000424','8280','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000429','8280','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000430','8280','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000431','8280','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000433','0720','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000433','8840','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000435','5120','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000436','0720','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000436','8280','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000439','5000','-9',3,'2','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000439','5000','-9',2,'2','-6','1','2','2','2','2',2,'2','-9','-9','-9','-9','-9'
'000000000440','8280','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000000440','8280','1',-6,'-6','-6','-6','-6','-6','-6','-6',2,'2','-9','-9','-9','1','-9'
'000000000441','8840','-9',6,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000442','0720','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000000443','8840','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000000445','1120','-9',2,'3','-6','1','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000445','1120','-9',5,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','-9'
'000000000447','8840','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000000449','3360','-9',2,'3','-6','2','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000450','5120','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000453','0720','-9',3,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000454','1120','-9',3,'3','-6','2','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000456','5000','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000457','1120','-9',3,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000459','8840','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000460','3360','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000464','8280','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000465','0720','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000469','1120','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000469','8280','-9',1,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000000470','5000','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000471','5000','-9',-7,'-7','-6','4','-7','-6','1','1',1,'1','-9','1','1','-9','-9'
'000000000471','5000','-9',6,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000000476','3360','-9',1,'4','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000478','0720','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000482','5000','-9',-7,'3','-6','4','-7','-6','3','1',1,'1','-9','1','-9','-9','-9'
'000000000488','8840','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000490','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000000492','8280','-9',5,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000493','8840','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000000494','8280','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000494','8840','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000494','8840','-9',1,'3','-6','2','1','-6','1','1',2,'2','-9','-9','-9','-9','1'
'000000000496','5000','-9',3,'3','-6','1','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000497','0720','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000000498','0720','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000498','0720','-9',4,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000000498','8280','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000508','3360','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000000508','8840','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000509','0720','-9',3,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000511','8280','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000000512','8840','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000515','5120','-9',4,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000517','1120','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000522','0720','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000525','8840','-9',4,'2','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000526','3360','-9',1,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'000000000532','1120','-9',2,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000532','3360','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000533','3360','-9',3,'3','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'000000000535','0720','-9',4,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000536','1120','-9',4,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000536','1120','-9',3,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000000537','8280','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000537','8280','-9',1,'3','-6','1','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'000000000540','5000','-9',2,'4','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000540','8840','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000542','5000','-9',2,'4','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000543','8840','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000000544','5000','-9',5,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000544','5120','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000547','0720','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000552','8280','-9',3,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000553','3360','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000553','8280','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000558','8280','-9',-7,'4','-6','1','-9','-6','2','-7',1,'1','-9','-9','-9','1','-9'
'000000000560','3360','-9',4,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000562','0720','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000562','5000','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000563','5120','-9',3,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000563','8840','-9',2,'2','-6','3','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'000000000564','5120','-9',-8,'-8','-6','-8','-8','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000566','0720','-9',7,'3','-6','3','2','1','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000566','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000566','5120','-9',4,'3','-6','2','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000568','3360','-9',1,'1','1','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000570','5000','-9',3,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000574','0720','-9',4,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000574','8840','-9',-8,'-8','-6','-8','-8','-6','2','-8',1,'1','-9','1','-9','-9','-9'
'000000000582','0720','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000583','0720','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000583','3360','-9',-7,'-9','-6','-9','-9','-6','3','-9',-9,'1','1','1','-9','1','-9'
'000000000584','8840','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000000585','5000','-9',7,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000587','8840','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000589','8840','-9',2,'2','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000589','8840','-9',1,'3','-6','3','1','-6','2','1',2,'2','-9','-9','-9','-9','1'
'000000000590','8280','-9',1,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000591','3360','-9',2,'1','1','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000595','8840','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000596','8280','-9',3,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000598','1120','-9',-7,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','1','-9'
'000000000600','5000','-9',5,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000604','3360','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000606','5120','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000000608','0720','-9',5,'3','-6','2','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000610','3360','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000611','8840','-9',1,'2','-6','2','1','-6','1','2',1,'1','-9','-9','-9','-9','1'
'000000000612','8280','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000614','5120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000617','1120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000618','5000','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000622','0720','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000627','1120','-9',-7,'3','-6','2','-7','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000628','0720','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000000629','5000','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000632','8280','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000000633','1120','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000000633','1120','1',-6,'-6','-6','-6','-6','-6','-6','-6',2,'2','-9','-9','-9','1','-9'
'000000000634','5120','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000634','8840','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000636','0720','-9',6,'3','-6','4','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000637','0720','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000000638','0720','-9',3,'3','-6','1','2','2','3','1',1,'1','-9','-9','-9','-9','-9'
'000000000638','8840','-9',3,'3','-6','2','2','1','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000639','5000','-9',-7,'3','-6','1','2','1','2','2',1,'1','-9','-9','-9','1','-9'
'000000000643','0720','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000644','0720','-9',-8,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000648','3360','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000653','8840','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000657','5000','-9',2,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000660','3360','-9',1,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','1'
'000000000663','0720','-9',5,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000665','3360','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000665','8280','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000666','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000000668','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000000669','8840','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000670','5000','-9',5,'2','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000670','5120','-9',2,'3','-6','2','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000676','5120','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000679','5000','-9',6,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000680','8840','-9',4,'3','-6','1','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000000683','8280','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000688','1120','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000692','8840','-9',-7,'-9','-6','-9','-9','-6','2','-9',-9,'1','1','1','-9','1','-9'
'000000000693','5000','-9',8,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000694','5120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000695','5120','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000700','8280','-9',1,'3','-6','3','1','-6','2','3',1,'1','-9','-9','-9','-9','1'
'000000000705','5000','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000706','5000','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000706','8280','-9',3,'3','-6','2','2','1','2','3',1,'1','-9','-9','-9','-9','-9'
'000000000708','0720','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000000709','5000','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000710','1120','-9',1,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000712','3360','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000712','8280','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000715','5120','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000000716','5000','-9',-7,'3','-6','3','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000716','8280','-9',2,'2','-6','2','1','-6','1','2',1,'1','-9','-9','-9','-9','-9'
'000000000718','1120','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000719','1120','-9',2,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000719','8840','-9',1,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000000720','8840','-9',4,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000721','5000','-9',-8,'-8','-6','-8','-8','-6','2','2',1,'1','-9','1','-9','-9','-9'
'000000000723','8840','-9',9,'3','-6','1','2','1','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000725','1120','-9',1,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000727','5120','-9',5,'3','-6','3','1','-6','3','1',1,'1','-9','-9','-9','-9','-9'
'000000000728','8840','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000000729','5000','-9',-7,'3','-6','3','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000732','3360','-9',4,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000734','5000','-9',3,'3','-6','2','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000735','0720','-9',3,'2','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000735','5120','-9',-7,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'000000000739','0720','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000739','0720','-9',4,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000000739','8840','-9',3,'4','-6','1','2','2','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000739','8840','-9',6,'3','-6','1','2','1','1','1',2,'2','-9','-9','-9','-9','-9'
'000000000740','0720','-9',4,'3','-6','3','1','-6','2','3',1,'1','-9','-9','-9','-9','-9'
'000000000740','8840','-9',1,'4','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000741','8840','-9',2,'3','-6','3','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000742','1120','-9',2,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000746','5120','-9',5,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000747','5000','1',-6,'-6','-6','-6','-6','-6','-6','-6',1,'1','-9','-9','-9','1','-9'
'000000000748','5000','-9',-7,'-9','-6','-9','-9','-6','1','1',-9,'1','1','1','1','1','-9'
'000000000748','8280','-9',1,'2','-6','4','1','-6','1','1',1,'1','-9','-9','-9','-9','1'
'000000000748','8840','-9',4,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000750','5120','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000754','8280','-9',2,'3','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000756','8280','-9',3,'3','-6','2','2','2','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000760','3360','-9',3,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000764','3360','-9',2,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','-9'
'000000000764','8840','-9',5,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000764','8840','-9',1,'3','-6','2','1','-6','2','2',2,'2','-9','-9','-9','-9','1'
'000000000766','8840','-9',2,'3','-6','2','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000767','5120','-9',2,'3','-6','1','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000770','8280','-9',3,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000774','5000','-9',-6,'-6','-6','-6','-6','-6','-6','4',1,'1','-9','-9','-9','1','-9'
'000000000778','5120','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000778','5120','-9',-6,'-6','-6','-6','-6','-6','-6','4',2,'2','-9','-9','-9','1','-9'
'000000000778','8840','-9',6,'3','-6','1','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000778','8840','-9',-7,'3','-6','1','1','-6','2','1',2,'2','-9','-9','-9','1','-9'
'000000000781','5120','-9',4,'3','-6','3','1','-6','1','1',1,'1','-9','-9','-9','-9','-9'
'000000000782','8840','-9',1,'2','-6','2','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
'000000000783','8280','-9',2,'3','-6','3','1','-6','2','1',1,'1','-9','-9','-9','-9','-9'
'000000000786','3360','-9',1,'3','-6','1','1','-6','2','2',1,'1','-9','-9','-9','-9','1'
