Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Oct,183,24835000,135700,107600,-,-
Nov,169,23400000,138500,112900,1750,8.8
Dec,158,21040000,133200,110500,-,-
2008-Jan,152,18655000,122700,101200,1782,9.0
Feb,157,19535000,124400,110000,1736,8.9
Mar,205,26230000,128000,115200,1795,9.2
Apr,207,25555000,123500,111200,1827,9.4
May,242,31330000,129500,109100,1843,9.4
Jun,226,30010000,132800,116800,1765,9.1
Jul,249,31700000,127300,116200,1731,8.9
Aug,260,31755000,122100,109400,1646,8.4
Sep,206,26885000,130500,108700,1645,8.2
Oct,166,20725000,124800,117500,1605,8.0
Nov,114,13110000,115000,100000,1549,7.9
Dec,146,18095000,123900,108600,1476,7.6
2009-Jan,98,10860000,110800,94300,1477,7.8
Feb,135,17850000,132200,101100,1437,7.7
Mar,169,20380000,120600,98800,1435,7.8
Apr,163,20895000,128200,111900,1442,8.0
