"City","State","Total","Units_1","Units_2","Units_3-4","Units_5-Inf"
"Jefferson City","MO",4998,4481,0,196,321
"Johnson City","TN",9281,8914,0,69,298
"Johnstown","PA",380,380,0,0,0
"Jonesboro","AR",7198,7198,0,0,0
"Joplin","MO",1896,1896,0,0,0
"Kalamazoo-Portage","MI",14232,14232,0,0,0
"Kankakee-Bradley","IL",3640,3640,0,0,0
"Kansas City","MO-KS",186201,172541,1691,4803,7166
"Kennewick-Richland-Pasco","WA",39574,31521,192,2249,5612
"Killeen-Temple-Fort Hood","TX",36266,33069,309,1972,916
"Kingsport-Bristol-Bristol","TN-VA",10251,10251,0,0,0
"Kingston","NY",20513,13796,0,0,6717
"Knoxville","TN",52749,50786,131,400,1432
"Kokomo","IN",4861,4861,0,0,0
"La Crosse","WI-MN",8543,8028,300,0,215
"Lafayette","IN",12559,12059,0,0,500
"Lafayette","LA",20878,20878,0,0,0
"Lake Charles","LA",7705,7277,82,0,346
"Lakeland","FL",148678,143423,1927,0,3328
"Lancaster","PA",22819,20913,0,499,1407
"Lansing-East Lansing","MI",16331,14922,647,0,762
"Laredo","TX",17686,15468,84,136,1998
"Las Cruces","NM",28356,26689,180,0,1487
"Las Vegas-Paradise","NV",542441,399015,0,8120,135306
"Lawrence","KS",4998,4171,827,0,0
"Lawton","OK",1755,1755,0,0,0
"Lebanon","PA",9588,9344,244,0,0
"Lewiston","ID-WA",1000,850,150,0,0
"Lewiston-Auburn","ME",5331,4831,0,0,500
"Lexington-Fayette","KY",55740,53574,0,366,1800
"Lima","OH",790,790,0,0,0
"Lincoln","NE",26675,25388,880,0,407
"Little Rock-North Little Rock","AR",65760,63510,0,0,2250
"Logan","UT-ID",14092,13425,0,250,417
"Longview","TX",3421,3421,0,0,0
"Longview","WA",5682,5320,362,0,0
"Los Angeles-Long Beach-Santa Ana","CA",601914,362037,6476,9044,224357
"Louisville","KY-IN",127058,119433,200,105,7320
"Lubbock","TX",26361,14778,2940,792,7851
"Lynchburg","VA",34688,32762,0,0,1926
"Macon","GA",8363,8363,0,0,0
"Madera","CA",33614,33614,0,0,0
"Madison","WI",77356,53853,1233,1935,20335
"Manchester-Nashua","NH",27592,25794,0,1200,598
"Mansfield","OH",4031,3755,0,276,0
"McAllen-Edinburg-Pharr","TX",87950,67453,314,12238,7945
"Medford","OR",29079,28005,381,288,405
"Memphis","TN-MS-AR",152718,146906,157,0,5655
"Merced","CA",40201,39484,0,243,474
"Miami-Fort Lauderdale-Miami Beach","FL",674381,377690,6869,7538,282284
"Michigan City-La Porte","IN",3709,3709,0,0,0
"Midland","TX",4444,4444,0,0,0
"Milwaukee-Waukesha-West Allis","WI",105174,86564,2643,6674,9293
"Minneapolis-St. Paul-Bloomington","MN-WI",427543,353828,1667,2160,69888
"Missoula","MT",4782,4223,0,0,559
"Mobile","AL",23146,22696,0,0,450
"Modesto","CA",46948,45005,0,0,1943
"Monroe","LA",7187,7187,0,0,0
"Monroe","MI",7496,7496,0,0,0
"Montgomery","AL",25133,25133,0,0,0
"Morgantown","WV",1267,317,250,0,700
"Morristown","TN",8615,6890,975,0,750
"Mount Vernon-Anacortes","WA",15813,15813,0,0,0
"Muncie","IN",4088,3838,250,0,0
"Muskegon-Norton Shores","MI",6533,5442,1091,0,0
"Myrtle Beach-Conway-North Myrtle Beach","SC",144783,84524,1385,1216,57658
"Napa","CA",9713,9713,0,0,0
"Naples-Marco Island","FL",133962,83912,2002,4103,43945
"Nashville-Davidson--Murfreesboro","TN",260446,237684,1175,0,21587
"New Haven-Milford","CT",18275,15176,345,259,2495
"New Orleans-Metairie-Kenner","LA",87524,82691,2976,150,1707
"New York-Northern New Jersey-Long Island","NY-NJ-PA",864370,352958,60917,55856,394639
"Niles-Benton Harbor","MI",1914,1914,0,0,0
"Norwich-New London","CT",24443,21651,0,1016,1776
"Ocala","FL",74676,74676,0,0,0
"Ocean City","NJ",43995,17919,8680,2628,14768
"Odessa","TX",2496,2496,0,0,0
"Ogden-Clearfield","UT",69453,66805,1112,1536,0
"Oklahoma City","OK",119682,117186,545,597,1354
"Olympia","WA",26271,25788,0,0,483
"Omaha-Council Bluffs","NE-IA",72899,72434,182,0,283
"Orlando","FL",480857,403387,263,2004,75203
"Oshkosh-Neenah","WI",11313,9692,1621,0,0
"Owensboro","KY",3329,3329,0,0,0
"Oxnard-Thousand Oaks-Ventura","CA",119574,106478,0,365,12731
"Palm Bay-Melbourne-Titusville","FL",157384,115579,1769,0,40036
"Panama City-Lynn Haven","FL",28645,19174,283,2906,6282
"Parkersburg-Marietta","WV-OH",2306,2306,0,0,0
"Pascagoula","MS",9562,9162,0,400,0
"Pensacola-Ferry Pass-Brent","FL",54359,44675,3453,1253,4978
"Peoria","IL",14464,13029,1115,0,320
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",251093,223122,850,3500,23621
"Phoenix-Mesa-Scottsdale","AZ",806181,757960,470,4321,43430
"Pine Bluff","AR",1239,1118,50,0,71
"Pittsburgh","PA",95906,87657,1163,740,6346
"Pittsfield","MA",918,918,0,0,0
"Pocatello","ID",5015,4755,0,260,0
"Port St. Lucie-Fort Pierce","FL",170518,155517,0,1666,13335
"Portland-South Portland-Biddeford","ME",64333,60453,2244,261,1375
"Portland-Vancouver-Beaverton","OR-WA",260853,232545,2530,1934,23844
"Poughkeepsie-Newburgh-Middletown","NY",29182,26580,290,0,2312
"Prescott","AZ",67437,65516,1423,498,0
"Providence-New Bedford-Fall River","RI-MA",62307,55664,906,850,4887
"Provo-Orem","UT",83183,80689,562,0,1932
"Pueblo","CO",16517,16517,0,0,0
"Punta Gorda","FL",49780,39996,1392,914,7478
"Racine","WI",21428,20778,0,650,0
"Raleigh-Cary","NC",247011,247011,0,0,0
"Rapid City","SD",13333,11399,0,0,1934
"Reading","PA",13954,13118,0,0,836
"Redding","CA",20866,18770,181,977,938
"Reno-Sparks","NV",98590,90773,128,489,7200
"Richmond","VA",140448,134183,0,2589,3676
"Riverside-San Bernardino-Ontario","CA",1005534,935998,634,23251,45651
"Roanoke","VA",24075,22575,0,0,1500
"Rochester","MN",22502,22125,0,0,377
"Rochester","NY",30863,30563,0,300,0
"Rockford","IL",19542,17721,895,926,0
"Rocky Mount","NC",6201,5531,670,0,0
"Rome","GA",6359,5505,505,0,349
"Sacramento--Arden-Arcade--Roseville","CA",321836,317485,475,1913,1963
"Saginaw-Saginaw Township North","MI",4700,4471,229,0,0
"Salem","OR",33834,33037,797,0,0
"Salinas","CA",22269,22269,0,0,0
"Salisbury","MD",9939,8612,0,0,1327
"Salt Lake City","UT",115945,109492,640,2354,3459
"San Angelo","TX",4679,4679,0,0,0
"San Antonio","TX",202215,194253,314,334,7314
"San Diego-Carlsbad-San Marcos","CA",257642,225339,1770,11037,19496
"San Francisco-Oakland-Fremont","CA",311506,258859,212,4941,47494
"San Jose-Sunnyvale-Santa Clara","CA",102112,59550,1125,9862,31575
"San Luis Obispo-Paso Robles","CA",34272,33585,0,0,687
"Sandusky","OH",267,0,0,0,267
"Santa Barbara-Santa Maria-Goleta","CA",34180,32761,223,279,917
"Santa Cruz-Watsonville","CA",8031,7835,196,0,0
"Santa Fe","NM",7702,7702,0,0,0
"Santa Rosa-Petaluma","CA",60355,36659,1122,0,22574
"Sarasota-Bradenton-Venice","FL",224914,209953,1107,4930,8924
"Savannah","GA",35247,33004,2043,0,200
"Scranton--Wilkes-Barre","PA",5632,5470,0,162,0
"Seattle-Tacoma-Bellevue","WA",412553,347885,3731,5900,55037
"Sheboygan","WI",3956,3547,409,0,0
"Sherman-Denison","TX",723,603,120,0,0
"Shreveport-Bossier City","LA",27567,27567,0,0,0
"Sioux City","IA-NE-SD",4772,4493,279,0,0
"Sioux Falls","SD",9988,8781,451,0,756
"South Bend-Mishawaka","IN-MI",17637,16077,0,0,1560
"Spartanburg","SC",18964,18964,0,0,0
"Spokane","WA",33785,26812,1133,293,5547
"Springfield","IL",6954,5565,736,374,279
"Springfield","MA",14602,14380,222,0,0
"Springfield","MO",64088,50564,2860,1890,8774
"Springfield","OH",3162,3162,0,0,0
"St. Cloud","MN",16788,16473,0,0,315
"St. George","UT",57394,51127,0,336,5931
"St. Joseph","MO-KS",2555,2555,0,0,0
"St. Louis","MO-IL",239539,226644,2928,1658,8309
"State College","PA",9531,8701,830,0,0
"Stockton","CA",114886,113487,446,0,953
"Sumter","SC",6660,5720,262,678,0
"Syracuse","NY",23352,21112,0,0,2240
"Tallahassee","FL",40796,30886,1191,457,8262
"Tampa-St. Petersburg-Clearwater","FL",565509,476286,823,2765,85635
"Terre Haute","IN",3647,2815,0,0,832
"Texarkana","TX-Texarkana",2720,2555,165,0,0
"Toledo","OH",26851,23701,966,2184,0
"Topeka","KS",13220,13220,0,0,0
"Trenton-Ewing","NJ",15224,11420,0,0,3804
"Tucson","AZ",206617,199499,1088,295,5735
"Tulsa","OK",71969,58681,314,0,12974
"Tuscaloosa","AL",19025,18501,0,0,524
"Tyler","TX",8204,7684,0,150,370
"Utica-Rome","NY",589,589,0,0,0
"Valdosta","GA",12745,10791,117,0,1837
"Vallejo-Fairfield","CA",43202,42502,700,0,0
"Vero Beach","FL",62423,61469,754,0,200
"Victoria","TX",2781,1584,0,714,483
"Vineland-Millville-Bridgeton","NJ",7002,7002,0,0,0
"Virginia Beach-Norfolk-Newport News","VA-NC",128359,120359,4395,1001,2604
"Visalia-Porterville","CA",53439,49198,557,3684,0
"Waco","TX",11513,7513,0,0,4000
"Warner Robins","GA",10609,10609,0,0,0
"Washington-Arlington-Alexandria","DC-VA-MD-WV",734812,527963,0,623,206226
"Waterloo-Cedar Falls","IA",14945,7558,490,480,6417
"Wausau","WI",11628,11183,445,0,0
"Weirton-Steubenville","WV-OH",239,239,0,0,0
"Wenatchee","WA",9060,9060,0,0,0
"Wheeling","WV-OH",0,0,0,0,0
"Wichita Falls","TX",6365,3803,0,2562,0
"Wichita","KS",34072,33631,441,0,0
"Williamsport","PA",193,193,0,0,0
"Wilmington","NC",118334,104102,3934,2030,8268
"Winchester","VA-WV",27444,27444,0,0,0
"Winston-Salem","NC",43163,42060,1103,0,0
"Worcester","MA",41670,41088,0,582,0
"Yakima","WA",10081,10081,0,0,0
"York-Hanover","PA",34946,33921,0,400,625
"Youngstown-Warren-Boardman","OH-PA",16753,15873,420,460,0
"Yuba City-Marysville","CA",32942,32942,0,0,0
"Yuma","AZ",29122,28219,0,0,903
