"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month"
"Chattanooga","TN-GA MSA",19732,19409,80,0,243,1
"Cheyenne","WY MSA",2920,2477,77,0,366,1
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",275406,255725,1166,6125,12390,1
"Chico-Paradise","CA MSA",8993,8993,0,0,0,1
"Cincinnati-Hamilton","OH-KY- IN CMSA",77522,73762,126,1340,2294,1
"Clarksville-Hopkinsville","TN-KY MSA",5692,4812,70,270,540,1
"Cleveland-Akron","OH CMSA",86596,81154,641,1284,3517,1
"Colorado Springs","CO MSA",37146,35931,75,420,720,1
"Columbia","MO MSA",4871,4744,127,0,0,1
"Columbia","SC MSA",26299,26299,0,0,0,1
"Columbus","GA-AL MSA",9201,8880,90,231,0,1
"Columbus","OH MSA",90791,80108,967,1564,8152,1
"Corpus Christi","TX MSA",8734,6202,133,1899,500,1
"Cumberland","MD-WV MSA",989,989,0,0,0,1
"Dallas-Fort Worth","TX CMSA",378116,353820,522,0,23774,1
"Danville","VA MSA",1854,1854,0,0,0,1
"Davenport-Moline-Rock Island","IA-IL MSA",3590,3225,0,0,365,1
"Dayton-Springfield","OH MSA",12465,12158,0,307,0,1
"Daytona Beach","FL MSA",38768,30970,330,156,7312,1
"Decatur","Al MSA",2091,1986,0,0,105,1
"Decatur","IL MSA",1106,945,161,0,0,1
"Denver-Boulder-Greeley","CO CMSA",297378,222889,583,0,73906,1
"Des Moines","IA MSA",21245,17987,248,0,3010,1
"Detroit-Ann Arbor-Flint","MI CMSA",197172,177746,3500,8165,7761,1
"Dothan","AL MSA",1896,1896,0,0,0,1
"Dover","DE MSA",5559,5559,0,0,0,1
"Dubuque","IA MSA",530,530,0,0,0,1
"Duluth-Superior","MN-WI MSA",3298,2739,116,443,0,1
"Eau Claire","WI MSA",1823,773,0,1050,0,1
"El Paso","TX MSA",12995,12995,0,0,0,1
"Elkhart-Goshen","IN MSA",8252,7372,0,880,0,1
"Elmira","NY MSA",365,365,0,0,0,1
"Enid","OK MSA",750,750,0,0,0,1
"Erie","PA MSA",2332,1885,0,75,372,1
"Eugene-Springfield","OR MSA",12269,11063,1206,0,0,1
"Evansville-Henderson","IN-KY MSA",9448,8946,502,0,0,1
"Fargo-Moorhead","ND-MN MSA",3493,777,0,0,2716,1
"Fayetteville","NC MSA",4719,4719,0,0,0,1
"Fayetteville-Springdale- Rogers","AR MSA",18639,17348,641,190,460,1
"Flagstaff","AZ-UT MSA",6834,6834,0,0,0,1
"Florence","AL MSA",781,781,0,0,0,1
"Florence","SC MSA",3516,3212,0,0,304,1
"Fort Collins-Loveland","CO MSA",28713,26205,513,404,1591,1
"Fort Myers-Cape Coral","FL MSA",61367,41053,1735,2981,15598,1
"Fort Pierce-Port St. Lucie","FL MSA",41302,35883,0,0,5419,1
"Fort Smith","AR-OK MSA",3747,3221,526,0,0,1
"Fort Walton Beach","FL MSA",13041,9645,0,0,3396,1
"Fort Wayne","IN MSA",15323,15123,200,0,0,1
"Fresno","CA MSA",19110,19110,0,0,0,1
"Gadsden","AL MSA",512,512,0,0,0,1
"Gainesville","FL MSA",10833,7438,87,0,3308,1
"Glens Falls","NY MSA",1445,1445,0,0,0,1
"Goldsboro","NC MSA",2757,2500,143,114,0,1
"Grand Forks","ND-MN MSA",0,0,0,0,0,1
"Grand Junction","CO MSA",5951,5491,0,0,460,1
"Grand Rapids-Muskegon- Holland","MI MSA",42322,39569,424,0,2329,1
"Great Falls","MT MSA",550,335,0,215,0,1
"Green Bay","WI MSA",4001,3516,144,0,341,1
"Greensboro--Winston-Salem-- High Point","NC MSA",62933,54124,0,151,8658,1
"Greenville","NC MSA",8297,6440,325,0,1532,1
"Greenville-Spartanburg- Anderson","SC MSA",49298,47450,290,0,1558,1
"Harrisburg-Lebanon- Carlisle","PA MSA",10018,10018,0,0,0,1
"Hartford","CT MSA",21441,21205,0,0,236,1
"Hattiesburg","MS MSA",782,782,0,0,0,1
"Hickory-Morganton-Lenoir","NC MSA",15113,13432,328,0,1353,1
"Honolulu","HI MSA",15075,15075,0,0,0,1
"Houma","LA MSA",7416,7416,0,0,0,1
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",261565,248640,854,186,11885,1
"Huntington-Ashland","WV-KY- OH MSA",50,50,0,0,0,1
"Huntsville","AL MSA",4785,4433,0,114,238,1
"Indianapolis","IN MSA",101685,98788,1245,501,1151,1
"Iowa City","IA MSA",3071,1909,180,482,500,1
"Jackson","MI MSA",452,452,0,0,0,1
"Jackson","MS MSA",17713,16414,0,142,1157,1
"Jackson","TN MSA",5315,5315,0,0,0,1
"Jacksonville","FL MSA",89168,65519,438,228,22983,1
"Jacksonville","NC MSA",3642,3642,0,0,0,1
"Jamestown","NY MSA",88,88,0,0,0,1
"Janesville-Beloit","WI MSA",2673,2448,0,225,0,1
"Johnson City-Kingsport- Bristol","TN-VA MSA",7784,6171,0,0,1613,1
"Johnstown","PA MSA",161,161,0,0,0,1
"Jonesboro","AR MSA",1924,1844,80,0,0,1
"Joplin","MO MSA",1097,994,103,0,0,1
"Kalamazoo-Battle Creek","MI MSA",11267,11267,0,0,0,1
"Kansas City","MO-KS MSA",129836,103194,1450,3039,22153,1
"Killeen-Temple","TX MSA",13215,12152,787,276,0,1
"Knoxville","TN MSA",22252,20781,258,133,1080,1
"Kokomo","IN MSA",2765,2765,0,0,0,1
"La Crosse","WI-MN MSA",871,711,160,0,0,1
"Lafayette","LA MSA",12157,10657,1500,0,0,1
"Lafayette","IN MSA",8047,3729,395,0,3923,1
"Lake Charles","LA MSA",4321,3857,138,0,326,1
"Lakeland-Winter Haven","FL MSA",21994,21469,0,0,525,1
"Lancaster","PA MSA",11968,11854,114,0,0,1
"Lansing-East Lansing","MI MSA",10821,10589,232,0,0,1
"Laredo","TX MSA",5533,5321,0,0,212,1
"Las Cruces","NM MSA",8215,8215,0,0,0,1
"Las Vegas","NV-AZ MSA",195019,171905,644,2862,19608,1
"Lawrence","KS MSA",4043,2934,393,0,716,1
"Lawton","OK MSA",1827,1827,0,0,0,1
"Lewiston-Auburn","ME MSA",738,738,0,0,0,1
"Lexington","KY MSA",20818,19680,660,0,478,1
"Lima","OH MSA",0,0,0,0,0,1
"Lincoln","NE MSA",10093,8516,212,0,1365,1
"Little Rock-North Little Rock","AR MSA",21152,21152,0,0,0,1
"Longview-Marshall","TX MSA",1441,1441,0,0,0,1
"Los Angeles-Riverside- Orange County","CA CMSA",535083,433571,5433,8164,87915,1
"Louisville","KY-IN MSA",45811,42585,165,950,2111,1
"Lubbock","TX MSA",5064,4761,0,0,303,1
"Lynchburg","VA MSA",8661,8280,118,263,0,1
"Macon","GA MSA",13749,13515,234,0,0,1
"Madison","WI MSA",25124,17262,552,2004,5306,1
"Mansfield","OH MSA",1881,481,0,1400,0,1
"McAllen-Edinburg-Mission","TX MSA",17992,16697,165,351,779,1
"Medford-Ashland","OR MSA",7232,7083,149,0,0,1
"Melbourne-Titusville-Palm Bay","FL MSA",38408,28879,0,847,8682,1
"Memphis","TN-AR-MS MSA",104729,68925,0,0,35804,1
"Merced","CA MSA",7485,7485,0,0,0,1
"Miami-Fort Lauderdale","FL CMSA",159979,141941,446,692,16900,1
"Milwaukee-Racine","WI CMSA",58534,41628,1998,1310,13598,1
"Minneapolis-St. Paul","MN-WI MSA",145637,128041,2587,1341,13668,1
"Missoula","MT MSA",842,842,0,0,0,1
"Mobile","AL MSA",39284,26191,471,0,12622,1
"Modesto","CA MSA",15649,15052,125,194,278,1
"Monroe","LA MSA",1931,1931,0,0,0,1
"Montgomery","AL MSA",9842,9842,0,0,0,1
"Muncie","IN MSA",4892,1292,0,600,3000,1
"Myrtle Beach","SC MSA",27764,17627,0,1292,8845,1
"Naples","FL MSA",99710,55347,179,7453,36731,1
"Nashville","TN MSA",82027,76925,690,443,3969,1
"New London-Norwich","CT-RI MSA",7975,7602,0,0,373,1
"New Orleans","LA MSA",31287,28533,232,173,2349,1
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",449634,273061,16690,8290,151593,1
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",47960,46361,116,692,791,1
"Ocala","FL MSA",68427,68427,0,0,0,1
"Odessa-Midland","TX MSA",2994,2994,0,0,0,1
"Oklahoma City","OK MSA",37545,37545,0,0,0,1
"Omaha","NE-IA MSA",19944,19944,0,0,0,1
"Orlando","FL MSA",151323,131303,809,389,18822,1
"Owensboro","KY MSA",2959,1919,0,0,1040,1
"Panama City","FL MSA",5044,4579,465,0,0,1
"Parkersburg-Marietta","WV-OH MSA",673,673,0,0,0,1
"Pensacola","FL MSA",20318,20318,0,0,0,1
"Peoria-Pekin","IL MSA",8172,5892,200,0,2080,1
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",154579,132570,949,252,20808,1
"Phoenix-Mesa","AZ MSA",357217,310670,579,7831,38137,1
"Pine Bluff","AR MSA",369,289,80,0,0,1
"Pittsburgh","PA MSA",73547,70072,80,276,3119,1
"Pittsfield","MA MSA",0,0,0,0,0,1
"Pocatello","ID MSA",1121,1006,115,0,0,1
"Portland","ME MSA",11118,11118,0,0,0,1
"Portland-Salem","OR-WA CMSA",112273,98552,2720,1537,9464,1
"Providence-Fall River- Warwick","RI-MA MSA",24778,19281,285,0,5212,1
"Provo-Orem","UT MSA",19725,18537,578,0,610,1
"Pueblo","CO MSA",9066,8610,456,0,0,1
"Punta Gorda","FL MSA",9982,8971,0,286,725,1
"Raleigh-Durham-Chapel Hill","Hill NC MSA",103771,102768,231,0,772,1
"Rapid City","SD MSA",3444,2796,0,0,648,1
"Reading","PA MSA",5668,5668,0,0,0,1
"Redding","CA MSA",17210,6643,0,10567,0,1
"Reno","NV MSA",29585,29585,0,0,0,1
"Richland-Kennewick-Pasco","WA MSA",6623,6623,0,0,0,1
"Richmond-Petersburg","VA MSA",45341,44682,0,0,659,1
"Roanoke","VA MSA",4813,4457,0,0,356,1
"Rochester","MN MSA",6712,5738,219,247,508,1
"Rochester","NY MSA",18437,18087,0,0,350,1
"Rockford","IL MSA",10267,9526,741,0,0,1
"Rocky Mount","NC MSA",2923,2923,0,0,0,1
"Sacramento-Yolo","CA CMSA",167998,134047,0,1080,32871,1
"Saginaw-Bay City-Midland","MI MSA",3083,2861,222,0,0,1
"St. Cloud","MN MSA",2596,2596,0,0,0,1
"St. Joseph","MO MSA",753,468,15,0,270,1
"St. Louis","MO-IL MSA",91808,81140,745,1660,8263,1
"Salinas","CA MSA",18253,12253,1833,4167,0,1
"Salt Lake City-Ogden","UT MSA",59452,56784,329,882,1457,1
"San Angelo","TX MSA",2026,1842,184,0,0,1
"San Antonio","TX MSA",87909,79898,597,0,7414,1
"San Diego","CA MSA",164222,135579,158,800,27685,1
"San Francisco-Oakland-San Jose","CA CMSA",300068,234754,1774,5071,58469,1
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",18182,16434,155,732,861,1
"Santa Barbara-Santa Maria- Lompoc","CA MSA",8328,8328,0,0,0,1
"Santa Fe","NM MSA",5032,5032,0,0,0,1
"Sarasota-Bradenton","FL MSA",57840,53624,146,754,3316,1
"Savannah","GA MSA",15201,14033,497,0,671,1
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",2332,2332,0,0,0,1
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",217315,148623,3266,5642,59784,1
"Sharon","PA MSA",1012,885,127,0,0,1
"Sheboygan","WI MSA",403,403,0,0,0,1
"Sherman-Denison","TX MSA",1249,1179,70,0,0,1
"Shreveport-Bossier City","LA MSA",10191,10191,0,0,0,1
"Sioux City","IA-NE MSA",1296,1296,0,0,0,1
"Sioux Falls","SD MSA",9519,6927,0,0,2592,1
"South Bend","IN MSA",12890,9821,669,0,2400,1
"Spokane","WA MSA",5920,4012,174,0,1734,1
"Springfield","IL MSA",3937,3798,139,0,0,1
"Springfield","MO MSA",11035,10745,290,0,0,1
"Springfield","MA MSA",4119,4119,0,0,0,1
"State College","PA MSA",2243,1936,0,0,307,1
"Steubenville-Weirton","OH-WV MSA",185,185,0,0,0,1
"Stockton-Lodi","CA MSA",50885,50885,0,0,0,1
"Sumter","SC MSA",2173,1871,153,0,149,1
"Syracuse","NY MSA",4495,4400,95,0,0,1
"Tallahassee","FL MSA",12175,11943,232,0,0,1
"Tampa-St. Petersburg- Clearwater","FL MSA",127718,106484,2672,651,17911,1
"Terre Haute","IN MSA",1578,1578,0,0,0,1
"Texarkana  TX-Texarkana "," AR MSA",1636,1636,0,0,0,1
"Toledo","OH MSA",12680,11216,308,256,900,1
"Topeka","KS MSA",7526,6621,905,0,0,1
"Tucson","AZ MSA",63970,62712,0,958,300,1
"Tulsa","OK MSA",27838,27623,0,215,0,1
"Tuscaloosa","AL MSA",5354,4889,465,0,0,1
"Tyler","TX MSA",4318,4087,0,0,231,1
"Utica-Rome","NY MSA",123,123,0,0,0,1
"Victoria","TX MSA",1684,1684,0,0,0,1
"Visalia-Tulare-Porterville","CA MSA",12464,12464,0,0,0,1
"Waco","TX MSA",4549,3842,0,0,707,1
"Washington-Baltimore","DC-MD- VA-WV CMSA",340055,299915,180,0,39960,1
"Waterloo-Cedar Falls","IA MSA",1500,1500,0,0,0,1
"Wausau","WI MSA",1733,1733,0,0,0,1
"West Palm Beach-Boca Raton","Raton FL MSA",80052,72083,480,686,6803,1
"Wheeling","WV-OH MSA",212,212,0,0,0,1
"Wichita","KS MSA",14831,14326,505,0,0,1
"Wichita Falls","TX MSA",1231,1231,0,0,0,1
"Wilmington","NC MSA",30783,23344,0,190,7249,1
"Yakima","WA MSA",2310,1590,216,204,300,1
"York","PA MSA",7008,6328,480,200,0,1
"Youngstown-Warren","OH MSA",6713,5638,106,0,969,1
"Yuba City","CA MSA",2887,2887,0,0,0,1
"Yuma","AZ MSA",7017,7017,0,0,0,1
"Abilene","TX MSA",2426,2426,0,0,0,2
"Albany","GA MSA",5382,5382,0,0,0,2
"Albany-Schenectady-Troy","NY MSA",12500,12209,0,0,291,2
"Albuquerque","NM MSA",41111,40384,0,0,727,2
"Alexandria","LA MSA",3748,3748,0,0,0,2
"Allentown-Bethlehem-Easton","PA MSA",13413,13230,0,183,0,2
"Altoona","PA MSA",281,281,0,0,0,2
"Amarillo","TX MSA",5087,5087,0,0,0,2
"Anchorage","AK MSA",4662,4309,353,0,0,2
"Anniston","AL MSA",1446,1171,0,0,275,2
"Appleton-Oshkosh-Neenah","WI MSA",15701,14276,538,0,887,2
"Asheville","NC MSA",12501,11630,541,0,330,2
"Athens","GA MSA",15595,12180,742,206,2467,2
"Atlanta","GA MSA",476185,422810,916,3732,48727,2
"Augusta-Aiken","GA-SC MSA",24899,24784,0,38,77,2
"Austin-San Marcos","TX MSA",128138,110607,232,0,17299,2
"Bakersfield","CA MSA",18927,16949,0,645,1333,2
"Bangor","ME MSA",1031,1031,0,0,0,2
"Barnstable-Yarmouth","MA MSA",17181,16526,262,393,0,2
"Baton Rouge","LA MSA",11345,9851,43,150,1301,2
"Beaumont-Port Arthur","TX MSA",5597,5597,0,0,0,2
"Bellingham","WA MSA",9901,9307,401,0,193,2
"Benton Harbor","MI MSA",550,550,0,0,0,2
"Billings","MT MSA",3357,3357,0,0,0,2
"Biloxi-Gulfport-Pascagoula","MS MSA",17514,17379,59,76,0,2
"Binghamton","NY MSA",478,478,0,0,0,2
"Birmingham","AL MSA",48297,48297,0,0,0,2
"Bismarck","ND MSA",1050,1050,0,0,0,2
"Bloomington","IN MSA",4246,3944,0,0,302,2
"Bloomington-Normal","IL MSA",5626,4113,0,0,1513,2
"Boise City","ID MSA",51013,50325,688,0,0,2
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",140907,130660,2184,2100,5963,2
"Brownsville-Harlingen-San Benito","TX MSA",11527,10061,228,501,737,2
"Bryan-College Station","TX MSA",8290,8290,0,0,0,2
"Buffalo-Niagara Falls","NY MSA",14399,13899,0,0,500,2
"Burlington","VT MSA",5199,4739,50,0,410,2
"Canton-Massillon","OH MSA",12316,10957,544,575,240,2
"Casper","WY MSA",553,553,0,0,0,2
"Cedar Rapids","IA MSA",4346,3294,612,440,0,2
"Champaign-Urbana","IL MSA",6159,4879,0,0,1280,2
"Charleston-North Charleston","SC MSA",51107,41674,6472,0,2961,2
"Charleston","WV MSA",3071,2506,0,0,565,2
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",165025,126824,88,1835,36278,2
"Charlottesville","VA MSA",11596,11042,554,0,0,2
"Chattanooga","TN-GA MSA",20585,20342,0,0,243,2
"Cheyenne","WY MSA",3555,3152,77,0,326,2
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",361911,309730,911,12284,38986,2
"Chico-Paradise","CA MSA",5780,5780,0,0,0,2
"Cincinnati-Hamilton","OH-KY- IN CMSA",85118,77771,1073,1717,4557,2
"Clarksville-Hopkinsville","TN-KY MSA",9094,8744,0,0,350,2
"Cleveland-Akron","OH CMSA",106896,99770,1865,1918,3343,2
"Colorado Springs","CO MSA",55781,41518,0,456,13807,2
"Columbia","MO MSA",8349,8029,0,0,320,2
"Columbia","SC MSA",30062,29707,0,0,355,2
"Columbus","GA-AL MSA",10083,9613,0,173,297,2
"Columbus","OH MSA",109221,92850,737,4696,10938,2
"Corpus Christi","TX MSA",8726,8018,99,187,422,2
"Cumberland","MD-WV MSA",898,898,0,0,0,2
"Dallas-Fort Worth","TX CMSA",425404,415320,304,423,9357,2
"Danville","VA MSA",3283,3283,0,0,0,2
"Davenport-Moline-Rock Island","IA-IL MSA",4977,4346,0,328,303,2
"Dayton-Springfield","OH MSA",18950,18489,0,461,0,2
"Daytona Beach","FL MSA",35090,33884,391,0,815,2
"Decatur","Al MSA",3426,3321,0,0,105,2
"Decatur","IL MSA",1197,1197,0,0,0,2
"Denver-Boulder-Greeley","CO CMSA",267217,240928,905,1566,23818,2
"Des Moines","IA MSA",21456,18523,0,843,2090,2
"Detroit-Ann Arbor-Flint","MI CMSA",204556,194640,3630,1668,4618,2
"Dothan","AL MSA",2245,2245,0,0,0,2
"Dover","DE MSA",6357,6357,0,0,0,2
"Dubuque","IA MSA",2706,1618,148,0,940,2
"Duluth-Superior","MN-WI MSA",2689,2257,116,0,316,2
"Eau Claire","WI MSA",3357,3222,135,0,0,2
"El Paso","TX MSA",20676,14385,443,5848,0,2
"Elkhart-Goshen","IN MSA",7167,7167,0,0,0,2
"Elmira","NY MSA",492,492,0,0,0,2
"Enid","OK MSA",1218,1218,0,0,0,2
"Erie","PA MSA",2826,2826,0,0,0,2
"Eugene-Springfield","OR MSA",14295,13322,418,225,330,2
"Evansville-Henderson","IN-KY MSA",10359,9145,214,0,1000,2
"Fargo-Moorhead","ND-MN MSA",887,637,250,0,0,2
"Fayetteville","NC MSA",12819,6672,0,0,6147,2
"Fayetteville-Springdale- Rogers","AR MSA",26768,18555,83,250,7880,2
"Flagstaff","AZ-UT MSA",4886,4886,0,0,0,2
"Florence","AL MSA",2001,2001,0,0,0,2
"Florence","SC MSA",4124,3820,0,0,304,2
"Fort Collins-Loveland","CO MSA",28050,25906,0,404,1740,2
"Fort Myers-Cape Coral","FL MSA",101139,64229,3257,8842,24811,2
"Fort Pierce-Port St. Lucie","FL MSA",23010,22792,218,0,0,2
"Fort Smith","AR-OK MSA",5360,4897,463,0,0,2
"Fort Walton Beach","FL MSA",13560,10223,0,0,3337,2
"Fort Wayne","IN MSA",23035,23035,0,0,0,2
"Fresno","CA MSA",26943,23555,118,0,3270,2
"Gadsden","AL MSA",791,791,0,0,0,2
"Gainesville","FL MSA",12275,8859,0,98,3318,2
"Glens Falls","NY MSA",2398,2095,0,0,303,2
"Goldsboro","NC MSA",3545,2971,148,426,0,2
"Grand Forks","ND-MN MSA",165,165,0,0,0,2
"Grand Junction","CO MSA",8342,7348,569,201,224,2
"Grand Rapids-Muskegon- Holland","MI MSA",49244,44071,342,628,4203,2
"Great Falls","MT MSA",390,390,0,0,0,2
"Green Bay","WI MSA",9521,8206,1127,0,188,2
"Greensboro--Winston-Salem-- High Point","NC MSA",93562,80401,159,120,12882,2
"Greenville","NC MSA",12233,6706,974,0,4553,2
"Greenville-Spartanburg- Anderson","SC MSA",54670,51975,88,0,2607,2
"Harrisburg-Lebanon- Carlisle","PA MSA",9530,9530,0,0,0,2
"Hartford","CT MSA",23671,23448,96,0,127,2
"Hattiesburg","MS MSA",1013,1013,0,0,0,2
"Hickory-Morganton-Lenoir","NC MSA",24385,20802,0,0,3583,2
"Honolulu","HI MSA",11748,9452,2296,0,0,2
"Houma","LA MSA",6450,6450,0,0,0,2
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",339873,308720,232,682,30239,2
"Huntington-Ashland","WV-KY- OH MSA",345,345,0,0,0,2
"Huntsville","AL MSA",6273,5883,0,152,238,2
"Indianapolis","IN MSA",124504,122940,1287,277,0,2
"Iowa City","IA MSA",8281,4301,350,0,3630,2
"Jackson","MI MSA",836,836,0,0,0,2
"Jackson","MS MSA",22468,21311,0,0,1157,2
"Jackson","TN MSA",7461,7461,0,0,0,2
"Jacksonville","FL MSA",90055,80825,0,0,9230,2
"Jacksonville","NC MSA",4626,4626,0,0,0,2
"Jamestown","NY MSA",88,88,0,0,0,2
"Janesville-Beloit","WI MSA",2376,2118,83,0,175,2
"Johnson City-Kingsport- Bristol","TN-VA MSA",8969,8480,240,0,249,2
"Johnstown","PA MSA",0,0,0,0,0,2
"Jonesboro","AR MSA",2452,2258,194,0,0,2
"Joplin","MO MSA",1311,1311,0,0,0,2
"Kalamazoo-Battle Creek","MI MSA",11277,11010,0,0,267,2
"Kansas City","MO-KS MSA",125521,113521,2725,1501,7774,2
"Killeen-Temple","TX MSA",12822,10940,1380,502,0,2
"Knoxville","TN MSA",29141,25460,108,177,3396,2
"Kokomo","IN MSA",3667,3404,263,0,0,2
"La Crosse","WI-MN MSA",3240,2246,615,0,379,2
"Lafayette","LA MSA",13641,13641,0,0,0,2
"Lafayette","IN MSA",5607,3808,490,692,617,2
"Lake Charles","LA MSA",5944,5618,0,0,326,2
"Lakeland-Winter Haven","FL MSA",17153,16751,402,0,0,2
"Lancaster","PA MSA",10788,10788,0,0,0,2
"Lansing-East Lansing","MI MSA",12430,11618,812,0,0,2
"Laredo","TX MSA",6433,6148,0,73,212,2
"Las Cruces","NM MSA",7825,5750,0,0,2075,2
"Las Vegas","NV-AZ MSA",240352,209535,967,1419,28431,2
"Lawrence","KS MSA",7782,3955,474,0,3353,2
"Lawton","OK MSA",1811,1811,0,0,0,2
"Lewiston-Auburn","ME MSA",1011,1011,0,0,0,2
"Lexington","KY MSA",29618,27968,450,1200,0,2
"Lima","OH MSA",787,787,0,0,0,2
"Lincoln","NE MSA",12525,10388,212,0,1925,2
"Little Rock-North Little Rock","AR MSA",31736,30306,1100,330,0,2
"Longview-Marshall","TX MSA",2907,2907,0,0,0,2
"Los Angeles-Riverside- Orange County","CA CMSA",601486,495337,4564,12294,89291,2
"Louisville","KY-IN MSA",53777,48670,60,461,4586,2
"Lubbock","TX MSA",5973,5441,114,115,303,2
"Lynchburg","VA MSA",9908,9768,140,0,0,2
"Macon","GA MSA",13411,13411,0,0,0,2
"Madison","WI MSA",34163,19788,3206,2567,8602,2
"Mansfield","OH MSA",3031,2718,0,150,163,2
"McAllen-Edinburg-Mission","TX MSA",18956,17371,370,468,747,2
"Medford-Ashland","OR MSA",10126,9836,132,158,0,2
"Melbourne-Titusville-Palm Bay","FL MSA",34867,34359,312,196,0,2
"Memphis","TN-AR-MS MSA",70636,63799,4764,0,2073,2
"Merced","CA MSA",7257,7257,0,0,0,2
"Miami-Fort Lauderdale","FL CMSA",219301,131416,1335,420,86130,2
"Milwaukee-Racine","WI CMSA",55198,49401,3361,409,2027,2
"Minneapolis-St. Paul","MN-WI MSA",229275,178127,5400,3135,42613,2
"Missoula","MT MSA",3331,1537,675,0,1119,2
"Mobile","AL MSA",40053,34871,760,0,4422,2
"Modesto","CA MSA",22871,22465,177,0,229,2
"Monroe","LA MSA",4998,4950,48,0,0,2
"Montgomery","AL MSA",12042,11886,0,0,156,2
"Muncie","IN MSA",1403,1403,0,0,0,2
"Myrtle Beach","SC MSA",28477,19224,257,461,8535,2
"Naples","FL MSA",69165,43173,80,8017,17895,2
"Nashville","TN MSA",111181,95127,1194,526,14334,2
"New London-Norwich","CT-RI MSA",6442,6442,0,0,0,2
"New Orleans","LA MSA",32912,31909,0,206,797,2
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",386533,287152,22162,4192,73027,2
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",66771,61891,1270,0,3610,2
"Ocala","FL MSA",29021,29021,0,0,0,2
"Odessa-Midland","TX MSA",9459,2599,0,0,6860,2
"Oklahoma City","OK MSA",69947,48701,1278,0,19968,2
"Omaha","NE-IA MSA",37789,24573,0,0,13216,2
"Orlando","FL MSA",162942,127132,374,571,34865,2
