"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month"
"Denver-Boulder-Greeley","CO CMSA",301182,259828,6323,1967,33064,1
"Des Moines","IA MSA",18476,15998,399,265,1814,1
"Detroit-Ann Arbor-Flint","MI CMSA",186343,169073,1752,3550,11968,1
"Dothan","AL MSA",1344,1344,0,0,0,1
"Dover","DE MSA",5067,5067,0,0,0,1
"Dubuque","IA MSA",1439,1205,0,234,0,1
"Duluth-Superior","MN-WI MSA",4946,4946,0,0,0,1
"Eau Claire","WI MSA",1931,1496,0,0,435,1
"El Paso","TX MSA",21734,21734,0,0,0,1
"Elkhart-Goshen","IN MSA",6193,6193,0,0,0,1
"Elmira","NY MSA",666,243,0,0,423,1
"Enid","OK MSA",0,0,0,0,0,1
"Erie","PA MSA",3230,2404,0,454,372,1
"Eugene-Springfield","OR MSA",13644,13118,526,0,0,1
"Evansville-Henderson","IN-KY MSA",8871,8559,222,0,90,1
"Fargo-Moorhead","ND-MN MSA",2235,915,0,0,1320,1
"Fayetteville","NC MSA",6898,6898,0,0,0,1
"Fayetteville-Springdale- Rogers","AR MSA",14611,13895,485,231,0,1
"Flagstaff","AZ-UT MSA",5169,5169,0,0,0,1
"Florence","AL MSA",261,261,0,0,0,1
"Florence","SC MSA",4169,3734,0,0,435,1
"Fort Collins-Loveland","CO MSA",35709,29621,579,264,5245,1
"Fort Myers-Cape Coral","FL MSA",76199,52442,2284,4170,17303,1
"Fort Pierce-Port St. Lucie","FL MSA",36432,35888,94,0,450,1
"Fort Smith","AR-OK MSA",2580,2483,0,97,0,1
"Fort Walton Beach","FL MSA",10432,9529,93,102,708,1
"Fort Wayne","IN MSA",13775,13775,0,0,0,1
"Fresno","CA MSA",35210,35086,124,0,0,1
"Gadsden","AL MSA",442,442,0,0,0,1
"Gainesville","FL MSA",13549,8517,49,215,4768,1
"Glens Falls","NY MSA",1922,1922,0,0,0,1
"Goldsboro","NC MSA",3390,3390,0,0,0,1
"Grand Forks","ND-MN MSA",650,0,0,0,650,1
"Grand Junction","CO MSA",8447,8447,0,0,0,1
"Grand Rapids-Muskegon- Holland","MI MSA",46343,42949,107,255,3032,1
"Great Falls","MT MSA",771,656,0,115,0,1
"Green Bay","WI MSA",9476,8167,494,0,815,1
"Greensboro--Winston-Salem-- High Point","NC MSA",80929,75626,221,1436,3646,1
"Greenville","NC MSA",6846,4931,744,0,1171,1
"Greenville-Spartanburg- Anderson","SC MSA",52638,45674,717,0,6247,1
"Harrisburg-Lebanon- Carlisle","PA MSA",11135,11135,0,0,0,1
"Hartford","CT MSA",26365,25605,0,0,760,1
"Hattiesburg","MS MSA",4279,337,0,0,3942,1
"Hickory-Morganton-Lenoir","NC MSA",25178,17886,0,0,7292,1
"Honolulu","HI MSA",16356,16356,0,0,0,1
"Houma","LA MSA",5418,5418,0,0,0,1
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",392414,322471,0,186,69757,1
"Huntington-Ashland","WV-KY- OH MSA",982,513,0,0,469,1
"Huntsville","AL MSA",4392,4392,0,0,0,1
"Indianapolis","IN MSA",131317,122879,2411,0,6027,1
"Iowa City","IA MSA",3837,2993,204,0,640,1
"Jackson","MI MSA",219,219,0,0,0,1
"Jackson","MS MSA",20212,16732,0,0,3480,1
"Jackson","TN MSA",3677,3602,75,0,0,1
"Jacksonville","FL MSA",140415,89067,285,0,51063,1
"Jacksonville","NC MSA",4208,4099,57,52,0,1
"Jamestown","NY MSA",88,88,0,0,0,1
"Janesville-Beloit","WI MSA",2496,1516,280,225,475,1
"Johnson City-Kingsport- Bristol","TN-VA MSA",7449,7161,90,0,198,1
"Johnstown","PA MSA",50,50,0,0,0,1
"Jonesboro","AR MSA",1507,1447,60,0,0,1
"Joplin","MO MSA",3710,3710,0,0,0,1
"Kalamazoo-Battle Creek","MI MSA",11774,11573,0,0,201,1
"Kansas City","MO-KS MSA",123159,93030,2219,871,27039,1
"Killeen-Temple","TX MSA",18691,14867,304,3520,0,1
"Knoxville","TN MSA",35067,25763,983,0,8321,1
"Kokomo","IN MSA",4574,4574,0,0,0,1
"La Crosse","WI-MN MSA",999,999,0,0,0,1
"Lafayette","LA MSA",10548,10548,0,0,0,1
"Lafayette","IN MSA",9738,4540,0,0,5198,1
"Lake Charles","LA MSA",8021,4640,69,0,3312,1
"Lakeland-Winter Haven","FL MSA",22157,22157,0,0,0,1
"Lancaster","PA MSA",9129,7299,0,0,1830,1
"Lansing-East Lansing","MI MSA",8138,8138,0,0,0,1
"Laredo","TX MSA",7878,6894,0,88,896,1
"Las Cruces","NM MSA",9276,8932,0,0,344,1
"Las Vegas","NV-AZ MSA",264136,208817,111,317,54891,1
"Lawrence","KS MSA",9572,2520,1943,0,5109,1
"Lawton","OK MSA",1176,1176,0,0,0,1
"Lewiston-Auburn","ME MSA",941,731,210,0,0,1
"Lexington","KY MSA",19002,17759,739,504,0,1
"Lima","OH MSA",257,257,0,0,0,1
"Lincoln","NE MSA",8792,7880,115,0,797,1
"Little Rock-North Little Rock","AR MSA",29171,28891,0,0,280,1
"Longview-Marshall","TX MSA",1215,1215,0,0,0,1
"Los Angeles-Riverside- Orange County","CA CMSA",826590,639117,3419,5558,178496,1
"Louisville","KY-IN MSA",38388,37860,0,0,528,1
"Lubbock","TX MSA",7538,5138,20,0,2380,1
"Lynchburg","VA MSA",11732,11732,0,0,0,1
"Macon","GA MSA",25697,25518,179,0,0,1
"Madison","WI MSA",36278,25764,1168,764,8582,1
"Mansfield","OH MSA",579,170,185,0,224,1
"McAllen-Edinburg-Mission","TX MSA",23530,21745,346,1107,332,1
"Medford-Ashland","OR MSA",14959,11731,191,825,2212,1
"Melbourne-Titusville-Palm Bay","FL MSA",39527,34517,105,0,4905,1
"Memphis","TN-AR-MS MSA",65830,54749,0,0,11081,1
"Merced","CA MSA",8550,8550,0,0,0,1
"Miami-Fort Lauderdale","FL CMSA",314981,164352,1155,4999,144475,1
"Milwaukee-Racine","WI CMSA",59087,52941,1088,2460,2598,1
"Minneapolis-St. Paul","MN-WI MSA",161405,146719,2050,868,11768,1
"Missoula","MT MSA",853,853,0,0,0,1
"Mobile","AL MSA",36691,32774,0,0,3917,1
"Modesto","CA MSA",36374,36374,0,0,0,1
"Monroe","LA MSA",3325,3037,288,0,0,1
"Montgomery","AL MSA",20476,9268,0,0,11208,1
"Muncie","IN MSA",2155,2155,0,0,0,1
"Myrtle Beach","SC MSA",20606,17244,231,495,2636,1
"Naples","FL MSA",70354,57362,0,570,12422,1
"Nashville","TN MSA",121522,111827,262,1557,7876,1
"New London-Norwich","CT-RI MSA",8373,8373,0,0,0,1
"New Orleans","LA MSA",45546,30236,422,0,14888,1
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",388029,306936,10583,7796,62714,1
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",65483,64748,0,240,495,1
"Ocala","FL MSA",25344,25244,100,0,0,1
"Odessa-Midland","TX MSA",2067,2067,0,0,0,1
"Oklahoma City","OK MSA",35726,34746,980,0,0,1
"Omaha","NE-IA MSA",24885,24885,0,0,0,1
"Orlando","FL MSA",160986,157241,94,0,3651,1
"Owensboro","KY MSA",3449,3449,0,0,0,1
"Panama City","FL MSA",5524,5402,122,0,0,1
"Parkersburg-Marietta","WV-OH MSA",315,315,0,0,0,1
"Pensacola","FL MSA",19443,19321,122,0,0,1
"Peoria-Pekin","IL MSA",7028,6642,80,306,0,1
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",144379,132550,6793,1302,3734,1
"Phoenix-Mesa","AZ MSA",364749,349045,659,3886,11159,1
"Pine Bluff","AR MSA",350,350,0,0,0,1
"Pittsburgh","PA MSA",35245,33308,0,999,938,1
"Pittsfield","MA MSA",720,720,0,0,0,1
"Pocatello","ID MSA",555,555,0,0,0,1
"Portland","ME MSA",12041,11451,0,590,0,1
"Portland-Salem","OR-WA CMSA",156975,142584,1785,4583,8023,1
"Providence-Fall River- Warwick","RI-MA MSA",19341,17509,232,660,940,1
"Provo-Orem","UT MSA",26678,21729,734,1442,2773,1
"Pueblo","CO MSA",8089,7940,149,0,0,1
"Punta Gorda","FL MSA",11824,11019,125,427,253,1
"Raleigh-Durham-Chapel Hill","Hill NC MSA",172702,158656,654,0,13392,1
"Rapid City","SD MSA",2188,1879,0,0,309,1
"Reading","PA MSA",4959,4959,0,0,0,1
"Redding","CA MSA",9195,9001,194,0,0,1
"Reno","NV MSA",51579,35004,100,0,16475,1
"Richland-Kennewick-Pasco","WA MSA",8801,8552,0,0,249,1
"Richmond-Petersburg","VA MSA",47691,47590,0,0,101,1
"Roanoke","VA MSA",10903,10629,274,0,0,1
"Rochester","MN MSA",7677,6342,667,274,394,1
"Rochester","NY MSA",20044,18214,0,801,1029,1
"Rockford","IL MSA",8123,7143,0,980,0,1
"Rocky Mount","NC MSA",4435,4049,82,0,304,1
"Sacramento-Yolo","CA CMSA",209447,202495,194,142,6616,1
"Saginaw-Bay City-Midland","MI MSA",3186,2490,368,0,328,1
"St. Cloud","MN MSA",3360,3360,0,0,0,1
"St. Joseph","MO MSA",470,470,0,0,0,1
"St. Louis","MO-IL MSA",109547,71414,1304,1215,35614,1
"Salinas","CA MSA",21685,21685,0,0,0,1
"Salt Lake City-Ogden","UT MSA",63905,58011,185,3229,2480,1
"San Angelo","TX MSA",2436,2436,0,0,0,1
"San Antonio","TX MSA",93683,79947,197,0,13539,1
"San Diego","CA MSA",219072,141747,321,1979,75025,1
"San Francisco-Oakland-San Jose","CA CMSA",377729,303211,8107,2878,63533,1
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",27338,25953,0,0,1385,1
"Santa Barbara-Santa Maria- Lompoc","CA MSA",13779,11873,0,562,1344,1
"Santa Fe","NM MSA",3764,3764,0,0,0,1
"Sarasota-Bradenton","FL MSA",106798,83894,0,1132,21772,1
"Savannah","GA MSA",13878,13186,0,508,184,1
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",2359,2359,0,0,0,1
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",249013,173169,4699,3008,68137,1
"Sharon","PA MSA",885,885,0,0,0,1
"Sheboygan","WI MSA",409,409,0,0,0,1
"Sherman-Denison","TX MSA",900,900,0,0,0,1
"Shreveport-Bossier City","LA MSA",10451,9969,0,482,0,1
"Sioux City","IA-NE MSA",847,630,217,0,0,1
"Sioux Falls","SD MSA",6823,6577,246,0,0,1
"South Bend","IN MSA",6304,6094,210,0,0,1
"Spokane","WA MSA",8295,8295,0,0,0,1
"Springfield","IL MSA",2609,2609,0,0,0,1
"Springfield","MO MSA",15752,14962,300,125,365,1
"Springfield","MA MSA",3374,3374,0,0,0,1
"State College","PA MSA",3237,2755,62,420,0,1
"Steubenville-Weirton","OH-WV MSA",377,377,0,0,0,1
"Stockton-Lodi","CA MSA",87098,87098,0,0,0,1
"Sumter","SC MSA",2095,1933,162,0,0,1
"Syracuse","NY MSA",3463,3463,0,0,0,1
"Tallahassee","FL MSA",9890,9195,122,0,573,1
"Tampa-St. Petersburg- Clearwater","FL MSA",141469,136332,3047,227,1863,1
"Terre Haute","IN MSA",1516,1516,0,0,0,1
"Texarkana  TX-Texarkana "," AR MSA",1113,1113,0,0,0,1
"Toledo","OH MSA",14741,13221,670,0,850,1
"Topeka","KS MSA",4898,4898,0,0,0,1
"Tucson","AZ MSA",63360,63179,181,0,0,1
"Tulsa","OK MSA",26713,26542,0,0,171,1
"Tuscaloosa","AL MSA",7724,7099,0,0,625,1
"Tyler","TX MSA",4634,4403,0,0,231,1
"Utica-Rome","NY MSA",506,506,0,0,0,1
"Victoria","TX MSA",400,400,0,0,0,1
"Visalia-Tulare-Porterville","CA MSA",12056,12056,0,0,0,1
"Waco","TX MSA",14051,6041,1010,0,7000,1
"Washington-Baltimore","DC-MD- VA-WV CMSA",367726,334164,193,199,33170,1
"Waterloo-Cedar Falls","IA MSA",1174,926,248,0,0,1
"Wausau","WI MSA",2233,2233,0,0,0,1
"West Palm Beach-Boca Raton","Raton FL MSA",98917,98063,0,254,600,1
"Wheeling","WV-OH MSA",209,209,0,0,0,1
"Wichita","KS MSA",13000,12206,794,0,0,1
"Wichita Falls","TX MSA",7338,1938,0,5400,0,1
"Wilmington","NC MSA",34747,27147,0,0,7600,1
"Yakima","WA MSA",1342,1342,0,0,0,1
"York","PA MSA",8698,8698,0,0,0,1
"Youngstown-Warren","OH MSA",7867,7375,178,314,0,1
"Yuba City","CA MSA",3636,3636,0,0,0,1
"Yuma","AZ MSA",6842,6842,0,0,0,1
"Abilene","TX MSA",2253,2253,0,0,0,2
"Albany","GA MSA",5263,4795,0,468,0,2
"Albany-Schenectady-Troy","NY MSA",18031,14631,40,0,3360,2
"Albuquerque","NM MSA",38079,38079,0,0,0,2
"Alexandria","LA MSA",3133,3133,0,0,0,2
"Allentown-Bethlehem-Easton","PA MSA",16407,15929,0,328,150,2
"Altoona","PA MSA",314,314,0,0,0,2
"Amarillo","TX MSA",15555,6142,0,0,9413,2
"Anchorage","AK MSA",22323,15410,4943,1970,0,2
"Anniston","AL MSA",1327,1098,0,0,229,2
"Appleton-Oshkosh-Neenah","WI MSA",15814,14203,812,0,799,2
"Asheville","NC MSA",17698,16094,422,412,770,2
"Athens","GA MSA",13781,13122,659,0,0,2
"Atlanta","GA MSA",546320,447009,1190,226,97895,2
"Auburn-Opelika","AL MSA",2790,2578,212,0,0,2
"Augusta-Aiken","GA-SC MSA",24117,20783,0,0,3334,2
"Austin-San Marcos","TX MSA",85407,64611,534,153,20109,2
"Bakersfield","CA MSA",24380,24145,0,235,0,2
"Bangor","ME MSA",776,776,0,0,0,2
"Barnstable-Yarmouth","MA MSA",16643,16444,199,0,0,2
"Baton Rouge","LA MSA",9115,8993,122,0,0,2
"Beaumont-Port Arthur","TX MSA",3591,3591,0,0,0,2
"Bellingham","WA MSA",11871,9435,562,242,1632,2
"Benton Harbor","MI MSA",1351,1351,0,0,0,2
"Billings","MT MSA",4052,4052,0,0,0,2
"Biloxi-Gulfport-Pascagoula","MS MSA",15908,15656,0,252,0,2
"Binghamton","NY MSA",1054,1054,0,0,0,2
"Birmingham","AL MSA",43478,43478,0,0,0,2
"Bismarck","ND MSA",2947,2539,272,0,136,2
"Bloomington","IN MSA",7719,4273,165,0,3281,2
"Bloomington-Normal","IL MSA",5258,5258,0,0,0,2
"Boise City","ID MSA",59003,52622,268,0,6113,2
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",186923,143213,3936,2483,37291,2
"Brownsville-Harlingen-San Benito","TX MSA",10180,9008,236,660,276,2
"Bryan-College Station","TX MSA",9293,9168,125,0,0,2
"Buffalo-Niagara Falls","NY MSA",22249,12649,0,0,9600,2
"Burlington","VT MSA",6261,6261,0,0,0,2
"Canton-Massillon","OH MSA",9311,8904,407,0,0,2
"Casper","WY MSA",745,745,0,0,0,2
"Cedar Rapids","IA MSA",5550,3792,0,242,1516,2
"Champaign-Urbana","IL MSA",2555,2555,0,0,0,2
"Charleston-North Charleston","SC MSA",46705,42061,0,200,4444,2
"Charleston","WV MSA",3812,3812,0,0,0,2
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",164514,156107,1151,636,6620,2
"Charlottesville","VA MSA",12307,12307,0,0,0,2
"Chattanooga","TN-GA MSA",33180,16942,150,0,16088,2
"Cheyenne","WY MSA",2090,2090,0,0,0,2
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",339503,293318,2264,8553,35368,2
"Chico-Paradise","CA MSA",6887,6887,0,0,0,2
"Cincinnati-Hamilton","OH-KY- IN CMSA",92091,89382,414,0,2295,2
"Clarksville-Hopkinsville","TN-KY MSA",6662,6225,0,437,0,2
"Cleveland-Akron","OH CMSA",105072,103331,430,182,1129,2
"Colorado Springs","CO MSA",93224,44601,0,0,48623,2
"Columbia","MO MSA",10106,7971,185,1400,550,2
"Columbia","SC MSA",31644,31644,0,0,0,2
"Columbus","GA-AL MSA",12322,11996,326,0,0,2
"Columbus","OH MSA",88328,73005,200,1515,13608,2
"Corpus Christi","TX MSA",4957,4641,136,180,0,2
"Corvallis","Corvallis OR MSA",3589,3589,0,0,0,2
"Cumberland","MD-WV MSA",656,656,0,0,0,2
"Dallas-Fort Worth","TX CMSA",452619,437737,1789,2502,10591,2
"Danville","VA MSA",2254,2254,0,0,0,2
"Davenport-Moline-Rock Island","IA-IL MSA",6030,4364,166,0,1500,2
"Dayton-Springfield","OH MSA",23212,15503,136,534,7039,2
"Daytona Beach","FL MSA",43673,39853,98,647,3075,2
"Decatur","Al MSA",2642,2642,0,0,0,2
"Decatur","IL MSA",334,334,0,0,0,2
"Denver-Boulder-Greeley","CO CMSA",268473,246384,1083,1133,19873,2
"Des Moines","IA MSA",13924,12589,0,1103,232,2
"Detroit-Ann Arbor-Flint","MI CMSA",196916,164729,3095,6734,22358,2
"Dothan","AL MSA",2211,1868,0,123,220,2
"Dover","DE MSA",4047,4047,0,0,0,2
"Dubuque","IA MSA",1821,1550,0,271,0,2
"Duluth-Superior","MN-WI MSA",3917,3290,80,0,547,2
"Eau Claire","WI MSA",2779,2779,0,0,0,2
"El Paso","TX MSA",11296,11296,0,0,0,2
"Elkhart-Goshen","IN MSA",7009,7009,0,0,0,2
"Elmira","NY MSA",1088,243,0,0,845,2
"Enid","OK MSA",570,570,0,0,0,2
"Erie","PA MSA",2828,2457,0,0,371,2
"Eugene-Springfield","OR MSA",14937,14499,438,0,0,2
"Evansville-Henderson","IN-KY MSA",11379,10620,689,70,0,2
"Fargo-Moorhead","ND-MN MSA",1421,1421,0,0,0,2
"Fayetteville","NC MSA",11206,9299,0,390,1517,2
"Fayetteville-Springdale- Rogers","AR MSA",19498,19315,183,0,0,2
"Flagstaff","AZ-UT MSA",9594,8253,111,0,1230,2
"Florence","AL MSA",957,808,0,0,149,2
"Florence","SC MSA",3909,3648,0,0,261,2
"Fort Collins-Loveland","CO MSA",29223,25443,159,526,3095,2
"Fort Myers-Cape Coral","FL MSA",125073,69159,5110,9315,41489,2
"Fort Pierce-Port St. Lucie","FL MSA",21372,20790,0,582,0,2
"Fort Smith","AR-OK MSA",3899,3561,338,0,0,2
"Fort Walton Beach","FL MSA",11011,10129,0,102,780,2
"Fort Wayne","IN MSA",22676,22436,240,0,0,2
"Fresno","CA MSA",45974,38924,901,6149,0,2
"Gadsden","AL MSA",502,502,0,0,0,2
"Gainesville","FL MSA",26171,9056,0,0,17115,2
"Glens Falls","NY MSA",2477,2477,0,0,0,2
"Goldsboro","NC MSA",4401,4401,0,0,0,2
"Grand Forks","ND-MN MSA",0,0,0,0,0,2
"Grand Junction","CO MSA",10553,10397,0,156,0,2
"Grand Rapids-Muskegon- Holland","MI MSA",50144,44351,300,240,5253,2
"Great Falls","MT MSA",296,296,0,0,0,2
"Green Bay","WI MSA",12091,10869,1007,0,215,2
"Greensboro--Winston-Salem-- High Point","NC MSA",83551,77912,0,202,5437,2
"Greenville","NC MSA",6719,6567,152,0,0,2
"Greenville-Spartanburg- Anderson","SC MSA",60179,55914,2137,0,2128,2
"Harrisburg-Lebanon- Carlisle","PA MSA",12527,11538,230,759,0,2
"Hartford","CT MSA",18143,17332,100,0,711,2
"Hattiesburg","MS MSA",891,891,0,0,0,2
"Hickory-Morganton-Lenoir","NC MSA",18033,16699,1334,0,0,2
"Honolulu","HI MSA",27096,25274,0,0,1822,2
"Houma","LA MSA",6176,6176,0,0,0,2
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",325296,310235,122,0,14939,2
"Huntington-Ashland","WV-KY- OH MSA",264,264,0,0,0,2
"Huntsville","AL MSA",4737,4174,0,0,563,2
"Indianapolis","IN MSA",164252,157745,2741,902,2864,2
"Iowa City","IA MSA",2923,1539,204,0,1180,2
"Jackson","MI MSA",1395,1395,0,0,0,2
"Jackson","MS MSA",25471,22369,135,0,2967,2
"Jackson","TN MSA",4962,4962,0,0,0,2
"Jacksonville","FL MSA",85215,81166,272,0,3777,2
"Jacksonville","NC MSA",4914,4501,0,413,0,2
"Jamestown","NY MSA",0,0,0,0,0,2
"Janesville-Beloit","WI MSA",3269,2637,457,0,175,2
"Johnson City-Kingsport- Bristol","TN-VA MSA",6472,6274,0,0,198,2
"Johnstown","PA MSA",200,200,0,0,0,2
"Jonesboro","AR MSA",1243,953,94,196,0,2
"Joplin","MO MSA",1465,1465,0,0,0,2
"Kalamazoo-Battle Creek","MI MSA",11132,10826,130,0,176,2
"Kansas City","MO-KS MSA",119270,83126,2269,843,33032,2
"Killeen-Temple","TX MSA",19759,15205,921,3166,467,2
"Knoxville","TN MSA",29693,25540,349,660,3144,2
"Kokomo","IN MSA",3577,2907,670,0,0,2
"La Crosse","WI-MN MSA",3953,2153,0,1800,0,2
"Lafayette","LA MSA",8879,8879,0,0,0,2
"Lafayette","IN MSA",7759,6900,110,480,269,2
"Lake Charles","LA MSA",6246,6246,0,0,0,2
"Lakeland-Winter Haven","FL MSA",32878,32266,612,0,0,2
"Lancaster","PA MSA",11137,10957,0,180,0,2
"Lansing-East Lansing","MI MSA",12769,10446,142,0,2181,2
"Laredo","TX MSA",7562,6829,0,0,733,2
"Las Cruces","NM MSA",4934,4884,50,0,0,2
"Las Vegas","NV-AZ MSA",223301,184111,297,0,38893,2
"Lawrence","KS MSA",8055,3479,4576,0,0,2
"Lawton","OK MSA",1176,1176,0,0,0,2
"Lewiston-Auburn","ME MSA",686,686,0,0,0,2
"Lexington","KY MSA",28066,25351,120,2595,0,2
"Lima","OH MSA",479,479,0,0,0,2
"Lincoln","NE MSA",9437,8433,115,0,889,2
"Little Rock-North Little Rock","AR MSA",24679,24397,0,282,0,2
"Longview-Marshall","TX MSA",2138,2138,0,0,0,2
"Los Angeles-Riverside- Orange County","CA CMSA",503786,466152,2582,3836,31216,2
"Louisville","KY-IN MSA",65116,54294,116,0,10706,2
"Lubbock","TX MSA",10819,9973,846,0,0,2
"Lynchburg","VA MSA",12550,11025,1525,0,0,2
"Macon","GA MSA",13362,13362,0,0,0,2
"Madison","WI MSA",47622,27010,1863,1293,17456,2
"Mansfield","OH MSA",2092,1772,0,0,320,2
"McAllen-Edinburg-Mission","TX MSA",23913,22329,346,726,512,2
"Medford-Ashland","OR MSA",12509,10192,391,233,1693,2
"Melbourne-Titusville-Palm Bay","FL MSA",37836,36681,347,0,808,2
"Memphis","TN-AR-MS MSA",57339,43498,9674,0,4167,2
"Merced","CA MSA",10227,10227,0,0,0,2
"Miami-Fort Lauderdale","FL CMSA",185280,153320,953,5177,25830,2
"Milwaukee-Racine","WI CMSA",53312,47151,1593,61,4507,2
"Minneapolis-St. Paul","MN-WI MSA",179126,155069,2483,7039,14535,2
"Missoula","MT MSA",4350,1040,0,0,3310,2
"Mobile","AL MSA",29948,28909,724,0,315,2
"Modesto","CA MSA",28384,28203,181,0,0,2
"Monroe","LA MSA",3072,3072,0,0,0,2
"Montgomery","AL MSA",10497,10497,0,0,0,2
"Muncie","IN MSA",1603,1603,0,0,0,2
"Myrtle Beach","SC MSA",18649,17252,186,0,1211,2
"Naples","FL MSA",75039,49516,1104,7623,16796,2
"Nashville","TN MSA",112425,110542,339,1260,284,2
"New London-Norwich","CT-RI MSA",6990,6990,0,0,0,2
"New Orleans","LA MSA",30167,28896,659,0,612,2
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",430228,243323,22459,14131,150315,2
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",68975,63485,0,0,5490,2
"Ocala","FL MSA",21050,21050,0,0,0,2
