"City","State","Total","X1_Units","X2_Units","X3.4_Units","X5.Inf_Units"
"Elmira","NY MSA",392,392,0,0,0
"Enid","OK MSA",335,335,0,0,0
"Erie","PA MSA",5275,5275,0,0,0
"Eugene-Springfield","OR MSA",18473,18034,439,0,0
"Evansville-Henderson","IN-KY MSA",14894,14450,444,0,0
"Fargo-Moorhead","ND-MN MSA",24294,18173,0,0,6121
"Fayetteville","NC MSA",20877,19663,0,0,1214
"Fayetteville-Springdale-Rogers AR MSA","52615",44094,959,1176,6386,NA
"Flagstaff","AZ MSA",14714,11523,541,2650,0
"Florence","AL MSA",1049,737,0,0,312
"Florence","SC MSA",6660,6492,168,0,0
"Fort Collins-Loveland","CO MSA",43158,39576,719,979,1884
"Fort Myers-Cape Coral","FL MSA",141628,102163,5751,18281,15433
"Fort Pierce-Port St. Lucie","FL MSA",115165,104240,390,845,9690
"Fort Smith","AR-OK MSA",3932,3932,0,0,0
"Fort Walton Beach","FL MSA",24227,21980,0,0,2247
"Fort Wayne","IN MSA",51313,44694,458,0,6161
"Fresno","CA MSA",79567,71057,774,3671,4065
"Gadsden","AL MSA",1109,1109,0,0,0
"Gainesville","FL MSA",15030,12423,0,0,2607
"Glens Falls","NY MSA",8491,8380,0,0,111
"Goldsboro","NC MSA",5138,5025,0,113,0
"Grand Forks","ND-MN MSA",8706,4706,0,0,4000
"Grand Junction","CO MSA",16759,15178,164,1417,0
"Grand Rapids-Muskegon-Holland MI MSA","94711",92691,1398,0,622,NA
"Great Falls","MT MSA",1888,1888,0,0,0
"Green Bay","WI MSA",22242,17428,161,180,4473
"Greensboro--Winston-Salem--High Point NC MSA","96163",93156,805,0,2202,NA
"Greenville","NC MSA",11942,11641,301,0,0
"Greenville-Spartanburg-Anderson SC MSA","76523",69405,1620,217,5281,NA
"Harrisburg-Lebanon-Carlisle","PA MSA",31712,28020,192,0,3500
"Hartford","CT MSA",58769,44972,170,0,13627
"Hattiesburg","MS MSA",424,424,0,0,0
"Hickory-Morganton","NC MSA",21810,21620,190,0,0
"Honolulu","HI MSA",37373,32875,198,0,4300
"Houma","LA MSA",8213,8213,0,0,0
"Houston-Galveston-Brazoria TX CMSA","534044",461721,185,0,72138,NA
"Huntington-Ashland","WV-KY-OH MSA",636,344,292,0,0
"Huntsville","AL MSA",8435,5577,126,252,2480
"Indianapolis","IN MSA",237440,197361,2642,3052,34385
"Iowa City","IA MSA",12950,12884,0,0,66
"Jackson","MI MSA",3499,3499,0,0,0
"Jackson","MS MSA",30468,28028,0,0,2440
"Jackson","TN MSA",6640,6575,65,0,0
"Jacksonville","FL MSA",246278,186800,251,13760,45467
"Jacksonville","NC MSA",7479,7479,0,0,0
"Jamestown","NY MSA",0,0,0,0,0
"Janesville-Beloit","WI MSA",4070,1895,925,1005,245
"Johnson City-Kingsport-Bristol TN-VA MSA","13822",13087,0,135,600,NA
"Johnstown","PA MSA",0,0,0,0,0
"Jonesboro","AR MSA",3905,3641,0,264,0
"Joplin","MO MSA",1807,1807,0,0,0
"Kalamazoo-Battle Creek","MI MSA",41481,20763,412,480,19826
"Kansas City","MO-KS MSA",187639,180110,1387,5379,763
"Killeen-Temple","TX MSA",33719,20285,291,1644,11499
"Knoxville","TN MSA",48706,43764,305,0,4637
"Kokomo","IN MSA",5740,5185,256,0,299
"La Crosse","WI-MN MSA",6219,5449,570,200,0
"Lafayette","IN MSA",14811,12510,2301,0,0
"Lafayette","LA MSA",18088,16601,1487,0,0
"Lake Charles","LA MSA",9131,8611,520,0,0
"Lakeland-Winter Haven","FL MSA",43827,42347,509,0,971
"Lancaster","PA MSA",15886,14746,0,0,1140
"Lansing-East Lansing","MI MSA",22012,21444,0,0,568
"Laredo","TX MSA",12056,12056,0,0,0
"Las Cruces","NM MSA",19861,19861,0,0,0
"Las Vegas","NV-AZ MSA",408745,372366,324,9329,26726
"Lawrence","KS MSA",8512,5883,2629,0,0
"Lawton","OK MSA",1688,1688,0,0,0
"Lewiston-Auburn","ME MSA",4270,3910,0,360,0
"Lexington","KY MSA",40773,39452,296,0,1025
"Lima","OH MSA",1732,1732,0,0,0
"Lincoln","NE MSA",30232,30072,160,0,0
"Little Rock-North Little Rock AR MSA","46106",45486,80,0,540,NA
"Longview-Marshall","TX MSA",1301,1301,0,0,0
"Los Angeles-Riverside-Orange CountyCA CMSA","1000820",885636,12811,2878,99495,NA
"Louisville","KY-IN MSA",73452,70707,101,0,2644
"Lubbock","TX MSA",25464,18754,6710,0,0
"Lynchburg","VA MSA",27755,27000,0,0,755
"Macon","GA MSA",21272,20438,380,454,0
"Madison","WI MSA",53926,45237,1395,1003,6291
"Mansfield","OH MSA",7426,5288,538,0,1600
"McAllen-Edinburg-Mission","TX MSA",35830,33628,302,1027,873
"Medford-Ashland","OR MSA",27893,25102,0,2791,0
"Melbourne-Titusville-Palm Bay FL MSA","89377",76838,140,0,12399,NA
"Memphis","TN-AR-MS MSA",95282,93343,0,445,1494
"Merced","CA MSA",23729,23729,0,0,0
"Miami-Fort Lauderdale FL CMSA","180868",119143,3194,1515,57016,NA
"Milwaukee-Racine WI CMSA","122949",90465,6885,461,25138,NA
"Minneapolis-St. Paul","MN-WI MSA",378261,330350,4915,5988,37008
"Missoula","MT MSA",4014,3583,287,144,0
"Mobile","AL MSA",87615,37912,262,388,49053
"Modesto","CA MSA",49386,45263,758,3084,281
"Monroe","LA MSA",6194,6147,0,47,0
"Montgomery","AL MSA",12062,12062,0,0,0
"Muncie","IN MSA",4636,3911,0,0,725
"Myrtle Beach","SC MSA",46546,40311,292,0,5943
"Naples","FL MSA",86255,63612,1836,8172,12635
"Nashville","TN MSA",155939,141357,704,0,13878
"New London-Norwich","CT-RI MSA",16273,15913,0,0,360
"New Orleans","LA MSA",90259,55448,12844,7967,14000
"New York-Northern New Jersey-LongIsland NY-NJ-CT-","615972",439177,62571,31319,82905,NA
"Norfolk-Virginia Beach-Newport News VA-NC MSA","112619",95600,237,885,15897,NA
"Ocala","FL MSA",97203,78643,320,0,18240
"Odessa-Midland","TX MSA",4587,4587,0,0,0
"Oklahoma City","OK MSA",81577,80263,1314,0,0
"Omaha","NE-IA MSA",65272,59385,587,0,5300
"Orlando","FL MSA",291315,278364,106,556,12289
"Owensboro","KY MSA",2739,2531,106,102,0
"Panama City","FL MSA",17878,14490,0,0,3388
"Parkersburg-Marietta","WV-OH MSA",1380,1380,0,0,0
"Pensacola","FL MSA",39988,39988,0,0,0
"Peoria-Pekin","IL MSA",11214,10254,960,0,0
"Philadelphia-Wilmington-AtlanticCity PA-NJ-DE-MD","224396",205398,5575,3554,9869,NA
"Phoenix-Mesa","AZ MSA",740734,658154,1175,3222,78183
"Pine Bluff","AR MSA",845,845,0,0,0
"Pittsburgh","PA MSA",91400,80701,210,1497,8992
"Pittsfield","MA MSA",0,0,0,0,0
"Pocatello","ID MSA",1207,1207,0,0,0
"Portland","ME MSA",21538,20485,250,279,524
"Portland-Salem OR-WA CMSA","236079",208723,2471,2590,22295,NA
"Providence-Fall River-Warwick RI-MA MSA","32055",28988,388,556,2123,NA
"Provo-Orem","UT MSA",39654,36400,1349,1348,557
"Pueblo","CO MSA",11230,10240,351,0,639
"Punta Gorda","FL MSA",28214,22098,1651,1364,3101
"Raleigh-Durham-Chapel Hill","NC MSA",226223,217990,1461,221,6551
"Rapid City","SD MSA",7551,6888,0,38,625
"Reading","PA MSA",14909,14125,212,253,319
"Redding","CA MSA",20962,18003,0,1276,1683
"Reno","NV MSA",60041,54253,542,4269,977
"Richland-Kennewick-Pasco","WA MSA",25376,23848,365,259,904
"Richmond-Petersburg","VA MSA",101400,70538,292,2435,28135
"Roanoke","VA MSA",9173,9173,0,0,0
"Rochester","MN MSA",22829,22829,0,0,0
"Rochester","NY MSA",38341,37480,361,0,500
"Rockford","IL MSA",22676,19261,2085,1330,0
"Rocky Mount","NC MSA",4412,4285,0,127,0
"Sacramento-Yolo CA CMSA","407531",354636,665,982,51248,NA
"Saginaw-Bay City-Midland","MI MSA",7624,7624,0,0,0
"Salinas","CA MSA",33295,30276,174,0,2845
"Salt Lake City-Ogden","UT MSA",127861,115068,3052,5975,3766
"San Angelo","TX MSA",1536,1536,0,0,0
"San Antonio","TX MSA",136746,119830,280,0,16636
"San Diego","CA MSA",175104,140388,1261,9375,24080
"San Francisco-Oakland-San JoseCA CMSA","417653",363991,6558,10523,36581,NA
"San Luis Obispo-Atascadero-Paso Robles CA MSA","53014",46870,0,248,5896,NA
"Santa Barbara-Santa Maria-Lompoc CA MSA","30468",29720,748,0,0,NA
"Santa Fe","NM MSA",12516,12516,0,0,0
"Sarasota-Bradenton","FL MSA",139813,124603,0,7440,7770
"Savannah","GA MSA",23855,23713,0,0,142
"Scranton--Wilkes-Barre--Hazleton PA MSA","9516",8021,105,920,470,NA
"Seattle-Tacoma-Bremerton WA CMSA","334352",270141,7302,7481,49428,NA
"Sharon","PA MSA",1399,1339,0,60,0
"Sheboygan","WI MSA",1577,1380,197,0,0
"Sherman-Denison","TX MSA",2792,2667,125,0,0
"Shreveport-Bossier City","LA MSA",24496,24496,0,0,0
"Sioux City","IA-NE MSA",2738,1787,373,578,0
"Sioux Falls","SD MSA",12222,8903,237,0,3082
"South Bend","IN MSA",15960,15710,250,0,0
"Spokane","WA MSA",23058,23058,0,0,0
"Springfield","IL MSA",8922,7889,661,0,372
"Springfield","MA MSA",12017,11917,100,0,0
"Springfield","MO MSA",37275,34559,616,0,2100
"St. Cloud","MN MSA",10887,9604,0,0,1283
"St. Joseph","MO MSA",2048,1861,187,0,0
"St. Louis","MO-IL MSA",164240,142531,5175,1339,15195
"State College","PA MSA",4938,4602,0,0,336
"Steubenville-Weirton","OH-WV MSA",1075,1075,0,0,0
"Stockton-Lodi","CA MSA",129538,129239,0,0,299
"Sumter","SC MSA",3624,3276,348,0,0
"Syracuse","NY MSA",11009,10502,0,0,507
"Tallahassee","FL MSA",14325,13762,146,417,0
"Tampa-St. Petersburg-Clearwater FL MSA","283325",261001,4467,1655,16202,NA
"Terre Haute","IN MSA",2023,2023,0,0,0
"Texarkana TX-Texarkana","AR MSA",2201,1832,94,0,275
"Toledo","OH MSA",27047,21940,516,0,4591
"Topeka","KS MSA",15479,15479,0,0,0
"Tucson","AZ MSA",83586,78349,1203,230,3804
"Tulsa","OK MSA",47345,46415,146,173,611
"Tuscaloosa","AL MSA",9428,9428,0,0,0
"Tyler","TX MSA",6779,6352,0,150,277
"Utica-Rome","NY MSA",1248,1248,0,0,0
"Victoria","TX MSA",1141,1141,0,0,0
"Visalia-Tulare-Porterville","CA MSA",18202,17522,585,95,0
"Waco","TX MSA",8803,8580,223,0,0
"Washington-BaltimoreDC-MD-VA-WV CMSA","707130",652193,437,1072,53428,NA
"Waterloo-Cedar Falls","IA MSA",5891,5891,0,0,0
"Wausau","WI MSA",10159,8907,1252,0,0
"West Palm Beach-Boca Raton","FL MSA",218173,191466,0,1217,25490
"Wheeling","WV-OH MSA",278,278,0,0,0
"Wichita Falls","TX MSA",7931,2731,0,0,5200
"Wichita","KS MSA",23022,20809,2213,0,0
"Wilmington","NC MSA",59535,55237,194,349,3755
"Yakima","WA MSA",6319,5907,148,264,0
"York","PA MSA",19754,17896,396,0,1462
"Youngstown-Warren","OH MSA",17623,17191,160,0,272
"Yuba City","CA MSA",19444,19444,0,0,0
"Yuma","AZ MSA",20054,20054,0,0,0
"Abilene","TX MSA",2924,2924,0,0,0
"Albany","GA MSA",6160,6160,0,0,0
"Albany-Schenectady-Troy","NY MSA",41210,38858,0,0,2352
"Albuquerque","NM MSA",67939,63489,0,549,3901
"Alexandria","LA MSA",4276,3766,0,0,510
"Allentown-Bethlehem-Easton","PA MSA",30885,28352,0,354,2179
"Altoona","PA MSA",959,709,0,0,250
"Amarillo","TX MSA",11904,11904,0,0,0
"Anchorage","AK MSA",22064,13136,3448,0,5480
"Anniston","AL MSA",1433,1433,0,0,0
"Appleton-Oshkosh-Neenah","WI MSA",33289,30582,921,171,1615
"Asheville","NC MSA",22565,21987,83,495,0
"Athens","GA MSA",17675,15165,114,0,2396
"Atlanta","GA MSA",630973,549185,4618,487,76683
"Auburn-Opelika","AL MSA",8281,5873,0,0,2408
"Augusta-Aiken","GA-SC MSA",32629,32629,0,0,0
"Austin-San Marcos","TX MSA",101186,97587,441,2892,266
"Bakersfield","CA MSA",64313,63410,703,200,0
"Bangor","ME MSA",6000,4822,185,993,0
"Barnstable-Yarmouth","MA MSA",9184,9184,0,0,0
"Baton Rouge","LA MSA",35774,15774,0,0,20000
"Beaumont-Port Arthur","TX MSA",15829,8349,0,0,7480
"Bellingham","WA MSA",36245,31864,0,540,3841
"Benton Harbor","MI MSA",1649,1649,0,0,0
"Billings","MT MSA",10957,10657,0,300,0
"Biloxi-Gulfport-Pascagoula","MS MSA",24396,22075,0,181,2140
"Binghamton","NY MSA",3477,3477,0,0,0
"Birmingham","AL MSA",84855,80220,0,0,4635
"Bismarck","ND MSA",20323,15246,0,0,5077
"Bloomington","IN MSA",12231,9487,1619,236,889
"Bloomington-Normal","IL MSA",13137,9272,0,0,3865
"Boise City","ID MSA",94797,92949,1656,192,0
"Boston-Worcester-LawrenceMA-NH-ME-CT CMSA","275917",216416,7051,5778,46672,NA
"Brownsville-Harlingen-San Benito TX MSA","21430",21129,301,0,0,NA
"Bryan-College Station","TX MSA",12481,9655,683,0,2143
"Buffalo-Niagara Falls","NY MSA",39346,38396,700,0,250
"Burlington","VT MSA",10240,8103,831,607,699
"Canton-Massillon","OH MSA",18421,18421,0,0,0
"Casper","WY MSA",3298,3298,0,0,0
"Cedar Rapids","IA MSA",11178,10545,190,443,0
"Champaign-Urbana","IL MSA",9612,9262,0,0,350
"Charleston","WV MSA",4238,3749,0,0,489
"Charleston-North Charleston","SC MSA",109883,77728,223,1262,30670
"Charlotte-Gastonia-Rock Hill NC-SC MSA","191219",178447,390,1463,10919,NA
"Charlottesville","VA MSA",20723,20467,256,0,0
"Chattanooga","TN-GA MSA",28020,27167,273,50,530
"Cheyenne","WY MSA",7357,7357,0,0,0
"Chicago-Gary-Kenosha IL-IN-WI CMSA","736065",608895,9368,25413,92389,NA
"Chico-Paradise","CA MSA",18111,18111,0,0,0
"Cincinnati-Hamilton OH-KY-IN CMSA","169608",144655,573,2124,22256,NA
"Clarksville-Hopkinsville","TN-KY MSA",13257,13047,210,0,0
"Cleveland-Akron OH CMSA","187352",180041,1040,2403,3868,NA
"Colorado Springs","CO MSA",71994,71994,0,0,0
"Columbia","MO MSA",16512,15752,760,0,0
"Columbia","SC MSA",41949,41822,0,0,127
"Columbus","GA-AL MSA",22537,22259,0,278,0
"Columbus","OH MSA",194762,176090,1497,2795,14380
"Corpus Christi","TX MSA",10862,9156,0,0,1706
"Corvallis","OR MSA",7215,5807,250,0,1158
"Cumberland","MD-WV MSA",1872,1872,0,0,0
"Dallas-Fort Worth TX CMSA","677790",640194,1098,1940,34558,NA
"Danville","VA MSA",4220,3611,314,0,295
"Davenport-Moline-Rock Island IA-IL MSA","18758",6194,0,0,12564,NA
"Dayton-Springfield","OH MSA",42321,38182,1209,389,2541
"Daytona Beach","FL MSA",142920,117276,4267,700,20677
"Decatur","Al MSA",4735,4735,0,0,0
"Decatur","IL MSA",24966,21382,0,0,3584
"Denver-Boulder-Greeley CO CMSA","331873",301795,2091,2030,25957,NA
"Des Moines","IA MSA",58892,55287,787,400,2418
"Detroit-Ann Arbor-Flint MI CMSA","377242",361212,1916,3331,10783,NA
"Dothan","AL MSA",2802,2802,0,0,0
"Dover","DE MSA",18064,18064,0,0,0
"Dubuque","IA MSA",4660,3829,168,0,663
"Duluth-Superior","MN-WI MSA",12365,12098,267,0,0
"Eau Claire","WI MSA",9653,9453,0,200,0
"El Paso","TX MSA",19305,18542,72,265,426
"Elkhart-Goshen","IN MSA",12308,11908,0,400,0
"Elmira","NY MSA",809,392,0,0,417
"Enid","OK MSA",839,765,74,0,0
"Erie","PA MSA",4468,4378,0,90,0
"Eugene-Springfield","OR MSA",26293,25521,772,0,0
"Evansville-Henderson","IN-KY MSA",21586,21266,132,0,188
"Fargo-Moorhead","ND-MN MSA",19248,17575,0,240,1433
"Fayetteville","NC MSA",15811,12942,0,0,2869
"Fayetteville-Springdale-Rogers AR MSA","44121",31807,0,0,12314,NA
"Flagstaff","AZ MSA",12942,11828,873,241,0
"Florence","AL MSA",1603,1603,0,0,0
"Florence","SC MSA",6492,6492,0,0,0
"Fort Collins-Loveland","CO MSA",42060,39839,692,496,1033
"Fort Myers-Cape Coral","FL MSA",118415,94232,7000,10495,6688
"Fort Pierce-Port St. Lucie","FL MSA",100293,98944,416,933,0
"Fort Smith","AR-OK MSA",5230,4910,320,0,0
"Fort Walton Beach","FL MSA",21389,21065,0,324,0
"Fort Wayne","IN MSA",43301,42405,896,0,0
"Fresno","CA MSA",81400,77474,0,666,3260
"Gadsden","AL MSA",1185,1185,0,0,0
"Gainesville","FL MSA",14508,12367,1335,0,806
"Glens Falls","NY MSA",8401,7978,331,0,92
"Goldsboro","NC MSA",4949,4949,0,0,0
"Grand Forks","ND-MN MSA",4336,3076,0,0,1260
"Grand Junction","CO MSA",20848,19239,290,1319,0
"Grand Rapids-Muskegon-Holland MI MSA","98644",97206,694,300,444,NA
"Great Falls","MT MSA",1888,1888,0,0,0
"Green Bay","WI MSA",21710,18757,803,0,2150
"Greensboro--Winston-Salem--High Point NC MSA","122771",120789,308,0,1674,NA
"Greenville","NC MSA",13448,11074,190,0,2184
"Greenville-Spartanburg-Anderson SC MSA","65144",64003,142,162,837,NA
"Harrisburg-Lebanon-Carlisle","PA MSA",24989,22191,471,1292,1035
"Hartford","CT MSA",47498,45519,308,0,1671
"Hattiesburg","MS MSA",1519,1519,0,0,0
"Hickory-Morganton","NC MSA",23982,23807,175,0,0
"Honolulu","HI MSA",29526,27798,0,1728,0
"Houma","LA MSA",7277,7277,0,0,0
"Houston-Galveston-Brazoria TX CMSA","446341",425992,632,0,19717,NA
"Huntington-Ashland","WV-KY-OH MSA",993,793,0,200,0
"Huntsville","AL MSA",7566,6378,0,0,1188
"Indianapolis","IN MSA",212448,207817,2005,1445,1181
"Iowa City","IA MSA",22427,14410,0,0,8017
"Jackson","MI MSA",2533,1693,0,0,840
"Jackson","MS MSA",37683,36719,0,0,964
"Jackson","TN MSA",5453,5453,0,0,0
"Jacksonville","FL MSA",196110,169430,0,234,26446
"Jacksonville","NC MSA",8716,8716,0,0,0
"Jamestown","NY MSA",88,88,0,0,0
"Janesville-Beloit","WI MSA",4419,3607,412,225,175
"Johnson City-Kingsport-Bristol TN-VA MSA","13192",12641,0,0,551,NA
"Johnstown","PA MSA",1405,920,0,0,485
"Jonesboro","AR MSA",5502,4400,0,623,479
"Joplin","MO MSA",1893,1893,0,0,0
"Kalamazoo-Battle Creek","MI MSA",26505,17804,523,820,7358
"Kansas City","MO-KS MSA",215898,185084,4666,3307,22841
"Killeen-Temple","TX MSA",25754,23958,0,1796,0
"Knoxville","TN MSA",47295,45461,417,660,757
"Kokomo","IN MSA",6002,5221,482,0,299
"La Crosse","WI-MN MSA",5006,4930,76,0,0
"Lafayette","IN MSA",15115,12395,2451,0,269
"Lafayette","LA MSA",18335,17129,0,0,1206
"Lake Charles","LA MSA",6737,6737,0,0,0
"Lakeland-Winter Haven","FL MSA",56160,52241,315,0,3604
"Lancaster","PA MSA",17034,15570,0,0,1464
"Lansing-East Lansing","MI MSA",23301,22939,0,0,362
"Laredo","TX MSA",12887,11832,0,233,822
"Las Cruces","NM MSA",18395,18395,0,0,0
"Las Vegas","NV-AZ MSA",410993,349542,1405,3061,56985
"Lawrence","KS MSA",7477,6338,1139,0,0
"Lawton","OK MSA",1587,1562,0,0,25
"Lewiston-Auburn","ME MSA",2928,2928,0,0,0
"Lexington","KY MSA",58016,54268,125,210,3413
"Lima","OH MSA",1660,1660,0,0,0
"Lincoln","NE MSA",28414,25959,455,0,2000
"Little Rock-North Little Rock AR MSA","52795",52368,177,250,0,NA
"Longview-Marshall","TX MSA",2659,2659,0,0,0
"Los Angeles-Riverside-Orange CountyCA CMSA","1043642",919339,8682,4768,110853,NA
"Louisville","KY-IN MSA",89827,86604,0,0,3223
"Lubbock","TX MSA",21437,17986,3451,0,0
"Lynchburg","VA MSA",15555,15555,0,0,0
"Macon","GA MSA",23393,22439,289,665,0
"Madison","WI MSA",47279,39134,535,1653,5957
"Mansfield","OH MSA",6282,5398,579,305,0
"McAllen-Edinburg-Mission","TX MSA",39334,33639,275,553,4867
"Medford-Ashland","OR MSA",22074,20342,181,629,922
"Melbourne-Titusville-Palm Bay FL MSA","94640",81202,0,0,13438,NA
"Memphis","TN-AR-MS MSA",82224,82078,146,0,0
"Merced","CA MSA",24109,23905,0,204,0
"Miami-Fort Lauderdale FL CMSA","314674",174375,1326,3470,135503,NA
"Milwaukee-Racine WI CMSA","103818",86422,3272,0,14124,NA
"Minneapolis-St. Paul","MN-WI MSA",423757,365737,5690,5872,46458
"Missoula","MT MSA",4330,4027,303,0,0
"Mobile","AL MSA",43534,43091,214,0,229
"Modesto","CA MSA",52442,51554,396,492,0
"Monroe","LA MSA",8967,5417,0,0,3550
"Montgomery","AL MSA",15576,15493,0,0,83
"Muncie","IN MSA",4353,4353,0,0,0
"Myrtle Beach","SC MSA",74619,52899,0,1896,19824
"Naples","FL MSA",80620,55175,0,12306,13139
"Nashville","TN MSA",159693,146658,1689,0,11346
"New London-Norwich","CT-RI MSA",17140,15409,0,0,1731
"New Orleans","LA MSA",62721,61521,165,0,1035
"New York-Northern New Jersey-LongIsland NY-NJ-CT-","608395",428790,64755,35444,79406,NA
"Norfolk-Virginia Beach-Newport News VA-NC MSA","103814",99846,1175,400,2393,NA
"Ocala","FL MSA",75780,74730,465,585,0
"Odessa-Midland","TX MSA",5625,5625,0,0,0
"Oklahoma City","OK MSA",93253,87218,1022,0,5013
"Omaha","NE-IA MSA",71578,71253,325,0,0
"Orlando","FL MSA",322298,306264,963,950,14121
"Owensboro","KY MSA",4463,4463,0,0,0
"Panama City","FL MSA",25857,20559,0,182,5116
"Parkersburg-Marietta","WV-OH MSA",1925,1925,0,0,0
"Pensacola","FL MSA",42589,41831,146,0,612
"Peoria-Pekin","IL MSA",17575,16866,545,164,0
"Philadelphia-Wilmington-AtlanticCity PA-NJ-DE-MD","235092",211323,7535,5649,10585,NA
"Phoenix-Mesa","AZ MSA",660373,638203,426,1392,20352
"Pine Bluff","AR MSA",1454,1291,0,163,0
"Pittsburgh","PA MSA",85512,80046,2188,761,2517
"Pittsfield","MA MSA",0,0,0,0,0
"Pocatello","ID MSA",1312,1312,0,0,0
"Portland","ME MSA",19992,19078,260,279,375
"Portland-Salem OR-WA CMSA","217395",191147,4203,5070,16975,NA
"Providence-Fall River-Warwick RI-MA MSA","32723",31553,738,0,432,NA
"Provo-Orem","UT MSA",42852,35953,773,1521,4605
"Pueblo","CO MSA",12429,11859,371,199,0
"Punta Gorda","FL MSA",37858,30483,210,3483,3682
"Raleigh-Durham-Chapel Hill","NC MSA",205161,185688,1226,0,18247
"Rapid City","SD MSA",6075,5793,0,282,0
"Reading","PA MSA",10689,10195,0,0,494
"Redding","CA MSA",19475,16151,221,0,3103
"Reno","NV MSA",54655,54059,0,0,596
"Richland-Kennewick-Pasco","WA MSA",24910,23239,306,345,1020
"Richmond-Petersburg","VA MSA",76993,76993,0,0,0
"Roanoke","VA MSA",7802,7742,60,0,0
"Rochester","MN MSA",27282,23429,0,0,3853
"Rochester","NY MSA",34392,32742,670,0,980
"Rockford","IL MSA",19756,16510,2198,1048,0
"Rocky Mount","NC MSA",6040,4440,1600,0,0
"Sacramento-Yolo CA CMSA","315700",283681,1502,655,29862,NA
"Saginaw-Bay City-Midland","MI MSA",5381,5381,0,0,0
"Salinas","CA MSA",21478,21478,0,0,0
"Salt Lake City-Ogden","UT MSA",135977,123121,1602,3414,7840
"San Angelo","TX MSA",3438,3438,0,0,0
"San Antonio","TX MSA",139700,136908,345,0,2447
"San Diego","CA MSA",182161,135611,1782,10715,34053
"San Francisco-Oakland-San JoseCA CMSA","455785",348560,5833,3940,97452,NA
"San Luis Obispo-Atascadero-Paso Robles CA MSA","25948",25380,0,248,320,NA
"Santa Barbara-Santa Maria-Lompoc CA MSA","26982",26982,0,0,0,NA
"Santa Fe","NM MSA",8292,8292,0,0,0
"Sarasota-Bradenton","FL MSA",128595,123314,640,1980,2661
"Savannah","GA MSA",30440,29970,0,300,170
"Scranton--Wilkes-Barre--Hazleton PA MSA","8589",8269,0,0,320,NA
"Seattle-Tacoma-Bremerton WA CMSA","342821",286808,6216,1457,48340,NA
"Sharon","PA MSA",1526,1446,0,80,0
"Sheboygan","WI MSA",1390,1390,0,0,0
"Sherman-Denison","TX MSA",1954,1954,0,0,0
"Shreveport-Bossier City","LA MSA",22671,22671,0,0,0
"Sioux City","IA-NE MSA",1695,1695,0,0,0
"Sioux Falls","SD MSA",38186,25708,0,470,12008
"South Bend","IN MSA",18033,17783,250,0,0
"Spokane","WA MSA",21170,18870,165,0,2135
"Springfield","IL MSA",9983,8897,807,0,279
"Springfield","MA MSA",13738,12578,540,620,0
"Springfield","MO MSA",30971,29650,496,0,825
"St. Cloud","MN MSA",12395,11396,0,0,999
"St. Joseph","MO MSA",2378,2004,374,0,0
"St. Louis","MO-IL MSA",185007,173776,5281,2578,3372
"State College","PA MSA",7936,7736,0,0,200
"Steubenville-Weirton","OH-WV MSA",1130,1130,0,0,0
"Stockton-Lodi","CA MSA",113800,113501,0,0,299
"Sumter","SC MSA",3411,3179,232,0,0
"Syracuse","NY MSA",12384,12280,0,0,104
"Tallahassee","FL MSA",12378,12023,146,209,0
"Tampa-St. Petersburg-Clearwater FL MSA","268130",253568,4493,2588,7481,NA
"Terre Haute","IN MSA",3513,2490,767,256,0
"Texarkana TX-Texarkana","AR MSA",4451,2307,224,0,1920
"Toledo","OH MSA",31233,28726,0,2507,0
"Topeka","KS MSA",12120,12120,0,0,0
"Tucson","AZ MSA",108108,103319,1584,0,3205
"Tulsa","OK MSA",46639,46221,140,0,278
"Tuscaloosa","AL MSA",9048,9048,0,0,0
"Tyler","TX MSA",6407,6176,0,0,231
"Utica-Rome","NY MSA",1063,1063,0,0,0
"Victoria","TX MSA",977,977,0,0,0
"Visalia-Tulare-Porterville","CA MSA",33463,33055,278,130,0
"Waco","TX MSA",7871,6155,1376,340,0
"Washington-BaltimoreDC-MD-VA-WV CMSA","481096",453971,219,0,26906,NA
"Waterloo-Cedar Falls","IA MSA",4187,2569,0,933,685
"Wausau","WI MSA",11140,10543,597,0,0
"West Palm Beach-Boca Raton","FL MSA",169118,158621,0,541,9956
"Wheeling","WV-OH MSA",278,278,0,0,0
"Wichita Falls","TX MSA",3679,3679,0,0,0
"Wichita","KS MSA",21816,21331,485,0,0
"Wilmington","NC MSA",55419,51582,0,0,3837
"Yakima","WA MSA",7818,7446,372,0,0
"York","PA MSA",19370,17212,79,0,2079
"Youngstown-Warren","OH MSA",15263,13751,1240,0,272
"Yuba City","CA MSA",37494,37494,0,0,0
"Yuma","AZ MSA",21473,21473,0,0,0
"Abilene","TX MSA",2187,2187,0,0,0
"Albany","GA MSA",6666,4881,0,0,1785
"Albany-Schenectady-Troy","NY MSA",38410,37541,0,0,869
"Albuquerque","NM MSA",64147,60011,0,399,3737
"Alexandria","LA MSA",5279,5279,0,0,0
"Allentown-Bethlehem-Easton","PA MSA",28988,25284,50,231,3423
"Altoona","PA MSA",1004,1004,0,0,0
"Amarillo","TX MSA",12009,12009,0,0,0
"Anchorage","AK MSA",25633,15590,7112,2342,589
"Anniston","AL MSA",1553,1553,0,0,0
"Appleton-Oshkosh-Neenah","WI MSA",29537,28648,428,173,288
