"county","pmsa","cntyname","pmsaname","pop2k","afact"
"17105"," ","Livingston IL"," ",39678,1 
"17107"," ","Logan IL"," ",31183,1 
"17109"," ","McDonough IL"," ",32913,1 
"17111","1600","McHenry IL","Chicago, IL (P)",260077,1 
"17113"," ","McLean IL"," ",150433,1 
"17115"," ","Macon IL"," ",114706,1 
"17117"," ","Macoupin IL"," ",49019,1 
"17119"," ","Madison IL"," ",258941,1 
"17121"," ","Marion IL"," ",41691,1 
"17123"," ","Marshall IL"," ",13180,1 
"17125"," ","Mason IL"," ",16038,1 
"17127"," ","Massac IL"," ",15161,1 
"17129"," ","Menard IL"," ",12486,1 
"17131"," ","Mercer IL"," ",16957,1 
"17133"," ","Monroe IL"," ",27619,1 
"17135"," ","Montgomery IL"," ",30652,1 
"17137"," ","Morgan IL"," ",36616,1 
"17139"," ","Moultrie IL"," ",14287,1 
"17141"," ","Ogle IL"," ",51032,1 
"17143"," ","Peoria IL"," ",183433,1 
"17145"," ","Perry IL"," ",23094,1 
"17147"," ","Piatt IL"," ",16365,1 
"17149"," ","Pike IL"," ",17384,1 
"17151"," ","Pope IL"," ",4413,1 
"17153"," ","Pulaski IL"," ",7348,1 
"17155"," ","Putnam IL"," ",6086,1 
"17157"," ","Randolph IL"," ",33893,1 
"17159"," ","Richland IL"," ",16149,1 
"17161"," ","Rock Island IL"," ",149374,1 
"17163"," ","St. Clair IL"," ",256082,1 
"17165"," ","Saline IL"," ",26733,1 
"17167"," ","Sangamon IL"," ",188951,1 
"17169"," ","Schuyler IL"," ",7189,1 
"17171"," ","Scott IL"," ",5537,1 
"17173"," ","Shelby IL"," ",22893,1 
"17175"," ","Stark IL"," ",6332,1 
"17177"," ","Stephenson IL"," ",48979,1 
"17179"," ","Tazewell IL"," ",128485,1 
"17181"," ","Union IL"," ",18293,1 
"17183"," ","Vermilion IL"," ",83919,1 
"17185"," ","Wabash IL"," ",12937,1 
"17187"," ","Warren IL"," ",18735,1 
"17189"," ","Washington IL"," ",15148,1 
"17191"," ","Wayne IL"," ",17151,1 
"17193"," ","White IL"," ",15371,1 
"17195"," ","Whiteside IL"," ",60653,1 
"17197","1600","Will IL","Chicago, IL (P)",502266,1 
"17199"," ","Williamson IL"," ",61296,1 
"17201"," ","Winnebago IL"," ",278418,1 
"17203"," ","Woodford IL"," ",35469,1 
"18001"," ","Adams IN"," ",33625,1 
"18003"," ","Allen IN"," ",331849,1 
"18005"," ","Bartholomew IN"," ",71435,1 
"18007"," ","Benton IN"," ",9421,1 
"18009"," ","Blackford IN"," ",14048,1 
"18011"," ","Boone IN"," ",46107,1 
"18013"," ","Brown IN"," ",14957,1 
"18015"," ","Carroll IN"," ",20165,1 
"18017"," ","Cass IN"," ",40930,1 
"18019"," ","Clark IN"," ",96472,1 
"18021"," ","Clay IN"," ",26556,1 
"18023"," ","Clinton IN"," ",33866,1 
"18025"," ","Crawford IN"," ",10743,1 
"18027"," ","Daviess IN"," ",29820,1 
"18029","1640","Dearborn IN","Cincinnati, OH-KY-IN (P)",46109,1 
"18031"," ","Decatur IN"," ",24555,1 
"18033"," ","De Kalb IN"," ",40285,1 
"18035"," ","Delaware IN"," ",118769,1 
"18037"," ","Dubois IN"," ",39674,1 
"18039"," ","Elkhart IN"," ",182791,1 
"18041"," ","Fayette IN"," ",25588,1 
"18043"," ","Floyd IN"," ",70823,1 
"18045"," ","Fountain IN"," ",17954,1 
"18047"," ","Franklin IN"," ",22151,1 
"18049"," ","Fulton IN"," ",20511,1 
"18051"," ","Gibson IN"," ",32500,1 
"18053"," ","Grant IN"," ",73403,1 
"18055"," ","Greene IN"," ",33157,1 
"18057"," ","Hamilton IN"," ",182740,1 
"18059"," ","Hancock IN"," ",55391,1 
"18061"," ","Harrison IN"," ",34325,1 
"18063"," ","Hendricks IN"," ",104093,1 
"18065"," ","Henry IN"," ",48508,1 
"18067"," ","Howard IN"," ",84964,1 
"18069"," ","Huntington IN"," ",38075,1 
"18071"," ","Jackson IN"," ",41335,1 
"18073"," ","Jasper IN"," ",30043,1 
"18075"," ","Jay IN"," ",21806,1 
"18077"," ","Jefferson IN"," ",31705,1 
"18079"," ","Jennings IN"," ",27554,1 
"18081"," ","Johnson IN"," ",115209,1 
"18083"," ","Knox IN"," ",39256,1 
"18085"," ","Kosciusko IN"," ",74057,1 
"18087"," ","Lagrange IN"," ",34909,1 
"18089","2960","Lake IN","Gary, IN (P)",484564,1 
"18091"," ","La Porte IN"," ",110106,1 
"18093"," ","Lawrence IN"," ",45922,1 
"18095"," ","Madison IN"," ",133358,1 
"18097"," ","Marion IN"," ",860454,1 
"18099"," ","Marshall IN"," ",45128,1 
"18101"," ","Martin IN"," ",10369,1 
"18103"," ","Miami IN"," ",36082,1 
"18105"," ","Monroe IN"," ",120563,1 
"18107"," ","Montgomery IN"," ",37629,1 
"18109"," ","Morgan IN"," ",66689,1 
"18111"," ","Newton IN"," ",14566,1 
"18113"," ","Noble IN"," ",46275,1 
"18115","1640","Ohio IN","Cincinnati, OH-KY-IN (P)",5623,1 
"18117"," ","Orange IN"," ",19306,1 
"18119"," ","Owen IN"," ",21786,1 
"18121"," ","Parke IN"," ",17241,1 
"18123"," ","Perry IN"," ",18899,1 
"18125"," ","Pike IN"," ",12837,1 
"18127","2960","Porter IN","Gary, IN (P)",146798,1 
"18129"," ","Posey IN"," ",27061,1 
"18131"," ","Pulaski IN"," ",13755,1 
"18133"," ","Putnam IN"," ",36019,1 
"18135"," ","Randolph IN"," ",27401,1 
"18137"," ","Ripley IN"," ",26523,1 
"18139"," ","Rush IN"," ",18261,1 
"18141"," ","St. Joseph IN"," ",265559,1 
"18143"," ","Scott IN"," ",22960,1 
"18145"," ","Shelby IN"," ",43445,1 
"18147"," ","Spencer IN"," ",20391,1 
"18149"," ","Starke IN"," ",23556,1 
"18151"," ","Steuben IN"," ",33214,1 
"18153"," ","Sullivan IN"," ",21751,1 
"18155"," ","Switzerland IN"," ",9065,1 
"18157"," ","Tippecanoe IN"," ",148955,1 
"18159"," ","Tipton IN"," ",16577,1 
"18161"," ","Union IN"," ",7349,1 
"18163"," ","Vanderburgh IN"," ",171922,1 
"18165"," ","Vermillion IN"," ",16788,1 
"18167"," ","Vigo IN"," ",105848,1 
"18169"," ","Wabash IN"," ",34960,1 
"18171"," ","Warren IN"," ",8419,1 
"18173"," ","Warrick IN"," ",52383,1 
"18175"," ","Washington IN"," ",27223,1 
"18177"," ","Wayne IN"," ",71097,1 
"18179"," ","Wells IN"," ",27600,1 
"18181"," ","White IN"," ",25267,1 
"18183"," ","Whitley IN"," ",30707,1 
"19001"," ","Adair IA"," ",8243,1 
"19003"," ","Adams IA"," ",4482,1 
"19005"," ","Allamakee IA"," ",14675,1 
"19007"," ","Appanoose IA"," ",13721,1 
"19009"," ","Audubon IA"," ",6830,1 
"19011"," ","Benton IA"," ",25308,1 
"19013"," ","Black Hawk IA"," ",128012,1 
"19015"," ","Boone IA"," ",26224,1 
"19017"," ","Bremer IA"," ",23325,1 
"19019"," ","Buchanan IA"," ",21093,1 
"19021"," ","Buena Vista IA"," ",20411,1 
"19023"," ","Butler IA"," ",15305,1 
"19025"," ","Calhoun IA"," ",11115,1 
"19027"," ","Carroll IA"," ",21421,1 
"19029"," ","Cass IA"," ",14684,1 
"19031"," ","Cedar IA"," ",18187,1 
"19033"," ","Cerro Gordo IA"," ",46447,1 
"19035"," ","Cherokee IA"," ",13035,1 
"19037"," ","Chickasaw IA"," ",13095,1 
"19039"," ","Clarke IA"," ",9133,1 
"19041"," ","Clay IA"," ",17372,1 
"19043"," ","Clayton IA"," ",18678,1 
"19045"," ","Clinton IA"," ",50149,1 
"19047"," ","Crawford IA"," ",16942,1 
"19049"," ","Dallas IA"," ",40750,1 
"19051"," ","Davis IA"," ",8541,1 
"19053"," ","Decatur IA"," ",8689,1 
"19055"," ","Delaware IA"," ",18404,1 
"19057"," ","Des Moines IA"," ",42351,1 
"19059"," ","Dickinson IA"," ",16424,1 
"19061"," ","Dubuque IA"," ",89143,1 
"19063"," ","Emmet IA"," ",11027,1 
"19065"," ","Fayette IA"," ",22008,1 
"19067"," ","Floyd IA"," ",16900,1 
"19069"," ","Franklin IA"," ",10704,1 
"19071"," ","Fremont IA"," ",8010,1 
"19073"," ","Greene IA"," ",10366,1 
"19075"," ","Grundy IA"," ",12369,1 
"19077"," ","Guthrie IA"," ",11353,1 
"19079"," ","Hamilton IA"," ",16438,1 
"19081"," ","Hancock IA"," ",12100,1 
"19083"," ","Hardin IA"," ",18812,1 
"19085"," ","Harrison IA"," ",15666,1 
"19087"," ","Henry IA"," ",20336,1 
"19089"," ","Howard IA"," ",9932,1 
"19091"," ","Humboldt IA"," ",10381,1 
"19093"," ","Ida IA"," ",7837,1 
"19095"," ","Iowa IA"," ",15671,1 
"19097"," ","Jackson IA"," ",20296,1 
"19099"," ","Jasper IA"," ",37213,1 
"19101"," ","Jefferson IA"," ",16181,1 
"19103"," ","Johnson IA"," ",111006,1 
"19105"," ","Jones IA"," ",20221,1 
"19107"," ","Keokuk IA"," ",11400,1 
"19109"," ","Kossuth IA"," ",17163,1 
"19111"," ","Lee IA"," ",38052,1 
"19113"," ","Linn IA"," ",191701,1 
"19115"," ","Louisa IA"," ",12183,1 
"19117"," ","Lucas IA"," ",9422,1 
"19119"," ","Lyon IA"," ",11763,1 
"19121"," ","Madison IA"," ",14019,1 
"19123"," ","Mahaska IA"," ",22335,1 
"19125"," ","Marion IA"," ",32052,1 
"19127"," ","Marshall IA"," ",39311,1 
"19129"," ","Mills IA"," ",14547,1 
"19131"," ","Mitchell IA"," ",10874,1 
"19133"," ","Monona IA"," ",10020,1 
"19135"," ","Monroe IA"," ",8016,1 
"19137"," ","Montgomery IA"," ",11771,1 
"19139"," ","Muscatine IA"," ",41722,1 
"19141"," ","OBrien IA"," ",15102,1 
"19143"," ","Osceola IA"," ",7003,1 
"19145"," ","Page IA"," ",16976,1 
"19147"," ","Palo Alto IA"," ",10147,1 
"19149"," ","Plymouth IA"," ",24849,1 
"19151"," ","Pocahontas IA"," ",8662,1 
"19153"," ","Polk IA"," ",374601,1 
"19155"," ","Pottawattamie IA"," ",87704,1 
"19157"," ","Poweshiek IA"," ",18815,1 
"19159"," ","Ringgold IA"," ",5469,1 
"19161"," ","Sac IA"," ",11529,1 
"19163"," ","Scott IA"," ",158668,1 
"19165"," ","Shelby IA"," ",13173,1 
"19167"," ","Sioux IA"," ",31589,1 
"19169"," ","Story IA"," ",79981,1 
"19171"," ","Tama IA"," ",18103,1 
"19173"," ","Taylor IA"," ",6958,1 
"19175"," ","Union IA"," ",12309,1 
"19177"," ","Van Buren IA"," ",7809,1 
"19179"," ","Wapello IA"," ",36051,1 
"19181"," ","Warren IA"," ",40671,1 
"19183"," ","Washington IA"," ",20670,1 
"19185"," ","Wayne IA"," ",6730,1 
"19187"," ","Webster IA"," ",40235,1 
"19189"," ","Winnebago IA"," ",11723,1 
"19191"," ","Winneshiek IA"," ",21310,1 
"19193"," ","Woodbury IA"," ",103877,1 
"19195"," ","Worth IA"," ",7909,1 
"19197"," ","Wright IA"," ",14334,1 
"20001"," ","Allen KS"," ",14385,1 
"20003"," ","Anderson KS"," ",8110,1 
"20005"," ","Atchison KS"," ",16774,1 
"20007"," ","Barber KS"," ",5307,1 
"20009"," ","Barton KS"," ",28205,1 
"20011"," ","Bourbon KS"," ",15379,1 
"20013"," ","Brown KS"," ",10724,1 
"20015"," ","Butler KS"," ",59482,1 
"20017"," ","Chase KS"," ",3030,1 
"20019"," ","Chautauqua KS"," ",4359,1 
"20021"," ","Cherokee KS"," ",22605,1 
"20023"," ","Cheyenne KS"," ",3165,1 
"20025"," ","Clark KS"," ",2390,1 
"20027"," ","Clay KS"," ",8822,1 
"20029"," ","Cloud KS"," ",10268,1 
"20031"," ","Coffey KS"," ",8865,1 
"20033"," ","Comanche KS"," ",1967,1 
"20035"," ","Cowley KS"," ",36291,1 
"20037"," ","Crawford KS"," ",38242,1 
"20039"," ","Decatur KS"," ",3472,1 
"20041"," ","Dickinson KS"," ",19344,1 
"20043"," ","Doniphan KS"," ",8249,1 
"20045"," ","Douglas KS"," ",99962,1 
"20047"," ","Edwards KS"," ",3449,1 
"20049"," ","Elk KS"," ",3261,1 
"20051"," ","Ellis KS"," ",27507,1 
"20053"," ","Ellsworth KS"," ",6525,1 
"20055"," ","Finney KS"," ",40523,1 
"20057"," ","Ford KS"," ",32458,1 
"20059"," ","Franklin KS"," ",24784,1 
"20061"," ","Geary KS"," ",27947,1 
"20063"," ","Gove KS"," ",3068,1 
"20065"," ","Graham KS"," ",2946,1 
"20067"," ","Grant KS"," ",7909,1 
"20069"," ","Gray KS"," ",5904,1 
"20071"," ","Greeley KS"," ",1534,1 
"20073"," ","Greenwood KS"," ",7673,1 
"20075"," ","Hamilton KS"," ",2670,1 
"20077"," ","Harper KS"," ",6536,1 
"20079"," ","Harvey KS"," ",32869,1 
"20081"," ","Haskell KS"," ",4307,1 
"20083"," ","Hodgeman KS"," ",2085,1 
"20085"," ","Jackson KS"," ",12657,1 
"20087"," ","Jefferson KS"," ",18426,1 
"20089"," ","Jewell KS"," ",3791,1 
"20091"," ","Johnson KS"," ",451086,1 
"20093"," ","Kearny KS"," ",4531,1 
"20095"," ","Kingman KS"," ",8673,1 
"20097"," ","Kiowa KS"," ",3278,1 
"20099"," ","Labette KS"," ",22835,1 
"20101"," ","Lane KS"," ",2155,1 
"20103"," ","Leavenworth KS"," ",68691,1 
"20105"," ","Lincoln KS"," ",3578,1 
"20107"," ","Linn KS"," ",9570,1 
"20109"," ","Logan KS"," ",3046,1 
"20111"," ","Lyon KS"," ",35935,1 
"20113"," ","McPherson KS"," ",29554,1 
"20115"," ","Marion KS"," ",13361,1 
"20117"," ","Marshall KS"," ",10965,1 
"20119"," ","Meade KS"," ",4631,1 
"20121"," ","Miami KS"," ",28351,1 
"20123"," ","Mitchell KS"," ",6932,1 
"20125"," ","Montgomery KS"," ",36252,1 
"20127"," ","Morris KS"," ",6104,1 
"20129"," ","Morton KS"," ",3496,1 
"20131"," ","Nemaha KS"," ",10717,1 
"20133"," ","Neosho KS"," ",16997,1 
"20135"," ","Ness KS"," ",3454,1 
"20137"," ","Norton KS"," ",5953,1 
"20139"," ","Osage KS"," ",16712,1 
"20141"," ","Osborne KS"," ",4452,1 
"20143"," ","Ottawa KS"," ",6163,1 
"20145"," ","Pawnee KS"," ",7233,1 
"20147"," ","Phillips KS"," ",6001,1 
"20149"," ","Pottawatomie KS"," ",18209,1 
"20151"," ","Pratt KS"," ",9647,1 
"20153"," ","Rawlins KS"," ",2966,1 
"20155"," ","Reno KS"," ",64790,1 
"20157"," ","Republic KS"," ",5835,1 
"20159"," ","Rice KS"," ",10761,1 
"20161"," ","Riley KS"," ",62843,1 
"20163"," ","Rooks KS"," ",5685,1 
"20165"," ","Rush KS"," ",3551,1 
"20167"," ","Russell KS"," ",7370,1 
"20169"," ","Saline KS"," ",53597,1 
"20171"," ","Scott KS"," ",5120,1 
"20173"," ","Sedgwick KS"," ",452869,1 
"20175"," ","Seward KS"," ",22510,1 
"20177"," ","Shawnee KS"," ",169871,1 
"20179"," ","Sheridan KS"," ",2813,1 
"20181"," ","Sherman KS"," ",6760,1 
"20183"," ","Smith KS"," ",4536,1 
"20185"," ","Stafford KS"," ",4789,1 
"20187"," ","Stanton KS"," ",2406,1 
"20189"," ","Stevens KS"," ",5463,1 
"20191"," ","Sumner KS"," ",25946,1 
"20193"," ","Thomas KS"," ",8180,1 
"20195"," ","Trego KS"," ",3319,1 
"20197"," ","Wabaunsee KS"," ",6885,1 
"20199"," ","Wallace KS"," ",1749,1 
"20201"," ","Washington KS"," ",6483,1 
"20203"," ","Wichita KS"," ",2531,1 
"20205"," ","Wilson KS"," ",10332,1 
"20207"," ","Woodson KS"," ",3788,1 
"20209"," ","Wyandotte KS"," ",157882,1 
"21001"," ","Adair KY"," ",17244,1 
"21003"," ","Allen KY"," ",17800,1 
"21005"," ","Anderson KY"," ",19111,1 
"21007"," ","Ballard KY"," ",8286,1 
"21009"," ","Barren KY"," ",38033,1 
"21011"," ","Bath KY"," ",11085,1 
"21013"," ","Bell KY"," ",30060,1 
"21015","1640","Boone KY","Cincinnati, OH-KY-IN (P)",85991,1 
"21017"," ","Bourbon KY"," ",19360,1 
"21019"," ","Boyd KY"," ",49752,1 
"21021"," ","Boyle KY"," ",27697,1 
"21023"," ","Bracken KY"," ",8279,1 
"21025"," ","Breathitt KY"," ",16100,1 
"21027"," ","Breckinridge KY"," ",18648,1 
"21029"," ","Bullitt KY"," ",61236,1 
"21031"," ","Butler KY"," ",13010,1 
"21033"," ","Caldwell KY"," ",13060,1 
"21035"," ","Calloway KY"," ",34177,1 
"21037","1640","Campbell KY","Cincinnati, OH-KY-IN (P)",88616,1 
"21039"," ","Carlisle KY"," ",5351,1 
"21041"," ","Carroll KY"," ",10155,1 
"21043"," ","Carter KY"," ",26889,1 
"21045"," ","Casey KY"," ",15447,1 
"21047"," ","Christian KY"," ",72265,1 
"21049"," ","Clark KY"," ",33144,1 
"21051"," ","Clay KY"," ",24556,1 
"21053"," ","Clinton KY"," ",9634,1 
"21055"," ","Crittenden KY"," ",9384,1 
"21057"," ","Cumberland KY"," ",7147,1 
"21059"," ","Daviess KY"," ",91545,1 
"21061"," ","Edmonson KY"," ",11644,1 
"21063"," ","Elliott KY"," ",6748,1 
"21065"," ","Estill KY"," ",15307,1 
"21067"," ","Fayette KY"," ",260512,1 
"21069"," ","Fleming KY"," ",13792,1 
"21071"," ","Floyd KY"," ",42441,1 
"21073"," ","Franklin KY"," ",47687,1 
"21075"," ","Fulton KY"," ",7752,1 
"21077","1640","Gallatin KY","Cincinnati, OH-KY-IN (P)",7870,1 
"21079"," ","Garrard KY"," ",14792,1 
"21081","1640","Grant KY","Cincinnati, OH-KY-IN (P)",22384,1 
"21083"," ","Graves KY"," ",37028,1 
"21085"," ","Grayson KY"," ",24053,1 
"21087"," ","Green KY"," ",11518,1 
"21089"," ","Greenup KY"," ",36891,1 
"21091"," ","Hancock KY"," ",8392,1 
"21093"," ","Hardin KY"," ",94174,1 
"21095"," ","Harlan KY"," ",33202,1 
"21097"," ","Harrison KY"," ",17983,1 
"21099"," ","Hart KY"," ",17445,1 
"21101"," ","Henderson KY"," ",44829,1 
"21103"," ","Henry KY"," ",15060,1 
"21105"," ","Hickman KY"," ",5262,1 
"21107"," ","Hopkins KY"," ",46519,1 
"21109"," ","Jackson KY"," ",13495,1 
"21111"," ","Jefferson KY"," ",693604,1 
"21113"," ","Jessamine KY"," ",39041,1 
"21115"," ","Johnson KY"," ",23445,1 
"21117","1640","Kenton KY","Cincinnati, OH-KY-IN (P)",151464,1 
"21119"," ","Knott KY"," ",17649,1 
"21121"," ","Knox KY"," ",31795,1 
"21123"," ","Larue KY"," ",13373,1 
"21125"," ","Laurel KY"," ",52715,1 
"21127"," ","Lawrence KY"," ",15569,1 
"21129"," ","Lee KY"," ",7916,1 
"21131"," ","Leslie KY"," ",12401,1 
"21133"," ","Letcher KY"," ",25277,1 
"21135"," ","Lewis KY"," ",14092,1 
"21137"," ","Lincoln KY"," ",23361,1 
"21139"," ","Livingston KY"," ",9804,1 
"21141"," ","Logan KY"," ",26573,1 
"21143"," ","Lyon KY"," ",8080,1 
"21145"," ","McCracken KY"," ",65514,1 
"21147"," ","McCreary KY"," ",17080,1 
"21149"," ","McLean KY"," ",9938,1 
"21151"," ","Madison KY"," ",70872,1 
"21153"," ","Magoffin KY"," ",13332,1 
"21155"," ","Marion KY"," ",18212,1 
"21157"," ","Marshall KY"," ",30125,1 
"21159"," ","Martin KY"," ",12578,1 
"21161"," ","Mason KY"," ",16800,1 
"21163"," ","Meade KY"," ",26349,1 
"21165"," ","Menifee KY"," ",6556,1 
"21167"," ","Mercer KY"," ",20817,1 
"21169"," ","Metcalfe KY"," ",10037,1 
"21171"," ","Monroe KY"," ",11756,1 
"21173"," ","Montgomery KY"," ",22554,1 
"21175"," ","Morgan KY"," ",13948,1 
"21177"," ","Muhlenberg KY"," ",31839,1 
"21179"," ","Nelson KY"," ",37477,1 
"21181"," ","Nicholas KY"," ",6813,1 
"21183"," ","Ohio KY"," ",22916,1 
"21185"," ","Oldham KY"," ",46178,1 
"21187"," ","Owen KY"," ",10547,1 
"21189"," ","Owsley KY"," ",4858,1 
"21191","1640","Pendleton KY","Cincinnati, OH-KY-IN (P)",14390,1 
"21193"," ","Perry KY"," ",29390,1 
"21195"," ","Pike KY"," ",68736,1 
"21197"," ","Powell KY"," ",13237,1 
"21199"," ","Pulaski KY"," ",56217,1 
"21201"," ","Robertson KY"," ",2266,1 
"21203"," ","Rockcastle KY"," ",16582,1 
"21205"," ","Rowan KY"," ",22094,1 
"21207"," ","Russell KY"," ",16315,1 
"21209"," ","Scott KY"," ",33061,1 
"21211"," ","Shelby KY"," ",33337,1 
"21213"," ","Simpson KY"," ",16405,1 
"21215"," ","Spencer KY"," ",11766,1 
"21217"," ","Taylor KY"," ",22927,1 
"21219"," ","Todd KY"," ",11971,1 
"21221"," ","Trigg KY"," ",12597,1 
"21223"," ","Trimble KY"," ",8125,1 
"21225"," ","Union KY"," ",15637,1 
"21227"," ","Warren KY"," ",92522,1 
"21229"," ","Washington KY"," ",10916,1 
"21231"," ","Wayne KY"," ",19923,1 
"21233"," ","Webster KY"," ",14120,1 
"21235"," ","Whitley KY"," ",35865,1 
"21237"," ","Wolfe KY"," ",7065,1 
"21239"," ","Woodford KY"," ",23208,1 
"22001"," ","Acadia Parish LA"," ",58861,1 
"22003"," ","Allen Parish LA"," ",25440,1 
"22005"," ","Ascension Parish LA"," ",76627,1 
"22007"," ","Assumption Parish LA"," ",23388,1 
"22009"," ","Avoyelles Parish LA"," ",41481,1 
"22011"," ","Beauregard Parish LA"," ",32986,1 
"22013"," ","Bienville Parish LA"," ",15752,1 
"22015"," ","Bossier Parish LA"," ",98310,1 
"22017"," ","Caddo Parish LA"," ",252161,1 
"22019"," ","Calcasieu Parish LA"," ",183577,1 
"22021"," ","Caldwell Parish LA"," ",10560,1 
"22023"," ","Cameron Parish LA"," ",9991,1 
"22025"," ","Catahoula Parish LA"," ",10920,1 
"22027"," ","Claiborne Parish LA"," ",16851,1 
"22029"," ","Concordia Parish LA"," ",20247,1 
"22031"," ","De Soto Parish LA"," ",25494,1 
"22033"," ","East Baton Rouge Parish LA"," ",412852,1 
"22035"," ","East Carroll Parish LA"," ",9421,1 
"22037"," ","East Feliciana Parish LA"," ",21360,1 
"22039"," ","Evangeline Parish LA"," ",35434,1 
"22041"," ","Franklin Parish LA"," ",21263,1 
"22043"," ","Grant Parish LA"," ",18698,1 
"22045"," ","Iberia Parish LA"," ",73266,1 
"22047"," ","Iberville Parish LA"," ",33320,1 
"22049"," ","Jackson Parish LA"," ",15397,1 
"22051"," ","Jefferson Parish LA"," ",455466,1 
"22053"," ","Jefferson Davis Parish LA"," ",31435,1 
"22055"," ","Lafayette Parish LA"," ",190503,1 
"22057"," ","Lafourche Parish LA"," ",89974,1 
"22059"," ","La Salle Parish LA"," ",14282,1 
"22061"," ","Lincoln Parish LA"," ",42509,1 
"22063"," ","Livingston Parish LA"," ",91814,1 
"22065"," ","Madison Parish LA"," ",13728,1 
"22067"," ","Morehouse Parish LA"," ",31021,1 
"22069"," ","Natchitoches Parish LA"," ",39080,1 
"22071"," ","Orleans Parish LA"," ",484674,1 
"22073"," ","Ouachita Parish LA"," ",147250,1 
"22075"," ","Plaquemines Parish LA"," ",26757,1 
"22077"," ","Pointe Coupee Parish LA"," ",22763,1 
"22079"," ","Rapides Parish LA"," ",126337,1 
"22081"," ","Red River Parish LA"," ",9622,1 
"22083"," ","Richland Parish LA"," ",20981,1 
"22085"," ","Sabine Parish LA"," ",23459,1 
"22087"," ","St. Bernard Parish LA"," ",67229,1 
"22089"," ","St. Charles Parish LA"," ",48072,1 
"22091"," ","St. Helena Parish LA"," ",10525,1 
"22093"," ","St. James Parish LA"," ",21216,1 
"22095"," ","St. John the Baptist Parish LA"," ",43044,1 
"22097"," ","St. Landry Parish LA"," ",87700,1 
"22099"," ","St. Martin Parish LA"," ",48583,1 
"22101"," ","St. Mary Parish LA"," ",53500,1 
"22103"," ","St. Tammany Parish LA"," ",191268,1 
"22105"," ","Tangipahoa Parish LA"," ",100588,1 
"22107"," ","Tensas Parish LA"," ",6618,1 
"22109"," ","Terrebonne Parish LA"," ",104503,1 
"22111"," ","Union Parish LA"," ",22803,1 
"22113"," ","Vermilion Parish LA"," ",53807,1 
"22115"," ","Vernon Parish LA"," ",52531,1 
"22117"," ","Washington Parish LA"," ",43926,1 
"22119"," ","Webster Parish LA"," ",41831,1 
"22121"," ","West Baton Rouge Parish LA"," ",21601,1 
"22123"," ","West Carroll Parish LA"," ",12314,1 
"22125"," ","West Feliciana Parish LA"," ",15111,1 
"22127"," ","Winn Parish LA"," ",16894,1 
"23001"," ","Androscoggin ME"," ",103793,1 
"23003"," ","Aroostook ME"," ",73938,1 
"23005"," ","Cumberland ME"," ",265612,1 
"23007"," ","Franklin ME"," ",29467,1 
"23009"," ","Hancock ME"," ",51791,1 
"23011"," ","Kennebec ME"," ",117114,1 
"23013"," ","Knox ME"," ",39618,1 
"23015"," ","Lincoln ME"," ",33616,1 
"23017"," ","Oxford ME"," ",54755,1 
"23019"," ","Penobscot ME"," ",144919,1 
"23021"," ","Piscataquis ME"," ",17235,1 
"23023"," ","Sagadahoc ME"," ",35214,1 
"23025"," ","Somerset ME"," ",50888,1 
"23027"," ","Waldo ME"," ",36280,1 
"23029"," ","Washington ME"," ",33941,1 
"23031","6450","York ME","Portsmouth-Rochester, NH-ME (P)",41375,0.222 
"23031"," ","York ME"," ",145367,0.778 
"24001"," ","Allegany MD"," ",74930,1 
"24003","0720","Anne Arundel MD","Baltimore, MD (P)",489656,1 
"24005","0720","Baltimore MD","Baltimore, MD (P)",754292,1 
"24009","8840","Calvert MD","Washington, DC-MD-VA-WV (P)",74563,1 
"24011"," ","Caroline MD"," ",29772,1 
"24013","0720","Carroll MD","Baltimore, MD (P)",150897,1 
"24015","9160","Cecil MD","Wilmington-Newark, DE-MD (P)",85951,1 
"24017","8840","Charles MD","Washington, DC-MD-VA-WV (P)",120546,1 
"24019"," ","Dorchester MD"," ",30674,1 
"24021","8840","Frederick MD","Washington, DC-MD-VA-WV (P)",195277,1 
"24023"," ","Garrett MD"," ",29846,1 
"24025","0720","Harford MD","Baltimore, MD (P)",218590,1 
"24027","0720","Howard MD","Baltimore, MD (P)",247842,1 
"24029"," ","Kent MD"," ",19197,1 
"24031","8840","Montgomery MD","Washington, DC-MD-VA-WV (P)",873341,1 
"24033","8840","Prince Georges MD","Washington, DC-MD-VA-WV (P)",801515,1 
"24035","0720","Queen Annes MD","Baltimore, MD (P)",40563,1 
"24037"," ","St. Marys MD"," ",86211,1 
"24039"," ","Somerset MD"," ",24747,1 
"24041"," ","Talbot MD"," ",33812,1 
"24043","3180","Washington MD","Hagerstown, MD (P)",131923,1 
"24045"," ","Wicomico MD"," ",84644,1 
"24047"," ","Worcester MD"," ",46543,1 
"24510","0720","Baltimore city MD","Baltimore, MD (P)",651154,1 
"25001"," ","Barnstable MA"," ",222230,1 
"25003"," ","Berkshire MA"," ",134953,1 
"25005","1120","Bristol MA","Boston, MA-NH (P)",108350,0.203 
"25005","1200","Bristol MA","Brockton, MA (P)",34038,0.064 
"25005","5400","Bristol MA","New Bedford, MA (P)",159226,0.298 
"25005"," ","Bristol MA"," ",233064,0.436 
"25007"," ","Dukes MA"," ",14987,1 
"25009","1120","Essex MA","Boston, MA-NH (P)",458546,0.634 
"25009","4160","Essex MA","Lawrence, MA-NH (P)",264873,0.366 
