"SumLev","State_Fips","County_Fips","County","HUCENSUS_2000","HUESTBASE_2000","Year","HousingUnitEst"
50,42,53,"Forest County","8701",8701,2006,8885
50,42,55,"Franklin County","53803",53801,2006,58929
50,42,57,"Fulton County","6790",6790,2006,7234
50,42,59,"Greene County","16678",16678,2006,17145
50,42,61,"Huntingdon County","21058",21058,2006,21927
50,42,63,"Indiana County","37250",37250,2006,38220
50,42,65,"Jefferson County","22104",22104,2006,22819
50,42,67,"Juniata County","10031",10031,2006,10416
50,42,69,"Lackawanna County","95362",95362,2006,96903
50,42,71,"Lancaster County","179990",179990,2006,192358
50,42,73,"Lawrence County","39635",39635,2006,40421
50,42,75,"Lebanon County","49320",49320,2006,52994
50,42,77,"Lehigh County","128910",128910,2006,136599
50,42,79,"Luzerne County","144686",144688,2006,147327
50,42,81,"Lycoming County","52464",52465,2006,53742
50,42,83,"McKean County","21644",21644,2006,21734
50,42,85,"Mercer County","49859",49859,2006,51412
50,42,87,"Mifflin County","20745",20745,2006,21216
50,42,89,"Monroe County","67581",67581,2006,77175
50,42,91,"Montgomery County","297434",297434,2006,311728
50,42,93,"Montour County","7627",7628,2006,7949
50,42,95,"Northampton County","106710",106711,2006,115809
50,42,97,"Northumberland County","43164",43164,2006,43749
50,42,99,"Perry County","18941",18943,2006,19718
50,42,101,"Philadelphia County","661958",661958,2006,660385
50,42,103,"Pike County","34681",34681,2006,39175
50,42,105,"Potter County","12159",12159,2006,12647
50,42,107,"Schuylkill County","67806",67804,2006,69492
50,42,109,"Snyder County","14890",14890,2006,15528
50,42,111,"Somerset County","37163",37163,2006,38034
50,42,113,"Sullivan County","6017",6017,2006,6225
50,42,115,"Susquehanna County","21829",21829,2006,22499
50,42,117,"Tioga County","19893",19893,2006,20641
50,42,119,"Union County","14684",14684,2006,15439
50,42,121,"Venango County","26904",26904,2006,27301
50,42,123,"Warren County","23058",23058,2006,23370
50,42,125,"Washington County","87267",87267,2006,91609
50,42,127,"Wayne County","30593",30593,2006,32575
50,42,129,"Westmoreland County","161058",161058,2006,165569
50,42,131,"Wyoming County","12713",12713,2006,13229
50,42,133,"York County","156720",156720,2006,171590
50,44,1,"Bristol County","19881",19881,2006,20223
50,44,3,"Kent County","70365",70365,2006,72186
50,44,5,"Newport County","39561",39561,2006,40761
50,44,7,"Providence County","253214",253214,2006,255980
50,44,9,"Washington County","56816",56816,2006,60432
50,45,1,"Abbeville County","11656",11656,2006,11903
50,45,3,"Aiken County","61987",61988,2006,67040
50,45,5,"Allendale County","4568",4568,2006,4628
50,45,7,"Anderson County","73213",73213,2006,81007
50,45,9,"Bamberg County","7130",7130,2006,7205
50,45,11,"Barnwell County","10191",10191,2006,10278
50,45,13,"Beaufort County","60509",60512,2006,78197
50,45,15,"Berkeley County","54717",54718,2006,63412
50,45,17,"Calhoun County","6864",6861,2006,7300
50,45,19,"Charleston County","141031",141024,2006,165148
50,45,21,"Cherokee County","22400",22400,2006,23147
50,45,23,"Chester County","14374",14374,2006,14773
50,45,25,"Chesterfield County","18818",18818,2006,19555
50,45,27,"Clarendon County","15303",15303,2006,16018
50,45,29,"Colleton County","18129",18129,2006,18908
50,45,31,"Darlington County","28942",28942,2006,29909
50,45,33,"Dillon County","12679",12679,2006,12902
50,45,35,"Dorchester County","37237",37215,2006,45540
50,45,37,"Edgefield County","9223",9206,2006,9796
50,45,39,"Fairfield County","10383",10383,2006,10830
50,45,41,"Florence County","51836",51836,2006,53737
50,45,43,"Georgetown County","28282",28263,2006,32544
50,45,45,"Greenville County","162803",162802,2006,182278
50,45,47,"Greenwood County","28243",28244,2006,29798
50,45,49,"Hampton County","8582",8581,2006,8711
50,45,51,"Horry County","122085",122103,2006,158441
50,45,53,"Jasper County","7928",7926,2006,8491
50,45,55,"Kershaw County","22683",22683,2006,25134
50,45,57,"Lancaster County","24962",24962,2006,29226
50,45,59,"Laurens County","30239",30235,2006,31326
50,45,61,"Lee County","7670",7670,2006,7921
50,45,63,"Lexington County","90978",90977,2006,101592
50,45,65,"McCormick County","4459",4459,2006,4816
50,45,67,"Marion County","15143",15143,2006,15407
50,45,69,"Marlboro County","11894",11894,2006,11981
50,45,71,"Newberry County","16805",16806,2006,17465
50,45,73,"Oconee County","32383",32383,2006,36310
50,45,75,"Orangeburg County","39304",39275,2006,40963
50,45,77,"Pickens County","46000",46000,2006,50359
50,45,79,"Richland County","129793",129793,2006,149833
50,45,81,"Saluda County","8543",8543,2006,8789
50,45,83,"Spartanburg County","106986",106986,2006,118741
50,45,85,"Sumter County","41751",41747,2006,44447
50,45,87,"Union County","13351",13351,2006,13526
50,45,89,"Williamsburg County","15552",15553,2006,15801
50,45,91,"York County","66061",66061,2006,82766
50,46,3,"Aurora County","1298",1298,2006,1346
50,46,5,"Beadle County","8206",8206,2006,8327
50,46,7,"Bennett County","1278",1278,2006,1314
50,46,9,"Bon Homme County","3007",3007,2006,3064
50,46,11,"Brookings County","11576",11576,2006,12651
50,46,13,"Brown County","15861",15861,2006,16408
50,46,15,"Brule County","2272",2272,2006,2356
50,46,17,"Buffalo County","602",602,2006,628
50,46,19,"Butte County","4059",4059,2006,4309
50,46,21,"Campbell County","962",962,2006,981
50,46,23,"Charles Mix County","3853",3853,2006,3941
50,46,25,"Clark County","1880",1880,2006,1906
50,46,27,"Clay County","5438",5438,2006,5720
50,46,29,"Codington County","11324",11324,2006,12065
50,46,31,"Corson County","1536",1534,2006,1578
50,46,33,"Custer County","3624",3624,2006,4223
50,46,35,"Davison County","8093",8093,2006,8624
50,46,37,"Day County","3618",3618,2006,3737
50,46,39,"Deuel County","2172",2172,2006,2296
50,46,41,"Dewey County","2133",2132,2006,2217
50,46,43,"Douglas County","1453",1453,2006,1475
50,46,45,"Edmunds County","2022",2022,2006,2097
50,46,47,"Fall River County","3812",3812,2006,4005
50,46,49,"Faulk County","1235",1235,2006,1294
50,46,51,"Grant County","3456",3458,2006,3591
50,46,53,"Gregory County","2405",2405,2006,2472
50,46,55,"Haakon County","1002",1002,2006,1036
50,46,57,"Hamlin County","2626",2626,2006,2783
50,46,59,"Hand County","1840",1840,2006,1890
50,46,61,"Hanson County","1218",1218,2006,1253
50,46,63,"Harding County","804",804,2006,806
50,46,65,"Hughes County","7055",7055,2006,7403
50,46,67,"Hutchinson County","3517",3517,2006,3578
50,46,69,"Hyde County","769",769,2006,784
50,46,71,"Jackson County","1173",1173,2006,1214
50,46,73,"Jerauld County","1167",1167,2006,1211
50,46,75,"Jones County","614",614,2006,623
50,46,77,"Kingsbury County","2724",2724,2006,2817
50,46,79,"Lake County","5282",5282,2006,5633
50,46,81,"Lawrence County","10427",10427,2006,11701
50,46,83,"Lincoln County","9131",9131,2006,11162
50,46,85,"Lyman County","1636",1636,2006,1688
50,46,87,"McCook County","2383",2383,2006,2546
50,46,89,"McPherson County","1465",1465,2006,1460
50,46,91,"Marshall County","2562",2562,2006,2650
50,46,93,"Meade County","10149",10146,2006,11381
50,46,95,"Mellette County","824",824,2006,844
50,46,97,"Miner County","1408",1408,2006,1435
50,46,99,"Minnehaha County","60237",60237,2006,71711
50,46,101,"Moody County","2745",2745,2006,2849
50,46,103,"Pennington County","37249",37252,2006,41480
50,46,105,"Perkins County","1854",1856,2006,1897
50,46,107,"Potter County","1760",1760,2006,1820
50,46,109,"Roberts County","4734",4732,2006,4922
50,46,111,"Sanborn County","1220",1220,2006,1252
50,46,113,"Shannon County","3123",3123,2006,3286
50,46,115,"Spink County","3352",3352,2006,3378
50,46,117,"Stanley County","1277",1277,2006,1398
50,46,119,"Sully County","844",844,2006,887
50,46,121,"Todd County","2766",2766,2006,2878
50,46,123,"Tripp County","3036",3036,2006,3106
50,46,125,"Turner County","3852",3852,2006,3983
50,46,127,"Union County","5345",5345,2006,6027
50,46,129,"Walworth County","3144",3145,2006,3181
50,46,135,"Yankton County","8840",8840,2006,9346
50,46,137,"Ziebach County","879",879,2006,925
50,47,1,"Anderson County","32451",32451,2006,33875
50,47,3,"Bedford County","14990",14990,2006,16929
50,47,5,"Benton County","8595",8595,2006,8964
50,47,7,"Bledsoe County","5142",5141,2006,5382
50,47,9,"Blount County","47059",47059,2006,51581
50,47,11,"Bradley County","36820",36815,2006,40397
50,47,13,"Campbell County","18527",18498,2006,19017
50,47,15,"Cannon County","5420",5420,2006,5659
50,47,17,"Carroll County","13057",13060,2006,13533
50,47,19,"Carter County","25920",25920,2006,27119
50,47,21,"Cheatham County","13508",13508,2006,15329
50,47,23,"Chester County","6178",6173,2006,6694
50,47,25,"Claiborne County","13262",13291,2006,14780
50,47,27,"Clay County","3959",3959,2006,4147
50,47,29,"Cocke County","15844",15844,2006,16494
50,47,31,"Coffee County","20746",20746,2006,22387
50,47,33,"Crockett County","6138",6138,2006,6334
50,47,35,"Cumberland County","22442",22443,2006,23917
50,47,37,"Davidson County","252977",252978,2006,274268
50,47,39,"Decatur County","6448",6448,2006,6733
50,47,41,"DeKalb County","8409",8408,2006,8752
50,47,43,"Dickson County","17614",17614,2006,19588
50,47,45,"Dyer County","16123",16123,2006,16997
50,47,47,"Fayette County","11214",11210,2006,13429
50,47,49,"Fentress County","7598",7598,2006,7921
50,47,51,"Franklin County","16813",16813,2006,18561
50,47,53,"Gibson County","21059",21058,2006,22157
50,47,55,"Giles County","13113",13113,2006,13695
50,47,57,"Grainger County","9732",9732,2006,10197
50,47,59,"Greene County","28116",28116,2006,30343
50,47,61,"Grundy County","6282",6282,2006,6549
50,47,63,"Hamblen County","24693",24693,2006,26193
50,47,65,"Hamilton County","134692",134695,2006,146941
50,47,67,"Hancock County","3280",3277,2006,3388
50,47,69,"Hardeman County","10694",10694,2006,11268
50,47,71,"Hardin County","12807",12807,2006,13436
50,47,73,"Hawkins County","24416",24416,2006,25855
50,47,75,"Haywood County","8086",8086,2006,8471
50,47,77,"Henderson County","11446",11446,2006,12025
50,47,79,"Henry County","15783",15778,2006,16572
50,47,81,"Hickman County","8904",8904,2006,9289
50,47,83,"Houston County","3901",3901,2006,4070
50,47,85,"Humphreys County","8482",8482,2006,8917
50,47,87,"Jackson County","5163",5163,2006,5384
50,47,89,"Jefferson County","19319",19319,2006,21800
50,47,91,"Johnson County","7879",7879,2006,8483
50,47,93,"Knox County","171439",171439,2006,190080
50,47,95,"Lake County","2716",2716,2006,2757
50,47,97,"Lauderdale County","10563",10563,2006,11412
50,47,99,"Lawrence County","16821",16821,2006,17332
50,47,101,"Lewis County","4821",4821,2006,5014
50,47,103,"Lincoln County","13999",13999,2006,14461
50,47,105,"Loudon County","17277",17278,2006,19011
50,47,107,"McMinn County","21626",21625,2006,22527
50,47,109,"McNairy County","11219",11224,2006,11705
50,47,111,"Macon County","8894",8894,2006,9391
50,47,113,"Madison County","38205",38205,2006,42134
50,47,115,"Marion County","12140",12140,2006,13293
50,47,117,"Marshall County","11181",11181,2006,12561
50,47,119,"Maury County","28674",28674,2006,34054
50,47,121,"Meigs County","5188",5188,2006,5559
50,47,123,"Monroe County","17287",17287,2006,18596
50,47,125,"Montgomery County","52167",52167,2006,63642
50,47,127,"Moore County","2515",2515,2006,2841
50,47,129,"Morgan County","7714",7713,2006,8064
50,47,131,"Obion County","14489",14489,2006,14895
50,47,133,"Overton County","9168",9168,2006,9547
50,47,135,"Perry County","4115",4115,2006,4304
50,47,137,"Pickett County","2956",2956,2006,3085
50,47,139,"Polk County","7369",7371,2006,7967
50,47,141,"Putnam County","26916",26916,2006,29743
50,47,143,"Rhea County","12565",12566,2006,13581
50,47,145,"Roane County","23369",23369,2006,24357
50,47,147,"Robertson County","20995",20995,2006,24520
50,47,149,"Rutherford County","70616",70616,2006,94955
50,47,151,"Scott County","8909",8909,2006,9294
50,47,153,"Sequatchie County","4916",4916,2006,5175
50,47,155,"Sevier County","37252",37252,2006,41894
50,47,157,"Shelby County","362954",362954,2006,394220
50,47,159,"Smith County","7665",7665,2006,8148
50,47,161,"Stewart County","5977",5977,2006,6270
50,47,163,"Sullivan County","69052",69052,2006,72870
50,47,165,"Sumner County","51657",51657,2006,60313
50,47,167,"Tipton County","19064",19064,2006,22551
50,47,169,"Trousdale County","3095",3095,2006,3314
50,47,171,"Unicoi County","8214",8214,2006,8550
50,47,173,"Union County","7916",7916,2006,8827
50,47,175,"Van Buren County","2453",2453,2006,2564
50,47,177,"Warren County","16689",16689,2006,17339
50,47,179,"Washington County","47779",47779,2006,51788
50,47,181,"Wayne County","6701",6701,2006,7038
50,47,183,"Weakley County","14928",14928,2006,15623
50,47,185,"White County","10191",10192,2006,10616
50,47,187,"Williamson County","47005",47005,2006,59219
50,47,189,"Wilson County","34921",34920,2006,41480
50,48,1,"Anderson County","18436",18436,2006,19094
50,48,3,"Andrews County","5400",5400,2006,5543
50,48,5,"Angelina County","32435",32435,2006,33915
50,48,7,"Aransas County","12848",12848,2006,14209
50,48,9,"Archer County","3871",3871,2006,3983
50,48,11,"Armstrong County","920",920,2006,942
50,48,13,"Atascosa County","14883",14878,2006,15674
50,48,15,"Austin County","10205",10205,2006,10760
50,48,17,"Bailey County","2738",2738,2006,2759
50,48,19,"Bandera County","9503",9503,2006,9975
50,48,21,"Bastrop County","22254",22250,2006,24580
50,48,23,"Baylor County","2820",2820,2006,2844
50,48,25,"Bee County","10939",10939,2006,11165
50,48,27,"Bell County","92782",92782,2006,109559
50,48,29,"Bexar County","521359",521359,2006,589824
50,48,31,"Blanco County","4031",4031,2006,4261
50,48,33,"Borden County","435",435,2006,450
50,48,35,"Bosque County","8644",8644,2006,8891
50,48,37,"Bowie County","36463",36463,2006,38256
50,48,39,"Brazoria County","90628",90628,2006,109603
50,48,41,"Brazos County","59023",59023,2006,68496
50,48,43,"Brewster County","4614",4614,2006,4817
50,48,45,"Briscoe County","1006",1006,2006,1035
50,48,47,"Brooks County","3203",3203,2006,3251
50,48,49,"Brown County","17889",17889,2006,18447
50,48,51,"Burleson County","8197",8197,2006,8571
50,48,53,"Burnet County","15933",15933,2006,19297
50,48,55,"Caldwell County","11901",11904,2006,13104
50,48,57,"Calhoun County","10238",10238,2006,10882
50,48,59,"Callahan County","5925",5925,2006,6154
50,48,61,"Cameron County","119654",119654,2006,140674
50,48,63,"Camp County","5228",5228,2006,5410
50,48,65,"Carson County","2815",2815,2006,2889
50,48,67,"Cass County","13890",13890,2006,14429
50,48,69,"Castro County","3198",3198,2006,3222
50,48,71,"Chambers County","10336",10336,2006,12979
50,48,73,"Cherokee County","19173",19173,2006,19906
50,48,75,"Childress County","3059",3059,2006,3095
50,48,77,"Clay County","4992",4992,2006,5148
50,48,79,"Cochran County","1587",1587,2006,1596
50,48,81,"Coke County","2843",2843,2006,2924
50,48,83,"Coleman County","5248",5248,2006,5327
50,48,85,"Collin County","194892",194946,2006,263411
50,48,87,"Collingsworth County","1723",1723,2006,1720
50,48,89,"Colorado County","9431",9431,2006,9679
50,48,91,"Comal County","32718",32718,2006,42285
50,48,93,"Comanche County","7105",7105,2006,7299
50,48,95,"Concho County","1488",1488,2006,1534
50,48,97,"Cooke County","15061",15061,2006,15687
50,48,99,"Coryell County","21776",21776,2006,23209
50,48,101,"Cottle County","1088",1088,2006,1084
50,48,103,"Crane County","1596",1596,2006,1599
50,48,105,"Crockett County","2049",2049,2006,2118
50,48,107,"Crosby County","3202",3202,2006,3228
50,48,109,"Culberson County","1321",1321,2006,1367
50,48,111,"Dallam County","2697",2697,2006,2744
50,48,113,"Dallas County","854119",854053,2006,925383
50,48,115,"Dawson County","5500",5500,2006,5532
50,48,117,"Deaf Smith County","6914",6914,2006,6958
50,48,119,"Delta County","2410",2410,2006,2475
50,48,121,"Denton County","168069",168065,2006,214167
50,48,123,"DeWitt County","8756",8755,2006,8948
50,48,125,"Dickens County","1368",1368,2006,1404
50,48,127,"Dimmit County","4112",4112,2006,4234
50,48,129,"Donley County","2378",2378,2006,2440
50,48,131,"Duval County","5543",5543,2006,5746
50,48,133,"Eastland County","9547",9547,2006,9750
50,48,135,"Ector County","49500",49500,2006,50944
50,48,137,"Edwards County","1217",1217,2006,1259
50,48,139,"Ellis County","39071",39071,2006,48509
50,48,141,"El Paso County","224447",224447,2006,249256
50,48,143,"Erath County","14422",14422,2006,15239
50,48,145,"Falls County","7658",7658,2006,7832
50,48,147,"Fannin County","12887",12887,2006,13511
50,48,149,"Fayette County","11113",11113,2006,11437
50,48,151,"Fisher County","2277",2277,2006,2313
50,48,153,"Floyd County","3221",3221,2006,3257
50,48,155,"Foard County","850",850,2006,870
50,48,157,"Fort Bend County","115991",115991,2006,139931
50,48,159,"Franklin County","5132",5132,2006,5394
50,48,161,"Freestone County","8138",8138,2006,8611
50,48,163,"Frio County","5660",5660,2006,5877
50,48,165,"Gaines County","5410",5410,2006,5544
50,48,167,"Galveston County","111733",111733,2006,128452
50,48,169,"Garza County","1928",1928,2006,1942
50,48,171,"Gillespie County","9902",9902,2006,10683
50,48,173,"Glasscock County","660",660,2006,683
50,48,175,"Goliad County","3426",3426,2006,3555
50,48,177,"Gonzales County","8194",8194,2006,8410
50,48,179,"Gray County","10567",10567,2006,10544
50,48,181,"Grayson County","48315",48315,2006,51248
50,48,183,"Gregg County","46349",46349,2006,48068
50,48,185,"Grimes County","9490",9492,2006,9876
50,48,187,"Guadalupe County","33585",33588,2006,39967
50,48,189,"Hale County","13526",13526,2006,13846
50,48,191,"Hall County","1988",1988,2006,1991
50,48,193,"Hamilton County","4455",4455,2006,4555
50,48,195,"Hansford County","2329",2329,2006,2335
50,48,197,"Hardeman County","2358",2358,2006,2365
50,48,199,"Hardin County","19836",19836,2006,20809
50,48,201,"Harris County","1298130",1298130,2006,1501239
50,48,203,"Harrison County","26271",26271,2006,27117
50,48,205,"Hartley County","1760",1760,2006,1796
50,48,207,"Haskell County","3555",3555,2006,3612
50,48,209,"Hays County","35643",35636,2006,46977
50,48,211,"Hemphill County","1548",1548,2006,1561
50,48,213,"Henderson County","35935",35935,2006,37911
50,48,215,"Hidalgo County","192658",192658,2006,239962
50,48,217,"Hill County","14624",14624,2006,15062
50,48,219,"Hockley County","9148",9148,2006,9335
50,48,221,"Hood County","19105",19105,2006,20342
50,48,223,"Hopkins County","14020",14020,2006,14620
50,48,225,"Houston County","10730",10730,2006,11052
50,48,227,"Howard County","13589",13589,2006,13770
50,48,229,"Hudspeth County","1471",1471,2006,1537
50,48,231,"Hunt County","32490",32490,2006,34371
50,48,233,"Hutchinson County","10871",10871,2006,10941
50,48,235,"Irion County","914",914,2006,945
50,48,237,"Jack County","3668",3668,2006,3733
50,48,239,"Jackson County","6545",6545,2006,6656
50,48,241,"Jasper County","16576",16576,2006,16789
50,48,243,"Jeff Davis County","1420",1420,2006,1468
50,48,245,"Jefferson County","102080",102080,2006,103154
50,48,247,"Jim Hogg County","2308",2308,2006,2387
50,48,249,"Jim Wells County","14819",14819,2006,15353
50,48,251,"Johnson County","46269",46269,2006,51629
50,48,253,"Jones County","7236",7236,2006,7466
50,48,255,"Karnes County","5479",5479,2006,5589
50,48,257,"Kaufman County","26133",26132,2006,30704
50,48,259,"Kendall County","9609",9610,2006,12401
50,48,261,"Kenedy County","281",281,2006,290
50,48,263,"Kent County","551",551,2006,569
50,48,265,"Kerr County","20228",20228,2006,21312
50,48,267,"Kimble County","2996",2996,2006,3076
50,48,269,"King County","174",174,2006,180
50,48,271,"Kinney County","1907",1907,2006,1962
50,48,273,"Kleberg County","12743",12743,2006,12913
50,48,275,"Knox County","2129",2129,2006,2185
50,48,277,"Lamar County","21113",21113,2006,22040
50,48,279,"Lamb County","6294",6294,2006,6334
50,48,281,"Lampasas County","7601",7600,2006,8014
50,48,283,"La Salle County","2436",2436,2006,2475
50,48,285,"Lavaca County","9657",9657,2006,9907
50,48,287,"Lee County","6851",6851,2006,7176
50,48,289,"Leon County","8299",8299,2006,8657
50,48,291,"Liberty County","26359",26360,2006,28063
50,48,293,"Limestone County","9725",9725,2006,10013
50,48,295,"Lipscomb County","1541",1541,2006,1556
50,48,297,"Live Oak County","6196",6196,2006,6397
50,48,299,"Llano County","11829",11829,2006,13501
50,48,301,"Loving County","70",70,2006,73
50,48,303,"Lubbock County","100595",100595,2006,113328
50,48,305,"Lynn County","2671",2671,2006,2705
50,48,307,"McCulloch County","4184",4184,2006,4316
50,48,309,"McLennan County","84795",84796,2006,90949
50,48,311,"McMullen County","587",592,2006,616
50,48,313,"Madison County","4797",4797,2006,5015
50,48,315,"Marion County","6384",6384,2006,6632
50,48,317,"Martin County","1898",1898,2006,2050
50,48,319,"Mason County","2372",2372,2006,2441
50,48,321,"Matagorda County","18611",18611,2006,19313
50,48,323,"Maverick County","14889",14889,2006,16420
50,48,325,"Medina County","14826",14826,2006,15603
50,48,327,"Menard County","1607",1607,2006,1661
50,48,329,"Midland County","48060",48060,2006,49590
50,48,331,"Milam County","10866",10866,2006,11194
50,48,333,"Mills County","2691",2691,2006,2777
50,48,335,"Mitchell County","4168",4168,2006,4217
50,48,337,"Montague County","9862",9862,2006,10203
50,48,339,"Montgomery County","112770",112770,2006,147537
50,48,341,"Moore County","7478",7478,2006,7666
50,48,343,"Morris County","6017",6017,2006,6176
50,48,345,"Motley County","839",839,2006,861
50,48,347,"Nacogdoches County","25051",25051,2006,26447
50,48,349,"Navarro County","18449",18449,2006,18951
50,48,351,"Newton County","7331",7331,2006,7463
50,48,353,"Nolan County","7112",7112,2006,7109
50,48,355,"Nueces County","123041",123041,2006,131621
50,48,357,"Ochiltree County","3769",3769,2006,3833
50,48,359,"Oldham County","815",815,2006,839
50,48,361,"Orange County","34781",34781,2006,35414
50,48,363,"Palo Pinto County","14102",14102,2006,14413
50,48,365,"Panola County","10524",10524,2006,10917
50,48,367,"Parker County","34084",34084,2006,37467
50,48,369,"Parmer County","3732",3732,2006,3773
50,48,371,"Pecos County","6338",6338,2006,6478
50,48,373,"Polk County","21177",21179,2006,22220
50,48,375,"Potter County","44598",44598,2006,47784
50,48,377,"Presidio County","3299",3299,2006,3799
50,48,379,"Rains County","4523",4523,2006,4778
50,48,381,"Randall County","43261",43261,2006,45554
50,48,383,"Reagan County","1452",1452,2006,1486
50,48,385,"Real County","2007",2007,2006,2137
50,48,387,"Red River County","6916",6916,2006,7096
50,48,389,"Reeves County","5043",5043,2006,5093
50,48,391,"Refugio County","3669",3669,2006,3727
50,48,393,"Roberts County","449",449,2006,460
50,48,395,"Robertson County","7874",7874,2006,8143
50,48,397,"Rockwall County","15351",15350,2006,23996
50,48,399,"Runnels County","5400",5400,2006,5424
50,48,401,"Rusk County","19867",19867,2006,20547
50,48,403,"Sabine County","7659",7659,2006,7995
50,48,405,"San Augustine County","5356",5356,2006,5546
50,48,407,"San Jacinto County","11520",11519,2006,11992
50,48,409,"San Patricio County","24864",24864,2006,27129
50,48,411,"San Saba County","2951",2951,2006,3055
50,48,413,"Schleicher County","1371",1371,2006,1396
50,48,415,"Scurry County","7112",7112,2006,7160
50,48,417,"Shackelford County","1613",1613,2006,1661
50,48,419,"Shelby County","11955",11955,2006,12397
50,48,421,"Sherman County","1275",1275,2006,1400
50,48,423,"Smith County","71701",71701,2006,76571
50,48,425,"Somervell County","2750",2750,2006,3008
50,48,427,"Starr County","17589",17589,2006,18223
50,48,429,"Stephens County","4893",4893,2006,4954
50,48,431,"Sterling County","633",633,2006,655
50,48,433,"Stonewall County","936",936,2006,964
50,48,435,"Sutton County","1998",1998,2006,2032
50,48,437,"Swisher County","3315",3315,2006,3334
50,48,439,"Tarrant County","565830",565832,2006,657916
50,48,441,"Taylor County","52056",52055,2006,53706
50,48,443,"Terrell County","991",991,2006,1021
50,48,445,"Terry County","5087",5087,2006,5112
50,48,447,"Throckmorton County","1066",1066,2006,1094
50,48,449,"Titus County","10675",10675,2006,11106
50,48,451,"Tom Green County","43916",43916,2006,45389
50,48,453,"Travis County","335881",335884,2006,404818
50,48,455,"Trinity County","8141",8141,2006,8485
50,48,457,"Tyler County","10419",10419,2006,10725
50,48,459,"Upshur County","14930",14929,2006,15489
50,48,461,"Upton County","1609",1609,2006,1633
50,48,463,"Uvalde County","10166",10166,2006,10520
50,48,465,"Val Verde County","16288",16288,2006,17258
50,48,467,"Van Zandt County","20896",20896,2006,21849
50,48,469,"Victoria County","32945",32946,2006,34311
50,48,471,"Walker County","21099",21099,2006,22603
50,48,473,"Waller County","11955",11953,2006,13738
50,48,475,"Ward County","4832",4832,2006,4886
50,48,477,"Washington County","13241",13241,2006,13944
50,48,479,"Webb County","55206",55206,2006,66972
50,48,481,"Wharton County","16606",16606,2006,17224
50,48,483,"Wheeler County","2687",2687,2006,2710
50,48,485,"Wichita County","53304",53304,2006,55418
50,48,487,"Wilbarger County","6371",6371,2006,6424
50,48,489,"Willacy County","6727",6727,2006,7154
50,48,491,"Williamson County","90325",90327,2006,123721
50,48,493,"Wilson County","12110",12110,2006,12792
50,48,495,"Winkler County","3214",3214,2006,3233
50,48,497,"Wise County","19242",19242,2006,20689
50,48,499,"Wood County","17939",17940,2006,18548
50,48,501,"Yoakum County","2974",2974,2006,3015
50,48,503,"Young County","8504",8504,2006,8608
50,48,505,"Zapata County","6167",6167,2006,6462
50,48,507,"Zavala County","4075",4075,2006,4157
50,49,1,"Beaver County","2660",2660,2006,2824
50,49,3,"Box Elder County","14209",14209,2006,16317
50,49,5,"Cache County","29035",29035,2006,33755
50,49,7,"Carbon County","8741",8742,2006,9036
50,49,9,"Daggett County","1084",1084,2006,1179
50,49,11,"Davis County","74114",74114,2006,89735
50,49,13,"Duchesne County","6988",6988,2006,7759
50,49,15,"Emery County","4093",4140,2006,4288
50,49,17,"Garfield County","2767",2767,2006,3246
50,49,19,"Grand County","4062",4014,2006,4582
50,49,21,"Iron County","13618",13618,2006,17110
50,49,23,"Juab County","2810",2810,2006,3335
50,49,25,"Kane County","3767",3767,2006,4648
50,49,27,"Millard County","4522",4522,2006,4801
50,49,29,"Morgan County","2158",2158,2006,2707
50,49,31,"Piute County","745",745,2006,790
50,49,33,"Rich County","2408",2408,2006,2981
50,49,35,"Salt Lake County","310988",310996,2006,346550
50,49,37,"San Juan County","5449",5449,2006,5703
50,49,39,"Sanpete County","7879",7879,2006,8529
50,49,41,"Sevier County","7016",7016,2006,7605
50,49,43,"Summit County","17489",17489,2006,21345
50,49,45,"Tooele County","13812",13812,2006,17620
50,49,47,"Uintah County","9040",9040,2006,9846
50,49,49,"Utah County","104315",104316,2006,132102
50,49,51,"Wasatch County","6564",6564,2006,8670
50,49,53,"Washington County","36478",36478,2006,52527
50,49,55,"Wayne County","1329",1329,2006,1424
50,49,57,"Weber County","70454",70454,2006,79896
50,50,1,"Addison County","15312",15312,2006,16264
50,50,3,"Bennington County","19403",19403,2006,20508
50,50,5,"Caledonia County","14504",14506,2006,15231
50,50,7,"Chittenden County","58864",58864,2006,62500
50,50,9,"Essex County","4762",4762,2006,4873
50,50,11,"Franklin County","19191",19191,2006,20747
50,50,13,"Grand Isle County","4663",4663,2006,4905
50,50,15,"Lamoille County","11009",11005,2006,11911
50,50,17,"Orange County","13386",13387,2006,13791
50,50,19,"Orleans County","14673",14674,2006,15563
50,50,21,"Rutland County","32311",32311,2006,32886
50,50,23,"Washington County","27644",27644,2006,28964
50,50,25,"Windham County","27039",27039,2006,28203
50,50,27,"Windsor County","31621",31621,2006,33203
50,51,1,"Accomack County","19550",19550,2006,20959
50,51,3,"Albemarle County","33720",33740,2006,40068
50,51,5,"Alleghany County","5812",7881,2006,8038
50,51,7,"Amelia County","4609",4609,2006,5227
50,51,9,"Amherst County","12958",12958,2006,13635
50,51,11,"Appomattox County","5828",5828,2006,6340
50,51,13,"Arlington County","90426",90418,2006,98453
50,51,15,"Augusta County","26738",26737,2006,29951
50,51,17,"Bath County","2896",2896,2006,3096
50,51,19,"Bedford County","26841",26841,2006,30367
50,51,21,"Bland County","3161",3161,2006,3466
