"City","State","Total","X1_Units","X2_Units","X3.4_Units","X5.Inf_Units","X5.Inf_Units_Stucture"
"Detroit-Ann Arbor-Flint","MICMSA",1466,1206,36,60,164,16
"Dothan","AL MSA",27,27,0,0,0,0
"Dover","DE MSA",62,62,0,0,0,0
"Dubuque","IA MSA",5,5,0,0,0,0
"Duluth-Superior","MN-WI MSA",38,30,2,6,0,0
"Eau Claire","WI MSA",17,5,0,12,0,0
"El Paso","TX MSA",223,223,0,0,0,0
"Elkhart-Goshen","IN MSA",81,61,0,20,0,0
"Elmira","NY MSA",3,3,0,0,0,0
"Enid","OK MSA",5,5,0,0,0,0
"Erie","PA MSA",24,15,0,3,6,1
"Eugene-Springfield","OR MSA",93,77,16,0,0,0
"Evansville-Henderson","IN-KYMSA",75,69,6,0,0,0
"Fargo-Moorhead","ND-MN MSA",61,7,0,0,54,1
"Fayetteville","NC MSA",52,52,0,0,0,0
"Fayetteville-Springdale-Rogers","AR MSA",171,143,10,8,10,1
"Flagstaff","AZ-UT MSA",38,38,0,0,0,0
"Florence","AL MSA",8,8,0,0,0,0
"Florence","SC MSA",44,37,0,0,7,1
"Fort Collins-Loveland","CO MSA",259,216,4,7,32,2
"Fort Myers-Cape Coral","FL MSA",524,327,22,27,148,9
"Fort Pierce-Port St. Lucie FL MSA","340",212,0,0,128,9,NA
"Fort Smith","AR-OK MSA",35,27,8,0,0,0
"Fort Walton Beach","FL MSA",156,98,0,0,58,2
"Fort Wayne","IN MSA",109,107,2,0,0,0
"Fresno","CA MSA",155,155,0,0,0,0
"Gadsden","AL MSA",5,5,0,0,0,0
"Gainesville","FL MSA",157,80,2,0,75,6
"Glens Falls","NY MSA",14,14,0,0,0,0
"Goldsboro","NC MSA",29,22,4,3,0,0
"Grand Forks","ND-MN MSA",0,0,0,0,0,0
"Grand Junction","CO MSA",64,56,0,0,8,1
"Grand Rapids-Muskegon-Holland","MI MSA",407,322,6,0,79,6
"Great Falls","MT MSA",6,2,0,4,0,0
"Green Bay","WI MSA",37,25,2,0,10,2
"Greensboro--Winston-Salem--High Point","NC MSA",681,477,0,4,200,17
"Greenville","NC MSA",121,50,8,0,63,4
"Greenville-Spartanburg-Anderson","SC MSA",533,497,6,0,30,2
"Harrisburg-Lebanon-Carlisle","PA MSA",87,87,0,0,0,0
"Hartford","CT MSA",185,172,0,0,13,1
"Hattiesburg","MS MSA",6,6,0,0,0,0
"Hickory-Morganton-Lenoir NC MSA","151",117,4,0,30,3,NA
"Honolulu","HI MSA",100,100,0,0,0,0
"Houma","LA MSA",83,83,0,0,0,0
"Houston-Galveston-BrazoriaTX CMSA","2345",1953,28,4,360,7,NA
"Huntington-Ashland","WV-KY-OH MSA",1,1,0,0,0,0
"Huntsville","AL MSA",80,72,0,3,5,1
"Indianapolis","IN MSA",709,664,16,10,19,3
"Iowa City","IA MSA",37,19,2,4,12,1
"Jackson","MI MSA",3,3,0,0,0,0
"Jackson","MS MSA",200,165,0,3,32,3
"Jackson","TN MSA",45,45,0,0,0,0
"Jacksonville","FL MSA",990,515,6,4,465,20
"Jacksonville","NC MSA",48,48,0,0,0,0
"Jamestown","NY MSA",1,1,0,0,0,0
"Janesville-Beloit","WI MSA",26,23,0,3,0,0
"Johnson City-Kingsport-Bristol","TN-VA MSA",126,62,0,0,64,4
"Johnstown","PA MSA",2,2,0,0,0,0
"Jonesboro","AR MSA",12,10,2,0,0,0
"Joplin","MO MSA",13,11,2,0,0,0
"Kalamazoo-Battle Creek","MIMSA",72,72,0,0,0,0
"Kansas City","MO-KS MSA",1238,742,24,48,424,35
"Killeen-Temple","TX MSA",135,115,12,8,0,0
"Knoxville","TN MSA",240,203,4,3,30,2
"Kokomo","IN MSA",22,22,0,0,0,0
"La Crosse","WI-MN MSA",12,10,2,0,0,0
"Lafayette","LA MSA",141,101,40,0,0,0
"Lafayette","IN MSA",118,34,6,0,78,3
"Lake Charles","LA MSA",73,60,4,0,9,1
"Lakeland-Winter Haven","FL MSA",275,269,0,0,6,1
"Lancaster","PA MSA",92,90,2,0,0,0
"Lansing-East Lansing","MI MSA",74,72,2,0,0,0
"Laredo","TX MSA",109,103,0,0,6,1
"Las Cruces","NM MSA",65,65,0,0,0,0
"Las Vegas","NV-AZ MSA",2117,1645,10,31,431,33
"Lawrence","KS MSA",41,23,6,0,12,1
"Lawton","OK MSA",11,11,0,0,0,0
"Lewiston-Auburn","ME MSA",7,7,0,0,0,0
"Lexington","KY MSA",210,183,14,0,13,2
"Lima","OH MSA",0,0,0,0,0,0
"Lincoln","NE MSA",107,64,4,0,39,3
"Little Rock-North LittleRock","AR MSA",157,157,0,0,0,0
"Longview-Marshall","TX MSA",14,14,0,0,0,0
"Los Angeles-Riverside-Orange County","CA CMSA",3782,2244,54,93,1391,55
"Louisville","KY-IN MSA",439,375,4,20,40,5
"Lubbock","TX MSA",56,49,0,0,7,1
"Lynchburg","VA MSA",65,60,2,3,0,0
"Macon","GA MSA",149,145,4,0,0,0
"Madison","WI MSA",232,107,6,24,95,6
"Mansfield","OH MSA",33,5,0,28,0,0
"McAllen-Edinburg-Mission TX MSA","387",343,4,11,29,4,NA
"Medford-Ashland","OR MSA",65,63,2,0,0,0
"Melbourne-Titusville-PalmBay","FL MSA",364,230,0,16,118,11
"Memphis","TN-AR-MS MSA",1059,461,0,0,598,46
"Merced","CA MSA",58,58,0,0,0,0
"Miami-Fort Lauderdale","FLCMSA",1575,1272,4,12,287,16
"Milwaukee-Racine","WI CMSA",499,249,18,15,217,10
"Minneapolis-St. Paul","MN-WIMSA",1037,838,28,14,157,13
"Missoula","MT MSA",10,10,0,0,0,0
"Mobile","AL MSA",371,241,4,0,126,3
"Modesto","CA MSA",128,117,2,4,5,1
"Monroe","LA MSA",17,17,0,0,0,0
"Montgomery","AL MSA",105,105,0,0,0,0
"Muncie","IN MSA",78,10,0,8,60,1
"Myrtle Beach","SC MSA",460,143,0,16,301,13
"Naples","FL MSA",876,321,4,75,476,22
"Nashville","TN MSA",675,595,10,8,62,4
"New London-Norwich","CT-RI MSA",63,55,0,0,8,1
"New Orleans","LA MSA",259,217,4,3,35,2
"New York-Northern NewJersey-Long Island","NY-NJ-CT-PA CMSA",4764,1972,270,125,2397,57
"Norfolk-Virginia Beach-Newport News","VA-NC MSA",458,417,2,23,16,2
"Ocala","FL MSA",185,185,0,0,0,0
"Odessa-Midland","TX MSA",28,28,0,0,0,0
"Oklahoma City","OK MSA",311,311,0,0,0,0
"Omaha","NE-IA MSA",205,205,0,0,0,0
"Orlando","FL MSA",1584,1106,18,8,452,22
"Owensboro","KY MSA",42,30,0,0,12,1
"Panama City","FL MSA",50,42,8,0,0,0
"Parkersburg-Marietta","WV-OHMSA",7,7,0,0,0,0
"Pensacola","FL MSA",177,177,0,0,0,0
"Peoria-Pekin","IL MSA",102,48,2,0,52,3
"Philadelphia-Wilmington-Atlantic City","PA-NJ-DE-MDCMSA",1680,1256,14,3,407,17
"Phoenix-Mesa","AZ MSA",3131,2446,8,32,645,75
"Pine Bluff","AR MSA",6,4,2,0,0,0
"Pittsburgh","PA MSA",529,446,4,11,68,4
"Pittsfield","MA MSA",0,0,0,0,0,0
"Pocatello","ID MSA",13,11,2,0,0,0
"Portland","ME MSA",76,76,0,0,0,0
"Portland-Salem","OR-WA CMSA",957,732,32,23,170,16
"Providence-Fall River-Warwick","RI-MA MSA",277,169,8,0,100,1
"Provo-Orem","UT MSA",182,167,6,0,9,1
"Pueblo","CO MSA",93,87,6,0,0,0
"Punta Gorda","FL MSA",102,83,0,4,15,1
"Raleigh-Durham-Chapel HillNC MSA","782",762,4,0,16,2,NA
"Rapid City","SD MSA",37,23,0,0,14,1
"Reading","PA MSA",57,57,0,0,0,0
"Redding","CA MSA",198,46,0,152,0,0
"Reno","NV MSA",243,243,0,0,0,0
"Richland-Kennewick-Pasco WA MSA","48",48,0,0,0,0,NA
"Richmond-Petersburg","VA MSA",437,410,0,0,27,3
"Roanoke","VA MSA",64,59,0,0,5,1
"Rochester","MN MSA",54,41,2,3,8,1
"Rochester","NY MSA",104,98,0,0,6,1
"Rockford","IL MSA",121,109,12,0,0,0
"Rocky Mount","NC MSA",33,33,0,0,0,0
"Sacramento-Yolo","CA CMSA",1381,849,0,16,516,41
"Saginaw-Bay City-Midland MI MSA","23",21,2,0,0,0,NA
"St. Cloud","MN MSA",25,25,0,0,0,0
"St. Joseph","MO MSA",14,4,2,0,8,1
"St. Louis","MO-IL MSA",846,698,14,44,90,5
"Salinas","CA MSA",132,54,18,60,0,0
"Salt Lake City-Ogden","UT MSA",519,474,4,12,29,3
"San Angelo","TX MSA",21,19,2,0,0,0
"San Antonio","TX MSA",874,712,12,0,150,13
"San Diego","CA MSA",956,625,2,7,322,3
"San Francisco-Oakland-SanJose","CA CMSA",2372,1414,24,55,879,40
"San Luis Obispo-Atascadero-Paso Robles","CA MSA",139,98,2,9,30,6
"Santa Barbara-Santa Maria-Lompoc","CA MSA",37,37,0,0,0,0
"Santa Fe","NM MSA",29,29,0,0,0,0
"Sarasota-Bradenton","FL MSA",533,415,2,11,105,3
"Savannah","GA MSA",139,111,10,0,18,1
"Scranton--Wilkes-Barre--Hazleton","PA MSA",21,21,0,0,0,0
"Seattle-Tacoma-BremertonWA CMSA","2155",1083,38,64,970,28,NA
"Sharon","PA MSA",10,8,2,0,0,0
"Sheboygan","WI MSA",4,4,0,0,0,0
"Sherman-Denison","TX MSA",13,11,2,0,0,0
"Shreveport-Bossier City","LAMSA",82,82,0,0,0,0
"Sioux City","IA-NE MSA",12,12,0,0,0,0
"Sioux Falls","SD MSA",144,92,0,0,52,5
"South Bend","IN MSA",128,68,6,0,54,1
"Spokane","WA MSA",62,34,2,0,26,3
"Springfield","IL MSA",36,34,2,0,0,0
"Springfield","MO MSA",94,88,6,0,0,0
"Springfield","MA MSA",38,38,0,0,0,0
"State College","PA MSA",24,17,0,0,7,1
"Steubenville-Weirton","OH-WVMSA",3,3,0,0,0,0
"Stockton-Lodi","CA MSA",413,413,0,0,0,0
"Sumter","SC MSA",33,24,4,0,5,1
"Syracuse","NY MSA",44,42,2,0,0,0
"Tallahassee","FL MSA",115,111,4,0,0,0
"Tampa-St. Petersburg-Clearwater","FL MSA",1394,1006,24,12,352,19
"Terre Haute","IN MSA",12,12,0,0,0,0
"Texarkana","TX-TexarkanaARMSA",19,19,0,0,0,0
"Toledo","OH MSA",114,86,4,8,16,1
"Topeka","KS MSA",61,47,14,0,0,0
"Tucson","AZ MSA",466,449,0,12,5,1
"Tulsa","OK MSA",221,217,0,4,0,0
"Tuscaloosa","AL MSA",60,52,8,0,0,0
"Tyler","TX MSA",28,23,0,0,5,1
"Utica-Rome","NY MSA",1,1,0,0,0,0
"Victoria","TX MSA",15,15,0,0,0,0
"Visalia-Tulare-Porterville CA MSA","117",117,0,0,0,0,NA
"Waco","TX MSA",59,35,0,0,24,1
"Washington-Baltimore","DC-MD-VA-WV CMSA",3577,2700,4,0,873,44
"Waterloo-Cedar Falls","IA MSA",8,8,0,0,0,0
"Wausau","WI MSA",15,15,0,0,0,0
"West Palm Beach-Boca RatonFL MSA","698",557,8,8,125,17,NA
"Wheeling","WV-OH MSA",2,2,0,0,0,0
"Wichita","KS MSA",164,156,8,0,0,0
"Wichita Falls","TX MSA",11,11,0,0,0,0
"Wilmington","NC MSA",392,184,0,3,205,18
"Yakima","WA MSA",28,11,4,4,9,1
"York","PA MSA",76,64,8,4,0,0
"Youngstown-Warren","OH MSA",55,45,2,0,8,1
"Yuba City","CA MSA",18,18,0,0,0,0
"Yuma","AZ MSA",75,75,0,0,0,0
"Abilene","TX MSA",16,16,0,0,0,0
"Albany","GA MSA",47,47,0,0,0,0
"Albany-Schenectady-Troy","NYMSA",87,82,0,0,5,1
"Albuquerque","NM MSA",427,407,0,0,20,2
"Alexandria","LA MSA",33,33,0,0,0,0
"Allentown-Bethlehem-Easton PA MSA","119",116,0,3,0,0,NA
"Altoona","PA MSA",3,3,0,0,0,0
"Amarillo","TX MSA",39,39,0,0,0,0
"Anchorage","AK MSA",35,31,4,0,0,0
"Anniston","AL MSA",19,13,0,0,6,1
"Appleton-Oshkosh-Neenah","WIMSA",129,101,8,0,20,2
"Asheville","NC MSA",94,80,8,0,6,1
"Athens","GA MSA",159,101,16,4,38,4
"Atlanta","GA MSA",4927,3852,14,76,985,37
"Augusta-Aiken","GA-SC MSA",221,212,0,3,6,1
"Austin-San Marcos","TX MSA",1182,828,4,0,350,18
"Bakersfield","CA MSA",195,163,0,11,21,1
"Bangor","ME MSA",10,10,0,0,0,0
"Barnstable-Yarmouth","MA MSA",94,89,2,3,0,0
"Baton Rouge","LA MSA",161,124,2,3,32,2
"Beaumont-Port Arthur","TX MSA",52,52,0,0,0,0
"Bellingham","WA MSA",76,67,4,0,5,1
"Benton Harbor","MI MSA",5,5,0,0,0,0
"Billings","MT MSA",32,32,0,0,0,0
"Biloxi-Gulfport-Pascagoula MS MSA","193",188,2,3,0,0,NA
"Binghamton","NY MSA",3,3,0,0,0,0
"Birmingham","AL MSA",365,365,0,0,0,0
"Bismarck","ND MSA",7,7,0,0,0,0
"Bloomington","IN MSA",36,30,0,0,6,1
"Bloomington-Normal","IL MSA",105,43,0,0,62,4
"Boise City","ID MSA",396,386,10,0,0,0
"Boston-Worcester-LawrenceMA-NH-ME-CT CMSA","1023",921,34,25,43,8,NA
"Brownsville-Harlingen-SanBenito","TX MSA",182,147,6,12,17,3
"Bryan-College Station","TX MSA",79,79,0,0,0,0
"Buffalo-Niagara Falls","NY MSA",116,94,0,0,22,2
"Burlington","VT MSA",44,37,2,0,5,1
"Canton-Massillon","OH MSA",85,67,6,7,5,1
"Casper","WY MSA",4,4,0,0,0,0
"Cedar Rapids","IA MSA",45,29,8,8,0,0
"Champaign-Urbana","IL MSA",67,26,0,0,41,2
"Charleston-NorthCharleston","SC MSA",360,244,70,0,46,6
"Charleston","WV MSA",23,18,0,0,5,1
"Charlotte-Gastonia-RockHill","NC-SC MSA",1821,1053,2,32,734,53
"Charlottesville","VA MSA",92,86,6,0,0,0
"Chattanooga","TN-GA MSA",182,177,0,0,5,1
"Cheyenne","WY MSA",35,25,2,0,8,1
"Chicago-Gary-Kenosha","IL-IN-WI CMSA",2919,2007,12,164,736,40
"Chico-Paradise","CA MSA",42,42,0,0,0,0
"Cincinnati-Hamilton","OH-KY-IN CMSA",823,684,18,23,98,11
"Clarksville-Hopkinsville TN-KY MSA","145",129,0,0,16,2,NA
"Cleveland-Akron","OH CMSA",700,585,16,17,82,8
"Colorado Springs","CO MSA",572,320,0,12,240,13
"Columbia","MO MSA",88,78,0,0,10,1
"Columbia","SC MSA",340,332,0,0,8,1
"Columbus","GA-AL MSA",90,81,0,3,6,1
"Columbus","OH MSA",991,666,8,62,255,25
"Corpus Christi","TX MSA",102,78,2,3,19,1
"Cumberland","MD-WV MSA",10,10,0,0,0,0
"Dallas-Fort Worth","TX CMSA",3082,2930,6,10,136,10
"Danville","VA MSA",30,30,0,0,0,0
"Davenport-Moline-RockIsland","IA-IL MSA",38,25,0,4,9,1
"Dayton-Springfield","OH MSA",130,126,0,4,0,0
"Daytona Beach","FL MSA",344,335,4,0,5,1
"Decatur","Al MSA",40,35,0,0,5,1
"Decatur","IL MSA",14,14,0,0,0,0
"Denver-Boulder-Greeley","COCMSA",2096,1649,10,16,421,24
"Des Moines","IA MSA",157,129,0,8,20,3
"Detroit-Ann Arbor-Flint","MICMSA",1532,1383,42,22,85,13
"Dothan","AL MSA",38,38,0,0,0,0
"Dover","DE MSA",56,56,0,0,0,0
"Dubuque","IA MSA",25,11,2,0,12,1
"Duluth-Superior","MN-WI MSA",29,22,2,0,5,1
"Eau Claire","WI MSA",25,23,2,0,0,0
"El Paso","TX MSA",449,307,14,128,0,0
"Elkhart-Goshen","IN MSA",65,65,0,0,0,0
"Elmira","NY MSA",4,4,0,0,0,0
"Enid","OK MSA",6,6,0,0,0,0
"Erie","PA MSA",20,20,0,0,0,0
"Eugene-Springfield","OR MSA",115,100,6,4,5,1
"Evansville-Henderson","IN-KYMSA",185,88,4,0,93,5
"Fargo-Moorhead","ND-MN MSA",7,5,2,0,0,0
"Fayetteville","NC MSA",278,64,0,0,214,15
"Fayetteville-Springdale-Rogers","AR MSA",428,186,2,4,236,21
"Flagstaff","AZ-UT MSA",32,32,0,0,0,0
"Florence","AL MSA",20,20,0,0,0,0
"Florence","SC MSA",51,44,0,0,7,1
"Fort Collins-Loveland","CO MSA",233,191,0,7,35,2
"Fort Myers-Cape Coral","FL MSA",721,397,32,75,217,17
"Fort Pierce-Port St. Lucie FL MSA","183",179,4,0,0,0,NA
"Fort Smith","AR-OK MSA",49,43,6,0,0,0
"Fort Walton Beach","FL MSA",160,103,0,0,57,2
"Fort Wayne","IN MSA",150,150,0,0,0,0
"Fresno","CA MSA",261,179,2,0,80,10
"Gadsden","AL MSA",6,6,0,0,0,0
"Gainesville","FL MSA",186,85,0,3,98,11
"Glens Falls","NY MSA",24,19,0,0,5,1
"Goldsboro","NC MSA",36,29,4,3,0,0
"Grand Forks","ND-MN MSA",1,1,0,0,0,0
"Grand Junction","CO MSA",99,80,10,4,5,1
"Grand Rapids-Muskegon-Holland","MI MSA",484,362,6,7,109,15
"Great Falls","MT MSA",2,2,0,0,0,0
"Green Bay","WI MSA",84,65,14,0,5,1
"Greensboro--Winston-Salem--High Point","NC MSA",987,712,4,6,265,14
"Greenville","NC MSA",194,54,12,0,128,13
"Greenville-Spartanburg-Anderson","SC MSA",598,526,2,0,70,6
"Harrisburg-Lebanon-Carlisle","PA MSA",75,75,0,0,0,0
"Hartford","CT MSA",186,177,2,0,7,1
"Hattiesburg","MS MSA",7,7,0,0,0,0
"Hickory-Morganton-Lenoir NC MSA","229",159,0,0,70,4,NA
"Honolulu","HI MSA",94,68,26,0,0,0
"Houma","LA MSA",62,62,0,0,0,0
"Houston-Galveston-BrazoriaTX CMSA","3058",2341,4,16,697,44,NA
"Huntington-Ashland","WV-KY-OH MSA",3,3,0,0,0,0
"Huntsville","AL MSA",99,90,0,4,5,1
"Indianapolis","IN MSA",829,809,16,4,0,0
"Iowa City","IA MSA",94,26,4,0,64,3
"Jackson","MI MSA",6,6,0,0,0,0
"Jackson","MS MSA",217,185,0,0,32,2
"Jackson","TN MSA",81,81,0,0,0,0
"Jacksonville","FL MSA",666,593,0,0,73,3
"Jacksonville","NC MSA",55,55,0,0,0,0
"Jamestown","NY MSA",1,1,0,0,0,0
"Janesville-Beloit","WI MSA",27,20,2,0,5,1
"Johnson City-Kingsport-Bristol","TN-VA MSA",107,87,2,0,18,1
"Johnstown","PA MSA",0,0,0,0,0,0
"Jonesboro","AR MSA",23,21,2,0,0,0
"Joplin","MO MSA",16,16,0,0,0,0
"Kalamazoo-Battle Creek","MIMSA",88,77,0,0,11,1
"Kansas City","MO-KS MSA",1065,826,38,20,181,21
"Killeen-Temple","TX MSA",141,107,22,12,0,0
"Knoxville","TN MSA",360,292,2,4,62,3
"Kokomo","IN MSA",25,23,2,0,0,0
"La Crosse","WI-MN MSA",31,15,8,0,8,1
"Lafayette","LA MSA",117,117,0,0,0,0
"Lafayette","IN MSA",65,33,6,12,14,2
"Lake Charles","LA MSA",86,77,0,0,9,1
"Lakeland-Winter Haven","FL MSA",201,193,8,0,0,0
"Lancaster","PA MSA",78,78,0,0,0,0
"Lansing-East Lansing","MI MSA",89,83,6,0,0,0
"Laredo","TX MSA",128,119,0,3,6,1
"Las Cruces","NM MSA",97,53,0,0,44,3
"Las Vegas","NV-AZ MSA",2347,1851,16,12,468,49
"Lawrence","KS MSA",109,34,6,0,69,5
"Lawton","OK MSA",17,17,0,0,0,0
"Lewiston-Auburn","ME MSA",8,8,0,0,0,0
"Lexington","KY MSA",277,261,8,8,0,0
"Lima","OH MSA",6,6,0,0,0,0
"Lincoln","NE MSA",138,79,4,0,55,4
"Little Rock-North LittleRock","AR MSA",249,225,16,8,0,0
"Longview-Marshall","TX MSA",15,15,0,0,0,0
"Los Angeles-Riverside-Orange County","CA CMSA",3775,2515,44,114,1102,72
"Louisville","KY-IN MSA",539,441,2,8,88,9
"Lubbock","TX MSA",68,56,2,3,7,1
"Lynchburg","VA MSA",78,74,4,0,0,0
"Macon","GA MSA",165,165,0,0,0,0
"Madison","WI MSA",338,123,30,34,151,10
"Mansfield","OH MSA",32,22,0,3,7,1
"McAllen-Edinburg-Mission TX MSA","415",364,8,15,28,4,NA
"Medford-Ashland","OR MSA",82,76,2,4,0,0
"Melbourne-Titusville-PalmBay","FL MSA",284,277,4,3,0,0
"Memphis","TN-AR-MS MSA",680,558,82,0,40,5
"Merced","CA MSA",59,59,0,0,0,0
"Miami-Fort Lauderdale","FLCMSA",1606,1220,18,10,358,12
"Milwaukee-Racine","WI CMSA",380,296,38,7,39,6
"Minneapolis-St. Paul","MN-WIMSA",1761,1104,60,33,564,38
"Missoula","MT MSA",55,17,10,0,28,2
"Mobile","AL MSA",361,318,8,0,35,2
"Modesto","CA MSA",176,169,2,0,5,1
"Monroe","LA MSA",41,39,2,0,0,0
"Montgomery","AL MSA",133,128,0,0,5,1
"Muncie","IN MSA",12,12,0,0,0,0
"Myrtle Beach","SC MSA",388,169,6,8,205,9
"Naples","FL MSA",547,292,2,68,185,17
"Nashville","TN MSA",1106,738,18,7,343,40
"New London-Norwich","CT-RI MSA",52,52,0,0,0,0
"New Orleans","LA MSA",306,288,0,3,15,1
"New York-Northern NewJersey-Long Island","NY-NJ-CT-PA CMSA",3450,1954,332,80,1084,61
"Norfolk-Virginia Beach-Newport News","VA-NC MSA",675,581,20,0,74,6
"Ocala","FL MSA",199,199,0,0,0,0
"Odessa-Midland","TX MSA",156,28,0,0,128,1
"Oklahoma City","OK MSA",810,384,22,0,404,17
"Omaha","NE-IA MSA",611,239,0,0,372,15
"Orlando","FL MSA",1816,1155,8,36,617,26
"Owensboro","KY MSA",106,38,0,0,68,1
"Panama City","FL MSA",59,59,0,0,0,0
"Parkersburg-Marietta","WV-OHMSA",16,8,0,8,0,0
"Pensacola","FL MSA",199,185,14,0,0,0
"Peoria-Pekin","IL MSA",72,58,2,0,12,1
"Philadelphia-Wilmington-Atlantic City","PA-NJ-DE-MDCMSA",1495,1285,52,26,132,13
"Phoenix-Mesa","AZ MSA",4167,2701,12,74,1380,65
"Pine Bluff","AR MSA",5,5,0,0,0,0
"Pittsburgh","PA MSA",585,284,2,9,290,16
"Pittsfield","MA MSA",0,0,0,0,0,0
"Pocatello","ID MSA",4,4,0,0,0,0
"Portland","ME MSA",76,76,0,0,0,0
"Portland-Salem","OR-WA CMSA",1438,836,30,48,524,31
"Providence-Fall River-Warwick","RI-MA MSA",177,161,6,10,0,0
"Provo-Orem","UT MSA",212,196,8,0,8,1
"Pueblo","CO MSA",76,66,0,0,10,2
"Punta Gorda","FL MSA",111,92,2,4,13,1
"Raleigh-Durham-Chapel HillNC MSA","1790",1216,24,18,532,42,NA
"Rapid City","SD MSA",43,21,0,3,19,1
"Reading","PA MSA",74,72,2,0,0,0
"Redding","CA MSA",40,40,0,0,0,0
"Reno","NV MSA",190,153,0,0,37,3
"Richland-Kennewick-Pasco WA MSA","49",49,0,0,0,0,NA
"Richmond-Petersburg","VA MSA",475,460,0,0,15,2
"Roanoke","VA MSA",202,90,4,0,108,7
"Rochester","MN MSA",68,46,2,4,16,1
"Rochester","NY MSA",144,117,0,0,27,4
"Rockford","IL MSA",157,101,6,40,10,2
"Rocky Mount","NC MSA",37,37,0,0,0,0
"Sacramento-Yolo","CA CMSA",1187,690,4,0,493,44
"Saginaw-Bay City-Midland MI MSA","34",29,2,3,0,0,NA
"St. Cloud","MN MSA",54,36,0,3,15,2
"St. Joseph","MO MSA",19,9,2,3,5,1
"St. Louis","MO-IL MSA",791,734,28,8,21,3
