"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month"
"Kalamazoo-Portage","MI",92,75,0,17,0,1
"Kankakee-Bradley","IL",30,24,2,4,0,1
"Kansas City","MO-KS",977,703,72,30,172,1
"Kennewick-Richland-Pasco","WA",139,128,2,4,5,1
"Killeen-Temple-Fort Hood","TX",245,153,48,44,0,1
"Kingsport-Bristol-Bristol","TN-VA",61,55,0,0,6,1
"Kingston","NY",25,13,4,3,5,1
"Knoxville","TN",287,277,0,4,6,1
"Kokomo","IN",17,15,2,0,0,1
"La Crosse","WI-MN",5,5,0,0,0,1
"Lafayette","IN",71,71,0,0,0,1
"Lafayette","LA",122,90,0,3,29,1
"Lake Charles","LA",79,77,2,0,0,1
"Lakeland","FL",509,498,6,0,5,1
"Lancaster","PA",207,179,0,0,28,1
"Lansing-East Lansing","MI",130,125,0,0,5,1
"Laredo","TX",146,111,0,3,32,1
"Las Cruces","NM",101,101,0,0,0,1
"Las Vegas-Paradise","NV",2607,2241,6,94,266,1
"Lawrence","KS",20,20,0,0,0,1
"Lawton","OK",17,12,0,0,5,1
"Lebanon","PA",36,36,0,0,0,1
"Lewiston","ID-WA",2,0,2,0,0,1
"Lewiston-Auburn","ME",18,18,0,0,0,1
"Lexington-Fayette","KY",287,283,0,4,0,1
"Lima","OH",4,4,0,0,0,1
"Lincoln","NE",91,76,4,0,11,1
"Little Rock-North Little Rock","AR",544,279,4,0,261,1
"Logan","UT-ID",61,52,0,4,5,1
"Longview","TX",15,15,0,0,0,1
"Longview","WA",26,24,2,0,0,1
"Los Angeles-Long Beach-Santa Ana","CA",2239,1297,70,60,812,1
"Louisville","KY-IN",647,619,8,10,10,1
"Lubbock","TX",252,74,30,16,132,1
"Lynchburg","VA",81,69,0,0,12,1
"Macon","GA",75,71,4,0,0,1
"Madera","CA",139,133,0,6,0,1
"Madison","WI",402,174,6,45,177,1
"Manchester-Nashua","NH",112,90,6,4,12,1
"Mansfield","OH",10,10,0,0,0,1
"McAllen-Edinburg-Pharr","TX",622,522,10,45,45,1
"Medford","OR",108,94,2,12,0,1
"Memphis","TN-MS-AR",751,623,0,0,128,1
"Merced","CA",174,166,0,8,0,1
"Miami-Fort Lauderdale-Miami Beach","FL",3028,1837,18,38,1135,1
"Michigan City-La Porte","IN",21,21,0,0,0,1
"Midland","TX",27,27,0,0,0,1
"Milwaukee-Waukesha-West Allis","WI",423,247,38,15,123,1
"Minneapolis-St. Paul-Bloomington","MN-WI",1110,849,14,22,225,1
"Missoula","MT",23,19,4,0,0,1
"Mobile","AL",139,134,0,0,5,1
"Modesto","CA",303,283,0,0,20,1
"Monroe","LA",28,12,16,0,0,1
"Monroe","MI",43,38,0,0,5,1
"Montgomery","AL",91,91,0,0,0,1
"Morgantown","WV",1,1,0,0,0,1
"Morristown","TN",36,36,0,0,0,1
"Mount Vernon-Anacortes","WA",72,70,2,0,0,1
"Muncie","IN",11,11,0,0,0,1
"Muskegon-Norton Shores","MI",41,31,0,0,10,1
"Myrtle Beach-Conway-North Myrtle Beach","SC",380,245,4,8,123,1
"Napa","CA",40,40,0,0,0,1
"Naples-Marco Island","FL",613,239,10,72,292,1
"Nashville-Davidson--Murfreesboro","TN",939,905,4,0,30,1
"New Haven-Milford","CT",88,71,2,0,15,1
"New Orleans-Metairie-Kenner","LA",413,406,4,3,0,1
"New York-Northern New Jersey-Long Island","NY-NJ-PA",3019,1322,446,353,898,1
"Niles-Benton Harbor","MI",11,11,0,0,0,1
"Norwich-New London","CT",54,47,0,0,7,1
"Ocala","FL",406,396,10,0,0,1
"Ocean City","NJ",129,52,64,3,10,1
"Odessa","TX",13,13,0,0,0,1
"Ogden-Clearfield","UT",288,260,2,20,6,1
"Oklahoma City","OK",706,591,6,8,101,1
"Olympia","WA",146,144,2,0,0,1
"Omaha-Council Bluffs","NE-IA",355,282,4,19,50,1
"Orlando","FL",2447,1786,26,54,581,1
"Oshkosh-Neenah","WI",47,33,2,7,5,1
"Owensboro","KY",32,30,2,0,0,1
"Oxnard-Thousand Oaks-Ventura","CA",126,66,0,0,60,1
"Palm Bay-Melbourne-Titusville","FL",855,469,0,4,382,1
"Panama City-Lynn Haven","FL",364,72,0,6,286,1
"Parkersburg-Marietta","WV-OH",5,5,0,0,0,1
"Pascagoula","MS",90,90,0,0,0,1
"Pensacola-Ferry Pass-Brent","FL",358,349,4,0,5,1
"Peoria","IL",55,35,20,0,0,1
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",1123,944,8,10,161,1
"Phoenix-Mesa-Scottsdale","AZ",3623,3068,32,80,443,1
"Pine Bluff","AR",3,3,0,0,0,1
"Pittsburgh","PA",354,290,6,10,48,1
"Pittsfield","MA",4,4,0,0,0,1
"Pocatello","ID",25,25,0,0,0,1
"Port St. Lucie-Fort Pierce","FL",473,407,2,27,37,1
"Portland-South Portland-Biddeford","ME",222,201,4,0,17,1
"Portland-Vancouver-Beaverton","OR-WA",828,597,8,0,223,1
"Poughkeepsie-Newburgh-Middletown","NY",224,112,0,19,93,1
"Prescott","AZ",238,232,6,0,0,1
"Providence-New Bedford-Fall River","RI-MA",235,218,4,3,10,1
"Provo-Orem","UT",375,202,12,34,127,1
"Pueblo","CO",92,88,4,0,0,1
"Punta Gorda","FL",382,151,8,0,223,1
"Racine","WI",30,28,2,0,0,1
"Raleigh-Cary","NC",988,861,16,3,108,1
"Rapid City","SD",130,50,0,80,0,1
"Reading","PA",70,62,2,0,6,1
"Redding","CA",128,55,0,0,73,1
"Reno-Sparks","NV",412,310,0,12,90,1
"Richmond","VA",602,476,0,8,118,1
"Riverside-San Bernardino-Ontario","CA",3267,2967,42,80,178,1
"Roanoke","VA",278,141,4,0,133,1
"Rochester","MN",67,67,0,0,0,1
"Rochester","NY",87,82,0,0,5,1
"Rockford","IL",136,128,4,4,0,1
"Rocky Mount","NC",45,43,2,0,0,1
"Rome","GA",81,30,8,0,43,1
"Sacramento--Arden-Arcade--Roseville","CA",1530,1312,8,0,210,1
"Saginaw-Saginaw Township North","MI",21,21,0,0,0,1
"Salem","OR",171,149,2,3,17,1
"Salinas","CA",72,60,0,12,0,1
"Salisbury","MD",40,36,0,4,0,1
"Salt Lake City","UT",424,359,6,16,43,1
"San Angelo","TX",22,22,0,0,0,1
"San Antonio","TX",1230,971,14,0,245,1
"San Diego-Carlsbad-San Marcos","CA",1175,772,6,32,365,1
"San Francisco-Oakland-Fremont","CA",1136,517,10,24,585,1
"San Jose-Sunnyvale-Santa Clara","CA",297,228,18,0,51,1
"San Luis Obispo-Paso Robles","CA",148,145,0,3,0,1
"Sandusky","OH",7,7,0,0,0,1
"Santa Barbara-Santa Maria-Goleta","CA",258,225,6,15,12,1
"Santa Cruz-Watsonville","CA",114,114,0,0,0,1
"Santa Fe","NM",48,48,0,0,0,1
"Santa Rosa-Petaluma","CA",55,53,2,0,0,1
"Sarasota-Bradenton-Venice","FL",986,761,4,47,174,1
"Savannah","GA",321,152,6,0,163,1
"Scranton--Wilkes-Barre","PA",36,33,0,3,0,1
"Seattle-Tacoma-Bellevue","WA",1685,1115,48,41,481,1
"Sheboygan","WI",33,27,6,0,0,1
"Sherman-Denison","TX",10,10,0,0,0,1
"Shreveport-Bossier City","LA",128,128,0,0,0,1
"Sioux City","IA-NE-SD",13,11,2,0,0,1
"Sioux Falls","SD",254,99,0,8,147,1
"South Bend-Mishawaka","IN-MI",50,48,2,0,0,1
"Spartanburg","SC",115,115,0,0,0,1
"Spokane","WA",79,71,8,0,0,1
"Springfield","IL",37,29,8,0,0,1
"Springfield","MA",50,42,8,0,0,1
"Springfield","MO",229,159,34,0,36,1
"Springfield","OH",11,11,0,0,0,1
"St. Cloud","MN",38,30,0,3,5,1
"St. George","UT",167,161,2,4,0,1
"St. Joseph","MO-KS",13,13,0,0,0,1
"St. Louis","MO-IL",967,818,22,4,123,1
"State College","PA",42,34,0,3,5,1
"Stockton","CA",479,479,0,0,0,1
"Sumter","SC",44,40,4,0,0,1
"Syracuse","NY",51,43,0,3,5,1
"Tallahassee","FL",547,177,4,8,358,1
"Tampa-St. Petersburg-Clearwater","FL",1918,1654,56,49,159,1
"Terre Haute","IN",25,17,0,8,0,1
"Texarkana","TX-Texarkana",21,19,2,0,0,1
"Toledo","OH",106,102,4,0,0,1
"Topeka","KS",40,40,0,0,0,1
"Trenton-Ewing","NJ",499,58,0,0,441,1
"Tucson","AZ",546,516,6,0,24,1
"Tulsa","OK",290,270,10,0,10,1
"Tuscaloosa","AL",88,70,0,0,18,1
"Tyler","TX",35,29,0,0,6,1
"Utica-Rome","NY",6,6,0,0,0,1
"Valdosta","GA",75,63,0,0,12,1
"Vallejo-Fairfield","CA",100,100,0,0,0,1
"Vero Beach","FL",159,127,2,7,23,1
"Victoria","TX",5,5,0,0,0,1
"Vineland-Millville-Bridgeton","NJ",26,26,0,0,0,1
"Virginia Beach-Norfolk-Newport News","VA-NC",639,565,22,7,45,1
"Visalia-Porterville","CA",159,155,0,4,0,1
"Waco","TX",103,73,24,6,0,1
"Warner Robins","GA",122,122,0,0,0,1
"Washington-Arlington-Alexandria","DC-VA-MD-WV",2640,2087,0,88,465,1
"Waterloo-Cedar Falls","IA",34,21,0,0,13,1
"Wausau","WI",29,27,2,0,0,1
"Weirton-Steubenville","WV-OH",2,2,0,0,0,1
"Wenatchee","WA",28,28,0,0,0,1
"Wheeling","WV-OH",1,1,0,0,0,1
"Wichita Falls","TX",28,28,0,0,0,1
"Wichita","KS",230,214,16,0,0,1
"Williamsport","PA",29,27,2,0,0,1
"Wilmington","NC",508,454,6,7,41,1
"Winchester","VA-WV",139,75,0,0,64,1
"Winston-Salem","NC",176,171,0,0,5,1
"Worcester","MA",241,176,0,4,61,1
"Yakima","WA",33,27,2,4,0,1
"York-Hanover","PA",140,101,20,3,16,1
"Youngstown-Warren-Boardman","OH-PA",87,82,2,3,0,1
"Yuba City-Marysville","CA",199,182,0,0,17,1
"Yuma","AZ",163,163,0,0,0,1
"Abilene","TX",12,12,0,0,0,2
"Akron","OH",174,153,8,7,6,2
"Albany","GA",55,55,0,0,0,2
"Albany-Schenectady-Troy","NY",99,87,2,0,10,2
"Albuquerque","NM",714,714,0,0,0,2
"Alexandria","LA",28,28,0,0,0,2
"Allentown-Bethlehem-Easton","PA-NJ",312,290,0,7,15,2
"Altoona","PA",1,1,0,0,0,2
"Amarillo","TX",73,73,0,0,0,2
"Ames","IA",62,22,0,0,40,2
"Anchorage","AK",58,50,0,8,0,2
"Anderson","IN",22,22,0,0,0,2
"Anderson","SC",73,57,4,12,0,2
"Ann Arbor","MI",135,122,0,8,5,2
"Anniston-Oxford","AL",15,15,0,0,0,2
"Appleton","WI",104,92,2,0,10,2
"Asheville","NC",198,186,12,0,0,2
"Athens-Clarke County","GA",112,112,0,0,0,2
"Atlanta-Sandy Springs-Marietta","GA",4925,4403,18,4,500,2
"Atlantic City","NJ",112,110,2,0,0,2
"Auburn-Opelika","AL",109,60,2,0,47,2
"Augusta-Richmond County","GA-SC",198,198,0,0,0,2
"Austin-Round Rock","TX",1359,1016,58,20,265,2
"Bakersfield","CA",473,409,0,0,64,2
"Baltimore-Towson","MD",576,498,0,0,78,2
"Bangor","ME",24,24,0,0,0,2
"Barnstable Town","MA",81,78,0,3,0,2
"Baton Rouge","LA",286,286,0,0,0,2
"Battle Creek","MI",13,13,0,0,0,2
"Bay City","MI",8,8,0,0,0,2
"Beaumont-Port Arthur","TX",33,33,0,0,0,2
"Bellingham","WA",124,95,4,4,21,2
"Bend","OR",253,180,24,17,32,2
"Billings","MT",37,37,0,0,0,2
"Binghamton","NY",8,8,0,0,0,2
"Birmingham-Hoover","AL",489,476,0,3,10,2
"Bismarck","ND",0,0,0,0,0,2
"Blacksburg-Christiansburg-Radford","VA",94,89,0,0,5,2
"Bloomington","IN",50,31,8,3,8,2
"Bloomington-Normal","IL",64,56,8,0,0,2
"Boise City-Nampa","ID",552,517,14,21,0,2
"Boston-Cambridge-Quincy","MA-NH",660,450,32,15,163,2
"Boulder","CO",118,74,8,3,33,2
"Bowling Green","KY",57,57,0,0,0,2
"Bremerton-Silverdale","WA",91,89,2,0,0,2
"Bridgeport-Stamford-Norwalk","CT",115,105,10,0,0,2
"Brownsville-Harlingen","TX",306,244,4,42,16,2
"Brunswick","GA",79,58,2,0,19,2
"Buffalo-Niagara Falls","NY",139,129,0,4,6,2
"Burlington","NC",125,121,0,4,0,2
"Burlington-South Burlington","VT",41,32,4,0,5,2
"Canton-Massillon","OH",60,60,0,0,0,2
"Cape Coral-Fort Myers","FL",1719,903,172,100,544,2
"Carson City","NV",9,5,4,0,0,2
"Casper","WY",11,11,0,0,0,2
"Cedar Rapids","IA",54,46,2,0,6,2
"Champaign-Urbana","IL",38,38,0,0,0,2
"Charleston","WV",31,31,0,0,0,2
"Charleston-North Charleston","SC",524,474,4,3,43,2
"Charlotte-Gastonia-Concord","NC-SC",1274,1209,12,10,43,2
"Charlottesville","VA",201,116,0,0,85,2
"Chattanooga","TN-GA",228,190,6,3,29,2
"Cheyenne","WY",22,22,0,0,0,2
"Chicago-Naperville-Joliet","IL-IN-WI",2441,2002,22,68,349,2
"Chico","CA",87,83,0,4,0,2
"Cincinnati-Middletown","OH-KY-IN",882,677,10,3,192,2
"Clarksville","TN-KY",292,220,0,0,72,2
"Cleveland","TN",47,34,2,0,11,2
"Cleveland-Elyria-Mentor","OH",461,378,14,6,63,2
"Coeur d""Alene","ID",140,117,18,0,5,2
"College Station-Bryan","TX",75,45,0,0,30,2
"Colorado Springs","CO",447,447,0,0,0,2
"Columbia","MO",80,70,2,0,8,2
"Columbia","SC",623,470,2,3,148,2
"Columbus","GA-AL",229,114,0,0,115,2
"Columbus","IN",15,15,0,0,0,2
"Columbus","OH",920,763,2,3,152,2
"Corpus Christi","TX",126,105,2,6,13,2
"Corvallis","OR",22,22,0,0,0,2
"Cumberland","MD-WV",7,7,0,0,0,2
"Dallas-Fort Worth-Arlington","TX",3536,3418,32,8,78,2
"Dalton","GA",53,41,2,4,6,2
"Danville","IL",0,0,0,0,0,2
"Danville","VA",21,21,0,0,0,2
"Davenport-Moline-Rock Island","IA-IL",26,26,0,0,0,2
"Dayton","OH",163,143,2,12,6,2
"Decatur","AL",29,29,0,0,0,2
"Decatur","IL",10,10,0,0,0,2
"Deltona-Daytona Beach-Ormond Beach","FL",749,387,4,0,358,2
"Denver-Aurora","CO",1103,941,18,28,116,2
"Des Moines","IA",125,121,4,0,0,2
"Detroit-Warren-Livonia","MI",1324,1114,4,34,172,2
"Dothan","AL",36,34,2,0,0,2
"Dover","DE",127,127,0,0,0,2
"Dubuque","IA",30,14,0,0,16,2
"Duluth","MN-WI",33,33,0,0,0,2
"Durham","NC",601,268,4,0,329,2
"Eau Claire","WI",19,15,4,0,0,2
"El Centro","CA",93,81,0,0,12,2
"El Paso","TX",350,333,4,8,5,2
"Elizabethtown","KY",100,87,6,7,0,2
"Elkhart-Goshen","IN",64,64,0,0,0,2
"Elmira","NY",7,2,0,0,5,2
"Erie","PA",72,33,2,23,14,2
"Eugene-Springfield","OR",117,103,10,4,0,2
"Evansville","IN-KY",422,113,4,0,305,2
"Fairbanks","AK",4,2,2,0,0,2
"Fargo","ND-MN",19,19,0,0,0,2
"Farmington","NM",23,23,0,0,0,2
"Fayetteville","NC",241,145,0,0,96,2
"Fayetteville-Springdale-Rogers","AR-MO",341,240,6,7,88,2
"Flagstaff","AZ",94,88,0,6,0,2
"Flint","MI",126,126,0,0,0,2
"Florence","SC",60,60,0,0,0,2
"Fond du Lac","WI",10,8,2,0,0,2
"Fort Collins-Loveland","CO",254,220,6,6,22,2
"Fort Smith","AR-OK",51,51,0,0,0,2
"Fort Walton Beach-Crestview-Destin","FL",175,135,0,0,40,2
"Fort Wayne","IN",114,114,0,0,0,2
"Fresno","CA",538,369,40,46,83,2
"Gadsden","AL",28,28,0,0,0,2
"Gainesville","FL",270,111,4,11,144,2
"Gainesville","GA",97,97,0,0,0,2
"Glens Falls","NY",29,29,0,0,0,2
"Goldsboro","NC",49,49,0,0,0,2
"Grand Forks","ND-MN",0,0,0,0,0,2
"Grand Junction","CO",85,85,0,0,0,2
"Grand Rapids-Wyoming","MI",244,228,2,8,6,2
"Great Falls","MT",6,6,0,0,0,2
"Greeley","CO",352,281,8,0,63,2
"Green Bay","WI",131,83,28,0,20,2
"Greensboro-High Point","NC",415,402,10,3,0,2
"Greenville","NC",125,84,12,0,29,2
"Greenville","SC",352,347,0,0,5,2
"Gulfport-Biloxi","MS",116,100,0,7,9,2
"Hagerstown-Martinsburg","MD-WV",228,218,0,0,10,2
"Hanford-Corcoran","CA",54,49,0,0,5,2
"Harrisburg-Carlisle","PA",108,108,0,0,0,2
"Harrisonburg","VA",71,71,0,0,0,2
"Hartford-West Hartford-East Hartford","CT",204,156,8,0,40,2
"Hattiesburg","MS",171,19,0,0,152,2
"Hickory-Lenoir-Morganton","NC",108,108,0,0,0,2
"Hinesville-Fort Stewart","GA",28,28,0,0,0,2
"Holland-Grand Haven","MI",137,94,6,3,34,2
"Honolulu","HI",555,132,0,24,399,2
"Hot Springs","AR",10,10,0,0,0,2
"Houma-Bayou Cane-Thibodaux","LA",75,75,0,0,0,2
"Houston-Baytown-Sugar Land","TX",4407,3272,8,4,1123,2
"Huntington-Ashland","WV-KY-OH",8,8,0,0,0,2
"Huntsville","AL",112,99,0,0,13,2
"Idaho Falls","ID",114,76,2,36,0,2
"Indianapolis","IN",894,836,16,20,22,2
"Iowa City","IA",48,48,0,0,0,2
"Ithaca","NY",4,4,0,0,0,2
"Jackson","MI",12,12,0,0,0,2
"Jackson","MS",215,192,0,0,23,2
"Jackson","TN",71,71,0,0,0,2
"Jacksonville","FL",1560,1055,10,3,492,2
"Jacksonville","NC",99,99,0,0,0,2
"Janesville","WI",34,28,6,0,0,2
"Jefferson City","MO",28,25,0,3,0,2
"Johnson City","TN",77,71,0,6,0,2
"Johnstown","PA",0,0,0,0,0,2
"Jonesboro","AR",34,30,0,4,0,2
"Joplin","MO",25,25,0,0,0,2
"Kalamazoo-Portage","MI",49,49,0,0,0,2
"Kankakee-Bradley","IL",26,26,0,0,0,2
"Kansas City","MO-KS",821,755,30,36,0,2
"Kennewick-Richland-Pasco","WA",186,158,4,4,20,2
"Killeen-Temple-Fort Hood","TX",186,130,24,32,0,2
"Kingsport-Bristol-Bristol","TN-VA",76,65,0,0,11,2
"Kingston","NY",14,12,2,0,0,2
"Knoxville","TN",295,282,4,3,6,2
"Kokomo","IN",11,11,0,0,0,2
"La Crosse","WI-MN",15,13,2,0,0,2
"Lafayette","IN",181,107,0,0,74,2
"Lafayette","LA",123,93,0,0,30,2
"Lake Charles","LA",80,71,4,0,5,2
"Lakeland","FL",502,473,2,12,15,2
"Lancaster","PA",123,106,0,12,5,2
"Lansing-East Lansing","MI",112,80,2,0,30,2
"Laredo","TX",162,133,2,4,23,2
"Las Cruces","NM",95,95,0,0,0,2
"Las Vegas-Paradise","NV",2892,2548,0,66,278,2
"Lawrence","KS",25,25,0,0,0,2
"Lawton","OK",17,12,0,0,5,2
"Lebanon","PA",28,26,2,0,0,2
"Lewiston","ID-WA",5,5,0,0,0,2
"Lewiston-Auburn","ME",20,20,0,0,0,2
"Lexington-Fayette","KY",325,306,0,0,19,2
"Lima","OH",6,6,0,0,0,2
"Lincoln","NE",96,83,2,0,11,2
"Little Rock-North Little Rock","AR",233,208,2,3,20,2
"Logan","UT-ID",58,49,0,4,5,2
"Longview","TX",18,18,0,0,0,2
"Longview","WA",31,31,0,0,0,2
