"City","State","Total","X1_Units","X2_Units","X3.4_Units","X5.Inf_Units","X5.Inf_Units_Stucture"
"Saginaw-Bay City-Midland MI MSA","31",27,4,0,0,0,NA
"St. Cloud","MN MSA",56,48,0,3,5,1
"St. Joseph","MO MSA",10,10,0,0,0,0
"St. Louis","MO-IL MSA",935,755,66,27,87,6
"Salinas","CA MSA",40,38,2,0,0,0
"Salt Lake City-Ogden","UT MSA",546,458,8,51,29,5
"San Angelo","TX MSA",22,22,0,0,0,0
"San Antonio","TX MSA",665,656,2,7,0,0
"San Diego","CA MSA",936,542,0,47,347,31
"San Francisco-Oakland-SanJose","CA CMSA",1804,860,48,79,817,34
"San Luis Obispo-Atascadero-Paso Robles","CA MSA",256,252,4,0,0,0
"Santa Barbara-Santa Maria-Lompoc","CA MSA",40,40,0,0,0,0
"Santa Fe","NM MSA",39,34,0,0,5,1
"Sarasota-Bradenton","FL MSA",1121,567,0,96,458,21
"Savannah","GA MSA",107,107,0,0,0,0
"Scranton--Wilkes-Barre--Hazleton","PA MSA",37,33,4,0,0,0
"Seattle-Tacoma-BremertonWA CMSA","1441",1178,52,97,114,7,NA
"Sharon","PA MSA",15,6,0,0,9,1
"Sheboygan","WI MSA",4,4,0,0,0,0
"Sherman-Denison","TX MSA",11,11,0,0,0,0
"Shreveport-Bossier City","LAMSA",93,93,0,0,0,0
"Sioux City","IA-NE MSA",7,7,0,0,0,0
"Sioux Falls","SD MSA",286,286,0,0,0,0
"South Bend","IN MSA",43,41,2,0,0,0
"Spokane","WA MSA",92,92,0,0,0,0
"Springfield","IL MSA",53,42,6,0,5,1
"Springfield","MO MSA",170,136,34,0,0,0
"Springfield","MA MSA",25,22,0,3,0,0
"State College","PA MSA",31,31,0,0,0,0
"Steubenville-Weirton","OH-WVMSA",2,2,0,0,0,0
"Stockton-Lodi","CA MSA",255,255,0,0,0,0
"Sumter","SC MSA",37,27,0,0,10,1
"Syracuse","NY MSA",65,52,0,0,13,2
"Tallahassee","FL MSA",240,160,2,4,74,9
"Tampa-St. Petersburg-Clearwater","FL MSA",1630,1522,30,19,59,7
"Terre Haute","IN MSA",14,14,0,0,0,0
"Texarkana","TX-TexarkanaARMSA",11,11,0,0,0,0
"Toledo","OH MSA",129,105,6,0,18,3
"Topeka","KS MSA",55,55,0,0,0,0
"Tucson","AZ MSA",564,488,24,12,40,2
"Tulsa","OK MSA",297,297,0,0,0,0
"Tuscaloosa","AL MSA",45,45,0,0,0,0
"Tyler","TX MSA",34,29,0,0,5,1
"Utica-Rome","NY MSA",4,4,0,0,0,0
"Victoria","TX MSA",14,14,0,0,0,0
"Visalia-Tulare-Porterville CA MSA","117",117,0,0,0,0,NA
"Waco","TX MSA",46,40,2,4,0,0
"Washington-Baltimore","DC-MD-VA-WV CMSA",3393,3192,6,7,188,10
"Waterloo-Cedar Falls","IA MSA",23,15,0,0,8,1
"Wausau","WI MSA",24,22,2,0,0,0
"West Palm Beach-Boca RatonFL MSA","952",570,6,0,376,27,NA
"Wheeling","WV-OH MSA",1,1,0,0,0,0
"Wichita","KS MSA",173,126,4,0,43,2
"Wichita Falls","TX MSA",28,28,0,0,0,0
"Wilmington","NC MSA",283,244,2,24,13,2
"Yakima","WA MSA",17,11,6,0,0,0
"York","PA MSA",179,128,10,0,41,2
"Youngstown-Warren","OH MSA",59,43,8,3,5,1
"Yuba City","CA MSA",39,39,0,0,0,0
"Yuma","AZ MSA",101,101,0,0,0,0
"Abilene","TX MSA",34,12,4,18,0,0
"Albany","GA MSA",47,47,0,0,0,0
"Albany-Schenectady-Troy","NYMSA",304,179,6,11,108,12
"Albuquerque","NM MSA",1138,534,0,0,604,51
"Alexandria","LA MSA",116,22,0,0,94,2
"Allentown-Bethlehem-Easton PA MSA","216",197,0,7,12,1,NA
"Altoona","PA MSA",8,8,0,0,0,0
"Amarillo","TX MSA",46,46,0,0,0,0
"Anchorage","AK MSA",247,129,48,0,70,3
"Anniston","AL MSA",22,22,0,0,0,0
"Appleton-Oshkosh-Neenah","WIMSA",122,91,10,0,21,2
"Asheville","NC MSA",137,101,8,0,28,2
"Athens","GA MSA",144,112,32,0,0,0
"Atlanta","GA MSA",5606,4441,46,7,1112,40
"Auburn-Opelika","AL MSA",325,53,10,0,262,16
"Augusta-Aiken","GA-SC MSA",263,263,0,0,0,0
"Austin-San Marcos","TX MSA",952,664,18,8,262,10
"Bakersfield","CA MSA",323,313,2,3,5,1
"Bangor","ME MSA",20,16,4,0,0,0
"Barnstable-Yarmouth","MA MSA",62,60,2,0,0,0
"Baton Rouge","LA MSA",145,111,2,0,32,2
"Beaumont-Port Arthur","TX MSA",44,44,0,0,0,0
"Bellingham","WA MSA",139,105,6,6,22,1
"Benton Harbor","MI MSA",14,14,0,0,0,0
"Billings","MT MSA",46,44,2,0,0,0
"Biloxi-Gulfport-Pascagoula MS MSA","169",165,0,4,0,0,NA
"Binghamton","NY MSA",10,10,0,0,0,0
"Birmingham","AL MSA",426,411,0,0,15,2
"Bismarck","ND MSA",36,36,0,0,0,0
"Bloomington","IN MSA",168,26,2,0,140,7
"Bloomington-Normal","IL MSA",93,93,0,0,0,0
"Boise City","ID MSA",487,422,12,36,17,3
"Boston-Worcester-LawrenceMA-NH-ME-CT CMSA","1179",977,42,44,116,13,NA
"Brownsville-Harlingen-SanBenito","TX MSA",225,203,4,8,10,1
"Bryan-College Station","TX MSA",136,104,32,0,0,0
"Buffalo-Niagara Falls","NY MSA",152,132,2,0,18,2
"Burlington","VT MSA",202,31,0,6,165,5
"Canton-Massillon","OH MSA",104,87,0,0,17,2
"Casper","WY MSA",13,13,0,0,0,0
"Cedar Rapids","IA MSA",98,66,4,4,24,2
"Champaign-Urbana","IL MSA",79,25,4,0,50,2
"Charleston-NorthCharleston","SC MSA",568,391,8,7,162,15
"Charleston","WV MSA",23,23,0,0,0,0
"Charlotte-Gastonia-RockHill","NC-SC MSA",1732,1561,16,6,149,10
"Charlottesville","VA MSA",148,132,2,0,14,2
"Chattanooga","TN-GA MSA",204,195,0,3,6,1
"Cheyenne","WY MSA",27,27,0,0,0,0
"Chicago-Gary-Kenosha","IL-IN-WI CMSA",3850,2662,40,100,1048,47
"Chico-Paradise","CA MSA",85,85,0,0,0,0
"Cincinnati-Hamilton","OH-KY-IN CMSA",1111,981,4,29,97,11
"Clarksville-Hopkinsville TN-KY MSA","139",108,4,3,24,3,NA
"Cleveland-Akron","OH CMSA",819,756,8,14,41,4
"Colorado Springs","CO MSA",748,433,0,13,302,24
"Columbia","MO MSA",122,118,4,0,0,0
"Columbia","SC MSA",383,383,0,0,0,0
"Columbus","GA-AL MSA",125,114,4,7,0,0
"Columbus","OH MSA",1302,907,10,68,317,27
"Corpus Christi","TX MSA",85,64,4,12,5,1
"Corvallis OR MSA","41",35,6,0,0,0,NA
"Cumberland","MD-WV MSA",14,14,0,0,0,0
"Dallas-Fort Worth","TX CMSA",4401,3463,12,0,926,50
"Danville","VA MSA",32,32,0,0,0,0
"Davenport-Moline-RockIsland","IA-IL MSA",48,48,0,0,0,0
"Dayton-Springfield","OH MSA",226,197,2,27,0,0
"Daytona Beach","FL MSA",598,509,40,22,27,3
"Decatur","Al MSA",27,27,0,0,0,0
"Decatur","IL MSA",6,6,0,0,0,0
"Denver-Boulder-Greeley","COCMSA",2100,1909,18,59,114,16
"Des Moines","IA MSA",304,292,6,6,0,0
"Detroit-Ann Arbor-Flint","MICMSA",2059,1741,48,31,239,29
"Dothan","AL MSA",27,27,0,0,0,0
"Dover","DE MSA",90,88,2,0,0,0
"Dubuque","IA MSA",55,25,6,3,21,2
"Duluth-Superior","MN-WI MSA",28,24,0,4,0,0
"Eau Claire","WI MSA",59,49,2,8,0,0
"El Paso","TX MSA",301,265,8,20,8,1
"Elkhart-Goshen","IN MSA",92,80,0,12,0,0
"Elmira","NY MSA",5,5,0,0,0,0
"Enid","OK MSA",10,7,0,3,0,0
"Erie","PA MSA",21,21,0,0,0,0
"Eugene-Springfield","OR MSA",126,122,4,0,0,0
"Evansville-Henderson","IN-KYMSA",109,105,4,0,0,0
"Fargo-Moorhead","ND-MN MSA",50,26,0,0,24,1
"Fayetteville","NC MSA",371,91,0,0,280,13
"Fayetteville-Springdale-Rogers","AR MSA",143,143,0,0,0,0
"Flagstaff","AZ-UT MSA",53,53,0,0,0,0
"Florence","AL MSA",15,15,0,0,0,0
"Florence","SC MSA",62,50,2,0,10,2
"Fort Collins-Loveland","CO MSA",295,243,0,7,45,5
"Fort Myers-Cape Coral","FL MSA",709,495,54,28,132,7
"Fort Pierce-Port St. Lucie FL MSA","431",375,2,28,26,2,NA
"Fort Smith","AR-OK MSA",58,36,4,18,0,0
"Fort Walton Beach","FL MSA",150,125,0,3,22,3
"Fort Wayne","IN MSA",295,237,0,0,58,4
"Fresno","CA MSA",375,358,0,12,5,1
"Gadsden","AL MSA",6,6,0,0,0,0
"Gainesville","FL MSA",113,70,0,0,43,4
"Glens Falls","NY MSA",33,33,0,0,0,0
"Goldsboro","NC MSA",34,32,2,0,0,0
"Grand Forks","ND-MN MSA",8,2,6,0,0,0
"Grand Junction","CO MSA",130,114,0,0,16,1
"Grand Rapids-Muskegon-Holland","MI MSA",530,475,2,14,39,6
"Great Falls","MT MSA",7,7,0,0,0,0
"Green Bay","WI MSA",133,95,8,0,30,3
"Greensboro--Winston-Salem--High Point","NC MSA",836,689,4,31,112,7
"Greenville","NC MSA",166,71,6,0,89,7
"Greenville-Spartanburg-Anderson","SC MSA",674,640,6,8,20,4
"Harrisburg-Lebanon-Carlisle","PA MSA",154,146,0,0,8,1
"Hartford","CT MSA",275,260,10,0,5,1
"Hattiesburg","MS MSA",27,19,0,0,8,1
"Hickory-Morganton-Lenoir NC MSA","153",137,8,0,8,1,NA
"Honolulu","HI MSA",81,81,0,0,0,0
"Houma","LA MSA",69,69,0,0,0,0
"Houston-Galveston-BrazoriaTX CMSA","4692",2749,4,144,1795,106,NA
"Huntington-Ashland","WV-KY-OH MSA",4,4,0,0,0,0
"Huntsville","AL MSA",192,148,0,8,36,3
"Indianapolis","IN MSA",1583,1194,18,18,353,22
"Iowa City","IA MSA",150,44,2,0,104,9
"Jackson","MI MSA",10,10,0,0,0,0
"Jackson","MS MSA",222,222,0,0,0,0
"Jackson","TN MSA",46,46,0,0,0,0
"Jacksonville","FL MSA",1475,662,0,0,813,38
"Jacksonville","NC MSA",66,61,2,3,0,0
"Jamestown","NY MSA",0,0,0,0,0,0
"Janesville-Beloit","WI MSA",27,15,4,3,5,1
"Johnson City-Kingsport-Bristol","TN-VA MSA",74,72,2,0,0,0
"Johnstown","PA MSA",8,2,0,0,6,1
"Jonesboro","AR MSA",34,34,0,0,0,0
"Joplin","MO MSA",13,13,0,0,0,0
"Kalamazoo-Battle Creek","MIMSA",125,99,0,0,26,3
"Kansas City","MO-KS MSA",1127,934,36,101,56,4
"Killeen-Temple","TX MSA",207,139,12,56,0,0
"Knoxville","TN MSA",365,326,4,4,31,2
"Kokomo","IN MSA",35,25,10,0,0,0
"La Crosse","WI-MN MSA",30,25,2,3,0,0
"Lafayette","LA MSA",261,103,0,0,158,5
"Lafayette","IN MSA",71,55,4,0,12,1
"Lake Charles","LA MSA",83,78,2,3,0,0
"Lakeland-Winter Haven","FL MSA",328,324,4,0,0,0
"Lancaster","PA MSA",102,102,0,0,0,0
"Lansing-East Lansing","MI MSA",137,103,0,0,34,2
"Laredo","TX MSA",182,139,2,7,34,1
"Las Cruces","NM MSA",102,56,0,46,0,0
"Las Vegas","NV-AZ MSA",2613,2193,16,6,398,55
"Lawrence","KS MSA",72,51,6,3,12,1
"Lawton","OK MSA",13,13,0,0,0,0
"Lewiston-Auburn","ME MSA",28,25,0,3,0,0
"Lexington","KY MSA",277,252,6,3,16,3
"Lima","OH MSA",9,9,0,0,0,0
"Lincoln","NE MSA",140,111,4,0,25,2
"Little Rock-North LittleRock","AR MSA",338,184,6,3,145,16
"Longview-Marshall","TX MSA",14,14,0,0,0,0
"Los Angeles-Riverside-Orange County","CA CMSA",3993,3251,58,83,601,39
"Louisville","KY-IN MSA",510,494,0,11,5,1
"Lubbock","TX MSA",84,82,2,0,0,0
"Lynchburg","VA MSA",131,103,12,16,0,0
"Macon","GA MSA",171,169,2,0,0,0
"Madison","WI MSA",255,201,22,20,12,2
"Mansfield","OH MSA",43,28,4,6,5,1
"McAllen-Edinburg-Mission TX MSA","534",482,10,29,13,2,NA
"Medford-Ashland","OR MSA",175,134,2,10,29,4
"Melbourne-Titusville-PalmBay","FL MSA",589,527,2,8,52,3
"Memphis","TN-AR-MS MSA",568,568,0,0,0,0
"Merced","CA MSA",95,95,0,0,0,0
"Miami-Fort Lauderdale","FLCMSA",2107,1329,12,12,754,22
"Milwaukee-Racine","WI CMSA",624,394,52,43,135,11
"Minneapolis-St. Paul","MN-WIMSA",1647,1271,18,47,311,32
"Missoula","MT MSA",115,23,2,15,75,8
"Mobile","AL MSA",307,296,6,0,5,1
"Modesto","CA MSA",331,327,4,0,0,0
"Monroe","LA MSA",30,30,0,0,0,0
"Montgomery","AL MSA",134,134,0,0,0,0
"Muncie","IN MSA",20,20,0,0,0,0
"Myrtle Beach","SC MSA",300,193,2,4,101,7
"Naples","FL MSA",568,294,10,120,144,14
"Nashville","TN MSA",945,858,18,6,63,5
"New London-Norwich","CT-RI MSA",83,83,0,0,0,0
"New Orleans","LA MSA",308,281,10,3,14,1
"New York-Northern NewJersey-Long Island","NY-NJ-CT-PA CMSA",3515,2144,450,257,664,60
"Norfolk-Virginia Beach-Newport News","VA-NC MSA",1717,691,6,23,997,5
"Ocala","FL MSA",353,351,2,0,0,0
"Odessa-Midland","TX MSA",25,23,2,0,0,0
"Oklahoma City","OK MSA",432,432,0,0,0,0
"Omaha","NE-IA MSA",526,320,8,0,198,9
"Orlando","FL MSA",1443,1141,6,4,292,13
"Owensboro","KY MSA",74,72,2,0,0,0
"Panama City","FL MSA",133,133,0,0,0,0
"Parkersburg-Marietta","WV-OHMSA",19,19,0,0,0,0
"Pensacola","FL MSA",309,299,10,0,0,0
"Peoria-Pekin","IL MSA",112,84,6,3,19,2
"Philadelphia-Wilmington-Atlantic City","PA-NJ-DE-MDCMSA",1604,1474,44,12,74,11
"Phoenix-Mesa","AZ MSA",3611,3064,30,17,500,31
"Pine Bluff","AR MSA",8,8,0,0,0,0
"Pittsburgh","PA MSA",477,393,6,23,55,7
"Pittsfield","MA MSA",0,0,0,0,0,0
"Pocatello","ID MSA",16,16,0,0,0,0
"Portland","ME MSA",130,116,2,7,5,1
"Portland-Salem","OR-WA CMSA",1392,1096,50,45,201,16
"Providence-Fall River-Warwick","RI-MA MSA",200,185,12,3,0,0
"Provo-Orem","UT MSA",198,178,4,16,0,0
"Pueblo","CO MSA",131,107,8,16,0,0
"Punta Gorda","FL MSA",186,164,0,22,0,0
"Raleigh-Durham-Chapel HillNC MSA","1352",1253,20,3,76,6,NA
"Rapid City","SD MSA",38,38,0,0,0,0
"Reading","PA MSA",60,58,2,0,0,0
"Redding","CA MSA",142,87,0,48,7,1
"Reno","NV MSA",397,332,0,0,65,5
"Richland-Kennewick-Pasco WA MSA","105",100,2,3,0,0,NA
"Richmond-Petersburg","VA MSA",826,608,0,0,218,16
"Roanoke","VA MSA",91,89,2,0,0,0
"Rochester","MN MSA",115,69,6,8,32,2
"Rochester","NY MSA",167,156,0,0,11,2
"Rockford","IL MSA",123,117,2,4,0,0
"Rocky Mount","NC MSA",68,51,4,0,13,1
"Sacramento-Yolo","CA CMSA",1913,1646,0,3,264,14
"Saginaw-Bay City-Midland MI MSA","56",34,4,3,15,2,NA
"St. Cloud","MN MSA",131,37,0,3,91,2
"St. Joseph","MO MSA",18,13,0,0,5,1
"St. Louis","MO-IL MSA",1094,827,62,24,181,9
"Salinas","CA MSA",72,64,8,0,0,0
"Salt Lake City-Ogden","UT MSA",1037,665,20,45,307,8
"San Angelo","TX MSA",17,17,0,0,0,0
"San Antonio","TX MSA",1078,752,18,0,308,14
"San Diego","CA MSA",1339,838,8,121,372,11
"San Francisco-Oakland-SanJose","CA CMSA",2270,1542,32,26,670,36
"San Luis Obispo-Atascadero-Paso Robles","CA MSA",164,157,0,7,0,0
"Santa Barbara-Santa Maria-Lompoc","CA MSA",82,77,2,3,0,0
"Santa Fe","NM MSA",61,53,0,0,8,1
"Sarasota-Bradenton","FL MSA",857,702,4,44,107,12
"Savannah","GA MSA",188,131,0,0,57,8
"Scranton--Wilkes-Barre--Hazleton","PA MSA",59,54,0,0,5,1
"Seattle-Tacoma-BremertonWA CMSA","1854",1379,70,106,299,15,NA
"Sharon","PA MSA",7,7,0,0,0,0
"Sheboygan","WI MSA",12,8,4,0,0,0
"Sherman-Denison","TX MSA",20,18,2,0,0,0
"Shreveport-Bossier City","LAMSA",76,76,0,0,0,0
"Sioux City","IA-NE MSA",14,9,0,0,5,1
"Sioux Falls","SD MSA",78,78,0,0,0,0
"South Bend","IN MSA",91,53,2,0,36,6
"Spokane","WA MSA",178,129,2,7,40,3
"Springfield","IL MSA",69,54,10,0,5,1
"Springfield","MO MSA",203,195,4,4,0,0
"Springfield","MA MSA",73,67,0,0,6,1
"State College","PA MSA",23,23,0,0,0,0
"Steubenville-Weirton","OH-WVMSA",3,3,0,0,0,0
"Stockton-Lodi","CA MSA",451,451,0,0,0,0
"Sumter","SC MSA",10,10,0,0,0,0
"Syracuse","NY MSA",59,54,0,0,5,1
"Tallahassee","FL MSA",179,99,80,0,0,0
"Tampa-St. Petersburg-Clearwater","FL MSA",1680,1510,52,3,115,7
"Terre Haute","IN MSA",11,11,0,0,0,0
"Texarkana","TX-TexarkanaARMSA",18,18,0,0,0,0
"Toledo","OH MSA",150,140,10,0,0,0
"Topeka","KS MSA",63,51,0,12,0,0
"Tucson","AZ MSA",420,416,0,4,0,0
"Tulsa","OK MSA",573,335,0,0,238,1
"Tuscaloosa","AL MSA",49,49,0,0,0,0
"Tyler","TX MSA",40,30,0,3,7,1
"Utica-Rome","NY MSA",9,9,0,0,0,0
"Victoria","TX MSA",6,6,0,0,0,0
"Visalia-Tulare-Porterville CA MSA","157",157,0,0,0,0,NA
"Waco","TX MSA",31,23,8,0,0,0
"Washington-Baltimore","DC-MD-VA-WV CMSA",4913,3199,136,124,1454,34
"Waterloo-Cedar Falls","IA MSA",57,13,0,4,40,3
"Wausau","WI MSA",21,21,0,0,0,0
"West Palm Beach-Boca RatonFL MSA","1612",999,24,39,550,38,NA
"Wheeling","WV-OH MSA",2,2,0,0,0,0
"Wichita","KS MSA",254,242,12,0,0,0
"Wichita Falls","TX MSA",228,16,0,0,212,7
"Wilmington","NC MSA",260,260,0,0,0,0
"Yakima","WA MSA",40,34,2,4,0,0
"York","PA MSA",113,111,2,0,0,0
"Youngstown-Warren","OH MSA",91,77,8,6,0,0
"Yuba City","CA MSA",91,89,2,0,0,0
"Yuma","AZ MSA",139,139,0,0,0,0
"Abilene","TX MSA",13,11,2,0,0,0
"Albany","GA MSA",43,43,0,0,0,0
"Albany-Schenectady-Troy NY MSA","272",200,0,20,52,4,NA
"Albuquerque","NM MSA",540,537,0,3,0,0
"Alexandria","LA MSA",50,50,0,0,0,0
"Allentown-Bethlehem-Easton PA MSA","235",232,0,3,0,0,NA
"Altoona","PA MSA",8,8,0,0,0,0
"Amarillo","TX MSA",58,56,2,0,0,0
"Anchorage","AK MSA",118,68,28,0,22,4
"Anniston","AL MSA",23,23,0,0,0,0
"Appleton-Oshkosh-Neenah WI MSA","236",172,46,0,18,2,NA
"Asheville","NC MSA",143,121,22,0,0,0
"Athens","GA MSA",139,130,0,0,9,1
"Atlanta","GA MSA",6550,4807,26,6,1711,48
"Auburn-Opelika","AL MSA",96,43,12,11,30,4
"Augusta-Aiken","GA-SC MSA",227,225,2,0,0,0
"Austin-San Marcos","TX MSA",1091,643,28,3,417,24
"Bakersfield","CA MSA",360,360,0,0,0,0
"Bangor","ME MSA",33,28,2,3,0,0
"Barnstable-Yarmouth MA MSA","61",61,0,0,0,0,NA
"Baton Rouge","LA MSA",119,119,0,0,0,0
"Beaumont-Port Arthur TX MSA","54",48,0,0,6,1,NA
"Bellingham","WA MSA",138,106,4,3,25,1
"Benton Harbor","MI MSA",19,19,0,0,0,0
"Billings","MT MSA",105,62,0,3,40,6
"Biloxi-Gulfport-Pascagoula MS MSA","196",194,2,0,0,0,NA
"Binghamton","NY MSA",13,13,0,0,0,0
"Birmingham","AL MSA",495,451,0,0,44,2
"Bismarck","ND MSA",98,70,0,4,24,2
"Bloomington","IN MSA",147,78,36,0,33,2
"Bloomington-Normal","IL MSA",140,103,0,0,37,3
"Boise City","ID MSA",543,442,16,12,73,6
"Boston-Worcester-LawrenceMA-NH-ME-CT CMSA","1389",1144,42,15,188,17,NA
"MA PMSA","41",41,0,0,0,0,NA
"NH-ME PMSA","167",115,12,0,40,1,NA
"Brownsville-Harlingen-San Benito TX MSA","270",266,4,0,0,0,NA
"Bryan-College Station TX MSA","225",179,46,0,0,0,NA
"Buffalo-Niagara Falls NY MSA","186",154,0,8,24,4,NA
"Burlington","VT MSA",53,53,0,0,0,0
"Canton-Massillon","OH MSA",104,91,10,3,0,0
"Casper","WY MSA",14,14,0,0,0,0
"Cedar Rapids","IA MSA",114,96,10,8,0,0
"Champaign-Urbana","IL MSA",73,69,0,4,0,0
"Charleston","WV MSA",29,29,0,0,0,0
"Charleston-North Charleston SC MSA","530",476,2,3,49,8,NA
"Charlotte-Gastonia-Rock Hill NC-SC MSA","2308",1860,26,19,403,23,NA
"Charlottesville","VA MSA",129,113,4,0,12,2
"Chattanooga","TN-GA MSA",208,190,4,3,11,2
"Cheyenne","WY MSA",62,50,12,0,0,0
"Chicago-Gary-KenoshaIL-IN-WI CMSA","4491",3365,96,158,872,58,NA
"Chico-Paradise","CA MSA",93,89,4,0,0,0
"Cincinnati-HamiltonOH-KY-IN CMSA","1282",944,8,8,322,31,NA
"PMSA","1058",748,8,4,298,28,NA
"OH PMSA","224",196,0,4,24,3,NA
"Clarksville-Hopkinsville TN-KY MSA","120",105,0,15,0,0,NA
"Cleveland-AkronOH CMSA","1067",929,14,45,79,9,NA
"ria OH PMSA","799",703,6,26,64,8,NA
"Colorado Springs","CO MSA",1116,570,4,0,542,39
"Columbia","MO MSA",173,143,30,0,0,0
"Columbia","SC MSA",372,367,0,0,5,1
"Columbus","GA-AL MSA",92,86,6,0,0,0
"Columbus","OH MSA",1437,1033,10,78,316,27
"Corpus Christi","TX MSA",99,85,4,10,0,0
"Corvallis","OR MSA",62,29,6,0,27,3
"Cumberland","MD-WV MSA",25,25,0,0,0,0
"Dallas-Fort WorthTX CMSA","4636",3567,26,475,568,16,NA
"TX PMSA","1561",1213,10,188,150,3,NA
"Danville","VA MSA",32,29,0,3,0,0
"Davenport-Moline-Rock Island IA-IL MSA","56",45,4,0,7,1,NA
"Dayton-Springfield","OH MSA",264,232,2,16,14,1
"Daytona Beach","FL MSA",420,367,14,3,36,2
"Decatur","Al MSA",32,32,0,0,0,0
"Decatur","IL MSA",23,11,0,0,12,1
"Denver-Boulder-GreeleyCO CMSA","2486",1756,106,33,591,44,NA
"PMSA","242",140,4,8,90,2,NA
"Des Moines","IA MSA",410,312,6,14,78,6
"Detroit-Ann Arbor-FlintMI CMSA","2554",1966,112,90,386,26,NA
"Dothan","AL MSA",29,29,0,0,0,0
"Dover","DE MSA",195,193,2,0,0,0
"Dubuque","IA MSA",28,28,0,0,0,0
"Duluth-Superior","MN-WI MSA",54,54,0,0,0,0
"Eau Claire","WI MSA",160,93,22,10,35,2
"El Paso","TX MSA",316,308,4,4,0,0
"Elkhart-Goshen","IN MSA",116,99,2,4,11,2
"Elmira","NY MSA",5,5,0,0,0,0
"Enid","OK MSA",6,4,2,0,0,0
"Erie","PA MSA",33,30,0,3,0,0
"Eugene-Springfield","OR MSA",152,148,4,0,0,0
"Evansville-Henderson IN-KY MSA","128",128,0,0,0,0,NA
"Fargo-Moorhead","ND-MN MSA",212,128,16,0,68,4
"Fayetteville","NC MSA",124,104,4,0,16,2
"Fayetteville-Springdale-Rogers AR MSA","202",202,0,0,0,0,NA
"Flagstaff","AZ MSA",89,86,0,3,0,0
"Florence","AL MSA",24,10,0,0,14,2
"Florence","SC MSA",5,5,0,0,0,0
"Fort Collins-Loveland CO MSA","334",257,8,4,65,5,NA
"Fort Myers-Cape Coral FL MSA","926",708,44,60,114,12,NA
"Fort Pierce-Port St. Lucie FL MSA","330",291,8,8,23,1,NA
"Fort Smith","AR-OK MSA",45,33,12,0,0,0
"Fort Walton Beach","FL MSA",150,126,0,3,21,1
"Fort Wayne","IN MSA",260,260,0,0,0,0
"Fresno","CA MSA",362,360,2,0,0,0
"Gadsden","AL MSA",12,12,0,0,0,0
"Gainesville","FL MSA",186,97,2,3,84,6
"Glens Falls","NY MSA",35,35,0,0,0,0
"Goldsboro","NC MSA",30,30,0,0,0,0
"Grand Forks","ND-MN MSA",10,10,0,0,0,0
"Grand Junction","CO MSA",159,137,0,6,16,1
"Grand Rapids-Muskegon-Holland MI MSA","626",592,4,3,27,5,NA
"Great Falls","MT MSA",11,11,0,0,0,0
"Green Bay","WI MSA",146,116,6,3,21,1
"Greensboro--Winston-Salem--High Point NC MSA","964",897,2,0,65,6,NA
"Greenville","NC MSA",93,67,26,0,0,0
"Greenville-Spartanburg-Anderson SC MSA","764",752,12,0,0,0,NA
"Harrisburg-Lebanon-Carlisle PA MSA","173",157,0,0,16,1,NA
"Hartford","CT MSA",355,323,18,0,14,2
"Hattiesburg","MS MSA",10,10,0,0,0,0
"Hickory-Morganton","NC MSA",192,192,0,0,0,0
"Honolulu","HI MSA",402,281,0,8,113,3
"Houma","LA MSA",87,75,12,0,0,0
"Houston-Galveston-BrazoriaTX CMSA","3987",3627,2,4,354,15,NA
"TX PMSA","272",268,0,4,0,0,NA
"Huntington-Ashland WV-KY-OH MSA","4",4,0,0,0,0,NA
"Huntsville","AL MSA",152,106,4,4,38,2
"Indianapolis","IN MSA",1697,1248,22,3,424,30
"Iowa City","IA MSA",78,47,8,0,23,2
"Jackson","MI MSA",17,15,2,0,0,0
"Jackson","MS MSA",219,219,0,0,0,0
"Jackson","TN MSA",68,68,0,0,0,0
"Jacksonville","FL MSA",1149,867,10,24,248,14
"Jacksonville","NC MSA",98,92,2,4,0,0
"Jamestown","NY MSA",2,2,0,0,0,0
"Janesville-Beloit","WI MSA",47,34,4,4,5,1
"Johnson City-Kingsport-Bristol TN-VA MSA","108",106,2,0,0,0,NA
"Johnstown","PA MSA",10,4,0,0,6,1
"Jonesboro","AR MSA",46,46,0,0,0,0
"Joplin","MO MSA",13,13,0,0,0,0
"Kalamazoo-Battle Creek MI MSA","123",102,0,3,18,1,NA
"Kansas City","MO-KS MSA",1104,978,38,59,29,3
"Killeen-Temple","TX MSA",269,159,50,60,0,0
"Knoxville","TN MSA",397,369,6,6,16,2
"Kokomo","IN MSA",39,33,2,4,0,0
"La Crosse","WI-MN MSA",59,53,2,4,0,0
"Lafayette","IN MSA",111,95,16,0,0,0
"Lafayette","LA MSA",111,111,0,0,0,0
"Lake Charles","LA MSA",55,23,2,0,30,3
"Lakeland-Winter Haven FL MSA","335",301,2,0,32,2,NA
"Lancaster","PA MSA",119,105,0,0,14,2
"Lansing-East Lansing MI MSA","132",116,0,0,16,1,NA
"Laredo","TX MSA",167,147,0,3,17,1
"Las Cruces","NM MSA",90,75,0,0,15,1
"Las Vegas","NV-AZ MSA",2353,1779,14,53,507,58
"Lawrence","KS MSA",95,48,34,3,10,1
"Lawton","OK MSA",13,13,0,0,0,0
"Lewiston-Auburn","ME MSA",28,28,0,0,0,0
"Lexington","KY MSA",421,329,2,0,90,4
"Lima","OH MSA",3,3,0,0,0,0
