areacode2,MSA,State,State_Alpha,County,MSAName,StateName,Rent50_0,Rent50_1,Rent50_2,Rent50_3,Rent50_4,FMRType,pop100
290000199,10000,29,MO,199,,Missouri,274,314,406,527,605,40,4983
290000201,10000,29,MO,201,,Missouri,331,333,446,602,693,40,40422
290000203,10000,29,MO,203,,Missouri,274,314,406,527,605,40,8324
290000205,10000,29,MO,205,,Missouri,274,314,406,527,605,40,6799
290000207,10000,29,MO,207,,Missouri,274,314,406,527,605,40,29705
290000209,10000,29,MO,209,,Missouri,314,335,417,531,599,40,28658
290000211,10000,29,MO,211,,Missouri,274,314,406,527,605,40,7219
290000213,10000,29,MO,213,,Missouri,301,333,436,589,692,40,39703
290000215,10000,29,MO,215,,Missouri,274,314,406,527,605,40,23003
290000217,10000,29,MO,217,,Missouri,274,314,406,540,605,40,20454
290000221,10000,29,MO,221,,Missouri,322,392,439,549,615,40,23344
290000223,10000,29,MO,223,,Missouri,274,314,406,527,605,40,13259
290000227,10000,29,MO,227,,Missouri,274,314,406,527,605,40,2382
290000229,10000,29,MO,229,,Missouri,274,314,406,527,605,40,17955
291740000,1740,29,MO,19,"Columbia, MO MSA",Missouri,297,419,545,757,893,40,135454
293710000,3710,29,MO,145,"Joplin, MO MSA",Missouri,290,336,447,588,632,40,157322
293760000,3760,29,MO,177,"Kansas City, MO--KS MSA",Missouri,471,592,713,987,1094,50,1776062
297000000,7000,29,MO,21,"St. Joseph, MO MSA",Missouri,284,344,460,581,645,40,102490
297040000,7040,29,MO,510,"St. Louis, MO--IL MSA",Missouri,439,536,695,905,999,50,2604931
297920000,7920,29,MO,225,"Springfield, MO MSA",Missouri,306,388,501,693,720,40,325721
300000001,10000,30,MT,1,,Montana,346,399,527,683,798,40,9202
300000003,10000,30,MT,3,,Montana,346,399,527,683,798,40,12671
300000005,10000,30,MT,5,,Montana,346,399,527,683,798,40,7009
300000007,10000,30,MT,7,,Montana,346,399,527,683,851,40,4385
300000009,10000,30,MT,9,,Montana,388,454,591,769,897,40,9552
300000011,10000,30,MT,11,,Montana,346,422,527,683,798,40,1360
300000015,10000,30,MT,15,,Montana,346,399,527,683,798,40,5970
300000017,10000,30,MT,17,,Montana,346,399,527,683,798,40,11696
300000019,10000,30,MT,19,,Montana,346,422,527,683,798,40,2017
300000021,10000,30,MT,21,,Montana,346,399,527,683,798,40,9059
300000023,10000,30,MT,23,,Montana,346,399,527,683,798,40,9417
300000025,10000,30,MT,25,,Montana,346,399,527,683,798,40,2837
300000027,10000,30,MT,27,,Montana,346,399,527,683,798,40,11893
300000029,10000,30,MT,29,,Montana,340,393,525,733,861,40,74471
300000031,10000,30,MT,31,,Montana,433,506,679,871,1113,40,67831
300000033,10000,30,MT,33,,Montana,346,399,527,683,798,40,1279
300000035,10000,30,MT,35,,Montana,346,399,527,683,798,40,13247
300000037,10000,30,MT,37,,Montana,346,421,527,683,798,40,1042
300000039,10000,30,MT,39,,Montana,346,399,527,683,798,40,2830
300000041,10000,30,MT,41,,Montana,357,399,527,683,798,40,16673
300000043,10000,30,MT,43,,Montana,364,399,527,683,798,40,10049
300000045,10000,30,MT,45,,Montana,346,422,527,683,798,40,2329
300000047,10000,30,MT,47,,Montana,375,399,527,683,798,40,26507
300000049,10000,30,MT,49,,Montana,381,445,591,821,973,40,55716
300000051,10000,30,MT,51,,Montana,346,399,527,683,798,40,2158
300000053,10000,30,MT,53,,Montana,375,399,527,683,798,40,18837
300000055,10000,30,MT,55,,Montana,346,420,527,683,798,40,1977
300000057,10000,30,MT,57,,Montana,353,399,527,683,798,40,6851
300000059,10000,30,MT,59,,Montana,346,422,527,683,798,40,1932
300000061,10000,30,MT,61,,Montana,346,399,527,683,816,40,3884
300000065,10000,30,MT,65,,Montana,351,399,527,683,798,40,4497
300000067,10000,30,MT,67,,Montana,346,399,527,683,808,40,15694
300000069,10000,30,MT,69,,Montana,346,399,527,683,798,40,493
300000071,10000,30,MT,71,,Montana,346,399,527,683,798,40,4601
300000073,10000,30,MT,73,,Montana,346,421,527,683,798,40,6424
300000075,10000,30,MT,75,,Montana,346,404,527,683,798,40,1858
300000077,10000,30,MT,77,,Montana,351,399,527,683,798,40,7180
300000079,10000,30,MT,79,,Montana,346,399,527,683,798,40,1199
300000081,10000,30,MT,81,,Montana,346,399,527,683,798,40,36070
300000083,10000,30,MT,83,,Montana,346,431,527,683,798,40,9667
300000085,10000,30,MT,85,,Montana,361,399,527,683,798,40,10620
300000087,10000,30,MT,87,,Montana,346,399,527,683,798,40,9383
300000089,10000,30,MT,89,,Montana,346,399,527,683,798,40,10227
300000091,10000,30,MT,91,,Montana,356,399,527,683,798,40,4105
300000093,10000,30,MT,93,,Montana,346,399,527,683,798,40,34606
300000095,10000,30,MT,95,,Montana,353,399,527,683,798,40,8195
300000097,10000,30,MT,97,,Montana,372,399,527,683,798,40,3609
300000099,10000,30,MT,99,,Montana,346,399,527,683,798,40,6445
300000101,10000,30,MT,101,,Montana,353,399,527,683,798,40,5267
300000103,10000,30,MT,103,,Montana,346,399,527,683,798,40,861
300000105,10000,30,MT,105,,Montana,346,399,527,683,798,40,7675
300000107,10000,30,MT,107,,Montana,346,399,527,683,798,40,2259
300000109,10000,30,MT,109,,Montana,346,422,527,683,798,40,1068
300880000,880,30,MT,111,"Billings, MT MSA",Montana,390,454,605,814,988,40,129352
303040000,3040,30,MT,13,"Great Falls, MT MSA",Montana,382,442,582,758,902,40,80357
305140000,5140,30,MT,63,"Missoula, MT MSA",Montana,391,459,610,787,1000,40,95802
310000001,10000,31,NE,1,,Nebraska,285,383,505,634,758,40,31151
310000003,10000,31,NE,3,,Nebraska,269,364,442,568,643,40,7452
310000005,10000,31,NE,5,,Nebraska,269,346,442,565,643,40,444
310000007,10000,31,NE,7,,Nebraska,269,346,442,566,643,40,819
310000009,10000,31,NE,9,,Nebraska,269,346,442,565,643,40,583
310000011,10000,31,NE,11,,Nebraska,269,346,442,565,669,40,6259
310000013,10000,31,NE,13,,Nebraska,292,346,442,566,668,40,12158
310000015,10000,31,NE,15,,Nebraska,269,361,442,565,643,40,2438
310000017,10000,31,NE,17,,Nebraska,269,346,442,565,656,40,3525
310000019,10000,31,NE,19,,Nebraska,290,420,526,656,794,40,42259
310000021,10000,31,NE,21,,Nebraska,269,346,442,565,643,40,7791
310000023,10000,31,NE,23,,Nebraska,269,346,442,565,643,40,8767
310000027,10000,31,NE,27,,Nebraska,269,346,442,565,643,40,9615
310000029,10000,31,NE,29,,Nebraska,269,366,442,565,675,40,4068
310000031,10000,31,NE,31,,Nebraska,269,364,442,568,669,40,6148
310000033,10000,31,NE,33,,Nebraska,301,346,442,565,643,40,9830
310000035,10000,31,NE,35,,Nebraska,269,346,442,565,643,40,7039
310000037,10000,31,NE,37,,Nebraska,293,360,442,565,643,40,10441
310000039,10000,31,NE,39,,Nebraska,269,366,442,565,643,40,10203
310000041,10000,31,NE,41,,Nebraska,301,349,442,565,668,40,11793
310000045,10000,31,NE,45,,Nebraska,288,346,442,570,673,40,9060
310000047,10000,31,NE,47,,Nebraska,295,360,442,570,643,40,24365
310000049,10000,31,NE,49,,Nebraska,269,346,442,565,643,40,2098
310000051,10000,31,NE,51,,Nebraska,300,346,442,565,643,40,6339
310000053,10000,31,NE,53,,Nebraska,268,346,455,599,642,40,36160
310000057,10000,31,NE,57,,Nebraska,269,346,442,565,643,40,2292
310000059,10000,31,NE,59,,Nebraska,269,346,442,565,643,40,6634
310000061,10000,31,NE,61,,Nebraska,269,346,442,571,643,40,3574
310000063,10000,31,NE,63,,Nebraska,302,346,442,565,643,40,3099
310000065,10000,31,NE,65,,Nebraska,269,346,442,565,669,40,5324
310000067,10000,31,NE,67,,Nebraska,271,351,455,578,649,40,22993
310000069,10000,31,NE,69,,Nebraska,269,360,442,568,673,40,2292
310000071,10000,31,NE,71,,Nebraska,269,346,442,565,643,40,1902
310000073,10000,31,NE,73,,Nebraska,269,346,442,565,650,40,2143
310000075,10000,31,NE,75,,Nebraska,269,346,442,565,643,40,747
310000077,10000,31,NE,77,,Nebraska,269,346,442,565,653,40,2714
310000079,10000,31,NE,79,,Nebraska,329,433,577,759,851,40,53534
310000081,10000,31,NE,81,,Nebraska,269,346,442,570,643,40,9403
310000083,10000,31,NE,83,,Nebraska,269,346,442,566,643,40,3786
310000085,10000,31,NE,85,,Nebraska,269,362,442,565,669,40,1068
310000087,10000,31,NE,87,,Nebraska,269,346,442,565,643,40,3111
310000089,10000,31,NE,89,,Nebraska,269,346,442,565,643,40,11551
310000091,10000,31,NE,91,,Nebraska,269,362,442,566,643,40,783
310000093,10000,31,NE,93,,Nebraska,269,346,442,565,643,40,6567
310000095,10000,31,NE,95,,Nebraska,269,346,442,565,643,40,8333
310000097,10000,31,NE,97,,Nebraska,269,351,442,565,643,40,4488
310000099,10000,31,NE,99,,Nebraska,269,346,442,565,673,40,6882
310000101,10000,31,NE,101,,Nebraska,269,346,442,565,643,40,8875
310000103,10000,31,NE,103,,Nebraska,269,346,442,565,643,40,983
310000105,10000,31,NE,105,,Nebraska,269,346,442,566,673,40,4089
310000107,10000,31,NE,107,,Nebraska,269,359,442,565,643,40,9374
310000111,10000,31,NE,111,,Nebraska,275,360,442,565,643,40,34632
310000113,10000,31,NE,113,,Nebraska,269,346,442,565,674,40,774
310000115,10000,31,NE,115,,Nebraska,269,346,442,565,672,40,712
310000117,10000,31,NE,117,,Nebraska,269,346,442,566,643,40,533
310000119,10000,31,NE,119,,Nebraska,270,356,471,610,744,40,35226
310000121,10000,31,NE,121,,Nebraska,269,346,442,565,643,40,8204
310000123,10000,31,NE,123,,Nebraska,269,349,442,565,669,40,5440
310000125,10000,31,NE,125,,Nebraska,269,346,442,565,643,40,4038
310000127,10000,31,NE,127,,Nebraska,269,346,442,565,643,40,7576
310000129,10000,31,NE,129,,Nebraska,269,346,442,565,643,40,5057
310000131,10000,31,NE,131,,Nebraska,269,346,442,565,674,40,15396
310000133,10000,31,NE,133,,Nebraska,269,346,442,570,643,40,3087
310000135,10000,31,NE,135,,Nebraska,269,346,442,565,643,40,3200
310000137,10000,31,NE,137,,Nebraska,301,346,442,566,673,40,9747
310000139,10000,31,NE,139,,Nebraska,269,346,442,565,643,40,7857
310000141,10000,31,NE,141,,Nebraska,269,346,442,616,643,40,31662
310000143,10000,31,NE,143,,Nebraska,269,346,442,565,643,40,5639
310000145,10000,31,NE,145,,Nebraska,269,346,442,565,653,40,11448
310000147,10000,31,NE,147,,Nebraska,269,346,442,565,643,40,9531
310000149,10000,31,NE,149,,Nebraska,269,354,442,565,643,40,1756
310000151,10000,31,NE,151,,Nebraska,269,361,442,565,643,40,13843
310000155,10000,31,NE,155,,Nebraska,269,346,442,565,643,40,19830
310000157,10000,31,NE,157,,Nebraska,272,358,454,563,667,40,36951
310000159,10000,31,NE,159,,Nebraska,341,354,461,577,656,40,16496
310000161,10000,31,NE,161,,Nebraska,269,346,442,565,644,40,6198
310000163,10000,31,NE,163,,Nebraska,269,349,442,565,674,40,3318
310000165,10000,31,NE,165,,Nebraska,269,346,442,565,673,40,1475
310000167,10000,31,NE,167,,Nebraska,269,346,442,565,643,40,6455
310000169,10000,31,NE,169,,Nebraska,269,364,442,565,643,40,6055
310000171,10000,31,NE,171,,Nebraska,269,346,442,565,643,40,729
310000173,10000,31,NE,173,,Nebraska,269,346,442,565,643,40,7171
310000175,10000,31,NE,175,,Nebraska,269,346,442,565,643,40,4647
310000179,10000,31,NE,179,,Nebraska,307,346,442,565,669,40,9851
310000181,10000,31,NE,181,,Nebraska,269,346,442,565,643,40,4061
310000183,10000,31,NE,183,,Nebraska,269,346,442,566,643,40,886
310000185,10000,31,NE,185,,Nebraska,271,349,451,570,648,40,14598
314360000,4360,31,NE,109,"Lincoln, NE MSA",Nebraska,354,453,598,793,927,40,250291
315920000,5920,31,NE,177,"Omaha, NE--IA MSA",Nebraska,384,526,664,870,977,40,716998
320000001,10000,32,NV,1,,Nevada,510,519,693,954,1134,40,23982
320000005,10000,32,NV,5,,Nevada,470,685,860,1195,1328,40,41259
320000007,10000,32,NV,7,,Nevada,466,534,711,939,1169,40,45291
320000009,10000,32,NV,9,,Nevada,494,616,694,865,969,40,971
320000011,10000,32,NV,11,,Nevada,387,631,710,884,989,40,1651
320000013,10000,32,NV,13,,Nevada,552,580,699,917,979,40,16106
320000015,10000,32,NV,15,,Nevada,380,588,691,863,1131,40,5794
320000017,10000,32,NV,17,,Nevada,384,577,704,881,986,40,4165
320000019,10000,32,NV,19,,Nevada,449,538,691,961,1132,40,34501
320000021,10000,32,NV,21,,Nevada,388,529,704,924,1155,40,5071
320000027,10000,32,NV,27,,Nevada,527,534,711,889,1018,40,6693
320000029,10000,32,NV,29,,Nevada,535,542,712,991,1171,40,3399
320000033,10000,32,NV,33,,Nevada,377,519,691,932,979,40,9181
320000510,10000,32,NV,510,,Nevada,397,542,726,1009,1190,40,52457
324120000,4120,32,NV,23,"Las Vegas, NV--AZ MSA",Nevada,606,719,856,1191,1407,50,1563282
326720000,6720,32,NV,31,"Reno, NV MSA",Nevada,580,672,865,1204,1423,40,339486
330000001,10000,33,NH,1,,New Hampshire,502,580,763,1031,1252,40,56325
330000003,10000,33,NH,3,,New Hampshire,422,578,772,967,1205,40,43666
330000005,10000,33,NH,5,,New Hampshire,522,619,792,1032,1222,40,73825
330000007,10000,33,NH,7,,New Hampshire,359,438,561,732,866,40,33111
330000009,10000,33,NH,9,,New Hampshire,462,558,742,960,1212,40,81743
330000011,10000,33,NH,11,,New Hampshire,490,612,815,1078,1298,40,28993
330000013,10000,33,NH,13,,New Hampshire,515,617,769,986,1099,40,119661
330000015,10000,33,NH,15,,New Hampshire,535,626,839,1163,1342,40,11019
330000017,10000,33,NH,17,,New Hampshire,473,643,858,1075,1204,40,7286
330000019,10000,33,NH,19,,New Hampshire,497,505,656,862,920,40,40458
334760000,4760,33,NH,15,"Manchester, NH PMSA",New Hampshire,531,757,944,1181,1324,40,198378
335350000,5350,33,NH,11,"Nashua, NH PMSA",New Hampshire,627,874,1083,1474,1753,40,190949
336450000,6450,33,NH,17,"Portsmouth--Rochester, NH--ME PMSA",New Hampshire,644,771,991,1272,1559,40,240698
340560000,560,34,NJ,9,"Atlantic--Cape May, NJ PMSA",New Jersey,592,674,896,1122,1283,40,354878
340875000,875,34,NJ,31,"Bergen--Passaic, NJ PMSA",New Jersey,793,967,1133,1510,1862,50,1373167
343640000,3640,34,NJ,17,"Jersey City, NJ PMSA",New Jersey,826,975,1135,1443,1588,40,608975
345015000,5015,34,NJ,35,"Middlesex--Somerset--Hunterdon, NJ PMSA",New Jersey,905,992,1238,1681,1941,40,1169641
345190000,5190,34,NJ,29,"Monmouth--Ocean, NJ PMSA",New Jersey,711,851,1080,1435,1683,40,1126217
345640000,5640,34,NJ,41,"Newark, NJ PMSA",New Jersey,640,819,987,1242,1569,50,2032989
348480000,8480,34,NJ,21,"Trenton, NJ PMSA",New Jersey,609,848,1034,1401,1691,40,350761
348760000,8760,34,NJ,11,"Vineland--Millville--Bridgeton, NJ PMSA",New Jersey,563,686,826,1030,1159,40,146438
350000003,10000,35,NM,3,,New Mexico,311,363,450,606,684,40,3543
350000005,10000,35,NM,5,,New Mexico,311,352,464,640,682,40,61382
350000006,10000,35,NM,6,,New Mexico,323,353,450,606,684,40,25595
350000007,10000,35,NM,7,,New Mexico,311,360,450,606,684,40,14189
350000009,10000,35,NM,9,,New Mexico,304,352,460,591,667,40,45044
350000011,10000,35,NM,11,,New Mexico,311,353,450,606,684,40,2240
350000015,10000,35,NM,15,,New Mexico,319,352,450,606,704,40,51658
350000017,10000,35,NM,17,,New Mexico,381,434,555,745,841,40,31002
350000019,10000,35,NM,19,,New Mexico,311,352,450,606,688,40,4680
350000021,10000,35,NM,21,,New Mexico,311,352,450,606,684,40,810
350000023,10000,35,NM,23,,New Mexico,311,352,450,606,684,40,5932
350000025,10000,35,NM,25,,New Mexico,311,352,450,606,684,40,55511
350000027,10000,35,NM,27,,New Mexico,354,362,478,629,788,40,19411
350000029,10000,35,NM,29,,New Mexico,341,375,480,644,727,40,25016
350000031,10000,35,NM,31,,New Mexico,314,392,500,623,699,40,74798
350000033,10000,35,NM,33,,New Mexico,311,352,450,606,684,40,5180
350000035,10000,35,NM,35,,New Mexico,311,352,450,627,684,40,62298
350000037,10000,35,NM,37,,New Mexico,316,456,513,643,719,40,10155
350000039,10000,35,NM,39,,New Mexico,363,372,457,606,684,40,41190
350000041,10000,35,NM,41,,New Mexico,311,352,450,606,684,40,18018
350000045,10000,35,NM,45,,New Mexico,342,366,457,635,753,40,113801
350000047,10000,35,NM,47,,New Mexico,346,355,468,611,690,40,30126
350000051,10000,35,NM,51,,New Mexico,311,352,450,606,684,40,13270
350000053,10000,35,NM,53,,New Mexico,311,352,450,606,702,40,18078
350000055,10000,35,NM,55,,New Mexico,535,541,722,903,1188,40,29979
350000057,10000,35,NM,57,,New Mexico,340,368,450,606,684,40,16911
350000059,10000,35,NM,59,,New Mexico,311,379,450,606,684,40,4174
350200000,200,35,NM,61,"Albuquerque, NM MSA",New Mexico,451,539,673,928,1096,50,712738
354100000,4100,35,NM,13,"Las Cruces, NM MSA",New Mexico,333,419,498,682,804,40,174682
357490000,7490,35,NM,49,"Santa Fe, NM MSA",New Mexico,481,680,840,1128,1278,40,147635
360000003,10000,36,NY,3,,New York,399,447,539,696,796,40,49927
360000009,10000,36,NY,9,,New York,399,447,539,696,796,40,83955
360000017,10000,36,NY,17,,New York,425,447,539,696,796,40,51401
360000019,10000,36,NY,19,,New York,411,461,598,747,837,40,79894
360000021,10000,36,NY,21,,New York,503,528,678,887,949,40,63094
360000023,10000,36,NY,23,,New York,392,468,586,732,867,40,48599
360000025,10000,36,NY,25,,New York,399,447,539,696,856,40,48055
360000031,10000,36,NY,31,,New York,392,447,561,702,784,40,38851
360000033,10000,36,NY,33,,New York,399,447,539,696,796,40,51134
360000035,10000,36,NY,35,,New York,399,447,539,696,796,40,55073
360000039,10000,36,NY,39,,New York,394,511,613,791,965,40,48195
360000041,10000,36,NY,41,,New York,395,475,547,690,789,40,5379
360000045,10000,36,NY,45,,New York,434,511,601,752,844,40,111738
360000049,10000,36,NY,49,,New York,399,447,539,696,796,40,26944
360000077,10000,36,NY,77,,New York,397,470,541,698,887,40,61676
360000089,10000,36,NY,89,,New York,399,447,539,696,796,40,111931
360000097,10000,36,NY,97,,New York,430,459,545,758,894,40,19224
360000099,10000,36,NY,99,,New York,419,451,544,703,783,40,33342
360000101,10000,36,NY,101,,New York,413,470,539,704,796,40,98726
360000105,10000,36,NY,105,,New York,530,594,724,1000,1014,40,73966
360000109,10000,36,NY,109,,New York,526,566,727,1015,1196,40,96501
360000111,10000,36,NY,111,,New York,490,683,821,1069,1345,40,177749
360000121,10000,36,NY,121,,New York,399,447,539,696,796,40,43424
360000123,10000,36,NY,123,,New York,399,447,539,696,796,40,24621
360160000,160,36,NY,95,"Albany--Schenectady--Troy, NY MSA",New York,444,548,673,844,943,40,875583
360960000,960,36,NY,107,"Binghamton, NY MSA",New York,398,447,558,707,794,40,252320
361280000,1280,36,NY,63,"Buffalo--Niagara Falls, NY MSA",New York,437,517,624,778,873,50,1170111
362281000,2281,36,NY,27,"Dutchess County, NY PMSA",New York,701,889,1101,1429,1670,40,280150
362335000,2335,36,NY,15,"Elmira, NY MSA",New York,400,449,552,699,833,40,91070
362975000,2975,36,NY,115,"Glens Falls, NY MSA",New York,391,509,621,778,869,40,124345
363610000,3610,36,NY,13,"Jamestown, NY MSA",New York,398,447,538,695,795,40,139750
365380000,5380,36,NY,103,"Nassau--Suffolk, NY PMSA",New York,966,1163,1419,1976,2117,40,2753913
365600000,5600,36,NY,87,"New York, NY PMSA",New York,936,1041,1184,1480,1659,40,8390776
365601000,5601,36,NY,119,Westchester County MSA*,New York,878,1145,1395,1811,2163,40,923459
365660000,5660,42,PA,103,"Newburgh, NY--PA PMSA",Pennsylvania,573,742,910,1154,1316,40,387669
366840000,6840,36,NY,117,"Rochester, NY MSA",New York,424,552,669,859,938,40,1098201
368160000,8160,36,NY,75,"Syracuse, NY MSA",New York,422,508,629,803,890,40,732117
368680000,8680,36,NY,65,"Utica--Rome, NY MSA",New York,398,447,538,695,795,40,299896
370000005,10000,37,NC,5,,North Carolina,336,393,469,605,715,40,10677
370000007,10000,37,NC,7,,North Carolina,336,386,469,605,685,40,25275
370000009,10000,37,NC,9,,North Carolina,336,386,469,605,685,40,24384
370000011,10000,37,NC,11,,North Carolina,374,422,514,644,719,40,17167
370000013,10000,37,NC,13,,North Carolina,336,386,469,605,685,40,44958
370000015,10000,37,NC,15,,North Carolina,336,386,469,605,685,40,19773
370000017,10000,37,NC,17,,North Carolina,336,386,469,605,685,40,32278
370000029,10000,37,NC,29,,North Carolina,333,424,566,707,793,40,6885
370000031,10000,37,NC,31,,North Carolina,373,410,499,694,772,40,59383
370000033,10000,37,NC,33,,North Carolina,336,386,469,605,685,40,23501
370000039,10000,37,NC,39,,North Carolina,336,386,469,605,685,40,24298
370000041,10000,37,NC,41,,North Carolina,336,386,469,605,685,40,14526
370000043,10000,37,NC,43,,North Carolina,336,386,469,605,685,40,8775
370000045,10000,37,NC,45,,North Carolina,429,503,601,796,879,40,96287
370000047,10000,37,NC,47,,North Carolina,336,386,469,605,685,40,54749
370000049,10000,37,NC,49,,North Carolina,338,423,507,665,712,40,91436
370000055,10000,37,NC,55,,North Carolina,344,545,628,861,880,40,29967
370000061,10000,37,NC,61,,North Carolina,336,386,469,605,685,40,49063
370000073,10000,37,NC,73,,North Carolina,336,386,469,605,685,40,10516
370000075,10000,37,NC,75,,North Carolina,336,386,469,605,685,40,7993
370000077,10000,37,NC,77,,North Carolina,354,386,469,621,704,40,48498
370000079,10000,37,NC,79,,North Carolina,336,386,469,605,685,40,18974
370000083,10000,37,NC,83,,North Carolina,336,386,469,605,685,40,57370
370000085,10000,37,NC,85,,North Carolina,373,432,524,677,765,40,91025
370000087,10000,37,NC,87,,North Carolina,349,398,484,650,707,40,54033
370000089,10000,37,NC,89,,North Carolina,436,449,555,738,850,40,89173
370000091,10000,37,NC,91,,North Carolina,336,386,469,605,685,40,22601
370000093,10000,37,NC,93,,North Carolina,336,386,469,605,685,40,33646
370000095,10000,37,NC,95,,North Carolina,336,386,469,605,685,40,5826
370000097,10000,37,NC,97,,North Carolina,459,470,619,775,865,40,122660
370000099,10000,37,NC,99,,North Carolina,413,477,579,810,1058,40,33121
370000103,10000,37,NC,103,,North Carolina,336,386,469,605,685,40,10381
370000105,10000,37,NC,105,,North Carolina,327,417,493,638,692,40,49040
370000107,10000,37,NC,107,,North Carolina,336,386,469,605,685,40,59648
370000111,10000,37,NC,111,,North Carolina,344,419,502,686,813,40,42151
370000113,10000,37,NC,113,,North Carolina,336,400,469,605,685,40,29811
370000117,10000,37,NC,117,,North Carolina,336,386,469,605,685,40,25593
370000121,10000,37,NC,121,,North Carolina,341,444,510,697,728,40,15687
370000123,10000,37,NC,123,,North Carolina,336,386,469,605,685,40,26822
370000125,10000,37,NC,125,,North Carolina,393,475,567,776,930,40,74769
370000131,10000,37,NC,131,,North Carolina,336,386,469,605,685,40,22086
370000137,10000,37,NC,137,,North Carolina,336,386,469,605,685,40,12934
370000139,10000,37,NC,139,,North Carolina,388,416,518,719,727,40,34897
370000141,10000,37,NC,141,,North Carolina,404,489,564,728,890,40,41082
370000143,10000,37,NC,143,,North Carolina,336,386,469,605,685,40,11368
370000145,10000,37,NC,145,,North Carolina,333,384,499,652,764,40,35623
370000149,10000,37,NC,149,,North Carolina,431,548,613,779,884,40,18324
370000153,10000,37,NC,153,,North Carolina,336,386,469,605,685,40,46564
370000155,10000,37,NC,155,,North Carolina,336,395,469,605,685,40,123339
370000157,10000,37,NC,157,,North Carolina,336,386,469,605,685,40,91928
370000161,10000,37,NC,161,,North Carolina,403,459,558,719,816,40,62899
370000163,10000,37,NC,163,,North Carolina,336,386,469,605,685,40,60161
370000165,10000,37,NC,165,,North Carolina,336,386,469,605,685,40,35998
370000167,10000,37,NC,167,,North Carolina,329,378,467,630,672,40,58100
370000171,10000,37,NC,171,,North Carolina,336,386,469,605,685,40,71219
370000173,10000,37,NC,173,,North Carolina,336,386,469,605,685,40,12968
370000175,10000,37,NC,175,,North Carolina,382,410,518,687,732,40,29334
370000177,10000,37,NC,177,,North Carolina,336,386,469,605,685,40,4149
370000181,10000,37,NC,181,,North Carolina,355,401,469,605,685,40,42954
370000185,10000,37,NC,185,,North Carolina,336,386,469,605,685,40,19972
370000187,10000,37,NC,187,,North Carolina,336,386,469,605,685,40,13723
370000189,10000,37,NC,189,,North Carolina,446,536,678,922,1112,40,42695
370000193,10000,37,NC,193,,North Carolina,375,424,477,660,740,40,65632
370000195,10000,37,NC,195,,North Carolina,355,392,483,614,696,40,73814
370000199,10000,37,NC,199,,North Carolina,336,394,469,605,708,40,17774
370480000,480,37,NC,115,"Asheville, NC MSA",North Carolina,397,480,626,816,881,40,225965
371520000,1520,45,SC,91,"Charlotte--Gastonia--Rock Hill, NC--SC MSA",South Carolina,587,663,746,985,1178,40,1499293
372560000,2560,37,NC,51,"Fayetteville, NC MSA",North Carolina,430,489,548,759,902,40,302963
372980000,2980,37,NC,191,"Goldsboro, NC MSA",North Carolina,396,457,553,713,834,40,113329
373120000,3120,37,NC,197,"Greensboro--Winston-Salem--High Point, NC MSA",North Carolina,464,529,630,869,883,40,1251509
373150000,3150,37,NC,147,"Greenville, NC MSA",North Carolina,484,490,635,856,1047,40,133798
373290000,3290,37,NC,35,"Hickory--Morganton--Lenoir, NC MSA",North Carolina,448,487,566,714,845,40,341851
373605000,3605,37,NC,133,"Jacksonville, NC MSA",North Carolina,409,477,540,748,885,40,150355
376640000,6640,37,NC,183,"Raleigh--Durham--Chapel Hill, NC MSA",North Carolina,604,732,860,1155,1361,40,1187941
376895000,6895,37,NC,127,"Rocky Mount, NC MSA",North Carolina,387,419,508,674,743,40,143026
379200000,9200,37,NC,129,"Wilmington, NC MSA",North Carolina,525,574,703,962,1149,40,233450
380000001,10000,38,ND,1,,North Dakota,265,333,430,558,652,40,2593
380000003,10000,38,ND,3,,North Dakota,266,337,446,583,655,40,11775
380000005,10000,38,ND,5,,North Dakota,302,333,430,558,652,40,6964
380000007,10000,38,ND,7,,North Dakota,288,333,430,558,652,40,888
380000009,10000,38,ND,9,,North Dakota,265,333,430,558,652,40,7149
380000011,10000,38,ND,11,,North Dakota,265,333,430,558,652,40,3242
380000013,10000,38,ND,13,,North Dakota,288,333,430,558,652,40,2242
380000019,10000,38,ND,19,,North Dakota,266,345,458,572,706,40,4831
380000021,10000,38,ND,21,,North Dakota,288,333,430,558,652,40,5757
380000023,10000,38,ND,23,,North Dakota,265,333,430,558,652,40,2283
380000025,10000,38,ND,25,,North Dakota,265,333,430,558,652,40,3600
380000027,10000,38,ND,27,,North Dakota,265,333,430,558,652,40,2757
380000029,10000,38,ND,29,,North Dakota,265,333,430,558,652,40,4331
380000031,10000,38,ND,31,,North Dakota,270,339,440,568,664,40,3759
380000033,10000,38,ND,33,,North Dakota,264,341,452,566,650,40,1924
380000037,10000,38,ND,37,,North Dakota,265,333,430,558,652,40,2841
380000039,10000,38,ND,39,,North Dakota,265,333,430,558,652,40,2754
380000041,10000,38,ND,41,,North Dakota,265,333,430,558,652,40,2715
380000043,10000,38,ND,43,,North Dakota,265,333,430,558,652,40,2753
380000045,10000,38,ND,45,,North Dakota,288,333,430,558,652,40,4701
380000047,10000,38,ND,47,,North Dakota,265,333,430,558,652,40,2308
380000049,10000,38,ND,49,,North Dakota,265,333,430,558,652,40,5987
380000051,10000,38,ND,51,,North Dakota,265,333,430,558,652,40,3390
