"cbsa","cbsaname","pop2k","afact"
"cbsa","CBSA Name","Total Pop, 2000 census","cbsa to cbsa alloc factor"
"45700","Tifton, GA Micropolitan Statistical Area",38407,1 
"45740","Toccoa, GA Micropolitan Statistical Area",25435,1 
"45780","Toledo, OH Metropolitan Statistical Area",659188,1 
"45820","Topeka, KS Metropolitan Statistical Area",224551,1 
"45860","Torrington, CT Micropolitan Statistical Area",182193,1 
"45900","Traverse City, MI Micropolitan Statistical Area",131342,1 
"45940","Trenton-Ewing, NJ Metropolitan Statistical Area",350761,1 
"45980","Troy, AL Micropolitan Statistical Area",29605,1 
"46020","Truckee-Grass Valley, CA Micropolitan Statistical Area",92033,1 
"46060","Tucson, AZ Metropolitan Statistical Area",843746,1 
"46100","Tullahoma, TN Micropolitan Statistical Area",93024,1 
"46140","Tulsa, OK Metropolitan Statistical Area",859532,1 
"46180","Tupelo, MS Micropolitan Statistical Area",125251,1 
"46220","Tuscaloosa, AL Metropolitan Statistical Area",192034,1 
"46260","Tuskegee, AL Micropolitan Statistical Area",24105,1 
"46300","Twin Falls, ID Micropolitan Statistical Area",82626,1 
"46340","Tyler, TX Metropolitan Statistical Area",174706,1 
"46380","Ukiah, CA Micropolitan Statistical Area",86265,1 
"46420","Union, SC Micropolitan Statistical Area",29881,1 
"46460","Union City, TN-KY Micropolitan Statistical Area",40202,1 
"46500","Urbana, OH Micropolitan Statistical Area",38890,1 
"46540","Utica-Rome, NY Metropolitan Statistical Area",299896,1 
"46620","Uvalde, TX Micropolitan Statistical Area",25926,1 
"46660","Valdosta, GA Metropolitan Statistical Area",119560,1 
"46700","Vallejo-Fairfield, CA Metropolitan Statistical Area",394542,1 
"46740","Valley, AL Micropolitan Statistical Area",36583,1 
"46780","Van Wert, OH Micropolitan Statistical Area",29659,1 
"46820","Vermillion, SD Micropolitan Statistical Area",13537,1 
"46860","Vernal, UT Micropolitan Statistical Area",25224,1 
"46900","Vernon, TX Micropolitan Statistical Area",14676,1 
"46980","Vicksburg, MS Micropolitan Statistical Area",49644,1 
"47020","Victoria, TX Metropolitan Statistical Area",111663,1 
"47080","Vidalia, GA Micropolitan Statistical Area",34337,1 
"47180","Vincennes, IN Micropolitan Statistical Area",39256,1 
"47220","Vineland-Millville-Bridgeton, NJ Metropolitan Statistical Area",146438,1 
"47260","Virginia Beach-Norfolk-Newport News, VA-NC Metropolitan Statistical Area",1576370,1 
"47300","Visalia-Porterville, CA Metropolitan Statistical Area",368021,1 
"47340","Wabash, IN Micropolitan Statistical Area",34960,1 
"47380","Waco, TX Metropolitan Statistical Area",213517,1 
"47420","Wahpeton, ND-MN Micropolitan Statistical Area",25136,1 
"47460","Walla Walla, WA Micropolitan Statistical Area",55180,1 
"47500","Walterboro, SC Micropolitan Statistical Area",38264,1 
"47540","Wapakoneta, OH Micropolitan Statistical Area",46611,1 
"47580","Warner Robins, GA Metropolitan Statistical Area",110765,1 
"47620","Warren, PA Micropolitan Statistical Area",43863,1 
"47660","Warrensburg, MO Micropolitan Statistical Area",48258,1 
"47700","Warsaw, IN Micropolitan Statistical Area",74057,1 
"47780","Washington, IN Micropolitan Statistical Area",29820,1 
"47820","Washington, NC Micropolitan Statistical Area",44958,1 
"47900","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",4796183,1 
"47920","Washington Court House, OH Micropolitan Statistical Area",28433,1 
"47940","Waterloo-Cedar Falls, IA Metropolitan Statistical Area",163706,1 
"47980","Watertown, SD Micropolitan Statistical Area",31437,1 
"48020","Watertown-Fort Atkinson, WI Micropolitan Statistical Area",74021,1 
"48060","Watertown-Fort Drum, NY Micropolitan Statistical Area",111738,1 
"48100","Wauchula, FL Micropolitan Statistical Area",26938,1 
"48140","Wausau, WI Metropolitan Statistical Area",125834,1 
"48180","Waycross, GA Micropolitan Statistical Area",51119,1 
"48260","Weirton-Steubenville, WV-OH Metropolitan Statistical Area",132008,1 
"48300","Wenatchee, WA Metropolitan Statistical Area",99219,1 
"48460","West Plains, MO Micropolitan Statistical Area",37238,1 
"48500","West Point, MS Micropolitan Statistical Area",21979,1 
"48540","Wheeling, WV-OH Metropolitan Statistical Area",153172,1 
"48580","Whitewater, WI Micropolitan Statistical Area",93759,1 
"48620","Wichita, KS Metropolitan Statistical Area",571166,1 
"48660","Wichita Falls, TX Metropolitan Statistical Area",151524,1 
"48700","Williamsport, PA Metropolitan Statistical Area",120044,1 
"48740","Willimantic, CT Micropolitan Statistical Area",109091,1 
"48780","Williston, ND Micropolitan Statistical Area",19761,1 
"48820","Willmar, MN Micropolitan Statistical Area",41203,1 
"48900","Wilmington, NC Metropolitan Statistical Area",274532,1 
"48940","Wilmington, OH Micropolitan Statistical Area",40543,1 
"48980","Wilson, NC Micropolitan Statistical Area",73814,1 
"49020","Winchester, VA-WV Metropolitan Statistical Area",102997,1 
"49060","Winfield, KS Micropolitan Statistical Area",36291,1 
"49100","Winona, MN Micropolitan Statistical Area",49985,1 
"49180","Winston-Salem, NC Metropolitan Statistical Area",421961,1 
"49260","Woodward, OK Micropolitan Statistical Area",18486,1 
"49300","Wooster, OH Micropolitan Statistical Area",111564,1 
"49340","Worcester, MA Metropolitan Statistical Area",750963,1 
"49380","Worthington, MN Micropolitan Statistical Area",20832,1 
"49420","Yakima, WA Metropolitan Statistical Area",222581,1 
"49460","Yankton, SD Micropolitan Statistical Area",21652,1 
"49540","Yazoo City, MS Micropolitan Statistical Area",28149,1 
"49620","York-Hanover, PA Metropolitan Statistical Area",381751,1 
"49660","Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",602964,1 
"49700","Yuba City, CA Metropolitan Statistical Area",139149,1 
"49740","Yuma, AZ Metropolitan Statistical Area",160026,1 
"49780","Zanesville, OH Micropolitan Statistical Area",84585,1 
