Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Sep,1498,292799874,195500,148700,4058,2.6
Oct,1524,300952544,197500,150100,4100,2.6
Nov,1245,244873204,196700,148000,4114,2.7
Dec,1330,262408360,197300,149900,4005,2.6
2001-Jan,1086,204981438,188700,142000,4435,2.8
Feb,1213,234385962,193200,151000,5325,3.4
Mar,1553,296870356,191200,148500,6097,3.9
Apr,1579,302565123,191600,151100,6800,4.4
May,1838,367601554,200000,151900,7523,4.9
Jun,1857,366626307,197400,151500,8177,5.3
Jul,1871,364827740,195000,155500,8406,5.5
Aug,1801,359972391,199900,153800,8374,5.5
Sep,1381,257925803,186800,146800,8503,5.6
Oct,1351,245812749,181900,139700,8135,5.4
Nov,1388,257247398,185300,152400,7378,4.9
Dec,1474,297729300,202000,155700,6810,4.4
2002-Jan,1172,242074554,206500,152600,6851,4.4
Feb,1407,279623092,198700,157300,7190,4.6
Mar,1550,313749244,202400,156600,7625,4.9
Apr,1665,322148092,193500,156200,8226,5.3
May,1931,383478450,198600,156000,9109,5.8
Jun,1829,371258246,203000,158900,9620,6.1
Jul,1729,332673864,192400,151700,9863,6.3
Aug,1742,346430746,198900,156900,9843,6.3
Sep,1407,274003236,194700,152400,9854,6.3
Oct,1480,291194551,196800,150300,9747,6.2
Nov,1304,244930656,187800,149800,9189,5.9
Dec,1500,294382650,196300,151600,8854,5.7
2003-Jan,1094,198926472,181800,144100,9163,5.9
Feb,1236,237034508,191800,150600,9541,6.2
Mar,1522,294928586,193800,153000,10152,6.6
Apr,1547,301081936,194600,154700,10756,7.0
May,1652,329708716,199600,156800,11071,7.4
Jun,1931,401039300,207700,162400,11000,7.3
Jul,2048,416842800,203500,160500,10929,7.1
Aug,2169,423729417,195400,155300,10761,6.8
Sep,1898,357269553,188200,151500,10649,6.6
Oct,1609,317732419,197500,152700,10475,6.4
Nov,1362,267634196,196500,151500,9939,6.1
Dec,1725,353090616,204700,155600,9644,5.8
2004-Jan,1096,203983516,186100,144400,9853,6.0
Feb,1300,255330644,196400,148900,10442,6.3
Mar,1650,329520600,199700,154100,10769,6.5
Apr,2039,397886270,195100,154500,10895,6.4
May,2084,418371770,200800,155500,11104,6.4
Jun,2433,501302304,206000,160100,11122,6.2
Jul,2377,480101629,202000,158700,11028,6.1
Aug,2333,466782418,200100,152800,10797,5.9
Sep,1927,390609048,202700,158200,10436,5.7
Oct,1704,341152576,200200,150300,10141,5.5
Nov,1630,308820516,189500,147500,9277,5.0
Dec,1994,393603237,197400,154000,8863,4.7
2005-Jan,1430,281261604,196700,148300,8909,4.7
Feb,1639,317890683,194000,156900,9198,4.7
Mar,2167,441137816,203600,154700,9515,4.8
Apr,2156,436705640,202600,158200,9780,4.9
May,2496,539885343,216300,159500,9204,4.5
Jun,2701,577224899,213700,166100,9455,4.6
Jul,2715,594741961,219100,165800,9726,4.7
Aug,2883,612428226,212400,167500,9095,4.3
Sep,2495,520740255,208700,158400,8605,4.0
Oct,2126,438332894,206200,158800,8419,3.8
Nov,1975,435832989,220700,167900,7933,3.6
Dec,2122,464752606,219000,168600,7738,3.5
2006-Jan,1694,380503741,224600,167900,8098,3.6
Feb,1886,413928068,219500,165700,8259,3.6
Mar,2605,586176203,225000,166700,8677,3.7
Apr,2434,554865748,228000,171600,8965,3.8
May,2948,677494604,229800,170300,8996,3.8
Jun,3337,784835296,235200,175400,9267,3.8
Jul,2989,707975483,236900,174600,9134,3.7
Aug,3104,729560280,235000,179400,8932,3.6
Sep,2586,580201261,224400,167000,9097,3.7
Oct,2355,534104892,226800,174500,8894,3.6
Nov,2141,496504087,231900,172200,8289,3.3
Dec,2205,515575944,233800,175900,7735,3.1
2007-Jan,1644,390464253,237500,174400,7784,3.1
Feb,1904,443681250,233000,177500,7991,3.2
Mar,2602,628793580,241700,177300,8696,3.4
Apr,2566,625641015,243800,181900,9385,3.7
May,3012,741645574,246200,183500,9987,3.9
Jun,3086,782769434,253700,191000,10351,4.1
Jul,2959,743454236,251300,188900,10757,4.3
Aug,2805,717200330,255700,190600,11172,4.5
Sep,1984,494360536,249200,182500,11379,4.7
Oct,1910,458395970,240000,181700,11028,4.6
Nov,1805,442079932,244900,185200,9599,4.0
Dec,1771,442476370,249800,189300,9866,4.2
2008-Jan,1435,346359718,241400,185300,10403,4.5
Feb,1705,394847541,231600,180300,10861,4.7
Mar,2049,486846093,237600,188800,11431,5.1
Apr,2190,521407482,238100,187000,11833,5.3
May,2352,600681316,255400,193800,12415,5.7
Jun,2421,614811824,253900,196400,12769,6.0
Jul,2292,576614008,251600,190900,12728,6.2
Aug,2213,552801935,249800,194200,12078,6.0
Sep,1829,437423637,239200,181800,11907,6.0
Oct,1444,345831114,239500,188500,11635,5.9
Nov,1089,251409268,230900,180100,10869,5.7
Dec,1417,340554119,240300,179700,10089,5.4
2009-Jan,912,204482274,224200,175700,10373,5.7
Feb,1182,279498621,236500,187700,10929,6.1
Mar,1481,336085374,226900,179400,11280,6.5
Apr,1728,394086938,228100,185300,11462,6.8
