Date,Sales,DollarVolume,AveragePrice,MedianPrice,TotalListings,MonthsInventory
Nov,235,30815000,131100,112400,1240,4.8
Dec,211,25900000,122700,102500,1121,4.3
2006-Jan,156,20680000,132600,115000,1181,4.6
Feb,242,32575000,134600,110700,1183,4.6
Mar,321,41000000,127700,105100,1238,4.8
Apr,251,31135000,124000,108700,1248,4.9
May,348,49000000,140800,123000,1286,5.0
Jun,345,46755000,135500,120700,-,-
Jul,324,46595000,143800,124300,1439,5.5
Aug,362,50930000,140700,122200,1511,5.7
Sep,288,37365000,129700,114100,-,-
Oct,301,37585000,124900,107400,1435,5.1
Nov,235,31405000,133600,114200,1393,4.9
Dec,272,32930000,121100,105200,1252,4.4
2007-Jan,179,22380000,125000,112600,1304,4.5
Feb,265,31655000,119500,105000,1273,4.4
Mar,277,37430000,135100,117100,1311,4.6
Apr,285,37810000,132700,118400,1313,4.5
May,351,46910000,133600,113800,1408,4.8
Jun,348,50975000,146500,117700,1458,5.0
Jul,326,45000000,138000,114400,1549,5.3
Aug,315,50625000,160700,133100,1584,5.5
Sep,242,34370000,142000,121800,1578,5.6
Oct,243,33060000,136000,116100,1513,5.4
Nov,253,32910000,130100,114800,-,-
Dec,216,31950000,147900,129000,1373,5.0
2008-Jan,187,26055000,139300,123600,1421,5.2
Feb,274,37900000,138300,122700,1413,5.1
Mar,264,36825000,139500,122300,1336,4.9
Apr,299,45755000,153000,124900,1387,5.0
May,291,41435000,142400,122200,1498,5.5
Jun,296,42955000,145100,122600,1519,5.7
Jul,324,45600000,140700,123100,1564,5.9
Aug,284,40730000,143400,129500,1519,5.7
Sep,254,38575000,151900,132700,1480,5.6
Oct,226,34800000,154000,130000,1474,5.6
Nov,140,19235000,137400,116500,1471,5.8
Dec,170,22755000,133900,117900,1437,5.7
2009-Jan,151,22330000,147900,127300,1430,5.8
Feb,179,24005000,134100,118800,1458,6.1
Mar,202,27975000,138500,121200,1470,6.3
Apr,227,31570000,139100,126000,1533,6.7
