"fips","total","vac","nostat","vac_days","nostat_days"
55109,34660,1004,2135,489599,1456600
55111,28824,395,3345,154407,2670288
55113,10343,1709,796,1240868,621060
55115,18495,216,2006,75823,1179745
55117,50542,1511,2227,537456,1745853
55119,8828,81,875,36112,611434
55121,12788,599,2075,239485,1688605
55123,12765,695,1343,291781,1088372
55125,14238,13,4067,3404,3176381
55127,48291,1269,4628,763754,2842179
55129,9663,1422,656,1002865,544554
55131,61308,415,3622,179316,2723251
55133,194269,1785,6034,708104,4151296
55135,24143,268,2679,115529,1946090
55137,11922,0,2403,0,1871423
55139,74600,2090,3006,760142,1971445
55141,33515,695,1214,314548,856678
56001,16610,609,1222,310835,814366
56003,3438,271,423,169701,394318
56005,16349,412,1369,249178,731575
56007,4349,446,239,196849,180287
56009,4796,92,696,56685,562047
56011,1110,0,152,0,119975
56013,13058,542,884,329709,766067
56015,5133,163,448,107444,304997
56017,2313,257,165,151199,126505
56019,3547,55,402,35117,314834
56021,39049,1258,1400,544365,1001946
56023,2307,85,249,27612,188415
56025,31551,927,2462,494414,1675243
56027,454,1,203,474,171005
56029,12530,387,1783,140170,1470218
56031,3460,198,434,95072,335986
56033,11247,268,281,162339,183632
56035,789,8,299,742,125370
56037,17593,861,1019,488356,645932
56039,2123,9,458,1641,348421
56041,7640,223,1577,149393,1388211
56043,3669,145,307,95864,177756
56045,2551,179,272,126783,227424
72001,4333,202,255,177221,142574
72003,7497,149,438,109851,245285
72005,19306,612,1856,412278,1669471
72007,4511,108,199,79276,110276
72009,5588,116,278,113662,260224
72011,6266,73,411,50698,309497
72013,26941,1294,2132,857130,1255057
72015,5985,129,349,130708,369591
72017,7297,166,963,113279,887129
72019,4386,118,131,80535,118582
72021,70134,1472,1432,1048979,627720
72023,13712,292,2945,240492,2005468
72025,45573,627,3449,410782,1143804
72027,7713,200,354,134430,218986
72029,13049,219,1103,163055,358912
72031,62211,773,2752,526868,1794648
72033,8480,154,363,115603,274513
72035,14637,446,538,309478,456770
72037,4675,290,943,138677,437790
72039,4029,111,238,70581,161222
72041,7773,51,179,45348,120094
72043,7881,329,482,255632,435910
72045,4377,39,245,41301,252520
72047,6051,154,178,110017,138371
72049,0,0,0,0,0
72051,11854,143,566,110230,496634
72053,14438,611,536,433389,274526
72054,3708,165,274,98750,238233
72055,4164,247,303,221975,250289
72057,14282,511,1053,440232,906780
72059,5449,280,236,92497,110981
72061,31135,465,970,397436,646185
72063,11443,163,668,124561,637355
72065,5173,81,594,45119,361456
72067,4329,123,134,59848,53848
72069,18098,828,1626,419879,710826
72071,15248,458,4041,341415,3527378
72073,3352,67,277,43032,67487
72075,10353,57,434,37438,304772
72077,9441,287,1821,70773,640065
72079,5903,94,269,67094,168076
72081,5641,48,402,21873,156825
72083,2146,69,11,29567,4720
72085,7842,73,188,71361,146144
72087,3848,26,15,20617,12924
72089,6577,546,774,141074,553858
72091,14198,434,919,336443,716104
72093,1439,5,54,5295,26054
72095,3147,55,209,57200,185005
72097,33107,1408,2954,1102223,2757968
72099,6829,133,326,77243,177927
72101,3840,50,160,37668,79979
72103,6207,225,655,165616,241802
72105,4404,19,217,8037,159972
72107,2644,24,33,23070,20629
72109,4399,146,196,74978,188448
72111,5753,28,671,20768,390664
72113,60053,1489,4649,1037284,3987457
72115,7598,99,1225,40852,758371
72117,4372,16,733,15191,653893
72119,14003,365,871,180923,704895
72121,7685,182,571,126814,372757
72123,9894,349,1053,277788,590276
72125,7903,243,265,183617,171015
72127,158472,4926,5709,3698636,3793138
72129,9689,113,412,77643,148175
72131,13744,359,691,206606,394319
72133,6240,428,478,165583,450800
72135,17205,172,796,101141,422380
72137,24346,302,1674,238014,1171195
72139,20994,154,465,106823,345002
72141,5162,153,419,75718,154392
72143,6891,95,630,75623,540108
72145,17736,314,2150,286970,2173351
72147,4284,177,1020,157800,780270
72149,4953,144,386,50165,244491
72151,7896,48,483,42243,211478
72153,12563,464,619,261805,481068
1001,23494,264,2441,148989,1777955
1003,93098,918,14420,322721,10309650
1005,13365,278,2348,215561,1830777
1007,8583,103,1104,58294,847856
1009,24780,89,3404,62326,2655127
1011,4492,168,927,136682,844695
1013,11072,269,2127,147842,1845434
1015,59420,2619,7923,1627596,6308469
1017,17964,932,1905,700443,1330676
1019,12571,91,2143,69917,1776048
1021,19630,197,3056,123744,2348587
1023,6319,255,663,150688,569461
1025,11849,265,2135,158125,1707073
1027,9145,12,3147,889,3124460
1029,7190,83,1253,64448,1012354
1031,24134,679,3375,337487,2518346
1033,27435,902,2777,585056,2317599
1035,5400,115,1143,58470,709495
1037,3890,5,731,518,619438
1039,18765,776,3012,506196,2547053
1041,8862,86,2325,51436,2167114
1043,39029,376,5115,197717,3951489
1045,23681,770,3195,443439,2112809
1047,23178,1812,3211,1507028,2393806
1049,30378,281,4890,178889,3824768
1051,33962,373,3881,241009,2862904
1053,19204,493,3953,294475,3233120
1055,50533,2502,4390,1563011,3263746
1057,8597,180,1401,126231,1191118
1059,14066,172,1727,108515,1393742
1061,12775,329,1864,235818,1416593
1063,4557,112,1077,81405,1063661
1065,7604,125,1211,102253,923669
1067,8796,174,1343,133567,1019534
1069,48305,1070,5576,647330,3657926
1071,25059,296,3729,188751,2856860
1073,318610,21742,21275,13604747,16350473
1075,6577,0,1238,0,1051600
1077,44380,1700,4342,963368,3374048
1079,15767,59,2144,31310,1594301
1081,73350,1652,9600,959128,6397284
1083,35428,507,3726,221186,2682641
1085,4979,16,1034,11146,809363
1087,10635,700,1599,550775,1205321
1089,149064,4272,7649,2024190,4947198
1091,11023,379,1605,271976,1446325
1093,14009,1,2439,1150,2023374
1095,42768,946,4837,447505,3620576
1097,180522,8180,13775,4995376,9839710
1099,8620,175,1524,113741,1286129
1101,108139,8398,6933,5145782,5393946
1103,54431,1511,4344,886440,3513840
1105,3214,155,334,145397,308954
1107,8504,142,1280,92585,1152297
1109,17082,429,3227,278626,2725694
1111,11794,150,2250,98408,1828580
1113,26441,1185,3417,811116,2594085
1115,36260,172,6470,72740,4701413
1117,81097,176,7289,69008,4973148
1119,5086,185,774,159188,681502
1121,38145,1039,5304,605610,4345364
1123,21874,448,2716,277316,2283821
1125,91969,3492,11339,1435031,8740618
1127,32675,623,5576,493825,4659238
1129,4904,0,558,0,352408
1131,5315,145,1050,147532,880194
1133,11257,127,1632,58648,1333936
2013,0,0,0,0,0
2016,0,0,0,0,0
2020,109594,2935,4261,1503553,3319181
2050,0,0,0,0,0
2060,0,0,0,0,0
2068,53,0,0,0,0
2070,0,0,0,0,0
2090,32201,2295,2947,1151013,2199790
2100,146,0,13,0,11016
2110,10962,127,899,66940,626265
2122,11933,442,2325,148312,1938168
2130,4477,45,531,29580,391236
2150,3786,59,929,17890,837736
2164,0,0,0,0,0
2170,21075,1002,2899,544420,1827650
2180,0,0,0,0,0
2185,0,0,0,0,0
2188,0,0,0,0,0
2201,0,0,0,0,0
2220,3572,26,1058,3417,875945
2232,0,0,0,0,0
2240,379,0,56,0,26379
2261,689,0,87,0,44437
2270,0,0,0,0,0
2280,0,0,0,0,0
2282,0,0,0,0,0
2290,84,0,14,0,6119
4001,2018,0,261,0,193932
4003,51924,1857,5190,1051129,4165569
4005,43707,879,5048,369750,4495869
4007,23463,1463,5840,798151,4116110
4009,9985,276,1850,126599,1084316
4011,1923,0,540,0,289330
4012,5197,174,1547,51334,1328408
4013,1656839,77912,117679,23199289,84215612
4015,97165,6108,11294,2401749,7379764
4017,23476,330,5324,197701,3765221
4019,431305,22602,26947,8914555,22179312
4021,147427,1904,35336,734055,23723527
4023,14964,327,1050,227315,604467
4025,91199,1023,10374,484689,7611965
4027,67293,1706,8561,574280,6390215
5001,8757,368,843,320160,711775
5003,9770,360,1030,233804,787526
5005,21792,243,2208,160602,1639109
5007,88894,494,9523,248689,6517079
5009,16573,263,1509,153185,1231790
5011,5029,153,472,124037,368702
5013,1336,0,249,0,80693
5015,12403,91,1279,87682,1014082
5017,5943,326,719,254368,530697
5019,10796,241,1033,193276,731639
5021,7647,383,680,246125,469582
5023,13645,43,1924,31277,1461940
5025,3155,0,341,0,289402
5027,11262,272,1239,244094,916055
5029,9801,202,1069,122113,741073
5031,38339,775,2487,446000,1584603
5033,23259,198,2319,150265,1483218
5035,21712,698,1292,469981,952002
5037,7643,206,632,115577,416765
5039,3404,132,459,96568,362630
5041,5991,369,730,266530,574232
5043,8722,145,1111,89444,726712
5045,45337,233,3086,141266,1962521
5047,7588,42,1170,34021,1003960
5049,5417,1,1597,273,1505313
5051,51295,2245,3881,1778966,2830959
5053,7503,20,904,8106,701491
5055,18351,232,1367,205990,1035556
5057,10097,116,1094,81480,1004029
5059,14620,379,1356,265067,1086366
5061,5487,76,594,53413,425459
5063,15704,154,1576,92000,1014093
5065,4259,0,892,0,650413
5067,6643,292,898,182030,647617
5069,34287,2245,2012,1650925,1472327
5071,11033,137,2449,75992,2420430
5073,3451,126,632,124249,452155
5075,7367,226,758,155211,625179
5077,4064,208,352,169428,276387
5079,6306,129,2731,38306,2830533
5081,5357,75,540,64148,451891
5083,9884,144,1270,101155,1047204
5085,27111,305,2335,228523,1594347
5087,6533,0,1860,0,1715431
5089,5886,37,1049,13312,748284
5091,22284,553,4150,296400,2742367
5093,19552,1381,1848,1099853,1370635
5095,3962,120,486,124246,390909
5097,3366,6,702,637,556460
5099,4634,109,1059,106982,1071067
5101,3190,0,526,0,423715
5103,12692,739,974,580027,752368
5105,3852,0,623,0,483387
5107,9057,752,675,609460,525832
5109,3758,6,642,693,496174
5111,10211,175,1091,137245,901210
5113,9443,166,1436,87660,1079021
5115,25796,241,2656,142282,1973360
5117,3794,0,1914,0,2070406
5119,183263,6400,7966,4589113,5609048
5121,7842,109,755,66882,619997
5123,9907,363,1103,284406,900508
5125,45892,438,3936,242626,2192534
5127,5176,0,2183,0,2157628
5129,6691,9,3580,2817,3663717
5131,52849,1629,2742,1121674,1827346
5133,6012,66,712,66473,539882
5135,8779,0,1580,0,1227082
5137,5060,0,1442,0,1392209
5139,19215,1053,1532,761669,1070286
5141,7370,1,1493,70,1214874
5143,90323,1422,10445,411754,7202547
5145,30453,359,3116,231007,2119426
5147,2691,94,423,71394,359398
5149,11333,64,4529,37331,4836143
6001,573057,6917,6732,3822233,3605557
6003,395,0,100,0,58049
6005,13314,385,1325,149208,1102934
6007,91864,3314,3284,1315788,2067154
6009,12808,327,2329,78182,1939191
6011,4835,153,485,79532,328882
6013,397966,6456,6189,2819975,3957430
6015,10238,410,811,251051,580282
6017,66458,954,5540,307946,4086994
6019,308119,4713,11747,1914882,7700248
6021,9731,329,564,109291,401222
6023,52908,1890,3948,957344,3600988
6025,48182,626,4104,183408,2806030
6027,7019,127,538,70339,448757
6029,273219,6148,13434,2467823,9249844
6031,42927,660,1918,324298,1427969
6033,22737,1738,2848,1043212,2136655
6035,8782,324,956,162393,856388
6037,3388257,40558,41906,16785803,26124362
6039,46751,1936,2159,809556,1522305
6041,102924,2004,2144,781731,1722160
6043,6687,230,536,105558,440589
6045,32075,757,3435,446468,3278105
6047,84711,3378,6027,935871,4507108
6049,2950,41,418,34852,427266
6051,1750,27,440,7586,232554
6053,134056,2742,7995,906525,7041014
6055,53173,566,1408,292501,1047280
6057,42599,782,4085,230993,3486832
6059,1047803,12045,13765,4267395,8491092
6061,133514,1847,7346,456136,5760670
6063,6952,130,1924,45851,1584411
6065,781853,31375,44265,10914038,30430675
6067,557086,15317,12753,4798816,8520639
6069,16268,394,329,146543,224942
6071,635382,17434,18465,5895134,11160910
6073,1149573,13634,30455,4265032,21964734
6075,359937,8110,7332,4148289,5038956
6077,231482,6458,7920,2007900,5008031
6079,114331,998,8200,497982,6921801
6081,266847,2467,4522,1040465,2600853
6083,153037,1352,6026,454893,4644652
6085,629172,5951,10685,2122764,7130575
6087,99025,1660,3362,945062,2405454
6089,72137,2759,2104,1165175,1819002
6091,162,0,22,0,18773
6093,17320,1103,971,544937,798825
6095,152931,2315,2429,1032031,1740709
6097,192159,4282,6140,1719891,4117926
6099,177612,5694,4681,1602353,3404920
6101,33370,687,725,290826,514045
6103,24419,821,768,366416,626444
6105,1113,51,349,33005,336649
6107,132271,1363,6804,534180,4490282
6109,20770,414,1278,146146,1109958
6111,279008,1433,4476,889701,3116909
6113,73415,1284,2284,353892,1592326
6115,26664,2253,2013,978464,1547252
8001,181423,5557,11098,2215228,9411331
8003,6615,132,501,81591,420931
8005,248897,7636,12924,2891986,10972509
8007,5543,20,2092,3867,1803300
8009,1585,194,260,148333,261491
8011,2257,256,273,178695,238849
8013,134688,2074,4233,958712,3152410
8015,8579,256,2077,154712,1822466
8017,230,0,51,0,50291
8019,2335,0,416,0,332442
8021,1551,1,379,740,310038
8023,941,1,407,404,226113
8025,1210,49,168,45522,155342
8027,1581,3,370,2377,274110
8029,16978,157,6242,78788,6702793
8031,289054,13721,8632,6116745,6343074
8033,178,4,60,2461,63043
8035,109606,546,7574,189742,5949913
8037,9236,1820,1470,1539423,1196246
8039,7946,4,1101,2114,949699
8041,255296,9922,14402,3567239,11004075
8043,18441,417,1406,226651,1239758
8045,22900,561,2314,322703,1811892
8047,241,0,54,0,42150
8049,754,1,206,126,180651
8051,7013,175,1495,88766,1158646
8053,40,1,7,488,5741
8055,2960,254,189,162952,151569
8057,200,0,25,0,24592
8059,235233,4661,9549,1786082,8226750
8061,437,0,117,0,111058
8063,2933,151,293,101688,238009
8065,3287,390,482,275342,325548
8067,22478,102,2642,67759,2023626
8069,136153,1414,13962,789494,11321287
8071,6770,365,583,235875,483036
8073,1117,7,308,2488,277736
8075,8253,346,564,228885,467116
8077,55069,801,3265,351176,2265817
8079,325,2,58,1039,35292
8081,5858,304,305,158170,254451
8083,9477,299,1213,116909,1043573
8085,12919,218,1691,138841,1252472
8087,11009,371,760,198806,672784
8089,8532,532,574,292229,479372
8091,1181,0,243,0,130948
8093,4902,1,636,259,366221
8095,2001,88,305,48648,279427
8097,7733,595,815,471974,807497
8099,5089,569,434,280736,391746
8101,68943,2780,2790,1611994,2539606
8103,2275,208,367,130109,232969
8105,6373,325,1172,127180,621730
8107,6976,8,3083,6183,2789289
8109,1024,0,275,0,251530
8111,0,0,0,0,0
8113,1538,17,423,10878,384965
8115,1058,88,96,73545,87448
8117,2467,0,551,0,474592
8119,9682,9,1766,2434,1464588
8121,2068,127,211,53256,178252
8123,101377,2463,13941,1089554,13184118
8125,4326,135,417,76417,345757
9001,351752,5758,2129,3192543,1469426
9003,371017,7630,4440,4571674,3708819
9005,78654,2586,3098,1836668,3083363
9007,71497,1583,1873,1032151,1657730
9009,351119,9123,3057,4937357,2703175
9011,118223,2635,5508,1594401,5318598
9013,63637,842,8234,533309,8981809
9015,44354,1577,2114,822662,2029507
10001,70682,897,10226,383091,8032021
10003,226598,4937,12574,2946447,8827851
10005,122234,2135,31474,1398368,24946685
11001,289391,10491,12107,6544318,7621163
12001,115121,3332,11035,1259453,9558788
12003,9279,377,1295,199906,1251905
12005,102052,4533,13175,2041244,9342201
12007,10352,341,1183,195834,1073093
12009,285366,19336,21417,8261348,18395495
12011,834041,43614,21301,20076333,15085528
12013,5366,345,611,224654,504857
12015,104581,4507,16277,2155832,11156888
12017,79723,5334,6429,2657648,5802224
12019,79502,2691,7363,1095274,6088793
12021,204675,6416,25687,2951896,17849616
12023,25254,1394,3113,743658,2418442
12027,12570,145,2283,46948,1694238
12029,6043,466,1725,231988,1898408
12031,422783,13190,25114,6832789,18779831
12033,146546,7716,13170,4256881,11621469
12035,49429,2754,5670,1049477,4612438
12037,5278,536,915,378118,820684
12039,18643,1331,1155,790203,937993
12041,6973,523,913,357852,819680
12043,5379,100,3031,35936,1420939
12045,8456,316,2377,198547,1983992
12047,4710,333,404,237850,321065
12049,10273,132,3345,25994,2576298
12051,13015,113,2525,73650,1897848
12053,85793,995,10553,305574,6133342
12055,59994,1508,9503,470252,6874538
12057,562876,16448,56276,6882117,37559509
12059,8992,310,1555,144550,1292960
12061,84585,4041,9642,1870541,7967349
12063,20850,1200,2594,685860,2293797
12065,6171,229,642,157812,513503
12067,1953,283,37,206205,27155
12069,155368,7100,21018,3001809,15481212
12071,371783,14995,50925,5704445,30785290
12073,125116,3211,8012,1910549,7366159
12075,18472,973,2652,486493,2333663
12077,2161,301,71,156492,73708
12079,10230,386,3967,187152,4153702
12081,183852,5102,20779,2011633,16144075
12083,169573,11470,14185,5271727,11541671
12085,81553,3759,6131,1738031,4929094
12086,970390,33402,31912,13682838,19505293
12087,45784,2039,4532,1251003,3367277
12089,43545,1901,11360,979722,11022103
12091,100637,4219,9364,2075479,8117556
12093,18420,668,2301,315012,1838630
12095,485545,23910,26792,8171895,19483831
12097,127463,8491,18333,3179425,13756558
12099,686250,40495,31316,20194603,24517879
12101,239696,7280,24196,3070368,15358859
12103,510820,30174,21564,13387963,17349070
12105,303287,9358,43480,3677950,32770128
12107,38173,1693,10546,831852,10720052
12109,94903,3773,11634,1675892,8472527
12111,141778,11276,12981,4102524,9242931
12113,69593,3174,7310,1870482,6864817
12115,238542,9636,21977,3126584,16331324
12117,182683,7142,8822,2945855,6888329
12119,46321,2360,5505,787663,3920089
12121,22482,1895,2134,1122400,1627419
12123,8894,737,795,458284,679967
12125,4414,140,479,93633,395887
12127,256885,13329,16549,5588677,12811088
12129,11805,721,822,274166,630790
12131,43294,1799,7170,861976,5806864
12133,10588,784,1266,414189,1005005
13001,8487,1070,582,714366,388743
13003,3280,141,1338,47923,1289343
13005,4968,543,331,306792,250203
13007,850,4,129,2069,99982
13009,21801,1597,2040,1043951,1612805
13011,7076,347,891,238948,663585
13013,28864,979,3426,483641,2584209
13015,41665,1310,3930,729653,2966021
13017,8455,542,953,321476,745166
13019,9790,523,3135,259794,1978983
13021,75519,6231,4232,3882789,3135283
13023,8194,386,3594,201812,3113827
13025,3707,355,2171,178773,201959
13027,7114,619,747,316503,546923
13029,11858,439,800,197415,524676
13031,27973,1454,1940,734873,1486755
13033,10121,800,1023,445392,705265
13035,9235,704,636,370936,426765
13037,2037,141,638,53133,573579
13039,21888,1139,2797,530904,1771290
13043,3941,535,160,237883,83853
13045,48487,2792,4273,1387813,3532611
13047,26870,1006,1231,501700,884688
13049,3790,263,701,178377,303430
13051,120337,4837,7951,2517539,5533888
13053,3400,298,228,127685,174518
13055,10903,583,791,390455,586868
13057,89731,1911,9181,906020,6689221
13059,52947,2266,3326,993797,2438920
13061,1040,88,278,43371,254256
13063,112610,6178,5995,2783094,4681889
13065,3342,272,703,131771,738797
13067,294317,10382,14171,3791967,9953961
13069,17191,1604,1376,817290,1305599
13071,19377,1090,2424,579990,1846683
13073,48130,1413,3742,630133,2474463
13075,7293,596,1074,322495,923457
13077,48703,1497,2406,793280,1982272
13079,4718,307,395,156867,266956
13081,10352,692,822,415450,594772
13083,6588,398,666,257400,534414
13085,10002,613,1225,489825,1124423
13087,13178,545,1450,363182,1148093
13089,308793,11948,12393,5856975,7624882
13091,8980,445,1419,325571,984905
13093,3529,397,287,276813,181684
13095,43413,1961,3175,1105980,2903996
13097,55698,2116,5215,729154,4112448
13099,5915,518,1335,344612,1339166
13101,1167,131,23,67367,8671
13103,18956,711,1505,338895,928448
13105,9099,518,535,332981,384102
13107,10098,928,1196,603103,675198
13109,4041,217,262,129841,190832
13111,10742,1157,946,728451,723960
13113,42211,919,2126,504415,1832106
13115,42024,2824,2926,1302432,2228796
13117,73997,1250,12365,719462,9955148
13119,10449,874,917,644783,743724
13121,436472,21458,30793,13990193,20637931
13123,13326,982,897,879377,701885
13125,1451,218,94,128934,56200
13127,42108,2144,4676,1457651,3700813
13129,22622,1059,1624,604362,1357604
13131,11777,605,1463,378368,1238677
13133,8452,457,737,256247,632461
13135,309668,6399,19044,2579884,13254275
13137,17217,827,1599,563828,1224594
13139,72374,2356,7873,1311796,6228812
13141,6070,203,2536,139297,2616546
13143,13052,967,1248,575417,828547
13145,12314,262,1186,126322,862028
13147,12924,621,1493,409701,942756
13149,4827,278,491,192279,179748
13151,86300,2733,12035,1020533,9663099
13153,63642,2776,6182,1265022,4784769
13155,4270,306,438,218191,344374
13157,29760,1137,6255,743700,5311166
13159,6104,156,762,90824,527919
13161,6195,560,567,334838,396665
13163,6900,755,979,490410,774961
13165,3911,443,382,237066,246399
13167,4239,158,1803,41163,564924
13169,11731,384,1477,183997,1145732
13171,7711,442,440,265760,351373
13173,3383,279,383,199526,254998
13175,23183,1409,2714,813038,2044102
13177,11407,275,713,133843,478905
13179,25381,1523,1925,630988,1185787
13181,3875,153,415,102873,284316
13183,2520,5,1745,2583,184020
13185,49194,2102,6302,1182560,4745681
13187,12372,907,635,630953,383964
13189,9709,958,374,502387,277245
13191,4652,89,1958,36493,518304
13193,4115,471,428,326852,364760
13195,11507,593,959,322206,689158
13197,3714,313,937,141469,912644
13199,9134,521,1015,382343,751645
13201,3089,159,456,64614,401057
13205,9867,584,1165,345941,1051660
13207,10474,646,797,412659,521737
13209,3043,288,375,175396,224203
13211,7716,197,849,137859,664647
13213,16154,1091,1081,651548,683691
13215,86266,4563,3956,2553173,3094477
13217,42712,1801,5057,752295,3627848
13219,14555,249,2662,112324,2084243
13221,5721,226,608,143412,408807
13223,58236,1581,7863,748959,5954901
13225,11231,489,1258,239660,848611
13227,16184,518,1717,239013,1591442
13229,8401,494,789,241908,437459
13231,6498,284,644,176611,351462
13233,17461,564,1064,369287,804430
13235,3478,282,322,195647,205641
13237,11897,940,1013,581970,831050
13239,1589,150,220,89416,182815
13241,8186,619,641,454434,436958
13243,4542,224,2173,48111,580224
13245,93219,6819,5548,3787507,4556520
13247,35033,1264,2745,559148,2145532
13249,1429,73,297,30247,278051
13251,6335,658,347,386854,256877
13253,4527,147,930,91938,829897
13255,28199,1627,2085,819833,1479140
13257,23481,1165,11622,683139,4992785
13259,1412,165,115,116871,87992
13261,14186,856,1787,415693,1318619
13263,1847,143,194,67613,146607
13265,1002,33,255,21882,223268
13267,7532,729,1145,420567,514840
13269,2761,417,633,201183,621639
13271,3229,360,207,239092,122675
13273,4327,467,278,303639,234017
13275,20642,1222,2159,770203,1896393
13277,17111,505,1745,272436,1269164
13279,12273,1068,756,607296,434694
13281,6782,887,935,644549,630781
13283,4287,197,2005,58475,867449
13285,28684,1481,1609,948755,1333557
13287,4161,430,569,316933,479972
13289,4163,235,697,99125,426442
13291,11671,1491,410,1108093,287773
13293,12783,608,566,380204,497925
13295,30165,1930,2066,1059945,1579245
13297,36142,1260,5261,592805,4208679
13299,17304,1494,1375,1094912,1160589
13301,3950,252,1656,160683,1409706
13303,9082,707,888,358936,577383
13305,14135,1405,1101,881802,560558
13307,675,117,60,84463,38232
13309,929,136,54,100436,35973
13311,11765,1012,1354,666069,1070663
13313,39757,2313,2523,1069832,1709108
13315,2864,332,238,279129,141905
13317,5390,393,1065,275641,608159
13319,4004,341,560,224617,387703
13321,9934,591,1451,361583,1334675
15001,48835,2850,4725,1846307,3715907
15003,341283,8441,18899,3919192,15719560
15005,0,0,0,0,0
15007,15126,114,1769,99705,1559659
15009,52515,398,6906,234836,6199591
16001,161728,3310,9228,1175557,5822104
16003,891,2,146,1956,60122
16005,31913,1147,1293,670521,917176
16007,2099,184,151,108298,117603
16009,3188,92,349,29959,247736
16011,14057,206,676,63573,371506
16013,2098,0,247,0,139725
16015,3141,0,620,0,465236
16017,14556,127,1973,44960,1175044
16019,38899,879,2006,331093,1413776
16021,5068,0,2454,0,988453
16023,859,0,139,0,89851
16025,122,0,12,0,5852
16027,68780,1332,4126,469219,2299039
16029,2518,178,308,73859,259274
16031,7286,207,367,120755,274646
16033,103,0,34,0,19583
16035,2314,0,252,0,173332
16037,829,0,276,0,188867
16039,11269,731,1242,302567,1159364
16041,4025,48,275,20700,199718
16043,3584,99,313,48211,256445
16045,6817,164,341,84661,225443
16047,4923,76,346,30080,203957
16049,7333,178,2840,86108,1970345
16051,7743,36,688,14140,446260
16053,7800,89,553,43770,360493
16055,56643,402,3374,177581,2210127
16057,14361,227,792,107611,597751
16059,3311,180,278,92141,182672
16061,820,2,87,1601,79063
16063,1293,0,92,0,55916
16065,11278,95,1021,30992,903609
16067,7197,119,338,84911,244457
16069,16349,396,268,228136,181968
16071,1820,97,211,66637,177312
16073,2796,0,392,0,310440
16075,8604,144,557,59349,439181
16077,2755,97,256,47150,192431
16079,3693,315,642,214101,430438
16081,2301,0,1058,0,259659
16083,29940,404,1524,175457,964845
16085,1708,0,406,0,262713
16087,4115,75,302,33104,251227
17001,30068,922,2306,549067,1988826
17003,4696,448,1507,364797,1571812
17005,6975,147,738,70080,496280
17007,21631,297,2805,95260,2335642
17009,2334,74,194,40641,174083
17011,14444,307,3213,179984,2750057
17013,1814,6,278,2205,200141
17015,8509,453,1675,277801,1517108
17017,5936,184,892,118842,750268
17019,84925,1696,6396,847202,4247587
17021,14621,581,1312,351983,756821
17023,7535,261,708,144344,539926
17025,7878,126,2279,72295,2390670
17027,13860,341,1202,150930,960400
17029,22912,837,1034,464224,765968
17031,2040024,94908,52764,42083868,31949213
17033,8628,428,636,225215,477647
17035,4333,3,535,705,372559
17037,44424,512,6526,223677,5763604
17039,7481,357,2576,198609,749216
17041,8185,275,621,154653,477797
17043,354065,8020,8516,2981685,6320711
17045,8150,394,603,228706,457273
17047,3212,90,311,52949,244042
17049,14550,249,785,120733,568839
17051,8120,277,795,157277,631021
17053,5698,227,492,124703,389914
17055,17801,831,1222,494873,850318
17057,15882,571,2757,303395,2431635
17059,1683,0,406,0,328736
17061,5894,445,329,270069,257545
17063,19368,257,1555,124246,1256657
17065,3733,103,584,69550,492392
17067,8518,262,1346,169945,1130114
17069,1177,0,255,0,207527
17071,2854,0,1188,0,1123590
17073,22476,669,2654,429759,2349317
17075,11155,207,1507,107898,1057339
17077,28749,1119,2967,570658,2143542
17079,4241,128,349,83618,265097
17081,17676,575,1550,341731,1232351
17083,12690,193,3832,87400,4111889
17085,12555,407,2627,265084,2263143
17087,5217,1,912,769,682490
17089,182250,4668,12036,1841682,9495915
17091,47324,1385,4610,691798,3880552
17093,44303,250,7385,81918,5834579
17095,24068,1045,2910,573724,2650111
17097,272022,8090,14859,3157443,12972129
17099,50640,1649,4971,924667,3788800
17101,6645,301,418,203974,264573
17103,15126,439,2014,234071,1409358
17105,15726,367,2326,184831,1961639
17107,11962,476,1559,280968,1328735
17109,14650,413,1846,211469,1625699
17111,123647,1894,11070,646749,8688270
17113,72101,1521,9119,777470,8615829
17115,52073,3213,3588,1734245,2806174
17117,21000,730,1794,391174,1105950
17119,118412,5409,4628,3120749,3441012
17121,19070,835,2061,566360,1595509
17123,6410,112,2127,44928,2176754
17125,6992,198,1364,99378,996952
17127,7364,265,849,156553,550402
17129,7994,80,3361,43764,3533058
17131,6495,76,1271,34540,1116542
17133,13460,160,879,89559,727589
17135,11713,498,891,272293,654021
17137,15710,663,1466,317288,1026098
17139,5310,123,390,66825,309906
17141,23122,514,3072,227049,2764755
17143,85390,4551,4796,2052179,3599484
17145,9166,455,775,252937,553126
17147,6068,102,755,46720,501734
17149,9390,216,3699,128771,3653321
17151,1281,0,224,0,141617
17153,2747,120,491,94614,412675
17155,3331,0,1761,0,1600416
17157,12805,422,1222,218045,991769
17159,7493,358,469,212105,357931
17161,66479,2461,3141,1214548,2489017
17163,120688,6523,8927,3663038,7148330
17165,12264,381,1268,229384,970731
17167,93285,4377,7230,2283790,5310167
17169,3278,90,393,54440,349532
17171,2460,43,575,35218,414732
17173,8459,216,997,112829,883070
17175,2980,50,1160,31977,1212852
17177,22523,1334,2381,753708,2178707
17179,59073,1212,5909,680336,4758055
17181,7160,136,753,83907,520378
17183,34955,2070,2146,1302347,1354341
17185,5591,214,478,113655,359857
17187,7814,278,1014,156307,788717
17189,5696,76,554,23815,374763
