"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month","Year"
"Lewiston-Auburn","ME MSA",1011,1011,0,0,0,2,2000
"Lexington","KY MSA",29618,27968,450,1200,0,2,2000
"Lima","OH MSA",787,787,0,0,0,2,2000
"Lincoln","NE MSA",12525,10388,212,0,1925,2,2000
"Little Rock-North Little Rock","AR MSA",31736,30306,1100,330,0,2,2000
"Longview-Marshall","TX MSA",2907,2907,0,0,0,2,2000
"Los Angeles-Riverside- Orange County","CA CMSA",601486,495337,4564,12294,89291,2,2000
"Louisville","KY-IN MSA",53777,48670,60,461,4586,2,2000
"Lubbock","TX MSA",5973,5441,114,115,303,2,2000
"Lynchburg","VA MSA",9908,9768,140,0,0,2,2000
"Macon","GA MSA",13411,13411,0,0,0,2,2000
"Madison","WI MSA",34163,19788,3206,2567,8602,2,2000
"Mansfield","OH MSA",3031,2718,0,150,163,2,2000
"McAllen-Edinburg-Mission","TX MSA",18956,17371,370,468,747,2,2000
"Medford-Ashland","OR MSA",10126,9836,132,158,0,2,2000
"Melbourne-Titusville-Palm Bay","FL MSA",34867,34359,312,196,0,2,2000
"Memphis","TN-AR-MS MSA",70636,63799,4764,0,2073,2,2000
"Merced","CA MSA",7257,7257,0,0,0,2,2000
"Miami-Fort Lauderdale","FL CMSA",219301,131416,1335,420,86130,2,2000
"Milwaukee-Racine","WI CMSA",55198,49401,3361,409,2027,2,2000
"Minneapolis-St. Paul","MN-WI MSA",229275,178127,5400,3135,42613,2,2000
"Missoula","MT MSA",3331,1537,675,0,1119,2,2000
"Mobile","AL MSA",40053,34871,760,0,4422,2,2000
"Modesto","CA MSA",22871,22465,177,0,229,2,2000
"Monroe","LA MSA",4998,4950,48,0,0,2,2000
"Montgomery","AL MSA",12042,11886,0,0,156,2,2000
"Muncie","IN MSA",1403,1403,0,0,0,2,2000
"Myrtle Beach","SC MSA",28477,19224,257,461,8535,2,2000
"Naples","FL MSA",69165,43173,80,8017,17895,2,2000
"Nashville","TN MSA",111181,95127,1194,526,14334,2,2000
"New London-Norwich","CT-RI MSA",6442,6442,0,0,0,2,2000
"New Orleans","LA MSA",32912,31909,0,206,797,2,2000
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",386533,287152,22162,4192,73027,2,2000
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",66771,61891,1270,0,3610,2,2000
"Ocala","FL MSA",29021,29021,0,0,0,2,2000
"Odessa-Midland","TX MSA",9459,2599,0,0,6860,2,2000
"Oklahoma City","OK MSA",69947,48701,1278,0,19968,2,2000
"Omaha","NE-IA MSA",37789,24573,0,0,13216,2,2000
"Orlando","FL MSA",162942,127132,374,571,34865,2,2000
"Owensboro","KY MSA",4945,2428,0,0,2517,2,2000
"Panama City","FL MSA",6405,6405,0,0,0,2,2000
"Parkersburg-Marietta","WV-OH MSA",872,752,0,120,0,2,2000
"Pensacola","FL MSA",22346,21533,813,0,0,2,2000
"Peoria-Pekin","IL MSA",8429,7808,221,0,400,2,2000
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",154788,143206,3090,1270,7222,2,2000
"Phoenix-Mesa","AZ MSA",412394,344923,1020,6371,60080,2,2000
"Pine Bluff","AR MSA",430,430,0,0,0,2,2000
"Pittsburgh","PA MSA",49180,34181,159,359,14481,2,2000
"Pittsfield","MA MSA",0,0,0,0,0,2,2000
"Pocatello","ID MSA",401,401,0,0,0,2,2000
"Portland","ME MSA",10876,10876,0,0,0,2,2000
"Portland-Salem","OR-WA CMSA",159985,117875,2519,3682,35909,2,2000
"Providence-Fall River- Warwick","RI-MA MSA",17768,16664,258,846,0,2,2000
"Provo-Orem","UT MSA",28929,27754,975,0,200,2,2000
"Pueblo","CO MSA",7709,7109,0,0,600,2,2000
"Punta Gorda","FL MSA",11167,10119,133,286,629,2,2000
"Raleigh-Durham-Chapel Hill","Hill NC MSA",198577,163407,1581,1276,32313,2,2000
"Rapid City","SD MSA",3322,2231,0,212,879,2,2000
"Reading","PA MSA",7083,7003,80,0,0,2,2000
"Redding","CA MSA",5495,5495,0,0,0,2,2000
"Reno","NV MSA",22128,20855,0,0,1273,2,2000
"Richland-Kennewick-Pasco","WA MSA",7024,7024,0,0,0,2,2000
"Richmond-Petersburg","VA MSA",51500,51007,0,0,493,2,2000
"Roanoke","VA MSA",12688,7453,128,0,5107,2,2000
"Rochester","MN MSA",7729,6163,219,330,1017,2,2000
"Rochester","NY MSA",22188,20573,0,0,1615,2,2000
"Rockford","IL MSA",11917,9332,470,1665,450,2,2000
"Rocky Mount","NC MSA",3310,3310,0,0,0,2,2000
"Sacramento-Yolo","CA CMSA",149460,113381,353,0,35726,2,2000
"Saginaw-Bay City-Midland","MI MSA",4591,3918,340,333,0,2,2000
"St. Cloud","MN MSA",4390,3749,0,0,641,2,2000
"St. Joseph","MO MSA",1549,1156,109,122,162,2,2000
"St. Louis","MO-IL MSA",97400,93114,2217,526,1543,2,2000
"Salinas","CA MSA",26495,26408,87,0,0,2,2000
"Salt Lake City-Ogden","UT MSA",71492,67864,1147,612,1869,2,2000
"San Angelo","TX MSA",3013,2868,145,0,0,2,2000
"San Antonio","TX MSA",75427,59882,585,231,14729,2,2000
"San Diego","CA MSA",149614,124798,672,793,23351,2,2000
"San Francisco-Oakland-San Jose","CA CMSA",269449,207629,778,6426,54616,2,2000
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",13956,13956,0,0,0,2,2000
"Santa Barbara-Santa Maria- Lompoc","CA MSA",11607,8078,0,0,3529,2,2000
"Santa Fe","NM MSA",4327,4327,0,0,0,2,2000
"Sarasota-Bradenton","FL MSA",62430,55938,755,254,5483,2,2000
"Savannah","GA MSA",19686,14980,167,0,4539,2,2000
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",2162,1962,0,200,0,2,2000
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",226929,157520,5193,3412,60804,2,2000
"Sharon","PA MSA",1005,1005,0,0,0,2,2000
"Sheboygan","WI MSA",1210,676,156,0,378,2,2000
"Sherman-Denison","TX MSA",546,546,0,0,0,2,2000
"Shreveport-Bossier City","LA MSA",10765,10765,0,0,0,2,2000
"Sioux City","IA-NE MSA",1328,1328,0,0,0,2,2000
"Sioux Falls","SD MSA",10432,8397,300,220,1515,2,2000
"South Bend","IN MSA",9025,7125,200,0,1700,2,2000
"Spokane","WA MSA",8478,7983,292,203,0,2,2000
"Springfield","IL MSA",6076,5659,417,0,0,2,2000
"Springfield","MO MSA",23058,21248,330,0,1480,2,2000
"Springfield","MA MSA",2178,2178,0,0,0,2,2000
"State College","PA MSA",2425,2315,110,0,0,2,2000
"Steubenville-Weirton","OH-WV MSA",62,62,0,0,0,2,2000
"Stockton-Lodi","CA MSA",38978,38740,0,238,0,2,2000
"Sumter","SC MSA",2639,2261,229,0,149,2,2000
"Syracuse","NY MSA",4319,4217,102,0,0,2,2000
"Tallahassee","FL MSA",23487,13370,232,0,9885,2,2000
"Tampa-St. Petersburg- Clearwater","FL MSA",135421,102653,3063,2447,27258,2,2000
"Terre Haute","IN MSA",2235,2235,0,0,0,2,2000
"Texarkana  TX-Texarkana "," AR MSA",2126,2126,0,0,0,2,2000
"Toledo","OH MSA",12097,11193,154,0,750,2,2000
"Topeka","KS MSA",4264,4164,100,0,0,2,2000
"Tucson","AZ MSA",72993,71757,1236,0,0,2,2000
"Tulsa","OK MSA",33908,33635,0,0,273,2,2000
"Tuscaloosa","AL MSA",7407,7407,0,0,0,2,2000
"Tyler","TX MSA",4673,4442,0,0,231,2,2000
"Utica-Rome","NY MSA",396,396,0,0,0,2,2000
"Victoria","TX MSA",2282,2282,0,0,0,2,2000
"Visalia-Tulare-Porterville","CA MSA",8704,8704,0,0,0,2,2000
"Waco","TX MSA",7798,7048,0,0,750,2,2000
"Washington-Baltimore","DC-MD- VA-WV CMSA",350180,327857,80,265,21978,2,2000
"Waterloo-Cedar Falls","IA MSA",1898,1898,0,0,0,2,2000
"Wausau","WI MSA",3441,2833,128,480,0,2,2000
"West Palm Beach-Boca Raton","Raton FL MSA",75702,70509,481,0,4712,2,2000
"Wheeling","WV-OH MSA",0,0,0,0,0,2,2000
"Wichita","KS MSA",14737,14530,207,0,0,2,2000
"Wichita Falls","TX MSA",1304,1304,0,0,0,2,2000
"Wilmington","NC MSA",21139,20741,152,0,246,2,2000
"Yakima","WA MSA",3020,2726,74,0,220,2,2000
"York","PA MSA",11678,11388,290,0,0,2,2000
"Youngstown-Warren","OH MSA",10081,8329,560,652,540,2,2000
"Yuba City","CA MSA",2340,2171,169,0,0,2,2000
"Yuma","AZ MSA",8509,8432,77,0,0,2,2000
"Abilene","TX MSA",3234,3234,0,0,0,3,2000
"Albany","GA MSA",7198,5333,286,0,1579,3,2000
"Albany-Schenectady-Troy","NY MSA",24931,21794,200,0,2937,3,2000
"Albuquerque","NM MSA",49595,49438,0,0,157,3,2000
"Alexandria","LA MSA",3070,3070,0,0,0,3,2000
"Allentown-Bethlehem-Easton","PA MSA",23682,20490,0,268,2924,3,2000
"Altoona","PA MSA",460,460,0,0,0,3,2000
"Amarillo","TX MSA",6249,6249,0,0,0,3,2000
"Anchorage","AK MSA",12067,11537,530,0,0,3,2000
"Anniston","AL MSA",1817,1413,0,0,404,3,2000
"Appleton-Oshkosh-Neenah","WI MSA",24271,21685,1254,0,1332,3,2000
"Asheville","NC MSA",16762,13681,100,0,2981,3,2000
"Athens","GA MSA",8638,8564,74,0,0,3,2000
"Atlanta","GA MSA",607345,558791,603,2911,45040,3,2000
"Augusta-Aiken","GA-SC MSA",23397,22964,0,38,395,3,2000
"Austin-San Marcos","TX MSA",135901,106495,349,186,28871,3,2000
"Bakersfield","CA MSA",29168,28730,83,355,0,3,2000
"Bangor","ME MSA",813,813,0,0,0,3,2000
"Barnstable-Yarmouth","MA MSA",18034,17617,0,417,0,3,2000
"Baton Rouge","LA MSA",17093,10194,0,0,6899,3,2000
"Beaumont-Port Arthur","TX MSA",3786,3786,0,0,0,3,2000
"Bellingham","WA MSA",13181,12587,401,0,193,3,2000
"Benton Harbor","MI MSA",1162,1162,0,0,0,3,2000
"Billings","MT MSA",7174,7174,0,0,0,3,2000
"Biloxi-Gulfport-Pascagoula","MS MSA",20617,20506,111,0,0,3,2000
"Binghamton","NY MSA",2116,2116,0,0,0,3,2000
"Birmingham","AL MSA",63931,62299,0,211,1421,3,2000
"Bismarck","ND MSA",7027,6779,248,0,0,3,2000
"Bloomington","IN MSA",6934,5676,270,518,470,3,2000
"Bloomington-Normal","IL MSA",8797,8289,235,273,0,3,2000
"Boise City","ID MSA",66731,62576,1001,2345,809,3,2000
"Boston-Worcester-Lawrence","Boston-Worcester-Lawrence MA-NH-ME-CT CMSA",229446,188851,3536,2398,34661,3,2000
"Brownsville-Harlingen-San Benito","TX MSA",16777,15940,837,0,0,3,2000
"Bryan-College Station","TX MSA",11788,9508,955,0,1325,3,2000
"Buffalo-Niagara Falls","NY MSA",16894,15725,0,0,1169,3,2000
"Burlington","VT MSA",6946,6946,0,0,0,3,2000
"Canton-Massillon","OH MSA",17989,17445,544,0,0,3,2000
"Casper","WY MSA",1340,1340,0,0,0,3,2000
"Cedar Rapids","IA MSA",15744,8856,1107,847,4934,3,2000
"Champaign-Urbana","IL MSA",5190,5028,162,0,0,3,2000
"Charleston-North Charleston","SC MSA",64486,57538,849,160,5939,3,2000
"Charleston","WV MSA",5295,4900,0,0,395,3,2000
"Charlotte-Gastonia-Rock Hill","NC-SC MSA",289706,233186,983,1141,54396,3,2000
"Charlottesville","VA MSA",15155,14533,341,0,281,3,2000
"Chattanooga","TN-GA MSA",25307,24584,428,52,243,3,2000
"Cheyenne","WY MSA",4971,4971,0,0,0,3,2000
"Chicago-Gary-Kenosha","IL-IN- WI CMSA",482041,448360,3866,8436,21379,3,2000
"Chico-Paradise","CA MSA",8712,8712,0,0,0,3,2000
"Cincinnati-Hamilton","OH-KY- IN CMSA",137418,123088,1107,1629,11594,3,2000
"Clarksville-Hopkinsville","TN-KY MSA",7999,7379,60,0,560,3,2000
"Cleveland-Akron","OH CMSA",164654,155172,1654,2247,5581,3,2000
"Colorado Springs","CO MSA",58222,57792,0,430,0,3,2000
"Columbia","MO MSA",8354,7596,758,0,0,3,2000
"Columbia","SC MSA",46298,37735,0,0,8563,3,2000
"Columbus","GA-AL MSA",12765,12765,0,0,0,3,2000
"Columbus","OH MSA",144058,123578,225,7224,13031,3,2000
"Corpus Christi","TX MSA",10470,9766,99,249,356,3,2000
"Cumberland","MD-WV MSA",1423,1423,0,0,0,3,2000
"Dallas-Fort Worth","TX CMSA",509141,497027,626,275,11213,3,2000
"Danville","VA MSA",3160,3060,100,0,0,3,2000
"Davenport-Moline-Rock Island","IA-IL MSA",9213,8341,872,0,0,3,2000
"Dayton-Springfield","OH MSA",34193,27580,230,786,5597,3,2000
"Daytona Beach","FL MSA",57277,44319,0,156,12802,3,2000
"Decatur","Al MSA",5014,4909,0,0,105,3,2000
"Decatur","IL MSA",4115,2615,0,0,1500,3,2000
"Denver-Boulder-Greeley","CO CMSA",338135,280854,2581,1999,52701,3,2000
"Des Moines","IA MSA",38957,38109,0,390,458,3,2000
"Detroit-Ann Arbor-Flint","MI CMSA",331882,307714,3269,4392,16507,3,2000
"Dothan","AL MSA",1903,1903,0,0,0,3,2000
"Dover","DE MSA",8827,8827,0,0,0,3,2000
"Dubuque","IA MSA",4054,3667,162,225,0,3,2000
"Duluth-Superior","MN-WI MSA",4597,4124,242,0,231,3,2000
"Eau Claire","WI MSA",12220,10865,725,630,0,3,2000
"El Paso","TX MSA",15105,13362,0,0,1743,3,2000
"Elkhart-Goshen","IN MSA",11612,11612,0,0,0,3,2000
"Elmira","NY MSA",571,571,0,0,0,3,2000
"Enid","OK MSA",930,930,0,0,0,3,2000
"Erie","PA MSA",5187,5187,0,0,0,3,2000
"Eugene-Springfield","OR MSA",13396,13270,126,0,0,3,2000
"Evansville-Henderson","IN-KY MSA",21604,14240,82,0,7282,3,2000
"Fargo-Moorhead","ND-MN MSA",5116,3876,0,0,1240,3,2000
"Fayetteville","NC MSA",8800,8800,0,0,0,3,2000
"Fayetteville-Springdale- Rogers","AR MSA",19480,18533,675,272,0,3,2000
"Flagstaff","AZ-UT MSA",6181,6181,0,0,0,3,2000
"Florence","AL MSA",1362,1362,0,0,0,3,2000
"Florence","SC MSA",4947,4601,42,0,304,3,2000
"Fort Collins-Loveland","CO MSA",32952,30439,0,873,1640,3,2000
"Fort Myers-Cape Coral","FL MSA",85606,61868,3561,5410,14767,3,2000
"Fort Pierce-Port St. Lucie","FL MSA",42774,30438,187,0,12149,3,2000
"Fort Smith","AR-OK MSA",6595,4449,746,0,1400,3,2000
"Fort Walton Beach","FL MSA",39008,15047,0,151,23810,3,2000
"Fort Wayne","IN MSA",39447,39259,0,0,188,3,2000
"Fresno","CA MSA",30513,30389,124,0,0,3,2000
"Gadsden","AL MSA",734,734,0,0,0,3,2000
"Gainesville","FL MSA",11802,9594,0,0,2208,3,2000
"Glens Falls","NY MSA",4136,3668,0,0,468,3,2000
"Goldsboro","NC MSA",3851,3219,160,472,0,3,2000
"Grand Forks","ND-MN MSA",0,0,0,0,0,3,2000
"Grand Junction","CO MSA",13344,12080,383,421,460,3,2000
"Grand Rapids-Muskegon- Holland","MI MSA",83992,78096,727,429,4740,3,2000
"Great Falls","MT MSA",1969,1237,81,0,651,3,2000
"Green Bay","WI MSA",16608,15680,702,0,226,3,2000
"Greensboro--Winston-Salem-- High Point","NC MSA",113843,112278,344,164,1057,3,2000
"Greenville","NC MSA",13946,10305,206,0,3435,3,2000
"Greenville-Spartanburg- Anderson","SC MSA",55131,53065,522,0,1544,3,2000
"Harrisburg-Lebanon- Carlisle","PA MSA",17354,17354,0,0,0,3,2000
"Hartford","CT MSA",37183,36254,206,200,523,3,2000
"Hattiesburg","MS MSA",1013,1013,0,0,0,3,2000
"Hickory-Morganton-Lenoir","NC MSA",24001,23806,90,105,0,3,2000
"Honolulu","HI MSA",36445,33509,0,0,2936,3,2000
"Houma","LA MSA",5141,4997,144,0,0,3,2000
"Houston-Galveston-Brazoria","Houston-Galveston-Brazoria TX CMSA",371442,366673,1751,753,2265,3,2000
"Huntington-Ashland","WV-KY- OH MSA",653,653,0,0,0,3,2000
"Huntsville","AL MSA",6236,4738,0,0,1498,3,2000
"Indianapolis","IN MSA",205394,186822,2125,1344,15103,3,2000
"Iowa City","IA MSA",14571,7218,493,553,6307,3,2000
"Jackson","MI MSA",434,434,0,0,0,3,2000
"Jackson","MS MSA",19024,18880,144,0,0,3,2000
"Jackson","TN MSA",7849,7849,0,0,0,3,2000
"Jacksonville","FL MSA",83169,80170,0,2999,0,3,2000
"Jacksonville","NC MSA",6654,6654,0,0,0,3,2000
"Jamestown","NY MSA",88,88,0,0,0,3,2000
"Janesville-Beloit","WI MSA",4301,3901,0,225,175,3,2000
"Johnson City-Kingsport- Bristol","TN-VA MSA",9829,9694,135,0,0,3,2000
"Johnstown","PA MSA",525,525,0,0,0,3,2000
"Jonesboro","AR MSA",2282,1898,219,165,0,3,2000
"Joplin","MO MSA",1924,1718,206,0,0,3,2000
"Kalamazoo-Battle Creek","MI MSA",19453,15235,0,0,4218,3,2000
"Kansas City","MO-KS MSA",146150,137220,5684,3246,0,3,2000
"Killeen-Temple","TX MSA",20301,15837,1443,3021,0,3,2000
"Knoxville","TN MSA",37671,35987,238,342,1104,3,2000
"Kokomo","IN MSA",4194,4194,0,0,0,3,2000
"La Crosse","WI-MN MSA",6030,4480,450,0,1100,3,2000
"Lafayette","LA MSA",12613,12613,0,0,0,3,2000
"Lafayette","IN MSA",17030,9961,790,1680,4599,3,2000
"Lake Charles","LA MSA",9264,9017,247,0,0,3,2000
"Lakeland-Winter Haven","FL MSA",34586,26151,0,75,8360,3,2000
"Lancaster","PA MSA",11692,11392,0,0,300,3,2000
"Lansing-East Lansing","MI MSA",15621,15095,350,0,176,3,2000
"Laredo","TX MSA",7740,7491,0,73,176,3,2000
"Las Cruces","NM MSA",7653,7653,0,0,0,3,2000
"Las Vegas","NV-AZ MSA",237472,231320,105,650,5397,3,2000
"Lawrence","KS MSA",7313,5483,570,1260,0,3,2000
"Lawton","OK MSA",2209,2209,0,0,0,3,2000
"Lewiston-Auburn","ME MSA",729,729,0,0,0,3,2000
"Lexington","KY MSA",44270,41651,1319,800,500,3,2000
"Lima","OH MSA",1492,1492,0,0,0,3,2000
"Lincoln","NE MSA",18647,15705,212,0,2730,3,2000
"Little Rock-North Little Rock","AR MSA",26702,26052,650,0,0,3,2000
"Longview-Marshall","TX MSA",1937,1937,0,0,0,3,2000
"Los Angeles-Riverside- Orange County","CA CMSA",804593,669558,5274,6275,123486,3,2000
"Louisville","KY-IN MSA",54126,52334,0,0,1792,3,2000
"Lubbock","TX MSA",10009,8119,1120,770,0,3,2000
"Lynchburg","VA MSA",14870,14489,118,263,0,3,2000
"Macon","GA MSA",13538,13538,0,0,0,3,2000
"Madison","WI MSA",36131,27002,2584,3774,2771,3,2000
"Mansfield","OH MSA",5696,5261,183,252,0,3,2000
"McAllen-Edinburg-Mission","TX MSA",23990,22456,442,583,509,3,2000
"Medford-Ashland","OR MSA",13625,13303,0,322,0,3,2000
"Melbourne-Titusville-Palm Bay","FL MSA",40877,38093,292,196,2296,3,2000
"Memphis","TN-AR-MS MSA",133598,100978,0,0,32620,3,2000
"Merced","CA MSA",14435,14435,0,0,0,3,2000
"Miami-Fort Lauderdale","FL CMSA",172150,135976,785,5322,30067,3,2000
"Milwaukee-Racine","WI CMSA",92488,75284,3871,870,12463,3,2000
"Minneapolis-St. Paul","MN-WI MSA",301965,265709,3321,4435,28500,3,2000
"Missoula","MT MSA",7572,4044,0,0,3528,3,2000
"Mobile","AL MSA",37185,34156,237,0,2792,3,2000
"Modesto","CA MSA",43348,42836,272,240,0,3,2000
"Monroe","LA MSA",5581,5421,160,0,0,3,2000
"Montgomery","AL MSA",11694,11469,0,225,0,3,2000
"Muncie","IN MSA",2668,2462,0,206,0,3,2000
"Myrtle Beach","SC MSA",30617,19298,288,4836,6195,3,2000
"Naples","FL MSA",78558,55070,442,8216,14830,3,2000
"Nashville","TN MSA",119291,115028,1195,587,2481,3,2000
"New London-Norwich","CT-RI MSA",10611,10378,0,0,233,3,2000
"New Orleans","LA MSA",41261,39079,1491,0,691,3,2000
"New York-Northern New Jersey-Long Island","NY-NJ- CT-PA CMSA",507720,411644,20138,12678,63260,3,2000
"Norfolk-Virginia Beach- Newport News","VA-NC MSA",93009,79431,116,1153,12309,3,2000
"Ocala","FL MSA",57062,57062,0,0,0,3,2000
"Odessa-Midland","TX MSA",3181,3181,0,0,0,3,2000
"Oklahoma City","OK MSA",55561,51292,0,1105,3164,3,2000
"Omaha","NE-IA MSA",45501,35998,600,0,8903,3,2000
"Orlando","FL MSA",181994,155888,362,664,25080,3,2000
"Owensboro","KY MSA",2660,2438,0,0,222,3,2000
"Panama City","FL MSA",9090,8741,349,0,0,3,2000
"Parkersburg-Marietta","WV-OH MSA",2072,1192,0,880,0,3,2000
"Pensacola","FL MSA",24134,24018,116,0,0,3,2000
"Peoria-Pekin","IL MSA",15891,15091,0,0,800,3,2000
"Philadelphia-Wilmington- Atlantic City","PA-NJ-DE-MD CMSA",208721,196471,2286,4935,5029,3,2000
"Phoenix-Mesa","AZ MSA",528432,428540,1352,8635,89905,3,2000
"Pine Bluff","AR MSA",845,845,0,0,0,3,2000
"Pittsburgh","PA MSA",68650,58716,1286,422,8226,3,2000
"Pittsfield","MA MSA",0,0,0,0,0,3,2000
"Pocatello","ID MSA",1619,1619,0,0,0,3,2000
"Portland","ME MSA",18731,17852,330,253,296,3,2000
"Portland-Salem","OR-WA CMSA",170560,155924,3591,2657,8388,3,2000
"Providence-Fall River- Warwick","RI-MA MSA",26368,26093,275,0,0,3,2000
"Provo-Orem","UT MSA",37587,33664,1153,520,2250,3,2000
"Pueblo","CO MSA",11675,11388,125,162,0,3,2000
"Punta Gorda","FL MSA",14026,13446,0,0,580,3,2000
"Raleigh-Durham-Chapel Hill","Hill NC MSA",177979,171070,984,338,5587,3,2000
"Rapid City","SD MSA",3146,3146,0,0,0,3,2000
"Reading","PA MSA",9783,8003,0,0,1780,3,2000
"Redding","CA MSA",12537,11743,0,794,0,3,2000
"Reno","NV MSA",28763,28763,0,0,0,3,2000
"Richland-Kennewick-Pasco","WA MSA",14897,14897,0,0,0,3,2000
"Richmond-Petersburg","VA MSA",70713,70178,400,0,135,3,2000
"Roanoke","VA MSA",8653,8653,0,0,0,3,2000
"Rochester","MN MSA",13289,10666,438,660,1525,3,2000
"Rochester","NY MSA",20050,19819,62,169,0,3,2000
"Rockford","IL MSA",15065,13726,446,893,0,3,2000
"Rocky Mount","NC MSA",3802,3737,65,0,0,3,2000
"Sacramento-Yolo","CA CMSA",171346,170922,177,0,247,3,2000
"Saginaw-Bay City-Midland","MI MSA",5962,5270,364,0,328,3,2000
"St. Cloud","MN MSA",11329,11046,0,0,283,3,2000
"St. Joseph","MO MSA",2096,1670,109,122,195,3,2000
"St. Louis","MO-IL MSA",157405,129286,2289,919,24911,3,2000
"Salinas","CA MSA",27220,27220,0,0,0,3,2000
"Salt Lake City-Ogden","UT MSA",93399,85384,1139,1821,5055,3,2000
"San Angelo","TX MSA",2219,2219,0,0,0,3,2000
"San Antonio","TX MSA",91107,88795,1162,0,1150,3,2000
"San Diego","CA MSA",261885,163464,2566,1302,94553,3,2000
"San Francisco-Oakland-San Jose","CA CMSA",312465,265582,2625,3535,40723,3,2000
"San Luis Obispo-Atascadero- Paso Robles","CA MSA",30781,29345,324,669,443,3,2000
"Santa Barbara-Santa Maria- Lompoc","CA MSA",15118,14553,89,107,369,3,2000
"Santa Fe","NM MSA",6185,6185,0,0,0,3,2000
"Sarasota-Bradenton","FL MSA",74768,71281,263,483,2741,3,2000
"Savannah","GA MSA",21572,19209,1804,0,559,3,2000
"Scranton--Wilkes-Barre-- Hazleton","PA MSA",5306,4948,0,358,0,3,2000
"Seattle-Tacoma-Bremerton","Seattle-Tacoma-Bremerton WA CMSA",242880,201069,3930,3849,34032,3,2000
"Sharon","PA MSA",6473,1193,180,0,5100,3,2000
"Sheboygan","WI MSA",1185,1185,0,0,0,3,2000
"Sherman-Denison","TX MSA",1171,1171,0,0,0,3,2000
"Shreveport-Bossier City","LA MSA",10045,10045,0,0,0,3,2000
"Sioux City","IA-NE MSA",2302,2242,60,0,0,3,2000
"Sioux Falls","SD MSA",23880,14971,66,0,8843,3,2000
"South Bend","IN MSA",15348,14412,0,0,936,3,2000
"Spokane","WA MSA",18185,12986,549,0,4650,3,2000
"Springfield","IL MSA",7741,7180,417,0,144,3,2000
"Springfield","MO MSA",34798,30786,1005,307,2700,3,2000
"Springfield","MA MSA",10538,10202,336,0,0,3,2000
"State College","PA MSA",2596,2596,0,0,0,3,2000
"Steubenville-Weirton","OH-WV MSA",721,721,0,0,0,3,2000
"Stockton-Lodi","CA MSA",63850,63850,0,0,0,3,2000
"Sumter","SC MSA",3183,2729,305,0,149,3,2000
"Syracuse","NY MSA",8548,6735,0,0,1813,3,2000
"Tallahassee","FL MSA",20633,17775,930,0,1928,3,2000
"Tampa-St. Petersburg- Clearwater","FL MSA",161103,151695,3359,3110,2939,3,2000
"Terre Haute","IN MSA",2629,2629,0,0,0,3,2000
"Texarkana  TX-Texarkana "," AR MSA",1824,1824,0,0,0,3,2000
"Toledo","OH MSA",22542,17766,895,400,3481,3,2000
"Topeka","KS MSA",7774,7594,180,0,0,3,2000
"Tucson","AZ MSA",94438,90496,728,2834,380,3,2000
"Tulsa","OK MSA",34600,34211,116,0,273,3,2000
"Tuscaloosa","AL MSA",5933,5933,0,0,0,3,2000
"Tyler","TX MSA",5739,5508,0,0,231,3,2000
"Utica-Rome","NY MSA",366,366,0,0,0,3,2000
"Victoria","TX MSA",1123,1123,0,0,0,3,2000
"Visalia-Tulare-Porterville","CA MSA",13913,13913,0,0,0,3,2000
"Waco","TX MSA",5916,5274,82,0,560,3,2000
"Washington-Baltimore","DC-MD- VA-WV CMSA",486540,461319,0,430,24791,3,2000
"Waterloo-Cedar Falls","IA MSA",4200,4200,0,0,0,3,2000
"Wausau","WI MSA",4798,4638,160,0,0,3,2000
"West Palm Beach-Boca Raton","Raton FL MSA",120854,89332,928,2232,28362,3,2000
"Wheeling","WV-OH MSA",296,296,0,0,0,3,2000
"Wichita","KS MSA",14756,14524,232,0,0,3,2000
"Wichita Falls","TX MSA",1651,1651,0,0,0,3,2000
"Wilmington","NC MSA",31653,28289,518,0,2846,3,2000
"Yakima","WA MSA",3299,3079,0,0,220,3,2000
"York","PA MSA",15580,14668,480,200,232,3,2000
"Youngstown-Warren","OH MSA",8276,7284,784,208,0,3,2000
"Yuba City","CA MSA",2943,2943,0,0,0,3,2000
"Yuma","AZ MSA",8324,8324,0,0,0,3,2000
"Abilene","TX MSA",2003,1876,127,0,0,4,2000
"Albany","GA MSA",4692,4692,0,0,0,4,2000
"Albany-Schenectady-Troy","NY MSA",25850,20612,0,300,4938,4,2000
"Albuquerque","NM MSA",41175,41175,0,0,0,4,2000
"Alexandria","LA MSA",2971,2971,0,0,0,4,2000
"Allentown-Bethlehem-Easton","PA MSA",24944,23745,147,328,724,4,2000
"Altoona","PA MSA",561,561,0,0,0,4,2000
"Amarillo","TX MSA",5580,5580,0,0,0,4,2000
"Anchorage","AK MSA",20460,14280,3535,0,2645,4,2000
"Anniston","AL MSA",1788,1209,0,350,229,4,2000
"Appleton-Oshkosh-Neenah","WI MSA",21615,17264,1189,0,3162,4,2000
"Asheville","NC MSA",12603,12303,300,0,0,4,2000
