"City","State","Total","Units_1","Units_2","Units_3.4","Units_5.Inf","Month","Year"
"Atlanta-Sandy Springs-Marietta","GA",731169,677036,1221,4546,48366,2,2006
"Atlantic City","NJ",12179,12011,168,0,0,2,2006
"Auburn-Opelika","AL",17856,17856,0,0,0,2,2006
"Augusta-Richmond County","GA-SC",40808,40808,0,0,0,2,2006
"Austin-Round Rock","TX",229212,183858,6174,0,39180,2,2006
"Bakersfield","CA",65115,52659,989,2070,9397,2,2006
"Baltimore-Towson","MD",110950,97958,157,1503,11332,2,2006
"Bangor","ME",1536,1536,0,0,0,2,2006
"Barnstable Town","MA",15704,14065,0,0,1639,2,2006
"Baton Rouge","LA",42718,40714,0,297,1707,2,2006
"Battle Creek","MI",639,639,0,0,0,2,2006
"Bay City","MI",300,300,0,0,0,2,2006
"Beaumont-Port Arthur","TX",8176,4500,0,0,3676,2,2006
"Bellingham","WA",15810,14669,0,499,642,2,2006
"Bend","OR",75263,69015,648,0,5600,2,2006
"Billings","MT",5598,4853,745,0,0,2,2006
"Binghamton","NY",180,180,0,0,0,2,2006
"Birmingham-Hoover","AL",89327,89021,0,0,306,2,2006
"Bismarck","ND",4046,4046,0,0,0,2,2006
"Bloomington","IN",7986,7179,0,0,807,2,2006
"Bloomington-Normal","IL",6189,5903,0,0,286,2,2006
"Boise City-Nampa","ID",148602,142068,624,5610,300,2,2006
"Boston-Cambridge-Quincy","MA-NH",139112,86302,7646,1749,43415,2,2006
"Boulder","CO",17869,14842,203,0,2824,2,2006
"Bowling Green","KY",13840,12325,115,1400,0,2,2006
"Bremerton-Silverdale","WA",13636,13636,0,0,0,2,2006
"Bridgeport-Stamford-Norwalk","CT",32414,28509,755,0,3150,2,2006
"Brownsville-Harlingen","TX",12651,10601,58,1043,949,2,2006
"Brunswick","GA",15679,13610,176,0,1893,2,2006
"Buffalo-Niagara Falls","NY",12004,12004,0,0,0,2,2006
"Burlington","NC",25634,19305,0,0,6329,2,2006
"Burlington-South Burlington","VT",4483,4483,0,0,0,2,2006
"Canton-Massillon","OH",11404,11165,0,0,239,2,2006
"Cape Coral-Fort Myers","FL",403355,333607,314,250,69184,2,2006
"Carson City","NV",1170,1170,0,0,0,2,2006
"Casper","WY",3979,3979,0,0,0,2,2006
"Cedar Rapids","IA",5751,4794,493,464,0,2,2006
"Champaign-Urbana","IL",15303,10850,0,0,4453,2,2006
"Charleston","WV",4703,4703,0,0,0,2,2006
"Charleston-North Charleston","SC",139477,109437,0,0,30040,2,2006
"Charlotte-Gastonia-Concord","NC-SC",292942,265366,757,408,26411,2,2006
"Charlottesville","VA",23108,20260,257,232,2359,2,2006
"Chattanooga","TN-GA",33445,32959,179,0,307,2,2006
"Cheyenne","WY",7566,6979,0,0,587,2,2006
"Chicago-Naperville-Joliet","IL-IN-WI",630620,449083,5612,20778,155147,2,2006
"Chico","CA",13553,12206,435,912,0,2,2006
"Cincinnati-Middletown","OH-KY-IN",139649,117206,300,437,21706,2,2006
"Clarksville","TN-KY",10746,10746,0,0,0,2,2006
"Cleveland","TN",7679,7554,125,0,0,2,2006
"Cleveland-Elyria-Mentor","OH",74086,72825,225,1036,0,2,2006
"Coeur dAlene","ID",15480,15330,150,0,0,2,2006
"College Station-Bryan","TX",13134,12331,0,0,803,2,2006
"Colorado Springs","CO",77831,73241,355,476,3759,2,2006
"Columbia","MO",22864,16074,6290,500,0,2,2006
"Columbia","SC",66685,63927,108,0,2650,2,2006
"Columbus","GA-AL",20027,17408,166,0,2453,2,2006
"Columbus","IN",3992,3992,0,0,0,2,2006
"Columbus","OH",104008,100141,500,3223,144,2,2006
"Corpus Christi","TX",17911,17831,80,0,0,2,2006
"Corvallis","OR",4210,3646,0,564,0,2,2006
"Cumberland","MD-WV",1935,1935,0,0,0,2,2006
"Dallas-Fort Worth-Arlington","TX",669185,618543,518,0,50124,2,2006
"Dalton","GA",7111,6616,0,232,263,2,2006
"Danville","IL",0,0,0,0,0,2,2006
"Danville","VA",2486,2486,0,0,0,2,2006
"Davenport-Moline-Rock Island","IA-IL",9966,9062,340,0,564,2,2006
"Dayton","OH",27071,26921,0,150,0,2,2006
"Decatur","AL",2822,2822,0,0,0,2,2006
"Decatur","IL",0,0,0,0,0,2,2006
"Deltona-Daytona Beach-Ormond Beach","FL",65325,57870,0,0,7455,2,2006
"Denver-Aurora","CO",358775,255533,3954,0,99288,2,2006
"Des Moines-West Des Moines","IA",49213,38532,453,0,10228,2,2006
"Detroit-Warren-Livonia","MI",114492,103644,1468,329,9051,2,2006
"Dothan","AL",2811,2811,0,0,0,2,2006
"Dover","DE",20238,20238,0,0,0,2,2006
"Dubuque","IA",4620,4423,197,0,0,2,2006
"Duluth","MN-WI",5684,3684,0,239,1761,2,2006
"Durham","NC",79340,79340,0,0,0,2,2006
"Eau Claire","WI",8784,6254,0,490,2040,2,2006
"El Centro","CA",7047,5847,0,0,1200,2,2006
"El Paso","TX",28933,28933,0,0,0,2,2006
"Elizabethtown","KY",5028,5028,0,0,0,2,2006
"Elkhart-Goshen","IN",8325,8325,0,0,0,2,2006
"Elmira","NY",361,361,0,0,0,2,2006
"Erie","PA",1506,1506,0,0,0,2,2006
"Eugene-Springfield","OR",21319,21319,0,0,0,2,2006
"Evansville","IN-KY",15852,14887,0,965,0,2,2006
"Fairbanks","AK",1488,1288,200,0,0,2,2006
"Fargo","ND-MN",1622,1622,0,0,0,2,2006
"Farmington","NM",6459,6459,0,0,0,2,2006
"Fayetteville","NC",39736,39106,146,484,0,2,2006
"Fayetteville-Springdale-Rogers","AR-MO",59917,49117,1652,4648,4500,2,2006
"Flagstaff","AZ",13589,13589,0,0,0,2,2006
"Flint","MI",6995,6995,0,0,0,2,2006
"Florence","SC",3619,3619,0,0,0,2,2006
"Florence-Muscle Shoals","AL",2010,2010,0,0,0,2,2006
"Fond du Lac","WI",1725,1161,564,0,0,2,2006
"Fort Collins-Loveland","CO",32223,29517,1117,373,1216,2,2006
"Fort Smith","AR-OK",4832,4832,0,0,0,2,2006
"Fort Walton Beach-Crestview-Destin","FL",26725,20135,0,0,6590,2,2006
"Fort Wayne","IN",18178,17449,452,277,0,2,2006
"Fresno","CA",41687,33458,534,1099,6596,2,2006
"Gadsden","AL",1644,1644,0,0,0,2,2006
"Gainesville","FL",16904,16904,0,0,0,2,2006
"Gainesville","GA",29849,29849,0,0,0,2,2006
"Glens Falls","NY",2631,2631,0,0,0,2,2006
"Goldsboro","NC",4780,4780,0,0,0,2,2006
"Grand Forks","ND-MN",0,0,0,0,0,2,2006
"Grand Junction","CO",20686,20402,284,0,0,2,2006
"Grand Rapids-Wyoming","MI",22865,21167,0,0,1698,2,2006
"Great Falls","MT",2159,2159,0,0,0,2,2006
"Greeley","CO",51418,50471,108,196,643,2,2006
"Green Bay","WI",8391,7230,433,0,728,2,2006
"Greensboro-High Point","NC",71856,68233,0,0,3623,2,2006
"Greenville","NC",14910,14567,343,0,0,2,2006
"Greenville","SC",60984,59127,0,225,1632,2,2006
"Gulfport-Biloxi","MS",25298,23200,131,270,1697,2,2006
"Hagerstown-Martinsburg","MD-WV",53462,53122,340,0,0,2,2006
"Hanford-Corcoran","CA",8538,8129,0,409,0,2,2006
"Harrisburg-Carlisle","PA",15049,14469,160,420,0,2,2006
"Harrisonburg","VA",9829,9829,0,0,0,2,2006
"Hartford-West Hartford-East Hartford","CT",38199,22607,514,0,15078,2,2006
"Hattiesburg","MS",2851,2851,0,0,0,2,2006
"Hickory-Lenoir-Morganton","NC",21325,21325,0,0,0,2,2006
"Hinesville-Fort Stewart","GA",0,0,0,0,0,2,2006
"Holland-Grand Haven","MI",12466,10705,241,950,570,2,2006
"Honolulu","HI",58512,44576,0,0,13936,2,2006
"Hot Springs","AR",1312,1312,0,0,0,2,2006
"Houma-Bayou Cane-Thibodaux","LA",16520,16520,0,0,0,2,2006
"Houston-Baytown-Sugar Land","TX",562771,550067,2390,1060,9254,2,2006
"Huntington-Ashland","WV-KY-OH",426,426,0,0,0,2,2006
"Huntsville","AL",30731,30731,0,0,0,2,2006
"Idaho Falls","ID",11820,11701,0,119,0,2,2006
"Indianapolis-Carmel","IN",157725,140792,3114,1984,11835,2,2006
"Iowa City","IA",6210,5078,1132,0,0,2,2006
"Ithaca","NY",5436,436,0,0,5000,2,2006
"Jackson","MI",1365,1365,0,0,0,2,2006
"Jackson","MS",37148,35788,0,0,1360,2,2006
"Jackson","TN",8338,8338,0,0,0,2,2006
"Jacksonville","FL",267490,228021,204,850,38415,2,2006
"Jacksonville","NC",20178,17537,100,2100,441,2,2006
"Janesville","WI",4035,2968,504,0,563,2,2006
"Jefferson City","MO",2360,2190,170,0,0,2,2006
"Johnson City","TN",13164,12197,240,429,298,2,2006
"Johnstown","PA",125,125,0,0,0,2,2006
"Jonesboro","AR",3132,2597,0,535,0,2,2006
"Joplin","MO",1140,1140,0,0,0,2,2006
"Kalamazoo-Portage","MI",13769,13194,575,0,0,2,2006
"Kankakee-Bradley","IL",2991,2991,0,0,0,2,2006
"Kansas City","MO-KS",201042,144132,10345,10047,36518,2,2006
"Kennewick-Richland-Pasco","WA",31356,22601,0,1799,6956,2,2006
"Killeen-Temple-Fort Hood","TX",31214,25860,1911,2578,865,2,2006
"Kingsport-Bristol-Bristol","TN-VA",7126,7126,0,0,0,2,2006
"Kingston","NY",4540,4540,0,0,0,2,2006
"Knoxville","TN",106990,45970,590,0,60430,2,2006
"Kokomo","IN",1207,1207,0,0,0,2,2006
"La Crosse","WI-MN",2555,2405,0,150,0,2,2006
"Lafayette","IN",7378,7378,0,0,0,2,2006
"Lafayette","LA",20598,20598,0,0,0,2,2006
"Lake Charles","LA",3302,2989,82,0,231,2,2006
"Lakeland","FL",255136,164984,899,0,89253,2,2006
"Lancaster","PA",11315,10983,0,0,332,2,2006
"Lansing-East Lansing","MI",15663,14495,198,0,970,2,2006
"Laredo","TX",14512,12968,0,0,1544,2,2006
"Las Cruces","NM",34921,34817,104,0,0,2,2006
"Las Vegas-Paradise","NV",356311,308925,0,2078,45308,2,2006
"Lawrence","KS",5276,3602,1429,0,245,2,2006
"Lawton","OK",2290,2290,0,0,0,2,2006
"Lebanon","PA",3897,3897,0,0,0,2,2006
"Lewiston","ID-WA",724,724,0,0,0,2,2006
"Lewiston-Auburn","ME",3130,3130,0,0,0,2,2006
"Lexington-Fayette","KY",41736,39725,0,398,1613,2,2006
"Lima","OH",475,475,0,0,0,2,2006
"Lincoln","NE",17495,14623,331,188,2353,2,2006
"Little Rock-North Little Rock","AR",70882,60421,82,0,10379,2,2006
"Logan","UT-ID",6908,4801,0,334,1773,2,2006
"Longview","TX",3410,3410,0,0,0,2,2006
"Longview","WA",2865,2684,0,0,181,2,2006
"Los Angeles-Long Beach-Santa Ana","CA",584667,306044,6384,17785,254454,2,2006
"Louisville-Jefferson County","KY-IN",61353,59471,132,550,1200,2,2006
"Lubbock","TX",14340,14340,0,0,0,2,2006
"Lynchburg","VA",23323,23323,0,0,0,2,2006
"Macon","GA",7237,7237,0,0,0,2,2006
"Madera","CA",15852,15743,109,0,0,2,2006
"Madison","WI",88265,30062,1879,1325,54999,2,2006
"Manchester-Nashua","NH",15590,15107,184,0,299,2,2006
"Mansfield","OH",1118,818,0,300,0,2,2006
"McAllen-Edinburg-Pharr","TX",72309,67734,628,2722,1225,2,2006
"Medford","OR",17644,15233,446,1560,405,2,2006
"Memphis","TN-MS-AR",116259,115493,0,0,766,2,2006
"Merced","CA",12816,12716,100,0,0,2,2006
"Miami-Fort Lauderdale-Miami Beach","FL",493225,317452,2269,900,172604,2,2006
"Michigan City-La Porte","IN",3256,3256,0,0,0,2,2006
"Midland","TX",4262,4262,0,0,0,2,2006
"Milwaukee-Waukesha-West Allis","WI",61381,57027,1319,1369,1666,2,2006
"Minneapolis-St. Paul-Bloomington","MN-WI",221702,202128,419,948,18207,2,2006
"Missoula","MT",4849,4849,0,0,0,2,2006
"Mobile","AL",22350,22350,0,0,0,2,2006
"Modesto","CA",27269,24584,0,276,2409,2,2006
"Monroe","LA",3782,3731,51,0,0,2,2006
"Monroe","MI",4108,4108,0,0,0,2,2006
"Montgomery","AL",20215,20215,0,0,0,2,2006
"Morgantown","WV",320,320,0,0,0,2,2006
"Morristown","TN",7031,7031,0,0,0,2,2006
"Mount Vernon-Anacortes","WA",8109,7520,0,0,589,2,2006
"Muncie","IN",2494,1983,0,0,511,2,2006
"Muskegon-Norton Shores","MI",1229,989,240,0,0,2,2006
"Myrtle Beach-Conway-North Myrtle Beach","SC",144638,73331,2017,2335,66955,2,2006
"Napa","CA",11949,301,0,77,11571,2,2006
"Naples-Marco Island","FL",134069,81727,0,16763,35579,2,2006
"Nashville-Davidson--Murfreesboro","TN",184099,173785,1123,0,9191,2,2006
"New Haven-Milford","CT",13569,12331,90,0,1148,2,2006
"New Orleans-Metairie-Kenner","LA",58708,57182,0,150,1376,2,2006
"New York-Northern New Jersey-Long Island","NY-NJ-PA",517465,262825,35001,47978,171661,2,2006
"Niles-Benton Harbor","MI",2288,2288,0,0,0,2,2006
"Norwich-New London","CT",6274,6274,0,0,0,2,2006
"Ocala","FL",102920,102920,0,0,0,2,2006
"Ocean City","NJ",41766,14885,4396,1902,20583,2,2006
"Odessa","TX",3640,3640,0,0,0,2,2006
"Ogden-Clearfield","UT",49582,46657,0,996,1929,2,2006
"Oklahoma City","OK",100576,97912,306,525,1833,2,2006
"Olympia","WA",20724,20222,502,0,0,2,2006
"Omaha-Council Bluffs","NE-IA",49572,48626,347,0,599,2,2006
"Orlando","FL",397931,362783,577,16250,18321,2,2006
"Oshkosh-Neenah","WI",4317,3313,386,0,618,2,2006
"Owensboro","KY",2362,2362,0,0,0,2,2006
"Oxnard-Thousand Oaks-Ventura","CA",51445,32663,968,2067,15747,2,2006
"Palm Bay-Melbourne-Titusville","FL",153277,99780,287,3421,49789,2,2006
"Panama City-Lynn Haven","FL",24843,10015,129,850,13849,2,2006
"Parkersburg-Marietta","WV-OH",1800,1800,0,0,0,2,2006
"Pascagoula","MS",12020,11920,0,100,0,2,2006
"Pensacola-Ferry Pass-Brent","FL",23114,21965,0,0,1149,2,2006
"Peoria","IL",11751,10052,729,0,970,2,2006
"Philadelphia-Camden-Wilmington","PA-NJ-DE-MD",173031,148570,845,724,22892,2,2006
"Phoenix-Mesa-Scottsdale","AZ",583579,508939,5235,17032,52373,2,2006
"Pine Bluff","AR",134,134,0,0,0,2,2006
"Pittsburgh","PA",69196,61094,1287,1058,5757,2,2006
"Pittsfield","MA",475,475,0,0,0,2,2006
"Pocatello","ID",1522,1417,105,0,0,2,2006
"Port St. Lucie-Fort Pierce","FL",85007,81145,1349,560,1953,2,2006
"Portland-South Portland-Biddeford","ME",30595,27516,1685,261,1133,2,2006
"Portland-Vancouver-Beaverton","OR-WA",215486,181297,406,4598,29185,2,2006
"Poughkeepsie-Newburgh-Middletown","NY",11702,10530,0,0,1172,2,2006
"Prescott","AZ",48661,48456,205,0,0,2,2006
"Providence-New Bedford-Fall River","RI-MA",31273,27668,1264,472,1869,2,2006
"Provo-Orem","UT",100726,76645,223,4190,19668,2,2006
"Pueblo","CO",15231,14978,253,0,0,2,2006
"Punta Gorda","FL",53458,34149,197,686,18426,2,2006
"Racine","WI",6471,6471,0,0,0,2,2006
"Raleigh-Cary","NC",233118,220263,4520,581,7754,2,2006
"Rapid City","SD",12833,6379,328,0,6126,2,2006
"Reading","PA",9498,8564,309,0,625,2,2006
"Redding","CA",11687,9989,880,818,0,2,2006
"Reno-Sparks","NV",58889,58619,135,135,0,2,2006
"Richmond","VA",115559,113458,0,569,1532,2,2006
"Riverside-San Bernardino-Ontario","CA",715596,614542,4276,4049,92729,2,2006
"Roanoke","VA",19668,19668,0,0,0,2,2006
"Rochester","MN",13053,11462,0,0,1591,2,2006
"Rochester","NY",18059,16702,160,0,1197,2,2006
"Rockford","IL",18583,15778,1660,760,385,2,2006
"Rocky Mount","NC",5656,5368,288,0,0,2,2006
"Rome","GA",5310,4658,303,0,349,2,2006
"Sacramento--Arden-Arcade--Roseville","CA",176196,168872,1514,1234,4576,2,2006
"Saginaw-Saginaw Township North","MI",1191,1191,0,0,0,2,2006
"Salem","OR",17443,15036,109,208,2090,2,2006
"Salinas","CA",22000,20212,0,0,1788,2,2006
"Salisbury","MD",2520,2520,0,0,0,2,2006
"Salt Lake City","UT",84442,80767,198,1718,1759,2,2006
"San Angelo","TX",4917,4917,0,0,0,2,2006
"San Antonio","TX",283154,206556,2309,212,74077,2,2006
"San Diego-Carlsbad-San Marcos","CA",211633,117482,1836,5008,87307,2,2006
"San Francisco-Oakland-Fremont","CA",225828,124939,412,4123,96354,2,2006
"San Jose-Sunnyvale-Santa Clara","CA",74240,58121,0,2734,13385,2,2006
"San Luis Obispo-Paso Robles","CA",22813,20923,0,376,1514,2,2006
"Sandusky","OH",267,0,0,0,267,2,2006
"Santa Barbara-Santa Maria-Goleta","CA",20023,20023,0,0,0,2,2006
"Santa Cruz-Watsonville","CA",5693,5412,0,0,281,2,2006
"Santa Fe","NM",5000,5000,0,0,0,2,2006
"Santa Rosa-Petaluma","CA",35952,31607,0,0,4345,2,2006
"Sarasota-Bradenton-Venice","FL",184361,165277,460,1188,17436,2,2006
"Savannah","GA",45224,45053,0,0,171,2,2006
"Scranton--Wilkes-Barre","PA",3103,3103,0,0,0,2,2006
"Seattle-Tacoma-Bellevue","WA",297633,262653,7449,7175,20356,2,2006
"Sebastian-Vero Beach","FL",84426,78126,0,0,6300,2,2006
"Sheboygan","WI",2909,2909,0,0,0,2,2006
"Sherman-Denison","TX",452,452,0,0,0,2,2006
"Shreveport-Bossier City","LA",27402,27402,0,0,0,2,2006
"Sioux City","IA-NE-SD",2115,2115,0,0,0,2,2006
"Sioux Falls","SD",16980,9212,0,242,7526,2,2006
"South Bend-Mishawaka","IN-MI",8271,7691,0,0,580,2,2006
"Spartanburg","SC",18551,18551,0,0,0,2,2006
"Spokane","WA",32475,23790,0,322,8363,2,2006
"Springfield","IL",2801,1986,340,475,0,2,2006
"Springfield","MA",8465,7894,421,150,0,2,2006
"Springfield","MO",38405,36705,1300,0,400,2,2006
"Springfield","OH",2623,2223,400,0,0,2,2006
"St. Cloud","MN",5285,4970,0,0,315,2,2006
"St. George","UT",34417,32309,321,0,1787,2,2006
"St. Joseph","MO-KS",1287,1287,0,0,0,2,2006
"St. Louis","MO-IL",145906,137794,2231,1100,4781,2,2006
"State College","PA",6131,6131,0,0,0,2,2006
"Stockton","CA",53723,46011,234,0,7478,2,2006
"Sumter","SC",5233,4848,131,254,0,2,2006
"Syracuse","NY",8602,8602,0,0,0,2,2006
"Tallahassee","FL",42671,34983,324,261,7103,2,2006
"Tampa-St. Petersburg-Clearwater","FL",446258,382578,4560,2543,56577,2,2006
"Terre Haute","IN",2443,1571,0,0,872,2,2006
"Texarkana","TX-Texarkana",2010,1880,0,130,0,2,2006
"Toledo","OH",8779,8367,0,412,0,2,2006
"Topeka","KS",11405,11405,0,0,0,2,2006
"Trenton-Ewing","NJ",8926,6966,58,0,1902,2,2006
"Tucson","AZ",128696,119434,932,1383,6947,2,2006
"Tulsa","OK",69175,66873,2041,0,261,2,2006
"Tuscaloosa","AL",22831,21981,0,0,850,2,2006
"Tyler","TX",6728,6312,0,0,416,2,2006
"Utica-Rome","NY",377,377,0,0,0,2,2006
"Valdosta","GA",15701,9167,0,0,6534,2,2006
"Vallejo-Fairfield","CA",12861,12356,0,505,0,2,2006
"Victoria","TX",1226,1226,0,0,0,2,2006
"Vineland-Millville-Bridgeton","NJ",3017,3017,0,0,0,2,2006
"Virginia Beach-Norfolk-Newport News","VA-NC",106555,98886,2057,0,5612,2,2006
"Visalia-Porterville","CA",43063,31697,823,0,10543,2,2006
"Waco","TX",8553,6224,540,170,1619,2,2006
"Warner Robins","GA",21793,17034,0,0,4759,2,2006
"Washington-Arlington-Alexandria","DC-VA-MD-WV",350171,301774,0,0,48397,2,2006
"Waterloo-Cedar Falls","IA",5561,4146,0,0,1415,2,2006
"Wausau","WI",5292,5292,0,0,0,2,2006
"Weirton-Steubenville","WV-OH",120,120,0,0,0,2,2006
"Wenatchee","WA",4124,4124,0,0,0,2,2006
"Wheeling","WV-OH",0,0,0,0,0,2,2006
"Wichita Falls","TX",3751,3751,0,0,0,2,2006
"Wichita","KS",27827,27179,648,0,0,2,2006
"Williamsport","PA",574,574,0,0,0,2,2006
"Wilmington","NC",93802,87764,1529,1089,3420,2,2006
"Winchester","VA-WV",17689,17377,0,0,312,2,2006
"Winston-Salem","NC",40737,40737,0,0,0,2,2006
"Worcester","MA",26087,21622,160,305,4000,2,2006
"Yakima","WA",3702,3702,0,0,0,2,2006
"York-Hanover","PA",24834,23808,204,0,822,2,2006
"Youngstown-Warren-Boardman","OH-PA",6509,6259,250,0,0,2,2006
"Yuba City","CA",15179,14995,184,0,0,2,2006
"Yuma","AZ",19490,19490,0,0,0,2,2006
"Abilene","TX",4707,4377,330,0,0,3,2006
"Akron","OH",25842,24177,200,828,637,3,2006
"Albany","GA",6503,6246,147,110,0,3,2006
"Albany-Schenectady-Troy","NY",38142,26623,0,200,11319,3,2006
"Albuquerque","NM",137943,135909,0,167,1867,3,2006
"Alexandria","LA",10029,10029,0,0,0,3,2006
"Allentown-Bethlehem-Easton","PA-NJ",66607,65732,0,440,435,3,2006
"Altoona","PA",0,0,0,0,0,3,2006
"Amarillo","TX",17358,17358,0,0,0,3,2006
"Ames","IA",5778,4981,0,0,797,3,2006
"Anchorage","AK",30777,17555,5653,474,7095,3,2006
"Anderson","IN",4411,4411,0,0,0,3,2006
"Anderson","SC",17535,17535,0,0,0,3,2006
"Ann Arbor","MI",9618,7882,155,385,1196,3,2006
"Anniston-Oxford","AL",2177,2177,0,0,0,3,2006
"Appleton","WI",12842,11253,413,1176,0,3,2006
"Asheville","NC",85335,82473,332,1897,633,3,2006
"Athens-Clarke County","GA",23654,20049,0,0,3605,3,2006
"Atlanta-Sandy Springs-Marietta","GA",980737,852798,1162,5656,121121,3,2006
"Atlantic City","NJ",20111,18379,513,519,700,3,2006
"Auburn-Opelika","AL",23856,22858,0,0,998,3,2006
"Augusta-Richmond County","GA-SC",46295,46295,0,0,0,3,2006
"Austin-Round Rock","TX",352444,293958,8537,2593,47356,3,2006
"Bakersfield","CA",74143,66463,1000,679,6001,3,2006
"Baltimore-Towson","MD",130674,119018,157,0,11499,3,2006
"Bangor","ME",4293,4293,0,0,0,3,2006
"Barnstable Town","MA",22359,20993,0,0,1366,3,2006
"Baton Rouge","LA",54909,53323,0,297,1289,3,2006
"Battle Creek","MI",1515,1515,0,0,0,3,2006
"Bay City","MI",811,811,0,0,0,3,2006
"Beaumont-Port Arthur","TX",4893,4893,0,0,0,3,2006
"Bellingham","WA",16560,16560,0,0,0,3,2006
"Bend","OR",77246,75816,1430,0,0,3,2006
"Billings","MT",10227,10227,0,0,0,3,2006
"Binghamton","NY",942,942,0,0,0,3,2006
"Birmingham-Hoover","AL",125477,118347,0,357,6773,3,2006
"Bismarck","ND",8304,7062,0,0,1242,3,2006
"Bloomington","IN",8577,8577,0,0,0,3,2006
"Bloomington-Normal","IL",7855,7626,0,0,229,3,2006
"Boise City-Nampa","ID",162693,157898,1115,280,3400,3,2006
"Boston-Cambridge-Quincy","MA-NH",222202,142780,11098,6414,61910,3,2006
"Boulder","CO",13203,10708,0,0,2495,3,2006
"Bowling Green","KY",11781,11113,0,668,0,3,2006
"Bremerton-Silverdale","WA",16968,16155,813,0,0,3,2006
"Bridgeport-Stamford-Norwalk","CT",60283,47392,556,271,12064,3,2006
"Brownsville-Harlingen","TX",23330,20703,630,247,1750,3,2006
"Brunswick","GA",18910,16308,0,0,2602,3,2006
"Buffalo-Niagara Falls","NY",19354,18994,0,360,0,3,2006
"Burlington","NC",18714,18714,0,0,0,3,2006
"Burlington-South Burlington","VT",16523,8413,714,643,6753,3,2006
"Canton-Massillon","OH",13040,12801,0,0,239,3,2006
"Cape Coral-Fort Myers","FL",522802,385224,1413,409,135756,3,2006
"Carson City","NV",1817,1087,0,730,0,3,2006
"Casper","WY",4009,4009,0,0,0,3,2006
"Cedar Rapids","IA",11923,10506,348,1069,0,3,2006
"Champaign-Urbana","IL",18003,15103,0,0,2900,3,2006
"Charleston","WV",5614,5614,0,0,0,3,2006
"Charleston-North Charleston","SC",160418,145862,0,1742,12814,3,2006
"Charlotte-Gastonia-Concord","NC-SC",355188,321992,200,947,32049,3,2006
"Charlottesville","VA",31451,27568,257,232,3394,3,2006
"Chattanooga","TN-GA",40212,39551,179,0,482,3,2006
"Cheyenne","WY",10483,10483,0,0,0,3,2006
"Chicago-Naperville-Joliet","IL-IN-WI",785909,659079,4814,22462,99554,3,2006
"Chico","CA",12317,12317,0,0,0,3,2006
"Cincinnati-Middletown","OH-KY-IN",163464,148029,1264,2372,11799,3,2006
"Clarksville","TN-KY",20198,18550,220,840,588,3,2006
"Cleveland","TN",7986,7786,0,200,0,3,2006
"Cleveland-Elyria-Mentor","OH",96993,95075,424,370,1124,3,2006
"Coeur dAlene","ID",32897,31311,819,539,228,3,2006
"College Station-Bryan","TX",17101,15108,1993,0,0,3,2006
"Colorado Springs","CO",85119,80719,260,0,4140,3,2006
"Columbia","MO",46443,20705,1400,0,24338,3,2006
"Columbia","SC",90654,78921,265,768,10700,3,2006
"Columbus","GA-AL",28596,24764,166,175,3491,3,2006
"Columbus","IN",3795,3795,0,0,0,3,2006
"Columbus","OH",151606,143656,686,4525,2739,3,2006
"Corpus Christi","TX",35337,23012,25,704,11596,3,2006
"Corvallis","OR",5723,5723,0,0,0,3,2006
"Cumberland","MD-WV",1995,1801,0,0,194,3,2006
"Dallas-Fort Worth-Arlington","TX",913311,817034,3120,1360,91797,3,2006
"Dalton","GA",9911,9170,88,232,421,3,2006
"Danville","IL",0,0,0,0,0,3,2006
"Danville","VA",2983,2983,0,0,0,3,2006
"Davenport-Moline-Rock Island","IA-IL",10170,10170,0,0,0,3,2006
"Dayton","OH",38661,38661,0,0,0,3,2006
"Decatur","AL",2721,2721,0,0,0,3,2006
"Decatur","IL",174,174,0,0,0,3,2006
"Deltona-Daytona Beach-Ormond Beach","FL",70315,64837,0,0,5478,3,2006
"Denver-Aurora","CO",349362,314110,2343,1208,31701,3,2006
"Des Moines-West Des Moines","IA",68193,66179,593,0,1421,3,2006
"Detroit-Warren-Livonia","MI",161448,146462,1174,4362,9450,3,2006
"Dothan","AL",4315,4315,0,0,0,3,2006
"Dover","DE",25598,24960,0,638,0,3,2006
"Dubuque","IA",6591,6051,0,0,540,3,2006
"Duluth","MN-WI",9667,7212,511,239,1705,3,2006
"Durham","NC",79738,73388,0,62,6288,3,2006
"Eau Claire","WI",6725,5940,395,390,0,3,2006
"El Centro","CA",7648,7050,0,0,598,3,2006
"El Paso","TX",40258,40016,0,0,242,3,2006
"Elizabethtown","KY",8798,7904,894,0,0,3,2006
"Elkhart-Goshen","IN",20263,19898,0,0,365,3,2006
"Elmira","NY",524,524,0,0,0,3,2006
"Erie","PA",4652,4289,0,0,363,3,2006
"Eugene-Springfield","OR",28192,25817,217,2158,0,3,2006
"Evansville","IN-KY",15581,14681,0,287,613,3,2006
"Fairbanks","AK",2012,2012,0,0,0,3,2006
"Fargo","ND-MN",11182,9482,0,0,1700,3,2006
"Farmington","NM",6339,6339,0,0,0,3,2006
"Fayetteville","NC",33600,25726,0,0,7874,3,2006
"Fayetteville-Springdale-Rogers","AR-MO",78804,58296,4816,107,15585,3,2006
"Flagstaff","AZ",27230,14581,0,0,12649,3,2006
"Flint","MI",10556,10194,0,0,362,3,2006
"Florence","SC",11065,11065,0,0,0,3,2006
"Florence-Muscle Shoals","AL",3304,3304,0,0,0,3,2006
