"year","cbsa","mdiv","stcou","name","lsad","births","deaths","domesticmig","internationalmig","naturalinc","netmig","npopchg_","popestimate","residual"
2001,"10820",NA,27041,"Douglas County, MN","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"10820",NA,NA,"Alexandria, MN","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"10860",NA,48249,"Jim Wells County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"10860",NA,NA,"Alice, TX","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"10880",NA,26005,"Allegan County, MI","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"10880",NA,NA,"Allegan, MI","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"10900",NA,34041,"Warren County, NJ","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"10900",NA,42025,"Carbon County, PA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"10900",NA,42077,"Lehigh County, PA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"10900",NA,42095,"Northampton County, PA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"10900",NA,NA,"Allentown-Bethlehem-Easton, PA-NJ","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"10940",NA,26057,"Gratiot County, MI","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"10940",NA,NA,"Alma, MI","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"10980",NA,26007,"Alpena County, MI","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"10980",NA,NA,"Alpena, MI","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11020",NA,42013,"Blair County, PA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11020",NA,NA,"Altoona, PA","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11060",NA,40065,"Jackson County, OK","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11060",NA,NA,"Altus, OK","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11100",NA,48011,"Armstrong County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11100",NA,48065,"Carson County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11100",NA,48375,"Potter County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11100",NA,48381,"Randall County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11100",NA,NA,"Amarillo, TX","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11140",NA,13249,"Schley County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11140",NA,13261,"Sumter County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11140",NA,NA,"Americus, GA","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11180",NA,19169,"Story County, IA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11180",NA,NA,"Ames, IA","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11220",NA,36057,"Montgomery County, NY","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11220",NA,NA,"Amsterdam, NY","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11260",NA,2020,"Anchorage Municipality, AK","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11260",NA,2170,"Matanuska-Susitna Borough, AK","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11260",NA,NA,"Anchorage, AK","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11300",NA,18095,"Madison County, IN","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11300",NA,NA,"Anderson, IN","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11340",NA,45007,"Anderson County, SC","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11340",NA,NA,"Anderson, SC","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11380",NA,48003,"Andrews County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11380",NA,NA,"Andrews, TX","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11420",NA,18151,"Steuben County, IN","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11420",NA,NA,"Angola, IN","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11460",NA,26161,"Washtenaw County, MI","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11460",NA,NA,"Ann Arbor, MI","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11500",NA,1015,"Calhoun County, AL","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11500",NA,NA,"Anniston-Oxford, AL","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11540",NA,55015,"Calumet County, WI","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11540",NA,55087,"Outagamie County, WI","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11540",NA,NA,"Appleton, WI","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11580",NA,12027,"DeSoto County, FL","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11580",NA,NA,"Arcadia, FL","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11620",NA,40019,"Carter County, OK","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11620",NA,40085,"Love County, OK","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11620",NA,NA,"Ardmore, OK","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11660",NA,5019,"Clark County, AR","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11660",NA,NA,"Arkadelphia, AR","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11700",NA,37021,"Buncombe County, NC","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11700",NA,37087,"Haywood County, NC","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11700",NA,37089,"Henderson County, NC","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11700",NA,37115,"Madison County, NC","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11700",NA,NA,"Asheville, NC","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11740",NA,39005,"Ashland County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11740",NA,NA,"Ashland, OH","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11780",NA,39007,"Ashtabula County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11780",NA,NA,"Ashtabula, OH","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11820",NA,41007,"Clatsop County, OR","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11820",NA,NA,"Astoria, OR","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11860",NA,20005,"Atchison County, KS","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11860",NA,NA,"Atchison, KS","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11900",NA,39009,"Athens County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11900",NA,NA,"Athens, OH","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11940",NA,47107,"McMinn County, TN","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11940",NA,NA,"Athens, TN","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"11980",NA,48213,"Henderson County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"11980",NA,NA,"Athens, TX","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12020",NA,13059,"Clarke County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12020",NA,13195,"Madison County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12020",NA,13219,"Oconee County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12020",NA,13221,"Oglethorpe County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12020",NA,NA,"Athens-Clarke County, GA","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13013,"Barrow County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13015,"Bartow County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13035,"Butts County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13045,"Carroll County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13057,"Cherokee County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13063,"Clayton County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13067,"Cobb County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13077,"Coweta County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13085,"Dawson County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13089,"DeKalb County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13097,"Douglas County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13113,"Fayette County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13117,"Forsyth County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13121,"Fulton County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13135,"Gwinnett County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13143,"Haralson County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13149,"Heard County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13151,"Henry County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13159,"Jasper County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13171,"Lamar County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13199,"Meriwether County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13217,"Newton County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13223,"Paulding County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13227,"Pickens County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13231,"Pike County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13247,"Rockdale County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13255,"Spalding County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,13297,"Walton County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12060",NA,NA,"Atlanta-Sandy Springs-Marietta, GA","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12100",NA,34001,"Atlantic County, NJ","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12100",NA,NA,"Atlantic City-Hammonton, NJ","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12140",NA,18033,"DeKalb County, IN","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12140",NA,NA,"Auburn, IN","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12180",NA,36011,"Cayuga County, NY","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12180",NA,NA,"Auburn, NY","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12220",NA,1081,"Lee County, AL","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12220",NA,NA,"Auburn-Opelika, AL","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12260",NA,13033,"Burke County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12260",NA,13073,"Columbia County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12260",NA,13189,"McDuffie County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12260",NA,13245,"Richmond County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12260",NA,45003,"Aiken County, SC","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12260",NA,45037,"Edgefield County, SC","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12260",NA,NA,"Augusta-Richmond County, GA-SC","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12300",NA,23011,"Kennebec County, ME","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12300",NA,NA,"Augusta-Waterville, ME","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12380",NA,27099,"Mower County, MN","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12380",NA,NA,"Austin, MN","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12420",NA,48021,"Bastrop County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12420",NA,48055,"Caldwell County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12420",NA,48209,"Hays County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12420",NA,48453,"Travis County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12420",NA,48491,"Williamson County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12420",NA,NA,"Austin-Round Rock, TX","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12460",NA,13087,"Decatur County, GA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12460",NA,NA,"Bainbridge, GA","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12540",NA,6029,"Kern County, CA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12540",NA,NA,"Bakersfield, CA","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12580",NA,24003,"Anne Arundel County, MD","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12580",NA,24005,"Baltimore County, MD","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12580",NA,24013,"Carroll County, MD","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12580",NA,24025,"Harford County, MD","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12580",NA,24027,"Howard County, MD","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12580",NA,24035,"Queen Anne's County, MD","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12580",NA,24510,"Baltimore city, MD","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12580",NA,NA,"Baltimore-Towson, MD","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12620",NA,23019,"Penobscot County, ME","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12620",NA,NA,"Bangor, ME","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12660",NA,55111,"Sauk County, WI","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12660",NA,NA,"Baraboo, WI","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12700",NA,25001,"Barnstable County, MA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12700",NA,NA,"Barnstable Town, MA","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12740",NA,50023,"Washington County, VT","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12740",NA,NA,"Barre, VT","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12780",NA,40147,"Washington County, OK","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12780",NA,NA,"Bartlesville, OK","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12820",NA,22067,"Morehouse Parish, LA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12820",NA,NA,"Bastrop, LA","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12860",NA,36037,"Genesee County, NY","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12860",NA,NA,"Batavia, NY","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12900",NA,5063,"Independence County, AR","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12900",NA,NA,"Batesville, AR","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12940",NA,22005,"Ascension Parish, LA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12940",NA,22033,"East Baton Rouge Parish, LA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12940",NA,22037,"East Feliciana Parish, LA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12940",NA,22047,"Iberville Parish, LA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12940",NA,22063,"Livingston Parish, LA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12940",NA,22077,"Pointe Coupee Parish, LA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12940",NA,22091,"St. Helena Parish, LA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12940",NA,22121,"West Baton Rouge Parish, LA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12940",NA,22125,"West Feliciana Parish, LA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12940",NA,NA,"Baton Rouge, LA","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"12980",NA,26025,"Calhoun County, MI","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"12980",NA,NA,"Battle Creek, MI","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13020",NA,26017,"Bay County, MI","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13020",NA,NA,"Bay City, MI","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13060",NA,48321,"Matagorda County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13060",NA,NA,"Bay City, TX","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13100",NA,31067,"Gage County, NE","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13100",NA,NA,"Beatrice, NE","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13140",NA,48199,"Hardin County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13140",NA,48245,"Jefferson County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13140",NA,48361,"Orange County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13140",NA,NA,"Beaumont-Port Arthur, TX","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13180",NA,55027,"Dodge County, WI","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13180",NA,NA,"Beaver Dam, WI","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13220",NA,54081,"Raleigh County, WV","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13220",NA,NA,"Beckley, WV","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13260",NA,18093,"Lawrence County, IN","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13260",NA,NA,"Bedford, IN","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13300",NA,48025,"Bee County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13300",NA,NA,"Beeville, TX","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13340",NA,39091,"Logan County, OH","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13340",NA,NA,"Bellefontaine, OH","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13380",NA,53073,"Whatcom County, WA","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13380",NA,NA,"Bellingham, WA","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13420",NA,27007,"Beltrami County, MN","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13420",NA,NA,"Bemidji, MN","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13460",NA,41017,"Deschutes County, OR","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13460",NA,NA,"Bend, OR","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13500",NA,45069,"Marlboro County, SC","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13500",NA,NA,"Bennettsville, SC","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13540",NA,50003,"Bennington County, VT","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13540",NA,NA,"Bennington, VT","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13620",NA,33007,"Coos County, NH","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13620",NA,50009,"Essex County, VT","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13620",NA,NA,"Berlin, NH-VT","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13660",NA,26107,"Mecosta County, MI","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13660",NA,NA,"Big Rapids, MI","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13700",NA,48227,"Howard County, TX","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13700",NA,NA,"Big Spring, TX","Micropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13740",NA,30009,"Carbon County, MT","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13740",NA,30111,"Yellowstone County, MT","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13740",NA,NA,"Billings, MT","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13780",NA,36007,"Broome County, NY","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13780",NA,36107,"Tioga County, NY","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13780",NA,NA,"Binghamton, NY","Metropolitan Statistical Area",1,1,1,1,1,1,1,1,1
2001,"13820",NA,1007,"Bibb County, AL","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13820",NA,1009,"Blount County, AL","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13820",NA,1021,"Chilton County, AL","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13820",NA,1073,"Jefferson County, AL","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13820",NA,1115,"St. Clair County, AL","County or equivalent",1,1,1,1,1,1,1,1,1
2001,"13820",NA,1117,"Shelby County, AL","County or equivalent",1,1,1,1,1,1,1,1,1
