"state","county","year","births","deaths","domesticmig","gqestimates","internationalmig","naturalinc","netmig","npopchg_","popestimate","rbirth","rdeath","rdomesticmig","residual","rinternationalmig","rnaturalinc","rnetmig"
34,17,2003,8771,4525,-16418,9450,7954,4246,-8464,-4097,604526,14.459889099,7.4599245435,-27.06674943,121,13.112981175,6.9999645551,-13.95376825
34,17,2004,8932,4384,-14046,9450,7176,4548,-6870,-3096,601430,14.813144095,7.2705803528,-23.29438222,-774,11.900931709,7.542563742,-11.39345051
34,17,2005,8575,4309,-14421,9450,7573,4266,-6848,-2934,598496,14.29254804,7.1821095634,-24.03648225,-352,12.622445051,7.110438477,-11.4140372
34,17,2006,8083,4094,-14741,9450,7749,3989,-6992,-3276,595220,13.542584668,6.8592529546,-24.69766678,-273,12.982987578,6.6833317137,-11.7146792
34,17,2007,8415,3825,-14135,9450,7045,4590,-7090,-2856,592364,14.171629123,6.4416496012,-23.80463192,-356,11.864423906,7.7299795214,-11.94020802
34,17,2008,8610,3875,-7907,9450,7049,4735,-858,3055,595419,14.497597625,6.5247608359,-13.31387972,-822,11.869171389,7.9728367892,-1.444708335
34,19,2001,1434,771,1360,4346,240,663,1600,2077,124619,11.60377244,6.238848362,11.004972467,-186,1.9420539648,5.3649240778,12.947026432
34,19,2002,1463,798,733,4346,231,665,964,1525,126144,11.66838808,6.3645753161,5.8461575272,-104,1.8423770652,5.3038127634,7.6885345924
34,19,2003,1446,824,441,4337,193,622,634,1104,127248,11.413146429,6.5037570247,3.4807728737,-152,1.523331439,4.9093894046,5.0041043127
34,19,2004,1364,810,172,4341,176,554,348,813,128061,10.685091399,6.3452522238,1.347386892,-89,1.3787214708,4.3398391753,2.7261083628
34,19,2005,1356,829,-60,4261,183,527,123,544,128605,10.566261211,6.4597570383,-0.467533682,-106,1.4259777298,4.1065041727,0.9584440479
34,19,2006,1231,760,-196,4294,181,471,-15,392,128997,9.5573792129,5.9005753061,-1.521727316,-64,1.4052685926,3.6568039068,-0.116458723
34,19,2007,1224,776,-570,4186,165,448,-405,-24,128973,9.4894755204,6.0162034345,-4.419118502,-67,1.2792185138,3.4732720859,-3.139899988
34,19,2008,1240,768,-485,4175,166,472,-319,58,129031,9.6122540736,5.9533960714,-3.759631634,-95,1.286801755,3.6588580022,-2.472829879
34,21,2001,4745,2950,-1287,21092,2287,1795,1000,2460,353994,13.450919028,8.3625313241,-3.648331462,-335,6.4830878434,5.088387704,2.834756381
34,21,2002,4447,2927,-1139,21092,2164,1520,1025,2219,356213,12.52310946,8.2426672787,-3.207515555,-326,6.0939979471,4.2804421809,2.8864823918
34,21,2003,4650,2805,-539,21092,1918,1845,1379,2684,358897,13.004992239,7.8449469312,-1.507460391,-540,5.364209702,5.1600453077,3.8567493113
34,21,2004,4584,2931,-493,21124,1759,1653,1266,2686,361583,12.7248501,8.136242505,-1.36853209,-233,4.8828558739,4.5886075949,3.5143237841
34,21,2005,4435,2906,-2262,20954,1838,1529,-424,785,362368,12.25221044,8.0281676522,-6.249041717,-320,5.0776917222,4.2240427874,-1.171349995
34,21,2006,4599,2874,-2578,21555,1917,1725,-661,895,363263,12.675864179,7.9213815286,-7.105539868,-169,5.2836772409,4.7544826503,-1.821862627
34,21,2007,4737,2870,-3062,21301,1753,1867,-1309,494,363757,13.031278369,7.8952435972,-8.423427141,-64,4.822425793,5.1360347721,-3.601001348
34,21,2008,4757,2744,-2589,20972,1756,2013,-833,1126,364883,13.057202459,7.5318401405,-7.106389987,-54,4.8199385156,5.5253623188,-2.286451471
34,23,2001,10267,5730,-4515,20820,8415,4537,3900,7751,760553,13.568528204,7.5725788067,-5.966874924,-686,11.120986153,5.9959493972,5.1541112297
34,23,2002,10367,5575,-5866,20820,7948,4792,2082,6237,766790,13.575208712,7.3002593393,-7.681313235,-637,10.407616364,6.2749493729,2.726303129
34,23,2003,10890,5443,-6743,20820,7015,5447,272,4954,771744,14.156333237,7.0755667408,-8.765487146,-765,9.1190704918,7.0807664959,0.3535833462
34,23,2004,10799,5707,-6341,20615,6311,5092,-30,4391,776135,13.953287046,7.3739614014,-8.19314688,-671,8.1543841605,6.579325645,-0.03876272
34,23,2005,10384,5625,-6351,20629,6677,4759,326,4394,780529,13.341350478,7.2269931083,-8.159757019,-691,8.5786014194,6.1143573693,0.4188444006
34,23,2006,10242,5438,-12930,20649,6737,4804,-6193,-1723,778806,13.136369029,6.9747680902,-16.58399254,-334,8.640862932,6.1616009389,-7.943129603
34,23,2007,10667,5225,-7282,20610,6143,5442,-1139,4223,783029,13.659573514,6.6908476247,-9.32492869,-80,7.8663879347,6.9687258897,-1.458540755
34,23,2008,10733,5283,-5400,20597,6146,5450,746,6073,789102,13.654078445,6.720813978,-6.869656536,-123,7.8186868652,6.9332644671,0.9490303289
34,25,2001,7778,5258,-265,9803,2074,2520,1809,6872,623962,12.534527159,8.4734563902,-0.427057045,2543,3.3423257043,4.061070769,2.9152686592
34,25,2002,7789,5607,609,9269,1824,2182,2433,6581,630543,12.417646801,8.938983902,0.9709008733,1966,2.9079198568,3.4786628989,3.8788207301
34,25,2003,7976,5327,-266,9004,1371,2649,1105,5507,636050,12.594416675,8.4115418291,-0.420024428,1753,2.164862746,4.1828748461,1.7448383182
34,25,2004,8026,5295,-2865,8996,1715,2731,-1150,3880,639930,12.580134485,8.299503127,-4.490665998,2299,2.688129908,4.2806313579,-1.80253609
34,25,2005,7370,5199,-3986,9145,1604,2171,-2382,1893,641823,11.499875561,8.1123274141,-6.219607054,2104,2.5028223066,3.387548147,-3.716784747
34,25,2006,7247,5145,-4480,9152,1753,2102,-2727,-618,641205,11.296713712,8.0200899747,-6.983479706,7,2.7325981974,3.276623737,-4.250881508
34,25,2007,7139,5030,-3498,9177,1497,2109,-2001,160,641365,11.132335857,7.8436264687,-5.454673039,52,2.3343755117,3.2887093882,-3.120297528
34,25,2008,7449,5133,-2883,9177,1538,2316,-1345,1083,642448,11.604493801,7.9964917009,-4.491308314,112,2.3959875776,3.6080021,-2.095320736
34,27,2001,6415,3479,-3478,9186,2855,2936,-623,1933,473281,13.58205179,7.365854743,-7.36373751,-380,6.0447011472,6.2161970467,-1.319036362
34,27,2002,6252,3452,-1638,9186,2671,2800,1033,3411,476692,13.162479355,7.2675749732,-3.448519063,-422,5.6233177153,5.8949043815,2.1747986522
34,27,2003,6329,3350,-1467,9311,2355,2979,888,3252,479944,13.23178304,7.0037088297,-3.06699727,-615,4.9235027743,6.22807421,1.8565055047
34,27,2004,6292,3431,-1813,9431,2135,2861,322,2818,482762,13.071488076,7.1278251096,-3.766466606,-365,4.4354143425,5.9436629667,0.6689477369
34,27,2005,5948,3454,-3075,9454,2252,2494,-823,1241,484003,12.304955186,7.1454800288,-6.361421855,-430,4.6588364287,5.1594751568,-1.702585427
34,27,2006,5632,3319,-2714,9700,2284,2313,-430,1655,485658,11.616430897,6.8456914324,-5.597832645,-228,4.7109247459,4.7707394646,-0.886907899
34,27,2007,5523,3290,-3711,9643,2077,2233,-1634,514,486172,11.366185444,6.7707315065,-7.637138183,-85,4.2744101335,4.5954539374,-3.362728049
34,27,2008,5559,3394,-2782,9643,2081,2165,-701,1376,487548,11.418066795,6.9712032206,-5.714168344,-88,4.274329376,4.4468635747,-1.439838968
34,29,2001,6524,6837,9536,7878,715,-313,10251,10021,523675,12.578458715,13.181931673,18.385680917,83,1.3785404631,-0.603472958,19.76422138
34,29,2002,6798,7058,12378,7937,643,-260,13021,12927,536602,12.823064162,13.313502038,23.348615503,166,1.2128905937,-0.490437876,24.561506097
34,29,2003,7264,6896,7916,7886,504,368,8420,8924,545526,13.425398844,12.745257493,14.63043189,136,0.9314979374,0.6801413511,15.561929827
34,29,2004,7638,7190,5359,7894,552,448,5911,6378,551904,13.919794429,13.103341443,9.7664543524,19,1.0059867144,0.8164529856,10.772441067
34,29,2005,7608,6965,3648,7883,546,643,4194,4792,556696,13.725419448,12.565397799,6.5812736785,-45,0.9850261591,1.1600216489,7.5662998376
34,29,2006,7609,6844,2893,7883,615,765,3508,4256,560952,13.616093797,12.247147581,5.1769430089,-17,1.100525389,1.3689462156,6.2774683979
34,29,2007,7793,6617,2071,7860,518,1176,2589,3839,564791,13.845078317,11.755791508,3.679347773,74,0.9202810944,2.0892868088,4.5996288673
34,29,2008,8144,6801,2284,7860,529,1343,2813,4320,569111,14.364557078,11.995745664,4.0285668426,164,0.9330612346,2.368811414,4.9616280772
34,31,2001,7834,4060,-5987,11304,4594,3774,-1393,2008,492832,15.928332669,8.2549183861,-12.17295477,-373,9.3406638093,7.673414283,-2.832290964
34,31,2002,7655,4049,-6914,11304,4324,3606,-2590,705,493537,15.521574583,8.2099092733,-14.01909427,-311,8.7675099278,7.3116653098,-5.251584346
34,31,2003,7716,4143,-7669,11304,3863,3573,-3806,-471,493066,15.641549843,8.3985149042,-15.54627343,-238,7.8309107108,7.2430349391,-7.715362714
34,31,2004,7712,4073,-7947,11304,3480,3639,-4467,-1370,491696,15.662667731,8.2720494901,-16.13994041,-542,7.0676975757,7.3906182408,-9.072242836
34,31,2005,7675,3872,-8017,11304,3669,3803,-4348,-947,490749,15.624284311,7.8823750948,-16.32050649,-402,7.4691204088,7.7419092163,-8.851386083
34,31,2006,7526,3580,-8530,11304,3844,3946,-4686,-953,489796,15.350646834,7.3020616086,-17.39848758,-213,7.8405376602,8.0485852256,-9.557949916
34,31,2007,7644,3595,-7868,11304,3500,4049,-4368,-286,489510,15.611055176,7.3419339818,-16.06852199,33,7.1479190365,8.269121194,-8.920602958
34,31,2008,7764,3593,-6149,11304,3502,4171,-2647,1438,490948,15.837496354,7.3292277691,-12.5431176,-86,7.1436002358,8.5082685847,-5.399517368
34,33,2001,686,650,-131,1222,71,36,-60,-84,64132,10.689687412,10.128712563,-2.041325147,-60,1.1063670645,0.5609748496,-0.934958083
34,33,2002,791,700,283,1222,68,91,351,379,64511,12.297598781,10.88283078,4.3997730152,-63,1.0571892757,1.4147680014,5.456962291
34,33,2003,707,714,-72,1222,52,-7,-20,-114,64397,10.969063208,11.077667794,-1.117075744,-87,0.8067769262,-0.108604586,-0.310298818
34,33,2004,865,703,336,1222,57,162,393,506,64903,13.379737046,10.873936582,5.1972157773,-49,0.8816705336,2.505800464,6.0788863109
34,33,2005,736,731,551,1222,56,5,607,550,65453,11.292153794,11.215440793,8.4537727454,-62,0.8591856148,0.0767130013,9.3129583602
34,33,2006,699,706,315,1222,75,-7,390,351,65804,10.650860526,10.757521504,4.7997440137,-32,1.1427961937,-0.106660978,5.9425402074
34,33,2007,690,706,43,1222,64,-16,107,106,65910,10.477246155,10.72019679,0.6529298328,15,0.9718025419,-0.242950635,1.6247323747
34,33,2008,814,674,-9,1222,65,140,56,231,66141,12.328570022,10.208177144,-0.136310971,35,0.9844681222,2.1203928785,0.8481571514
34,35,2001,4354,2030,-715,4509,2272,2324,1557,3514,302400,14.482292952,6.7521944632,-2.378235981,-367,7.5571358721,7.7300984889,5.1788998912
34,35,2002,4388,2039,-25,4509,2127,2349,2102,4147,306547,14.411763257,6.696806126,-0.082108952,-304,6.9858296371,7.7149571309,6.9037206851
34,35,2003,4538,2146,-848,4442,1904,2392,1056,3043,309590,14.730490134,6.9659832148,-2.75263456,-405,6.1804436351,7.7645069197,3.4278090749
34,35,2004,4358,2126,-506,4504,1710,2232,1204,3207,312797,14.004148544,6.8317622315,-1.625997972,-229,5.4949733847,7.1723863127,3.8689754124
34,35,2005,4213,2117,-823,4653,1814,2096,991,2823,315620,13.408294174,6.737564388,-2.619279873,-264,5.7732365611,6.6707297861,3.153956688
34,35,2006,3983,1974,-851,4619,1831,2009,980,2834,318454,12.563202402,6.2264025965,-2.684229286,-155,5.775351142,6.3367998057,3.0911218564
34,35,2007,3985,2053,-266,4862,1657,1932,1391,3297,321751,12.449137386,6.4135706532,-0.830983825,-26,5.1764669129,6.0355667325,4.3454830874
34,35,2008,4067,2100,-925,4827,1658,1967,733,2812,324563,12.585213998,6.4983893278,-2.862385775,112,5.1306330978,6.0868246704,2.2682473225
34,37,2001,1768,976,618,1687,157,792,775,1436,146046,12.165584058,6.7158427832,4.2524496312,-131,1.0803148739,5.4497412749,5.3327645051
34,37,2002,1669,979,1131,1687,149,690,1280,1845,147891,11.356174963,6.6612913652,7.6955265924,-125,1.0138226899,4.6948835975,8.7093492823
34,37,2003,1741,1040,948,1687,128,701,1076,1615,149506,11.708255295,6.994018097,6.3753164961,-162,0.8608022273,4.7142371981,7.2361187235
34,37,2004,1663,1020,129,1687,132,643,261,812,150318,11.093174662,6.8039916751,0.8605048295,-92,0.8805165697,4.2891829874,1.7410213992
34,37,2005,1587,1050,-126,1687,135,537,9,411,150729,10.543204217,6.9756549642,-0.837078596,-135,0.896869924,3.5675492531,0.0597913283
34,37,2006,1587,953,-406,1687,141,634,-265,301,151030,10.51832754,6.3162987682,-2.690889087,-68,0.9345205942,4.2020287713,-1.756368493
34,37,2007,1604,974,-527,1687,116,630,-411,227,151257,10.612431233,6.4442069953,-3.486752656,8,0.767482558,4.1682242372,-2.719270098
34,37,2008,1619,959,-1137,1687,117,660,-1020,-348,150909,10.715964073,6.3475043519,-7.525664701,12,0.7744087687,4.3684597208,-6.751255932
34,39,2001,7630,4698,-4520,7808,4654,2932,134,2555,525695,14.549476324,8.9585111099,-8.619086892,-511,8.8746084942,5.5909652138,0.2555216025
34,39,2002,7369,4675,-5826,7808,4401,2694,-1425,854,526549,14.006257104,8.8857717412,-11.07347725,-415,8.3649799856,5.1204853627,-2.708497269
34,39,2003,7718,4407,-7717,7808,3917,3311,-3800,-823,525726,14.669169181,8.3761374165,-14.66726854,-334,7.4448219334,6.2930317645,-7.222446604
34,39,2004,7596,4360,-7332,7808,3515,3236,-3817,-1109,524617,14.463846572,8.3020499018,-13.96115364,-528,6.6930516983,6.1617966702,-7.268101944
34,39,2005,7406,4384,-7674,7808,3709,3022,-3965,-1314,523303,14.134666768,8.3670509199,-14.6461562,-371,7.07878464,5.7676158485,-7.567371555
34,39,2006,7247,4228,-7593,7808,3797,3019,-3796,-1024,522279,13.862136112,8.0873618712,-14.52396847,-247,7.2629406398,5.7747742406,-7.261027829
34,39,2007,7563,3984,-7371,7808,3471,3579,-3900,-601,521678,14.489102521,7.6324982734,-14.12127128,-280,6.6496991734,6.8566042471,-7.471572105
34,39,2008,7405,3930,-4883,7808,3472,3475,-1411,1571,523249,14.173238896,7.5220565647,-9.346107431,-493,6.6454403035,6.6511823314,-2.700667128
34,41,2001,1291,770,1649,1466,213,521,1862,2323,105270,12.400524453,7.396129999,15.839244634,-60,2.0459424543,5.0043944539,17.885187088
34,41,2002,1327,897,1044,1466,205,430,1249,1601,106871,12.51054723,8.4566396878,9.8425104058,-78,1.9326768517,4.0539075426,11.775187258
34,41,2003,1400,879,763,1466,180,521,943,1361,108232,13.017019753,8.1728288308,7.0942757656,-103,1.6736168254,4.8441909225,8.767892591
34,41,2004,1275,957,-42,1466,170,318,128,375,108607,11.759877144,8.8268254327,-0.387384188,-71,1.5679836192,2.9330517112,1.1805994309
34,41,2005,1294,892,-87,1466,176,402,89,393,109000,11.892999766,8.1982656808,-0.79960663,-98,1.6175950222,3.6947340848,0.8179883919
34,41,2006,1245,875,-241,1466,188,370,-53,265,109265,11.408150643,8.017776556,-2.208324743,-52,1.7226765629,3.3903740865,-0.48564818
34,41,2007,1266,863,-355,1466,163,403,-192,227,109492,11.574486759,7.8900332332,-3.245610426,16,1.4902380267,3.6844535261,-1.7553724
34,41,2008,1312,856,-292,1466,164,456,-128,384,109876,11.961635243,7.8042376281,-2.66219321,56,1.4952044054,4.157397615,-1.166988804
35,0,2001,27276,13898,-9406,40180,5190,13378,-4216,7626,1828330,14.949709978,7.6173584571,-5.155337002,-1536,2.8445884582,7.332351521,-2.310748543
35,0,2002,27352,14335,4542,40708,4360,13017,8902,20656,1848986,14.876067219,7.7964471914,2.4702799542,-1263,2.371294716,7.0796200272,4.8415746702
35,0,2003,27802,14313,4383,42108,2625,13489,7008,18923,1867909,14.959798434,7.7015896333,2.3584201329,-1574,1.4124692788,7.2582088006,3.7708894117
35,0,2004,28045,14740,4966,41464,4715,13305,9681,21357,1889266,14.928769621,7.8463207064,2.6434754836,-1629,2.5098644593,7.0824489144,5.1533399429
35,0,2005,28837,14627,6981,41699,4045,14210,11026,23618,1912884,15.168786082,7.69406783,3.6721328722,-1618,2.1277435135,7.4747182515,5.7998763857
35,0,2006,29079,15250,7703,41639,4496,13829,12199,25032,1937916,15.102835774,7.920432118,4.0007271216,-996,2.3350992002,7.1824036564,6.3358263218
35,0,2007,30107,15178,8082,42337,3637,14929,11719,26486,1964402,15.430316033,7.7789662452,4.1421534585,-162,1.8640203079,7.6513497875,6.0061737665
35,0,2008,30502,15484,1032,42337,3891,15018,4923,19954,1984356,15.448908239,7.8424659095,0.5226959971,13,1.9707462448,7.6064423295,2.4934422418
35,1,2001,8352,4235,-182,10847,1877,4117,1695,5255,562388,14.920666964,7.565735703,-0.325139055,-557,3.3532198145,7.3549312608,3.0280807595
35,1,2002,8426,4453,5823,11163,1581,3973,7404,10999,573387,14.837445797,7.8413418151,10.253791464,-378,2.7840021131,6.9961039819,13.037793577
35,1,2003,8870,4393,4118,11109,988,4477,5106,8991,582378,15.349141045,7.601891388,7.1260161019,-592,1.7096901187,7.7472496572,8.8357062206
35,1,2004,8779,4563,6008,10982,1696,4216,7704,11356,593734,14.928850314,7.759465085,10.216714054,-564,2.8840790673,7.1693852286,13.100793122
35,1,2005,9349,4557,7001,10928,1474,4792,8475,12768,606502,15.578602875,7.5935066104,11.666039012,-499,2.4561836172,7.9850962644,14.12222263
35,1,2006,9290,4786,5752,10896,1632,4504,7384,11546,618048,15.172920665,7.8167490098,9.3944714385,-342,2.6654689478,7.3561716549,12.059940386
35,1,2007,9766,4803,3640,10960,1335,4963,4975,9737,627785,15.677863727,7.7105037353,5.8434798243,-201,2.1431443861,7.9673599913,7.9866242105
35,1,2008,9827,4888,1079,10960,1414,4939,2493,7354,635139,15.562298286,7.7407666653,1.7087330671,-78,2.2392479674,7.8215316203,3.9479810345
35,3,2001,16,27,-89,10,0,-11,-89,-102,3464,4.5519203414,7.6813655761,-25.3200569,-2,0,-3.129445235,-25.3200569
35,3,2002,30,47,8,10,0,-17,8,-13,3451,8.6767895879,13.593637021,2.3138105568,-4,0,-4.916847433,2.3138105568
35,3,2003,19,31,-54,10,-1,-12,-55,-71,3380,5.5628751281,9.0762699458,-15.81027668,-4,-0.292782901,-3.513394818,-16.10305958
35,3,2004,28,41,5,10,0,-13,5,-12,3368,8.2987551867,12.151748666,1.4819205691,-4,0,-3.85299348,1.4819205691
35,3,2005,17,35,-51,10,0,-18,-51,-68,3300,5.098980204,10.49790042,-15.29694061,1,0,-5.398920216,-15.29694061
35,3,2006,24,30,113,10,0,-6,113,105,3405,7.158836689,8.9485458613,33.706189411,-2,0,-1.789709172,33.706189411
35,3,2007,27,15,19,10,0,12,19,9,3414,7.919049714,4.3994720634,5.5726646136,-22,0,3.5195776507,5.5726646136
35,3,2008,25,24,19,10,0,1,19,-9,3405,7.3324534389,7.0391553014,5.5726646136,-29,0,0.2932981376,5.5726646136
35,5,2001,944,599,-946,1826,160,345,-786,-487,60792,15.466408893,9.8139607278,-15.49917671,-46,2.6214252361,5.6524481654,-12.87775147
35,5,2002,889,596,-765,1918,152,293,-613,-359,60433,14.666941637,9.8329552485,-12.621159,-39,2.5077335533,4.8339863889,-10.11342545
35,5,2003,941,650,-77,1943,125,291,48,247,60680,15.539207187,10.733777547,-1.271539802,-92,2.0641879897,4.8054296401,0.7926481881
35,5,2004,963,630,-369,1922,126,333,-243,42,60722,15.864648029,10.378741701,-6.078977282,-48,2.0757483402,5.4859063277,-4.003228942
35,5,2005,992,596,2,2013,129,396,131,467,61189,16.27416722,9.7776246606,0.032810821,-60,2.1162979551,6.4965425597,2.1491087761
35,5,2006,978,640,-129,2013,130,338,1,309,61498,15.943009447,10.433053217,-2.102912289,-30,2.1192139346,5.5099562301,0.0163016457
35,5,2007,1012,622,433,2094,119,390,552,962,62460,16.328111134,10.035657239,6.9862372739,20,1.920005163,6.2924538957,8.906242437
35,5,2008,1014,630,57,2094,121,384,178,600,63060,16.156787763,10.038240918,0.9082217973,38,1.9279796048,6.1185468451,2.8362014022
35,6,2001,445,194,732,1977,13,251,745,984,26629,17.025672418,7.4224279757,28.00627463,-12,0.4973791942,9.6032444427,28.503653824
35,6,2002,378,220,-88,1851,13,158,-75,59,26688,14.179342424,8.2525273365,-3.301010935,-24,0.4876493426,5.9268150871,-2.813361592
35,6,2003,385,182,106,1881,9,203,115,283,26971,14.349876069,6.7835777782,3.9508749697,-35,0.3354516484,7.5662982911,4.2863266181
35,6,2004,444,222,-26,1898,11,222,-15,190,27161,16.404344935,8.2021724673,-0.960614793,-17,0.4064139511,8.2021724673,-0.554200842
35,6,2005,420,207,-205,1882,10,213,-195,-4,27157,15.46448691,7.6217828344,-7.548142421,-22,0.3682020693,7.842704076,-7.179940351
35,6,2006,417,222,-375,1882,11,195,-364,-181,26976,15.406498808,8.2020209484,-13.85476512,-12,0.4064064434,7.2044778601,-13.44835867
35,6,2007,458,182,-22,1865,9,276,-13,254,27230,16.898498321,6.715123787,-0.81171826,-9,0.3320665609,10.183374534,-0.479651699
35,6,2008,444,235,-163,1865,11,209,-152,55,27285,16.289094745,8.6214803265,-5.980005503,-2,0.4035586536,7.6676144181,-5.576446849
35,7,2001,155,156,-146,389,6,-1,-140,-153,14055,10.96840392,11.039167817,-10.33152885,-12,0.4245833776,-0.070763896,-9.906945476
35,7,2002,180,156,-27,400,6,24,-21,-10,14045,12.8113879,11.103202847,-1.921708185,-13,0.4270462633,1.7081850534,-1.494661922
35,7,2003,152,138,-291,329,1,14,-290,-278,13767,10.930533583,9.9237739105,-20.9262189,-2,0.0719114051,1.0067596721,-20.85430749
35,7,2004,172,152,-111,338,4,20,-107,-99,13668,12.538727902,11.080736286,-8.091853472,-12,0.2915983233,1.4579916165,-7.800255149
35,7,2005,142,127,-184,338,3,15,-181,-176,13492,10.456553756,9.351988218,-13.54933726,-10,0.2209131075,1.1045655376,-13.32842415
35,7,2006,143,162,-149,338,4,-19,-145,-168,13324,10.665274463,12.082338902,-11.1127685,-4,0.2983293556,-1.417064439,-10.81443914
35,7,2007,153,131,-161,331,1,22,-160,-141,13183,11.544120421,9.884181537,-12.14773456,-3,0.0754517675,1.6599388841,-12.07228279
35,7,2008,147,143,-226,331,3,4,-223,-221,12962,11.24497992,10.938994072,-17.28820042,-2,0.2294893861,0.3059858482,-17.05871103
35,9,2001,774,334,-752,1231,75,440,-677,-264,44631,17.291066282,7.4615195586,-16.79958895,-27,1.6754909188,9.8295467239,-15.12409803
35,9,2002,815,417,-286,1249,-61,398,-347,17,44648,18.257372954,9.341502481,-6.406881798,-34,-1.366502761,8.9158704735,-7.773384559
35,9,2003,866,372,179,1219,-310,494,-131,311,44959,19.328847077,8.3029227627,3.9952235874,-52,-6.919102302,11.025924314,-2.923878715
35,9,2004,891,364,36,1226,241,527,277,774,45733,19.648921625,8.0271688793,0.7938958232,-30,5.3146914833,11.621752746,6.1085873065
35,9,2005,946,398,-493,1061,47,548,-446,59,45792,20.671947555,8.6970773013,-10.77301284,-43,1.0270417919,11.974870254,-9.745971046
35,9,2006,890,371,-903,1095,148,519,-755,-254,45538,19.4897624,8.1243841016,-19.77444432,-18,3.2409941969,11.365378298,-16.53345013
35,9,2007,904,367,-1130,851,30,537,-1100,-531,45007,19.967971727,8.1064663979,-24.95996466,32,0.662653929,11.861505329,-24.29731073
35,9,2008,871,370,-1865,851,81,501,-1784,-1252,43755,19.625515423,8.3369009261,-42.0224871,31,1.8251053379,11.288614497,-40.19738176
35,11,2001,22,29,-57,71,1,-7,-56,-63,2151,10.080183276,13.287514318,-26.11683849,0,0.4581901489,-3.207331042,-25.65864834
35,11,2002,16,32,-20,71,1,-16,-19,-37,2114,7.5029308324,15.005861665,-9.37866354,-2,0.468933177,-7.502930832,-8.909730363
35,11,2003,22,33,-33,71,1,-11,-32,-47,2067,10.523798134,15.785697202,-15.7856972,-4,0.4783544607,-5.261899067,-15.30734274
35,11,2004,19,28,-74,71,0,-9,-74,-85,1982,9.3850333416,13.830575451,-36.55223512,-2,0,-4.445542109,-36.55223512
35,11,2005,20,20,14,71,1,0,15,14,1996,10.055304173,10.055304173,7.0387129211,-1,0.5027652086,0,7.5414781297
35,11,2006,14,32,-66,71,0,-18,-66,-84,1912,7.164790174,16.376663255,-33.77686796,0,0,-9.211873081,-33.77686796
35,11,2007,17,15,-8,71,1,2,-7,-9,1903,8.9121887287,7.8636959371,-4.193971166,-4,0.5242463958,1.0484927916,-3.669724771
35,11,2008,17,18,8,71,0,-1,8,4,1907,8.9238845144,9.4488188976,4.1994750656,-3,0,-0.524934383,4.1994750656
35,13,2001,3015,1048,-1074,5482,801,1967,-273,1544,176536,17.153683348,5.9625406795,-6.110466307,-150,4.5572472179,11.191142669,-1.553219089
35,13,2002,3028,1157,-396,5337,731,1871,335,2038,178574,17.053870632,6.5162907268,-2.230294838,-168,4.1170341584,10.537579905,1.8867393202
35,13,2003,3165,1170,1262,5938,605,1995,1867,3690,182264,17.542498296,6.4849045832,6.9948287043,-172,3.3533053614,11.057593712,10.348134066
35,13,2004,3164,1269,380,5370,633,1895,1013,2781,185045,17.228001492,6.9097136199,2.0691025812,-127,3.4466892997,10.318287872,5.515791881
35,13,2005,3362,1236,1701,5753,626,2126,2327,4285,189330,17.960601002,6.6030050083,9.0871452421,-168,3.3442404007,11.357595993,12.431385643
35,13,2006,3387,1211,1409,5753,645,2176,2054,4125,193455,17.696618206,6.3273116763,7.3618349726,-105,3.3700380109,11.36930653,10.731872984
35,13,2007,3452,1309,1879,6151,575,2143,2454,4593,198048,17.634603055,6.6870496522,9.5989047338,-4,2.93739767,10.947553403,12.536302404
35,13,2008,3691,1366,599,6151,584,2325,1183,3555,201603,18.471116049,6.8359643789,2.9976154195,47,2.9225499248,11.63515167,5.9201653443
35,15,2001,731,562,-919,753,44,169,-875,-738,50676,14.320697424,11.009893231,-18.00372221,-32,0.8619845235,3.3108041924,-17.14173768
35,15,2002,778,550,-92,753,43,228,-49,129,50805,15.332919463,10.839467487,-1.813147289,-50,0.8474492762,4.4934519762,-0.965698012
35,15,2003,737,556,-258,753,34,181,-224,-105,50700,14.521452145,10.955125363,-5.083493424,-62,0.669917738,3.5663267819,-4.413575686
35,15,2004,739,540,-99,753,37,199,-62,103,50803,14.561145976,10.640079604,-1.950681261,-34,0.7290424914,3.9210663724,-1.221638769
35,15,2005,686,547,-767,753,36,139,-731,-630,50173,13.587387102,10.834257645,-15.19172873,-38,0.7130407225,2.7531294565,-14.47868801
35,15,2006,720,539,272,753,38,181,310,465,50638,14.284155499,10.693277519,5.3962365218,-26,0.7538859847,3.5908779796,6.1501225065
35,15,2007,737,514,89,755,33,223,122,322,50960,14.508159609,10.118309416,1.7520029922,-23,0.649619087,4.3898501939,2.4016220792
35,15,2008,754,537,167,755,35,217,202,400,51360,14.738076622,10.496481626,3.2642689601,-19,0.6841282252,4.2415949961,3.9483971853
35,17,2001,396,312,-256,734,9,84,-247,-186,30704,12.858395298,10.130856902,-8.312497971,-23,0.2922362568,2.7275383966,-8.020261714
35,17,2002,397,314,-603,719,8,83,-595,-522,30182,13.040764708,10.31435798,-19.80750912,-10,0.2627861906,2.7264067273,-19.54472292
35,17,2003,367,317,-772,611,6,50,-766,-700,29482,12.302225798,10.626173237,-25.87825154,16,0.2011263073,1.676052561,-25.67712523
35,17,2004,323,322,-427,638,9,1,-418,-450,29032,11.040092969,11.005913115,-14.59479783,-33,0.3076186895,0.0341798544,-14.28717914
