"pop08","pop00_est","pop_change_perc","pop_change","pop00","pop_under5","pop_under5_perc","pop_under18","pop_under18_perc","pop_over65","pop_over65_perc","pop_female","pop_white","pop_black","pop_indian","pop_asian","pop_pi","pop_multiracial","pop_hispanic","pop_nonhispanic","pop_white_perc","pop_black_perc","pop_indian_perc","pop_asian_perc","pop_pi_perc","pop_multiracial_perc","pop_hispanic_perc","pop_nothispanic_perc","births","deaths","deaths_infact","same_house_perc","foreign_born_perc","foreign_lang_perc","gse_perc","bachelor_perc","disabled","travel_time","houses07","houses_change","houses_change_perc","owner_occupied","value00","units_in_structure","household","household_size","income_percap_99","income_hhold_07","poverty_perc","income_personal_06","income_percap_06","laborforce","unemploy","unemploy_rate","employ_all","employ_change","employ_govt","earnings","earnings_job","employers","employ_private","employ_private_change","nonemployer","hospitality","firms","firms_black_perc","firms_indian_perc","firms_asian_perc","firms_hispanic_perc","firms_pi_perc","firms_female_perc","manufact","trade_wholesale","trade_retail","trade_retail_percap","houses_new","houses_new_value","farms","govt_exp","govt_exp_percap","area","popdens","state","county"
27964,27600,1.3,364,27600,1715,6.1,6733,24.1,15.1,4219,50.5,27471,98,54,94,8,202,477,27016,98.4,0.4,0.2,0.3,0,0.7,1.7,96.7,306,241,0,62.1,0.8,3.4,87.3,14.3,4014,20.8,11652,682,6.2,80.9,87900,9.6,10402,2.61,19158,45662,8.5,788,28236,14890,608,4.1,15163,-743,1559,485566,32023,645,9898,-13.3,1635,18513,2064,0,0,0,0,0,19.3,0,0,187928,6737,58,11229,226294,131311,4702,369.96,74.6,18,179
23800,25267,-5.8,-1467,25267,1552,6.5,5708,24,16.7,3971,50.7,23373,94,75,72,30,175,1800,21659,98.1,0.4,0.3,0.3,0.1,0.7,7.6,90.9,330,255,0,59.3,3.5,7.2,82.1,10.5,5234,22.2,12883,800,6.6,76.6,86200,6.5,9727,2.57,18323,44881,9.4,656,27373,12316,545,4.4,10584,-3750,1761,349123,32986,661,6811,-27.1,1565,29257,2147,0,0,0,0,0,22.6,519125,183656,247153,9815,82,13952,283746,174141,7311,505.24,50,18,181
32667,30707,6.4,1960,30707,2138,6.5,8017,24.6,12.9,4228,50.1,32022,142,114,162,12,203,365,31673,98.1,0.4,0.3,0.5,0,0.6,1.1,97,411,285,0,61,0.8,2.8,86.2,13.3,4738,23.5,13897,1352,10.8,83.3,96000,8.8,11711,2.58,20519,57903,7,966,29812,17781,790,4.4,14896,-1231,1582,518346,34798,726,10862,-6.7,2143,23729,2432,0,0,0,0,0,27.9,0,0,302591,9628,133,25799,172094,201754,6178,335.52,91.4,18,183
7506,8243,-8.9,-737,8243,378,5,1533,20.1,22.2,1694,51.2,7532,11,6,41,0,34,70,7463,98.8,0.1,0.1,0.5,0,0.4,0.9,97.9,86,106,0,66,0.7,2,87.8,11.2,1270,19.9,3802,112,3,75,59300,9,3398,2.37,17262,45478,11.3,232,30240,4388,159,3.6,5869,191,561,136533,23263,182,1998,-13.2,643,0,817,0,0,0,0,0,26.2,0,41736,45917,5733,4,615,373216,54383,7133,569.3,14.5,19,1
4040,4482,-9.9,-442,4482,220,5.4,884,21.6,21.6,884,50.4,4049,3,22,11,0,11,32,4019,98.9,0.1,0.5,0.3,0,0.3,0.8,98.1,42,57,0,65.4,0.2,1.6,84.5,12,774,19.9,2115,6,0.3,74.7,46500,6.9,1867,2.34,15550,37307,10.8,114,27379,2086,91,4.4,2751,-171,307,59080,21476,121,840,-21,342,0,461,0,0,0,0,0,0,0,5939,23551,5367,8,1026,237824,35526,8673,423.54,10.6,19,3
14538,14675,-0.9,-137,14675,980,6.7,3440,23.5,18.3,2680,49.3,14348,34,41,46,2,139,1120,13247,98.2,0.2,0.3,0.3,0,1,7.7,90.7,211,167,0,64.1,5.5,8.2,81.4,14.4,2086,19.3,7647,505,7.1,76.4,68100,10.6,5722,2.49,16599,40272,10.2,390,26780,8197,400,4.9,9841,521,1148,247334,25133,419,5124,4.6,1218,6958,1472,0,0,0,0,0,0,358273,148221,112879,7812,55,5611,326122,84961,5815,639.56,22.9,19,5
12850,13723,-6.4,-873,13721,786,6,2867,22,20,2602,51.8,12722,87,28,83,1,98,166,12570,97.7,0.7,0.2,0.6,0,0.8,1.3,96.6,184,171,0,60.2,1,2.5,81.4,12.2,2659,20.4,6747,50,0.7,74,45400,11.8,5779,2.34,14644,34349,18.5,328,24849,6007,419,7,7848,164,794,201136,25629,344,4140,12.4,947,7451,1186,0,0,0,0,0,36.2,187105,13012,100245,7448,16,1253,235638,94049,7224,496.25,27.7,19,7
6033,6830,-11.7,-797,6830,303,5,1373,22.6,21.8,1324,51.7,6012,14,8,15,0,23,59,5954,99,0.2,0.1,0.2,0,0.4,1,98.1,73,83,0,70.4,0.7,2.7,82.5,12.3,1000,18.3,3004,9,0.3,79.2,48700,5.1,2773,2.4,17489,39422,10.2,198,32169,3300,134,4.1,4056,-6,489,113856,28071,198,1282,-13.1,492,0,672,0,0,0,0,0,31.7,0,63262,41025,6223,3,611,261210,52637,8669,443.13,15.4,19,9
26532,25307,4.8,1225,25308,1553,5.9,6490,24.4,14.2,3767,50.1,26152,109,42,74,4,165,202,25957,98.5,0.4,0.2,0.3,0,0.6,0.8,97.8,291,233,0,60.8,0.6,2.8,87.8,13.9,3994,25,11015,638,6.1,79.4,82700,10.3,9746,2.56,18891,54417,7.2,794,29885,14640,574,3.9,12121,1009,1681,293079,24179,617,4728,2,1755,6057,2161,0,0,0,0,0,30.9,154531,0,154515,5912,48,8109,400654,137469,5179,716.39,35.3,19,11
128347,128013,0.3,334,128012,8357,6.6,28523,22.4,14,17806,51.7,113444,10323,341,1614,84,1640,3301,110389,89,8.1,0.3,1.3,0.1,1.3,2.6,86.6,1684,1085,6,54.5,3.7,6.5,86.5,23,21590,15.7,54757,2997,5.8,68.9,77000,21.7,49683,2.45,18885,41965,16.9,4014,31528,72329,2764,3.8,91074,4021,12642,3492550,38348,3276,62286,3.2,6827,158805,8421,2,0,0,0,0,27.3,4353832,770544,1595272,12613,369,64427,275014,766256,6012,567.11,225.8,19,13
26349,26224,0.5,125,26224,1560,5.9,5998,22.7,15.8,4164,50.9,25914,182,53,94,0,148,293,25665,98.2,0.7,0.2,0.4,0,0.6,1.1,97.2,310,267,0,60.6,0.8,2.6,89,18.8,3720,20.9,11610,642,5.9,75.8,74900,14.2,10374,2.44,19943,49733,10.7,885,33624,15507,524,3.4,14905,1246,2633,446635,29965,582,7171,1.8,1819,15276,2121,0,0,0,0,0,11.4,0,261667,224273,8590,109,11513,312708,159905,6059,571.46,45.9,19,15
23690,23325,1.6,365,23325,1335,5.6,5102,21.5,16.8,3977,51.2,23232,154,22,160,5,161,195,23055,97.9,0.6,0.1,0.7,0,0.7,0.8,97.1,273,221,0,62,1.2,3.8,87.7,21.5,3033,19,10100,763,8.2,78.2,88000,13.5,8860,2.47,19199,51838,6.8,792,33559,13968,447,3.2,14793,784,1778,444877,30073,623,7852,-2.2,1571,13930,1993,0,0,0,0,0,21.7,438025,0,176037,7560,56,13371,254923,141012,5941,437.9,53.3,19,17
21032,21093,-0.3,-61,21093,1521,7.3,5457,26.1,14.9,3112,50,20596,79,49,92,1,110,183,20418,98.4,0.4,0.2,0.4,0,0.5,0.9,97.6,298,185,0,62.9,0.9,6,84.6,12.7,3272,23.2,9130,433,5,78.2,73900,9.8,7933,2.61,18405,47329,10.3,604,28984,11100,473,4.3,10681,654,1750,306849,28728,532,5524,3,1438,0,1807,0,0,0,0,0,26.8,317022,264367,170182,8156,18,2834,340422,127160,6076,571.26,36.9,19,19
19702,20411,-3.5,-709,20411,1309,6.6,4909,24.8,15.6,3092,49.1,18456,285,45,818,6,166,3931,14627,93.3,1.4,0.2,4.1,0,0.8,19.9,74,293,180,0,55.9,12.4,16.6,81.3,18.7,3062,14.9,8198,54,0.7,70.4,64900,14.7,7499,2.54,16042,39858,10.6,548,27783,10356,343,3.3,14071,518,1761,416180,29577,609,8897,5.7,1168,15736,1548,0,0,0,0,0,19.1,790867,226105,220039,10848,101,12777,341677,121925,6165,574.78,35.5,19,21
14644,15305,-4.3,-661,15305,839,5.7,3180,21.7,19.3,2835,50.2,14467,19,8,52,3,111,126,14342,98.7,0.1,0.1,0.4,0,0.8,0.9,97.8,171,188,0,69,0.9,3.8,82.2,12.4,2382,22.3,6668,90,1.4,80.4,62200,5.9,6175,2.43,17036,45525,9.7,428,29142,8300,345,4.2,7219,288,829,172594,23908,376,2440,5.9,1097,0,1388,0,0,0,0,0,0,0,164554,74396,4952,35,6227,327708,103754,7077,580.38,26.4,19,23
9887,11115,-11,-1228,11115,480,4.8,1925,19.3,22.2,2222,49.1,9790,103,25,24,1,44,143,9657,98,1,0.3,0.2,0,0.4,1.4,96.7,100,162,0,62.9,0.5,2.5,85.4,15.4,1912,18.6,5198,-21,-0.4,77.4,54700,10.3,4513,2.31,17498,42152,11,289,28470,5222,179,3.4,6092,-32,916,144288,23685,299,2277,-0.8,751,0,931,0,0,0,0,0,0,0,164909,90236,8341,10,1638,340739,89904,9002,570.15,19.5,19,25
20926,21421,-2.3,-495,21421,1309,6.3,4887,23.4,19.8,4145,51.2,20661,52,28,107,1,74,258,20413,98.7,0.2,0.1,0.5,0,0.4,1.2,97.6,269,230,0,68,0.6,2.7,83.7,16,2959,14.4,9301,282,3.1,74.4,75900,15,8486,2.46,18595,47285,8.6,663,31818,12234,333,2.7,17234,1010,1407,492036,28550,874,11158,9.6,1642,21339,2251,0,0,0,0,0,25,408111,937841,247201,11675,46,10983,364175,140920,6735,569.31,37.6,19,27
13840,14684,-5.7,-844,14684,792,5.7,2964,21.3,21.3,2960,51.2,13724,34,24,31,7,64,181,13546,98.8,0.2,0.2,0.2,0.1,0.5,1.3,97.6,171,192,0,65.3,0.8,2.7,85.9,16.6,2490,18.9,6715,125,1.9,74.6,59500,13.8,6120,2.32,17067,39215,13,413,29643,7626,324,4.2,9418,-213,1490,246774,26202,481,5016,-12.9,1181,9547,1663,0,0,0,0,0,16.4,113196,80207,154793,10809,24,3145,336625,107559,7747,564.33,26,19,29
18079,18187,-0.6,-108,18187,1010,5.6,4067,22.6,16,2870,50.6,17664,82,39,86,5,114,220,17459,98.2,0.5,0.2,0.5,0,0.6,1.2,97,194,156,0,60.9,0.7,3.1,87.7,16.3,2589,24,8037,467,6.2,76.8,84600,8.5,7147,2.51,19200,52237,7.4,577,32051,10849,367,3.4,9976,690,1150,232649,23321,475,3872,-5.9,1281,9082,1646,0,0,0,0,0,23.8,139123,154285,105003,5774,52,9782,338493,110558,6146,579.52,31.4,19,31
43786,46447,-5.7,-2661,46447,2403,5.5,9500,21.6,17.8,7830,51.7,42689,459,87,370,10,401,1325,41421,97,1,0.2,0.8,0,0.9,3,94.1,471,563,0,58.7,1.4,3.4,87.3,20.3,7657,15.2,21913,425,2,71.5,75400,18.6,19374,2.32,19184,45039,11.4,1485,33623,25744,1028,4,35130,1199,3246,1159332,33001,1486,23174,-0.4,2949,71742,4154,0,0,0,0,0,27.1,864708,503127,680176,14998,69,11182,323420,288645,6558,568.33,81.8,19,33
11552,13035,-11.4,-1483,13035,566,4.8,2407,20.6,21.7,2534,50.7,11483,55,22,51,0,75,219,11270,98.3,0.5,0.2,0.4,0,0.6,1.9,96.4,113,152,0,66.8,0.9,3,87.5,15.2,1902,16.4,5904,53,0.9,73.7,57300,12,5378,2.35,17934,42913,8.3,359,30301,6615,251,3.8,8243,-476,1148,237075,28761,374,4052,-9.8,769,8007,1109,0,0,0,0,0,0,137415,74814,152785,12047,50,5186,335410,88663,7587,577.15,22.6,19,35
12121,13095,-7.4,-974,13095,744,6.1,2860,23.4,18.1,2210,50,12060,11,4,49,1,90,149,11917,98.7,0.1,0,0.4,0,0.7,1.2,97.6,179,135,0,67.8,0.9,2.9,83.4,12.2,1755,20.8,5744,151,2.7,80.2,71200,8.6,5192,2.48,18237,42630,8,361,29354,6542,281,4.3,7739,-49,737,211647,27348,394,3509,-18.3,888,0,1200,0,0,0,0,0,8.9,292099,113099,109286,8497,10,1405,271098,81991,6712,504.64,25.9,19,37
9032,9133,-1.1,-101,9133,625,6.9,2216,24.6,16.3,1465,50.2,8828,16,36,56,11,48,602,8233,98.1,0.2,0.4,0.6,0.1,0.5,6.7,91.5,132,125,0,56.9,2.5,4.8,84.4,12.1,1587,23.3,4143,209,5.3,72.4,64700,11.3,3584,2.5,16409,42879,11.4,244,26882,4793,207,4.3,6694,-62,797,182889,27321,208,3349,-18.8,647,0,790,0,0,0,0,0,16.1,401240,18520,66824,7294,46,5400,216187,53409,5938,431.12,21.2,19,39
16691,17372,-3.9,-681,17372,1001,6,3688,22.1,18.9,3153,51.2,16405,33,24,137,4,86,378,16035,98.3,0.2,0.1,0.8,0,0.5,2.3,96.1,200,167,0,60.3,1.8,3.5,88,16.3,2709,14.2,8090,262,3.3,69.1,74400,18.3,7259,2.35,19451,43438,10.2,516,30819,9746,313,3.2,12787,80,1765,404105,31603,641,7801,-4.2,1328,16797,1848,0,0,0,0,0,24.4,226804,269840,218197,12769,20,3537,311695,111866,6703,568.89,30.5,19,41
17566,18678,-6,-1112,18678,1008,5.7,3974,22.5,18.8,3331,50,17474,39,46,53,0,73,189,17303,98.8,0.2,0.3,0.3,0,0.4,1.1,97.8,193,189,0,67.3,1.2,2.9,82.6,12.8,2898,20.8,8942,323,3.7,76.5,66400,10.3,7375,2.47,16930,41407,10.9,501,28165,9902,486,4.9,11619,-422,1323,286619,24668,534,5117,-12.4,1402,12841,1778,0,0,0,0,0,17.5,153751,201264,137449,7474,47,6812,432724,120328,6804,778.81,24,19,43
48942,50149,-2.4,-1207,50149,2979,6.1,11548,23.5,16.3,7994,51.3,46907,1131,137,326,9,541,816,46174,95.6,2.3,0.3,0.7,0,1.1,1.7,94.1,623,553,0,59.5,1.4,3.2,85.6,14.4,9284,19.6,22314,729,3.4,72.9,70900,18.7,20105,2.44,17724,42889,11.5,1454,29536,27446,1058,3.9,31160,1859,2898,1004622,32241,1296,20538,6.5,2622,43378,3624,0,0,0,0,0,36.1,2454703,268903,510288,10234,119,18608,387596,312760,6376,694.98,72.2,19,45
16415,16942,-3.1,-527,16942,1208,7.3,4184,25.2,16.4,2722,49.6,16087,177,129,94,2,90,3129,13079,97,1.1,0.8,0.6,0,0.5,18.9,78.9,213,172,0,62.5,6.1,10.5,78.5,12.4,2877,16.7,7085,127,1.8,73,58200,12.1,6441,2.53,15851,41713,11.3,452,27296,9317,320,3.4,11557,635,1302,328405,28416,462,6270,9.8,988,10831,1432,0,0,0,0,0,39,946292,175541,126789,7467,39,5039,445913,117366,7079,714.36,23.7,19,47
59930,40776,47,19154,40750,4158,7.3,15176,26.5,8.4,4805,50.3,55152,722,86,913,41,374,3482,51795,96.3,1.3,0.2,1.6,0.1,0.7,6.1,90.4,798,321,0,52.2,4,6.7,89.5,26.8,4726,22,23056,6508,39.3,76.3,108000,15.7,15584,2.59,22970,65917,5.3,2052,37527,31642,948,3,33579,15039,2911,1271216,37857,1129,15538,58.6,4343,32993,3783,0,0,0,0,0,27.2,417223,1080462,326369,7336,448,87364,309157,187620,3275,586.47,69.5,19,49
8569,8541,0.3,28,8541,632,7.4,2206,25.7,16.5,1415,50,8449,20,20,21,2,60,98,8360,98.6,0.2,0.2,0.2,0,0.7,1.1,97.5,137,94,0,64.7,0.4,12.8,78.9,11.4,1300,24.9,3650,120,3.4,79.7,55000,7.7,3207,2.61,15127,40792,12.9,202,23697,4078,191,4.7,4447,142,640,102230,22989,191,1543,-3.7,670,2474,765,0,0,0,0,0,15.9,0,61447,44352,5145,10,1238,290887,51657,6026,503.24,17,19,51
8409,8689,-3.2,-280,8689,489,5.8,1751,20.8,18.3,1543,51.1,8099,97,23,87,10,93,207,7917,96.3,1.2,0.3,1,0.1,1.1,2.5,94.1,101,87,0,53.8,2,5.6,81.7,15.1,1551,22.2,3876,43,1.1,71.1,45400,12.9,3337,2.37,14209,31964,19.3,182,21555,4138,178,4.3,4639,44,675,94251,20317,153,2181,-4.9,660,4681,752,0,0,0,0,0,0,0,18122,31713,3674,6,1075,277928,56850,6761,531.8,16.3,19,53
17301,18404,-6,-1103,18404,1030,5.9,4229,24.2,16,2800,50.2,17319,21,22,32,1,64,149,17180,99.2,0.1,0.1,0.2,0,0.4,0.9,98.4,210,163,0,66.8,0.6,2.5,85.1,13,2645,21.3,7918,236,3.1,77.8,79700,9.3,6834,2.66,17327,43529,9.9,528,30163,10777,395,3.7,11453,837,1325,321110,28037,502,5178,5.4,1286,0,1702,0,0,0,0,0,0,178498,178308,136891,7479,29,4293,345238,95965,5497,577.85,31.8,19,55
40629,42351,-4.1,-1722,42351,2595,6.4,9484,23.3,16.9,6862,51.4,38021,1677,126,311,17,549,935,37159,93.4,4.1,0.3,0.8,0,1.3,2.3,91.3,500,445,0,59,1.6,3.1,85.8,16,6921,16,18899,256,1.4,74.2,70100,17.8,17270,2.4,19701,41553,13.1,1301,32031,21076,958,4.5,28647,-1820,2755,1089628,38036,1169,20136,-4.6,2320,46985,3209,0,0,0,0,0,31.3,0,317928,543819,13118,54,7918,181197,314517,7728,416.15,101.8,19,57
16775,16424,2.1,351,16424,850,5.1,3339,20,21.5,3594,51.1,16501,35,39,56,1,64,155,16359,98.8,0.2,0.2,0.3,0,0.4,0.9,98,153,151,0,59.1,0.7,2.3,89.2,21.3,2407,15.5,13007,1632,14.3,78,96800,13.5,7103,2.27,21929,47733,7.3,620,37185,9740,393,4,13576,793,1230,376675,27746,770,7739,-0.4,1681,38765,2187,0,0,0,0,0,17.2,721898,229142,207773,12650,136,25159,203174,107411,6433,381.06,43.1,19,59
92724,89156,4,3568,89143,6047,6.5,22363,24.2,15.1,13938,51,88969,1606,160,697,96,831,1563,87558,96.3,1.7,0.2,0.8,0.1,0.9,1.7,94.8,1126,879,6,60,1.9,4,85.2,21.3,13107,15.5,38820,3312,9.3,73.5,93300,24,33690,2.51,19600,46820,8.8,2924,31959,51853,2118,4.1,67880,4782,4833,2452665,36132,2771,51617,3.3,5619,115365,7172,0,0,0,0,0,23.7,2493771,1108401,1094459,12232,367,62910,315895,509842,5520,608.16,146.6,19,61
10457,11028,-5.2,-571,11027,681,6.5,2362,22.7,19,1982,50.5,10245,36,42,45,1,45,629,9638,98.4,0.3,0.4,0.4,0,0.4,6,92.5,158,134,0,61.3,2.3,5.3,82.2,13,1697,16.8,4948,59,1.2,75.1,53000,10.6,4450,2.36,16619,39717,11,301,28814,5939,225,3.8,6812,80,931,202598,29741,346,3716,6.4,767,0,1005,0,0,0,0,0,0,188120,75481,79561,7344,17,1160,235407,89674,8611,395.74,27.8,19,63
20273,22008,-7.9,-1735,22008,1094,5.4,4471,21.9,19.9,4059,50.5,19974,158,32,115,9,145,371,19631,97.8,0.8,0.2,0.6,0,0.7,1.8,96.1,250,247,0,62.1,1.1,3.5,84.8,13.8,3735,18.3,9708,203,2.1,75.7,58300,10.9,8778,2.41,17271,39567,11.9,541,26089,10944,495,4.5,11987,-185,1431,310911,25937,629,6507,-13.5,1460,11456,1943,0,0,0,0,0,24.9,246482,298800,154954,7188,12,2059,414853,149132,7299,730.92,30.1,19,65
16183,16900,-4.2,-717,16900,996,6.1,3783,23.2,19.6,3197,51.2,15858,145,18,151,22,112,294,15592,97.3,0.9,0.1,0.9,0.1,0.7,1.8,95.6,218,204,0,61.4,1.1,3.3,85.9,14.8,2842,18.4,7449,132,1.8,74.1,64700,12.3,6828,2.4,17091,43541,12.1,494,30179,8702,399,4.6,8909,305,1124,288732,32409,422,4465,-2.9,1147,10029,1454,0,0,0,0,0,34.7,107383,90002,122898,7392,18,3685,291282,115031,7055,500.56,33.7,19,67
10477,10704,-2.1,-227,10704,625,5.9,2391,22.6,19,2006,50,10427,17,25,61,1,37,1208,9288,98.7,0.2,0.2,0.6,0,0.4,11.4,87.9,128,116,0,66.7,4.4,7.4,84,14.5,1515,17.2,4770,7,0.1,75,55200,11.2,4356,2.41,18767,44186,10.1,312,29628,6075,217,3.6,7021,468,837,201789,28741,333,2904,-9.1,790,0,997,0,0,0,0,0,25.2,84100,168690,74884,7008,10,1588,337336,73731,6977,582.44,18.4,19,69
7446,8010,-7,-564,8010,432,5.7,1711,22.6,19.2,1451,50,7436,33,20,28,15,39,230,7209,98.2,0.4,0.3,0.4,0.2,0.5,3,95.2,90,102,0,61.5,1.7,4.1,85,14,1502,21.9,3576,62,1.8,74.5,64400,8.1,3199,2.45,18081,46741,11.4,233,30695,3971,166,4.2,5252,-239,554,161627,30774,183,1445,-5.4,529,0,654,0,0,0,0,0,0,0,50464,27302,3481,15,3179,318306,73209,9670,511.08,15.7,19,71
9293,10366,-10.4,-1073,10366,515,5.4,2084,21.9,20.7,1965,50.9,9383,18,28,33,1,42,208,9189,98.7,0.2,0.3,0.3,0,0.4,2.2,96.7,93,110,0,64.8,1.2,4,85.6,14.6,1743,19.4,4675,52,1.1,75.6,51800,9.4,4205,2.41,16866,41823,10.3,281,29315,5030,185,3.7,5701,62,971,143585,25186,282,2699,1,724,0,932,0,0,0,0,0,18.1,91010,58142,74967,7362,18,3578,347078,72438,7621,568.41,18.3,19,73
12183,12369,-1.5,-186,12369,614,5.1,2579,21.2,19.1,2322,50.6,12034,18,4,40,0,53,98,11942,99.1,0.1,0,0.3,0,0.4,0.8,98.3,123,132,0,68.4,0.8,4,86.5,17.2,1657,20.6,5660,356,6.7,79.9,72500,8.5,4984,2.45,19142,51745,6,407,33227,6937,224,3.2,6628,341,730,199783,30142,311,3005,4.7,837,4538,1054,0,0,0,0,0,0,0,0,57355,4643,41,6976,324139,77858,6409,502.51,24.6,19,75
10956,11353,-3.5,-397,11353,645,5.8,2458,22.2,18.6,2060,50.4,10921,31,8,25,4,64,212,10712,98.8,0.3,0.1,0.2,0,0.6,1.9,96.9,127,152,0,62.1,1.2,2.9,85.4,14.9,1862,26.7,5813,346,6.3,79.6,61800,9.5,4641,2.39,19726,47685,9,347,31219,6131,233,3.8,5366,-137,912,145792,27170,314,2283,22.2,1074,10065,1269,0,0,0,0,0,20,0,84861,54125,4782,27,3647,323738,82291,7445,590.6,19.2,19,77
15357,16434,-6.6,-1077,16438,898,5.8,3604,23.1,17.7,2754,50.2,15060,48,43,308,9,128,354,14723,96.6,0.3,0.3,2,0.1,0.8,2.3,94.4,185,181,0,62.6,2.1,4.4,87.3,17.5,2561,15.9,7293,211,3,72.8,70500,12.9,6692,2.43,18801,47603,8.4,510,32302,8673,289,3.3,11483,15,1292,368759,32113,438,6720,-3.1,1099,7151,1373,0,0,0,0,0,25.1,696682,357060,110823,6795,57,4781,348216,106821,6849,576.68,28.5,19,79
11354,12100,-6.2,-746,12100,604,5.3,2539,22.3,18.7,2132,50.7,11248,12,14,53,1,51,412,10846,98.8,0.1,0.1,0.5,0,0.4,3.6,95.3,155,140,0,66.1,2.2,4.7,85.8,15.4,1643,17.6,5310,146,2.8,78.2,59600,8.3,4795,2.48,17957,46563,8.4,368,31809,6065,237,3.9,10446,-190,795,365468,34986,315,3145,3.3,913,0,1144,0,0,0,0,0,0,246057,110249,89682,7577,28,4334,322322,80042,7034,571.11,21.2,19,81
17371,18812,-7.7,-1441,18812,992,5.7,3944,22.5,20.4,3583,50.6,17177,161,27,74,20,92,541,16660,97.9,0.9,0.2,0.4,0.1,0.5,3.1,94.9,207,262,0,60.8,1.7,4.3,85.7,17.1,3397,17.5,8417,99,1.2,74.6,57200,12.6,7628,2.35,17537,44474,9.6,524,29746,9114,355,3.9,11048,-380,1938,345452,31268,579,5382,-25.4,1347,11299,1811,0,0,0,0,0,0,425590,699431,134990,7321,5,685,327725,140594,8011,569.26,33.1,19,83
15222,15666,-2.8,-444,15666,846,5.5,3597,23.3,17,2627,51,15166,13,39,86,2,103,194,14976,98.4,0.1,0.3,0.6,0,0.7,1.3,97.2,177,214,0,60.6,0.8,2,85,12.7,2364,27.3,6957,355,5.4,76.6,74900,8.8,6115,2.51,17662,47193,10.2,452,29127,8016,307,3.8,7178,166,996,166003,23127,369,2938,-9.4,1083,7763,1346,0,0,0,0,0,25.6,0,0,131581,8449,41,7581,428235,116377,7553,696.72,22.5,19,85
20213,20336,-0.6,-123,20336,1151,5.7,4404,21.9,15.5,3123,48.7,19019,346,61,468,9,220,442,18615,94.5,1.7,0.3,2.3,0,1.1,2.2,92.5,246,202,0,58.2,1.8,4.5,86.1,16.2,3450,17.2,8510,264,3.2,73,76700,16.2,7626,2.46,18192,43867,11.8,574,28545,10300,497,4.8,14721,208,1973,484263,32896,548,13265,10,1269,21501,1710,0,0,0,0,0,0,503913,124304,157765,7848,85,8353,251257,116267,5778,434.44,46.9,19,87
9484,9932,-4.5,-448,9932,564,5.9,2238,23.4,20.1,1917,50.4,9454,20,16,21,0,34,80,9376,99,0.2,0.2,0.2,0,0.4,0.8,98.2,131,119,0,65,0.4,5.6,79.3,12.6,1558,19.2,4432,105,2.4,79.2,59500,8.6,3974,2.43,17842,43408,12,288,30117,5242,198,3.8,7303,537,915,216122,29594,280,3607,0.6,804,0,966,0,0,0,0,0,31.3,205120,79961,64225,6513,20,2244,269400,63808,6685,473.4,21,19,89
9514,10381,-8.4,-867,10381,597,6.2,2098,21.8,20.3,1948,50.4,9453,51,7,48,11,45,257,9241,98.3,0.5,0.1,0.5,0.1,0.5,2.7,96.1,121,131,0,66.4,1.4,2.8,86.3,15.4,1725,18.8,4782,137,2.9,76,71700,11.6,4295,2.38,18300,44788,9.5,314,32155,5201,169,3.2,6857,162,776,188682,27517,360,3767,5.5,758,0,1057,0,0,0,0,0,0,172356,163206,81951,8086,37,4882,270868,73681,7663,434.41,23.9,19,91
6862,7837,-12.4,-975,7837,397,5.7,1518,21.9,20.9,1450,50.7,6866,20,5,17,0,32,58,6809,98.9,0.3,0.1,0.2,0,0.5,0.8,98.1,81,105,0,69.5,0.2,3,85,13.6,1369,15.7,3548,42,1.2,73.2,55500,12,3213,2.39,18675,44366,9.4,210,30014,4048,141,3.5,5488,6,468,156827,28576,256,2919,-12.2,531,0,766,0,0,0,0,0,21.1,181078,194261,58421,7667,8,1410,265986,58961,8496,431.71,18.1,19,93
15877,15671,1.3,206,15671,977,6.1,3852,24.2,17.4,2772,51,15693,55,15,74,3,72,216,15488,98.6,0.3,0.1,0.5,0,0.5,1.4,97.3,200,162,0,65.9,0.8,4.8,87,15.8,2013,21.7,6815,270,4.1,77.9,85600,13.6,6163,2.5,18884,52444,6.2,541,33799,8582,326,3.8,14027,-51,1141,470789,33563,501,8201,-11.7,1159,27737,1520,0,0,0,0,0,21.6,1024957,56768,183323,11581,17,2684,340163,96341,6055,586.45,26.7,19,95
19965,20296,-1.6,-331,20296,1059,5.3,4486,22.4,18.2,3655,50.4,19785,58,29,34,18,111,166,19629,98.8,0.3,0.1,0.2,0.1,0.6,0.8,98,198,223,0,65.4,0.7,2.5,81.5,12.1,3434,21.9,9376,427,4.8,76,76500,11.3,8078,2.47,17329,41948,10.8,550,27351,11080,535,4.8,11013,259,1388,239077,21709,585,5316,-0.8,1499,14819,2000,0,0,0,0,0,29.9,166144,65334,188351,9299,45,6018,348814,122545,6117,636.09,31.9,19,97
36583,37213,-1.7,-630,37213,2134,5.8,8407,22.9,16,5884,49,35782,382,90,252,30,212,525,35294,97.4,1,0.2,0.7,0.1,0.6,1.4,96,474,385,0,59.6,1.5,3.1,86.8,15.9,5139,19.5,16244,585,3.7,75.7,82500,15.8,14689,2.42,19622,47834,8.8,1097,29760,18209,1168,6.4,18388,-2377,2721,659650,35874,808,11846,-13.9,2258,26819,2714,0,0,0,0,0,19,959486,363039,262642,6984,50,8506,410347,207681,5651,729.99,51,19,99
