"pop08","pop00_est","pop_change_perc","pop_change","pop00","pop_under5","pop_under5_perc","pop_under18","pop_under18_perc","pop_over65","pop_over65_perc","pop_female","pop_white","pop_black","pop_indian","pop_asian","pop_pi","pop_multiracial","pop_hispanic","pop_nonhispanic","pop_white_perc","pop_black_perc","pop_indian_perc","pop_asian_perc","pop_pi_perc","pop_multiracial_perc","pop_hispanic_perc","pop_nothispanic_perc","births","deaths","deaths_infact","same_house_perc","foreign_born_perc","foreign_lang_perc","gse_perc","bachelor_perc","disabled","travel_time","houses07","houses_change","houses_change_perc","owner_occupied","value00","units_in_structure","household","household_size","income_percap_99","income_hhold_07","poverty_perc","income_personal_06","income_percap_06","laborforce","unemploy","unemploy_rate","employ_all","employ_change","employ_govt","earnings","earnings_job","employers","employ_private","employ_private_change","nonemployer","hospitality","firms","firms_black_perc","firms_indian_perc","firms_asian_perc","firms_hispanic_perc","firms_pi_perc","firms_female_perc","manufact","trade_wholesale","trade_retail","trade_retail_percap","houses_new","houses_new_value","farms","govt_exp","govt_exp_percap","area","popdens","state","county"
15463,16181,-4.4,-718,16181,769,4.9,3071,19.7,14.2,2217,50.8,14986,144,32,334,4,118,408,14602,96,0.9,0.2,2.1,0,0.8,2.6,93.5,171,154,0,56.4,4,5.3,88.1,31.2,2155,14.1,7615,374,5.2,67.2,72500,16.7,6649,2.34,19579,39900,12.2,504,32450,8351,356,4.3,12320,-217,1199,341630,27730,671,7629,4.6,1828,10704,2203,0,0,0,0,0,28.4,207602,123046,429729,26920,23,3798,233238,92149,5900,435.34,37.2,19,101
128094,111006,15.4,17088,111006,7836,6.2,25956,20.7,7.9,9980,50.3,112506,4988,417,5885,47,1849,4124,108806,89.5,4,0.3,4.7,0,1.5,3.3,86.6,1458,548,8,40.4,6.4,10.5,93.7,47.6,12415,17.7,54673,8842,19.3,56.6,131500,37.5,44080,2.34,22220,51587,15.5,4268,34570,76805,2092,2.7,100951,13345,31816,3890029,38534,3001,55179,8,7690,193807,8927,1.7,0,1.4,1.1,0,25.8,4413061,446909,1247292,10960,782,146244,300882,843189,6708,614.48,180.8,19,103
20346,20221,0.6,125,20221,1118,5.5,4362,21.4,15.9,3254,47.5,19683,441,66,60,0,152,266,19437,96.5,2.2,0.3,0.3,0,0.7,1.3,95.3,228,184,0,59.9,0.8,3.4,85.3,12.7,2945,24.5,8416,290,3.6,75.9,80400,11,7560,2.47,17816,44657,10,513,25226,10615,445,4.2,10222,635,1506,267269,26146,538,4877,7.3,1311,8053,1614,0,0,0,0,0,36.4,153260,0,189857,9361,22,3037,311640,110058,5394,575.31,35.2,19,105
10697,11400,-6.2,-703,11400,645,6,2522,23.4,19,2041,51.2,10663,20,13,35,2,37,90,10579,99,0.2,0.1,0.3,0,0.3,0.8,98.2,126,136,0,68.1,0.4,1.4,84,11.6,1903,25.2,5050,37,0.7,78.7,51900,7,4586,2.45,17120,42501,12.1,297,27459,5631,243,4.3,5221,116,675,115501,22122,261,1922,4.1,753,1530,929,0,0,0,0,0,20.3,0,65482,106232,9305,4,565,343858,85385,7928,579.19,19.7,19,107
15463,17163,-9.9,-1700,17163,816,5.2,3336,21.4,21.9,3420,50.9,15434,24,28,66,1,52,188,15252,98.9,0.2,0.2,0.4,0,0.3,1.2,97.7,181,185,0,68.6,0.9,3,85.6,13.6,2520,16.7,7625,20,0.3,77.8,54300,9.8,6974,2.42,16598,45953,9,528,33591,9003,332,3.7,11277,386,1216,352175,31229,578,5475,-0.7,1402,9868,1792,0,0,0,0,0,22.3,182945,190400,151277,9111,19,3268,591814,123063,7886,973.01,17.6,19,109
35408,38052,-6.9,-2644,38052,2036,5.7,7940,22.3,16.4,5846,50.2,33696,1104,112,225,25,457,929,32819,94.6,3.1,0.3,0.6,0.1,1.3,2.6,92.1,406,442,0,61.9,1.1,3.4,83.6,12.5,7209,16.8,16707,95,0.6,75.5,60300,15.7,15161,2.41,18430,40048,13.7,1027,28586,17389,1020,5.9,22046,-1346,2589,769082,34885,994,14033,-15.1,1989,35679,2728,0,0,0,0,0,25.1,0,178973,373302,10088,24,2406,270342,247416,6946,517.39,73.6,19,111
208574,191702,8.8,16872,191701,14283,6.9,51476,25,12.7,26050,50.9,190542,7302,741,3923,142,3186,4416,186780,92.6,3.5,0.4,1.9,0.1,1.5,2.1,90.7,2784,1522,10,52.3,2.6,4.8,90.6,27.7,26664,17.8,91733,11182,13.9,72.7,99400,22.7,76753,2.43,22977,53076,9.9,7385,36438,117123,4406,3.8,149185,3499,13740,6521485,43714,5498,106995,-6.6,12214,272605,14808,1,0,1.4,0,0,28.8,5521626,2437660,2583158,13232,1117,116238,348782,2057592,9996,717.44,267.4,19,113
11725,12183,-3.8,-458,12183,740,6.3,3026,25.7,14.6,1717,50.1,11601,60,26,29,15,64,1862,9773,98.4,0.5,0.2,0.2,0.1,0.5,15.8,82.9,130,106,0,63.9,6.8,13,79.7,12.7,1892,23.5,5227,94,1.8,77.3,66600,7.5,4519,2.66,17644,47339,10.6,341,28910,6399,242,3.8,5945,501,822,162808,27386,224,3008,5.7,679,4253,806,0,0,0,0,0,0,0,86056,44920,3675,23,3298,200954,73121,6199,401.92,30.3,19,115
9290,9422,-1.4,-132,9422,538,5.7,2255,23.9,17.1,1615,50.8,9316,18,24,38,0,25,126,9191,98.9,0.2,0.3,0.4,0,0.3,1.3,97.6,120,122,0,61.6,0.7,4.5,79.1,11.1,1699,25.6,4275,36,0.8,78.3,50900,12.5,3811,2.42,15341,38997,13.9,230,24262,4854,191,3.9,5623,135,811,145995,25964,191,2880,6.4,563,0,706,0,0,0,0,0,25.8,0,19115,67126,7097,1,250,222234,63342,6723,430.55,21.9,19,117
11234,11763,-4.5,-529,11763,785,7,2912,25.8,17.5,1968,50.2,11132,37,17,24,1,55,93,11044,98.8,0.3,0.2,0.2,0,0.5,0.8,98,170,127,0,68.7,0.9,4.6,78.7,14.2,1529,18.4,4901,143,3,81.8,64000,5.8,4428,2.61,16081,48878,7,316,27756,6688,171,2.6,6850,583,676,171796,25080,377,2714,9.9,935,0,1269,0,0,0,0,0,0,71710,151776,63759,5449,46,7130,341534,67550,5996,587.5,20,19,119
15507,14019,10.6,1488,14019,1034,6.7,3883,25.2,13.9,2141,50.2,15183,39,42,46,2,104,204,14990,98.5,0.3,0.3,0.3,0,0.7,1.3,97.2,189,143,0,59.9,0.6,1.7,87.6,14.4,1889,27.2,6502,841,14.9,78,87700,9.6,5326,2.58,19357,55396,7.4,486,31922,8518,353,4.1,7117,529,997,185137,26013,364,2512,-9.4,1251,7125,1366,0,0,0,0,0,0,0,0,70830,4910,88,16820,304333,78741,5108,561.14,25,19,121
22321,22335,-0.1,-14,22335,1428,6.4,5313,23.8,15.8,3526,49.9,21491,207,48,285,5,244,305,21200,96.5,0.9,0.2,1.3,0,1.1,1.4,95.2,306,205,0,57.8,1.6,3.4,82.6,16.5,3919,18.9,9803,252,2.6,71.1,68100,14.4,8880,2.45,18232,44234,13.5,645,29084,11808,437,3.7,12723,523,1451,355779,27963,573,6374,1.2,1465,15931,1961,0,0,0,0,0,31.5,225193,220553,175182,7835,19,2542,328579,137113,6154,570.87,39.1,19,123
32571,32054,1.6,517,32052,2074,6.3,7617,23.2,15.3,5029,50.3,31928,186,73,357,11,220,361,31590,97.4,0.6,0.2,1.1,0,0.7,1.1,96.4,424,333,0,56.2,1.7,4.4,84,18.9,4937,19.7,13881,1124,8.8,75.6,88300,14.7,12017,2.5,18717,54247,10,1001,30541,17913,656,3.7,24233,352,2294,844451,34847,850,17195,-5.3,2242,22395,2810,0,0,0,0,0,27,1401167,124112,293190,8999,102,20103,276782,216831,6616,554.21,57.9,19,125
39523,39311,0.5,212,39311,3017,7.7,9797,24.9,16.7,6553,50.2,37797,499,211,386,35,388,5455,32521,96.1,1.3,0.5,1,0.1,1,13.9,82.7,612,464,0,57.7,6.6,10.6,82.3,17,6213,17.1,17040,716,4.4,73.7,71200,17.5,15338,2.48,19176,45565,14.1,1248,31965,20564,852,4.1,24803,529,3679,899132,36251,894,15662,1,2112,36017,2777,0,0,0,0,0,29.2,1860197,242017,355101,9051,78,14110,335043,266457,6777,572.32,68.7,19,127
15113,14547,3.9,566,14547,952,6.3,3794,25,12.1,1836,49.8,14893,75,42,60,3,107,301,14599,98.1,0.5,0.3,0.4,0,0.7,2,96.2,197,136,0,57.2,1,1.8,83.2,16.3,2255,23.5,5896,225,4,79.5,92900,8,5324,2.6,18736,51367,12.6,556,36750,8381,286,3.4,6522,389,1921,191593,29376,287,2281,-15.5,950,4016,1092,0,0,0,0,0,45.7,0,0,67462,4579,13,2060,247254,93470,6157,436.53,33.3,19,129
10710,10874,-1.5,-164,10874,637,5.9,2611,24.3,20.1,2162,50.8,10671,20,8,20,3,16,88,10589,99.4,0.2,0.1,0.2,0,0.1,0.8,98.6,147,137,0,69.4,0.5,4.1,84.4,12.8,1636,19.3,4672,78,1.7,81.6,66500,8.6,4294,2.47,16809,43506,9,311,28803,5566,193,3.5,6087,15,793,188857,31026,345,3108,0,828,0,1063,0,0,0,0,0,31,201279,205463,64322,5919,18,2299,289259,76829,7155,468.92,23.2,19,131
8966,10020,-10.5,-1054,10020,512,5.6,1956,21.4,22.9,2090,51.2,8959,17,86,16,3,50,103,8865,98.1,0.2,0.9,0.2,0,0.5,1.1,97.1,95,167,0,65.4,0.4,1.8,81.7,13.4,1823,22.8,4786,126,2.7,76,54400,8.2,4211,2.31,17477,38362,13.4,244,26572,4570,259,5.7,5389,-398,896,118567,22002,268,2479,-7.6,673,0,913,0,0,0,0,0,30.3,0,51421,104129,10666,11,1539,392430,92300,10108,693.12,14.5,19,133
7577,8016,-5.5,-439,8016,417,5.5,1727,22.8,19.2,1454,51.1,7468,18,29,32,0,39,56,7417,98.4,0.2,0.4,0.4,0,0.5,0.7,97.8,76,99,0,63.7,0.6,3.3,82.2,12.6,1801,24.4,3623,35,1,78.4,52400,10.9,3228,2.43,17155,41456,10.4,230,30009,4211,178,4.2,4760,-299,567,131384,27602,176,1853,-28.7,485,0,686,0,0,0,0,0,0,0,21610,61762,7913,14,1868,252743,57077,7524,433.41,18.5,19,135
10870,11771,-7.7,-901,11771,643,5.8,2509,22.8,19.9,2187,52.4,10839,22,43,41,1,56,249,10592,98.5,0.2,0.4,0.4,0,0.5,2.3,96.3,142,142,0,59.1,1.2,2.6,81.8,12.9,2317,17.6,5401,2,0,73.1,55900,14.6,4886,2.36,16373,41225,11.1,317,28384,5556,353,6.4,7317,17,1018,208872,28546,327,4348,-1.7,788,0,1064,0,0,0,0,0,0,141179,90480,80039,7043,10,1148,242588,84714,7700,423.88,27.8,19,137
42504,41722,1.9,782,41722,3089,7.3,11047,26,12.2,5180,50.2,41076,464,164,402,11,306,5750,35487,96.8,1.1,0.4,0.9,0,0.7,13.6,83.7,587,379,0,58.4,5.9,11.7,80.3,17.2,7337,17.3,17856,1070,6.4,75.4,84700,15,15847,2.59,19625,51826,10.7,1456,34455,24001,837,3.5,29565,1719,2943,1215105,41099,1014,21447,5.6,2186,32201,2865,0,0,0,0,0,25.2,0,292858,373785,8883,193,17346,229950,246293,5806,438.67,95,19,139
13952,15102,-7.6,-1150,15102,839,6,3092,22,22.1,3103,50.6,13778,72,32,93,1,86,352,13450,98,0.5,0.2,0.7,0,0.6,2.5,95.6,184,198,0,66.4,2,4.2,80.7,14.7,2203,16.9,6673,164,2.5,76.9,58300,9.8,6001,2.42,17281,44359,8.4,447,31481,7720,245,3.2,9757,119,1148,257918,26434,542,5723,11.1,965,0,1419,0,0,0,0,0,0,394309,259556,146853,9951,37,6155,362365,105400,7495,573.08,26.4,19,141
6444,7003,-8,-559,7003,370,5.7,1474,22.8,18.2,1174,49.9,6375,22,21,15,1,34,215,6162,98.6,0.3,0.3,0.2,0,0.5,3.3,95.3,73,89,0,70,1.2,3.1,81.1,13.4,954,15.6,3007,-5,-0.2,77.5,53400,7.4,2778,2.48,16463,39750,8.3,173,26201,3348,116,3.5,3762,-56,392,101976,27107,202,1829,1.3,485,0,623,0,0,0,0,0,0,125127,80000,28653,4186,3,380,257044,55453,8573,398.77,17.6,19,143
15664,16976,-7.7,-1312,16976,853,5.4,3424,21.6,20,3168,48.6,15204,313,93,135,1,128,352,14866,95.8,2,0.6,0.9,0,0.8,2.2,93.6,167,221,0,58,1,2.7,85.5,16.6,3187,14.8,7317,15,0.2,71.6,60000,14.9,6708,2.32,16670,42029,12.2,467,29108,8394,398,4.7,9848,56,1616,288761,29322,477,6887,0.9,943,12990,1392,0,0,0,0,0,35.6,503071,84605,154382,9351,20,3183,339086,110241,6945,534.82,31.7,19,145
9345,10147,-7.9,-802,10147,552,5.8,1995,21.1,21.1,1995,50.6,9322,12,27,34,4,43,97,9233,98.7,0.1,0.3,0.4,0,0.5,1,97.8,122,113,0,61.1,0.9,3,83.7,13.9,1467,15.5,4737,106,2.3,74.1,53500,10.5,4119,2.37,17733,42736,9.9,265,27907,5449,190,3.5,5624,-162,1071,165212,29376,337,2976,10.3,689,0,1018,0,0,0,0,0,0,210272,123703,64150,6485,9,1906,326884,82447,8732,563.83,18,19,147
24323,24849,-2.1,-526,24849,1538,6.3,6041,24.8,15.5,3773,50.1,23942,95,52,114,20,150,603,23355,98.2,0.4,0.2,0.5,0.1,0.6,2.5,95.8,313,262,6,62.2,1.2,3.1,87.4,19.3,3134,19.1,10510,630,6.4,77.5,88200,11.6,9372,2.61,19442,50250,6.4,807,32918,14407,458,3.2,16637,1530,1570,536433,32243,698,9807,6,1791,0,2202,0,0,0,0,0,20.8,0,0,200545,8129,87,14818,531053,151272,6207,863.56,28.8,19,149
7560,8662,-12.7,-1102,8662,370,4.8,1580,20.6,22.5,1726,50.5,7565,23,17,30,3,48,152,7418,98.4,0.3,0.2,0.4,0,0.6,2,96.5,88,101,0,70.1,0.9,2.7,86.6,15,1336,18.3,4012,24,0.6,79.3,40400,7.3,3617,2.35,17006,40968,11.2,216,28079,4093,136,3.3,4751,-274,621,125134,26338,253,2162,0.3,518,0,795,0,0,0,0,0,13.7,81501,89558,45492,5421,4,1000,354398,70114,9122,577.7,15,19,151
424778,374575,13.4,50203,374601,33295,8,110711,26.5,11,45965,51.2,375277,22461,1869,12805,379,5548,26668,351108,89.7,5.4,0.4,3.1,0.1,1.3,6.4,83.9,6567,2857,45,49.8,5.9,8.9,88.3,29.7,56254,18.2,183015,26586,17,68.8,103100,26.9,149112,2.45,23654,54377,9.4,16755,40764,237039,8424,3.6,335252,18380,35194,16227670,48404,12300,256517,5.1,27538,664808,32173,1.6,0.5,1.5,1,0,30.1,4794605,8267367,5443842,14151,2995,499500,227069,3213268,7681,569.35,658.3,19,153
89647,87807,2.1,1840,87704,6135,6.9,22213,24.8,13.6,12128,50.9,86543,985,450,591,25,815,3774,83002,96.8,1.1,0.5,0.7,0,0.9,4.2,92.8,1236,824,9,56.5,2,4.5,84,15,15757,20.2,39568,3760,10.5,71.1,84900,19,33844,2.54,19275,48467,10.9,2936,32855,48972,1923,3.9,52762,5899,5539,1945433,36872,2004,32240,10.9,5014,375619,6222,0,0,0,0,0,28.9,1734273,772779,1237642,14037,435,57207,540288,532903,5960,954.26,91.9,19,155
18590,18832,-1.3,-242,18815,953,5.1,3819,20.5,17.9,3343,51.4,18024,147,52,247,8,194,333,17714,96.5,0.8,0.3,1.3,0,1,1.8,94.9,195,212,0,55.6,2.1,4.1,86.7,18.5,3297,16.3,9060,499,5.8,71.9,81600,16.1,7398,2.35,18629,48674,10.6,629,33654,10850,435,4,14322,489,1029,485719,33914,604,9480,4.2,1188,13848,1644,0,0,0,0,0,27.8,264732,82362,211035,11190,42,6378,344840,114508,6133,585.03,32.2,19,157
5156,5469,-5.7,-313,5469,294,5.7,1108,21.5,24.4,1257,51.3,5093,6,12,12,0,29,20,5073,98.9,0.1,0.2,0.2,0,0.6,0.4,98.5,79,70,0,63.6,0.5,5.1,82.8,13.4,963,22,2886,97,3.5,75.7,45000,5.7,2245,2.37,15023,35695,14,130,25262,2455,106,4.3,3006,-2,540,75600,25150,138,924,-17.5,510,0,535,0,0,0,0,0,0,0,0,44580,8351,0,0,299426,42565,8262,537.67,10.2,19,159
10311,11529,-10.6,-1218,11529,568,5.5,2227,21.4,23.3,2421,50.6,10236,33,10,41,2,63,164,10075,98.6,0.3,0.1,0.4,0,0.6,1.6,97,120,140,0,68.8,1.3,2.8,84.2,13.6,1831,16.8,5560,100,1.8,76.8,50000,7.9,4746,2.37,16902,38737,10.6,306,29019,5836,208,3.6,6020,51,742,154759,25707,359,2502,-3.8,846,0,1116,0,0,0,0,0,22,0,131298,71814,6491,24,3497,339426,85441,8227,575.82,20,19,161
164690,158689,3.8,6001,158668,11576,7.1,41597,25.6,12.4,20144,50.9,145077,10953,638,3095,31,2893,7681,138133,89.2,6.7,0.4,1.9,0,1.8,4.7,84.9,2318,1347,20,54,3.1,5.6,86.3,24.9,23773,18.4,70328,4672,7.1,70.6,92400,23.9,62334,2.49,21310,48373,11.4,5975,36950,88489,3336,3.8,112676,6140,9032,4355811,38658,4595,83696,2.4,9655,492950,12202,1.9,0,1.3,1.5,0,27.9,3700019,2174139,2150022,13516,713,91625,228692,1000841,6152,457.93,346.4,19,163
12131,13074,-7.2,-943,13173,599,4.9,2723,22.1,20.2,2488,50.6,12148,15,38,48,0,64,138,12016,98.7,0.1,0.3,0.4,0,0.5,1.1,97.6,101,152,0,67.8,0.6,3,86.6,15.3,1940,18.3,5481,69,1.3,77,73800,8.8,5173,2.49,16969,45568,9.5,381,30931,7511,252,3.4,7731,209,1091,211111,27307,420,4689,3.2,948,7762,1244,0,0,0,0,0,16.2,0,98420,116754,9088,32,5219,348104,97590,7926,590.83,22.3,19,165
32200,31589,1.9,611,31589,2388,7.4,8130,25.1,14.9,4811,50.5,31776,118,53,271,12,121,1695,30119,98.2,0.4,0.2,0.8,0,0.4,5.2,93.1,481,256,0,63.1,2.9,5.7,80.4,19.8,3258,13,11932,672,6,80.5,84700,10.4,10693,2.71,16532,53006,7,969,30143,19287,509,2.6,25236,2669,2231,806094,31942,1179,16716,11.4,2284,21045,2958,0,0,0,0,0,13.8,630345,541800,278465,8694,105,19761,505175,162917,5036,767.88,41.1,19,167
86754,79981,8.5,6773,79981,4609,5.4,15281,18,10.3,8735,48.3,76551,1964,167,5066,56,948,1750,74978,90.3,2.3,0.2,6,0.1,1.1,2.1,88.5,947,477,0,39.3,6.9,9.4,93.5,44.5,7916,16.9,34308,3678,12,58.3,115800,33.8,29383,2.39,19949,49104,14.4,2728,32556,47970,1330,2.8,57159,3201,19947,2241526,39216,2009,29268,2.7,5227,110943,6084,0,0,2,0,0,21.8,1023889,374102,799934,9909,360,68573,359604,653116,7706,572.86,139.6,19,169
17690,18103,-2.3,-413,18103,1156,6.5,4485,25.1,18.4,3280,50.7,16371,110,1148,48,3,175,867,15631,91.7,0.6,6.4,0.3,0,1,4.9,87.5,256,208,0,61.9,2,8.2,84.2,12.9,2869,20.7,7827,244,3.2,77.5,64200,9.1,7018,2.51,17097,44734,10.8,483,27050,9038,400,4.4,8529,-349,2479,234232,27463,378,3846,-11.2,1222,8006,1547,0,0,0,0,0,0,0,185394,90363,5041,36,5192,417917,117178,6563,721.3,25.1,19,171
6298,6958,-9.5,-660,6958,359,5.6,1433,22.4,20.5,1311,50.9,6335,3,10,25,3,21,319,6021,99,0,0.2,0.4,0,0.3,5,94.1,80,72,0,63.4,2,4.6,83.3,12,1349,20.2,3231,32,1,76.4,37900,6.2,2824,2.4,15082,38920,11.1,168,25737,3328,140,4.2,3357,-126,506,86493,25765,149,1355,4.6,474,1289,605,0,0,0,0,0,0,0,20682,29976,4387,4,700,308340,54933,8587,533.95,13,19,173
12261,12309,-0.4,-48,12309,767,6.3,2634,21.7,19,2310,51.8,11929,66,24,54,0,73,237,11706,98.2,0.5,0.2,0.4,0,0.6,2,96.4,152,139,0,61.4,0.9,2.7,87.3,14.7,2085,16.4,5777,120,2.1,72.1,55600,14.6,5242,2.29,16690,40704,13.3,334,27700,6552,275,4.2,8542,-90,1399,251888,29488,359,4951,-0.1,887,0,1096,0,0,0,0,0,0,154446,152546,126830,10435,35,3777,238034,94398,7772,424.39,29,19,175
7676,7809,-1.7,-133,7809,447,5.8,1721,22.4,18.8,1449,50,7587,6,17,22,4,54,68,7525,98.7,0.1,0.2,0.3,0.1,0.7,0.9,97.9,97,96,0,65.1,0.6,5.2,82.7,11.8,1501,23.9,3652,71,2,79.7,43100,7.1,3181,2.41,15748,38855,13.3,182,23736,3954,174,4.4,3743,-147,721,92698,24766,165,1805,1,652,0,721,0,0,0,0,0,16.4,0,14049,22163,2839,3,480,253255,63252,8225,484.82,16.1,19,177
35513,36051,-1.5,-538,36051,2410,6.8,8313,23.4,17.2,6127,50.9,34405,430,114,317,17,268,2413,32051,96.8,1.2,0.3,0.9,0,0.8,6.8,90.2,504,430,0,60.2,1.9,3.8,81.5,14.6,7809,19.1,16404,531,3.3,75.6,50100,13,14784,2.37,16500,38375,17.7,1011,28263,18839,843,4.5,21831,1536,2902,758086,34725,827,15292,14.4,1785,33639,2471,0,0,0,0,0,24.4,1722851,130419,374065,10408,43,5183,206138,273367,7689,431.81,83.5,19,179
45059,40671,10.8,4388,40671,2688,6,10508,23.6,13,5765,50.9,43642,183,88,255,18,317,634,43040,98.1,0.4,0.2,0.6,0,0.7,1.4,96.7,549,337,0,60.7,1.1,2.9,90,21.2,5105,25.8,17304,2015,13.2,79.9,102000,14.6,14708,2.65,20558,61688,6.9,1479,33820,25664,853,3.3,15645,1244,2247,398864,25495,806,7960,5,3353,20216,3454,0,0,0,0,0,28.1,0,0,289446,6984,292,49932,299216,193237,4342,571.64,71.1,19,181
21343,20670,3.3,673,20670,1473,6.9,5339,25,17.1,3656,51.2,20927,127,51,67,6,168,872,20091,98,0.6,0.2,0.3,0,0.8,4.1,94.1,266,240,0,61.3,1.5,6.6,82.5,16.4,3376,21.6,8917,374,4.4,75.3,83600,14,8056,2.5,18221,50265,8.2,689,32532,12683,421,3.3,11017,-59,1539,314447,28542,708,6221,5.6,1742,9497,2293,0,0,0,0,0,0,206710,136710,173094,8185,37,4622,334564,131206,6147,568.71,36.3,19,183
6253,6730,-7.1,-477,6730,383,6.1,1418,22.5,21.8,1373,52.4,6203,6,8,27,10,38,56,6157,98.6,0.1,0.1,0.4,0.2,0.6,0.9,97.9,76,117,0,60.3,0.6,2.4,83.9,12.1,1360,21.7,3390,33,1,79.3,35600,5.6,2821,2.34,15613,34223,15.6,150,23453,3227,151,4.7,3445,-36,643,74269,21558,172,1431,-2.9,502,0,606,0,0,0,0,0,21.1,0,56433,45556,6843,0,0,304983,55033,8747,525.6,12.8,19,185
38517,40235,-4.3,-1718,40235,2363,6.1,8877,23,16.7,6461,49.2,36092,1508,139,360,21,467,1125,35095,93.5,3.9,0.4,0.9,0.1,1.2,2.9,91,474,475,0,58.4,2,4.5,84.2,16.9,6477,16,17272,303,1.8,71.3,66000,17.4,15878,2.38,17857,42864,13.3,1147,29636,19799,808,4.1,25536,-3,3222,894512,35029,1119,16999,3.2,2162,46743,2998,0,0,0,0,0,29.6,1034648,811895,476575,11966,39,6289,417019,301427,7812,715.23,56.3,19,187
10901,11723,-7,-822,11723,549,5,2329,21.2,19,2086,51.1,10749,24,29,92,1,66,281,10471,98.1,0.2,0.3,0.8,0,0.6,2.6,95.5,120,113,0,60.8,1.8,4.9,87.3,16.5,1696,14.8,5179,114,2.3,76.1,61200,13.4,4749,2.36,18494,46340,9.3,315,28501,5779,208,3.6,6782,-910,875,206397,30433,353,8132,-0.6,859,0,1134,0,0,0,0,0,0,1020598,109644,134419,11760,14,2494,240310,77278,7050,400.47,29.3,19,189
20913,21310,-1.9,-397,21310,942,4.5,3969,19,17.1,3576,50.5,20472,126,16,181,1,113,244,20252,97.9,0.6,0.1,0.9,0,0.5,1.2,96.9,212,173,0,60.4,2.1,5.2,84.1,20.5,2773,15.9,8671,463,5.6,73.5,86000,14.7,7734,2.46,17047,46946,10.4,680,32590,12370,470,3.8,16506,963,2211,513957,31138,616,9715,-3.1,1671,18411,2033,0,0,0,0,0,19.4,237461,109018,211273,9911,82,15606,380034,119766,5728,689.61,30.9,19,191
102559,103877,-1.3,-1318,103877,7955,7.8,28140,27.5,12.9,13196,50.9,93398,2628,1932,2461,64,1804,11654,82743,91.3,2.6,1.9,2.4,0.1,1.8,11.4,80.9,1579,882,9,55.1,7.2,11.8,81.4,18.9,16937,17.6,42049,655,1.6,68.6,76400,20.8,39151,2.58,18771,44494,14.3,3031,29693,54693,2189,4,64845,-637,7327,2263349,34904,2828,46711,-1.8,5411,147050,7547,0,0,1.4,0,0,30.2,0,1048908,1177367,11384,141,25062,442152,617675,6039,872.59,119,19,193
7661,7909,-3.1,-248,7909,408,5.3,1643,21.4,18.5,1421,50,7567,30,7,22,1,58,153,7419,98.5,0.4,0.1,0.3,0,0.8,2,96.5,81,97,0,64.9,1.1,3.5,86,12.7,1337,20,3564,30,0.8,79,55900,9.6,3278,2.38,16952,44391,9,198,25816,4513,173,3.8,3860,520,430,89747,23251,188,1492,1.2,541,1675,688,0,0,0,0,0,0,0,69948,27838,3570,4,570,224206,52467,6827,400,19.8,19,195
12903,14334,-10,-1431,14334,820,6.3,3019,23.1,20.8,2723,50.2,12871,34,41,39,0,79,1072,11827,98.5,0.3,0.3,0.3,0,0.6,8.2,90.5,164,182,0,64.8,3,6.4,84.4,13.5,2339,16,6595,36,0.5,74.2,52500,12.6,5940,2.36,18247,43560,11.1,457,34613,7004,283,4,8229,-257,1328,271282,32967,422,4328,-14.9,944,0,1254,0,0,0,0,0,0,511548,91457,86896,6224,13,2763,345490,109084,8350,580.72,24.7,19,197
13319,14386,-7.4,-1067,14385,784,5.8,2964,22.1,17.9,2396,51.2,12730,271,136,41,0,236,329,12434,94.9,2,1,0.3,0,1.8,2.5,92.7,158,169,0,59.9,0.9,3.3,83.1,15.2,2790,17.4,6484,35,0.5,75,40900,8.6,5775,2.43,15640,36702,15.9,358,26489,7512,295,3.9,9474,114,1769,243665,25719,392,4880,-6.2,893,13301,1192,0,0,0,0,0,16.7,282008,42104,112722,7992,31,3357,280479,95657,7131,503.01,28.6,20,1
7984,8110,-1.6,-126,8110,505,6.4,1902,24.1,18.9,1492,50.7,7681,47,68,21,2,89,131,7566,97.1,0.6,0.9,0.3,0,1.1,1.7,95.7,114,103,0,58.3,0.6,3.9,81.9,11.7,1693,25.5,3711,115,3.2,80,49300,5.6,3221,2.48,16458,40330,12.3,191,24141,4201,188,4.5,4512,211,611,81844,18139,227,1570,-2.4,626,3999,804,0,0,0,0,0,27.5,0,45210,56590,6933,23,3535,378786,55014,6957,582.92,13.9,20,3
16481,16774,-1.7,-293,16774,1106,6.7,4123,24.9,15.6,2581,51.5,15126,956,97,57,12,323,387,14783,91.3,5.8,0.6,0.3,0.1,1.9,2.3,89.2,205,177,0,59.2,0.7,2.4,84.7,18,2718,19.4,6978,160,2.3,73.3,56500,12,6275,2.51,15207,39743,14.3,443,26662,8736,388,4.4,10972,467,1169,304450,27748,397,6457,8.1,776,13417,1110,0,0,0,0,0,29.1,321397,0,92425,5516,9,1309,226807,110699,6680,432.34,38.8,20,5
4674,5307,-11.9,-633,5307,243,5.1,967,20.2,20.4,974,51.2,4672,24,34,5,0,51,142,4539,97.6,0.5,0.7,0.1,0,1.1,3,94.8,51,66,0,65.7,0.5,3,85.8,21,976,14.3,2765,25,0.9,75.3,33000,7.6,2235,2.35,16627,40389,11.6,133,27543,2582,83,3.2,3584,215,721,77050,21498,222,1306,-6,439,2719,572,0,0,0,0,0,0,0,32124,65753,12921,1,80,696850,46885,9796,1134.11,4.7,20,7
